"activity_date","tb_core_daily_record_id1","facility_name1","site_address","city1","zip","tb_core_daily_pe1","tb_fin_fees_description1","service1","cd_core_service_code_description1","result_code1","cd_core_inspection_result_description1","violation_code1","violation_description","violation_degree","cd_core_degree_violation_description","violation_status","cd_core_violation_status_description","location_2","count"
"2014-06-10T00:00:00.000","PR0069869","Bill Hoffbrau","11 S B St","San Mateo","94401","1514","FOOD PREP - 11 TO 100 SEATS (RC 3)","1","ROUTINE","51","EXCELLENT","K030","Food storage; food storage containers identified","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.32457954600001 37.56751279)","1"
"2014-06-10T00:00:00.000","PR0002543","Brick Oven Pizza","200 S B St","San Mateo","94401","1513","FOOD PREP - 11 TO 100 SEATS (RC 2)","1","ROUTINE","51","EXCELLENT","K044","Premises; personal/cleaning items; vermin-proofing","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.323149565 37.566138118)","1"
"2014-05-28T00:00:00.000","PR0056418","San Mateo Liquors","254 S B St Ste A","San Mateo","94401","1521","MARKET/CONVENIENCE STORE <=2,000 FT2  (RC 1)","1","ROUTINE","51","EXCELLENT","K045","Floors, walls and ceilings: built, maintained, and","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.322808912 37.565827099)","1"
"2014-04-14T00:00:00.000","PR0047465","Central Cafe","517 S B St","San Mateo","94401","1525","MARKET UNDER 2,000 SQ FT   (RC 3)","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.32041980900001 37.563733306)","1"
"2014-02-13T00:00:00.000","PR0001561","Kathys Kreative Kakes","631 S B St","San Mateo","94401","1511","FOOD PREP - 10 SEATS AND UNDER (RC 2)","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.319904587 37.56326815)","1"
"2014-01-22T00:00:00.000","PR0051533","B Street & Vine","320 S B St","San Mateo","94401","1514","FOOD PREP - 11 TO 100 SEATS (RC 3)","1","ROUTINE","51","EXCELLENT","K027","Food separated and protected","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.322200084 37.565258927)","1"
"2013-12-12T00:00:00.000","PR0047465","Central Cafe","517 S B St","San Mateo","94401","1525","MARKET UNDER 2,000 SQ FT   (RC 3)","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.32041980900001 37.563733306)","1"
"2013-10-31T00:00:00.000","PR0072698","Mini Coffee Shop","800 S B St","San Mateo","94401","1513","FOOD PREP - 11 TO 100 SEATS (RC 2)","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.318719041 37.562098218)","1"
"2013-08-24T00:00:00.000","PR0072166","Vault 164","164 S B St","San Mateo","94401","1582","TEMP EVENT VENDOR W/ FOOD PREP  (RC 2)","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.323420351 37.566388163)","1"
"2013-07-05T00:00:00.000","PR0053846","Yogurtouille","407 S B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.32127941099999 37.56450303)","1"
"2013-05-15T00:00:00.000","PR0000822","Peninsula Social Club","100 N B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT","K023","No rodents, insects, birds, or animals","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.325708783 37.568763016)","1"
"2013-05-15T00:00:00.000","PR0027605","Oneills Irish Pub","34 S B St","San Mateo","94401","1625","BAR/RESTAURANT 51-100 SEATS","1","ROUTINE","51","EXCELLENT","K045","Floors, walls and ceilings: built, maintained, and","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.324979388 37.56808317)","1"
"2013-05-15T00:00:00.000","PR0000822","Peninsula Social Club","100 N B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT","K044","Premises; personal/cleaning items; vermin-proofing","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.325708783 37.568763016)","1"
"2013-05-15T00:00:00.000","PR0025284","Mi Rancho Supermarket","39 N B St","San Mateo","94401","1613","MARKET 2,001-6,000 SQ FT","1","ROUTINE","51","EXCELLENT","K023","No rodents, insects, birds, or animals","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.325440301 37.568428854)","1"
"2013-05-15T00:00:00.000","PR0025284","Mi Rancho Supermarket","39 N B St","San Mateo","94401","1613","MARKET 2,001-6,000 SQ FT","1","ROUTINE","51","EXCELLENT","K041","Plumbing; proper backflow devices","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.325440301 37.568428854)","1"
"2013-05-14T00:00:00.000","PR0002558","Neelam Market","150 N B St","San Mateo","94401","1612","MARKET LESS THAN 2,000 SQ FT","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.32632870999998 37.569323025)","1"
"2013-05-08T00:00:00.000","PR0067978","Vault 164","164 S B St","San Mateo","94401","1625","BAR/RESTAURANT 51-100 SEATS","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.323420351 37.566388163)","1"
"2013-05-08T00:00:00.000","PR0002543","Brick Oven Pizza","200 S B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.323149565 37.566138118)","1"
"2013-05-08T00:00:00.000","PR0000839","Yuppie","709 S B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.319099294 37.562532628)","1"
"2013-04-26T00:00:00.000","PR0069869","Bill Hoffbrau","11 S B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT","K030","Food storage; food storage containers identified","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.32457954600001 37.56751279)","1"
"2013-04-26T00:00:00.000","PR0069869","Bill Hoffbrau","11 S B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT","K004","Proper eating, tasting, drinking or tobacco use","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.32457954600001 37.56751279)","1"
"2013-04-26T00:00:00.000","PR0069869","Bill Hoffbrau","11 S B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT","K001","Demonstration of knowledge; food mgr certificate","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.32457954600001 37.56751279)","1"
"2013-03-29T00:00:00.000","PR0056418","San Mateo Liquors","254 S B St Ste A","San Mateo","94401","1612","MARKET LESS THAN 2,000 SQ FT","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.322808912 37.565827099)","1"
"2013-03-27T00:00:00.000","PR0052040","Espetus Churrascaria","710 S B St","San Mateo","94402","1625","BAR/RESTAURANT 51-100 SEATS","1","ROUTINE","51","EXCELLENT","K038","Adequate ventilation and lighting; designated area","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.319348825 37.562681527)","1"
"2013-03-27T00:00:00.000","PR0052040","Espetus Churrascaria","710 S B St","San Mateo","94402","1625","BAR/RESTAURANT 51-100 SEATS","1","ROUTINE","51","EXCELLENT","K035","Equipment/Utensils - approved; installed; clean; g","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.319348825 37.562681527)","1"
"2013-03-27T00:00:00.000","PR0052040","Espetus Churrascaria","710 S B St","San Mateo","94402","1625","BAR/RESTAURANT 51-100 SEATS","1","ROUTINE","51","EXCELLENT","K035","Equipment/Utensils - approved; installed; clean; g","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.319348825 37.562681527)","1"
"2013-03-27T00:00:00.000","PR0052040","Espetus Churrascaria","710 S B St","San Mateo","94402","1625","BAR/RESTAURANT 51-100 SEATS","1","ROUTINE","51","EXCELLENT","K022","Sewage and wastewater properly disposed","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.319348825 37.562681527)","1"
"2013-03-26T00:00:00.000","PR0002228","Taqueria La Cumbre","28 N B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT","K038","Adequate ventilation and lighting; designated area","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.32482152599998 37.567897652)","1"
"2013-03-21T00:00:00.000","PR0028429","Pancho Villa","365 S B St","San Mateo","94401","1625","BAR/RESTAURANT 51-100 SEATS","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.321878657 37.56504727)","1"
"2013-03-21T00:00:00.000","PR0030734","Tenka Japanese Restaurant","246 S B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.32280964100002 37.565828154)","1"
"2013-03-19T00:00:00.000","PR0072629","Happy Noodles","153 S B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT","K035","Equipment/Utensils - approved; installed; clean; g","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.323610349 37.566649901)","1"
"2013-03-19T00:00:00.000","PR0072629","Happy Noodles","153 S B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT","K038","Adequate ventilation and lighting; designated area","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.323610349 37.566649901)","1"
"2013-03-15T00:00:00.000","PR0064229","Osteria Coppa","139 S B St","San Mateo","94401","1626","BAR/RESTAURANT 101-150 SEATS","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.323568995 37.566602488)","1"
"2013-03-14T00:00:00.000","PR0001564","Happy Cafe","250 S B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT","K035","Equipment/Utensils - approved; installed; clean; g","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.32268980399999 37.565718688)","1"
"2013-03-14T00:00:00.000","PR0001564","Happy Cafe","250 S B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT","K007","Proper hot and cold holding temperatures","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.32268980399999 37.565718688)","1"
"2013-03-13T00:00:00.000","PR0051533","B Street & Vine","320 S B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT","K030","Food storage; food storage containers identified","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.322200084 37.565258927)","1"
"2013-03-12T00:00:00.000","PR0002816","Jeffreys Hamburger Court","42 S B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT","K007","Proper hot and cold holding temperatures","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.324392855 37.567275987)","1"
"2013-03-12T00:00:00.000","PR0002816","Jeffreys Hamburger Court","42 S B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT","K035","Equipment/Utensils - approved; installed; clean; g","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.324392855 37.567275987)","1"
"2013-03-07T00:00:00.000","PR0060943","The Downtown Tiki Lounge","144 S B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.32371871500001 37.566667287)","1"
"2013-02-27T00:00:00.000","PR0071514","Cheese Steak Shop","206 B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.32314634 37.566137748)","1"
"2013-02-25T00:00:00.000","PR0052040","Espetus Churrascaria","710 S B St","San Mateo","94402","1625","BAR/RESTAURANT 51-100 SEATS","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.319348825 37.562681527)","1"
"2013-01-30T00:00:00.000","PR0051242","The Melting Pot","2 N B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.324618557 37.567585651)","1"
"2013-01-30T00:00:00.000","PR0072928","Street Food","150 S B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT","K038","Adequate ventilation and lighting; designated area","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.32632870999998 37.569323025)","1"
"2013-01-30T00:00:00.000","PR0072928","Street Food","150 S B St","San Mateo","94401","1624","BAR/RESTAURANT 11-50 SEATS","1","ROUTINE","51","EXCELLENT","K001","Demonstration of knowledge; food mgr certificate","2","Minor","OU","OUT OF COMPLIANCE","POINT (-122.32632870999998 37.569323025)","1"
"2013-01-29T00:00:00.000","PR0068951","Jojos Cafe","101 S B St","San Mateo","94401","1623","BAR/RESTAURANT 10 SEATS AND UNDER","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.323898548 37.566912452000004)","1"
"2013-01-02T00:00:00.000","PR0001561","Kathys Kreative Kakes","631 S B St","San Mateo","94401","1651","BAKERY - UNDER 2,000 SQ FT","1","ROUTINE","51","EXCELLENT",,,,,,,"POINT (-122.319904587 37.56326815)","1"
