"jl_code","initiative_name","fiscal_year","countywide_bicycle_routes_and_rules_map","bike_month_events_ongoing","active_transportation_caltrans_grant_3_year_grant","national_bicycle_and_pedestrian_count"
"DPWBC","Bicycle Coordinator","FY15-16 Actual","30",,"25","100"
"DPWBC","Bicycle Coordinator","FY16-17 Target","50",,"50","100"
"DPWBC","Bicycle Coordinator",,,,,
"DPWBC","Bicycle Coordinator","FY16-17 Actual","50",,,"100"
