"year","table","county","category_description","value"
"2019","9","Clinton","Black Only Non-Hisp","4"
"2019","9","Clinton","Black Only Hispanic","0"
"2019","9","Clinton","Total Hispanic","20"
"2019","9","Clinton","White Only Non-Hisp","681"
"2019","9","Columbia","Total","479"
"2019","9","Columbia","White Only Non-Hisp","367"
"2019","9","Columbia","Total Non-Hispanic","429"
"2019","9","Columbia","Black Only Hispanic","3"
"2019","9","Columbia","Other Non-Hisp","34"
"2019","9","Columbia","White Only Hispanic","23"
"2019","9","Columbia","Black Only Non-Hisp","23"
"2019","9","Columbia","Total Hispanic","50"
"2019","9","Cortland","Other Non-Hisp","26"
"2019","9","Cortland","Black Only Non-Hisp","9"
"2019","9","Cortland","Total Non-Hispanic","424"
"2019","9","Cortland","White Only Hispanic","6"
"2019","9","Cortland","Total Hispanic","27"
"2019","9","Cortland","Black Only Hispanic","2"
"2019","9","Cortland","White Only Non-Hisp","389"
"2019","9","Cortland","Total","451"
"2019","9","Delaware","Total","349"
"2019","9","Delaware","Other Non-Hisp","12"
"2019","9","Delaware","Black Only Hispanic","0"
"2019","9","Delaware","White Only Non-Hisp","314"
"2019","9","Delaware","Total Non-Hispanic","333"
"2019","9","Delaware","White Only Hispanic","10"
"2019","9","Delaware","Total Hispanic","16"
"2019","9","Delaware","Black Only Non-Hisp","7"
"2019","9","Dutchess","Black Only Hispanic","24"
"2019","9","Dutchess","Other Non-Hisp","221"
"2019","9","Dutchess","White Only Non-Hisp","1628"
"2019","9","Dutchess","Black Only Non-Hisp","318"
"2019","9","Dutchess","White Only Hispanic","223"
"2019","9","Dutchess","Total","2699"
"2019","9","Dutchess","Total Hispanic","530"
"2019","9","Dutchess","Total Non-Hispanic","2169"
"2019","9","Erie","Black Only Non-Hisp","1871"
"2019","9","Erie","White Only Non-Hisp","5812"
"2019","9","Erie","Total Hispanic","809"
"2019","9","Erie","White Only Hispanic","286"
"2019","9","Erie","Other Non-Hisp","1186"
"2019","9","Erie","Total","9679"
"2019","9","Erie","Black Only Hispanic","68"
"2019","9","Erie","Total Non-Hispanic","8870"
"2019","9","Essex/Hamilton","Other Non-Hisp","9"
"2019","9","Essex/Hamilton","White Only Hispanic","4"
"2019","9","Essex/Hamilton","White Only Non-Hisp","326"
"2019","9","Essex/Hamilton","Black Only Hispanic","0"
"2019","9","Essex/Hamilton","Total Hispanic","7"
"2019","9","Essex/Hamilton","Total Non-Hispanic","336"
"2019","9","Essex/Hamilton","Total","343"
"2019","9","Essex/Hamilton","Black Only Non-Hisp","1"
"2019","9","Franklin","White Only Non-Hisp","364"
"2019","9","Franklin","Total Hispanic","11"
"2019","9","Franklin","Total Non-Hispanic","400"
"2019","9","Franklin","Total","411"
"2019","9","Franklin","Black Only Hispanic","0"
"2019","9","Franklin","Black Only Non-Hisp","3"
"2019","9","Franklin","Other Non-Hisp","33"
"2019","9","Franklin","White Only Hispanic","5"
"2019","9","Fulton","Black Only Non-Hisp","6"
"2019","9","Fulton","Other Non-Hisp","13"
"2019","9","Fulton","Total Non-Hispanic","494"
"2019","9","Fulton","White Only Hispanic","11"
"2019","9","Fulton","White Only Non-Hisp","475"
"2019","9","Fulton","Black Only Hispanic","1"
"2019","9","Fulton","Total Hispanic","16"
"2019","9","Fulton","Total","510"
"2019","9","Genesee","Black Only Hispanic","1"
"2019","9","Genesee","Total Non-Hispanic","513"
"2019","9","Genesee","White Only Hispanic","14"
"2019","9","Genesee","Black Only Non-Hisp","8"
"2019","9","Genesee","Other Non-Hisp","23"
"2019","9","Genesee","Total Hispanic","42"
"2019","9","Genesee","White Only Non-Hisp","482"
"2019","9","Genesee","Total","555"
"2019","9","Greene","Total","360"
"2019","9","Greene","Total Non-Hispanic","321"
"2019","9","Greene","Black Only Non-Hisp","7"
"2019","9","Greene","Other Non-Hisp","12"
"2019","9","Greene","White Only Non-Hisp","302"
"2019","9","Greene","Total Hispanic","39"
"2019","9","Greene","White Only Hispanic","20"
"2019","9","Greene","Black Only Hispanic","3"
"2019","9","Hamilton/Essex","White Only Hispanic","4"
"2019","9","Hamilton/Essex","Total Hispanic","7"
"2019","9","Hamilton/Essex","White Only Non-Hisp","326"
"2019","9","Hamilton/Essex","Black Only Hispanic","0"
"2019","9","Hamilton/Essex","Other Non-Hisp","9"
"2019","9","Hamilton/Essex","Black Only Non-Hisp","1"
"2019","9","Hamilton/Essex","Total","343"
"2019","9","Hamilton/Essex","Total Non-Hispanic","336"
"2019","9","Herkimer","Other Non-Hisp","11"
"2019","9","Herkimer","Total Hispanic","22"
"2019","9","Herkimer","White Only Non-Hisp","590"
"2019","9","Herkimer","Total","626"
"2019","9","Herkimer","Black Only Non-Hisp","3"
"2019","9","Herkimer","Black Only Hispanic","1"
"2019","9","Herkimer","Total Non-Hispanic","604"
"2019","9","Herkimer","White Only Hispanic","15"
"2019","9","Jefferson","White Only Hispanic","120"
"2019","9","Jefferson","Black Only Hispanic","16"
"2019","9","Jefferson","Total Non-Hispanic","1574"
"2019","9","Jefferson","Total","1802"
"2019","9","Jefferson","White Only Non-Hisp","1301"
"2019","9","Jefferson","Total Hispanic","228"
"2019","9","Jefferson","Other Non-Hisp","126"
"2019","9","Jefferson","Black Only Non-Hisp","146"
"2019","9","Kings","Total Non-Hispanic","31017"
"2019","9","Kings","White Only Hispanic","2577"
"2019","9","Kings","Black Only Non-Hisp","7851"
"2019","9","Kings","Total Hispanic","6014"
"2019","9","Kings","Black Only Hispanic","588"
"2019","9","Kings","Other Non-Hisp","5611"
"2019","9","Kings","Total","37031"
"2019","9","Kings","White Only Non-Hisp","17432"
"2019","9","Lewis","White Only Hispanic","2"
"2019","9","Lewis","Other Non-Hisp","2"
"2019","9","Lewis","Total Non-Hispanic","294"
"2019","9","Lewis","Black Only Non-Hisp","0"
"2019","9","Lewis","White Only Non-Hisp","291"
"2019","9","Lewis","Total","300"
"2019","9","Lewis","Total Hispanic","6"
"2019","9","Lewis","Black Only Hispanic","0"
"2019","9","Livingston","Other Non-Hisp","16"
"2019","9","Livingston","Total","551"
"2019","9","Livingston","White Only Hispanic","24"
"2019","9","Livingston","Black Only Non-Hisp","4"
"2019","9","Livingston","Total Non-Hispanic","514"
"2019","9","Livingston","White Only Non-Hisp","494"
"2019","9","Livingston","Black Only Hispanic","1"
"2019","9","Livingston","Total Hispanic","37"
"2019","9","Madison","Black Only Non-Hisp","3"
"2019","9","Madison","White Only Hispanic","14"
"2019","9","Madison","White Only Non-Hisp","569"
"2019","9","Madison","Total Non-Hispanic","595"
"2019","9","Madison","Total Hispanic","31"
"2019","9","Madison","Total","626"
"2019","9","Madison","Black Only Hispanic","0"
"2019","9","Madison","Other Non-Hisp","23"
"2019","9","Monroe","Total Hispanic","1019"
"2019","9","Monroe","Black Only Hispanic","91"
"2019","9","Monroe","Other Non-Hisp","698"
"2019","9","Monroe","White Only Hispanic","445"
"2019","9","Monroe","Black Only Non-Hisp","1711"
"2019","9","Monroe","Total","7913"
"2019","9","Monroe","White Only Non-Hisp","4483"
"2019","9","Monroe","Total Non-Hispanic","6894"
"2019","9","Montgomery","Total Non-Hispanic","459"
"2019","9","Montgomery","White Only Hispanic","70"
"2019","9","Montgomery","Black Only Hispanic","4"
"2019","9","Montgomery","White Only Non-Hisp","422"
"2019","9","Montgomery","Total","585"
"2019","9","Montgomery","Black Only Non-Hisp","12"
"2019","9","Montgomery","Other Non-Hisp","24"
"2019","9","Montgomery","Total Hispanic","126"
"2019","9","Nassau","Other Non-Hisp","2238"
"2019","9","Nassau","White Only Hispanic","2060"
"2019","9","Nassau","Black Only Non-Hisp","1539"
"2019","9","Nassau","Total","13877"
"2019","9","Nassau","Black Only Hispanic","115"
"2019","9","Nassau","White Only Non-Hisp","6434"
"2019","9","Nassau","Total Hispanic","3659"
"2019","9","Nassau","Total Non-Hispanic","10218"
"2019","9","New York","Black Only Hispanic","439"
"2019","9","New York","Black Only Non-Hisp","1822"
"2019","9","New York","White Only Hispanic","1981"
"2019","9","New York","Other Non-Hisp","2737"
"2019","9","New York","White Only Non-Hisp","7800"
"2019","9","New York","Total Non-Hispanic","12427"
"2019","9","New York","Total Hispanic","3830"
"2019","9","New York","Total","16257"
"2019","9","New York City","White Only Hispanic","13156"
"2019","9","New York City","Black Only Hispanic","3139"
"2019","9","New York City","Other Non-Hisp","19447"
"2019","9","New York City","Total Non-Hispanic","74542"
"2019","9","New York City","Total","104294"
"2019","9","New York City","Total Hispanic","29752"
"2019","9","New York City","White Only Non-Hisp","35075"
"2019","9","New York City","Black Only Non-Hisp","19714"
"2019","9","New York State","Other Non-Hisp","29668"
"2019","9","New York State","Black Only Non-Hisp","31556"
"2019","9","New York State","Total","220536"
"2019","9","New York State","White Only Hispanic","22131"
"2019","9","New York State","Total Non-Hispanic","170104"
"2019","9","New York State","White Only Non-Hisp","108499"
"2019","9","New York State","Black Only Hispanic","4061"
"2019","9","New York State","Total Hispanic","50432"
"2019","9","Niagara","Total Non-Hispanic","1959"
"2019","9","Niagara","Black Only Non-Hisp","218"
"2019","9","Niagara","Other Non-Hisp","125"
"2019","9","Niagara","Black Only Hispanic","8"
"2019","9","Niagara","Total","2069"
"2019","9","Niagara","White Only Hispanic","57"
"2019","9","Niagara","Total Hispanic","110"
"2019","9","Niagara","White Only Non-Hisp","1616"
"2019","9","Oneida","Total Non-Hispanic","2273"
"2019","9","Oneida","Total","2501"
"2019","9","Oneida","White Only Non-Hisp","1804"
"2019","9","Oneida","Other Non-Hisp","243"
"2019","9","Oneida","White Only Hispanic","149"
"2019","9","Oneida","Black Only Hispanic","24"
"2019","9","Oneida","Black Only Non-Hisp","224"
"2019","9","Oneida","Total Hispanic","228"
"2019","9","Onondaga","Total","5053"
"2019","9","Onondaga","Total Non-Hispanic","4649"
"2019","9","Onondaga","White Only Non-Hisp","3130"
"2019","9","Onondaga","Black Only Hispanic","42"
"2019","9","Onondaga","White Only Hispanic","152"
"2019","9","Onondaga","Other Non-Hisp","623"
"2019","9","Onondaga","Black Only Non-Hisp","896"
"2019","9","Onondaga","Total Hispanic","404"
"2019","9","Ontario","Other Non-Hisp","38"
"2019","9","Ontario","Total Non-Hispanic","863"
"2019","9","Ontario","White Only Hispanic","76"
"2019","9","Ontario","Black Only Non-Hisp","23"
"2019","9","Ontario","White Only Non-Hisp","802"
"2019","9","Ontario","Total Hispanic","107"
"2019","9","Ontario","Black Only Hispanic","7"
"2019","9","Ontario","Total","970"
"2019","9","Orange","Black Only Non-Hisp","405"
"2019","9","Orange","Black Only Hispanic","57"
"2019","9","Orange","Total Non-Hispanic","3981"
"2019","9","Orange","Total","5192"
"2019","9","Orange","White Only Non-Hisp","3305"
"2019","9","Orange","Total Hispanic","1211"
"2019","9","Orange","White Only Hispanic","388"
"2019","9","Orange","Other Non-Hisp","263"
"2019","9","Orleans","Total Non-Hispanic","406"
"2019","9","Orleans","White Only Hispanic","7"
"2019","9","Orleans","White Only Non-Hisp","384"
"2019","9","Orleans","Total","423"
"2019","9","Orleans","Black Only Non-Hisp","13"
"2019","9","Orleans","Other Non-Hisp","9"
"2019","9","Orleans","Total Hispanic","17"
"2019","9","Orleans","Black Only Hispanic","0"
"2019","9","Oswego","Black Only Non-Hisp","9"
"2019","9","Oswego","White Only Hispanic","20"
"2019","9","Oswego","Black Only Hispanic","2"
"2019","9","Oswego","Total Non-Hispanic","1190"
"2019","9","Oswego","Total","1234"
"2019","9","Oswego","Other Non-Hisp","24"
"2019","9","Oswego","Total Hispanic","44"
"2019","9","Oswego","White Only Non-Hisp","1157"
"2019","9","Otsego","White Only Non-Hisp","390"
"2019","9","Otsego","White Only Hispanic","12"
"2019","9","Otsego","Total","441"
"2019","9","Otsego","Black Only Non-Hisp","6"
"2019","9","Otsego","Black Only Hispanic","0"
"2019","9","Otsego","Other Non-Hisp","12"
"2019","9","Otsego","Total Non-Hispanic","408"
"2019","9","Otsego","Total Hispanic","33"
"2019","9","Putnam","Black Only Non-Hisp","27"
"2019","9","Putnam","Total Non-Hispanic","570"
"2019","9","Putnam","Black Only Hispanic","4"
"2019","9","Putnam","Other Non-Hisp","42"
"2019","9","Putnam","White Only Hispanic","80"
"2019","9","Putnam","Total Hispanic","227"
"2019","9","Putnam","Total","797"
"2019","9","Putnam","White Only Non-Hisp","501"
"2019","9","Queens","Black Only Hispanic","348"
"2019","9","Queens","Total","26850"
"2019","9","Queens","White Only Non-Hisp","5883"
"2019","9","Queens","Black Only Non-Hisp","3910"
"2019","9","Queens","White Only Hispanic","3944"
"2019","9","Queens","Other Non-Hisp","9102"
"2019","9","Queens","Total Hispanic","7897"
"2019","9","Queens","Total Non-Hispanic","18953"
"2019","9","Rensselaer","Black Only Hispanic","22"
"2019","9","Rensselaer","Other Non-Hisp","123"
"2019","9","Rensselaer","White Only Hispanic","71"
"2019","9","Rensselaer","Total Non-Hispanic","1483"
"2019","9","Rensselaer","Black Only Non-Hisp","186"
"2019","9","Rensselaer","Total Hispanic","123"
"2019","9","Rensselaer","White Only Non-Hisp","1174"
"2019","9","Rensselaer","Total","1606"
"2019","9","Rest of State","Total","116242"
"2019","9","Rest of State","Total Non-Hispanic","95562"
"2019","9","Rest of State","Black Only Non-Hisp","11842"
"2019","9","Rest of State","Other Non-Hisp","10221"
"2019","9","Rest of State","White Only Non-Hisp","73424"
"2019","9","Rest of State","White Only Hispanic","8975"
"2019","9","Rest of State","Black Only Hispanic","922"
"2019","9","Rest of State","Total Hispanic","20680"
"2019","9","Richmond","Other Non-Hisp","721"
"2019","9","Richmond","Black Only Hispanic","93"
"2019","9","Richmond","Total Non-Hispanic","3993"
"2019","9","Richmond","Total","5193"
"2019","9","Richmond","White Only Hispanic","479"
"2019","9","Richmond","White Only Non-Hisp","2654"
"2019","9","Richmond","Black Only Non-Hisp","614"
"2019","9","Richmond","Total Hispanic","1200"
"2019","9","Rockland","Black Only Hispanic","12"
"2019","9","Rockland","White Only Hispanic","254"
"2019","9","Rockland","Total Non-Hispanic","4681"
"2019","9","Rockland","Other Non-Hisp","269"
"2019","9","Rockland","Black Only Non-Hisp","341"
"2019","9","Rockland","Total","5721"
"2019","9","Rockland","White Only Non-Hisp","4051"
"2019","9","Rockland","Total Hispanic","1040"
"2019","9","Saratoga","Other Non-Hisp","142"
"2019","9","Saratoga","Total Hispanic","85"
"2019","9","Saratoga","White Only Non-Hisp","1783"
"2019","9","Saratoga","Total Non-Hispanic","1967"
"2019","9","Saratoga","Black Only Hispanic","1"
"2019","9","Saratoga","Black Only Non-Hisp","42"
"2019","9","Saratoga","White Only Hispanic","56"
"2019","9","Saratoga","Total","2052"
"2019","9","Schenectady","White Only Hispanic","19"
"2019","9","Schenectady","Total Non-Hispanic","1568"
"2019","9","Schenectady","Black Only Hispanic","9"
"2019","9","Schenectady","Total","1721"
"2019","9","Schenectady","Other Non-Hisp","312"
"2019","9","Schenectady","Black Only Non-Hisp","274"
"2019","9","Schenectady","White Only Non-Hisp","981"
"2019","9","Schenectady","Total Hispanic","153"
"2019","9","Schoharie","Black Only Hispanic","1"
"2019","9","Schoharie","Total Non-Hispanic","234"
"2019","9","Schoharie","White Only Non-Hisp","224"
"2019","9","Schoharie","Total","246"
"2019","9","Schoharie","Black Only Non-Hisp","2"
"2019","9","Schoharie","Other Non-Hisp","8"
"2019","9","Schoharie","White Only Hispanic","10"
"2019","9","Schoharie","Total Hispanic","12"
"2019","9","Schuyler","Total Non-Hispanic","165"
"2019","9","Schuyler","White Only Hispanic","1"
"2019","9","Schuyler","Other Non-Hisp","4"
"2019","9","Schuyler","Black Only Hispanic","0"
"2019","9","Schuyler","Total Hispanic","1"
"2019","9","Schuyler","Total","166"
"2019","9","Schuyler","White Only Non-Hisp","159"
"2019","9","Schuyler","Black Only Non-Hisp","2"
"2019","9","Seneca","Black Only Hispanic","1"
"2019","9","Seneca","White Only Hispanic","9"
"2019","9","Seneca","Total Non-Hispanic","346"
"2019","9","Seneca","Total","363"
"2019","9","Seneca","Other Non-Hisp","11"
"2019","9","Seneca","Black Only Non-Hisp","1"
"2019","9","Seneca","Total Hispanic","17"
"2019","9","Seneca","White Only Non-Hisp","332"
"2019","9","Steuben","White Only Hispanic","23"
"2019","9","Steuben","Black Only Non-Hisp","9"
"2019","9","Steuben","Other Non-Hisp","36"
"2019","9","Steuben","Black Only Hispanic","1"
"2019","9","Steuben","Total Non-Hispanic","1004"
"2019","9","Steuben","Total","1036"
"2019","9","Steuben","White Only Non-Hisp","959"
"2019","9","Steuben","Total Hispanic","32"
"2019","9","St Lawrence","Total Non-Hispanic","936"
"2019","9","St Lawrence","Black Only Hispanic","1"
"2019","9","St Lawrence","White Only Non-Hisp","893"
"2019","9","St Lawrence","Other Non-Hisp","38"
"2019","9","St Lawrence","Black Only Non-Hisp","4"
"2019","9","St Lawrence","Total","999"
"2019","9","St Lawrence","Total Hispanic","63"
"2019","9","St Lawrence","White Only Hispanic","26"
"2019","9","Suffolk","Black Only Hispanic","99"
"2019","9","Suffolk","Total Non-Hispanic","9971"
"2019","9","Suffolk","White Only Hispanic","2365"
"2019","9","Suffolk","White Only Non-Hisp","7731"
"2019","9","Suffolk","Total","15001"
"2019","9","Suffolk","Black Only Non-Hisp","1159"
"2019","9","Suffolk","Other Non-Hisp","1080"
"2019","9","Suffolk","Total Hispanic","5030"
"2019","9","Sullivan","Black Only Hispanic","8"
"2019","9","Sullivan","White Only Hispanic","35"
"2019","9","Sullivan","Total Non-Hispanic","691"
"2019","9","Sullivan","White Only Non-Hisp","593"
"2019","9","Sullivan","Total","877"
"2019","9","Sullivan","Black Only Non-Hisp","55"
"2019","9","Sullivan","Other Non-Hisp","42"
"2019","9","Sullivan","Total Hispanic","186"
"2019","9","Tioga","Black Only Hispanic","0"
"2019","9","Tioga","Other Non-Hisp","13"
"2019","9","Tioga","White Only Hispanic","7"
"2019","9","Tioga","Total Non-Hispanic","462"
"2019","9","Tioga","Total Hispanic","12"
"2019","9","Tioga","Black Only Non-Hisp","1"
"2019","9","Tioga","Total","474"
"2019","9","Tioga","White Only Non-Hisp","447"
"2019","9","Tompkins","Total","701"
"2019","9","Tompkins","Black Only Hispanic","7"
"2019","9","Tompkins","Black Only Non-Hisp","28"
"2019","9","Tompkins","Other Non-Hisp","95"
"2019","9","Tompkins","White Only Non-Hisp","526"
"2019","9","Tompkins","White Only Hispanic","29"
"2019","9","Tompkins","Total Hispanic","52"
"2019","9","Tompkins","Total Non-Hispanic","649"
"2019","9","Ulster","Black Only Hispanic","39"
"2019","9","Ulster","Total Non-Hispanic","1269"
"2019","9","Ulster","White Only Hispanic","108"
"2019","9","Ulster","Total","1520"
"2019","9","Ulster","Black Only Non-Hisp","88"
"2019","9","Ulster","Other Non-Hisp","70"
"2019","9","Ulster","White Only Non-Hisp","1110"
"2019","9","Ulster","Total Hispanic","251"
"2019","9","Warren","Black Only Non-Hisp","5"
"2019","9","Warren","White Only Hispanic","13"
"2019","9","Warren","Other Non-Hisp","20"
"2019","9","Warren","Total Non-Hispanic","516"
"2019","9","Warren","Total","533"
"2019","9","Warren","Total Hispanic","17"
"2019","9","Warren","Black Only Hispanic","1"
"2019","9","Warren","White Only Non-Hisp","491"
"2019","9","Washington","White Only Hispanic","10"
"2019","9","Washington","Black Only Hispanic","0"
"2019","9","Washington","Total Non-Hispanic","546"
"2019","9","Washington","Total","558"
"2019","9","Washington","White Only Non-Hisp","533"
"2019","9","Washington","Black Only Non-Hisp","5"
"2019","9","Washington","Total Hispanic","12"
"2019","9","Washington","Other Non-Hisp","8"
"2019","9","Wayne","Other Non-Hisp","18"
"2019","9","Wayne","White Only Hispanic","46"
"2019","9","Wayne","Total Non-Hispanic","820"
"2019","9","Wayne","White Only Non-Hisp","783"
"2019","9","Wayne","Black Only Hispanic","2"
"2019","9","Wayne","Black Only Non-Hisp","19"
"2019","9","Wayne","Total","887"
"2019","9","Wayne","Total Hispanic","67"
"2019","9","Westchester","White Only Hispanic","1207"
"2019","9","Westchester","Black Only Hispanic","147"
"2019","9","Westchester","Total Non-Hispanic","6334"
"2019","9","Westchester","Black Only Non-Hisp","1318"
"2019","9","Westchester","Other Non-Hisp","912"
"2019","9","Westchester","Total","9906"
"2019","9","Westchester","White Only Non-Hisp","4093"
"2019","9","Westchester","Total Hispanic","3572"
"2019","9","Wyoming","Other Non-Hisp","11"
"2019","9","Wyoming","White Only Hispanic","9"
"2019","9","Wyoming","Total Non-Hispanic","343"
"2019","9","Wyoming","Total","356"
"2019","9","Wyoming","White Only Non-Hisp","329"
"2019","9","Wyoming","Black Only Hispanic","0"
"2019","9","Wyoming","Black Only Non-Hisp","3"
"2019","9","Wyoming","Total Hispanic","13"
"2019","9","Yates","Black Only Non-Hisp","1"
"2019","9","Yates","Other Non-Hisp","4"
"2019","9","Yates","Black Only Hispanic","0"
"2019","9","Yates","White Only Hispanic","6"
"2019","9","Yates","Total Non-Hispanic","299"
"2019","9","Yates","Total","308"
"2019","9","Yates","Total Hispanic","9"
"2019","9","Yates","White Only Non-Hisp","293"
"2018","9","Albany","White Only Hispanic","119"
"2018","9","Albany","Black Only Hispanic","63"
"2018","9","Albany","Other Non-Hisp","458"
"2018","9","Albany","Total Hispanic","266"
"2018","9","Albany","Total","2957"
"2018","9","Albany","Total Non-Hispanic","2691"
"2018","9","Albany","White Only Non-Hisp","1729"
"2018","9","Albany","Black Only Non-Hisp","503"
"2018","9","Allegany","Other Non-Hisp","11"
"2018","9","Allegany","White Only Hispanic","29"
"2018","9","Allegany","Total Non-Hispanic","432"
"2018","9","Allegany","Total","469"
"2018","9","Allegany","Total Hispanic","37"
"2018","9","Allegany","White Only Non-Hisp","420"
"2018","9","Allegany","Black Only Non-Hisp","1"
"2018","9","Allegany","Black Only Hispanic","0"
"2018","9","Bronx","White Only Hispanic","4605"
"2018","9","Bronx","Black Only Non-Hisp","5647"
"2018","9","Bronx","Other Non-Hisp","1622"
"2018","9","Bronx","Black Only Hispanic","1382"
"2018","9","Bronx","Total Non-Hispanic","8464"
"2018","9","Bronx","White Only Non-Hisp","1157"
"2018","9","Bronx","Total","19778"
"2018","9","Bronx","Total Hispanic","11314"
"2018","9","Broome","White Only Hispanic","36"
"2018","9","Broome","Black Only Hispanic","16"
"2018","9","Broome","Total Non-Hispanic","1764"
"2018","9","Broome","Total Hispanic","111"
"2018","9","Broome","Total","1875"
"2018","9","Broome","Other Non-Hisp","165"
"2018","9","Broome","White Only Non-Hisp","1443"
"2018","9","Broome","Black Only Non-Hisp","156"
"2018","9","Cattaraugus","Black Only Hispanic","1"
"2018","9","Cattaraugus","White Only Hispanic","13"
"2018","9","Cattaraugus","Other Non-Hisp","57"
"2018","9","Cattaraugus","Total Non-Hispanic","751"
"2018","9","Cattaraugus","Total","867"
"2018","9","Cattaraugus","Black Only Non-Hisp","4"
"2018","9","Cattaraugus","White Only Non-Hisp","690"
"2018","9","Cattaraugus","Total Hispanic","116"
"2018","9","Cayuga","Other Non-Hisp","33"
"2018","9","Cayuga","White Only Hispanic","10"
"2018","9","Cayuga","Total Non-Hispanic","700"
"2018","9","Cayuga","Total","724"
"2018","9","Cayuga","White Only Non-Hisp","643"
"2018","9","Cayuga","Black Only Hispanic","1"
"2018","9","Cayuga","Black Only Non-Hisp","24"
"2018","9","Cayuga","Total Hispanic","24"
"2018","9","Chautauqua","White Only Hispanic","118"
"2018","9","Chautauqua","Black Only Hispanic","11"
"2018","9","Chautauqua","Total Non-Hispanic","1111"
"2018","9","Chautauqua","Total Hispanic","193"
"2018","9","Chautauqua","White Only Non-Hisp","1046"
"2018","9","Chautauqua","Total","1304"
"2018","9","Chautauqua","Black Only Non-Hisp","13"
"2018","9","Chautauqua","Other Non-Hisp","50"
"2018","9","Chemung","Other Non-Hisp","54"
"2018","9","Chemung","White Only Hispanic","19"
"2018","9","Chemung","Black Only Hispanic","7"
"2018","9","Chemung","Total Non-Hispanic","833"
"2018","9","Chemung","Black Only Non-Hisp","47"
"2018","9","Chemung","Total Hispanic","39"
"2018","9","Chemung","Total","872"
"2018","9","Chemung","White Only Non-Hisp","732"
"2018","9","Chenango","Total Non-Hispanic","455"
"2018","9","Chenango","Other Non-Hisp","9"
