"report_date","age_group","fatality_count","percent"
"2022-06-30T00:00:00.000","50 to 59","4853","8.6"
"2022-06-30T00:00:00.000","20 to 29","238","0.4"
"2022-06-30T00:00:00.000","90 and Over","9006","15.9"
"2022-06-30T00:00:00.000","80 to 89","15091","26.6"
"2022-06-30T00:00:00.000","Unknown","9","0"
"2022-06-30T00:00:00.000","Statewide Total","56570","100"
"2022-06-30T00:00:00.000","30 to 39","725","1.3"
"2022-06-30T00:00:00.000","10 to 19","32","0.1"
"2022-06-30T00:00:00.000","40 to 49","1752","3.1"
"2022-06-30T00:00:00.000","60 to 69","10221","18.1"
"2022-06-30T00:00:00.000","70 to 79","14611","25.8"
"2022-06-29T00:00:00.000","30 to 39","725","1.3"
"2022-06-29T00:00:00.000","20 to 29","238","0.4"
"2022-06-29T00:00:00.000","70 to 79","14611","25.8"
"2022-06-29T00:00:00.000","90 and Over","9004","15.9"
"2022-06-29T00:00:00.000","80 to 89","15089","26.6"
"2022-06-29T00:00:00.000","40 to 49","1752","3.1"
"2022-06-29T00:00:00.000","50 to 59","4851","8.6"
"2022-06-29T00:00:00.000","10 to 19","32","0.1"
"2022-06-29T00:00:00.000","60 to 69","10217","18.1"
"2022-06-29T00:00:00.000","Unknown","9","0"
"2022-06-29T00:00:00.000","Statewide Total","56560","100"
"2022-06-29T00:00:00.000","0 to 9","32","0.1"
"2022-06-28T00:00:00.000","90 and Over","9002","15.9"
"2022-06-28T00:00:00.000","Unknown","9","0"
"2022-06-28T00:00:00.000","Statewide Total","56544","100"
"2022-06-28T00:00:00.000","50 to 59","4850","8.6"
"2022-06-28T00:00:00.000","60 to 69","10213","18.1"
"2022-06-28T00:00:00.000","40 to 49","1752","3.1"
"2022-06-28T00:00:00.000","20 to 29","238","0.4"
"2022-06-28T00:00:00.000","10 to 19","32","0.1"
"2022-06-28T00:00:00.000","0 to 9","31","0.1"
"2022-06-28T00:00:00.000","70 to 79","14609","25.8"
"2022-06-28T00:00:00.000","80 to 89","15083","26.6"
"2022-06-28T00:00:00.000","30 to 39","725","1.3"
"2022-06-27T00:00:00.000","20 to 29","238","0.4"
"2022-06-27T00:00:00.000","70 to 79","14605","25.8"
"2022-06-27T00:00:00.000","80 to 89","15082","26.6"
"2022-06-27T00:00:00.000","50 to 59","4850","8.6"
"2022-06-27T00:00:00.000","30 to 39","725","1.3"
"2022-06-27T00:00:00.000","90 and Over","9000","15.9"
"2022-06-27T00:00:00.000","40 to 49","1752","3.1"
"2022-06-27T00:00:00.000","0 to 9","31","0.1"
"2022-06-27T00:00:00.000","10 to 19","32","0.1"
"2022-06-27T00:00:00.000","Unknown","9","0"
"2022-06-27T00:00:00.000","Statewide Total","56532","100"
"2022-06-27T00:00:00.000","60 to 69","10208","18.1"
"2022-06-24T00:00:00.000","0 to 9","31","0.1"
"2022-06-24T00:00:00.000","70 to 79","14597","25.8"
"2022-06-24T00:00:00.000","80 to 89","15073","26.6"
"2022-06-24T00:00:00.000","90 and Over","8995","15.9"
"2022-06-24T00:00:00.000","Unknown","9","0"
"2022-06-24T00:00:00.000","10 to 19","32","0.1"
"2022-06-24T00:00:00.000","40 to 49","1749","3.1"
"2022-06-24T00:00:00.000","Statewide Total","56495","100"
"2022-06-24T00:00:00.000","20 to 29","238","0.4"
"2022-06-24T00:00:00.000","30 to 39","724","1.3"
"2022-06-24T00:00:00.000","60 to 69","10200","18.1"
"2022-06-24T00:00:00.000","50 to 59","4847","8.6"
"2022-06-23T00:00:00.000","80 to 89","15068","26.6"
"2022-06-23T00:00:00.000","90 and Over","8993","15.9"
"2022-06-23T00:00:00.000","50 to 59","4846","8.6"
"2022-06-23T00:00:00.000","60 to 69","10197","18.1"
"2022-06-23T00:00:00.000","70 to 79","14595","25.8"
"2022-06-23T00:00:00.000","Unknown","9","0"
"2022-06-23T00:00:00.000","Statewide Total","56482","100"
"2022-06-23T00:00:00.000","40 to 49","1749","3.1"
"2022-06-23T00:00:00.000","10 to 19","32","0.1"
"2022-06-23T00:00:00.000","20 to 29","238","0.4"
"2022-06-23T00:00:00.000","30 to 39","724","1.3"
"2022-06-23T00:00:00.000","0 to 9","31","0.1"
"2022-06-22T00:00:00.000","70 to 79","14590","25.8"
"2022-06-22T00:00:00.000","80 to 89","15063","26.6"
"2022-06-22T00:00:00.000","40 to 49","1749","3.1"
"2022-06-22T00:00:00.000","30 to 39","724","1.3"
"2022-06-22T00:00:00.000","20 to 29","238","0.4"
"2022-06-22T00:00:00.000","90 and Over","8990","15.9"
"2022-06-22T00:00:00.000","Unknown","9","0"
"2022-06-22T00:00:00.000","Statewide Total","56464","100"
"2022-06-22T00:00:00.000","0 to 9","31","0.1"
"2022-06-22T00:00:00.000","60 to 69","10193","18.1"
"2022-06-22T00:00:00.000","50 to 59","4845","8.6"
"2022-06-22T00:00:00.000","10 to 19","32","0.1"
"2022-06-21T00:00:00.000","Statewide Total","56442","100"
"2022-06-21T00:00:00.000","80 to 89","15058","26.6"
"2022-06-21T00:00:00.000","0 to 9","31","0.1"
"2022-06-21T00:00:00.000","90 and Over","8985","15.9"
"2022-06-21T00:00:00.000","70 to 79","14584","25.8"
"2022-06-21T00:00:00.000","Unknown","9","0"
"2022-06-21T00:00:00.000","50 to 59","4844","8.6"
"2022-06-21T00:00:00.000","40 to 49","1749","3.1"
"2022-06-21T00:00:00.000","10 to 19","32","0.1"
"2022-06-21T00:00:00.000","20 to 29","237","0.4"
"2022-06-21T00:00:00.000","60 to 69","10190","18.1"
"2022-06-21T00:00:00.000","30 to 39","723","1.3"
"2022-06-17T00:00:00.000","60 to 69","10185","18.1"
"2022-06-17T00:00:00.000","70 to 79","14573","25.8"
"2022-06-17T00:00:00.000","80 to 89","15040","26.6"
"2022-06-17T00:00:00.000","50 to 59","4844","8.6"
"2022-06-17T00:00:00.000","40 to 49","1749","3.1"
"2022-06-17T00:00:00.000","Unknown","9","0"
"2022-06-17T00:00:00.000","Statewide Total","56397","100"
"2022-06-17T00:00:00.000","90 and Over","8976","15.9"
"2022-06-17T00:00:00.000","0 to 9","31","0.1"
"2022-06-17T00:00:00.000","30 to 39","723","1.3"
"2022-06-17T00:00:00.000","10 to 19","32","0.1"
"2022-06-17T00:00:00.000","20 to 29","235","0.4"
"2022-06-16T00:00:00.000","80 to 89","15036","26.6"
"2022-06-16T00:00:00.000","90 and Over","8968","15.9"
"2022-06-16T00:00:00.000","50 to 59","4844","8.6"
"2022-06-16T00:00:00.000","60 to 69","10182","18.1"
"2022-06-16T00:00:00.000","20 to 29","234","0.4"
"2022-06-16T00:00:00.000","70 to 79","14567","25.8"
"2022-06-16T00:00:00.000","Unknown","9","0"
"2022-06-16T00:00:00.000","0 to 9","31","0.1"
"2022-06-16T00:00:00.000","10 to 19","32","0.1"
"2022-06-16T00:00:00.000","Statewide Total","56375","100"
"2022-06-16T00:00:00.000","40 to 49","1749","3.1"
"2022-06-16T00:00:00.000","30 to 39","723","1.3"
"2022-06-15T00:00:00.000","0 to 9","31","0.1"
"2022-06-15T00:00:00.000","10 to 19","32","0.1"
"2022-06-15T00:00:00.000","20 to 29","234","0.4"
"2022-06-15T00:00:00.000","70 to 79","14565","25.8"
"2022-06-15T00:00:00.000","40 to 49","1749","3.1"
"2022-06-15T00:00:00.000","90 and Over","8964","15.9"
"2022-06-15T00:00:00.000","30 to 39","723","1.3"
"2022-06-15T00:00:00.000","80 to 89","15035","26.6"
"2022-06-15T00:00:00.000","Statewide Total","56360","100"
"2022-06-15T00:00:00.000","Unknown","9","0"
"2022-06-15T00:00:00.000","60 to 69","10176","18.1"
"2022-06-15T00:00:00.000","50 to 59","4842","8.6"
"2022-06-14T00:00:00.000","10 to 19","32","0.1"
"2022-06-14T00:00:00.000","20 to 29","234","0.4"
"2022-06-14T00:00:00.000","Unknown","9","0"
"2022-06-14T00:00:00.000","90 and Over","8961","15.9"
"2022-06-14T00:00:00.000","Statewide Total","56352","100"
"2022-06-14T00:00:00.000","30 to 39","723","1.3"
"2022-06-14T00:00:00.000","40 to 49","1749","3.1"
"2022-06-14T00:00:00.000","50 to 59","4842","8.6"
"2022-06-14T00:00:00.000","60 to 69","10173","18.1"
"2022-06-14T00:00:00.000","70 to 79","14564","25.8"
"2022-06-14T00:00:00.000","80 to 89","15034","26.6"
"2022-06-14T00:00:00.000","0 to 9","31","0.1"
"2022-06-13T00:00:00.000","0 to 9","31","0.1"
"2022-06-13T00:00:00.000","10 to 19","32","0.1"
"2022-06-13T00:00:00.000","20 to 29","234","0.4"
"2022-06-13T00:00:00.000","Unknown","9","0"
"2022-06-13T00:00:00.000","Statewide Total","56345","100"
"2022-06-13T00:00:00.000","60 to 69","10173","18.1"
"2022-06-13T00:00:00.000","50 to 59","4841","8.6"
"2022-06-13T00:00:00.000","90 and Over","8959","15.9"
"2022-06-13T00:00:00.000","30 to 39","723","1.3"
"2022-06-13T00:00:00.000","70 to 79","14561","25.8"
"2022-06-13T00:00:00.000","40 to 49","1749","3.1"
"2022-06-13T00:00:00.000","80 to 89","15033","26.6"
"2022-06-10T00:00:00.000","0 to 9","31","0.1"
"2022-06-10T00:00:00.000","10 to 19","32","0.1"
"2022-06-10T00:00:00.000","20 to 29","234","0.4"
"2022-06-10T00:00:00.000","Unknown","9","0"
"2022-06-10T00:00:00.000","Statewide Total","56306","100"
"2022-06-10T00:00:00.000","70 to 79","14546","25.8"
"2022-06-10T00:00:00.000","90 and Over","8952","15.9"
"2022-06-10T00:00:00.000","50 to 59","4841","8.6"
"2022-06-10T00:00:00.000","40 to 49","1748","3.1"
"2022-06-10T00:00:00.000","80 to 89","15026","26.6"
"2022-06-10T00:00:00.000","60 to 69","10164","18.1"
"2022-06-10T00:00:00.000","30 to 39","723","1.3"
"2022-06-09T00:00:00.000","0 to 9","31","0.1"
"2022-06-09T00:00:00.000","10 to 19","32","0.1"
"2022-06-09T00:00:00.000","20 to 29","234","0.4"
"2022-06-09T00:00:00.000","30 to 39","723","1.3"
"2022-06-09T00:00:00.000","40 to 49","1748","3.1"
"2022-06-09T00:00:00.000","60 to 69","10160","18.1"
"2022-06-09T00:00:00.000","50 to 59","4841","8.6"
"2022-06-09T00:00:00.000","Unknown","9","0"
"2022-06-09T00:00:00.000","70 to 79","14542","25.8"
"2022-06-09T00:00:00.000","Statewide Total","56289","100"
"2022-06-09T00:00:00.000","80 to 89","15021","26.6"
"2022-06-09T00:00:00.000","90 and Over","8948","15.9"
"2022-06-08T00:00:00.000","0 to 9","31","0.1"
"2022-06-08T00:00:00.000","10 to 19","32","0.1"
"2022-06-08T00:00:00.000","20 to 29","234","0.4"
"2022-06-08T00:00:00.000","Statewide Total","56272","100"
"2022-06-08T00:00:00.000","60 to 69","10159","18.1"
"2022-06-08T00:00:00.000","40 to 49","1748","3.1"
"2022-06-08T00:00:00.000","Unknown","9","0"
"2022-06-08T00:00:00.000","50 to 59","4840","8.6"
"2022-06-08T00:00:00.000","70 to 79","14533","25.8"
"2022-06-08T00:00:00.000","30 to 39","722","1.3"
"2022-06-08T00:00:00.000","80 to 89","15018","26.6"
"2022-06-08T00:00:00.000","90 and Over","8946","15.9"
"2022-06-07T00:00:00.000","0 to 9","31","0.1"
"2022-06-07T00:00:00.000","10 to 19","32","0.1"
"2022-06-07T00:00:00.000","20 to 29","234","0.4"
"2022-06-07T00:00:00.000","Statewide Total","56255","100"
"2022-06-07T00:00:00.000","40 to 49","1747","3.1"
"2022-06-07T00:00:00.000","50 to 59","4839","8.6"
"2022-06-07T00:00:00.000","80 to 89","15015","26.6"
"2022-06-07T00:00:00.000","60 to 69","10157","18.1"
"2022-06-07T00:00:00.000","70 to 79","14527","25.8"
"2022-06-07T00:00:00.000","30 to 39","721","1.3"
"2022-06-07T00:00:00.000","90 and Over","8943","15.9"
"2022-06-07T00:00:00.000","Unknown","9","0"
"2022-06-06T00:00:00.000","0 to 9","31","0.1"
"2022-06-06T00:00:00.000","10 to 19","32","0.1"
"2022-06-06T00:00:00.000","20 to 29","234","0.4"
"2022-06-06T00:00:00.000","30 to 39","721","1.3"
"2022-06-06T00:00:00.000","40 to 49","1747","3.1"
"2022-06-06T00:00:00.000","50 to 59","4834","8.6"
"2022-06-06T00:00:00.000","60 to 69","10155","18.1"
"2022-06-06T00:00:00.000","80 to 89","15010","26.6"
"2022-06-06T00:00:00.000","70 to 79","14526","25.8"
"2022-06-06T00:00:00.000","90 and Over","8932","15.9"
"2022-06-06T00:00:00.000","Unknown","9","0"
"2022-06-06T00:00:00.000","Statewide Total","56231","100"
"2022-06-05T00:00:00.000","0 to 9","31","0.1"
"2022-06-05T00:00:00.000","10 to 19","32","0.1"
"2022-06-05T00:00:00.000","20 to 29","234","0.4"
"2022-06-05T00:00:00.000","Statewide Total","56211","100"
"2022-06-05T00:00:00.000","Unknown","9","0"
"2022-06-05T00:00:00.000","90 and Over","8928","15.9"
"2022-06-05T00:00:00.000","80 to 89","15005","26.6"
"2022-06-05T00:00:00.000","30 to 39","721","1.3"
"2022-06-05T00:00:00.000","40 to 49","1747","3.1"
"2022-06-05T00:00:00.000","50 to 59","4833","8.6"
"2022-06-05T00:00:00.000","60 to 69","10152","18.1"
"2022-06-05T00:00:00.000","70 to 79","14519","25.8"
"2022-06-04T00:00:00.000","70 to 79","14515","25.8"
"2022-06-04T00:00:00.000","80 to 89","15004","26.6"
"2022-06-04T00:00:00.000","90 and Over","8924","15.9"
"2022-06-04T00:00:00.000","60 to 69","10150","18.1"
"2022-06-04T00:00:00.000","30 to 39","721","1.3"
"2022-06-04T00:00:00.000","40 to 49","1747","3.1"
"2022-06-04T00:00:00.000","Unknown","9","0"
"2022-06-04T00:00:00.000","50 to 59","4833","8.6"
"2022-06-04T00:00:00.000","0 to 9","31","0.1"
"2022-06-04T00:00:00.000","10 to 19","32","0.1"
"2022-06-04T00:00:00.000","Statewide Total","56200","100"
"2022-06-04T00:00:00.000","20 to 29","234","0.4"
"2022-06-03T00:00:00.000","80 to 89","14999","26.6"
"2022-06-03T00:00:00.000","90 and Over","8922","15.9"
"2022-06-03T00:00:00.000","Unknown","9","0"
"2022-06-03T00:00:00.000","Statewide Total","56184","100"
"2022-06-03T00:00:00.000","30 to 39","721","1.3"
"2022-06-03T00:00:00.000","40 to 49","1747","3.1"
"2022-06-03T00:00:00.000","50 to 59","4830","8.6"
"2022-06-03T00:00:00.000","20 to 29","234","0.4"
"2022-06-03T00:00:00.000","60 to 69","10147","18.1"
"2022-06-03T00:00:00.000","10 to 19","32","0.1"
"2022-06-03T00:00:00.000","70 to 79","14512","25.8"
"2022-06-03T00:00:00.000","0 to 9","31","0.1"
"2022-06-02T00:00:00.000","80 to 89","14990","26.6"
"2022-06-02T00:00:00.000","90 and Over","8912","15.9"
"2022-06-02T00:00:00.000","Unknown","9","0"
"2022-06-02T00:00:00.000","Statewide Total","56151","100"
"2022-06-02T00:00:00.000","30 to 39","720","1.3"
"2022-06-02T00:00:00.000","40 to 49","1745","3.1"
"2022-06-02T00:00:00.000","50 to 59","4829","8.6"
"2022-06-02T00:00:00.000","0 to 9","31","0.1"
"2022-06-02T00:00:00.000","60 to 69","10145","18.1"
"2022-06-02T00:00:00.000","70 to 79","14504","25.8"
"2022-06-02T00:00:00.000","20 to 29","234","0.4"
"2022-06-02T00:00:00.000","10 to 19","32","0.1"
"2022-06-01T00:00:00.000","80 to 89","14985","26.6"
"2022-06-01T00:00:00.000","90 and Over","8905","15.9"
"2022-06-01T00:00:00.000","60 to 69","10143","18.1"
"2022-06-01T00:00:00.000","Unknown","9","0"
"2022-06-01T00:00:00.000","70 to 79","14500","25.8"
"2022-06-01T00:00:00.000","20 to 29","233","0.4"
"2022-06-01T00:00:00.000","30 to 39","719","1.3"
"2022-06-01T00:00:00.000","40 to 49","1743","3.1"
"2022-06-01T00:00:00.000","Statewide Total","56128","100"
"2022-06-01T00:00:00.000","50 to 59","4828","8.6"
"2022-06-01T00:00:00.000","10 to 19","32","0.1"
"2022-06-01T00:00:00.000","0 to 9","31","0.1"
"2022-05-31T00:00:00.000","70 to 79","14493","25.8"
"2022-05-31T00:00:00.000","80 to 89","14981","26.6"
"2022-05-31T00:00:00.000","Statewide Total","56106","100"
"2022-05-31T00:00:00.000","90 and Over","8898","15.9"
"2022-05-31T00:00:00.000","Unknown","9","0"
"2022-05-31T00:00:00.000","60 to 69","10141","18.1"
"2022-05-31T00:00:00.000","20 to 29","232","0.4"
"2022-05-31T00:00:00.000","10 to 19","32","0.1"
"2022-05-31T00:00:00.000","30 to 39","719","1.3"
"2022-05-31T00:00:00.000","40 to 49","1743","3.1"
"2022-05-31T00:00:00.000","50 to 59","4827","8.6"
"2022-05-31T00:00:00.000","0 to 9","31","0.1"
"2022-05-27T00:00:00.000","70 to 79","14481","25.8"
"2022-05-27T00:00:00.000","80 to 89","14965","26.6"
"2022-05-27T00:00:00.000","60 to 69","10134","18.1"
"2022-05-27T00:00:00.000","90 and Over","8882","15.9"
"2022-05-27T00:00:00.000","40 to 49","1743","3.1"
"2022-05-27T00:00:00.000","Unknown","9","0"
"2022-05-27T00:00:00.000","50 to 59","4825","8.6"
"2022-05-27T00:00:00.000","Statewide Total","56053","100"
"2022-05-27T00:00:00.000","0 to 9","31","0.1"
"2022-05-27T00:00:00.000","30 to 39","719","1.3"
"2022-05-27T00:00:00.000","20 to 29","232","0.4"
"2022-05-27T00:00:00.000","10 to 19","32","0.1"
"2022-05-26T00:00:00.000","Unknown","9","0"
"2022-05-26T00:00:00.000","60 to 69","10133","18.1"
"2022-05-26T00:00:00.000","70 to 79","14476","25.8"
"2022-05-26T00:00:00.000","50 to 59","4823","8.6"
"2022-05-26T00:00:00.000","80 to 89","14953","26.7"
"2022-05-26T00:00:00.000","40 to 49","1742","3.1"
"2022-05-26T00:00:00.000","90 and Over","8877","15.8"
"2022-05-26T00:00:00.000","Statewide Total","56027","100"
"2022-05-26T00:00:00.000","0 to 9","31","0.1"
"2022-05-26T00:00:00.000","10 to 19","32","0.1"
"2022-05-26T00:00:00.000","20 to 29","232","0.4"
"2022-05-26T00:00:00.000","30 to 39","719","1.3"
"2022-05-25T00:00:00.000","90 and Over","8874","15.9"
"2022-05-25T00:00:00.000","Unknown","9","0"
"2022-05-25T00:00:00.000","Statewide Total","56004","100"
"2022-05-25T00:00:00.000","20 to 29","232","0.4"
"2022-05-25T00:00:00.000","10 to 19","32","0.1"
"2022-05-25T00:00:00.000","30 to 39","719","1.3"
"2022-05-25T00:00:00.000","40 to 49","1741","3.1"
"2022-05-25T00:00:00.000","70 to 79","14468","25.8"
"2022-05-25T00:00:00.000","0 to 9","31","0.1"
"2022-05-25T00:00:00.000","50 to 59","4822","8.6"
"2022-05-25T00:00:00.000","80 to 89","14948","26.6"
"2022-05-25T00:00:00.000","60 to 69","10128","18.1"
"2022-05-24T00:00:00.000","70 to 79","14462","25.8"
"2022-05-24T00:00:00.000","80 to 89","14941","26.7"
"2022-05-24T00:00:00.000","90 and Over","8871","15.8"
"2022-05-24T00:00:00.000","Unknown","9","0"
"2022-05-24T00:00:00.000","Statewide Total","55988","100"
"2022-05-24T00:00:00.000","40 to 49","1741","3.1"
"2022-05-24T00:00:00.000","0 to 9","31","0.1"
"2022-05-24T00:00:00.000","50 to 59","4822","8.6"
"2022-05-24T00:00:00.000","10 to 19","32","0.1"
"2022-05-24T00:00:00.000","60 to 69","10128","18.1"
"2022-05-24T00:00:00.000","30 to 39","719","1.3"
"2022-05-24T00:00:00.000","20 to 29","232","0.4"
"2022-05-23T00:00:00.000","0 to 9","31","0.1"
"2022-05-23T00:00:00.000","90 and Over","8871","15.9"
"2022-05-23T00:00:00.000","Unknown","9","0"
"2022-05-23T00:00:00.000","Statewide Total","55970","100"
"2022-05-23T00:00:00.000","60 to 69","10126","18.1"
"2022-05-23T00:00:00.000","10 to 19","32","0.1"
"2022-05-23T00:00:00.000","70 to 79","14457","25.8"
"2022-05-23T00:00:00.000","80 to 89","14931","26.6"
"2022-05-23T00:00:00.000","20 to 29","232","0.4"
"2022-05-23T00:00:00.000","30 to 39","719","1.3"
"2022-05-23T00:00:00.000","40 to 49","1741","3.1"
"2022-05-23T00:00:00.000","50 to 59","4821","8.6"
"2022-05-22T00:00:00.000","80 to 89","14924","26.7"
"2022-05-22T00:00:00.000","90 and Over","8862","15.8"
"2022-05-22T00:00:00.000","Unknown","9","0"
"2022-05-22T00:00:00.000","Statewide Total","55944","100"
"2022-05-22T00:00:00.000","70 to 79","14450","25.8"
"2022-05-22T00:00:00.000","0 to 9","31","0.1"
"2022-05-22T00:00:00.000","60 to 69","10123","18.1"
"2022-05-22T00:00:00.000","50 to 59","4821","8.6"
"2022-05-22T00:00:00.000","10 to 19","32","0.1"
"2022-05-22T00:00:00.000","40 to 49","1741","3.1"
"2022-05-22T00:00:00.000","30 to 39","719","1.3"
"2022-05-22T00:00:00.000","20 to 29","232","0.4"
"2022-05-21T00:00:00.000","80 to 89","14911","26.7"
"2022-05-21T00:00:00.000","90 and Over","8856","15.8"
"2022-05-21T00:00:00.000","60 to 69","10122","18.1"
"2022-05-21T00:00:00.000","Unknown","9","0"
"2022-05-21T00:00:00.000","70 to 79","14445","25.8"
"2022-05-21T00:00:00.000","20 to 29","232","0.4"
"2022-05-21T00:00:00.000","30 to 39","719","1.3"
"2022-05-21T00:00:00.000","10 to 19","32","0.1"
"2022-05-21T00:00:00.000","40 to 49","1739","3.1"
"2022-05-21T00:00:00.000","0 to 9","31","0.1"
"2022-05-21T00:00:00.000","Statewide Total","55917","100"
"2022-05-21T00:00:00.000","50 to 59","4821","8.6"
"2022-05-20T00:00:00.000","0 to 9","31","0.1"
"2022-05-20T00:00:00.000","10 to 19","31","0.1"
"2022-05-20T00:00:00.000","20 to 29","232","0.4"
"2022-05-20T00:00:00.000","70 to 79","14442","25.8"
"2022-05-20T00:00:00.000","80 to 89","14904","26.7"
"2022-05-20T00:00:00.000","90 and Over","8852","15.8"
"2022-05-20T00:00:00.000","60 to 69","10121","18.1"
"2022-05-20T00:00:00.000","50 to 59","4821","8.6"
"2022-05-20T00:00:00.000","Unknown","9","0"
"2022-05-20T00:00:00.000","Statewide Total","55901","100"
"2022-05-20T00:00:00.000","30 to 39","719","1.3"
"2022-05-20T00:00:00.000","40 to 49","1739","3.1"
"2022-05-19T00:00:00.000","0 to 9","31","0.1"
"2022-05-19T00:00:00.000","10 to 19","31","0.1"
"2022-05-19T00:00:00.000","20 to 29","232","0.4"
"2022-05-19T00:00:00.000","40 to 49","1739","3.1"
"2022-05-19T00:00:00.000","50 to 59","4819","8.6"
"2022-05-19T00:00:00.000","30 to 39","719","1.3"
"2022-05-19T00:00:00.000","60 to 69","10114","18.1"
"2022-05-19T00:00:00.000","70 to 79","14438","25.8"
"2022-05-19T00:00:00.000","80 to 89","14894","26.7"
"2022-05-19T00:00:00.000","90 and Over","8851","15.8"
"2022-05-19T00:00:00.000","Unknown","9","0"
"2022-05-19T00:00:00.000","Statewide Total","55877","100"
"2022-05-18T00:00:00.000","0 to 9","31","0.1"
"2022-05-18T00:00:00.000","10 to 19","31","0.1"
"2022-05-18T00:00:00.000","20 to 29","231","0.4"
"2022-05-18T00:00:00.000","Unknown","9","0"
"2022-05-18T00:00:00.000","70 to 79","14428","25.8"
"2022-05-18T00:00:00.000","Statewide Total","55854","100"
"2022-05-18T00:00:00.000","30 to 39","718","1.3"
"2022-05-18T00:00:00.000","40 to 49","1739","3.1"
"2022-05-18T00:00:00.000","50 to 59","4819","8.6"
"2022-05-18T00:00:00.000","80 to 89","14888","26.7"
"2022-05-18T00:00:00.000","60 to 69","10110","18.1"
"2022-05-18T00:00:00.000","90 and Over","8850","15.8"
"2022-05-17T00:00:00.000","0 to 9","31","0.1"
"2022-05-17T00:00:00.000","10 to 19","31","0.1"
"2022-05-17T00:00:00.000","20 to 29","231","0.4"
"2022-05-17T00:00:00.000","90 and Over","8849","15.9"
"2022-05-17T00:00:00.000","Unknown","9","0"
"2022-05-17T00:00:00.000","Statewide Total","55835","100"
"2022-05-17T00:00:00.000","30 to 39","718","1.3"
"2022-05-17T00:00:00.000","40 to 49","1739","3.1"
"2022-05-17T00:00:00.000","60 to 69","10106","18.1"
"2022-05-17T00:00:00.000","50 to 59","4818","8.6"
"2022-05-17T00:00:00.000","70 to 79","14423","25.8"
"2022-05-17T00:00:00.000","80 to 89","14880","26.6"
"2022-05-16T00:00:00.000","0 to 9","31","0.1"
"2022-05-16T00:00:00.000","10 to 19","31","0.1"
"2022-05-16T00:00:00.000","20 to 29","231","0.4"
"2022-05-16T00:00:00.000","40 to 49","1739","3.1"
"2022-05-16T00:00:00.000","50 to 59","4818","8.6"
"2022-05-16T00:00:00.000","60 to 69","10104","18.1"
"2022-05-16T00:00:00.000","30 to 39","718","1.3"
"2022-05-16T00:00:00.000","70 to 79","14420","25.8"
"2022-05-16T00:00:00.000","80 to 89","14868","26.6"
"2022-05-16T00:00:00.000","90 and Over","8847","15.9"
"2022-05-16T00:00:00.000","Statewide Total","55816","100"
"2022-05-16T00:00:00.000","Unknown","9","0"
"2022-05-15T00:00:00.000","0 to 9","31","0.1"
"2022-05-15T00:00:00.000","10 to 19","31","0.1"
"2022-05-15T00:00:00.000","20 to 29","231","0.4"
"2022-05-15T00:00:00.000","50 to 59","4816","8.6"
"2022-05-15T00:00:00.000","70 to 79","14414","25.8"
"2022-05-15T00:00:00.000","60 to 69","10102","18.1"
"2022-05-15T00:00:00.000","30 to 39","717","1.3"
"2022-05-15T00:00:00.000","40 to 49","1739","3.1"
"2022-05-15T00:00:00.000","80 to 89","14860","26.6"
"2022-05-15T00:00:00.000","90 and Over","8842","15.9"
"2022-05-15T00:00:00.000","Statewide Total","55792","100"
"2022-05-15T00:00:00.000","Unknown","9","0"
"2022-05-14T00:00:00.000","0 to 9","31","0.1"
"2022-05-14T00:00:00.000","10 to 19","31","0.1"
"2022-05-14T00:00:00.000","20 to 29","231","0.4"
"2022-05-14T00:00:00.000","50 to 59","4814","8.6"
"2022-05-14T00:00:00.000","60 to 69","10100","18.1"
"2022-05-14T00:00:00.000","70 to 79","14406","25.8"
"2022-05-14T00:00:00.000","80 to 89","14850","26.7"
"2022-05-14T00:00:00.000","30 to 39","717","1.3"
"2022-05-14T00:00:00.000","40 to 49","1738","3.1"
"2022-05-14T00:00:00.000","90 and Over","8835","15.8"
"2022-05-14T00:00:00.000","Unknown","9","0"
"2022-05-14T00:00:00.000","Statewide Total","55762","100"
"2022-05-13T00:00:00.000","0 to 9","31","0.1"
"2022-05-13T00:00:00.000","10 to 19","31","0.1"
"2022-05-13T00:00:00.000","20 to 29","231","0.4"
"2022-05-13T00:00:00.000","40 to 49","1737","3.1"
"2022-05-13T00:00:00.000","50 to 59","4813","8.6"
"2022-05-13T00:00:00.000","60 to 69","10097","18.1"
"2022-05-13T00:00:00.000","70 to 79","14400","25.8"
"2022-05-13T00:00:00.000","80 to 89","14844","26.7"
"2022-05-13T00:00:00.000","90 and Over","8832","15.8"
"2022-05-13T00:00:00.000","Statewide Total","55742","100"
"2022-05-13T00:00:00.000","Unknown","9","0"
"2022-05-13T00:00:00.000","30 to 39","717","1.3"
"2022-05-12T00:00:00.000","0 to 9","31","0.1"
"2022-05-12T00:00:00.000","10 to 19","31","0.1"
"2022-05-12T00:00:00.000","20 to 29","231","0.4"
"2022-05-12T00:00:00.000","50 to 59","4812","8.6"
"2022-05-12T00:00:00.000","40 to 49","1736","3.1"
"2022-05-12T00:00:00.000","60 to 69","10090","18.1"
"2022-05-12T00:00:00.000","30 to 39","717","1.3"
"2022-05-12T00:00:00.000","Unknown","9","0"
"2022-05-12T00:00:00.000","70 to 79","14394","25.8"
"2022-05-12T00:00:00.000","Statewide Total","55715","100"
"2022-05-12T00:00:00.000","80 to 89","14840","26.7"
