"year","county_name","region","age_group","deaths"
"2019","Albany","ROS","25-34","50"
"2019","Albany","ROS","1-9","5"
"2019","Albany","ROS","75-84","612"
"2019","Albany","ROS","Unknown","1"
"2019","Albany","ROS","<1","25"
"2019","Albany","ROS","10-19","7"
"2019","Albany","ROS","Total","2748"
"2019","Albany","ROS","55-64","323"
"2019","Albany","ROS","65-74","484"
"2019","Albany","ROS","20-24","18"
"2019","Albany","ROS","35-44","64"
"2019","Albany","ROS","85+","1032"
"2019","Albany","ROS","45-54","127"
"2019","Allegany","ROS","75-84","128"
"2019","Allegany","ROS","10-19","3"
"2019","Allegany","ROS","Total","482"
"2019","Allegany","ROS","35-44","5"
"2019","Allegany","ROS","65-74","83"
"2019","Allegany","ROS","25-34","8"
"2019","Allegany","ROS","85+","164"
"2019","Allegany","ROS","55-64","66"
"2019","Allegany","ROS","45-54","21"
"2019","Allegany","ROS","20-24","3"
"2019","Allegany","ROS","<1","1"
"2019","Bronx","NYC","10-19","39"
"2019","Bronx","NYC","<1","103"
"2019","Bronx","NYC","55-64","1649"
"2019","Bronx","NYC","1-9","26"
"2019","Bronx","NYC","Unknown","1"
"2019","Bronx","NYC","35-44","362"
"2019","Bronx","NYC","45-54","791"
"2019","Bronx","NYC","75-84","2147"
"2019","Bronx","NYC","85+","2486"
"2019","Bronx","NYC","25-34","244"
"2019","Bronx","NYC","Total","9806"
"2019","Bronx","NYC","20-24","63"
"2019","Bronx","NYC","65-74","1895"
"2019","Broome","ROS","75-84","533"
"2019","Broome","ROS","35-44","39"
"2019","Broome","ROS","65-74","355"
"2019","Broome","ROS","55-64","254"
"2019","Broome","ROS","10-19","11"
"2019","Broome","ROS","20-24","7"
"2019","Broome","ROS","85+","807"
"2019","Broome","ROS","1-9","3"
"2019","Broome","ROS","45-54","104"
"2019","Broome","ROS","Total","2159"
"2019","Broome","ROS","<1","12"
"2019","Broome","ROS","25-34","34"
"2019","Cattaraugus","ROS","65-74","179"
"2019","Cattaraugus","ROS","10-19","3"
"2019","Cattaraugus","ROS","Total","849"
"2019","Cattaraugus","ROS","1-9","4"
"2019","Cattaraugus","ROS","45-54","40"
"2019","Cattaraugus","ROS","35-44","17"
"2019","Cattaraugus","ROS","20-24","9"
"2019","Cattaraugus","ROS","85+","254"
"2019","Cattaraugus","ROS","<1","1"
"2019","Cattaraugus","ROS","55-64","121"
"2019","Cattaraugus","ROS","75-84","207"
"2019","Cattaraugus","ROS","25-34","14"
"2019","Cayuga","ROS","35-44","13"
"2019","Cayuga","ROS","Total","739"
"2019","Cayuga","ROS","85+","255"
"2019","Cayuga","ROS","55-64","97"
"2019","Cayuga","ROS","10-19","1"
"2019","Cayuga","ROS","45-54","34"
"2019","Cayuga","ROS","25-34","7"
"2019","Cayuga","ROS","75-84","168"
"2019","Cayuga","ROS","<1","5"
"2019","Cayuga","ROS","20-24","2"
"2019","Cayuga","ROS","1-9","1"
"2019","Cayuga","ROS","65-74","156"
"2019","Chautauqua","ROS","35-44","35"
"2019","Chautauqua","ROS","45-54","63"
"2019","Chautauqua","ROS","25-34","25"
"2019","Chautauqua","ROS","75-84","378"
"2019","Chautauqua","ROS","1-9","1"
"2019","Chautauqua","ROS","10-19","1"
"2019","Chautauqua","ROS","<1","4"
"2019","Chautauqua","ROS","Total","1450"
