"county","fips","year","zip","tests","less_than_5_mcg_dl","_5_10_mcg_dl","_10to15","_15","total_eblls","percent","rate_per_1_000","zip_code_location","county_location"
"Chenango","17","2020","13832","4",,,"0","0","0","0.0","0","
,  
(42.631654, -75.62093)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13841","4",,,"0","0","0","0.0","0","
,  
(42.39744, -75.83658)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13843","6","6","0","0","0","0","0.0","0","
,  
(42.537177, -75.347849)","
,  
(42.489732, -75.604905)"
"Chenango","17","2020","13844","1",,,"0","0","0","0.0","0","
,  
(42.608333, -75.701944)","
,  
(42.489732, -75.604905)"
"Clinton","19","2020","12901","377",,,"0","0","0","0.0","0","
,  
(44.72796, -73.4631)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12903","8","8","0","0","0","0","0.0","0","
,  
(44.707491, -73.475457)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12910","21","21","0","0","0","0","0.0","0","
,  
(44.882237, -73.662504)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12912","7",,,"0","0","0","0.0","0","
,  
(44.459424, -73.713927)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12918","43","43","0","0","0","0","0.0","0","
,  
(44.672587, -73.664389)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12919","45","45","0","0","0","0","0.0","0","
,  
(44.96514, -73.4343)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12920","1",,,"0","0","0","0.0","0","
,  
(44.92315, -74.082893)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12921","28",,,"0","0","0","0.0","0","
,  
(44.889987, -73.466593)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12923","8",,,"0","0","0","0.0","0","
,  
(44.952809, -73.933845)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12924","3",,,"0","0","0","0.0","0","
,  
(44.473734, -73.589677)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12934","12","12","0","0","0","0","0.0","0","
,  
(44.829883, -73.859154)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12935","13","13","0","0","0","0","0.0","0","
,  
(44.9268, -73.80012)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12944","29","28","0",,,,,,"
,  
(44.493052, -73.480994)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12952","3",,,,,,,,"
,  
(44.689167, -73.949444)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12955","2",,,"0","0","0","0.0","0","
,  
(44.793668, -73.965388)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12958","28","28","0","0","0","0","0.0","0","
,  
(44.961265, -73.581139)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12959","8","8","0","0","0","0","0.0","0","
,  
(44.965896, -73.694298)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12962","65",,,"0","0","0","0.0","0","
,  
(44.70354, -73.57572)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12972","65",,,"0","0","0","0.0","0","
,  
(44.57022, -73.54716)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12978","7","7","0","0","0","0","0.0","0","
,  
(44.609012, -73.805908)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12979","31",,,"0","0","0","0.0","0","
,  
(44.990534, -73.367171)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12981","44","44","0","0","0","0","0.0","0","
,  
(44.679046, -73.824306)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12985","14","14","0","0","0","0","0.0","0","
,  
(44.57898, -73.71612)","
,  
(44.75271, -73.705648)"
"Clinton","19","2020","12992","66","66","0","0","0","0","0.0","0","
,  
(44.78096, -73.505322)","
,  
(44.75271, -73.705648)"
"Columbia","21","2020","12024","2",,,"0","0","0","0.0","0","
,  
(42.482968, -73.53439)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12029","9",,,"0","0","0","0.0","0","
,  
(42.391057, -73.400428)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12037","17","16","0",,,,,,"
,  
(42.359632, -73.589364)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12060","2",,,"0","0","0","0.0","0","
,  
(42.41262, -73.49604)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12075","15","15","0","0","0","0","0.0","0","
,  
(42.292747, -73.702189)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12106","17","17","0","0","0","0","0.0","0","
,  
(42.395508, -73.711549)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12123","1",,,"0","0","0","0.0","0","
,  
(42.521046, -73.625267)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12125","6",,,"0","0","0","0.0","0","
,  
(42.483586, -73.377729)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12130","4",,,,,,,,"
,  
(42.442797, -73.657282)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12136","5",,,"0","0","0","0.0","0","
,  
(42.469547, -73.55641)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12165","1",,,"0","0","0","0.0","0","
,  
(42.320381, -73.548607)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12173","16","16","0","0","0","0","0.0","0","
,  
(42.34482, -73.75644)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12184","44",,,"0","0","0","0.0","0","
,  
(42.4407, -73.67964)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12502","3",,,"0","0","0","0.0","0","
,  
(42.10722, -73.67952)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12503","4",,,"0","0","0","0.0","0","
,  
(42.037624, -73.62789)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12513","2",,,"0","0","0","0.0","0","
,  
(42.22224, -73.734878)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12516","4",,,"0","0","0","0.0","0","
,  
(42.118527, -73.556302)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12517","1",,,"0","0","0","0.0","0","
,  
(42.139997, -73.500933)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12521","7",,,"0","0","0","0.0","0","
,  
(42.18132, -73.65564)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12523","11",,,,,,,,"
,  
(42.0726, -73.792544)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12526","15","14","0",,,,,,"
,  
(42.13404, -73.85034)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12529","7",,,"0","0","0","0.0","0","
,  
(42.19512, -73.56714)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12534","118","109","8",,,,,,"
,  
(42.248254, -73.774447)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12546","3",,,"0","0","0","0.0","0","
,  
(41.997293, -73.543272)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12571","4",,,"0","0","0","0.0","0","
,  
(42.00888, -73.84014)","
,  
(42.247729, -73.626805)"
"Columbia","21","2020","12583","2",,,"0","0","0","0.0","0","
,  
(42.0573, -73.88676)","
,  
(42.247729, -73.626805)"
"Cortland","23","2020","13040","15","15","0","0","0","0","0.0","0","
,  
(42.562547, -75.928525)","
,  
(42.593824, -76.076265)"
"Cortland","23","2020","13045","202",,,,,,,,"
,  
(42.60276, -76.17186)","
,  
(42.593824, -76.076265)"
"Cortland","23","2020","13052","1",,,"0","0","0","0.0","0","
,  
(42.7602, -75.89232)","
,  
(42.593824, -76.076265)"
"Cortland","23","2020","13053","6","6","0","0","0","0","0.0","0","
,  
(42.48891, -76.296223)","
,  
(42.593824, -76.076265)"
"Cortland","23","2020","13077","42",,,"0","0","0","0.0","0","
,  
(42.676667, -76.18953)","
,  
(42.593824, -76.076265)"
"Cortland","23","2020","13101","16",,,,,,,,"
,  
(42.597772, -76.078518)","
,  
(42.593824, -76.076265)"
"Cortland","23","2020","13141","8","8","0","0","0","0","0.0","0","
,  
(42.738644, -76.158017)","
,  
(42.593824, -76.076265)"
"Cortland","23","2020","13158","13","12","0",,,,,,"
,  
(42.695444, -76.01425)","
,  
(42.593824, -76.076265)"
"Cortland","23","2020","13159","6","6","0","0","0","0","0.0","0","
,  
(42.80886, -76.1436)","
,  
(42.593824, -76.076265)"
"Cortland","23","2020","13803","41",,,,,,,,"
,  
(42.465051, -76.017549)","
,  
(42.593824, -76.076265)"
"Cortland","23","2020","13835","1",,,"0","0","0","0.0","0","
,  
(42.409488, -76.227768)","
,  
(42.593824, -76.076265)"
"Cortland","23","2020","13863","3",,,"0","0","0","0.0","0","
,  
(42.450705, -75.904204)","
,  
(42.593824, -76.076265)"
"Delaware","25","2020","12093","2",,,"0","0","0","0.0","0","
,  
(42.493692, -74.604434)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","12167","23",,,"0","0","0","0.0","0","
,  
(42.407598, -74.619982)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","12421","4",,,"0","0","0","0.0","0","
,  
(42.270333, -74.531212)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","12430","3",,,"0","0","0","0.0","0","
,  
(42.195, -74.550556)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","12455","5",,,,,,,,"
,  
(42.151087, -74.653789)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","12474","19",,,"0","0","0","0.0","0","
,  
(42.287672, -74.561318)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","12760","3",,,"0","0","0","0.0","0","
,  
(41.869262, -75.080306)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","12776","6","6","0","0","0","0","0.0","0","
,  
(41.966965, -74.930453)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13731","6","6","0","0","0","0","0.0","0","
,  
(42.13094, -74.7835)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13739","11","11","0","0","0","0","0.0","0","
,  
(42.364324, -74.803449)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13740","2",,,"0","0","0","0.0","0","
,  
(42.261944, -74.785)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13750","8","8","0","0","0","0","0.0","0","
,  
(42.46908, -74.8074)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13751","2",,,"0","0","0","0.0","0","
,  
(42.45662, -74.90075)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13752","6","6","0","0","0","0","0.0","0","
,  
(42.164722, -74.91024)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13753","41",,,"0","0","0","0.0","0","
,  
(42.282872, -74.910178)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13754","10","10","0","0","0","0","0.0","0","
,  
(42.0639, -75.44922)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13755","3",,,"0","0","0","0.0","0","
,  
(42.067456, -75.036591)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13756","4",,,"0","0","0","0.0","0","
,  
(42.023889, -75.113056)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13757","10","10","0","0","0","0","0.0","0","
,  
(42.415691, -74.888542)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13775","13",,,,,,,,"
,  
(42.340614, -75.16093)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13783","20","19","0",,,,,,"
,  
(41.94588, -75.23886)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13786","2",,,"0","0","0","0.0","0","
,  
(42.434722, -74.723889)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13788","7","7","0","0","0","0","0.0","0","
,  
(42.381997, -74.681185)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13804","1",,,"0","0","0","0.0","0","
,  
(42.22237, -75.371063)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13806","1",,,"0","0","0","0.0","0","
,  
(42.376987, -74.975118)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13820","23","21","0",,,,,,"
,  
(42.48102, -75.07044)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13838","53",,,,,,,,"
,  
(42.3054, -75.390406)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13839","14","14","0","0","0","0","0.0","0","
,  
(42.220441, -75.323336)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13842","1","0","0",,,,,,"
,  
(42.381469, -74.724897)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13849","13","13","0","0","0","0","0.0","0","
,  
(42.323762, -75.319978)","
,  
(42.193987, -74.966728)"
"Delaware","25","2020","13856","49",,,,,,,,"
,  
(42.246944, -75.189167)","
,  
(42.193987, -74.966728)"
"Dutchess","27","2020","12501","8","7","0",,,,,,"
,  
(41.848904, -73.54105)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12507","1",,,"0","0","0","0.0","0","
,  
(41.995, -73.875833)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12508","162","160","0",,,,,,"
,  
(41.48784, -73.94904)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12514","19","19","0","0","0","0","0.0","0","
,  
(41.87598, -73.7724)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12522","51","51","0","0","0","0","0.0","0","
,  
(41.7177, -73.58208)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12524","119","119","0","0","0","0","0.0","0","
,  
(41.541709, -73.902683)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12531","21","21","0","0","0","0","0.0","0","
,  
(41.5047, -73.66164)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12533","211","211","0","0","0","0","0.0","0","
,  
(41.57359, -73.796075)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12538","108",,,,,,,,"
,  
(41.78268, -73.89132)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12540","63",,,"0","0","0","0.0","0","
,  
(41.66832, -73.7439)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12545","36",,,,,,,,"
,  
(41.76984, -73.66416)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12546","11","11","0","0","0","0","0.0","0","
,  
(41.997293, -73.543272)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12564","62","62","0","0","0","0","0.0","0","
,  
(41.58714, -73.58946)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12567","14","14","0","0","0","0","0.0","0","
,  
(41.99316, -73.66674)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12569","83",,,"0","0","0","0.0","0","
,  
(41.746335, -73.817266)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12570","62","62","0","0","0","0","0.0","0","
,  
(41.644619, -73.674092)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12571","58",,,,,,,,"
,  
(42.00888, -73.84014)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12572","49",,,,,,,,"
,  
(41.926105, -73.894669)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12578","20","20","0","0","0","0","0.0","0","
,  
(41.796696, -73.794052)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12580","37","36","0",,,,,,"
,  
(41.846035, -73.910551)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12581","15","15","0","0","0","0","0.0","0","
,  
(41.890719, -73.666476)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12582","38","38","0","0","0","0","0.0","0","
,  
(41.543279, -73.725207)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12583","11","10","0",,,,,,"
,  
(42.0573, -73.88676)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12585","8","8","0","0","0","0","0.0","0","
,  
(41.719922, -73.70086)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12590","356",,,"0","0","0","0.0","0","
,  
(41.595832, -73.88745)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12592","8","7","0",,,,,,"
,  
(41.78198, -73.545429)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12594","43","43","0","0","0","0","0.0","0","
,  
(41.669591, -73.558676)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12601","603","580","11",,,"12","0.02","20","
,  
(41.701664, -73.916805)","
,  
(41.755009, -73.739951)"
"Dutchess","27","2020","12603","445","436","6",,,,,,"
,  
(41.69706, -73.8624)","
,  
(41.755009, -73.739951)"
"Erie","29","2020","14001","79",,,"0","0","0","0.0","0","
,  
(43.016719, -78.510497)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14004","93",,,"0","0","0","0.0","0","
,  
(42.901992, -78.524759)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14006","62","62","0","0","0","0","0.0","0","
,  
(42.634072, -79.051514)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14025","43","43","0","0","0","0","0.0","0","
,  
(42.626575, -78.720978)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14026","4",,,"0","0","0","0.0","0","
,  
(42.941598, -78.690474)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14030","11","11","0","0","0","0","0.0","0","
,  
(42.570274, -78.505479)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14031","91",,,"0","0","0","0.0","0","
,  
(42.982268, -78.617411)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14032","90","90","0","0","0","0","0.0","0","
,  
(43.045445, -78.631521)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14033","27","27","0","0","0","0","0.0","0","
,  
(42.657503, -78.685041)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14034","6","6","0","0","0","0","0.0","0","
,  
(42.502473, -78.860926)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14040","2",,,"0","0","0","0.0","0","
,  
(42.89356, -78.377354)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14043","256",,,"0","0","0","0.0","0","
,  
(42.902602, -78.706762)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14047","45","45","0","0","0","0","0.0","0","
,  
(42.69462, -78.987802)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14051","215","215","0","0","0","0","0.0","0","
,  
(43.033131, -78.69326)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14052","147",,,"0","0","0","0.0","0","
,  
(42.771162, -78.563272)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14055","13","13","0","0","0","0","0.0","0","
,  
(42.553172, -78.608173)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14057","84",,,"0","0","0","0.0","0","
,  
(42.64529, -78.871317)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14059","96",,,"0","0","0","0.0","0","
,  
(42.831055, -78.639808)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14068","62","62","0","0","0","0","0.0","0","
,  
(43.023243, -78.753686)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14069","8","8","0","0","0","0","0.0","0","
,  
(42.598702, -78.639675)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14070","21","21","0","0","0","0","0.0","0","
,  
(42.45302, -78.939188)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14072","227","226","0",,,,,,"
,  
(43.013771, -78.958496)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14075","452",,,,,,,,"
,  
(42.733234, -78.834422)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14080","43","43","0","0","0","0","0.0","0","
,  
(42.640921, -78.538651)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14081","26","26","0","0","0","0","0.0","0","
,  
(42.556143, -79.122894)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14085","97","97","0","0","0","0","0.0","0","
,  
(42.719062, -78.934684)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14086","378","372","6","0","0","0","0.0","0","
,  
(42.905877, -78.627625)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14091","13","13","0","0","0","0","0.0","0","
,  
(42.539825, -78.865691)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14102","10","10","0","0","0","0","0.0","0","
,  
(42.836658, -78.553177)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14111","35","35","0","0","0","0","0.0","0","
,  
(42.58351, -78.908047)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14127","334","334","0","0","0","0","0.0","0","
,  
(42.764164, -78.742821)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14134","2",,,"0","0","0","0.0","0","
,  
(42.534136, -78.52412)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14139","14",,,"0","0","0","0.0","0","
,  
(42.718999, -78.536856)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14141","73",,,,,,,,"
,  
(42.521734, -78.704161)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14150","402","389","12",,,,,,"
,  
(43.001575, -78.861741)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14170","15","15","0","0","0","0","0.0","0","
,  
(42.704094, -78.670831)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14201","141","128","9",,,,,,"
,  
(42.89797, -78.884047)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14202","39",,,"0","0","0","0.0","0","
,  
(42.882757, -78.877245)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14203","16",,,"0","0","0","0.0","0","
,  
(42.88215, -78.867026)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14204","112","93","13",,,"6","0.054","54","
,  
(42.881129, -78.864058)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14206","265","248","9",,,"8","0.03","30","
,  
(42.869763, -78.796792)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14207","430","382","33",,,"15","0.035","35","
,  
(42.945566, -78.896412)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14208","145","114","22",,,"9","0.062","62","
,  
(42.912922, -78.851613)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14209","63","53","6",,,,,,"
,  
(42.917486, -78.86498)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14210","190","173","10",,,"7","0.037","37","
,  
(42.863725, -78.827208)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14211","492","408","56","15","13","28","0.057","57","
,  
(42.909859, -78.82294)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14212","251","188","36","14","13","27","0.108","108","
,  
(42.86202, -78.81858)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14213","444","357","60","12","15","27","0.061","61","
,  
(42.917852, -78.889241)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14214","216","194","15",,,"7","0.032","32","
,  
(42.941449, -78.836451)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14215","642","562","51","11","18","29","0.045","45","
,  
(42.933454, -78.81184)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14216","222",,,,,,,,"
,  
(42.947283, -78.859475)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14217","250",,,,,,,,"
,  
(42.972758, -78.876061)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14218","303","292","6",,,,,,"
,  
(42.810099, -78.781921)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14219","153",,,,,,,,"
,  
(42.785549, -78.822312)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14220","308","290","14",,,,,,"
,  
(42.833786, -78.79777)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14221","577",,,"0","0","0","0.0","0","
,  
(42.980183, -78.734894)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14222","88",,,,,,,,"
,  
(42.919299, -78.876334)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14223","274",,,,,,,,"
,  
(42.97422, -78.85626)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14224","443",,,,,,,,"
,  
(42.841518, -78.761265)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14225","443","435","8","0","0","0","0.0","0","
,  
(42.9273, -78.74748)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14226","326","315","8",,,,,,"
,  
(42.969504, -78.798576)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14227","247",,,,,,,,"
,  
(42.876735, -78.744457)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14228","236",,,,,,,,"
,  
(43.02588, -78.79536)","
,  
(42.752759, -78.778192)"
"Erie","29","2020","14260","2",,,"0","0","0","0.0","0","
,  
(43.003074, -78.785924)","
,  
(42.752759, -78.778192)"
"Essex","31","2020","12851","1",,,"0","0","0","0.0","0","
,  
(43.787706, -73.997818)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12855","3",,,"0","0","0","0.0","0","
,  
(44.002417, -73.80035)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12857","2",,,"0","0","0","0.0","0","
,  
(43.827352, -73.937295)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12858","1",,,"0","0","0","0.0","0","
,  
(43.89409, -73.638656)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12870","13","13","0","0","0","0","0.0","0","
,  
(43.8396, -73.76022)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12883","36",,,"0","0","0","0.0","0","
,  
(43.843857, -73.431459)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12912","4",,,"0","0","0","0.0","0","
,  
(44.459424, -73.713927)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12913","4",,,"0","0","0","0.0","0","
,  
(44.398502, -74.070744)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12928","15",,,"0","0","0","0.0","0","
,  
(43.96698, -73.46178)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12932","15","15","0","0","0","0","0.0","0","
,  
(44.226627, -73.624732)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12936","5",,,"0","0","0","0.0","0","
,  
(44.261839, -73.374299)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12941","9","9","0","0","0","0","0.0","0","
,  
(44.353596, -73.71053)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12942","2",,,"0","0","0","0.0","0","
,  
(44.257018, -73.784256)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12943","1",,,"0","0","0","0.0","0","
,  
(44.190442, -73.785574)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12944","26",,,"0","0","0","0.0","0","
,  
(44.493052, -73.480994)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12946","18","18","0","0","0","0","0.0","0","
,  
(44.281966, -73.988816)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12950","11","11","0","0","0","0","0.0","0","
,  
(44.314607, -73.582276)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12956","10","9","0",,,,,,"
,  
(44.078155, -73.517787)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12960","9",,,"0","0","0","0.0","0","
,  
(44.037103, -73.516791)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12961","1",,,"0","0","0","0.0","0","
,  
(44.053032, -73.53527)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12964","1",,,"0","0","0","0.0","0","
,  
(44.147061, -73.607718)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12974","11","11","0","0","0","0","0.0","0","
,  
(44.045341, -73.465362)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12983","11",,,"0","0","0","0.0","0","
,  
(44.31672, -74.13354)","
,  
(44.108971, -73.777573)"
"Essex","31","2020","12993","11","11","0","0","0","0","0.0","0","
,  
(44.229722, -73.460833)","
,  
(44.108971, -73.777573)"
