"equipment_id","county","reg_comp","lastupdate","ct_status","last_sampled_days","equipment_street_address","equipment_location_city","equipment_location_zip","equipment_last_legionellla_sample_collection_date","equipment_last_legionella_test_result","equipment_tower_operation_duration","latitude","longitude","georeference_"
"8031","Orleans","Non-compliant","1030","Update Required","999","106 north ave","Medina","14103","2019-09-03T00:00:00.000","lt20","Year-round","43.217552","-78.386818","POINT (-78.386818 43.217552)"
"4904","Cayuga","Compliant","264","Out of Service","378","160 genesee st","Auburn","13021","2021-08-10T00:00:00.000","lt20","Seasonal","42.929897","-76.569794","POINT (-76.569794 42.929897)"
"5448","Monroe","Compliant","63","Legionella Sampled","71","170 West Avenue","Brockport","14420","2022-06-13T00:00:00.000","lt20","Year-round","43.220108","-77.945473","POINT (-77.945473 43.220108)"
"13057","Chemung","Non-compliant","95","Disinfection Required","113","1 Chemung Canal Plaza","Elmira","14901","2022-05-02T00:00:00.000","gteq100butlt1000","Seasonal","42.088608","-76.803307","POINT (-76.803307 42.088608)"
"2590","Albany","Non-compliant","8","Legionella Sampled","82","315 South Manning Blvd.","Albany","12208","2022-06-02T00:00:00.000","lt20","Year-round","42.656498","-73.804718","POINT (-73.804718 42.656498)"
"14243","Westchester","Non-compliant","468","Out of Service","714","2365 boston post road","Larchmont","10538","2020-09-08T00:00:00.000","lt20","Seasonal","40.92345","-73.76033","POINT (-73.76033 40.92345)"
"7969","Nassau","Compliant","36","Legionella Sampled","62","939 South Broadway","Hicksville","11801","2022-06-22T00:00:00.000","lt20","Seasonal","40.745865","-73.5","POINT (-73.5 40.745865)"
"12162","Erie","Compliant","6","Legionella Sampled","6","121 Ellicott St.","Buffalo","14203","2022-08-17T00:00:00.000",,"Seasonal","42.882469","-78.872986","POINT (-78.872986 42.882469)"
"2549","Suffolk","Compliant","14","Legionella Sampled","18","2 Center St.","Upton","11973","2022-08-05T00:00:00.000","lt20","Year-round","40.8694","-72.887199","POINT (-72.887199 40.8694)"
"8195","Schenectady","Compliant","12","Legionella Sampled","57","1201 Nott Street","Schenectady","12308","2022-06-27T00:00:00.000","lt20","Year-round","42.819923","-73.91951","POINT (-73.91951 42.819923)"
"7896","Broome","Compliant","1247","Decommissioned","999","33-57 Harrison St","Johnson City","13790","2019-02-07T00:00:00.000","lt20","Year-round","42.113758","-75.958992","POINT (-75.958992 42.113758)"
"3030","Tompkins","Compliant","1","Legionella Sampled","70","1387 Dryden Rd","Ithaca","14850","2022-06-14T00:00:00.000","lt20","Seasonal","42.470615","-76.402931","POINT (-76.402931 42.470615)"
"15322","Onondaga","Non-compliant","14","Not Sampled","97","765 Irving Avenue","Syracuse","13210","2022-05-18T00:00:00.000",,"Year-round","43.04019055","-76.13754364","POINT (-76.13754364 43.04019055)"
"5917","Saratoga","Compliant","2093","Decommissioned","999","815 N Broadway","Saratoga Springs","12866","2016-08-02T00:00:00.000","lt20",,"43.094948","-73.780022","POINT (-73.780022 43.094948)"
"1553","Oneida","Compliant","28","Legionella Sampled","29","1  Revere Park","Rome","13440","2022-07-25T00:00:00.000","lt20","Year-round","43.203999","-75.405197","POINT (-75.405197 43.203999)"
"72","Westchester","Non-compliant","2125","Update Required","999","12 Tibbits Ave","White Plains","10606","2016-08-22T00:00:00.000","lt10",,"41.023624","-73.776115","POINT (-73.776115 41.023624)"
"8665","Suffolk","Non-compliant","2350","Update Required","999","199 Lowell Ave","Central Islip","11722",,,,"40.790581","-73.192085","POINT (-73.192085 40.790581)"
"15394","Westchester","Compliant","33","Legionella Sampled","33","560 White Plains Rd","Tarrytown","10591","2022-07-21T00:00:00.000",,"Seasonal","41.06083858","-73.83939637","POINT (-73.83939637 41.06083858)"
"15248","Westchester","Compliant","27","Legionella Sampled","29","45 Main Street","Yonkers","10701","2022-07-25T00:00:00.000","lt20","Seasonal","40.9347213","-73.90028396","POINT (-73.90028396 40.9347213)"
"5807","Suffolk","Non-compliant","337","Not Sampled","392","180 Rodeo Dr","Brentwood","11717","2021-07-27T00:00:00.000","lt20","Year-round","40.78043","-73.288857","POINT (-73.288857 40.78043)"
"4894","Monroe","Compliant","0","Legionella Sampled","40","500 Red Creek Drive","Rochester","14623","2022-07-14T00:00:00.000","lt20","Seasonal","43.065475","-77.629974","POINT (-77.629974 43.065475)"
"4610","Albany","Compliant","36","Legionella Sampled","84","249 Fuller Road","Albany","12203","2022-05-31T00:00:00.000","lt20","Year-round","42.693951","-73.830513","POINT (-73.830513 42.693951)"
"786","Niagara","Non-compliant","96","Not Sampled","133","200 Upper Mountain Rd","Lockport","14094","2022-04-12T00:00:00.000","lt20","Year-round","43.168514","-78.728996","POINT (-78.728996 43.168514)"
"12098","Delaware","Compliant","39","Legionella Sampled","82","261  Delaware Street","Walton","13856","2022-06-02T00:00:00.000","lt20","Year-round","42.170193","-75.137711","POINT (-75.137711 42.170193)"
"2510","Steuben","Non-compliant","2540","Update Required","999","7571 State Route 54","Bath","14810","2015-08-26T00:00:00.000","lt10",,"42.373009","-77.278603","POINT (-77.278603 42.373009)"
"9506","Ontario","Compliant","1","Legionella Sampled","5","2 Coulter Rd","Clifton Springs","14432","2022-08-18T00:00:00.000","lt20","Seasonal","42.960537","-77.138863","POINT (-77.138863 42.960537)"
"7852","Erie","Non-compliant","657","Out of Service","999","B-2A 175 East Park Dr.","Tonawanda","14150","2017-03-21T00:00:00.000","lt20","Seasonal","43.000099","-78.867104","POINT (-78.867104 43.000099)"
"5938","Monroe","Compliant","46","Legionella Sampled","82","100 Indigo Creek Drive","Rochester","14626","2022-06-02T00:00:00.000","lt20","Seasonal","43.18602","-77.69445","POINT (-77.69445 43.18602)"
"2828","Onondaga","Non-compliant","1272","Update Required","999","710 Hawley ave","Syracuse","13203","2018-11-01T00:00:00.000",,"Seasonal","43.055153","-76.133072","POINT (-76.133072 43.055153)"
"8649","Schenectady","Non-compliant","438","Not Sampled","999","500 State St.","Schenectady","12305",,,,"42.811947","-73.940575","POINT (-73.940575 42.811947)"
"2401","Albany","Compliant","56","Legionella Sampled","71","1 NORYL AVE","Selkirk","12158","2022-06-13T00:00:00.000","lt20","Year-round","42.5774","-73.8592","POINT (-73.8592 42.5774)"
"11724","Erie","Compliant","42","Legionella Sampled","43","11900 walden av","Alden","14004","2022-07-11T00:00:00.000","lt20","Year-round","42.936733","-78.543655","POINT (-78.543655 42.936733)"
"11067","Chautauqua","Non-compliant","1378","Update Required","999","1 N Pratt","Chautauqua","14722","2018-09-21T00:00:00.000","lt20","Seasonal","42.207817","-79.464729","POINT (-79.464729 42.207817)"
"8792","Suffolk","Compliant","69","Legionella Sampled","78","270 Park Avenue","Huntington","11743","2022-06-06T00:00:00.000","lt20","Seasonal","40.879402","-73.417427","POINT (-73.417427 40.879402)"
"4704","Albany","Compliant","36","Legionella Sampled","84","201 Fuller Rd","Albany","12205","2022-05-31T00:00:00.000","lt20","Year-round","42.694778","-73.829842","POINT (-73.829842 42.694778)"
"11311","Erie","Non-compliant","650","Out of Service","719","275 Brompton Rd.","Buffalo","14221","2020-09-03T00:00:00.000","lt20","Seasonal","42.972965","-78.708206","POINT (-78.708206 42.972965)"
"9143","Broome","Non-compliant","1051","Update Required","999","1123 Vestal Avenue","Binghamton","13903","2016-09-02T00:00:00.000","lt20","Seasonal","42.086884","-75.919472","POINT (-75.919472 42.086884)"
"12500","Nassau","Compliant","15","Legionella Sampled","28","240 Old Country Road","Mineola","11501","2022-07-26T00:00:00.000","lt20","Seasonal","40.738804","-73.640381","POINT (-73.640381 40.738804)"
"9994","Erie","Non-compliant","20","Legionella Sampled","33","485 Cayuga rd","Cheektowaga","14225","2022-07-21T00:00:00.000","lt20","Seasonal","42.94418","-78.744377","POINT (-78.744377 42.94418)"
"8923","Nassau","Non-compliant","1762","Update Required","999","630  Country Rd","Garden City","11530","2017-08-01T00:00:00.000","lt20","Year-round","40.728298","-73.635201","POINT (-73.635201 40.728298)"
"9583","Erie","Compliant","1114","Decommissioned","999","888 Delaware Ave","Buffalo","14222","2018-05-31T00:00:00.000","lt20","Seasonal","42.90823","-78.871323","POINT (-78.871323 42.90823)"
"12506","Wayne","Compliant","1","Legionella Sampled","5","1900 Route 31","Macedon","14502","2022-08-18T00:00:00.000","lt20","Seasonal","43.064415","-77.334274","POINT (-77.334274 43.064415)"
"2629","Westchester","Compliant","57","Legionella Sampled","90","360 Hamilton Ave.","White Plains","10601","2022-05-25T00:00:00.000",,"Seasonal","41.034599","-73.766518","POINT (-73.766518 41.034599)"
"13193","Steuben","Non-compliant","5","Not Sampled","96","890  Addison Rd","Painted Post","14870","2022-05-19T00:00:00.000","lt20","Year-round","42.11034","-77.157791","POINT (-77.157791 42.11034)"
"14910","Onondaga","Non-compliant","78","Not Sampled","104","5821 Route 80","Tully","13159","2022-05-11T00:00:00.000","lt20","Seasonal","42.80164184","-76.11725729","POINT (-76.11725729 42.80164184)"
"5032","Nassau","Non-compliant","88","Not Sampled","111","223 Storehill Rd","Old Westbury","11568","2022-05-04T00:00:00.000","lt20","Seasonal","40.779507","-73.573959","POINT (-73.573959 40.779507)"
"5502","Yates","Compliant","11","Legionella Sampled","41","111 Elm Street","Penn Yan","14527","2022-07-13T00:00:00.000","lt20","Seasonal","42.660896","-77.054192","POINT (-77.054192 42.660896)"
"1318","Genesee","Compliant","1","Legionella Sampled","35","40 stevens st","Oakfield","14125","2022-07-19T00:00:00.000","lt20","Seasonal","43.062653","-78.271591","POINT (-78.271591 43.062653)"
"12588","Schenectady","Non-compliant","1496","Update Required","999","1445  Plaza","Schenectady","12308","2018-07-07T00:00:00.000","lt20","Seasonal","42.819698","-73.9207","POINT (-73.9207 42.819698)"
"5756","Saratoga","Compliant","9","Legionella Sampled","62","1 Liebich Ln","Clifton Park","12065","2022-06-22T00:00:00.000","lt20","Seasonal","42.898872","-73.768822","POINT (-73.768822 42.898872)"
"5054","Westchester","Non-compliant","1105","Update Required","999","100  Summit Lake Drive","Valhalla","10595","2019-07-24T00:00:00.000",,"Year-round","41.096977","-73.783867","POINT (-73.783867 41.096977)"
"10880","Ontario","Compliant","22","Legionella Sampled","47","350 Parrish Street Canandaigua","Canandaigua","14424","2022-07-07T00:00:00.000","lt20","Seasonal","42.858501","-77.293701","POINT (-77.293701 42.858501)"
"15387","Oswego","Compliant","35","Legionella Sampled","63","70 Bunner Street","Oswego","13126","2022-06-21T00:00:00.000",,"Year-round","43.45021953","-76.49135196","POINT (-76.49135196 43.45021953)"
"6254","Westchester","Compliant","7","Legionella Sampled","62","1 Federal Street","Yonkers","10705","2022-06-22T00:00:00.000","lt20","Year-round","40.924812","-73.905037","POINT (-73.905037 40.924812)"
"10335","Genesee","Non-compliant","61","Disinfection Required","64","4610 East Saile Drive","Batavia","14020","2022-06-20T00:00:00.000","gteq100butlt1000","Seasonal","43.029133","-78.172829","POINT (-78.172829 43.029133)"
"1992","Cayuga","Compliant","1","Legionella Sampled","42","73-79 Wright Circle","Auburn","13021","2022-07-12T00:00:00.000","lt20","Seasonal","42.927895","-76.59362","POINT (-76.59362 42.927895)"
"1657","Oneida","Compliant","13","Legionella Sampled","14","1656 Champlin Ave.","Utica","13502","2022-08-09T00:00:00.000","lt20","Seasonal","43.094799","-75.274803","POINT (-75.274803 43.094799)"
"13119","Albany","Non-compliant","84","Not Sampled","104","35  State St","Albany","12207","2022-05-11T00:00:00.000","lt20","Seasonal","42.649193","-73.751389","POINT (-73.751389 42.649193)"
"4492","Erie","Compliant","0","Legionella Sampled","18","7021 Seneca St","Elma","14059","2022-08-05T00:00:00.000","lt20","Year-round","42.803875","-78.660851","POINT (-78.660851 42.803875)"
"14057","Onondaga","Non-compliant","924","Update Required","999","333  W Washington St","Syracuse","13202","2019-10-23T00:00:00.000","lt20","Seasonal","43.049553","-76.15609","POINT (-76.15609 43.049553)"
"6202","Erie","Compliant","42","Legionella Sampled","61","1150 Maple Rd","Elma","14059","2022-06-23T00:00:00.000","lt20","Year-round","42.800297","-78.621468","POINT (-78.621468 42.800297)"
"12610","Madison","Compliant","56","Legionella Sampled","74","100 Donald Hicks Dew Dr","Wampsville","13032","2022-06-10T00:00:00.000","lt20","Year-round","43.080914","-75.716644","POINT (-75.716644 43.080914)"
"4123","Erie","Compliant","19","Legionella Sampled","21","480  CrossPoint Parkway","Getzville","14068","2022-08-02T00:00:00.000","lt20","Year-round","43.043201","-78.745056","POINT (-78.745056 43.043201)"
"12244","Wayne","Compliant","28","Legionella Sampled","43","10529 ridge rd","Wolcott","14590","2022-07-11T00:00:00.000","lt20","Year-round","43.223957","-76.884438","POINT (-76.884438 43.223957)"
"1136","Rockland","Compliant","9","Legionella Sampled","12","97F N MIDDLETOWN ROAD","PEARL RIVER","10965","2022-08-11T00:00:00.000","lt20","Year-round","41.062641","-74.012955","POINT (-74.012955 41.062641)"
"4558","Oneida","Non-compliant","97","Not Sampled","103","1101  Sherman Drive","Utica","13501","2022-05-12T00:00:00.000","lt20","Seasonal","43.076836","-75.220222","POINT (-75.220222 43.076836)"
"5171","Monroe","Compliant","25","Legionella Sampled","41","145 Culver Rd","Rochester","14620","2022-07-13T00:00:00.000","lt20","Seasonal","43.141815","-77.576111","POINT (-77.576111 43.141815)"
"11150","Chautauqua","Non-compliant","448","Not Sampled","999","560  N Work Street","Falconer","14733","2020-04-02T00:00:00.000","lt20","Year-round","42.123253","-79.203606","POINT (-79.203606 42.123253)"
"10015","Madison","Compliant","26","Legionella Sampled","82","252 genesee st","Oneida","13421","2022-06-02T00:00:00.000","lt20","Year-round","43.078739","-75.6493","POINT (-75.6493 43.078739)"
"6158","Westchester","Compliant","44","Decommissioned","706","40 Sunshine Cottage Road","Valhalla","10595","2020-09-16T00:00:00.000","lt20","Seasonal","41.085579","-73.810173","POINT (-73.810173 41.085579)"
"4970","Onondaga","Non-compliant","71","Not Sampled","110","115 Creek Cir","East Syracuse","13057","2022-05-05T00:00:00.000","lt20","Seasonal","43.08643","-76.072464","POINT (-76.072464 43.08643)"
"5299","Westchester","Non-compliant","77","Not Sampled","110","150 Rockland Ave","Yonkers","10705","2022-05-05T00:00:00.000","lt20","Seasonal","40.925793","-73.886246","POINT (-73.886246 40.925793)"
"9646","Suffolk","Non-compliant","2149","Update Required","999","273 Moriches Rd","Saint James","11780","2016-06-20T00:00:00.000","lt10",,"40.87896","-73.141785","POINT (-73.141785 40.87896)"
"5112","Albany","Non-compliant","1","Disinfection Required","60","1125 Broadway","Albany","12204","2022-06-24T00:00:00.000","gteq20butlt100","Seasonal","42.669254","-73.739799","POINT (-73.739799 42.669254)"
"1535","Suffolk","Compliant","19","Out of Service","692","1000 New Horizons Blvd","Amityville","11701","2020-09-30T00:00:00.000","lt20","Seasonal","40.711552","-73.397995","POINT (-73.397995 40.711552)"
"12699","Rockland","Non-compliant","36","Legionella Sampled","57","560 Route 303","Orangeburg","10962","2022-06-27T00:00:00.000","lt20","Year-round","41.057613","-73.947906","POINT (-73.947906 41.057613)"
"2967","Onondaga","Non-compliant","57","Not Sampled","118","1 Forestry Drive","Syracuse","13210","2022-04-27T00:00:00.000","lt20","Seasonal","43.035381","-76.134506","POINT (-76.134506 43.035381)"
"12443","Dutchess","Compliant","27","Legionella Sampled","28","2803  Sharon Turnpike","Millbrook","12545","2022-07-26T00:00:00.000","lt20","Seasonal","41.789669","-73.723816","POINT (-73.723816 41.789669)"
"819","Westchester","Non-compliant","2550","Update Required","999","975 Anderson Hill Road","Rye Brook","10573",,,,"41.042336","-73.686981","POINT (-73.686981 41.042336)"
"8192","Erie","Compliant","431","Decommissioned","431","390  Main Street","Buffalo","14202","2021-06-18T00:00:00.000","lt20","Year-round","42.884785","-78.874741","POINT (-78.874741 42.884785)"
"13850","Albany","Non-compliant","13","Not Sampled","104","16 SHERIDAN AVE","Albany","12210","2022-05-11T00:00:00.000","lt20","Seasonal","42.653191","-73.751915","POINT (-73.751915 42.653191)"
"5825","Monroe","Non-compliant","9","Legionella Sampled","20","500 Genesee Street","Rochester","14611","2022-08-03T00:00:00.000","lt20","Seasonal","43.140228","-77.635941","POINT (-77.635941 43.140228)"
"13136","Broome","Compliant","979","Decommissioned","999","240 Riverside Dr","Johnson City","13790","2018-11-29T00:00:00.000","lt20","Seasonal","42.099705","-75.957512","POINT (-75.957512 42.099705)"
"14943","Westchester","Compliant","70","Legionella Sampled","91","325 Central Ave","White Plains","10606","2022-05-24T00:00:00.000","lt20","Seasonal","41.03365727","-73.78437718","POINT (-73.78437718 41.03365727)"
"15016","Rockland","Compliant","4","Legionella Sampled","35","255 Lafayette Ave","Suffern","10901","2022-07-19T00:00:00.000",,"Seasonal","41.1116118","-74.13504511","POINT (-74.13504511 41.1116118)"
"13643","Warren","Compliant","21","Legionella Sampled","48","110  Sagamore Road","Bolton Landing","12814","2022-07-06T00:00:00.000","lt20","Seasonal","43.557793","-73.648346","POINT (-73.648346 43.557793)"
"4295","Monroe","Compliant","14","Legionella Sampled","89","0054 - SERC 350 New Campus Drive","Brockport","14420","2022-05-26T00:00:00.000","lt20","Seasonal","43.212311","-77.948019","POINT (-77.948019 43.212311)"
"2173","Cattaraugus","Compliant","13","Legionella Sampled","28","140 Moore Ave.","Olean","14760","2022-07-26T00:00:00.000","lt20","Year-round","42.08654","-78.450584","POINT (-78.450584 42.08654)"
"11139","Ulster","Compliant","12","Legionella Sampled","19","1 Commercial Row","Wallkill","12589","2022-08-04T00:00:00.000",,"Seasonal","41.604633","-74.180038","POINT (-74.180038 41.604633)"
"3235","Erie","Compliant","6","Legionella Sampled","89","1300 Elmwood Avenue","Buffalo","14222","2022-05-26T00:00:00.000","lt20","Seasonal","42.932255","-78.877045","POINT (-78.877045 42.932255)"
"4355","Onondaga","Compliant","4","Legionella Sampled","20","6750 Benedict Rd","East Syracuse","13057","2022-08-03T00:00:00.000","lt20","Year-round","43.083328","-76.052231","POINT (-76.052231 43.083328)"
"5576","Broome","Non-compliant","323","Not Sampled","412","24 McKinley Ave","Endicott","13760","2021-07-07T00:00:00.000","lt20","Seasonal","42.104168","-76.044724","POINT (-76.044724 42.104168)"
"15034","Erie","Compliant","8","Legionella Sampled","14","726 Exchange Street","Buffalo","14210","2022-08-09T00:00:00.000","lt20","Year-round","42.87474901","-78.84965808","POINT (-78.84965808 42.87474901)"
"15170","Erie","Compliant","147","Out of Service","323","725  Renaissance Dr","Buffalo","14221","2021-10-04T00:00:00.000","lt20","Seasonal","42.99649332","-78.72286068","POINT (-78.72286068 42.99649332)"
"4165","Broome","Non-compliant","12","Legionella Sampled","26","85 Murray Hill Road","Vestal","13850","2022-07-28T00:00:00.000","lt20","Seasonal","42.092548","-75.960907","POINT (-75.960907 42.092548)"
"13073","Chautauqua","Non-compliant","7","Legionella Sampled","25","200 Water Street","Fredonia","14063","2022-07-29T00:00:00.000","lt20","Year-round","42.433537","-79.325974","POINT (-79.325974 42.433537)"
"12353","Onondaga","Compliant","12","Out of Service","433","6288 Running Ridge Road","Syracuse","13212","2021-06-16T00:00:00.000","lt20","Seasonal","43.130344","-76.086388","POINT (-76.086388 43.130344)"
"3066","Suffolk","Compliant","96","Decommissioned","999","2 Center St.","Upton","11973","2000-01-01T00:00:00.000","lt20","Year-round","40.8694","-72.887199","POINT (-72.887199 40.8694)"
"12291","Suffolk","Compliant","12","Legionella Sampled","26","78  Old Country Road","Westhampton","11977","2022-07-28T00:00:00.000","lt20","Seasonal","40.825855","-72.6782","POINT (-72.6782 40.825855)"
"1486","Saratoga","Compliant","103","Decommissioned","999","64 Farnan Road","South Glens Falls","12803","2016-09-15T00:00:00.000","lt20","Year-round","43.283249","-73.603935","POINT (-73.603935 43.283249)"
"15148","Westchester","Compliant","11","Legionella Sampled","48","1086 E Main St","Shrub Oak","10588","2022-07-06T00:00:00.000","lt20","Seasonal","41.32963425","-73.82771233","POINT (-73.82771233 41.32963425)"
"2462","Onondaga","Non-compliant","573","Not Sampled","615","4540 Steelway Blvd South","Liverpool","13090","2020-12-16T00:00:00.000","lt20","Year-round","43.126713","-76.199097","POINT (-76.199097 43.126713)"
"8639","Erie","Compliant","19","Legionella Sampled","35","100 Lawrence Bell Drive","Buffalo","14221","2022-07-19T00:00:00.000","lt20","Seasonal","42.952755","-78.721107","POINT (-78.721107 42.952755)"
"1427","Albany","Compliant","14","Legionella Sampled","34","111 Washington Avenue","Albany","12210","2022-07-20T00:00:00.000","lt20","Seasonal","42.655083","-73.7603","POINT (-73.7603 42.655083)"
"4774","Erie","Non-compliant","106","Not Sampled","298","75  Main Street","Buffalo","14203","2021-10-29T00:00:00.000","lt20","Seasonal","42.876503","-78.877235","POINT (-78.877235 42.876503)"
"13486","Genesee","Non-compliant","22","Not Sampled","112","1 College Rd","Batavia","14020","2022-05-03T00:00:00.000","lt20","Year-round","43.014435","-78.163437","POINT (-78.163437 43.014435)"
"3772","Monroe","Compliant","36","Legionella Sampled","89","100 Wegmans Market St.","Rochester","14624","2022-05-26T00:00:00.000","lt20","Year-round","43.124962","-77.695541","POINT (-77.695541 43.124962)"
"12760","Monroe","Compliant","14","Legionella Sampled","40","155 CANAL LANDING BLVD","Rochester","14626","2022-07-14T00:00:00.000","lt20","Seasonal","43.179035","-77.688026","POINT (-77.688026 43.179035)"
"9856","Monroe","Non-compliant","2093","Update Required","999","123 Ling Rd","Rochester","14612","2016-09-15T00:00:00.000","lt10",,"43.263584","-77.631729","POINT (-77.631729 43.263584)"
"7324","Westchester","Non-compliant","56","Not Sampled","999","1 Pepsi Way","Somers","10536","2019-10-30T00:00:00.000","lt20","Seasonal","41.274334","-73.702316","POINT (-73.702316 41.274334)"
"13359","Monroe","Compliant","12","Legionella Sampled","40","321 W. Main St.","Rochester","14608","2022-07-14T00:00:00.000","lt20","Seasonal","43.153637","-77.621284","POINT (-77.621284 43.153637)"
"1104","Jefferson","Compliant","33","Legionella Sampled","39","830  Washington Street","Watertown","13601","2022-07-15T00:00:00.000","lt20","Seasonal","43.96492","-75.912834","POINT (-75.912834 43.96492)"
"13275","St. Lawrence","Compliant","42","Legionella Sampled","49","22 County Route 52","North Lawrence","12967","2022-07-05T00:00:00.000","lt20","Seasonal","44.804821","-74.675972","POINT (-74.675972 44.804821)"
"152","Tompkins","Compliant","6","Legionella Sampled","34","119 east seneca st","ithaca","14850","2022-07-20T00:00:00.000","lt20","Seasonal","42.440357","-76.498711","POINT (-76.498711 42.440357)"
"4946","Suffolk","Compliant","6","Legionella Sampled","35","998 Crooked Hill Rd","West Brentwood","11717","2022-07-19T00:00:00.000","lt20","Seasonal","40.80405","-73.286972","POINT (-73.286972 40.80405)"
"3689","Niagara","Compliant","12","Legionella Sampled","63","5500 Goodyear Drive","Niagara Falls","14304","2022-06-21T00:00:00.000","lt20","Year-round","43.086784","-79.00164","POINT (-79.00164 43.086784)"
"1161","Suffolk","Compliant","8","Legionella Sampled","26","044 Circle Road","Stony Brook","11790","2022-07-28T00:00:00.000","lt20","Seasonal","40.910164","-73.123962","POINT (-73.123962 40.910164)"
"1308","Genesee","Compliant","1","Legionella Sampled","35","40 stevens st","Oakfield","14125","2022-07-19T00:00:00.000","lt20","Seasonal","43.062653","-78.271591","POINT (-78.271591 43.062653)"
"2134","Onondaga","Non-compliant","96","Not Sampled","97","307 Stadium Place","Syracuse","13210","2022-05-18T00:00:00.000","lt20","Seasonal","43.037498","-76.1287","POINT (-76.1287 43.037498)"
"14153","Westchester","Non-compliant","83","Not Sampled","126","570 Taxter Rd","Elmsford","10523","2022-04-19T00:00:00.000","lt20","Seasonal","41.057404","-73.829842","POINT (-73.829842 41.057404)"
"1947","Livingston","Compliant","7","Legionella Sampled","33","1 College Cir","Geneseo","14454","2022-07-21T00:00:00.000","lt20","Seasonal","42.795853","-77.819885","POINT (-77.819885 42.795853)"
"4576","Erie","Compliant","0","Legionella Sampled","18","500 JAMISON RD","Elma","14059","2022-08-05T00:00:00.000","lt20","Year-round","42.805122","-78.642555","POINT (-78.642555 42.805122)"
"7038","Erie","Non-compliant","12","Not Sampled","123","125 main st","Buffalo","14203","2022-04-22T00:00:00.000","lt20","Seasonal","42.877686","-78.8769","POINT (-78.8769 42.877686)"
"10765","Nassau","Compliant","21","Legionella Sampled","91","1 South Ave","Garden City","11530","2022-05-24T00:00:00.000","lt20","Seasonal","40.722862","-73.664047","POINT (-73.664047 40.722862)"
