"test_date","age_group","positive_cases","total_tests"
"2020-04-19T00:00:00.000","45 to 54","832","2980"
"2020-04-19T00:00:00.000","5 to 19","198","811"
"2020-04-19T00:00:00.000","55 to 64","917","2989"
"2020-04-19T00:00:00.000","65 to 74","524","1693"
"2020-04-19T00:00:00.000","75 to 84","319","897"
"2020-04-19T00:00:00.000","85 +","250","589"
"2020-04-19T00:00:00.000","< 1","12","94"
"2020-04-20T00:00:00.000","1 to 4","18","125"
"2020-04-20T00:00:00.000","20 to 24","195","807"
"2020-04-20T00:00:00.000","25 to 34","589","2452"
"2020-04-20T00:00:00.000","35 to 44","658","2584"
"2020-04-20T00:00:00.000","45 to 54","778","2821"
"2020-04-20T00:00:00.000","5 to 19","152","700"
"2020-04-20T00:00:00.000","55 to 64","799","2785"
"2020-04-20T00:00:00.000","65 to 74","437","1605"
"2020-04-20T00:00:00.000","75 to 84","287","857"
"2020-04-20T00:00:00.000","85 +","257","624"
"2020-04-20T00:00:00.000","< 1","8","104"
"2020-04-21T00:00:00.000","1 to 4","19","151"
"2020-04-21T00:00:00.000","20 to 24","240","983"
"2020-04-21T00:00:00.000","25 to 34","762","3377"
"2020-04-21T00:00:00.000","35 to 44","831","3344"
"2020-04-21T00:00:00.000","45 to 54","989","3607"
"2020-04-21T00:00:00.000","5 to 19","217","958"
"2020-04-21T00:00:00.000","55 to 64","1015","3681"
"2020-04-21T00:00:00.000","65 to 74","653","2253"
"2020-04-21T00:00:00.000","75 to 84","427","1224"
"2020-04-21T00:00:00.000","85 +","356","914"
"2020-04-21T00:00:00.000","< 1","17","165"
"2020-04-22T00:00:00.000","1 to 4","24","209"
"2020-04-22T00:00:00.000","20 to 24","339","1344"
"2020-04-22T00:00:00.000","25 to 34","892","4171"
"2020-04-22T00:00:00.000","35 to 44","992","4358"
"2020-04-22T00:00:00.000","45 to 54","1089","4543"
"2020-04-22T00:00:00.000","5 to 19","289","1316"
"2020-04-22T00:00:00.000","55 to 64","1195","4826"
"2020-04-22T00:00:00.000","65 to 74","660","2658"
"2020-04-22T00:00:00.000","75 to 84","412","1376"
"2020-04-22T00:00:00.000","85 +","348","1022"
"2020-04-22T00:00:00.000","< 1","4","115"
"2020-04-23T00:00:00.000","1 to 4","36","316"
"2020-04-23T00:00:00.000","20 to 24","475","1948"
"2020-04-23T00:00:00.000","25 to 34","1244","5810"
"2020-04-23T00:00:00.000","35 to 44","1253","5842"
"2020-04-23T00:00:00.000","45 to 54","1491","6296"
"2020-04-23T00:00:00.000","5 to 19","388","1699"
"2020-04-23T00:00:00.000","55 to 64","1530","6345"
"2020-04-23T00:00:00.000","65 to 74","869","3531"
"2020-04-23T00:00:00.000","75 to 84","454","1626"
"2020-04-23T00:00:00.000","85 +","375","1122"
"2020-04-23T00:00:00.000","< 1","15","201"
"2020-04-24T00:00:00.000","1 to 4","40","398"
"2020-04-24T00:00:00.000","20 to 24","536","2534"
"2020-04-24T00:00:00.000","25 to 34","1552","7462"
"2020-04-24T00:00:00.000","35 to 44","1629","7685"
"2020-04-24T00:00:00.000","45 to 54","1938","8396"
"2020-04-24T00:00:00.000","5 to 19","482","2289"
"2020-04-24T00:00:00.000","55 to 64","1967","8611"
"2020-04-24T00:00:00.000","65 to 74","1111","4805"
"2020-04-24T00:00:00.000","75 to 84","658","2532"
"2020-04-24T00:00:00.000","85 +","621","1943"
"2020-04-24T00:00:00.000","< 1","19","257"
"2020-04-25T00:00:00.000","1 to 4","16","181"
"2020-04-25T00:00:00.000","20 to 24","330","1446"
"2020-04-25T00:00:00.000","25 to 34","878","4400"
"2020-04-25T00:00:00.000","35 to 44","926","4561"
"2020-04-25T00:00:00.000","45 to 54","1080","5047"
"2020-04-25T00:00:00.000","5 to 19","254","1234"
"2020-04-25T00:00:00.000","55 to 64","1080","5228"
"2020-04-25T00:00:00.000","65 to 74","630","2984"
"2020-04-25T00:00:00.000","75 to 84","352","1444"
"2020-04-25T00:00:00.000","85 +","351","1110"
"2020-04-25T00:00:00.000","< 1","5","147"
"2020-04-26T00:00:00.000","1 to 4","13","143"
"2020-04-26T00:00:00.000","20 to 24","233","1141"
"2020-04-26T00:00:00.000","25 to 34","601","3304"
"2020-04-26T00:00:00.000","35 to 44","617","3323"
"2020-04-26T00:00:00.000","45 to 54","717","3597"
"2020-04-26T00:00:00.000","5 to 19","201","1074"
"2020-04-26T00:00:00.000","55 to 64","731","3867"
"2020-04-26T00:00:00.000","65 to 74","420","2338"
"2020-04-26T00:00:00.000","75 to 84","216","1111"
"2020-04-26T00:00:00.000","85 +","196","700"
"2020-04-26T00:00:00.000","< 1","6","147"
"2020-04-27T00:00:00.000","1 to 4","21","164"
"2020-04-27T00:00:00.000","20 to 24","213","1075"
"2020-04-27T00:00:00.000","25 to 34","433","3109"
"2020-04-27T00:00:00.000","35 to 44","478","2952"
"2020-04-27T00:00:00.000","45 to 54","551","3227"
"2020-04-27T00:00:00.000","5 to 19","184","1054"
"2020-04-27T00:00:00.000","55 to 64","498","3349"
"2020-04-27T00:00:00.000","65 to 74","343","2130"
"2020-04-27T00:00:00.000","75 to 84","204","1044"
"2020-04-27T00:00:00.000","85 +","180","694"
"2020-04-27T00:00:00.000","< 1","5","101"
"2020-04-28T00:00:00.000","1 to 4","24","222"
"2020-04-28T00:00:00.000","20 to 24","251","1334"
"2020-04-28T00:00:00.000","25 to 34","671","4432"
"2020-04-28T00:00:00.000","35 to 44","723","4414"
"2020-04-28T00:00:00.000","45 to 54","760","4783"
"2020-04-28T00:00:00.000","5 to 19","178","1196"
"2020-04-28T00:00:00.000","55 to 64","742","4970"
"2020-04-28T00:00:00.000","65 to 74","493","3091"
"2020-04-28T00:00:00.000","75 to 84","365","1665"
"2020-04-28T00:00:00.000","85 +","366","1215"
"2020-04-28T00:00:00.000","< 1","12","165"
"2020-04-29T00:00:00.000","1 to 4","20","234"
"2020-04-29T00:00:00.000","20 to 24","259","1432"
"2020-04-29T00:00:00.000","25 to 34","666","4300"
"2020-04-29T00:00:00.000","35 to 44","684","4279"
"2020-04-29T00:00:00.000","45 to 54","861","4842"
"2020-04-29T00:00:00.000","5 to 19","244","1378"
"2020-04-29T00:00:00.000","55 to 64","804","5196"
"2020-04-29T00:00:00.000","65 to 74","471","3196"
"2020-04-29T00:00:00.000","75 to 84","318","1791"
"2020-04-29T00:00:00.000","85 +","346","1345"
"2020-04-29T00:00:00.000","< 1","8","162"
"2020-04-30T00:00:00.000","1 to 4","24","198"
"2020-04-30T00:00:00.000","20 to 24","213","1352"
"2020-04-30T00:00:00.000","25 to 34","563","4160"
"2020-04-30T00:00:00.000","35 to 44","564","4242"
"2020-04-30T00:00:00.000","45 to 54","688","4553"
"2020-04-30T00:00:00.000","5 to 19","221","1297"
"2020-04-30T00:00:00.000","55 to 64","660","4952"
"2020-04-30T00:00:00.000","65 to 74","472","3133"
"2020-04-30T00:00:00.000","75 to 84","281","1595"
"2020-04-30T00:00:00.000","85 +","253","1189"
"2020-04-30T00:00:00.000","< 1","3","131"
"2020-05-01T00:00:00.000","1 to 4","23","239"
"2020-05-01T00:00:00.000","20 to 24","271","1579"
"2020-05-01T00:00:00.000","25 to 34","717","5037"
"2020-05-01T00:00:00.000","35 to 44","713","4880"
"2020-05-01T00:00:00.000","45 to 54","786","5509"
"2020-05-01T00:00:00.000","5 to 19","308","1625"
"2020-05-01T00:00:00.000","55 to 64","793","5710"
"2020-05-01T00:00:00.000","65 to 74","468","3513"
"2020-05-01T00:00:00.000","75 to 84","299","1911"
"2020-05-01T00:00:00.000","85 +","279","1408"
"2020-05-01T00:00:00.000","< 1","6","168"
"2020-05-02T00:00:00.000","1 to 4","25","219"
"2020-05-02T00:00:00.000","20 to 24","215","1432"
"2020-05-02T00:00:00.000","25 to 34","483","4176"
"2020-05-02T00:00:00.000","35 to 44","491","4074"
"2020-05-02T00:00:00.000","45 to 54","552","4432"
"2020-05-02T00:00:00.000","5 to 19","200","1350"
"2020-05-02T00:00:00.000","55 to 64","617","4983"
"2020-05-02T00:00:00.000","65 to 74","373","3022"
"2020-05-02T00:00:00.000","75 to 84","248","1747"
"2020-05-02T00:00:00.000","85 +","224","1298"
"2020-05-02T00:00:00.000","< 1","10","161"
"2020-05-03T00:00:00.000","1 to 4","20","162"
"2020-05-03T00:00:00.000","20 to 24","151","1181"
"2020-05-03T00:00:00.000","25 to 34","406","3299"
"2020-05-03T00:00:00.000","35 to 44","424","3341"
"2020-05-03T00:00:00.000","45 to 54","393","3436"
"2020-05-03T00:00:00.000","5 to 19","143","1095"
"2020-05-03T00:00:00.000","55 to 64","416","4027"
"2020-05-03T00:00:00.000","65 to 74","255","2419"
"2020-05-03T00:00:00.000","75 to 84","178","1386"
"2020-05-03T00:00:00.000","85 +","148","932"
"2020-05-03T00:00:00.000","< 1","4","121"
"2020-05-04T00:00:00.000","1 to 4","10","171"
"2020-05-04T00:00:00.000","20 to 24","118","1128"
"2020-05-04T00:00:00.000","25 to 34","334","3251"
"2020-05-04T00:00:00.000","35 to 44","301","3184"
"2020-05-04T00:00:00.000","45 to 54","380","3534"
"2020-05-04T00:00:00.000","5 to 19","93","1084"
"2020-05-04T00:00:00.000","55 to 64","370","3802"
"2020-05-04T00:00:00.000","65 to 74","274","2688"
"2020-05-04T00:00:00.000","75 to 84","185","1556"
"2020-05-04T00:00:00.000","85 +","171","1067"
"2020-05-04T00:00:00.000","< 1","3","124"
"2020-05-05T00:00:00.000","1 to 4","13","195"
"2020-05-05T00:00:00.000","20 to 24","162","1386"
"2020-05-05T00:00:00.000","25 to 34","437","4163"
"2020-05-05T00:00:00.000","35 to 44","433","4001"
"2020-05-05T00:00:00.000","45 to 54","460","4317"
"2020-05-05T00:00:00.000","5 to 19","142","1294"
"2020-05-05T00:00:00.000","55 to 64","434","5045"
"2020-05-05T00:00:00.000","65 to 74","295","3259"
"2020-05-05T00:00:00.000","75 to 84","196","1856"
"2020-05-05T00:00:00.000","85 +","210","1370"
"2020-05-05T00:00:00.000","< 1","4","136"
"2020-05-06T00:00:00.000","1 to 4","16","239"
"2020-05-06T00:00:00.000","20 to 24","191","1736"
"2020-05-06T00:00:00.000","25 to 34","490","5247"
"2020-05-06T00:00:00.000","35 to 44","520","5020"
"2020-05-06T00:00:00.000","45 to 54","533","5349"
"2020-05-06T00:00:00.000","5 to 19","189","1613"
"2020-05-06T00:00:00.000","55 to 64","563","6228"
"2020-05-06T00:00:00.000","65 to 74","416","4260"
"2020-05-06T00:00:00.000","75 to 84","269","2358"
"2020-05-06T00:00:00.000","85 +","300","1794"
"2020-05-06T00:00:00.000","< 1","4","151"
"2020-05-07T00:00:00.000","1 to 4","17","267"
"2020-05-07T00:00:00.000","20 to 24","195","1722"
"2020-05-07T00:00:00.000","25 to 34","449","5099"
"2020-05-07T00:00:00.000","35 to 44","366","4696"
"2020-05-07T00:00:00.000","45 to 54","461","5185"
"2020-05-07T00:00:00.000","5 to 19","169","1538"
"2020-05-07T00:00:00.000","55 to 64","512","5799"
"2020-05-07T00:00:00.000","65 to 74","311","3621"
"2020-05-07T00:00:00.000","75 to 84","197","2021"
"2020-05-07T00:00:00.000","85 +","250","1502"
"2020-05-07T00:00:00.000","< 1","11","177"
"2020-05-08T00:00:00.000","1 to 4","20","247"
"2020-05-08T00:00:00.000","20 to 24","159","1608"
"2020-05-08T00:00:00.000","25 to 34","404","5011"
"2020-05-08T00:00:00.000","35 to 44","400","4685"
"2020-05-08T00:00:00.000","45 to 54","418","5180"
"2020-05-08T00:00:00.000","5 to 19","168","1574"
"2020-05-08T00:00:00.000","55 to 64","465","5746"
"2020-05-08T00:00:00.000","65 to 74","285","3684"
"2020-05-08T00:00:00.000","75 to 84","195","2338"
"2020-05-08T00:00:00.000","85 +","196","1984"
"2020-05-08T00:00:00.000","< 1","5","168"
"2020-05-09T00:00:00.000","1 to 4","13","210"
"2020-05-09T00:00:00.000","20 to 24","122","1577"
"2020-05-09T00:00:00.000","25 to 34","320","4322"
"2020-05-09T00:00:00.000","35 to 44","303","4080"
"2020-05-09T00:00:00.000","45 to 54","384","4752"
"2020-05-09T00:00:00.000","5 to 19","148","1422"
"2020-05-09T00:00:00.000","55 to 64","350","5263"
"2020-05-09T00:00:00.000","65 to 74","226","3475"
"2020-05-09T00:00:00.000","75 to 84","182","2144"
"2020-05-09T00:00:00.000","85 +","223","1833"
"2020-05-09T00:00:00.000","< 1","2","152"
"2020-05-10T00:00:00.000","1 to 4","12","207"
"2020-05-10T00:00:00.000","20 to 24","93","1143"
"2020-05-10T00:00:00.000","25 to 34","210","3033"
"2020-05-10T00:00:00.000","35 to 44","189","2949"
"2020-05-10T00:00:00.000","45 to 54","238","3407"
"2020-05-10T00:00:00.000","5 to 19","127","1194"
"2020-05-10T00:00:00.000","55 to 64","251","3925"
"2020-05-10T00:00:00.000","65 to 74","173","2730"
"2020-05-10T00:00:00.000","75 to 84","156","1667"
"2020-05-10T00:00:00.000","85 +","204","1253"
"2020-05-10T00:00:00.000","< 1","7","144"
"2020-05-11T00:00:00.000","1 to 4","15","275"
"2020-05-11T00:00:00.000","20 to 24","74","1018"
"2020-05-11T00:00:00.000","25 to 34","218","2975"
"2020-05-11T00:00:00.000","35 to 44","187","2802"
"2020-05-11T00:00:00.000","45 to 54","210","2942"
"2020-05-11T00:00:00.000","5 to 19","100","1124"
"2020-05-11T00:00:00.000","55 to 64","223","3776"
"2020-05-11T00:00:00.000","65 to 74","148","2657"
"2020-05-11T00:00:00.000","75 to 84","102","1618"
"2020-05-11T00:00:00.000","85 +","149","1145"
"2020-05-11T00:00:00.000","< 1","4","131"
"2020-05-12T00:00:00.000","1 to 4","19","307"
"2020-05-12T00:00:00.000","20 to 24","123","1591"
"2020-05-12T00:00:00.000","25 to 34","314","4749"
"2020-05-12T00:00:00.000","35 to 44","345","4608"
"2020-05-12T00:00:00.000","45 to 54","322","5068"
"2020-05-12T00:00:00.000","5 to 19","129","1586"
"2020-05-12T00:00:00.000","55 to 64","314","5919"
"2020-05-12T00:00:00.000","65 to 74","225","4549"
"2020-05-12T00:00:00.000","75 to 84","164","2894"
"2020-05-12T00:00:00.000","85 +","213","2322"
"2020-05-12T00:00:00.000","< 1","8","201"
"2020-05-13T00:00:00.000","1 to 4","13","313"
"2020-05-13T00:00:00.000","20 to 24","162","1854"
"2020-05-13T00:00:00.000","25 to 34","364","5791"
"2020-05-13T00:00:00.000","35 to 44","352","5620"
"2020-05-13T00:00:00.000","45 to 54","389","6128"
"2020-05-13T00:00:00.000","5 to 19","188","2201"
"2020-05-13T00:00:00.000","55 to 64","344","7296"
"2020-05-13T00:00:00.000","65 to 74","242","5195"
"2020-05-13T00:00:00.000","75 to 84","162","3008"
"2020-05-13T00:00:00.000","85 +","168","2253"
"2020-05-13T00:00:00.000","< 1","6","191"
"2020-05-14T00:00:00.000","1 to 4","17","332"
"2020-05-14T00:00:00.000","20 to 24","121","1862"
"2020-05-14T00:00:00.000","25 to 34","331","5891"
"2020-05-14T00:00:00.000","35 to 44","330","5558"
"2020-05-14T00:00:00.000","45 to 54","417","6159"
"2020-05-14T00:00:00.000","5 to 19","126","1957"
"2020-05-14T00:00:00.000","55 to 64","465","7258"
"2020-05-14T00:00:00.000","65 to 74","363","4845"
"2020-05-14T00:00:00.000","75 to 84","286","2973"
"2020-05-14T00:00:00.000","85 +","270","2214"
"2020-05-14T00:00:00.000","< 1","36","242"
"2020-05-15T00:00:00.000","1 to 4","20","317"
"2020-05-15T00:00:00.000","20 to 24","157","2010"
"2020-05-15T00:00:00.000","25 to 34","320","6028"
"2020-05-15T00:00:00.000","35 to 44","328","5892"
"2020-05-15T00:00:00.000","45 to 54","392","6319"
"2020-05-15T00:00:00.000","5 to 19","163","2009"
"2020-05-15T00:00:00.000","55 to 64","412","7424"
"2020-05-15T00:00:00.000","65 to 74","272","5045"
"2020-05-15T00:00:00.000","75 to 84","166","3013"
"2020-05-15T00:00:00.000","85 +","182","2438"
"2020-05-15T00:00:00.000","< 1","7","174"
"2020-05-16T00:00:00.000","1 to 4","6","298"
"2020-05-16T00:00:00.000","20 to 24","124","1715"
"2020-05-16T00:00:00.000","25 to 34","289","5087"
"2020-05-16T00:00:00.000","35 to 44","245","4883"
"2020-05-16T00:00:00.000","45 to 54","317","5381"
"2020-05-16T00:00:00.000","5 to 19","114","1645"
"2020-05-16T00:00:00.000","55 to 64","305","6374"
"2020-05-16T00:00:00.000","65 to 74","207","4367"
"2020-05-16T00:00:00.000","75 to 84","147","2624"
"2020-05-16T00:00:00.000","85 +","124","2136"
"2020-05-16T00:00:00.000","< 1","11","169"
"2020-05-17T00:00:00.000","1 to 4","8","260"
"2020-05-17T00:00:00.000","20 to 24","85","1374"
"2020-05-17T00:00:00.000","25 to 34","197","3784"
"2020-05-17T00:00:00.000","35 to 44","162","3575"
"2020-05-17T00:00:00.000","45 to 54","181","3995"
"2020-05-17T00:00:00.000","5 to 19","83","1428"
"2020-05-17T00:00:00.000","55 to 64","203","4807"
"2020-05-17T00:00:00.000","65 to 74","143","3377"
"2020-05-17T00:00:00.000","75 to 84","86","1993"
"2020-05-17T00:00:00.000","85 +","98","1425"
"2020-05-17T00:00:00.000","< 1","4","143"
"2020-05-18T00:00:00.000","1 to 4","6","252"
"2020-05-18T00:00:00.000","20 to 24","106","1360"
"2020-05-18T00:00:00.000","25 to 34","216","4232"
"2020-05-18T00:00:00.000","35 to 44","180","3945"
"2020-05-18T00:00:00.000","45 to 54","225","4389"
"2020-05-18T00:00:00.000","5 to 19","88","1322"
"2020-05-18T00:00:00.000","55 to 64","266","5060"
"2020-05-18T00:00:00.000","65 to 74","159","3836"
"2020-05-18T00:00:00.000","75 to 84","105","2138"
"2020-05-18T00:00:00.000","85 +","120","1511"
"2020-05-18T00:00:00.000","< 1","3","137"
"2020-05-19T00:00:00.000","1 to 4","13","357"
"2020-05-19T00:00:00.000","20 to 24","97","1825"
"2020-05-19T00:00:00.000","25 to 34","209","5361"
"2020-05-19T00:00:00.000","35 to 44","228","5134"
"2020-05-19T00:00:00.000","45 to 54","236","5826"
"2020-05-19T00:00:00.000","5 to 19","119","1748"
"2020-05-19T00:00:00.000","55 to 64","236","7246"
"2020-05-19T00:00:00.000","65 to 74","173","5284"
"2020-05-19T00:00:00.000","75 to 84","100","3057"
"2020-05-19T00:00:00.000","85 +","110","2088"
"2020-05-19T00:00:00.000","< 1","4","171"
"2020-05-20T00:00:00.000","1 to 4","16","430"
"2020-05-20T00:00:00.000","20 to 24","136","2649"
"2020-05-20T00:00:00.000","25 to 34","301","7361"
"2020-05-20T00:00:00.000","35 to 44","284","6899"
"2020-05-20T00:00:00.000","45 to 54","292","7678"
"2020-05-20T00:00:00.000","5 to 19","161","2619"
"2020-05-20T00:00:00.000","55 to 64","278","9077"
"2020-05-20T00:00:00.000","65 to 74","214","6285"
"2020-05-20T00:00:00.000","75 to 84","160","3541"
"2020-05-20T00:00:00.000","85 +","171","2362"
"2020-05-20T00:00:00.000","< 1","75","318"
"2020-05-21T00:00:00.000","1 to 4","9","285"
"2020-05-21T00:00:00.000","20 to 24","101","2483"
"2020-05-21T00:00:00.000","25 to 34","242","6968"
"2020-05-21T00:00:00.000","35 to 44","233","6577"
"2020-05-21T00:00:00.000","45 to 54","260","7498"
"2020-05-21T00:00:00.000","5 to 19","114","1925"
"2020-05-21T00:00:00.000","55 to 64","284","8684"
"2020-05-21T00:00:00.000","65 to 74","180","5582"
"2020-05-21T00:00:00.000","75 to 84","126","3118"
"2020-05-21T00:00:00.000","85 +","139","2409"
"2020-05-21T00:00:00.000","< 1","8","209"
"2020-05-22T00:00:00.000","1 to 4","14","292"
"2020-05-22T00:00:00.000","20 to 24","100","2809"
"2020-05-22T00:00:00.000","25 to 34","292","8195"
"2020-05-22T00:00:00.000","35 to 44","268","8028"
"2020-05-22T00:00:00.000","45 to 54","268","8972"
"2020-05-22T00:00:00.000","5 to 19","86","1951"
"2020-05-22T00:00:00.000","55 to 64","302","10271"
"2020-05-22T00:00:00.000","65 to 74","183","5383"
"2020-05-22T00:00:00.000","75 to 84","141","2976"
"2020-05-22T00:00:00.000","85 +","111","2222"
"2020-05-22T00:00:00.000","< 1","7","169"
"2020-05-23T00:00:00.000","1 to 4","15","233"
"2020-05-23T00:00:00.000","20 to 24","99","2573"
"2020-05-23T00:00:00.000","25 to 34","251","7593"
"2020-05-23T00:00:00.000","35 to 44","222","7280"
"2020-05-23T00:00:00.000","45 to 54","256","8584"
"2020-05-23T00:00:00.000","5 to 19","85","1854"
"2020-05-23T00:00:00.000","55 to 64","272","9507"
"2020-05-23T00:00:00.000","65 to 74","183","5060"
"2020-05-23T00:00:00.000","75 to 84","106","2711"
"2020-05-23T00:00:00.000","85 +","97","2221"
"2020-05-23T00:00:00.000","< 1","3","149"
"2020-05-24T00:00:00.000","1 to 4","12","260"
"2020-05-24T00:00:00.000","20 to 24","81","2306"
"2020-05-24T00:00:00.000","25 to 34","196","6309"
"2020-05-24T00:00:00.000","35 to 44","168","6248"
"2020-05-24T00:00:00.000","45 to 54","200","6959"
"2020-05-24T00:00:00.000","5 to 19","73","1729"
"2020-05-24T00:00:00.000","55 to 64","228","7694"
"2020-05-24T00:00:00.000","65 to 74","120","4028"
"2020-05-24T00:00:00.000","75 to 84","83","2179"
"2020-05-24T00:00:00.000","85 +","80","1759"
"2020-05-24T00:00:00.000","< 1","8","152"
"2020-05-25T00:00:00.000","1 to 4","15","247"
"2020-05-25T00:00:00.000","20 to 24","71","1989"
"2020-05-25T00:00:00.000","25 to 34","167","5548"
"2020-05-25T00:00:00.000","35 to 44","152","5366"
"2020-05-25T00:00:00.000","45 to 54","178","5931"
"2020-05-25T00:00:00.000","5 to 19","84","1619"
"2020-05-25T00:00:00.000","55 to 64","168","6637"
"2020-05-25T00:00:00.000","65 to 74","103","3774"
"2020-05-25T00:00:00.000","75 to 84","59","1939"
"2020-05-25T00:00:00.000","85 +","71","1516"
"2020-05-25T00:00:00.000","< 1","4","113"
"2020-05-26T00:00:00.000","1 to 4","4","218"
"2020-05-26T00:00:00.000","20 to 24","67","2056"
"2020-05-26T00:00:00.000","25 to 34","186","5815"
"2020-05-26T00:00:00.000","35 to 44","172","5713"
"2020-05-26T00:00:00.000","45 to 54","189","6570"
"2020-05-26T00:00:00.000","5 to 19","56","1524"
"2020-05-26T00:00:00.000","55 to 64","213","7424"
"2020-05-26T00:00:00.000","65 to 74","110","4202"
"2020-05-26T00:00:00.000","75 to 84","57","2165"
"2020-05-26T00:00:00.000","85 +","71","1598"
"2020-05-26T00:00:00.000","< 1","4","131"
"2020-05-27T00:00:00.000","1 to 4","6","311"
"2020-05-27T00:00:00.000","20 to 24","131","3711"
"2020-05-27T00:00:00.000","25 to 34","287","10697"
"2020-05-27T00:00:00.000","35 to 44","272","10258"
"2020-05-27T00:00:00.000","45 to 54","308","11621"
"2020-05-27T00:00:00.000","5 to 19","91","2787"
"2020-05-27T00:00:00.000","55 to 64","336","12933"
"2020-05-27T00:00:00.000","65 to 74","152","7052"
"2020-05-27T00:00:00.000","75 to 84","89","3352"
"2020-05-27T00:00:00.000","85 +","87","2308"
"2020-05-27T00:00:00.000","< 1","9","215"
"2020-05-28T00:00:00.000","1 to 4","9","312"
"2020-05-28T00:00:00.000","20 to 24","95","3784"
"2020-05-28T00:00:00.000","25 to 34","255","11116"
"2020-05-28T00:00:00.000","35 to 44","216","10699"
"2020-05-28T00:00:00.000","45 to 54","255","12146"
"2020-05-28T00:00:00.000","5 to 19","85","2572"
"2020-05-28T00:00:00.000","55 to 64","273","13525"
"2020-05-28T00:00:00.000","65 to 74","144","6729"
"2020-05-28T00:00:00.000","75 to 84","94","3400"
"2020-05-28T00:00:00.000","85 +","122","2809"
"2020-05-28T00:00:00.000","< 1","3","249"
"2020-05-29T00:00:00.000","1 to 4","10","302"
"2020-05-29T00:00:00.000","20 to 24","104","3551"
"2020-05-29T00:00:00.000","25 to 34","204","10040"
"2020-05-29T00:00:00.000","35 to 44","188","9598"
"2020-05-29T00:00:00.000","45 to 54","233","11144"
"2020-05-29T00:00:00.000","5 to 19","77","2267"
"2020-05-29T00:00:00.000","55 to 64","243","12191"
"2020-05-29T00:00:00.000","65 to 74","119","5873"
"2020-05-29T00:00:00.000","75 to 84","97","3151"
"2020-05-29T00:00:00.000","85 +","97","2932"
"2020-05-29T00:00:00.000","< 1","4","202"
"2020-05-30T00:00:00.000","1 to 4","6","270"
"2020-05-30T00:00:00.000","20 to 24","76","3376"
"2020-05-30T00:00:00.000","25 to 34","166","9387"
"2020-05-30T00:00:00.000","35 to 44","138","8954"
"2020-05-30T00:00:00.000","45 to 54","164","10343"
"2020-05-30T00:00:00.000","5 to 19","52","2179"
"2020-05-30T00:00:00.000","55 to 64","183","11520"
"2020-05-30T00:00:00.000","65 to 74","137","5905"
"2020-05-30T00:00:00.000","75 to 84","85","3275"
"2020-05-30T00:00:00.000","85 +","101","3084"
"2020-05-30T00:00:00.000","< 1","2","151"
"2020-05-31T00:00:00.000","1 to 4","5","266"
"2020-05-31T00:00:00.000","20 to 24","56","2851"
"2020-05-31T00:00:00.000","25 to 34","160","7718"
"2020-05-31T00:00:00.000","35 to 44","149","7792"
"2020-05-31T00:00:00.000","45 to 54","137","8984"
"2020-05-31T00:00:00.000","5 to 19","64","1821"
"2020-05-31T00:00:00.000","55 to 64","171","10054"
"2020-05-31T00:00:00.000","65 to 74","88","5455"
"2020-05-31T00:00:00.000","75 to 84","51","2736"
"2020-05-31T00:00:00.000","85 +","60","2158"
"2020-05-31T00:00:00.000","< 1","0","117"
"2020-06-01T00:00:00.000","1 to 4","10","316"
"2020-06-01T00:00:00.000","20 to 24","97","3028"
"2020-06-01T00:00:00.000","25 to 34","222","8609"
"2020-06-01T00:00:00.000","35 to 44","213","8141"
"2020-06-01T00:00:00.000","45 to 54","205","9660"
"2020-06-01T00:00:00.000","5 to 19","73","2125"
"2020-06-01T00:00:00.000","55 to 64","196","10670"
"2020-06-01T00:00:00.000","65 to 74","146","6050"
"2020-06-01T00:00:00.000","75 to 84","76","3106"
"2020-06-01T00:00:00.000","85 +","83","2175"
"2020-06-01T00:00:00.000","< 1","8","174"
"2020-06-02T00:00:00.000","1 to 4","5","369"
"2020-06-02T00:00:00.000","20 to 24","91","3708"
"2020-06-02T00:00:00.000","25 to 34","151","9532"
"2020-06-02T00:00:00.000","35 to 44","143","9113"
"2020-06-02T00:00:00.000","45 to 54","161","10727"
"2020-06-02T00:00:00.000","5 to 19","51","2382"
"2020-06-02T00:00:00.000","55 to 64","188","11855"
"2020-06-02T00:00:00.000","65 to 74","99","6794"
