"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","studentgrouptype","studentgroup","gradelevel","testadministration","testsubject","suppression","count_of_students_expected","countmetstandard","count_of_students_expected_to_test_including_previously_passed","percentmetstandard","percentlevel1","percentlevel2","percentlevel3","percentlevel4","percentmettestedonly","percent_no_score","dataasof"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","All Grades","MSPHSPE","Science","None","157819","103725","157836","65.7%","0.1241422135484","0.1916752735728","0.3784968856728","0.2786356522345","0.6754021491370","0.0270499749713","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","All Grades","SBAC","ELA","None","506256","336589","562787","59.8%","0.1967877911570","0.2105179987990","0.3064299484845","0.2467644827913","0.5759440956362","0.0394997787680","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","All Grades","SBAC","Math","None","558899","263998","559507","47.2%","0.2163825664386","0.2387014469519","0.2277245083637","0.2435413196302","0.5087341811270","0.0736501586154","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","All Grades","AIM","ELA","None","5267","1801","5267","34.2%","0.1828365293335","0.4382001139168","0.2623884564268","0.0795519270932","0.3550867507886","0.0370229732295","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","All Grades","AIM","Math","None","5187","2069","5208","39.7%","0.1725467514941","0.4004241372662","0.2567958357432","0.1380374011952","0.4079681274900","0.0321958743011","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","All Grades","AIM","Science","None","1421","526","1421","37.0%","0.1604503870513","0.4461646727656","0.2962702322308","0.0738916256157","0.3789625360230","0.0232230823363","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","All Grades","EOC","Biology","None","61960","56841","81167","70.0%","0.0646546158812","0.2116849580374","0.3138315041962","0.2935603615235","0.6873036744831","0.1162685603615","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","All Grades","MSPHSPE","Science","None","157715","96296","157715","61.1%","0.1314523032051","0.2317851821323","0.3421868560377","0.2683828424690","0.6269923950411","0.0261928161557","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","All Grades","SBAC","ELA","None","548448","277571","548448","50.6%","0.1939801038567","0.2080306610654","0.2916447867436","0.2144578884415","0.5573121736040","0.0918865598926","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","All Grades","SBAC","Math","None","548599","243024","548599","44.3%","0.2174192807496","0.2397543560961","0.2213365317836","0.2216537033425","0.4921217668464","0.0998361280279","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","KG","ELPA","ELPA","None","17244","1263","17244","7.3%","0.1617374159127","0.7505799118533","0.0732428670842","0.0000000000000","0.0743159752868","0.0144398051496","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","KG","WIDA","WIDA","<2%","NULL","NULL","NULL","<2%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","KG","ELPA","ELPA","None","17578","1122","17578","6.4%","0.1765274775287","0.7449652975310","0.0638297872340","0.0000000000000","0.0647806004618","0.0146774377062","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","KG","WIDA","WIDA","<7%","NULL","NULL","NULL","<7%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","KG","ELPA","ELPA","None","17958","1145","17958","6.4%","0.1977948546608","0.7313175186546","0.0637598841741","0.0000000000000","0.0642176107683","0.0071277425103","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"All","All Students","KG","ELPA","ELPA","None","17683","1056","17683","6.0%","0.1877509472374","0.7430865803313","0.0597183735791","0.0000000000000","0.0602877369262","0.0094440988520","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","01","ELPA","ELPA","None","17075","2417","17075","14.2%","0.0853879941434","0.7633967789165","0.1415519765739","0.0000000000000","0.1429331756357","0.0096632503660","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","01","WIDA","WIDA","<2%","NULL","NULL","NULL","<2%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","01","ELPA","ELPA","None","17194","2628","17194","15.3%","0.0809003140630","0.7568919390485","0.1528440153541","0.0000000000000","0.1542887336347","0.0093637315342","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","01","WIDA","WIDA","<3%","NULL","NULL","NULL","<3%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","01","ELPA","ELPA","None","17317","2148","17317","12.4%","0.0939539181151","0.7747300340705","0.1240399607322","0.0000000000000","0.1249491012739","0.0072760870820","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","01","ELPA","ELPA","None","17008","1735","17008","10.2%","0.1046566321730","0.7853951081843","0.1020108184383","0.0000000000000","0.1028270017187","0.0079374412041","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","02","ELPA","ELPA","None","15023","3535","15023","23.5%","0.0549157957798","0.7011915063569","0.2353058643413","0.0000000000000","0.2373438968712","0.0085868335219","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","02","WIDA","WIDA","<2%","NULL","NULL","NULL","<2%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","02","ELPA","ELPA","None","15734","4081","15734","25.9%","0.0610143637981","0.6691877462819","0.2593746027710","0.0000000000000","0.2621066152858","0.0104232871488","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","02","WIDA","WIDA","<4%","NULL","NULL","NULL","<4%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","02","ELPA","ELPA","None","16000","3774","16000","23.6%","0.0638750000000","0.6923750000000","0.2358750000000","0.0000000000000","0.2377472596699","0.0078750000000","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","02","ELPA","ELPA","None","15646","3156","15646","20.2%","0.0763134347437","0.7112360986833","0.2017128978652","0.0000000000000","0.2039023129603","0.0107375687076","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","AIM","ELA","None","167","86","167","51.5%","0.1437125748502","0.3413173652694","0.3293413173652","0.1856287425149","0.5149700598802","0.0000000000000","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","AIM","Math","None","167","91","167","54.5%","0.1317365269461","0.3233532934131","0.3113772455089","0.2335329341317","0.5449101796407","0.0000000000000","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","ELPA","ELPA","None","12139","2253","12139","18.6%","0.0475327456956","0.7567344921327","0.1856001318065","0.0000000000000","0.1875000000000","0.0101326303649","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","SBAC","ELA","None","11708","2042","11708","17.4%","0.5215237444482","0.2937307823710","0.1307652886914","0.0436453706867","0.1762319841201","0.0103348138025","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","SBAC","Math","None","11825","3144","11825","26.6%","0.4512473572938","0.2733192389006","0.2000000000000","0.0658773784355","0.2684426229508","0.0095560253699","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","WIDA","WIDA","<2%","NULL","NULL","NULL","<2%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","AIM","ELA","None","180","103","182","56.6%","0.1722222222222","0.2666666666666","0.3444444444444","0.2166666666666","0.5611111111111","0.0000000000000","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","AIM","Math","None","173","90","175","51.4%","0.1560693641618","0.3352601156069","0.2601156069364","0.2485549132947","0.5086705202312","0.0000000000000","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","ELPA","ELPA","None","12791","2112","12791","16.5%","0.0547259792041","0.7703072472832","0.1651160972558","0.0000000000000","0.1667587840505","0.0098506762567","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","SBAC","ELA","None","12230","2270","12230","18.6%","0.4958299264104","0.3124284546197","0.1365494685200","0.0490596892886","0.1867544220485","0.0061324611610","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","SBAC","Math","None","12350","3413","12350","27.6%","0.4363562753036","0.2789473684210","0.2059109311740","0.0704453441295","0.2786804931820","0.0083400809716","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","WIDA","WIDA","<3%","NULL","NULL","NULL","<3%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","AIM","ELA","None","141","82","141","58.2%","0.1276595744680","0.2836879432624","0.2907801418439","0.2907801418439","0.5857142857142","0.0070921985815","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","AIM","Math","None","136","83","136","61.0%","0.0955882352941","0.2794117647058","0.2941176470588","0.3161764705882","0.6194029850746","0.0147058823529","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","ELPA","ELPA","None","13346","2662","13346","19.9%","0.0559718267645","0.7354263449722","0.1994605125131","0.0000000000000","0.2013006654567","0.0091413157500","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","SBAC","ELA","None","12689","2114","12689","16.7%","0.5405469304121","0.2836314918433","0.1275120182835","0.0390889747024","0.1681514476614","0.0092205847584","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","SBAC","Math","None","12862","3735","12862","29.0%","0.4185974187529","0.2819934691338","0.2211942155185","0.0691960814803","0.2930331084261","0.0090188151142","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","AIM","ELA","None","126","88","126","69.8%","0.1190476190476","0.1825396825396","0.2777777777777","0.4206349206349","0.6984126984126","0.0000000000000","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","AIM","Math","None","128","83","128","64.8%","0.0859375000000","0.2656250000000","0.2343750000000","0.4140625000000","0.6484375000000","0.0000000000000","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","ELPA","ELPA","None","13485","2672","13485","19.8%","0.0556915090841","0.7368928439006","0.1981460882461","0.0000000000000","0.2000000000000","0.0092695587690","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","SBAC","ELA","None","12909","2624","12909","20.3%","0.4828414284607","0.3073049810209","0.1485010457820","0.0547679913238","0.2046163443543","0.0065845534123","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","SBAC","Math","None","13045","4062","13045","31.1%","0.3778459179762","0.3037945573016","0.2307397470295","0.0806439248754","0.3135710977304","0.0069758528171","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","AIM","ELA","None","75","42","75","56.0%","0.1066666666666","0.3066666666666","0.3466666666666","0.2133333333333","0.5753424657534","0.0266666666666","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","AIM","Math","None","75","38","75","50.7%","0.1066666666666","0.3600000000000","0.2666666666666","0.2400000000000","0.5205479452054","0.0266666666666","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","SBAC","ELA","None","12208","2308","12208","18.9%","0.4869757536041","0.3135648754914","0.1463794233289","0.0426769331585","0.1910437877659","0.0104030144167","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","03","SBAC","Math","None","12300","3498","12300","28.4%","0.4004065040650","0.3058536585365","0.2217073170731","0.0626829268292","0.2870742716454","0.0093495934959","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","AIM","ELA","None","195","101","195","51.8%","0.1897435897435","0.2820512820512","0.3794871794871","0.1384615384615","0.5233160621761","0.0102564102564","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","AIM","Math","None","194","103","194","53.1%","0.1649484536082","0.2989690721649","0.3608247422680","0.1701030927835","0.5336787564766","0.0051546391752","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","ELPA","ELPA","None","11145","2418","11145","21.7%","0.0701659937191","0.7032750112157","0.2169582772543","0.0000000000000","0.2190614241710","0.0096007178106","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","SBAC","ELA","None","10725","1658","10725","15.5%","0.6114685314685","0.2241491841491","0.1236363636363","0.0309557109557","0.1561205273069","0.0097902097902","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","SBAC","Math","None","10820","2064","10820","19.1%","0.4486136783733","0.3515711645101","0.1449168207024","0.0458410351201","0.1925013989927","0.0090573012939","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","WIDA","WIDA","<2%","NULL","NULL","NULL","<2%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","AIM","ELA","None","168","80","168","47.6%","0.1845238095238","0.3392857142857","0.3630952380952","0.1130952380952","0.4761904761904","0.0000000000000","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","AIM","Math","None","168","85","168","50.6%","0.1726190476190","0.3214285714285","0.3273809523809","0.1785714285714","0.5059523809523","0.0000000000000","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","ELPA","ELPA","None","11268","2527","11268","22.4%","0.0726837060702","0.6890308839190","0.2242634007809","0.0000000000000","0.2274527452745","0.0140220092296","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","SBAC","ELA","None","10779","1801","10779","16.7%","0.6021894424343","0.2221912978940","0.1321087299378","0.0349754151591","0.1685225039767","0.0085351145746","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","SBAC","Math","None","10864","2173","10864","20.0%","0.4435751104565","0.3475699558173","0.1520618556701","0.0479565537555","0.2018016344725","0.0088365243004","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","WIDA","WIDA","<4%","NULL","NULL","NULL","<4%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","SBAC","Math","None","11010","2293","11010","20.8%","0.4247956403269","0.3594913714804","0.1569482288828","0.0513169845594","0.2098279648609","0.0074477747502","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","AIM","ELA","None","136","96","136","70.6%","0.0882352941176","0.1911764705882","0.4191176470588","0.2867647058823","0.7164179104477","0.0147058823529","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","AIM","Math","None","138","100","138","72.5%","0.0724637681159","0.1956521739130","0.4202898550724","0.3043478260869","0.7299270072992","0.0072463768115","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","ELPA","ELPA","None","11487","2474","11487","21.5%","0.0731261425959","0.7035779576913","0.2153739009314","0.0000000000000","0.2170937170937","0.0079219987812","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","SBAC","ELA","None","10910","1651","10910","15.1%","0.6140238313473","0.2245646196150","0.1213565536205","0.0299725022914","0.1528703703703","0.0100824931255","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","AIM","ELA","None","100","52","100","52.0%","0.1000000000000","0.3800000000000","0.3400000000000","0.1800000000000","0.5200000000000","0.0000000000000","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","AIM","Math","None","100","48","100","48.0%","0.0900000000000","0.4100000000000","0.2400000000000","0.2400000000000","0.4897959183673","0.0200000000000","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","ELPA","ELPA","None","11638","2680","11638","23.0%","0.0689121842240","0.6907544251589","0.2302801168585","0.0000000000000","0.2326186962937","0.0100532737583","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","SBAC","ELA","None","11080","2244","11080","20.3%","0.5499097472924","0.2426895306859","0.1553249097472","0.0472021660649","0.2035189551968","0.0048736462093","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","SBAC","Math","None","11184","2639","11184","23.6%","0.3645386266094","0.3921673819742","0.1765915593705","0.0593705293276","0.2377049180327","0.0073319027181","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","AIM","ELA","None","88","38","88","43.2%","0.0113636363636","0.5227272727272","0.3181818181818","0.1136363636363","0.4470588235294","0.0340909090909","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","AIM","Math","None","86","53","86","61.6%","0.0116279069767","0.3488372093023","0.3953488372093","0.2209302325581","0.6309523809523","0.0232558139534","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","SBAC","ELA","None","10187","1741","10187","17.1%","0.5728870128595","0.2465887896338","0.1371355649357","0.0337685285167","0.1725641788086","0.0096201040541","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","04","SBAC","Math","None","10268","2262","10268","22.0%","0.3774834437086","0.3927736657576","0.1688741721854","0.0514218932606","0.2223970111100","0.0094468250876","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","AIM","ELA","None","175","86","175","49.1%","0.1828571428571","0.3200000000000","0.3542857142857","0.1371428571428","0.4942528735632","0.0057142857142","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","AIM","Math","None","174","96","174","55.2%","0.1666666666666","0.2701149425287","0.2816091954022","0.2701149425287","0.5581395348837","0.0114942528735","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","AIM","Science","None","166","48","166","28.9%","0.3373493975903","0.3554216867469","0.2409638554216","0.0481927710843","0.2944785276073","0.0180722891566","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","ELPA","ELPA","None","9265","1419","9265","15.3%","0.0854830005396","0.7501349163518","0.1531570426335","0.0000000000000","0.1548957537386","0.0112250404749","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","SBAC","ELA","None","8904","1061","8904","11.9%","0.6346585804132","0.2346136567834","0.1072551662174","0.0119047619047","0.1205544824451","0.0115678346810","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","SBAC","Math","None","8970","995","8970","11.1%","0.6353400222965","0.2431438127090","0.0751393534002","0.0357859531772","0.1121126760563","0.0105908584169","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","WCAS","Science","None","8957","723","8957","8.1%","0.6473149492017","0.2572289829183","0.0736853857318","0.0070336050016","0.0819263456090","0.0147370771463","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","WIDA","WIDA","<2%","NULL","NULL","NULL","<2%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","AIM","ELA","None","143","71","143","49.7%","0.0909090909090","0.3916083916083","0.3706293706293","0.1258741258741","0.5071428571428","0.0209790209790","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","AIM","Math","None","144","90","144","62.5%","0.0972222222222","0.2569444444444","0.3541666666666","0.2708333333333","0.6382978723404","0.0208333333333","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","AIM","Science","None","144","41","144","28.5%","0.3194444444444","0.3611111111111","0.2708333333333","0.0138888888888","0.2949640287769","0.0347222222222","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","ELPA","ELPA","None","9597","1861","9597","19.4%","0.0767948317182","0.7144941127435","0.1939147650307","0.0000000000000","0.1968270756213","0.0147962905074","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","SBAC","ELA","None","9168","1148","9168","12.5%","0.6133289703315","0.2533813263525","0.1142015706806","0.0110165794066","0.1262370793930","0.0080715532286","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","SBAC","Math","None","9229","1167","9229","12.6%","0.6103586520749","0.2551739083324","0.0819157005092","0.0445335355943","0.1274713271436","0.0080182034890","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","WCAS","Science","None","9225","1086","9225","11.8%","0.6121409214092","0.2586449864498","0.1107859078590","0.0069376693766","0.1190920057023","0.0114905149051","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","WIDA","WIDA","<4%","NULL","NULL","NULL","<4%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","AIM","ELA","None","109","63","109","57.8%","0.1100917431192","0.2935779816513","0.4128440366972","0.1651376146788","0.5887850467289","0.0183486238532","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","AIM","Math","None","107","67","107","62.6%","0.0747663551401","0.2803738317757","0.3831775700934","0.2429906542056","0.6380952380952","0.0186915887850","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","AIM","Science","None","101","59","101","58.4%","0.1782178217821","0.2178217821782","0.3861386138613","0.1980198019801","0.5959595959595","0.0198019801980","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","ELPA","ELPA","None","9527","1656","9527","17.4%","0.0865959903432","0.7290857562716","0.1738217697071","0.0000000000000","0.1756656412432","0.0104964836779","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","MSPHSPE","Science","None","9097","1637","9097","18.0%","0.4935693085632","0.3076838518192","0.1513685830493","0.0285808508299","0.1833968182836","0.0187974057381","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","SBAC","ELA","None","9007","1123","9007","12.5%","0.6135228155878","0.2499167314311","0.1131342289330","0.0115465748861","0.1261797752808","0.0118796491617","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","SBAC","Math","None","9097","1074","9097","11.8%","0.6093217544245","0.2620644168407","0.0784874134329","0.0395734857645","0.1193200755471","0.0105529295372","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","AIM","ELA","None","111","73","111","65.8%","0.0720720720720","0.2432432432432","0.4864864864864","0.1711711711711","0.6759259259259","0.0270270270270","2022-02-09T00:00:00.000"
