"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","gender_x","male","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","highly_capable","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_highly_capable","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","dataasof","foster_care","non_foster_care"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"10th Grade","80862","39274","10","41578","1221","5819","3715","15800","705","5547","48055","3779","3301","1849","37256","1569","0","1542","3618","9685","77083","77561","79013","43606","79293","80862","79320","77244","71177","2022-04-22T00:00:00.000","484","80378"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"11th Grade","82733","40168","4","42561","1277","6164","3733","15409","741","5352","50056","3127","3152","2095","36109","1579","0","1973","3579","9502","79606","79581","80638","46624","81154","82733","80760","79154","73231","2022-04-22T00:00:00.000","448","82285"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"12th Grade","86017","41575","7","44435","1362","6546","4219","15580","780","5269","52256","2979","2809","3246","37041","1589","0","5110","3292","10392","83038","83208","82771","48976","84428","86017","80907","82725","75625","2022-04-22T00:00:00.000","390","85627"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"1st Grade","83803","40986","10","42807","1122","5766","3460","20156","826","7541","44931","16390","606","2446","45326","1781","0","1169","1205","10120","67413","83197","81357","38477","82022","83803","82634","82598","73683","2022-04-22T00:00:00.000","125","83678"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"2nd Grade","83552","40537","6","43009","1084","5715","3604","19912","837","7360","45040","14706","1447","2464","44961","1901","0","1105","1571","11302","68846","82105","81088","38591","81651","83552","82447","81981","72250","2022-04-22T00:00:00.000","121","83431"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"3rd Grade","81107","39355","4","41748","1095","5596","3575","19013","784","6777","44267","12462","2574","2244","43160","1814","0","1007","1940","11981","68645","78533","78863","37947","79293","81107","80100","79167","69126","2022-04-22T00:00:00.000","170","80937"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"4th Grade","79606","38747","3","40856","1095","5889","3414","18221","863","6182","43942","10444","3372","2287","41618","1778","0","942","2151","12057","69162","76234","77319","37988","77828","79606","78664","77455","67549","2022-04-22T00:00:00.000","633","78973"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"5th Grade","79619","38727","3","40889","1188","6067","3513","17608","831","5872","44540","9020","3993","2065","40925","1753","0","888","2606","11883","70599","75626","77554","38694","77866","79619","78731","77013","67736","2022-04-22T00:00:00.000","550","79069"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"6th Grade","78603","38497","3","40103","1251","5966","3422","16858","800","5668","44638","6179","3975","1986","39353","1578","0","824","2794","11297","72424","74628","76617","39250","77025","78603","77779","75809","67306","2022-04-22T00:00:00.000","547","78056"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"7th Grade","78294","38312","2","39980","1167","5887","3467","16583","787","5548","44855","5597","4172","1886","39042","1684","0","872","2989","10430","72697","74122","76408","39252","76610","78294","77422","75305","67864","2022-04-22T00:00:00.000","519","77775"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"8th Grade","80202","38951","11","41240","1250","6000","3528","16849","816","5556","46203","5032","3997","1863","39240","1708","0","865","3244","10307","75170","76205","78339","40962","78494","80202","79337","76958","69895","2022-04-22T00:00:00.000","530","79672"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"9th Grade","83222","40358","12","42852","1283","6024","3844","16596","881","5860","48731","4440","3536","1948","39501","1679","0","1363","3613","10099","78782","79686","81274","43721","81543","83222","81859","79609","73123","2022-04-22T00:00:00.000","550","82672"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"AllGrades","1082290","524111","89","558090","15804","77671","48357","235148","10622","81873","612804","110789","37152","29271","537818","22338","0","20874","33395","152541","971501","1045138","1053019","544472","1059952","1082290","1061416","1048895","929749","2022-04-22T00:00:00.000","5260","1077030"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Half-day Kindergarten","30634","14753","4","15877","275","1642","1277","5603","177","2851","18809","4748","74","762","12540","450","0","519","213","3566","25886","30560","29872","18094","30184","30634","30115","30421","27068","2022-04-22T00:00:00.000","49","30585"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Kindergarten","50109","24424","6","25679","784","3373","2116","14200","613","4426","24597","11767","144","1613","28998","1202","0","878","509","5904","38342","49965","48496","21111","48907","50109","49231","49600","44205","2022-04-22T00:00:00.000","76","50033"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Pre-Kindergarten","23927","9447","4","14476","350","1217","1470","6760","181","2064","11884","119","0","517","12748","273","0","1817","71","14016","23808","23927","23410","11179","23654","23927","22110","23856","9911","2022-04-22T00:00:00.000","68","23859"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","1st Grade","44","21","0","23","3","0","0","20","0","3","18","10","0","3","40","0","0","1","0","8","34","44","41","4","44","44","43","44","36","2022-04-22T00:00:00.000","0","44"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","2nd Grade","66","33","0","33","0","3","0","26","0","1","36","11","0","11","55","1","0","3","2","12","55","66","55","11","65","66","63","64","54","2022-04-22T00:00:00.000","0","66"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","3rd Grade","57","26","0","31","3","0","1","25","0","2","26","14","0","4","52","1","0","1","0","9","43","57","53","5","56","57","56","57","48","2022-04-22T00:00:00.000","0","57"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","4th Grade","45","16","0","29","3","1","0","21","0","1","19","7","1","7","37","1","0","1","0","7","38","44","38","8","44","45","44","45","38","2022-04-22T00:00:00.000","0","44"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","5th Grade","60","31","0","29","2","4","1","21","0","2","30","7","1","3","52","0","0","1","0","16","53","59","57","8","60","60","59","60","44","2022-04-22T00:00:00.000","0","60"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","6th Grade","62","25","0","37","3","1","1","32","0","2","23","8","1","6","50","1","0","3","1","11","54","61","56","12","61","62","59","61","51","2022-04-22T00:00:00.000","0","59"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","AllGrades","431","203","0","228","19","9","4","185","0","14","200","72","3","44","367","4","0","11","3","78","359","428","387","64","427","431","420","428","353","2022-04-22T00:00:00.000","0","427"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Kindergarten","70","35","0","35","5","0","1","33","0","1","30","15","0","10","62","0","0","1","0","13","55","70","60","8","70","70","69","70","57","2022-04-22T00:00:00.000","0","70"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Pre-Kindergarten","27","16","0","11","0","0","0","7","0","2","18","0","0","0","19","0","0","0","0","2","27","27","27","8","27","27","27","27","25","2022-04-22T00:00:00.000","0","27"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","1st Grade","25","12","0","13","0","0","0","2","0","2","21","1","1","3","10","0","0","1","1","2","24","24","22","15","25","25","24","24","23","2022-04-22T00:00:00.000","0","24"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","2nd Grade","21","11","0","10","0","1","0","5","0","1","14","2","0","1","12","0","0","0","0","3","19","21","20","9","21","21","21","21","18","2022-04-22T00:00:00.000","0","21"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","3rd Grade","30","11","0","19","0","0","1","7","0","4","18","2","0","2","12","0","0","1","0","5","28","30","28","18","30","30","29","30","25","2022-04-22T00:00:00.000","0","30"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","4th Grade","21","12","0","9","0","0","0","0","0","1","20","0","1","1","12","0","0","0","0","1","21","20","20","9","21","21","21","21","20","2022-04-22T00:00:00.000","0","21"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","5th Grade","21","13","0","8","1","1","0","4","0","1","14","2","1","1","11","0","0","1","0","2","19","20","20","10","21","21","20","21","19","2022-04-22T00:00:00.000","0","21"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","6th Grade","30","17","0","13","3","1","0","3","0","3","20","0","3","3","13","0","0","1","0","4","30","27","27","17","30","30","29","30","26","2022-04-22T00:00:00.000","0","30"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","AllGrades","190","93","0","97","5","4","2","26","0","20","133","10","6","15","95","0","0","6","1","23","180","184","175","95","190","190","184","189","167","2022-04-22T00:00:00.000","0","188"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Kindergarten","25","11","0","14","1","0","0","4","0","5","15","3","0","2","17","0","0","0","0","5","22","25","23","8","25","25","25","25","20","2022-04-22T00:00:00.000","0","24"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Pre-Kindergarten","17","6","0","11","0","1","1","1","0","3","11","0","0","2","8","0","0","2","0","1","17","17","15","9","17","17","15","17","16","2022-04-22T00:00:00.000","0","17"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","10th Grade","9","2","0","7","1","0","0","1","0","0","7","0","0","0","7","0","0","9","0","1","9","9","9","2","9","9","0","9","8","2022-04-22T00:00:00.000","0","7"
