"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","gender_x","male","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","foster_care","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_foster_care","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","dataasof"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Pre-Kindergarten","28","13","0","15","0","0","0","9","0","5","14","0","0","2","23","1","0","2","0","4","28","28","26","5","27","28","26","28","24","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","1st Grade","22","13","0","9","0","0","0","2","0","0","20","1","0","1","12","0","0","1","0","3","21","22","21","10","22","22","21","22","19","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","2nd Grade","23","13","0","10","1","0","0","2","0","2","18","1","1","1","12","0","0","0","0","5","22","22","22","11","23","23","23","23","18","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","3rd Grade","36","20","0","16","0","1","0","7","0","5","23","0","2","0","17","0","0","1","0","5","36","34","36","19","36","36","35","36","31","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","4th Grade","20","8","0","12","0","1","0","2","0","2","15","0","0","1","7","0","0","0","0","3","20","20","19","13","20","20","20","20","17","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","5th Grade","23","12","0","11","0","0","0","1","0","3","19","0","2","0","13","0","0","2","0","2","23","21","23","10","23","23","21","23","21","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","6th Grade","21","9","0","12","0","2","0","3","0","2","14","1","1","0","10","0","0","0","0","3","20","20","21","11","21","21","21","21","18","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","AllGrades","203","99","0","104","1","5","0","24","0","24","149","4","6","7","100","0","0","5","0","29","199","197","196","103","203","203","198","203","174","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Kindergarten","36","11","0","25","0","1","0","4","0","6","25","1","0","1","16","0","0","1","0","5","35","36","35","20","36","36","35","36","31","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Pre-Kindergarten","22","13","0","9","0","0","0","3","0","4","15","0","0","3","13","0","0","0","0","3","22","22","19","9","22","22","22","22","19","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","10th Grade","6","3","0","3","0","0","0","1","0","1","4","0","0","0","4","0","0","6","0","2","6","6","6","2","6","6","0","6","4","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","11th Grade","9","2","0","7","1","0","1","1","0","0","6","0","1","0","4","0","0","9","0","3","9","8","9","5","9","9","0","9","6","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","12th Grade","2","2","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","2","0","1","2","2","2","1","2","2","0","2","1","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","8th Grade","3","2","0","1","0","0","0","1","0","0","2","0","1","1","2","0","0","3","0","1","3","2","2","1","3","3","0","3","2","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","9th Grade","8","5","0","3","0","0","1","0","0","2","5","0","3","0","5","0","0","8","0","2","8","5","8","3","8","8","0","8","6","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","AllGrades","28","14","0","14","1","0","2","3","0","3","19","0","5","1","16","0","0","28","0","9","28","23","27","12","28","28","0","28","19","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor High School","100869","P","10th Grade","15","7","0","8","0","0","0","2","0","1","12","0","0","3","13","0","0","4","0","1","15","15","12","2","15","15","11","15","14","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor High School","100869","P","11th Grade","27","12","0","15","1","0","0","8","0","2","16","0","0","5","23","1","0","7","0","2","27","27","22","4","26","27","20","27","25","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor High School","100869","P","12th Grade","85","43","0","42","2","0","0","11","0","8","64","0","1","29","63","1","0","31","0","13","85","84","56","22","84","85","54","85","72","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor High School","100869","P","9th Grade","3","3","0","0","0","0","0","1","0","2","0","0","0","0","3","0","0","0","0","2","3","3","3","0","3","3","3","3","1","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor High School","100869","P","AllGrades","130","65","0","65","3","0","0","22","0","13","92","0","1","37","102","2","0","42","0","18","130","129","93","28","128","130","88","130","112","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3154","Hopkins Elementary","100866","P","AllGrades","74","38","0","36","2","1","0","25","0","10","36","0","0","6","30","0","0","11","0","34","74","74","68","44","74","74","63","74","40","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3154","Hopkins Elementary","100866","P","Pre-Kindergarten","74","38","0","36","2","1","0","25","0","10","36","0","0","6","30","0","0","11","0","34","74","74","68","44","74","74","63","74","40","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","10th Grade","259","130","0","129","1","6","2","60","2","27","161","9","1","12","132","9","0","28","7","26","250","258","247","127","250","259","231","252","233","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","11th Grade","231","100","0","131","5","5","3","55","1","18","144","11","3","25","130","4","0","34","5","20","220","228","206","101","227","231","197","226","211","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","12th Grade","228","117","0","111","1","6","0","39","1","23","158","8","0","35","128","8","0","20","8","37","220","228","193","100","220","228","208","220","191","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","8th Grade","7","5","0","2","0","1","0","0","0","0","6","0","0","0","0","0","0","0","0","0","7","7","7","7","7","7","7","7","7","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","9th Grade","257","123","0","134","8","6","1","54","0","18","170","13","3","14","161","7","0","29","5","33","244","254","243","96","250","257","228","252","224","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","AllGrades","982","475","0","507","15","24","6","208","4","86","639","41","7","86","551","28","0","111","25","116","941","975","896","431","954","982","871","957","866","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","1st Grade","50","24","0","26","2","1","0","12","0","2","33","7","0","0","31","3","0","1","0","4","43","50","50","19","47","50","49","50","46","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","2nd Grade","47","25","0","22","2","1","2","8","0","6","28","4","1","2","32","2","0","4","0","5","43","46","45","15","45","47","43","47","42","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","3rd Grade","51","28","0","23","2","0","0","11","0","8","30","5","1","1","24","2","0","0","0","8","46","50","50","27","49","51","51","51","43","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","4th Grade","54","23","0","31","1","1","0","7","0","7","38","3","1","1","32","1","0","0","0","13","51","53","53","22","53","54","54","54","41","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","5th Grade","53","27","0","26","1","2","0","11","0","5","34","2","1","0","28","2","0","3","1","6","51","52","53","25","51","53","50","52","47","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","6th Grade","46","22","0","24","1","1","0","17","0","6","21","8","1","1","30","6","0","3","3","14","38","45","45","16","40","46","43","43","32","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","AllGrades","357","177","0","180","11","6","2","83","0","40","215","40","5","6","214","18","0","13","4","57","317","352","351","143","339","357","344","353","300","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","Kindergarten","56","28","0","28","2","0","0","17","0","6","31","11","0","1","37","2","0","2","0","7","45","56","55","19","54","56","54","56","49","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2305","Miller Junior High","100860","P","7th Grade","261","125","0","136","10","3","3","61","1","22","161","16","4","18","183","9","0","15","2","38","245","257","243","78","252","261","246","259","223","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2305","Miller Junior High","100860","P","8th Grade","231","102","0","129","3","4","0","62","1","14","147","9","1","12","150","12","0","15","2","33","222","230","219","81","219","231","216","229","198","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2305","Miller Junior High","100860","P","AllGrades","492","227","0","265","13","7","3","123","2","36","308","25","5","30","333","21","0","30","4","71","467","487","462","159","471","492","462","488","421","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","1st Grade","38","21","0","17","1","0","0","15","0","3","19","6","0","1","28","3","0","4","0","7","32","38","37","10","35","38","34","38","31","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","2nd Grade","35","21","0","14","1","0","0","9","0","1","24","2","2","1","25","1","0","4","0","6","33","33","34","10","34","35","31","35","29","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","3rd Grade","39","17","0","22","2","0","0","8","0","5","24","2","3","1","31","0","0","1","0","11","37","36","38","8","39","39","38","39","28","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","4th Grade","32","16","0","16","0","1","0","5","1","1","24","4","0","3","24","2","0","2","0","5","28","32","29","8","30","32","30","32","27","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","5th Grade","37","18","0","19","0","0","1","13","0","1","22","2","1","0","24","1","0","4","0","7","35","36","37","13","36","37","33","37","30","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","6th Grade","47","23","0","24","1","0","0","9","0","1","36","2","0","3","33","0","0","4","0","9","45","47","44","14","47","47","43","47","38","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","AllGrades","306","157","0","149","7","1","1","84","1","17","195","24","6","14","226","9","0","28","0","60","282","300","292","80","297","306","278","306","246","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","Kindergarten","48","31","0","17","2","0","0","13","0","2","31","6","0","4","38","2","0","7","0","7","42","48","44","10","46","48","41","48","41","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","Pre-Kindergarten","30","10","0","20","0","0","0","12","0","3","15","0","0","1","23","0","0","2","0","8","30","30","29","7","30","30","28","30","22","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","1st Grade","69","27","0","42","1","1","0","25","0","6","36","16","3","6","61","4","0","5","0","11","53","66","63","8","65","69","64","69","58","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","2nd Grade","74","35","0","39","2","1","0","27","0","11","33","14","2","8","64","5","0","3","0","9","60","72","66","10","69","74","71","74","65","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","3rd Grade","57","35","0","22","1","0","0","18","0","12","26","1","0","5","53","0","0","1","0","13","56","57","52","4","57","57","56","57","44","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","4th Grade","63","31","0","32","3","0","1","19","0","7","33","5","1","9","53","2","0","5","0","13","58","62","54","10","61","63","58","63","50","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","5th Grade","55","25","0","30","1","2","0","20","0","6","26","7","1","4","49","2","0","3","0","9","48","54","51","6","53","55","52","55","46","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","6th Grade","59","33","0","26","1","0","1","15","0","8","34","4","2","6","53","4","0","1","2","8","55","57","53","6","55","59","58","57","51","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","AllGrades","503","253","0","250","12","5","2","170","0","63","251","68","10","54","438","21","0","34","2","81","435","493","449","65","482","503","469","501","422","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","Kindergarten","77","38","0","39","1","1","0","28","0","11","36","21","0","7","65","3","0","10","0","9","56","77","70","12","74","77","67","77","68","2020-05-22T00:00:00.000"
"2011-12","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","Pre-Kindergarten","49","29","0","20","2","0","0","18","0","2","27","0","1","9","40","1","0","6","0","9","49","48","40","9","48","49","43","49","40","2020-05-22T00:00:00.000"
"2011-12","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","1st Grade","34","14","0","20","0","1","0","2","0","1","30","0","0","0","11","0","0","0","0","4","34","34","34","23","34","34","34","34","30","2020-05-22T00:00:00.000"
"2011-12","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","2nd Grade","36","18","0","18","0","1","1","1","0","0","33","0","1","0","12","0","0","0","0","4","36","35","36","24","36","36","36","36","32","2020-05-22T00:00:00.000"
"2011-12","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","3rd Grade","50","25","0","25","0","0","0","2","0","1","47","0","0","0","17","0","0","2","0","4","50","50","50","33","50","50","48","50","46","2020-05-22T00:00:00.000"
"2011-12","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","4th Grade","43","22","0","21","0","0","1","2","0","0","40","0","0","0","23","0","0","1","0","6","43","43","43","20","43","43","42","43","37","2020-05-22T00:00:00.000"
"2011-12","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","5th Grade","47","20","0","27","0","0","0","2","0","0","45","0","0","0","15","0","0","0","0","4","47","47","47","32","47","47","47","47","43","2020-05-22T00:00:00.000"
"2011-12","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","AllGrades","259","129","0","130","0","3","2","13","0","2","239","0","1","0","95","0","0","4","0","30","259","258","259","164","259","259","255","259","229","2020-05-22T00:00:00.000"
"2011-12","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","Kindergarten","45","29","0","16","0","1","0","4","0","0","40","0","0","0","17","0","0","1","0","4","45","45","45","28","45","45","44","45","41","2020-05-22T00:00:00.000"
"2011-12","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","Pre-Kindergarten","4","1","0","3","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","4","4","4","4","4","4","4","4","4","0","2020-05-22T00:00:00.000"
"2011-12","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2441","Adna Middle/High School","101835","P","10th Grade","43","13","0","30","0","0","0","1","0","1","41","0","0","0","11","0","0","0","5","4","43","43","43","32","43","43","43","38","39","2020-05-22T00:00:00.000"
"2011-12","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2441","Adna Middle/High School","101835","P","11th Grade","45","20","0","25","0","5","0","2","0","0","38","0","0","1","15","0","0","2","2","3","45","45","44","30","45","45","43","43","42","2020-05-22T00:00:00.000"
"2011-12","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2441","Adna Middle/High School","101835","P","12th Grade","57","21","0","36","0","0","0","2","0","0","55","0","0","2","14","0","0","4","0","3","57","57","55","43","57","57","53","57","54","2020-05-22T00:00:00.000"
"2011-12","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2441","Adna Middle/High School","101835","P","6th Grade","49","22","0","27","1","0","0","2","0","3","43","0","0","1","18","0","0","1","2","6","49","49","48","31","49","49","48","47","43","2020-05-22T00:00:00.000"
