"date","county","state","vehicle_primary_use","battery_electric_vehicles_bevs_","plug_in_hybrid_electric_vehicles_phevs_","electric_vehicle_ev_total","non_electric_vehicles","total_vehicles","percent_electric_vehicles"
"2017-01-31T00:00:00.000","Juneau","AK","Passenger","0","1","1","55","56","1.785714285714285714285714286"
"2017-01-31T00:00:00.000","Dale","AL","Passenger","0","1","1","67","68","1.470588235294117647058823529"
"2017-01-31T00:00:00.000","Lee","AL","Passenger","1","0","1","38","39","2.564102564102564102564102564"
"2017-01-31T00:00:00.000","Maricopa","AZ","Passenger","3","1","4","1913","1917","0.2086593635889410537297861242"
"2017-01-31T00:00:00.000","Pima","AZ","Passenger","0","2","2","452","454","0.4405286343612334801762114537"
"2017-01-31T00:00:00.000","Pinal","AZ","Passenger","2","1","3","257","260","1.153846153846153846153846154"
"2017-01-31T00:00:00.000","Yavapai","AZ","Passenger","1","0","1","81","82","1.219512195121951219512195122"
"2017-01-31T00:00:00.000","Alameda","CA","Passenger","6","1","7","389","396","1.767676767676767676767676768"
"2017-01-31T00:00:00.000","Contra Costa","CA","Passenger","1","0","1","706","707","0.1414427157001414427157001414"
"2017-01-31T00:00:00.000","Los Angeles","CA","Passenger","2","1","3","1466","1469","0.2042205582028590878148400272"
"2017-01-31T00:00:00.000","Marin","CA","Passenger","1","0","1","55","56","1.785714285714285714285714286"
"2017-01-31T00:00:00.000","Monterey","CA","Passenger","0","1","1","236","237","0.4219409282700421940928270042"
"2017-01-31T00:00:00.000","Orange","CA","Passenger","2","1","3","690","693","0.4329004329004329004329004329"
"2017-01-31T00:00:00.000","Riverside","CA","Passenger","0","1","1","872","873","0.1145475372279495990836197022"
"2017-01-31T00:00:00.000","San Diego","CA","Passenger","4","3","7","2915","2922","0.2395619438740588637919233402"
"2017-01-31T00:00:00.000","San Mateo","CA","Passenger","0","1","1","179","180","0.5555555555555555555555555556"
"2017-01-31T00:00:00.000","Santa Barbara","CA","Passenger","0","1","1","130","131","0.7633587786259541984732824427"
"2017-01-31T00:00:00.000","Santa Clara","CA","Passenger","5","3","8","453","461","1.735357917570498915401301518"
"2017-01-31T00:00:00.000","Tulare","CA","Passenger","1","0","1","205","206","0.4854368932038834951456310680"
"2017-01-31T00:00:00.000","Ventura","CA","Passenger","0","2","2","392","394","0.5076142131979695431472081218"
"2017-01-31T00:00:00.000","El Paso","CO","Passenger","0","1","1","889","890","0.1123595505617977528089887640"
"2017-01-31T00:00:00.000","Larimer","CO","Passenger","0","1","1","100","101","0.9900990099009900990099009901"
"2017-01-31T00:00:00.000","New London","CT","Passenger","2","1","3","289","292","1.027397260273972602739726027"
"2017-01-31T00:00:00.000","District of Columbia","DC","Passenger","0","3","3","234","237","1.265822784810126582278481013"
"2017-01-31T00:00:00.000","Collier","FL","Passenger","0","1","1","21","22","4.545454545454545454545454545"
"2017-01-31T00:00:00.000","Duval","FL","Passenger","1","1","2","374","376","0.5319148936170212765957446809"
"2017-01-31T00:00:00.000","Manatee","FL","Passenger","1","0","1","56","57","1.754385964912280701754385965"
"2017-01-31T00:00:00.000","Marion","FL","Passenger","1","0","1","26","27","3.703703703703703703703703704"
"2017-01-31T00:00:00.000","Miami-Dade","FL","Passenger","0","1","1","141","142","0.7042253521126760563380281690"
"2017-01-31T00:00:00.000","Okaloosa","FL","Passenger","1","0","1","185","186","0.5376344086021505376344086022"
"2017-01-31T00:00:00.000","Orange","FL","Passenger","0","1","1","157","158","0.6329113924050632911392405063"
"2017-01-31T00:00:00.000","Polk","FL","Passenger","1","0","1","64","65","1.538461538461538461538461538"
"2017-01-31T00:00:00.000","St. Lucie","FL","Passenger","1","0","1","30","31","3.225806451612903225806451613"
"2017-01-31T00:00:00.000","Sumter","FL","Passenger","0","1","1","10","11","9.090909090909090909090909091"
"2017-01-31T00:00:00.000","Volusia","FL","Passenger","0","1","1","48","49","2.040816326530612244897959184"
"2017-01-31T00:00:00.000","Cobb","GA","Passenger","0","1","1","76","77","1.298701298701298701298701299"
"2017-01-31T00:00:00.000","DeKalb","GA","Passenger","1","0","1","90","91","1.098901098901098901098901099"
"2017-01-31T00:00:00.000","Fulton","GA","Passenger","1","2","3","133","136","2.205882352941176470588235294"
"2017-01-31T00:00:00.000","Gwinnett","GA","Passenger","0","1","1","92","93","1.075268817204301075268817204"
"2017-01-31T00:00:00.000","Muscogee","GA","Passenger","0","1","1","269","270","0.3703703703703703703703703704"
"2017-01-31T00:00:00.000","Honolulu","HI","Passenger","4","1","5","663","668","0.7485029940119760479041916168"
"2017-01-31T00:00:00.000","Maui","HI","Passenger","1","0","1","82","83","1.204819277108433734939759036"
"2017-01-31T00:00:00.000","Canyon","ID","Passenger","0","1","1","114","115","0.8695652173913043478260869565"
"2017-01-31T00:00:00.000","Latah","ID","Passenger","0","1","1","141","142","0.7042253521126760563380281690"
"2017-01-31T00:00:00.000","Madison","ID","Passenger","1","0","1","47","48","2.083333333333333333333333333"
"2017-01-31T00:00:00.000","Shoshone","ID","Passenger","0","1","1","99","100","1.00"
"2017-01-31T00:00:00.000","Lake","IL","Passenger","1","0","1","194","195","0.5128205128205128205128205128"
"2017-01-31T00:00:00.000","DeKalb","IN","Passenger","1","0","1","1","2","50.0"
"2017-01-31T00:00:00.000","Hamilton","IN","Passenger","1","0","1","71","72","1.388888888888888888888888889"
"2017-01-31T00:00:00.000","Riley","KS","Passenger","1","0","1","139","140","0.7142857142857142857142857143"
"2017-01-31T00:00:00.000","Hardin","KY","Passenger","0","1","1","127","128","0.7812500"
"2017-01-31T00:00:00.000","Orleans","LA","Passenger","0","1","1","51","52","1.923076923076923076923076923"
"2017-01-31T00:00:00.000","Franklin","MA","Passenger","0","1","1","5","6","16.66666666666666666666666667"
"2017-01-31T00:00:00.000","Middlesex","MA","Passenger","1","0","1","160","161","0.6211180124223602484472049689"
"2017-01-31T00:00:00.000","Nantucket","MA","Passenger","1","0","1","2","3","33.33333333333333333333333333"
"2017-01-31T00:00:00.000","Norfolk","MA","Passenger","1","0","1","38","39","2.564102564102564102564102564"
