"returnyear","verifieddate","species","run","locationname","psc_code","locationcode","processproject","recoverygeartype","psnet_recoverygeartype","baglabel","headnumber","recoverydate","sampletype","tagresult","tagcode","forklength_cm","sex","fishertype","maturity","mark","projectfishnumber","samplecardnumber","samplecardrecordnumber","scalecardnumber","scalecardlinenumber","otolithnumber","broodyear","firstreleasedate","lastreleasedate","releasesite","rearinghatchery","stockname","releaserun","releaseagency","baglabelcomments","fishcomments","releasecomments","releasedtagadclipcnt","releasedtagnoadclipcnt","releaseduntagadclipcnt","releaseduntagnoadclipcnt"
"2013","2013-01-31T00:00:00.000","Chinook",,"PARKER REEF","3M11107  872351","072351","Hatchery Staff (Recov Hatch)","Mar Spt",,"12491","1","2013-01-15T00:00:00.000","Voluntary Sample","Decoded Tag","635369",,,,,"AD Fin Clp",,,,,,,"2009","2010-06-07T00:00:00.000","2010-06-08T00:00:00.000","CASCADE R    03.1411","MARBLEMOUNT HATCHERY","SKAGIT R     03.0176","Spring","WDFW","SAMPLER: MIKE OCONNELL - GLENWOOD SPRINGS. Changed from random sample per sample data.",,,"265931","0","2686","0"
"2013","2013-02-07T00:00:00.000","Chinook",,"POINT NO POINT","3M11309  872382","092382","WDFW Tag Lab","Mar Spt",,"62793","1","2013-01-18T00:00:00.000","Random WDFW Sample","Decoded Tag","210963",,,,,"Undetmd AD",,,,,,,"2010","2011-05-20T00:00:00.000","2011-05-20T00:00:00.000","GROVERS CR HATCHERY","GROVERS CR HATCHERY","GROVERS CR   15.0299","Fall","SUQ",,"HEAD ONLY SAMPLE",,"198276","0","2003","0"
"2013","2013-06-19T00:00:00.000","Chinook",,"MARINE AREA 2","3M32202","02","WDFW Tag Lab","Troll",,"03879","1","2013-06-02T00:00:00.000","Random WDFW Sample","No Tag",,"70",,,,"AD Fin Clp",,"3354","4",,,,,,,,,,,,,,,,,,
"2013","2013-11-20T00:00:00.000","Coho",,"COWLITZ R    26.0002","3F42001  260002 R","260002 R","WDFW Tag Lab","FW Sport",,"33997","1","2013-11-02T00:00:00.000","Random WDFW Sample","No Tag",,"72",,,,"AD Fin Clp",,,,,,,,,,,,,,,,,,,,,
"2013","2013-12-27T00:00:00.000","Chinook","Spring","KENDALL SLU 01.0120D","3F10107  010120DR","010120DR","WDFW Tag Lab","Survey",,"14775","1","2013-08-28T00:00:00.000","Random WDFW Sample","No Tag",,"90","Female",,"Adult","Unmarked",,,,,,"250",,,,,,,,,,,,,,,
"2013","2014-01-08T00:00:00.000","Chinook","Fall","MORSE CR     18.0185","3F10806  180185 R","180185 R","WDFW Tag Lab","Brdstock",,"097411","1","2013-10-09T00:00:00.000","Random WDFW Sample","No Tag",,"82","Male",,"Adult","Unmarked",,,,,,,,,,,,,,,,,,,,,
"2013","2013-03-07T00:00:00.000","Chinook",,"HEIN BANK","3M11107  872211","072211","WDFW Tag Lab","Mar Spt",,"65028","1","2013-02-10T00:00:00.000","Voluntary Sample","Decoded Tag","634769","77",,,,"AD Fin Clp",,,,,,,"2008","2010-04-14T00:00:00.000","2010-04-16T00:00:00.000","CASCADE R    03.1411","MARBLEMOUNT HATCHERY","SKAGIT R     03.0176","Spring","WDFW","Changed from random sample per sample data.",,,"76752","0","0","0"
"2013","2013-03-07T00:00:00.000","Chinook",,"PROTECTION ISLAND","3M11106  872423","062423","WDFW Tag Lab","Mar Spt",,"65023","1","2013-01-18T00:00:00.000","Random WDFW Sample","No Tag",,"59",,,,"AD Fin Clp",,,,,,,,,,,,,,,,,,,,,
"2013","2013-03-07T00:00:00.000","Chinook",,"PROTECTION ISLAND","3M11106  872423","062423","WDFW Tag Lab","Mar Spt",,"65024","1","2013-01-18T00:00:00.000","Random WDFW Sample","Decoded Tag","210915","63",,,,"AD Fin Clp",,,,,,,"2009","2010-05-18T00:00:00.000","2010-05-18T00:00:00.000","GORST CR     15.0216","GORST CR REARING PND","GROVERS CR   15.0299","Fall","SUQ",,,,"85444","0","971928","0"
"2013","2013-03-07T00:00:00.000","Chinook",,"PROTECTION ISLAND","3M11106  872423","062423","WDFW Tag Lab","Mar Spt",,"65025","1","2013-01-19T00:00:00.000","Random WDFW Sample","Decoded Tag","181590","67",,,,"AD Fin Clp",,,,,,,"2010","2011-05-16T00:00:00.000","2011-05-31T00:00:00.000","R-Chilliwack R","H-Chilliwack River H","S-Chilliwack R","Fall","CDFO",,,,"47935","0","0","104499"
"2013","2013-03-07T00:00:00.000","Chinook",,"PROTECTION ISLAND","3M11106  872423","062423","WDFW Tag Lab","Mar Spt",,"65027","1","2013-01-26T00:00:00.000","Random WDFW Sample","Decoded Tag","635469","73",,,,"AD Fin Clp",,,,,,,"2009","2010-05-21T00:00:00.000","2010-06-03T00:00:00.000","EAST SOUND BAY (SAN)","GLENWOOD SPRINGS","MINTER CR    15.0048","Fall","COOP",,,"NO FINAL QC, USED INITIAL FROM TAG SHEET","102131","0","928","0"
"2013","2013-03-07T00:00:00.000","Chinook",,"PORT ANGELES -OUTER","3M11106  872402","062402","WDFW Tag Lab","Mar Spt",,"65287","1","2013-01-04T00:00:00.000","Random WDFW Sample","No Tag",,"60",,,,"AD Fin Clp",,,,,,,,,,,,,,,,,,,,,
"2013","2013-03-07T00:00:00.000","Chinook",,"PORT ANGELES -OUTER","3M11106  872402","062402","WDFW Tag Lab","Mar Spt",,"70154","1","2013-02-01T00:00:00.000","Random WDFW Sample","Decoded Tag","635366","60",,,,"AD Fin Clp",,,,,,,"2009","2010-05-14T00:00:00.000","2010-05-14T00:00:00.000","PURDY CR     16.0005","GEORGE ADAMS HATCHERY","GEORGE ADAMS (PURDY)","Fall","WDFW",,,"BO=MIXED(HxW)","227151","0","0","0"
"2013","2013-03-07T00:00:00.000","Chinook",,"PORT ANGELES -OUTER","3M11106  872402","062402","WDFW Tag Lab","Mar Spt",,"61831","1","2013-01-04T00:00:00.000","Random WDFW Sample","Decoded Tag","181397","55",,,,"AD Fin Clp",,,,,,,"2010","2011-05-17T00:00:00.000","2011-05-20T00:00:00.000","R-Cowichan R","H-Cowichan River H","S-Cowichan R","Fall","CDFO",,,"Late roadpool","57333","0","145","0"
"2013","2013-03-07T00:00:00.000","Chinook",,"PORT ANGELES -OUTER","3M11106  872402","062402","WDFW Tag Lab","Mar Spt",,"70153","1","2013-01-27T00:00:00.000","Random WDFW Sample","Decoded Tag","635291","63",,,,"AD Fin Clp",,,,,,,"2009","2010-05-29T00:00:00.000","2010-05-29T00:00:00.000","FINCH CR     16.0222","HOODSPORT HATCHERY","FINCH CR     16.0222","Fall","WDFW",,,,"201391","0","809","0"
"2013","2013-03-07T00:00:00.000","Chinook",,"PORT ANGELES -OUTER","3M11106  872402","062402","WDFW Tag Lab","Mar Spt",,"65026","1","2013-01-20T00:00:00.000","Random WDFW Sample","No Tag",,"72",,,,"AD Fin Clp",,,,,,,,,,,,,,,,,,,,,
"2013","2013-03-07T00:00:00.000","Chinook",,"WINTER HOLE","3M11106  872557","062557","WDFW Tag Lab","Mar Spt",,"70391","1","2013-01-19T00:00:00.000","Random WDFW Sample","Decoded Tag","635366","61",,,,"AD Fin Clp",,,,,,,"2009","2010-05-14T00:00:00.000","2010-05-14T00:00:00.000","PURDY CR     16.0005","GEORGE ADAMS HATCHERY","GEORGE ADAMS (PURDY)","Fall","WDFW",,,"BO=MIXED(HxW)","227151","0","0","0"
"2013","2013-03-07T00:00:00.000","Chinook",,"WINTER HOLE","3M11106  872557","062557","WDFW Tag Lab","Mar Spt",,"70155","1","2013-02-02T00:00:00.000","Random WDFW Sample","Decoded Tag","210912","65",,,,"AD Fin Clp",,,,,,,"2009","2010-05-16T00:00:00.000","2010-05-16T00:00:00.000","GROVERS CR HATCHERY","GROVERS CR HATCHERY","GROVERS CR   15.0299","Fall","SUQ",,,,"200431","0","1828","0"
"2013","2013-03-12T00:00:00.000","Chinook",,"BIG BEEF C OFF MOUTH","3M11512  872029","122029","WDFW Tag Lab","Mar Spt",,"42065","1","2013-03-03T00:00:00.000","Random WDFW Sample","Decoded Tag","181471","63",,,,"AD Fin Clp",,,,,,,"2010","2011-06-17T00:00:00.000","2011-06-17T00:00:00.000","R-Harrison R","H-Chehalis River H","S-Harrison R","Fall","CDFO",,,,"42182","0","0","0"
