"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","gender_x","male","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","highly_capable","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_highly_capable","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","foster_care","non_foster_care","dataasof"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4573","Pioneer Elementary","102571","P","3rd Grade","98","37","0","61","0","0","1","20","0","12","65","4","2","2","37","0","3","3","4","16","94","96","96","61","98","95","95","94","82","0","97","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4573","Pioneer Elementary","102571","P","4th Grade","98","47","0","51","0","2","2","12","0","10","72","7","6","1","29","2","2","7","4","13","91","92","97","69","96","96","91","94","85","0","98","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4573","Pioneer Elementary","102571","P","5th Grade","99","51","0","48","3","0","0","19","0","7","70","7","3","1","25","3","4","3","1","11","92","96","98","74","96","95","96","98","88","0","99","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4573","Pioneer Elementary","102571","P","AllGrades","577","265","0","312","5","4","4","103","0","60","401","43","12","11","176","8","21","27","9","83","534","565","566","401","569","556","550","568","494","0","575","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4573","Pioneer Elementary","102571","P","Kindergarten","101","39","0","62","1","1","1","18","0","10","70","7","0","2","24","1","4","5","0","15","94","101","99","77","100","97","96","101","86","0","101","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","3124","Post Middle School","102565","P","6th Grade","194","84","0","110","1","2","0","29","2","17","143","16","9","9","80","1","5","10","8","29","178","185","185","114","193","189","184","186","165","0","193","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","3124","Post Middle School","102565","P","7th Grade","214","103","0","111","0","5","0","24","0","23","162","6","10","8","92","3","7","4","9","34","208","204","206","122","211","207","210","205","180","0","214","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","3124","Post Middle School","102565","P","8th Grade","216","85","0","131","3","3","3","21","0","15","171","9","15","9","88","2","3","7","12","29","207","201","207","128","214","213","209","204","187","0","215","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","3124","Post Middle School","102565","P","AllGrades","624","272","0","352","4","10","3","74","2","55","476","31","34","26","260","6","15","21","29","92","593","590","598","364","618","609","603","595","532","0","622","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4154","Presidents Elementary","102566","P","1st Grade","71","33","0","38","1","0","0","9","0","5","56","2","1","1","29","1","0","2","1","11","69","70","70","42","70","71","69","70","60","0","71","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4154","Presidents Elementary","102566","P","2nd Grade","83","33","0","50","1","2","0","9","0","5","66","2","1","4","31","1","2","2","1","11","81","82","79","52","82","81","81","82","72","0","83","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4154","Presidents Elementary","102566","P","3rd Grade","86","40","0","46","2","0","0","9","0","11","64","2","0","3","37","0","0","0","3","9","84","86","83","49","86","86","86","83","77","0","85","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4154","Presidents Elementary","102566","P","4th Grade","92","42","0","50","0","0","0","12","0","8","72","6","1","5","42","3","2","2","3","15","86","91","87","50","89","90","90","89","77","0","91","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4154","Presidents Elementary","102566","P","5th Grade","103","60","0","43","1","0","0","7","0","14","81","3","0","1","37","0","1","3","2","15","100","103","102","66","103","102","100","101","88","0","102","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4154","Presidents Elementary","102566","P","AllGrades","541","256","0","285","6","3","2","60","0","50","420","21","3","20","214","5","6","15","11","97","520","538","521","327","536","535","526","530","444","0","537","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4154","Presidents Elementary","102566","P","Kindergarten","76","42","0","34","0","0","1","9","0","5","61","6","0","4","24","0","1","6","1","6","70","76","72","52","76","75","70","75","70","0","75","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4154","Presidents Elementary","102566","P","Pre-Kindergarten","30","6","0","24","1","1","1","5","0","2","20","0","0","2","14","0","0","0","0","30","30","30","28","16","30","30","30","30","0","0","30","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","1714","Stillaguamish Valley Learning Center","102560","A","1st Grade","6","6","0","0","0","0","0","3","0","0","3","0","0","0","1","0","0","0","0","0","6","6","6","5","6","6","6","6","6","0","6","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","1714","Stillaguamish Valley Learning Center","102560","A","2nd Grade","9","5","0","4","0","0","0","2","0","0","7","0","0","0","2","1","0","2","0","0","9","9","9","7","8","9","7","9","9","0","9","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","1714","Stillaguamish Valley Learning Center","102560","A","3rd Grade","9","4","0","5","0","0","1","0","0","1","7","0","0","0","2","0","0","1","0","1","9","9","9","7","9","9","8","9","8","0","9","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","1714","Stillaguamish Valley Learning Center","102560","A","4th Grade","8","4","0","4","0","0","1","0","0","0","7","2","0","0","2","0","0","0","0","1","6","8","8","6","8","8","8","8","7","0","8","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","1714","Stillaguamish Valley Learning Center","102560","A","5th Grade","10","4","0","6","0","0","0","0","0","0","10","0","0","0","2","0","0","1","0","0","10","10","10","8","10","10","9","10","10","0","10","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","1714","Stillaguamish Valley Learning Center","102560","A","6th Grade","8","4","0","4","0","0","0","1","0","0","7","0","0","0","3","0","0","4","0","0","8","8","8","5","8","8","4","8","8","0","8","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","1714","Stillaguamish Valley Learning Center","102560","A","7th Grade","6","3","0","3","0","0","0","1","0","0","5","0","0","0","2","0","0","0","1","0","6","6","6","4","6","6","6","5","6","0","6","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","1714","Stillaguamish Valley Learning Center","102560","A","8th Grade","4","0","0","4","0","0","0","0","0","0","4","0","0","1","1","0","0","0","0","0","4","4","3","3","4","4","4","4","4","0","4","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","1714","Stillaguamish Valley Learning Center","102560","A","9th Grade","3","2","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3","3","3","3","3","3","3","3","3","0","3","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","1714","Stillaguamish Valley Learning Center","102560","A","AllGrades","72","36","0","36","0","0","2","7","0","1","62","2","0","1","17","1","0","9","1","2","70","72","71","55","71","72","63","71","70","0","72","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","1714","Stillaguamish Valley Learning Center","102560","A","Kindergarten","9","4","0","5","0","0","0","0","0","0","9","0","0","0","2","0","0","1","0","0","9","9","9","7","9","9","8","9","9","0","9","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4287","Weston High School","102567","A","10th Grade","18","9","0","9","0","0","1","1","0","0","16","0","0","2","9","0","0","2","1","1","18","18","16","9","18","18","16","17","17","0","18","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4287","Weston High School","102567","A","11th Grade","48","20","0","28","1","1","1","4","0","2","39","1","1","2","27","0","0","6","7","6","47","47","46","21","48","48","42","41","42","0","48","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4287","Weston High School","102567","A","12th Grade","78","34","0","44","1","1","1","7","0","2","66","1","1","11","35","0","1","18","6","14","77","77","67","43","78","77","60","72","64","0","77","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4287","Weston High School","102567","A","9th Grade","14","9","0","5","0","0","0","1","0","2","11","0","0","0","5","0","1","1","2","4","14","14","14","9","14","13","13","12","10","0","14","2022-04-22T00:00:00.000"
"2017-18","School","Snohomish","Northwest Educational Service District 189","100009","31016","Arlington School District","100014","4287","Weston High School","102567","A","AllGrades","158","72","0","86","2","2","3","13","0","6","132","2","2","15","76","0","2","27","16","25","156","156","143","82","158","156","131","142","133","0","157","2022-04-22T00:00:00.000"
"2017-18","School","Asotin","Educational Service District 123","100007","02420","Asotin-Anatone School District","100015","2507","Asotin Elementary","100354","P","1st Grade","45","18","0","27","0","0","0","2","0","1","42","0","0","0","16","0","3","0","2","11","45","45","45","29","45","42","45","43","34","0","45","2022-04-22T00:00:00.000"
"2017-18","School","Asotin","Educational Service District 123","100007","02420","Asotin-Anatone School District","100015","2507","Asotin Elementary","100354","P","2nd Grade","36","21","0","15","0","1","0","2","0","2","31","0","0","0","14","0","0","0","0","4","36","36","36","22","36","36","36","36","32","0","36","2022-04-22T00:00:00.000"
"2017-18","School","Asotin","Educational Service District 123","100007","02420","Asotin-Anatone School District","100015","2507","Asotin Elementary","100354","P","3rd Grade","38","18","0","20","0","0","0","3","0","3","32","0","2","0","12","0","2","0","1","3","38","36","38","26","38","36","38","37","35","0","38","2022-04-22T00:00:00.000"
"2017-18","School","Asotin","Educational Service District 123","100007","02420","Asotin-Anatone School District","100015","2507","Asotin Elementary","100354","P","4th Grade","56","29","0","27","0","0","0","2","0","2","52","0","4","0","17","0","2","3","1","11","56","52","56","39","56","54","53","55","45","0","56","2022-04-22T00:00:00.000"
"2017-18","School","Asotin","Educational Service District 123","100007","02420","Asotin-Anatone School District","100015","2507","Asotin Elementary","100354","P","5th Grade","43","22","0","21","1","1","0","4","0","3","34","0","5","0","16","0","2","0","0","6","43","38","43","27","43","41","43","43","37","0","43","2022-04-22T00:00:00.000"
"2017-18","School","Asotin","Educational Service District 123","100007","02420","Asotin-Anatone School District","100015","2507","Asotin Elementary","100354","P","AllGrades","294","147","0","147","1","4","0","16","0","14","259","0","11","0","99","0","10","5","4","51","294","283","294","195","294","284","289","290","243","0","294","2022-04-22T00:00:00.000"
"2017-18","School","Asotin","Educational Service District 123","100007","02420","Asotin-Anatone School District","100015","2507","Asotin Elementary","100354","P","Kindergarten","33","19","0","14","0","1","0","1","0","2","29","0","0","0","11","0","1","1","0","3","33","33","33","22","33","32","32","33","30","0","33","2022-04-22T00:00:00.000"
"2017-18","School","Asotin","Educational Service District 123","100007","02420","Asotin-Anatone School District","100015","2507","Asotin Elementary","100354","P","Pre-Kindergarten","43","20","0","23","0","1","0","2","0","1","39","0","0","0","13","0","0","1","0","13","43","43","43","30","43","43","42","43","30","0","43","2022-04-22T00:00:00.000"
"2017-18","School","Asotin","Educational Service District 123","100007","02420","Asotin-Anatone School District","100015","2434","Asotin Jr Sr High","100353","P","10th Grade","48","21","0","27","0","1","0","2","0","1","44","0","3","1","14","0","1","2","1","8","48","45","47","34","48","47","46","47","40","0","48","2022-04-22T00:00:00.000"
"2017-18","School","Asotin","Educational Service District 123","100007","02420","Asotin-Anatone School District","100015","2434","Asotin Jr Sr High","100353","P","11th Grade","63","34","0","29","0","1","0","5","0","4","53","0","4","1","19","0","0","2","4","3","63","59","62","44","63","63","61","59","60","0","62","2022-04-22T00:00:00.000"
"2017-18","School","Asotin","Educational Service District 123","100007","02420","Asotin-Anatone School District","100015","2434","Asotin Jr Sr High","100353","P","12th Grade","48","25","0","23","1","0","0","6","0","3","38","0","1","3","10","0","0","0","5","4","48","47","45","38","48","48","48","43","44","0","47","2022-04-22T00:00:00.000"
"2017-18","School","Asotin","Educational Service District 123","100007","02420","Asotin-Anatone School District","100015","2434","Asotin Jr Sr High","100353","P","6th Grade","45","24","0","21","0","0","1","1","0","3","40","0","3","0","14","0","0","1","2","5","45","42","45","31","45","45","44","43","40","0","45","2022-04-22T00:00:00.000"
"2017-18","School","Asotin","Educational Service District 123","100007","02420","Asotin-Anatone School District","100015","2434","Asotin Jr Sr High","100353","P","7th Grade","51","29","0","22","0","0","0","4","0","2","45","0","1","1","14","0","1","1","1","5","51","50","50","37","51","50","50","50","46","0","51","2022-04-22T00:00:00.000"
"2017-18","School","Asotin","Educational Service District 123","100007","02420","Asotin-Anatone School District","100015","2434","Asotin Jr Sr High","100353","P","8th Grade","61","33","0","28","0","1","0","2","0","5","53","0","5","2","18","0","0","2","1","9","61","56","59","43","61","61","59","60","52","0","61","2022-04-22T00:00:00.000"
"2017-18","School","Asotin","Educational Service District 123","100007","02420","Asotin-Anatone School District","100015","2434","Asotin Jr Sr High","100353","P","9th Grade","49","25","0","24","1","1","0","3","0","2","42","0","3","1","9","0","1","2","4","7","49","46","48","40","49","48","47","45","42","0","49","2022-04-22T00:00:00.000"
"2017-18","School","Asotin","Educational Service District 123","100007","02420","Asotin-Anatone School District","100015","2434","Asotin Jr Sr High","100353","P","AllGrades","365","191","0","174","2","4","1","23","0","20","315","0","20","9","98","0","3","10","18","41","365","345","356","267","365","362","355","347","324","0","363","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3825","Alpac Elementary School","101425","P","1st Grade","110","52","0","58","1","10","2","26","0","20","51","34","0","0","59","0","1","6","3","9","76","110","110","51","110","109","104","107","101","0","109","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3825","Alpac Elementary School","101425","P","2nd Grade","95","48","0","47","0","12","3","27","2","14","37","27","0","2","64","0","2","3","1","16","68","95","93","31","95","93","92","94","79","0","95","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3825","Alpac Elementary School","101425","P","3rd Grade","100","53","0","47","0","15","3","30","1","13","38","23","1","1","60","0","0","6","1","5","77","99","99","40","100","100","94","99","95","0","100","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3825","Alpac Elementary School","101425","P","4th Grade","102","55","0","47","0","14","2","29","3","14","40","17","1","4","69","0","2","8","4","3","85","101","98","33","102","100","94","98","99","0","101","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3825","Alpac Elementary School","101425","P","5th Grade","102","48","0","54","1","12","4","28","3","7","47","23","1","0","65","1","2","3","1","12","79","101","102","37","101","100","99","101","90","0","102","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3825","Alpac Elementary School","101425","P","AllGrades","668","327","0","341","2","75","19","198","10","86","278","158","3","11","388","1","8","37","10","77","510","665","657","280","667","660","631","658","591","0","666","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3825","Alpac Elementary School","101425","P","Kindergarten","112","52","0","60","0","8","5","42","0","14","43","34","0","4","59","0","1","8","0","15","78","112","108","53","112","111","104","112","97","0","112","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3825","Alpac Elementary School","101425","P","Pre-Kindergarten","47","19","0","28","0","4","0","16","1","4","22","0","0","0","12","0","0","3","0","17","47","47","47","35","47","47","44","47","30","0","47","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5082","Arthur Jacobsen Elementary","104336","P","1st Grade","95","39","0","56","0","14","5","28","3","11","34","42","0","0","48","0","1","4","0","10","53","95","95","47","95","94","91","95","85","0","95","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5082","Arthur Jacobsen Elementary","104336","P","2nd Grade","93","41","0","52","0","11","5","20","0","14","43","32","0","1","49","0","1","4","0","5","61","93","92","44","93","92","89","93","88","0","93","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5082","Arthur Jacobsen Elementary","104336","P","3rd Grade","88","42","0","46","0","12","9","21","1","6","39","22","0","0","48","0","0","3","1","7","66","88","88","40","88","88","85","87","81","0","87","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5082","Arthur Jacobsen Elementary","104336","P","4th Grade","108","57","0","51","0","13","8","24","0","8","55","20","0","1","53","0","2","4","1","7","88","108","107","55","108","106","104","107","101","0","108","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5082","Arthur Jacobsen Elementary","104336","P","5th Grade","110","65","0","45","0","18","8","31","0","9","44","12","0","0","54","0","2","3","2","16","98","110","110","56","110","108","107","108","94","0","110","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5082","Arthur Jacobsen Elementary","104336","P","AllGrades","571","276","0","295","0","77","40","148","4","51","251","165","0","2","288","0","6","21","4","52","406","571","569","283","571","565","550","567","519","0","570","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5082","Arthur Jacobsen Elementary","104336","P","Kindergarten","77","32","0","45","0","9","5","24","0","3","36","37","0","0","36","0","0","3","0","7","40","77","77","41","77","77","74","77","70","0","77","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5037","Auburn Mountainview High School","104154","P","10th Grade","392","197","0","195","2","41","44","73","8","33","191","31","12","5","183","0","1","24","18","32","361","380","387","209","392","391","368","374","360","0","392","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5037","Auburn Mountainview High School","104154","P","11th Grade","396","214","0","182","2","45","43","68","3","35","200","37","16","5","172","0","2","18","19","35","359","380","391","224","396","394","378","377","361","0","396","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5037","Auburn Mountainview High School","104154","P","12th Grade","379","205","0","174","2","40","34","54","5","27","217","25","9","9","159","0","0","17","18","24","354","370","370","220","379","379","362","361","355","0","379","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5037","Auburn Mountainview High School","104154","P","9th Grade","393","196","0","197","4","43","38","76","5","26","201","26","21","6","186","0","1","7","17","41","367","372","387","207","393","392","386","376","352","0","393","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","5037","Auburn Mountainview High School","104154","P","AllGrades","1560","812","0","748","10","169","159","271","21","121","809","119","58","25","700","0","4","66","72","132","1441","1502","1535","860","1560","1556","1494","1488","1428","0","1560","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","4474","Auburn Riverside High School","101432","P","10th Grade","431","218","0","213","2","47","19","113","12","29","209","34","25","4","177","0","4","14","19","35","397","406","427","254","431","427","417","412","396","0","431","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","4474","Auburn Riverside High School","101432","P","11th Grade","399","199","0","200","3","38","20","116","13","16","193","40","23","1","171","0","6","25","10","30","359","376","398","228","399","393","374","389","369","0","398","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","4474","Auburn Riverside High School","101432","P","12th Grade","408","208","0","200","0","46","25","93","10","40","194","20","26","4","129","1","3","14","21","27","388","382","404","279","407","405","394","387","381","0","407","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","4474","Auburn Riverside High School","101432","P","9th Grade","405","189","0","216","1","46","19","123","9","28","179","45","15","7","160","0","2","17","9","19","360","390","398","245","405","403","388","396","386","0","404","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","4474","Auburn Riverside High School","101432","P","AllGrades","1643","814","0","829","6","177","83","445","44","113","775","139","89","16","637","1","15","70","59","111","1504","1554","1627","1006","1642","1628","1573","1584","1532","0","1640","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","2795","Auburn Senior High School","101417","P","10th Grade","444","211","0","233","9","24","52","146","30","29","154","79","4","9","289","2","2","31","10","54","365","440","435","155","442","442","413","434","390","0","440","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","2795","Auburn Senior High School","101417","P","11th Grade","508","238","0","270","10","41","44","167","30","40","176","60","3","15","317","2","5","35","28","107","448","505","493","191","506","503","473","480","401","0","507","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","2795","Auburn Senior High School","101417","P","12th Grade","378","179","0","199","6","24","44","112","20","23","149","31","5","16","224","4","3","24","9","38","347","373","362","154","374","375","354","369","340","0","377","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","2795","Auburn Senior High School","101417","P","9th Grade","441","207","0","234","13","37","38","139","21","28","165","74","6","9","273","5","5","38","11","63","367","435","432","168","436","436","403","430","378","0","438","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","2795","Auburn Senior High School","101417","P","AllGrades","1771","835","0","936","38","126","178","564","101","120","644","244","18","49","1103","13","15","128","58","262","1527","1753","1722","668","1758","1756","1643","1713","1509","0","1762","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","2394","Cascade Middle School","101414","P","6th Grade","287","134","0","153","1","19","29","80","12","33","113","41","11","9","191","1","3","19","8","34","246","276","278","96","286","284","268","279","253","0","287","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","2394","Cascade Middle School","101414","P","7th Grade","269","146","0","123","2","22","22","71","13","25","114","41","8","10","165","0","2","13","3","39","228","261","259","104","269","267","256","266","230","0","267","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","2394","Cascade Middle School","101414","P","8th Grade","250","132","0","118","1","24","30","63","17","16","99","34","9","9","153","1","1","15","5","29","216","241","241","97","249","249","235","245","221","0","250","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","2394","Cascade Middle School","101414","P","AllGrades","806","412","0","394","4","65","81","214","42","74","326","116","28","28","509","2","6","47","16","102","690","778","778","297","804","800","759","790","704","0","804","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3439","Chinook Elementary School","101421","P","1st Grade","74","33","0","41","10","2","8","23","3","11","17","30","0","0","51","1","1","7","0","13","44","74","74","23","73","73","67","74","61","0","73","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3439","Chinook Elementary School","101421","P","2nd Grade","95","42","0","53","11","1","5","39","8","12","19","29","0","2","72","1","1","6","0","20","66","95","93","23","94","94","89","95","75","0","95","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3439","Chinook Elementary School","101421","P","3rd Grade","85","38","0","47","8","4","6","33","2","11","21","18","1","1","64","2","1","5","0","20","67","84","84","21","83","84","80","85","65","0","85","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3439","Chinook Elementary School","101421","P","4th Grade","87","42","0","45","13","4","3","34","12","7","14","24","0","3","68","1","1","3","0","17","63","87","84","19","86","86","84","87","70","0","87","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3439","Chinook Elementary School","101421","P","5th Grade","94","49","0","45","16","6","10","37","5","6","14","18","0","2","68","2","1","4","2","10","76","94","92","26","92","93","90","92","84","0","94","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3439","Chinook Elementary School","101421","P","AllGrades","589","281","0","308","69","27","47","227","40","63","116","150","1","10","436","8","5","40","4","112","439","588","579","153","581","584","549","585","477","0","588","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3439","Chinook Elementary School","101421","P","Kindergarten","92","48","0","44","9","3","9","31","8","12","20","31","0","1","70","1","0","7","2","12","61","92","91","22","91","92","85","90","80","0","92","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","3439","Chinook Elementary School","101421","P","Pre-Kindergarten","62","29","0","33","2","7","6","30","2","4","11","0","0","1","43","0","0","8","0","20","62","62","61","19","62","62","54","62","42","0","62","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","2932","Dick Scobee Elementary School","101418","P","1st Grade","85","45","0","40","1","5","7","23","7","13","29","28","0","5","68","0","3","4","5","16","57","85","80","17","85","82","81","80","69","0","84","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","2932","Dick Scobee Elementary School","101418","P","2nd Grade","68","33","0","35","0","3","6","22","2","6","29","17","0","5","49","0","0","8","1","6","51","68","63","19","68","68","60","67","62","0","68","2022-04-22T00:00:00.000"
"2017-18","School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","2932","Dick Scobee Elementary School","101418","P","3rd Grade","94","41","0","53","0","8","11","29","6","10","30","19","0","5","75","0","0","5","2","19","75","94","89","19","94","94","89","92","75","0","93","2022-04-22T00:00:00.000"
