"schoolyear","esd","county","districtcode","district","schoolcode","school","subgroup","readingproficiency","readingtargetproficiency","readingmetproficiency","mathproficiency","mathtargetproficiency","mathmetproficiency","readingmetparticipation","mathmetparticipation","otherindicatormet","title_i"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4573","Pioneer Elementary","All","81.4","75.4","On/Above","63","66.3","Below","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4573","Pioneer Elementary","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4573","Pioneer Elementary","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4573","Pioneer Elementary","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4573","Pioneer Elementary","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4573","Pioneer Elementary","Hispanic","73.3","67.5","On/Above","50","46.8","On/Above","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4573","Pioneer Elementary","White","82.5","77.6","On/Above","66.3","69.9","Below","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4573","Pioneer Elementary","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4573","Pioneer Elementary","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4573","Pioneer Elementary","Special Education","45.2","26.2","On/Above","41.9","36.3","On/Above","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4573","Pioneer Elementary","Low Income","67.2","60.5","On/Above","46.3","50.6","Below","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","3124","Post Middle School","All","81.3","73.2","On/Above","65.4","59.2","On/Above","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","3124","Post Middle School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","3124","Post Middle School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","3124","Post Middle School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","3124","Post Middle School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","3124","Post Middle School","Hispanic","71.1","71.6","Below","55.6","47.6","On/Above","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","3124","Post Middle School","White","82.4","74.2","On/Above","67.1","60.6","On/Above","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","3124","Post Middle School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","3124","Post Middle School","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","3124","Post Middle School","Special Education","37.7","30.8","On/Above*","19.5","17.8","On/Above*","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","3124","Post Middle School","Low Income","71.6","63.4","On/Above","53.5","50","On/Above","On/Above","On/Above","On/Above",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4154","Presidents Elementary","All","67.9","70.3","Below","63.8","51.6","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4154","Presidents Elementary","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4154","Presidents Elementary","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4154","Presidents Elementary","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4154","Presidents Elementary","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4154","Presidents Elementary","Hispanic","72","68.1","On/Above","72","64.1","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4154","Presidents Elementary","White","68.2","71.3","Below","63.2","51.4","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4154","Presidents Elementary","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4154","Presidents Elementary","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4154","Presidents Elementary","Special Education","27.8","25.8","On/Above*","35.2","28","On/Above*","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4154","Presidents Elementary","Low Income","65.9","61.3","On/Above","62.6","44.8","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","1714","Stillaguamish School","All","55.4","60.2","Below","31.4","38.9","Below","On/Above","On/Above","Below",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","1714","Stillaguamish School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","Below",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","1714","Stillaguamish School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","Below",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","1714","Stillaguamish School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","Below",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","1714","Stillaguamish School","Black",,,"No Students",,,"No Students","N<Required","N<Required","Below",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","1714","Stillaguamish School","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","Below",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","1714","Stillaguamish School","White","60","61.7","Below","33.7","41.2","Below","On/Above","On/Above","Below",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","1714","Stillaguamish School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","Below",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","1714","Stillaguamish School","Limited English",,,"No Students",,,"No Students","No Students","No Students","Below",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","1714","Stillaguamish School","Special Education",,,"N<Required",,,"N<Required","N<Required","N<Required","Below",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","1714","Stillaguamish School","Low Income","43.8","52.6","Below","25","33.6","Below","On/Above","On/Above","Below",
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4287","Weston High School","All",,,"N<Required",,,"N<Required","Below","Below","Below","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4287","Weston High School","American Indian",,,"No Students",,,"No Students","No Students","No Students","Below","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4287","Weston High School","Asian",,,"No Students",,,"No Students","No Students","No Students","Below","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4287","Weston High School","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","Below","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4287","Weston High School","Black",,,"No Students",,,"No Students","No Students","No Students","Below","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4287","Weston High School","Hispanic",,,"No Students",,,"No Students","N<Required","N<Required","Below","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4287","Weston High School","White",,,"N<Required",,,"N<Required","Below","On/Above","Below","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4287","Weston High School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","Below","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4287","Weston High School","Limited English",,,"No Students",,,"No Students","N<Required","N<Required","Below","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4287","Weston High School","Special Education",,,"No Students",,,"No Students","N<Required","N<Required","Below","true"
"2011-12","Northwest Educational Service District 189","Snohomish","31016","Arlington School District","4287","Weston High School","Low Income",,,"N<Required",,,"N<Required","N<Required","N<Required","Below","true"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2507","Asotin Elementary","All","76.3","69.6","On/Above","72.6","65.6","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2507","Asotin Elementary","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2507","Asotin Elementary","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2507","Asotin Elementary","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2507","Asotin Elementary","Black",,,"No Students",,,"No Students","No Students","No Students","On/Above","true"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2507","Asotin Elementary","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2507","Asotin Elementary","White","78.9","71.4","On/Above","73.3","68.5","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2507","Asotin Elementary","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2507","Asotin Elementary","Limited English",,,"No Students",,,"No Students","N<Required","N<Required","On/Above","true"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2507","Asotin Elementary","Special Education","43.6","41.9","On/Above*","27.6","45","Below","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2507","Asotin Elementary","Low Income","66.2","60.5","On/Above","53.8","54.2","Below","On/Above","On/Above","On/Above","true"
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2434","Asotin Jr Sr High","All","78.4","70.4","On/Above","66.4","61.5","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2434","Asotin Jr Sr High","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2434","Asotin Jr Sr High","Asian",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2434","Asotin Jr Sr High","Pacific Islander",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2434","Asotin Jr Sr High","Black",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2434","Asotin Jr Sr High","Hispanic",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2434","Asotin Jr Sr High","White","77.6","72.4","On/Above","66.4","65.4","On/Above","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2434","Asotin Jr Sr High","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2434","Asotin Jr Sr High","Limited English",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2434","Asotin Jr Sr High","Special Education",,,"N<Required",,,"N<Required","On/Above","On/Above","On/Above",
"2011-12","Educational Service District 123","Asotin","2420","Asotin-Anatone School District","2434","Asotin Jr Sr High","Low Income","77.6","58.2","On/Above","63.3","48.2","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3825","Alpac Elementary School","All","75.2","77.1","Below","73.6","72.3","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3825","Alpac Elementary School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3825","Alpac Elementary School","Asian","78.3","90.8","Below","91.3","90.8","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3825","Alpac Elementary School","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3825","Alpac Elementary School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3825","Alpac Elementary School","Hispanic","70.8","70.7","On/Above","66.7","59.7","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3825","Alpac Elementary School","White","79.4","78.7","On/Above","76.2","74.7","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3825","Alpac Elementary School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3825","Alpac Elementary School","Limited English","64.1","46.3","On/Above*","40","33.6","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3825","Alpac Elementary School","Special Education",,,"N<Required",,,"N<Required","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3825","Alpac Elementary School","Low Income","73.6","69.8","On/Above","69.9","68","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5082","Arthur Jacobsen Elementary","All","77.7","76.3","On/Above","68.7","72.1","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5082","Arthur Jacobsen Elementary","American Indian",,,"No Students",,,"No Students","No Students","No Students","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5082","Arthur Jacobsen Elementary","Asian","85.7","78.7","On/Above","65.7","72.3","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5082","Arthur Jacobsen Elementary","Pacific Islander",,,"No Students",,,"No Students","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5082","Arthur Jacobsen Elementary","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5082","Arthur Jacobsen Elementary","Hispanic","65.4","57.7","On/Above","61.5","61.2","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5082","Arthur Jacobsen Elementary","White","82.6","80.9","On/Above","76.1","80.9","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5082","Arthur Jacobsen Elementary","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5082","Arthur Jacobsen Elementary","Limited English",,"31.3","N<Required",,"26.7","N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5082","Arthur Jacobsen Elementary","Special Education",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5082","Arthur Jacobsen Elementary","Low Income","74.2","69.4","On/Above","59.8","59.3","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5037","Auburn Mountainview High School","All","83.1","85.5","Below","77.1","66.3","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5037","Auburn Mountainview High School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5037","Auburn Mountainview High School","Asian","88.5","83","On/Above","88.5","81.7","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5037","Auburn Mountainview High School","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5037","Auburn Mountainview High School","Black",,"57.7","N<Required",,"29.5","N<Required","Below","Below","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5037","Auburn Mountainview High School","Hispanic","60","85.5","Below","51.3","48.6","On/Above","Below","Below","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5037","Auburn Mountainview High School","White","89.8","90","On/Above","82.8","73.2","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5037","Auburn Mountainview High School","Two or More Races",,,"N<Required",,,"N<Required","Below","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5037","Auburn Mountainview High School","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5037","Auburn Mountainview High School","Special Education",,,"N<Required",,,"N<Required","Below","Below","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","5037","Auburn Mountainview High School","Low Income","68.5","79.1","Below","57.9","55.6","On/Above","Below","Below","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4474","Auburn Riverside High School","All","87","83.6","On/Above","79.2","73.7","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4474","Auburn Riverside High School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4474","Auburn Riverside High School","Asian","96.6","90.1","On/Above","95.5","78.3","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4474","Auburn Riverside High School","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4474","Auburn Riverside High School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4474","Auburn Riverside High School","Hispanic","71.4","68.5","On/Above","54.9","61.9","Below","Below","Below","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4474","Auburn Riverside High School","White","91.9","86.9","On/Above","87","76.8","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4474","Auburn Riverside High School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4474","Auburn Riverside High School","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4474","Auburn Riverside High School","Special Education",,,"N<Required",,,"N<Required","Below","Below","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4474","Auburn Riverside High School","Low Income","71.4","70.2","On/Above","54.5","61.2","Below","Below","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2795","Auburn Senior High School","All","78.1","75","On/Above","74.7","61.8","On/Above","On/Above","Below","Below",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2795","Auburn Senior High School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","Below",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2795","Auburn Senior High School","Asian","91.7","78","On/Above","83.3","77.1","On/Above","On/Above","On/Above","Below",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2795","Auburn Senior High School","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","Below",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2795","Auburn Senior High School","Black",,"61.6","N<Required",,"43.6","N<Required","N<Required","N<Required","Below",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2795","Auburn Senior High School","Hispanic","60.3","61.6","Below","63","43.6","On/Above","Below","Below","Below",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2795","Auburn Senior High School","White","83.4","83.5","Below","80.1","70","On/Above","On/Above","Below","Below",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2795","Auburn Senior High School","Two or More Races","90","75.3","On/Above","72","66.7","On/Above","On/Above","Below","Below",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2795","Auburn Senior High School","Limited English",,"15.7","N<Required",,"19.8","N<Required","N<Required","N<Required","Below",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2795","Auburn Senior High School","Special Education","36.4","32.8","On/Above","36","20.7","On/Above","Below","Below","Below",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2795","Auburn Senior High School","Low Income","70.9","64.6","On/Above","68.9","51.5","On/Above","Below","Below","Below",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2394","Cascade Middle School","All","58.4","56.8","On/Above","44.5","50.1","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2394","Cascade Middle School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2394","Cascade Middle School","Asian","61.9","69.4","Below","50","67.4","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2394","Cascade Middle School","Pacific Islander","25.7","28","Below","34.3","28","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2394","Cascade Middle School","Black","46.6","54.2","Below","32.8","34","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2394","Cascade Middle School","Hispanic","53.2","44.7","On/Above","27.9","46.3","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2394","Cascade Middle School","White","66.4","62.2","On/Above","52","53.7","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2394","Cascade Middle School","Two or More Races","40.9","61.2","Below","38.6","47.1","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2394","Cascade Middle School","Limited English","20","16.9","On/Above*","10.7","19.8","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2394","Cascade Middle School","Special Education","22.6","21.3","On/Above","22.9","22.5","On/Above*","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2394","Cascade Middle School","Low Income","48.1","47.2","On/Above","34.5","41.6","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3439","Chinook Elementary School","All","68.3","76.4","Below","51","56.8","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3439","Chinook Elementary School","American Indian","46.2","50.3","Below","26.9","27.4","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3439","Chinook Elementary School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3439","Chinook Elementary School","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3439","Chinook Elementary School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3439","Chinook Elementary School","Hispanic","65.2","77.1","Below","41.3","54.2","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3439","Chinook Elementary School","White","82.9","90.8","Below","73.2","72.5","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3439","Chinook Elementary School","Two or More Races",,"77.1","N<Required",,"67.9","N<Required","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3439","Chinook Elementary School","Limited English",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3439","Chinook Elementary School","Special Education","29","47.6","Below","25.8","42.4","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3439","Chinook Elementary School","Low Income","65.5","72.9","Below","45.1","52.9","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2932","Dick Scobee Elementary School","All","74.2","74.2","On/Above","66.5","67.5","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2932","Dick Scobee Elementary School","American Indian",,,"No Students",,,"No Students","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2932","Dick Scobee Elementary School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2932","Dick Scobee Elementary School","Pacific Islander",,,"N<Required",,,"N<Required","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2932","Dick Scobee Elementary School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
