"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","gender_x","male","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","foster_care","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_foster_care","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","dataasof"
"2012-13","State","Multiple","State Total",,,"State Total",,,"State Total",,,"8th Grade","79140","38323","0","40817","1315","5490","3730","15432","676","4838","47652","3981","482","1494","37340","1617","0","3567","2574","10107","75159","78658","77646","41800","77523","79140","75573","76566","69033","2020-05-22T00:00:00.000"
"2012-13","State","Multiple","State Total",,,"State Total",,,"State Total",,,"9th Grade","82683","39942","0","42741","1404","5948","4049","15650","758","4708","50166","3524","560","1584","38406","1707","0","5570","2829","9608","79159","82123","81099","44277","80976","82683","77113","79854","73075","2020-05-22T00:00:00.000"
"2012-13","State","Multiple","State Total",,,"State Total",,,"State Total",,,"AllGrades","1058680","512490","0","546190","15892","75552","48858","216966","9755","67579","624010","95221","5627","22895","512596","22434","0","60387","26251","146773","963459","1053053","1035785","546084","1036246","1058680","998293","1032429","911907","2020-05-22T00:00:00.000"
"2012-13","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Half-day Kindergarten","47726","23052","0","24674","591","2505","1409","9517","375","3734","29569","7250","12","931","22052","723","0","2800","364","5442","40476","47714","46795","25674","47003","47726","44926","47362","42284","2020-05-22T00:00:00.000"
"2012-13","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Kindergarten","32700","15720","0","16980","398","2506","2105","9971","381","2716","14623","8163","15","1040","19536","1185","0","1741","291","3652","24537","32685","31660","13164","31515","32700","30959","32409","29048","2020-05-22T00:00:00.000"
"2012-13","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Pre-Kindergarten","22546","8940","0","13606","333","1222","1362","6400","182","1584","11460","58","34","426","11333","47","0","2751","39","13251","22488","22512","22120","11213","22499","22546","19795","22507","9295","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","1st Grade","69","38","0","31","3","0","2","31","0","2","31","18","0","7","58","4","0","7","0","12","51","69","62","11","65","69","62","69","57","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","2nd Grade","56","20","0","36","2","1","0","26","0","3","24","14","1","3","45","2","0","5","0","11","42","55","53","11","54","56","51","56","45","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","3rd Grade","68","33","0","35","3","6","2","21","0","3","33","11","1","6","58","4","0","5","0","16","57","67","62","10","64","68","63","68","52","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","4th Grade","63","26","0","37","3","1","1","29","0","3","26","7","2","4","55","1","0","8","0","16","56","61","59","8","62","63","55","63","47","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","5th Grade","45","31","0","14","2","2","1","12","0","2","26","8","1","2","34","1","0","1","0","12","37","44","43","11","44","45","44","45","33","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","6th Grade","51","19","0","32","2","0","2","28","0","1","18","9","0","5","40","4","0","3","0","5","42","51","46","11","47","51","48","51","46","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","AllGrades","453","220","0","233","17","13","8","195","0","17","203","83","5","43","373","17","0","38","0","87","370","448","410","80","436","453","415","453","366","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Kindergarten","73","37","0","36","1","3","0","32","0","3","34","16","0","11","59","1","0","4","0","9","57","73","62","14","72","73","69","73","64","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Pre-Kindergarten","28","16","0","12","1","0","0","16","0","0","11","0","0","5","24","0","0","5","0","6","28","28","23","4","28","28","23","28","22","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","1st Grade","28","11","0","17","0","2","1","3","1","1","20","0","0","1","10","0","0","1","0","3","28","28","27","18","28","28","27","28","25","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","2nd Grade","21","13","0","8","0","0","0","1","0","0","20","1","0","0","12","0","0","0","0","4","20","21","21","9","21","21","21","21","17","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","3rd Grade","26","16","0","10","2","1","0","3","0","0","20","1","2","0","13","0","0","2","0","6","25","24","26","13","26","26","24","26","20","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","4th Grade","32","21","0","11","4","1","1","6","0","0","20","1","1","0","11","0","0","1","0","4","31","31","32","21","32","32","31","32","28","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","5th Grade","21","10","0","11","1","2","0","3","0","0","15","0","0","0","9","0","0","0","0","4","21","21","21","12","21","21","21","21","17","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","6th Grade","18","11","0","7","2","0","0","0","0","0","16","0","0","0","8","0","0","1","0","2","18","18","18","10","18","18","17","18","16","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","AllGrades","190","106","0","84","9","7","2","20","1","5","146","6","3","2","88","0","0","10","0","29","184","187","188","102","190","190","180","190","161","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Kindergarten","24","13","0","11","0","1","0","4","0","3","16","3","0","1","17","0","0","2","0","2","21","24","23","7","24","24","22","24","22","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Pre-Kindergarten","20","11","0","9","0","0","0","0","0","1","19","0","0","0","8","0","0","3","0","4","20","20","20","12","20","20","17","20","16","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","10th Grade","7","2","0","5","1","0","0","1","1","0","4","0","3","0","2","0","0","7","0","0","7","4","7","5","7","7","0","7","7","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","11th Grade","5","1","0","4","0","0","0","2","0","0","3","0","1","0","0","0","0","5","0","0","5","4","5","5","5","5","0","5","5","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","12th Grade","4","0","0","4","0","0","1","0","0","0","3","0","0","0","2","0","0","4","0","0","4","4","4","2","4","4","0","4","4","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","7th Grade","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","1","0","1","1","1","1","0","1","0","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","8th Grade","2","0","0","2","1","0","0","0","0","0","1","0","1","1","1","0","0","2","0","0","2","1","1","1","2","2","0","2","2","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","9th Grade","3","0","0","3","0","0","0","1","0","0","2","0","0","0","0","0","0","3","0","0","3","3","3","3","3","3","0","3","3","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","AllGrades","22","3","0","19","2","0","1","4","1","0","14","0","6","1","5","0","0","22","0","1","22","16","21","17","22","22","0","22","21","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor High School","100869","P","10th Grade","8","4","0","4","0","0","0","1","0","2","5","0","1","2","7","0","0","4","1","3","8","7","6","1","8","8","4","7","5","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor High School","100869","P","11th Grade","18","8","0","10","0","0","0","2","0","0","16","0","0","6","15","0","0","3","0","2","18","18","12","3","18","18","15","18","16","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor High School","100869","P","12th Grade","97","50","0","47","8","1","0","25","0","4","59","0","0","33","79","2","0","38","0","15","97","97","64","18","95","97","59","97","82","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor High School","100869","P","9th Grade","1","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","1","1","1","1","1","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor High School","100869","P","AllGrades","124","63","0","61","8","1","0","29","0","6","80","0","1","42","102","2","0","45","1","20","124","123","82","22","122","124","79","123","104","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3154","Hopkins Elementary","100866","P","AllGrades","62","25","0","37","0","1","0","25","0","7","29","0","0","9","48","0","0","4","0","32","62","62","53","14","62","62","58","62","30","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3154","Hopkins Elementary","100866","P","Pre-Kindergarten","62","25","0","37","0","1","0","25","0","7","29","0","0","9","48","0","0","4","0","32","62","62","53","14","62","62","58","62","30","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","10th Grade","244","115","0","129","11","8","5","51","0","3","166","20","2","12","136","12","0","22","8","30","224","242","232","108","232","244","222","236","214","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","11th Grade","220","110","0","110","7","14","1","50","4","4","140","8","2","17","115","7","0","18","5","18","212","218","203","105","213","220","202","215","202","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","12th Grade","223","101","0","122","12","10","0","50","2","3","146","8","3","35","114","5","0","25","4","36","215","220","188","109","218","223","198","219","187","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","8th Grade","11","7","0","4","0","3","0","1","0","1","6","0","0","0","2","0","0","0","0","0","11","11","11","9","11","11","11","11","11","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","9th Grade","222","107","0","115","5","5","1","53","2","11","145","8","3","11","130","8","0","26","3","27","214","219","211","92","214","222","196","219","195","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","AllGrades","920","440","0","480","35","40","7","205","8","22","603","44","10","75","497","32","0","91","20","111","876","910","845","423","888","920","829","900","809","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","1st Grade","58","28","0","30","5","2","0","19","0","2","30","13","0","5","41","1","0","6","0","5","45","58","53","17","57","58","52","58","53","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","2nd Grade","43","22","0","21","3","0","0","10","0","1","29","4","0","2","26","2","0","2","0","3","39","43","41","17","41","43","41","43","40","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","3rd Grade","39","18","0","21","3","1","4","7","0","1","23","5","2","1","29","2","0","3","0","7","34","37","38","10","37","39","36","39","32","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","4th Grade","56","28","0","28","5","3","0","16","0","1","31","9","3","4","29","4","0","1","0","11","47","53","52","27","52","56","55","56","45","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","5th Grade","54","23","0","31","5","1","0","12","0","1","35","3","1","3","32","1","0","3","0","10","51","53","51","22","53","54","51","54","44","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","6th Grade","47","24","0","23","1","2","0","11","0","1","32","1","2","0","22","0","0","0","1","7","46","45","47","25","47","47","47","46","40","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","AllGrades","362","176","0","186","22","9","5","97","0","14","215","49","8","19","221","17","0","18","1","51","313","354","343","141","345","362","344","361","311","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","Kindergarten","65","33","0","32","0","0","1","22","0","7","35","14","0","4","42","7","0","3","0","8","51","65","61","23","58","65","62","65","57","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2305","Miller Junior High","100860","P","7th Grade","230","113","0","117","12","5","4","60","1","8","140","22","4","9","163","12","0","13","6","40","208","226","221","67","218","230","217","224","190","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2305","Miller Junior High","100860","P","8th Grade","247","115","0","132","15","6","6","63","3","2","152","19","3","16","176","12","0","24","2","35","228","244","231","71","235","247","223","245","212","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2305","Miller Junior High","100860","P","AllGrades","477","228","0","249","27","11","10","123","4","10","292","41","7","25","339","24","0","37","8","75","436","470","452","138","453","477","440","469","402","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","1st Grade","46","25","0","21","4","0","0","12","1","3","26","6","0","4","37","4","0","2","0","3","40","46","42","9","42","46","44","46","43","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","2nd Grade","34","22","0","12","1","0","0","15","0","2","16","8","2","4","25","5","0","1","0","3","26","32","30","9","29","34","33","34","31","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","3rd Grade","29","17","0","12","1","0","1","6","0","1","20","1","0","0","22","0","0","0","0","4","28","29","29","7","29","29","29","29","25","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","4th Grade","40","20","0","20","4","1","1","10","0","2","22","2","2","0","32","2","0","2","1","11","38","38","40","8","38","40","38","39","29","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","5th Grade","30","16","0","14","0","1","0","3","1","0","25","3","0","2","21","1","0","1","0","6","27","30","28","9","29","30","29","30","24","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","6th Grade","35","18","0","17","0","0","1","10","0","0","24","2","2","2","23","0","0","1","1","7","33","33","33","12","35","35","34","34","28","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","AllGrades","297","161","0","136","14","4","5","95","2","13","164","31","6","18","233","14","0","9","2","49","266","291","279","64","283","297","288","295","248","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","Kindergarten","54","27","0","27","1","2","2","21","0","5","23","9","0","2","48","2","0","0","0","8","45","54","52","6","52","54","54","54","46","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","Pre-Kindergarten","29","16","0","13","3","0","0","18","0","0","8","0","0","4","25","0","0","2","0","7","29","29","25","4","29","29","27","29","22","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","1st Grade","65","29","0","36","5","3","2","23","0","3","29","18","0","3","54","2","0","2","0","7","47","65","62","11","63","65","63","65","58","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","2nd Grade","64","22","0","42","4","1","0","25","0","2","32","19","1","6","58","4","0","2","1","12","45","63","58","6","60","64","62","63","52","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","3rd Grade","73","36","0","37","8","1","2","22","0","2","38","14","3","11","66","4","0","1","0","9","59","70","62","7","69","73","72","73","64","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","4th Grade","57","36","0","21","7","2","2","15","0","2","29","2","3","5","51","1","0","1","0","12","55","54","52","6","56","57","56","57","45","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","5th Grade","66","29","0","37","6","1","2","21","0","0","36","7","1","7","55","2","0","1","0","14","59","65","59","11","64","66","65","66","52","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","6th Grade","51","25","0","26","3","5","0","18","1","1","23","9","1","3","45","4","0","1","0","7","42","50","48","6","47","51","50","51","44","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","AllGrades","501","249","0","252","38","16","9","174","1","15","248","89","9","55","427","21","0","15","1","82","412","492","446","74","480","501","486","500","419","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","Kindergarten","71","45","0","26","2","2","0","26","0","0","41","20","0","14","58","4","0","4","0","14","51","71","57","13","67","71","67","71","57","2020-05-22T00:00:00.000"
"2012-13","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","Pre-Kindergarten","54","27","0","27","3","1","1","24","0","5","20","0","0","6","40","0","0","3","0","7","54","54","48","14","54","54","51","54","47","2020-05-22T00:00:00.000"
"2012-13","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","1st Grade","43","26","0","17","0","1","0","2","0","0","40","0","0","1","17","0","0","1","0","6","43","43","42","26","43","43","42","43","37","2020-05-22T00:00:00.000"
"2012-13","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","2nd Grade","34","14","0","20","0","1","0","1","0","1","31","0","0","3","12","0","0","1","0","4","34","34","31","22","34","34","33","34","30","2020-05-22T00:00:00.000"
"2012-13","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","3rd Grade","32","17","0","15","0","1","0","1","0","0","30","0","1","0","9","0","0","3","0","5","32","31","32","23","32","32","29","32","27","2020-05-22T00:00:00.000"
"2012-13","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","4th Grade","48","25","0","23","0","0","0","1","0","1","46","0","0","4","14","0","0","1","0","2","48","48","44","34","48","48","47","48","46","2020-05-22T00:00:00.000"
"2012-13","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","5th Grade","43","22","0","21","0","0","0","2","0","0","41","0","0","1","19","0","0","2","0","6","43","43","42","24","43","43","41","43","37","2020-05-22T00:00:00.000"
"2012-13","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","AllGrades","238","118","0","120","0","3","0","8","0","2","225","0","1","11","87","0","0","9","0","31","238","237","227","151","238","238","229","238","207","2020-05-22T00:00:00.000"
"2012-13","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","Half-day Kindergarten","34","13","0","21","0","0","0","1","0","0","33","0","0","2","14","0","0","1","0","4","34","34","32","20","34","34","33","34","30","2020-05-22T00:00:00.000"
"2012-13","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","Pre-Kindergarten","4","1","0","3","0","0","0","0","0","0","4","0","0","0","2","0","0","0","0","4","4","4","4","2","4","4","4","4","0","2020-05-22T00:00:00.000"
"2012-13","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2441","Adna Middle/High School","101835","P","10th Grade","45","24","0","21","1","0","1","4","0","0","39","0","1","2","21","0","0","5","2","4","45","44","43","24","45","45","40","43","41","2020-05-22T00:00:00.000"
"2012-13","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2441","Adna Middle/High School","101835","P","11th Grade","42","14","0","28","0","0","0","2","0","0","40","0","1","2","7","0","0","2","4","5","42","41","40","35","42","42","40","38","37","2020-05-22T00:00:00.000"
"2012-13","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2441","Adna Middle/High School","101835","P","12th Grade","41","17","0","24","0","4","0","1","0","0","36","0","0","2","13","0","0","1","2","4","41","41","39","28","41","41","40","39","37","2020-05-22T00:00:00.000"
