"schoolyear","esd","countynumber","county","countydistrictnumber","district","buildingnumber","school","schooltypecode","gradespan","totalenrollment","numberamericanindianoral","percentamericanindianora","numberasian","percentasian","numberpacificislander","percentpacificislander","numberasianpacificislander","percentasianpacificislander","numberblack","percentblack","numberhispanic","percenthispanic","numberwhite","percentwhite","numbertwoormoreraces","percenttwoormoreraces","numbermales","percentmales","numberfemales","percentfemales","numbermigrant","percentmigrant","numbertransitionalbilingual","percenttransitionalbilingual","numberspecialeducation","percentspecialeducation","numberfreeorreducedpricedmeals","percentfreeorreducedpric","numbersection504","percentsection504","numberfostercare","percentfostercare","studentsperclassroomteacher","avgyearseducationalexperience","numberteacherswithatleas","percentteacherswithatlea"
"2013-14","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","4393","Green Mountain Elementary","P","PK-6","436","0","0","1","0.23","4","0.92","5","1.15","4","0.92","35","8.03","338","77.52","54","12.39","227","52.06","209","47.94","0","0","4","0.9","82","18.55","170","38.46","17","3.85","N<10",,"17","17.3","15","57.69"
"2013-14","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","3594","John D. “Bud” Hawk Elementary at Jackson Park","P","K-6","478","9","1.88","17","3.56","0","0","17","3.56","31","6.49","82","17.15","261","54.6","78","16.32","247","51.67","231","48.33","0","0","18","3.92","77","16.78","229","49.89","11","2.4","N<10",,"15","16","20","62.5"
"2013-14","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","4509","Klahowya Secondary","P","7-12","935","5","0.53","16","1.71","5","0.53","21","2.25","6","0.64","63","6.74","741","79.25","99","10.59","498","53.26","437","46.74","0","0","1","0.11","123","13.28","276","29.81","23","2.48","N<10",,"18","17.4","40","76.92"
"2013-14","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","1653","New Frontiers Jr High","A","7-9","51","0","0","1","1.96","2","3.92","3","5.88","3","5.88","4","7.84","39","76.47","2","3.92","31","60.78","20","39.22","0","0","0","0","9","16.98","35","66.04","2","3.77","N<10",,"17","15.2","0",
"2013-14","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","1740","Off Campus","A","K-12","200","0","0","2","1","0","0","2","1","2","1","14","7","149","74.5","33","16.5","86","43","114","57","0","0","1","0.5","13","6.47","38","18.91","7","3.48","N<10",,"40","24","4","80"
"2013-14","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","4100","Olympic High School","P","9-12","873","5","0.57","83","9.51","24","2.75","107","12.26","38","4.35","87","9.97","464","53.15","172","19.7","478","54.75","395","45.25","0","0","8","0.96","115","13.79","325","38.97","34","4.08","N<10",,"16","18.6","28","51.85"
"2013-14","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","4527","Pinecrest Elementary","P","PK-6","488","3","0.61","31","6.35","5","1.02","36","7.38","24","4.92","83","17.01","249","51.02","93","19.06","249","51.02","239","48.98","0","0","30","6.04","89","17.91","254","51.11","12","2.41","N<10",,"15","15.5","20","60.61"
"2013-14","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","4249","Ridgetop Junior High","P","7-8","594","3","0.51","48","8.08","3","0.51","51","8.59","20","3.37","78","13.13","321","54.04","121","20.37","299","50.34","295","49.66","0","0","11","1.88","93","15.9","210","35.90","16","2.74","N<10",,"14","14.2","25","60.98"
"2013-14","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","4372","Silver Ridge Elementary","P","PK-6","457","2","0.44","24","5.25","4","0.88","28","6.13","6","1.31","58","12.69","277","60.61","86","18.82","231","50.55","226","49.45","0","0","11","2.3","94","19.67","153","32.01","10","2.09","N<10",,"16","19.4","16","57.14"
"2013-14","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","4101","Silverdale Elementary","P","PK-6","431","2","0.46","37","8.58","6","1.39","43","9.98","11","2.55","46","10.67","271","62.88","58","13.46","226","52.44","205","47.56","0","0","33","7.45","86","19.41","170","38.37","2","0.45","N<10",,"16","17.5","16","59.26"
"2013-14","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap School District","4135","Woodlands Elementary","P","K-6","444","1","0.23","32","7.21","13","2.93","45","10.14","8","1.8","65","14.64","232","52.25","93","20.95","228","51.35","216","48.65","0","0","15","3.28","109","23.85","281","61.49","9","1.97","N<10",,"15","14.3","14","48.28"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","3259","Adams Elementary","P","PK-5","464","1","0.22","12","2.59","1","0.22","13","2.8","2","0.43","26","5.6","412","88.79","10","2.16","235","50.65","229","49.35","1","0.21","28","5.81","88","18.26","232","48.13","15","3.11","N<10",,"17","12.9","19","67.86"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","3918","Barker Center","A","9-12","98","1","1.02","0","0","0","0","0","0","0","0","5","5.1","88","89.8","4","4.08","55","56.12","43","43.88","0","0","0","0","16","14.41","57","51.35","12","10.81","N<10",,"7","14.3","8","57.14"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","3260","Bowdish Middle School","P","6-8","504","4","0.79","4","0.79","2","0.4","6","1.19","11","2.18","27","5.36","413","81.94","43","8.53","256","50.79","248","49.21","0","0","1","0.2","85","16.9","232","46.12","28","5.57","N<10",,"17","15.8","19","65.52"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","2892","Broadway Elementary","P","PK-5","477","6","1.26","2","0.42","6","1.26","8","1.68","11","2.31","63","13.21","355","74.42","34","7.13","257","53.88","220","46.12","1","0.22","44","9.5","73","15.77","337","72.79","4","0.86","11","2.38","16","13.8","16","55.17"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","3065","Central Valley High School","P","9-12","1980","10","0.51","33","1.67","6","0.3","39","1.97","31","1.57","107","5.4","1711","86.41","82","4.14","1023","51.67","957","48.33","2","0.1","28","1.46","164","8.54","522","27.17","116","6.04","13","0.68","20","17","71","73.2"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","5068","Central Valley Kindergarten Center","P","K-K","224","1","0.45","3","1.34","0","0","3","1.34","0","0","9","4.02","199","88.84","12","5.36","115","51.34","109","48.66","0","0","7","3.18","36","16.36","47","21.36","11","5","N<10",,"20","13.5","11","100"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","3929","Chester Elementary School","P","PK-5","334","1","0.3","4","1.2","0","0","4","1.2","3","0.9","18","5.39","293","87.72","15","4.49","176","52.69","158","47.31","0","0","2","0.59","47","13.78","74","21.70","18","5.28","N<10",,"16","13.4","17","80.95"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","3890","Evergreen Middle School","P","6-8","692","4","0.58","13","1.88","1","0.14","14","2.02","3","0.43","46","6.65","589","85.12","36","5.2","369","53.32","323","46.68","0","0","17","2.41","81","11.49","248","35.18","37","5.25","N<10",,"19","12.6","25","69.44"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","5328","Graduation Alliance Central Valley","R","10-13","17","0","0","0","0","0","0","0","0","0","0","2","11.76","14","82.35","1","5.88","8","47.06","9","52.94","0","0","0","0","0","0","5","35.71","2","14.29","N<10",,,"0","0",
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","2157","Greenacres Elementary","P","1-5","619","2","0.32","10","1.62","1","0.16","11","1.78","5","0.81","56","9.05","514","83.04","31","5.01","331","53.47","288","46.53","0","0","28","4.5","109","17.52","250","40.19","37","5.95","N<10",,"18","15.6","25","73.53"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","3573","Greenacres Middle School","P","6-8","775","3","0.39","17","2.19","2","0.26","19","2.45","3","0.39","43","5.55","667","86.06","40","5.16","391","50.45","384","49.55","0","0","9","1.19","49","6.5","193","25.60","57","7.56","N<10",,"20","14.1","31","79.49"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","4185","Horizon Middle School","P","6-8","483","6","1.24","2","0.41","3","0.62","5","1.04","2","0.41","20","4.14","427","88.41","23","4.76","231","47.83","252","52.17","0","0","4","0.82","59","12.14","132","27.16","17","3.5","N<10",,"17","15.8","18","62.07"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","5166","I-TRACC","A","9-12","95","0","0","0","0","0","0","0","0","2","2.11","6","6.32","85","89.47","2","2.11","50","52.63","45","47.37","0","0","0","0","9","7.56","46","38.66","6","5.04","N<10",,,"0","0",
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","4529","Liberty Lake Elementary","P","1-5","675","1","0.15","14","2.07","0","0","14","2.07","4","0.59","24","3.56","605","89.63","27","4","329","48.74","346","51.26","0","0","9","1.33","63","9.29","108","15.93","33","4.87","N<10",,"19","18.9","24","68.57"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","3127","McDonald Elementary School","P","PK-5","347","7","2.02","1","0.29","0","0","1","0.29","9","2.59","19","5.48","298","85.88","13","3.75","178","51.3","169","48.7","0","0","16","4.55","62","17.61","200","56.82","15","4.26","N<10",,"14","11.3","20","80"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","2776","North Pines Middle School","P","6-8","512","7","1.37","7","1.37","8","1.56","15","2.93","15","2.93","36","7.03","414","80.86","25","4.88","271","52.93","241","47.07","1","0.2","27","5.43","86","17.3","333","67.00","30","6.04","N<10",,"16","13.4","19","59.38"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","5003","Off-Campus Special Education","S","PK-13","26","1","3.85","0","0","0","0","0","0","0","0","0","0","24","92.31","1","3.85","19","73.08","7","26.92","0","0","0","0","25","100","18","72.00","1","4","N<10",,,"0","0",
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","2113","Opportunity Elementary","P","PK-5","428","5","1.17","10","2.34","0","0","10","2.34","12","2.8","37","8.64","346","80.84","18","4.21","228","53.27","200","46.73","0","0","36","8.02","72","16.04","323","71.94","12","2.67","N<10",,"15","11.2","21","72.41"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","4098","Ponderosa Elementary","P","PK-5","328","1","0.3","0","0","2","0.61","2","0.61","1","0.3","20","6.1","300","91.46","4","1.22","173","52.74","155","47.26","0","0","4","1.21","58","17.52","99","29.91","6","1.81","N<10",,"16","17.6","14","70"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","2953","Progress Elementary School","P","PK-5","379","7","1.85","9","2.37","2","0.53","11","2.9","13","3.43","24","6.33","316","83.38","8","2.11","174","45.91","205","54.09","0","0","23","5.97","65","16.88","236","61.30","14","3.64","N<10",,"15","12.2","19","76"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","3307","South Pines Elementary","P","PK-5","406","0","0","5","1.23","1","0.25","6","1.48","8","1.97","26","6.4","350","86.21","16","3.94","207","50.99","199","49.01","0","0","6","1.41","57","13.35","196","45.90","22","5.15","N<10",,"16","15.1","17","68"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","1964","Spokane Valley Learning Academy","P","K-12","98","0","0","2","2.04","0","0","2","2.04","1","1.02","0","0","95","96.94","0","0","52","53.06","46","46.94","0","0","13","13.83","1","1.06","29","30.85","3","3.19","N<10",,"25","16.5","3","75"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","3465","Summit School","P","K-8","321","1","0.31","3","0.93","0","0","3","0.93","1","0.31","7","2.18","294","91.59","15","4.67","146","45.48","175","54.52","0","0","3","0.94","27","8.49","70","22.01","9","2.83","N<10",,"15","10.9","15","68.18"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","4160","Sunrise Elementary","P","PK-5","570","2","0.35","7","1.23","0","0","7","1.23","7","1.23","27","4.74","503","88.25","24","4.21","300","52.63","270","47.37","0","0","29","4.9","72","12.16","140","23.65","27","4.56","N<10",,"16","16.4","29","82.86"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","5043","University Center","S","PK-PK","90","1","1.11","1","1.11","0","0","1","1.11","1","1.11","13","14.44","65","72.22","9","10","62","68.89","28","31.11","0","0","0","0","142","97.26","0","0.00","0","0","N<10",,"11","11.8","7","87.5"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","3064","University Elementary School","P","PK-5","312","2","0.64","5","1.6","0","0","5","1.6","7","2.24","16","5.13","270","86.54","12","3.85","180","57.69","132","42.31","1","0.32","15","4.78","86","27.39","168","53.50","14","4.46","N<10",,"13","14.3","16","66.67"
"2013-14","Educational Service District 101","32","Spokane","32356","Central Valley School District","3415","University High School","P","9-12","1733","14","0.81","9","0.52","9","0.52","18","1.04","28","1.62","97","5.6","1456","84.02","120","6.92","918","52.97","815","47.03","0","0","2","0.12","215","12.93","582","35.00","62","3.73","19","1.14","20","14","73","82.95"
"2013-14","Educational Service District 113","21","Lewis","21401","Centralia School District","2166","Centralia High School","P","9-12","1086","14","1.29","10","0.92","4","0.37","14","1.29","19","1.75","272","25.05","735","67.68","32","2.95","526","48.43","560","51.57","30","2.86","27","2.58","123","11.74","589","56.20","20","1.91","12","1.15","17","15","47","74.6"
"2013-14","Educational Service District 105","19","Kittitas","19404","Cle Elum-Roslyn School District","1987","Swiftwater Learning Center","A","9-12","26","0","0","0","0","0","0","0","0","0","0","1","3.85","25","96.15","0","0","13","50","13","50","0","0","0","0","3","11.11","14","51.85","0","0","N<10",,"26","10.5","0",
"2013-14","Educational Service District 113","21","Lewis","21401","Centralia School District","3240","Centralia Middle School","P","7-8","565","3","0.53","3","0.53","2","0.35","5","0.88","7","1.24","172","30.44","368","65.13","10","1.77","306","54.16","259","45.84","21","3.76","28","5.02","86","15.41","383","68.64","8","1.43","N<10",,"15","13.1","25","67.57"
"2013-14","Educational Service District 113","21","Lewis","21401","Centralia School District","2244","Edison Elementary","P","K-3","330","2","0.61","1","0.3","1","0.3","2","0.61","3","0.91","120","36.36","189","57.27","14","4.24","171","51.82","159","48.18","7","2.11","74","22.29","43","12.95","267","80.42","1","0.3","N<10",,"17","12.1","15","78.95"
"2013-14","Educational Service District 113","21","Lewis","21401","Centralia School District","2704","Fords Prairie Elementary","P","K-3","378","3","0.79","3","0.79","0","0","3","0.79","4","1.06","118","31.22","235","62.17","15","3.97","185","48.94","193","51.06","9","2.43","37","9.97","55","14.82","268","72.24","0","0","N<10",,"15","16.6","17","65.38"
"2013-14","Educational Service District 113","21","Lewis","21401","Centralia School District","3172","Jefferson Lincoln Elementary","P","K-3","462","3","0.65","0","0","1","0.22","1","0.22","4","0.87","172","37.23","271","58.66","11","2.38","238","51.52","224","48.48","18","3.54","82","16.14","151","29.72","379","74.61","1","0.2","15","2.95","20","13.8","17","73.91"
"2013-14","Educational Service District 113","21","Lewis","21401","Centralia School District","2291","Oakview Elementary School","P","4-6","398","2","0.5","3","0.75","0","0","3","0.75","10","2.51","112","28.14","256","64.32","15","3.77","201","50.5","197","49.5","12","2.93","32","7.82","53","12.96","297","72.62","2","0.49","N<10",,"15","15.6","17","62.96"
"2013-14","Educational Service District 113","21","Lewis","21401","Centralia School District","2768","Washington Elementary School","P","K-6","348","1","0.29","3","0.86","2","0.57","5","1.44","9","2.59","130","37.36","197","56.61","6","1.72","170","48.85","178","51.15","10","2.9","35","10.14","76","22.03","274","79.42","0","0","N<10",,"13","16.1","16","61.54"
"2013-14","Educational Service District 113","21","Lewis","21302","Chehalis School District","2274","Cascade Elementary School","P","PK-1","406","2","0.49","2","0.49","1","0.25","3","0.74","0","0","81","19.95","293","72.17","27","6.65","222","54.68","184","45.32","0","0","36","8.85","68","16.71","239","58.72","0","0","N<10",,"19","10.4","17","80.95"
"2013-14","Educational Service District 113","21","Lewis","21302","Chehalis School District","4311","Chehalis Middle School","P","6-8","616","1","0.16","13","2.11","0","0","13","2.11","4","0.65","83","13.47","482","78.25","33","5.36","291","47.24","325","52.76","6","0.96","19","3.05","74","11.9","316","50.80","1","0.16","N<10",,"19","15","25","75.76"
"2013-14","Educational Service District 113","21","Lewis","21302","Chehalis School District","3346","Olympic Elementary","P","4-5","398","2","0.5","3","0.75","1","0.25","4","1.01","3","0.75","66","16.58","302","75.88","21","5.28","196","49.25","202","50.75","0","0","21","5.24","65","16.21","211","52.62","0","0","N<10",,"15","15.3","21","77.78"
"2013-14","Educational Service District 113","21","Lewis","21302","Chehalis School District","2442","R E Bennett Elementary","P","2-3","377","1","0.27","2","0.53","0","0","2","0.53","1","0.27","77","20.42","276","73.21","20","5.31","197","52.25","180","47.75","3","0.78","28","7.31","48","12.53","233","60.84","0","0","N<10",,"15","15.6","20","80"
"2013-14","Educational Service District 113","21","Lewis","21302","Chehalis School District","2799","W F West High School","P","9-12","955","8","0.84","20","2.09","0","0","20","2.09","11","1.15","126","13.19","746","78.12","44","4.61","472","49.42","483","50.58","1","0.11","3","0.32","122","13.08","364","39.01","19","2.04","N<10",,"20","19.7","40","85.11"
"2013-14","Educational Service District 101","32","Spokane","32360","Cheney School District","2954","Betz Elementary","P","K-5","430","5","1.16","10","2.33","1","0.23","11","2.56","5","1.16","64","14.88","325","75.58","20","4.65","223","51.86","207","48.14","4","0.92","25","5.75","92","21.15","233","53.56","12","2.76","10","2.3","14","11.8","13","43.33"
"2013-14","Educational Service District 101","32","Spokane","32360","Cheney School District","5126","Birth To Three","S","PK-PK","24","1","4.17","0","0","1","4.17","1","4.17","1","4.17","1","4.17","20","83.33","0","0","13","54.17","11","45.83","0","0","0","0","36","100","1","2.78","0","0","N<10",,,"0","0",
"2013-14","Educational Service District 101","32","Spokane","32360","Cheney School District","3610","Cheney High School","P","9-12","1169","15","1.28","27","2.31","5","0.43","32","2.74","9","0.77","108","9.24","903","77.25","102","8.73","607","51.92","562","48.08","1","0.09","6","0.53","138","12.13","465","40.86","25","2.2","N<10",,"18","16","45","70.31"
"2013-14","Educational Service District 101","32","Spokane","32360","Cheney School District","2447","Cheney Middle School","P","6-8","479","4","0.84","5","1.04","2","0.42","7","1.46","3","0.63","44","9.19","374","78.08","47","9.81","248","51.77","231","48.23","3","0.6","5","1","67","13.43","265","53.11","13","2.61","N<10",,"12","18.2","22","55"
"2013-14","Educational Service District 101","32","Spokane","32360","Cheney School District","5035","HomeWorks","A","K-12","58","0","0","0","0","0","0","0","0","1","1.72","6","10.34","51","87.93","0","0","29","50","29","50","0","0","2","3.39","3","5.08","9","15.25","0","0","N<10",,"29","9.4","2","100"
"2013-14","Educational Service District 101","32","Spokane","32360","Cheney School District","5294","Phil Snowdon Elementary","P","PK-5","383","10","2.61","3","0.78","0","0","3","0.78","12","3.13","33","8.62","289","75.46","36","9.4","203","53","180","47","0","0","8","1.97","96","23.65","201","49.51","7","1.72","N<10",,"14","14.5","20","74.07"
"2013-14","Educational Service District 101","32","Spokane","32360","Cheney School District","3761","Salnave Elementary","P","K-5","392","2","0.51","5","1.28","0","0","5","1.28","6","1.53","35","8.93","322","82.14","22","5.61","212","54.08","180","45.92","1","0.25","8","1.98","90","22.28","226","55.94","5","1.24","10","2.48","15","8.4","18","69.23"
"2013-14","Educational Service District 101","32","Spokane","32360","Cheney School District","2814","Sunset Elementary","P","PK-5","359","18","5.01","10","2.79","1","0.28","11","3.06","12","3.34","39","10.86","251","69.92","28","7.8","181","50.42","178","49.58","0","0","17","4.64","111","30.33","244","66.67","5","1.37","N<10",,"12","14.2","25","80.65"
"2013-14","Educational Service District 101","32","Spokane","32360","Cheney School District","1769","Three Springs High School","A","9-12","49","1","2.04","0","0","0","0","0","0","0","0","9","18.37","35","71.43","4","8.16","25","51.02","24","48.98","0","0","0","0","5","9.26","37","68.52","1","1.85","N<10",,"12","21.6","3","75"
"2013-14","Educational Service District 101","32","Spokane","32360","Cheney School District","5269","Westwood Middle School","P","6-8","458","5","1.09","10","2.18","0","0","10","2.18","8","1.75","45","9.83","362","79.04","28","6.11","225","49.13","233","50.87","0","0","2","0.44","74","16.19","238","52.08","11","2.41","N<10",,"12","14.5","27","71.05"
"2013-14","Educational Service District 101","32","Spokane","32360","Cheney School District","3309","Windsor Elementary","P","PK-5","423","5","1.18","4","0.95","0","0","4","0.95","5","1.18","25","5.91","346","81.8","38","8.98","249","58.87","174","41.13","0","0","23","5.41","80","18.82","199","46.82","3","0.71","N<10",,"16","13.4","19","70.37"
"2013-14","Educational Service District 101","33","Stevens","33036","Chewelah School District","1709","Chewelah Alternative","A","8-12","13","0","0","0","0","0","0","0","0","1","7.69","0","0","12","92.31","0","0","2","15.38","11","84.62","0","0","0","0","1","6.25","15","93.75","0","0","N<10",,"13","13.5","1","100"
"2013-14","Educational Service District 101","33","Stevens","33036","Chewelah School District","2664","Gess Elementary","P","K-6","343","2","0.58","2","0.58","1","0.29","3","0.87","4","1.17","17","4.96","312","90.96","5","1.46","192","55.98","151","44.02","0","0","1","0.28","54","15.13","242","67.79","5","1.4","N<10",,"16","20.7","18","81.82"
"2013-14","Educational Service District 101","33","Stevens","33036","Chewelah School District","1763","Home Link Alternative","A","K-12","47","2","4.26","0","0","0","0","0","0","0","0","1","2.13","43","91.49","1","2.13","21","44.68","26","55.32","0","0","0","0","1","1.85","40","74.07","1","1.85","N<10",,"12","19.1","3","75"
"2013-14","Educational Service District 101","33","Stevens","33036","Chewelah School District","2404","Jenkins Junior/Senior High","P","7-12","430","2","0.47","0","0","0","0","0","0","1","0.23","21","4.88","400","93.02","6","1.4","232","53.95","198","46.05","0","0","3","0.71","55","12.97","214","50.47","7","1.65","N<10",,"15","20.2","22","75.86"
"2013-14","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District","4552","Chimacum Creek Primary School","P","K-2","242","5","2.07","1","0.41","0","0","1","0.41","2","0.83","9","3.72","204","84.3","21","8.68","140","57.85","102","42.15","0","0","0","0","50","20.16","143","57.66","1","0.4","N<10",,"15","19.1","7","43.75"
"2013-14","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District","2697","Chimacum Elementary School","P","3-5","204","3","1.47","3","1.47","0","0","3","1.47","2","0.98","20","9.8","165","80.88","11","5.39","108","52.94","96","47.06","0","0","2","0.99","37","18.32","120","59.41","5","2.48","N<10",,"12","19.1","10","58.82"
"2013-14","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District","3275","Chimacum High School","P","9-12","319","5","1.57","9","2.82","1","0.31","10","3.13","3","0.94","25","7.84","259","81.19","17","5.33","156","48.9","163","51.1","0","0","7","2.17","34","10.53","131","40.56","11","3.41","N<10",,"17","18.4","15","78.95"
"2013-14","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District","4261","Chimacum Middle School","P","6-8","234","3","1.28","7","2.99","0","0","7","2.99","2","0.85","13","5.56","199","85.04","10","4.27","107","45.73","127","54.27","0","0","3","1.33","31","13.78","96","42.67","13","5.78","N<10",,"15","12.8","13","81.25"
"2013-14","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum School District","1724","PI Program","A","K-12","76","1","1.32","0","0","2","2.63","2","2.63","0","0","4","5.26","61","80.26","8","10.53","36","47.37","40","52.63","0","0","0","0","8","9.88","32","39.51","10","12.35","N<10",,"13","20.2","3","50"
"2013-14","Educational Service District 123","2","Asotin","2250","Clarkston School District","2299","Charles Francis Adams High School","P","9-12","766","14","1.83","7","0.91","0","0","7","0.91","6","0.78","48","6.27","674","87.99","17","2.22","395","51.57","371","48.43","0","0","4","0.55","95","13.01","297","40.68","17","2.33","N<10",,"19","21.1","33","82.5"
"2013-14","Educational Service District 123","2","Asotin","2250","Clarkston School District","1617","Educational Opportunity Center","A","7-12","151","4","2.65","0","0","0","0","0","0","1","0.66","15","9.93","127","84.11","4","2.65","73","48.34","78","51.66","0","0","0","0","30","20.69","77","53.10","3","2.07","N<10",,"30","20.4","3","60"
"2013-14","Educational Service District 123","2","Asotin","2250","Clarkston School District","1933","Elementary Alternative Center","A","K-8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","N<10",,,"0","0",
"2013-14","Educational Service District 123","2","Asotin","2250","Clarkston School District","2962","Grantham Elementary","P","K-6","248","3","1.21","0","0","0","0","0","0","0","0","22","8.87","203","81.85","20","8.06","130","52.42","118","47.58","0","0","4","1.61","54","21.77","214","86.29","6","2.42","N<10",,"14","17.1","10","55.56"
"2013-14","Educational Service District 123","2","Asotin","2250","Clarkston School District","4384","Heights Elementary","P","K-6","425","3","0.71","1","0.24","0","0","1","0.24","3","0.71","29","6.82","377","88.71","12","2.82","210","49.41","215","50.59","0","0","1","0.25","45","11.03","144","35.29","8","1.96","N<10",,"19","14.8","16","72.73"
"2013-14","Educational Service District 123","2","Asotin","2250","Clarkston School District","3266","Highland Elementary","P","K-6","335","6","1.79","1","0.3","0","0","1","0.3","1","0.3","26","7.76","279","83.28","22","6.57","145","43.28","190","56.72","0","0","6","1.8","40","11.98","263","78.74","6","1.8","N<10",,"19","14.1","7","38.89"
"2013-14","Educational Service District 123","2","Asotin","2250","Clarkston School District","2501","Lincoln Middle School","P","7-8","386","13","3.37","5","1.3","0","0","5","1.3","5","1.3","25","6.48","331","85.75","7","1.81","181","46.89","205","53.11","0","0","5","1.32","51","13.49","230","60.85","16","4.23","N<10",,"18","18","15","68.18"
"2013-14","Educational Service District 123","2","Asotin","2250","Clarkston School District","2823","Parkway Elementary","P","K-6","352","3","0.85","10","2.84","1","0.28","11","3.13","10","2.84","13","3.69","309","87.78","6","1.7","185","52.56","167","47.44","0","0","14","3.95","49","13.84","255","72.03","4","1.13","N<10",,"19","19.8","8","42.11"
"2013-14","Educational Service District 123","2","Asotin","2250","Clarkston School District","3616","Special Services","S","PK-12","46","0","0","0","0","0","0","0","0","0","0","5","10.87","39","84.78","2","4.35","33","71.74","13","28.26","0","0","0","0","46","100","18","39.13","0","0","N<10",,,"0","0",
"2013-14","Educational Service District 105","19","Kittitas","19404","Cle Elum-Roslyn School District","2328","Cle Elum Roslyn Elementary","P","PK-5","360","4","1.11","3","0.83","0","0","3","0.83","3","0.83","31","8.61","305","84.72","14","3.89","182","50.56","178","49.44","2","0.51","11","2.82","66","16.92","179","45.90","1","0.26","N<10",,"16","17.7","14","63.64"
"2013-14","Educational Service District 105","19","Kittitas","19404","Cle Elum-Roslyn School District","2329","Cle Elum Roslyn High School","P","9-12","293","6","2.05","6","2.05","2","0.68","8","2.73","3","1.02","23","7.85","248","84.64","5","1.71","151","51.54","142","48.46","0","0","4","1.38","24","8.3","95","32.87","6","2.08","N<10",,"16","11.5","11","61.11"
"2013-14","Educational Service District 105","19","Kittitas","19404","Cle Elum-Roslyn School District","2570","Walter Strom Middle School","P","6-8","215","2","0.93","2","0.93","0","0","2","0.93","1","0.47","16","7.44","179","83.26","15","6.98","109","50.7","106","49.3","0","0","2","0.92","18","8.29","78","35.94","1","0.46","N<10",,"15","16.3","8","57.14"
"2013-14","Puget Sound Educational Service District 121","27","Pierce","27400","Clover Park School District","1825","Alfaretta House","S","11-12","107","0","0","4","3.74","2","1.87","6","5.61","5","4.67","22","20.56","67","62.62","7","6.54","69","64.49","38","35.51","0","0","0","0","118","100","5","4.24","0","0","N<10",,,"0","0",
"2013-14","Puget Sound Educational Service District 121","27","Pierce","27400","Clover Park School District","3454","Beachwood Elementary School","P","PK-5","605","2","0.33","23","3.8","14","2.31","37","6.12","77","12.73","134","22.15","282","46.61","73","12.07","308","50.91","297","49.09","0","0","16","3.15","63","12.4","206","40.55","8","1.57","N<10",,"23","9.8","14","53.85"
"2013-14","Puget Sound Educational Service District 121","27","Pierce","27400","Clover Park School District","3457","Carter Lake Elementary School","P","PK-5","463","1","0.22","11","2.38","5","1.08","16","3.46","56","12.1","80","17.28","276","59.61","34","7.34","255","55.08","208","44.92","0","0","11","2.91","62","16.4","178","47.09","1","0.26","N<10",,"19","7.2","19","79.17"
