"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","male","gender_x","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","highly_capable","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_highly_capable","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","dataasof","fostercare","non_fostercare"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","4th Grade","52","23","29","0","3","1","0","26","0","3","19","14","0","6","41","1","2","2","2","11","38","52","46","11","51","50","50","50","41","2022-04-22T00:00:00.000","0","51"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","4th Grade","64","35","29","0","0","2","0","22","0","2","38","9","1","4","51","1","0","4","4","12","55","63","60","13","63","64","60","60","52","2022-04-22T00:00:00.000","0","62"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","4th Grade","51","24","27","0","2","0","1","23","0","2","23","13","0","4","44","0","0","3","0","10","38","51","47","7","51","51","48","51","41","2022-04-22T00:00:00.000","0","51"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","4th Grade","45","16","29","0","3","1","0","21","0","1","19","7","1","7","37","1","0","1","0","7","38","44","38","8","44","45","44","45","38","2022-04-22T00:00:00.000","0","44"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","5th Grade","46","23","23","0","0","0","0","18","1","7","20","10","1","2","40","1","0","1","2","16","36","45","44","6","45","46","45","44","30","2022-04-22T00:00:00.000","0","45"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","5th Grade","52","28","24","0","1","1","0","20","0","6","24","10","0","3","43","3","0","1","2","11","42","52","49","9","49","52","51","50","41","2022-04-22T00:00:00.000","0","50"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","5th Grade","70","37","33","0","3","0","0","30","0","5","32","14","3","3","60","2","0","0","3","15","56","67","67","10","68","70","70","67","55","2022-04-22T00:00:00.000","0","70"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","5th Grade","50","22","28","0","3","1","0","25","0","3","18","12","1","1","36","3","2","2","2","11","38","49","49","14","47","48","48","48","39","2022-04-22T00:00:00.000","0","49"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","5th Grade","59","31","28","0","0","2","0","24","0","3","30","8","1","1","47","1","0","0","6","9","51","58","58","12","58","59","59","53","50","2022-04-22T00:00:00.000","0","57"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","5th Grade","52","24","28","0","2","0","1","21","0","4","24","11","2","2","39","0","1","0","1","11","41","50","50","13","52","51","52","51","41","2022-04-22T00:00:00.000","0","52"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","5th Grade","40","16","24","0","1","1","0","20","0","2","16","6","1","2","35","0","0","1","1","6","34","39","38","5","40","40","39","39","34","2022-04-22T00:00:00.000","0","39"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","5th Grade","60","31","29","0","2","4","1","21","0","2","30","7","1","3","52","0","0","1","0","16","53","59","57","8","60","60","59","60","44","2022-04-22T00:00:00.000","0","60"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","6th Grade","2","0","2","0","0","0","0","1","0","0","1","1","0","0","2","0","0","0","0","2","1","2","2","0","2","2","2","2","0","2022-04-22T00:00:00.000","0","2"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","6th Grade","58","34","24","0","0","1","1","24","0","3","29","7","1","3","50","1","0","2","7","9","51","57","55","8","57","58","56","51","49","2022-04-22T00:00:00.000","0","56"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","6th Grade","52","26","26","0","2","0","1","25","0","2","22","8","2","5","37","1","2","1","5","10","44","50","47","15","51","50","51","47","42","2022-04-22T00:00:00.000","0","52"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","6th Grade","40","16","24","0","1","1","0","19","0","3","16","6","1","1","33","0","0","1","0","6","34","39","39","7","40","40","39","40","34","2022-04-22T00:00:00.000","0","39"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","6th Grade","54","28","26","0","2","4","1","20","0","1","26","7","1","3","41","0","0","0","0","15","47","53","51","13","54","54","54","54","39","2022-04-22T00:00:00.000","0","54"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","6th Grade","62","25","37","0","3","1","1","32","0","2","23","8","1","6","50","1","0","3","1","11","54","61","56","12","61","62","59","61","51","2022-04-22T00:00:00.000","0","59"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","7th Grade","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","1","1","0","1","1","1","1","0","2022-04-22T00:00:00.000","0","1"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","7th Grade","1","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","1","1","0","1","1","1","1","0","2022-04-22T00:00:00.000","0","1"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","7th Grade","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","1","0","0","1","1","1","0","0","2022-04-22T00:00:00.000","0","1"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","7th Grade","1","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","1","1","0","1","1","1","1","0","2022-04-22T00:00:00.000","0","1"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","AllGrades","293","154","139","0","10","2","4","122","2","22","131","59","2","6","248","10","1","4","11","69","234","291","287","45","283","292","289","282","224","2022-04-22T00:00:00.000","0","289"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","AllGrades","306","167","139","0","9","3","2","128","0","31","133","63","3","15","243","10","3","11","11","77","243","303","291","63","296","303","295","295","229","2022-04-22T00:00:00.000","0","299"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","AllGrades","375","197","178","0","9","1","3","156","0","39","167","77","5","30","319","10","3","16","11","92","298","370","345","56","365","372","359","364","283","2022-04-22T00:00:00.000","0","368"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","AllGrades","434","227","207","0","9","3","4","195","0","33","190","93","6","22","345","17","4","17","20","95","341","428","412","89","417","430","417","414","339","2022-04-22T00:00:00.000","0","424"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","AllGrades","425","214","211","0","8","3","3","192","0","27","192","88","6","26","332","11","7","11","21","85","337","419","399","93","414","418","414","404","340","2022-04-22T00:00:00.000","0","419"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","AllGrades","426","207","219","0","11","4","3","174","0","31","203","91","4","23","348","1","5","23","8","88","335","422","403","78","425","421","403","418","338","2022-04-22T00:00:00.000","0","420"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","AllGrades","418","205","213","0","13","8","3","179","0","17","198","81","2","31","342","3","0","8","4","87","337","416","387","76","415","418","410","414","331","2022-04-22T00:00:00.000","0","417"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","AllGrades","431","203","228","0","19","9","4","185","0","14","200","72","3","44","367","4","0","11","3","78","359","428","387","64","427","431","420","428","353","2022-04-22T00:00:00.000","0","427"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Kindergarten","53","22","31","0","3","0","0","20","0","3","27","10","0","1","38","0","0","2","0","12","43","53","52","15","53","53","51","53","41","2022-04-22T00:00:00.000","0","53"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Kindergarten","53","33","20","0","1","1","1","17","0","7","26","10","0","2","40","0","1","3","0","15","43","53","51","13","53","52","50","53","38","2022-04-22T00:00:00.000","0","52"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Kindergarten","53","28","25","0","2","0","0","20","0","6","25","11","0","3","46","0","0","4","0","13","42","53","50","7","53","53","49","53","40","2022-04-22T00:00:00.000","0","53"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Kindergarten","63","38","25","0","2","1","1","35","0","4","20","18","0","6","49","4","0","2","1","7","45","63","57","14","59","63","61","62","56","2022-04-22T00:00:00.000","0","61"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Kindergarten","59","29","30","0","0","0","1","28","0","4","26","14","0","4","48","2","1","3","2","11","45","59","55","11","57","58","56","57","48","2022-04-22T00:00:00.000","0","59"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Kindergarten","61","29","32","0","1","0","0","23","0","7","30","16","0","5","47","0","1","3","0","15","45","61","56","14","61","60","58","61","46","2022-04-22T00:00:00.000","0","61"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Kindergarten","62","35","27","0","1","0","0","22","0","6","33","13","0","2","51","0","0","1","0","15","49","62","60","11","62","62","61","62","47","2022-04-22T00:00:00.000","0","62"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Kindergarten","70","35","35","0","5","0","1","33","0","1","30","15","0","10","62","0","0","1","0","13","55","70","60","8","70","70","69","70","57","2022-04-22T00:00:00.000","0","70"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Pre-Kindergarten","24","12","12","0","1","0","1","5","0","3","14","0","0","4","24","0","1","1","0","11","24","24","20","0","24","23","23","24","13","2022-04-22T00:00:00.000","0","23"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Pre-Kindergarten","23","11","12","0","1","0","0","10","0","3","9","0","0","1","20","1","0","2","0","8","23","23","22","3","22","23","21","23","15","2022-04-22T00:00:00.000","0","23"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Pre-Kindergarten","23","16","7","0","0","0","0","12","0","0","11","0","0","1","17","1","0","1","1","1","23","23","22","6","22","23","22","22","22","2022-04-22T00:00:00.000","0","23"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Pre-Kindergarten","24","9","15","0","0","0","1","9","0","2","12","0","0","0","20","0","1","0","0","5","24","24","24","4","24","23","24","24","19","2022-04-22T00:00:00.000","0","24"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Pre-Kindergarten","28","13","15","0","0","0","0","14","0","1","13","0","0","5","21","1","0","1","0","4","28","28","23","7","27","28","27","28","24","2022-04-22T00:00:00.000","0","28"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Pre-Kindergarten","27","16","11","0","0","0","0","7","0","2","18","0","0","0","19","0","0","0","0","2","27","27","27","8","27","27","27","27","25","2022-04-22T00:00:00.000","0","27"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","1st Grade","20","15","5","0","1","0","0","0","0","3","16","0","0","0","13","0","0","3","0","2","20","20","20","7","20","20","17","20","18","2022-04-22T00:00:00.000","0","18"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","1st Grade","16","10","6","0","0","0","0","1","0","2","13","1","0","1","12","0","0","0","0","1","15","16","15","4","16","16","16","16","15","2022-04-22T00:00:00.000","0","15"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","1st Grade","31","16","15","0","0","1","0","4","0","3","22","3","0","0","17","0","0","1","1","1","28","31","31","14","31","31","30","30","30","2022-04-22T00:00:00.000","0","30"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","1st Grade","29","10","19","0","0","2","0","3","0","6","18","0","0","0","17","0","0","0","0","4","29","29","29","12","29","29","29","29","25","2022-04-22T00:00:00.000","0","27"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","1st Grade","18","8","10","0","0","0","0","1","0","1","16","0","0","0","10","0","0","1","1","4","18","18","18","8","18","18","17","17","14","2022-04-22T00:00:00.000","0","17"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","1st Grade","16","10","6","0","0","1","0","1","0","2","12","1","0","0","6","0","0","0","0","0","15","16","16","10","16","16","16","16","16","2022-04-22T00:00:00.000","0","16"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","1st Grade","29","11","18","0","1","0","0","8","0","3","17","6","0","4","16","0","0","0","1","5","23","29","25","13","29","29","29","28","24","2022-04-22T00:00:00.000","0","28"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","1st Grade","25","12","13","0","0","0","0","2","0","2","21","1","1","3","10","0","0","1","1","2","24","24","22","15","25","25","24","24","23","2022-04-22T00:00:00.000","0","24"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","2nd Grade","21","12","9","0","0","0","0","4","0","1","16","3","0","0","17","1","0","0","1","2","18","21","21","4","20","21","21","20","19","2022-04-22T00:00:00.000","0","20"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","2nd Grade","31","15","16","0","1","1","0","4","0","3","22","3","1","2","18","0","0","0","1","1","28","30","29","13","31","31","31","30","30","2022-04-22T00:00:00.000","0","30"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","2nd Grade","27","10","17","0","0","2","0","3","0","7","15","0","0","0","15","0","0","2","1","2","27","27","27","12","27","27","25","26","25","2022-04-22T00:00:00.000","0","25"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","2nd Grade","16","7","9","0","0","0","0","1","0","1","14","0","0","0","11","0","0","0","1","2","16","16","16","5","16","16","16","15","14","2022-04-22T00:00:00.000","0","15"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","2nd Grade","26","13","13","0","0","1","0","3","0","3","19","1","1","0","16","0","0","1","0","3","25","25","26","10","26","26","25","26","23","2022-04-22T00:00:00.000","0","25"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","2nd Grade","30","12","18","0","1","0","0","7","0","3","19","6","0","1","15","0","0","1","1","4","24","30","29","15","30","30","29","29","26","2022-04-22T00:00:00.000","0","29"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","2nd Grade","27","15","12","0","0","0","0","4","0","2","21","2","0","1","11","1","0","0","1","2","25","27","26","16","26","27","27","26","25","2022-04-22T00:00:00.000","0","26"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","2nd Grade","21","11","10","0","0","1","0","5","0","1","14","2","0","1","12","0","0","0","0","3","19","21","20","9","21","21","21","21","18","2022-04-22T00:00:00.000","0","21"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","3rd Grade","31","15","16","0","2","1","0","3","0","3","22","4","1","0","22","0","0","1","2","2","27","30","31","9","31","31","30","29","29","2022-04-22T00:00:00.000","0","29"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","3rd Grade","22","9","13","0","0","1","0","2","0","6","13","0","0","0","15","0","0","0","0","3","22","22","22","7","22","22","22","22","19","2022-04-22T00:00:00.000","0","21"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","3rd Grade","18","6","12","0","0","0","0","2","0","1","13","0","2","0","10","0","1","2","0","3","18","16","18","8","18","17","16","18","15","2022-04-22T00:00:00.000","0","17"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","3rd Grade","25","13","12","0","0","1","0","3","0","2","19","0","2","0","14","0","0","1","0","3","25","23","25","11","25","25","24","25","22","2022-04-22T00:00:00.000","0","24"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","3rd Grade","36","15","21","0","1","0","0","8","0","2","25","4","1","1","19","0","0","0","1","8","32","35","35","17","36","36","36","35","28","2022-04-22T00:00:00.000","0","34"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","3rd Grade","28","16","12","0","0","0","0","4","0","2","22","2","3","2","13","1","1","1","1","4","26","25","26","15","27","27","27","27","24","2022-04-22T00:00:00.000","0","27"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","3rd Grade","18","9","9","0","0","1","0","4","0","1","12","1","0","1","10","0","0","0","0","3","17","18","17","8","18","18","18","18","15","2022-04-22T00:00:00.000","0","18"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","3rd Grade","30","11","19","0","0","0","1","7","0","4","18","2","0","2","12","0","0","1","0","5","28","30","28","18","30","30","29","30","25","2022-04-22T00:00:00.000","0","30"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","4th Grade","26","11","15","0","1","1","0","3","0","3","18","0","0","0","16","0","2","2","1","3","26","26","26","10","26","24","24","25","23","2022-04-22T00:00:00.000","0","26"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","4th Grade","14","5","9","0","0","0","0","1","0","0","13","0","1","0","5","0","1","1","0","1","14","13","14","9","14","13","13","14","13","2022-04-22T00:00:00.000","0","14"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","4th Grade","27","15","12","0","0","1","0","5","0","1","19","0","1","0","19","0","1","0","0","5","27","26","27","8","27","26","27","27","22","2022-04-22T00:00:00.000","0","25"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","4th Grade","32","13","19","0","1","0","0","9","0","1","21","4","1","1","19","0","0","0","0","8","28","31","31","13","32","32","32","32","24","2022-04-22T00:00:00.000","0","31"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","4th Grade","30","19","11","0","0","0","0","5","0","3","22","1","4","1","20","0","0","1","0","2","29","26","29","10","30","30","29","30","28","2022-04-22T00:00:00.000","0","29"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","4th Grade","21","9","12","0","0","1","0","5","0","2","13","2","0","3","13","0","0","1","2","3","19","21","18","8","21","21","20","19","18","2022-04-22T00:00:00.000","0","21"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","4th Grade","25","10","15","0","0","0","1","7","0","4","13","2","0","1","11","0","0","0","0","4","23","25","24","14","25","25","25","25","21","2022-04-22T00:00:00.000","0","25"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","4th Grade","21","12","9","0","0","0","0","0","0","1","20","0","1","1","12","0","0","0","0","1","21","20","20","9","21","21","21","21","20","2022-04-22T00:00:00.000","0","21"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","5th Grade","16","8","8","0","0","0","0","1","0","0","15","0","2","1","10","0","1","0","0","2","16","14","15","6","16","15","16","16","14","2022-04-22T00:00:00.000","0","15"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","5th Grade","26","12","14","0","0","1","0","5","0","3","17","0","0","1","18","0","1","2","0","4","26","26","25","8","26","25","24","26","22","2022-04-22T00:00:00.000","0","26"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","5th Grade","39","16","23","0","1","0","0","10","0","2","26","4","3","2","21","0","0","1","1","10","35","36","37","18","39","39","38","38","29","2022-04-22T00:00:00.000","0","36"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","5th Grade","28","18","10","0","0","0","0","5","0","2","21","1","5","0","17","0","0","0","0","2","27","23","28","11","28","28","28","28","26","2022-04-22T00:00:00.000","0","27"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","5th Grade","22","11","11","0","0","1","0","5","0","2","14","1","0","0","14","0","0","0","2","3","21","22","22","8","22","22","22","20","19","2022-04-22T00:00:00.000","0","21"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","5th Grade","25","10","15","0","0","1","1","5","0","4","14","1","2","3","12","0","0","1","0","4","24","23","22","13","25","25","24","25","21","2022-04-22T00:00:00.000","0","25"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","5th Grade","20","11","9","0","0","0","0","0","0","0","20","0","1","1","10","0","0","0","0","1","20","19","19","10","20","20","20","20","19","2022-04-22T00:00:00.000","0","20"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","5th Grade","21","13","8","0","1","1","0","4","0","1","14","2","1","1","11","0","0","1","0","2","19","20","20","10","21","21","20","21","19","2022-04-22T00:00:00.000","0","21"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","6th Grade","23","11","12","0","0","1","0","5","0","2","15","1","0","0","15","0","0","0","2","5","22","23","23","8","23","23","23","21","18","2022-04-22T00:00:00.000","0","22"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","6th Grade","30","13","17","0","0","0","1","4","0","5","20","0","3","1","16","0","0","1","1","3","30","27","29","14","30","30","29","29","27","2022-04-22T00:00:00.000","0","28"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","6th Grade","18","8","10","0","0","0","0","0","0","0","18","0","1","1","9","0","0","1","0","1","18","17","17","9","18","18","17","18","17","2022-04-22T00:00:00.000","0","18"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","6th Grade","21","14","7","0","1","1","0","3","0","1","15","2","2","1","9","0","0","1","0","1","19","19","20","12","21","21","20","21","20","2022-04-22T00:00:00.000","0","21"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","6th Grade","30","17","13","0","3","1","0","3","0","3","20","0","3","3","13","0","0","1","0","4","30","27","27","17","30","30","29","30","26","2022-04-22T00:00:00.000","0","30"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","AllGrades","134","68","66","0","4","2","0","13","0","12","103","7","3","1","91","1","4","8","4","12","127","131","133","43","133","130","126","130","122","2022-04-22T00:00:00.000","0","128"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","AllGrades","124","59","65","0","1","3","0","14","0","15","91","4","2","4","74","0","2","4","1","11","120","122","120","50","124","122","120","123","113","2022-04-22T00:00:00.000","0","121"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","AllGrades","164","77","87","0","1","4","0","30","0","15","109","9","6","5","97","0","2","7","3","25","155","158","159","67","164","162","157","161","139","2022-04-22T00:00:00.000","0","155"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","AllGrades","190","90","100","0","1","5","0","31","0","19","134","9","8","2","111","0","0","2","6","27","181","182","188","79","190","190","188","184","163","2022-04-22T00:00:00.000","0","181"
