"schoolyear","esd","countynumber","county","countydistrictnumber","district","buildingnumber","school","gradetested","algebratotaltestednottested","algebra1totaltested","algebra1metstandardinclu","algebra1percentmetstanda","algebra1metstandardwitho","algebra1percentmetstanda_1","algebra1percentmetstanda_2","algebra1level1","algebra1percentlevel1","algebra1level2","algebra1percentlevel2","algebra1levelbasic","algebra1percentlevelbasic","algebra1level3","algebra1percentlevel3","algebra1level4","algebra1percentlevel4","algebra1noscore","algebra1percentnoscore","algebra1notmet","algebra1percentnotmet","algebra1excusedabsence","algebra1exempted","integrated1totaltestedno","integrated1totaltested","integrated1metstandardin","integrated1percentmetsta","integrated1metstandardwi","integrated1percentmetsta_1","integrated1percentmetsta_2","integrated1level1","integrated1percentlevel1","integrated1level2","integrated1percentlevel2","integrated1levelbasic","integrated1percentlevelbasic","integrated1level3","integrated1percentlevel3","integrated1level4","integrated1percentlevel4","integrated1noscore","integrated1percentnoscore","integrated1notmet","integrated1percentnotmet","integrated1excusedabsence","integrated1exempted","retake1totaltestednottested","retake1totaltested","retake1metstandardinclud","retake1percentmetstandar","retake1metstandardwithou","retake1percentmetstandar_1","retake1percentmetstandar_2","retake1level1","retake1percentlevel1","retake1level2","retake1percentlevel2","retake1levelbasic","retake1percentlevelbasic","retake1level3","retake1percentlevel3","retake1level4","retake1percentlevel4","retake1noscore","retake1percentnoscore","retake1notmet","retake1percentnotmet","retake1excusedabsence","retake1exempted","alleocmathyear1totaltest","alleocmathyear1totaltested","alleocmathyear1metstanda","alleocmathyear1percentme","alleocmathyear1metstanda_1","alleocmathyear1percentme_1","alleocmathyear1percentme_2","alleocmathyear1level1","alleocmathyear1percentlevel1","alleocmathyear1level2","alleocmathyear1percentlevel2","alleocmathyear1levelbasic","alleocmathyear1percentle","alleocmathyear1level3","alleocmathyear1percentlevel3","alleocmathyear1level4","alleocmathyear1percentlevel4","alleocmathyear1noscore","alleocmathyear1percentnoscore","alleocmathyear1notmet","alleocmathyear1percentnotmet","alleocmathyear1excusedabsence","alleocmathyear1exempted","geometrytotaltestednottested","geometrytotaltested","geometrymetstandardinclu","geometrypercentmetstanda","geometrymetstandardwitho","geometrypercentmetstanda_1","geometrypercentmetstanda_2","geometrylevel1","geometrypercentlevel1","geometrylevel2","geometrypercentlevel2","geometrylevelbasic","geometrypercentlevelbasic","geometrylevel3","geometrypercentlevel3","geometrylevel4","geometrypercentlevel4","geometrynoscore","geometrypercentnoscore","geometrynotmet","geometrypercentnotmet","geometryexcusedabsence","geometryexempted","integrated2totaltestedno","integrated2totaltested","integrated2metstandardin","integrated2percentmetsta","integrated2metstandardwi","integrated2percentmetsta_1","integrated2percentmetsta_2","integrated2level1","integrated2percentlevel1","integrated2level2","integrated2percentlevel2","integrated2levelbasic","integrated2percentlevelbasic","integrated2level3","integrated2percentlevel3","integrated2level4","integrated2percentlevel4","integrated2noscore","integrated2percentnoscore","integrated2notmet","integrated2percentnotmet","integrated2excusedabsence","integrated2exempted","retake2totaltestednottested","retake2totaltested","retake2metstandardinclud","retake2percentmetstandar","retake2metstandardwithou","retake2percentmetstandar_1","retake2percentmetstandar_2","retake2level1","retake2percentlevel1","retake2level2","retake2percentlevel2","retake2levelbasic","retake2percentlevelbasic","retake2level3","retake2percentlevel3","retake2level4","retake2percentlevel4","retake2noscore","retake2percentnoscore","retake2notmet","retake2percentnotmet","retake2excusedabsence","retake2exempted","alleocmathyear2totaltest","alleocmathyear2totaltested","alleocmathyear2metstanda","alleocmathyear2percentme","alleocmathyear2metstanda_1","alleocmathyear2percentme_1","alleocmathyear2percentme_2","alleocmathyear2level1","alleocmathyear2percentlevel1","alleocmathyear2level2","alleocmathyear2percentlevel2","alleocmathyear2levelbasic","alleocmathyear2percentle","alleocmathyear2level3","alleocmathyear2percentlevel3","alleocmathyear2level4","alleocmathyear2percentlevel4","alleocmathyear2noscore","alleocmathyear2percentnoscore","alleocmathyear2notmet","alleocmathyear2percentnotmet","alleocmathyear2excusedabsence","alleocmathyear2exempted","biologytotaltestednottested","biologytotaltested","biologymetstandardinclud","biologypercentmetstandar","biologymetstandardwithou","biologypercentmetstandar_1","biologypercentmetstandar_2","biologylevel1","biologypercentlevel1","biologylevel2","biologypercentlevel2","biologylevelbasic","biologypercentlevelbasic","biologylevel3","biologypercentlevel3","biologylevel4","biologypercentlevel4","biologynoscore","biologypercentnoscore","biologynotmet","biologypercentnotmet","biologyexcusedabsence","biologyexempted"
"2011-12","Educational Service District 123","1","Adams","1147","Othello School District","2961","Hiawatha Elementary School","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12","Educational Service District 123","1","Adams","1147","Othello School District","2961","Hiawatha Elementary School","All",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12","Educational Service District 123","1","Adams","1147","Othello School District","3015","Othello High School","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12","Educational Service District 123","1","Adams","1147","Othello School District","3015","Othello High School","9","152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,"155","155","64","41.2","64","41.2","41.3","64","41.2","27","17.39","0","0","50","32.2","14","9","0","0","91","58.7","4","73","78","78","65","83.29","65","83.29","83.3","4","5.09","9","11.5","0","0","30","38.39","35","44.79","0","0","13","16.6","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78","78","65","83.29","65","83.29","83.3","4","5.09","9","11.5","0","0","30","38.39","35","44.79","0","0","13","16.6","0","0","3",,,,,,,,,,,,,,,,,,,,,,
"2011-12","Educational Service District 123","1","Adams","1147","Othello School District","3015","Othello High School","10","39","39","45","60","9","23","23.1","24","61.5","6","15.3","1","2.5","8","20.5","0","0","0","0","30","76.9","5","39",,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,,,,,,,,,,,,,,,,,"55","47","59","60","12","23","25.5","26","61.5","9","16.3","1","2.5","11","20.5","0","0","8","14.5","43","78.09","5","69","85","85","116","72","40","47","47.1","16","18.8","29","34.1","0","0","34","40","6","7","0","0","45","52.89","2","76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85","85","124","73.3","40","47","47.1","16","18.8","29","34.1","0","0","34","40","6","7","0","0","45","52.89","2","84","213","188","87","40.8","87","40.79","46.3","22","10.3","79","37","0","0","64","30","23","10.69","25","11.69","126","59.1","16","24"
"2011-12","Educational Service District 123","1","Adams","1147","Othello School District","3015","Othello High School","11","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33",,,,,,,,,,,,,,,,,,,,,,,"41",,,,,,,,,,,,,,,,,,,,,,,"28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28",,,,,,,,,,,,,,,,,,,,,,,"18","18","3","16.6","3","16.6","16.7","9","50","6","33.29","0","0","3","16.6","0","0","0","0","15","83.29","5","1"
"2011-12","Educational Service District 123","1","Adams","1147","Othello School District","3015","Othello High School","12","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,,,,,,,,,,,,,,,
"2011-12","Educational Service District 123","1","Adams","1147","Othello School District","3015","Othello High School","All","201","201","75","37.29","75","37.29","37.3","94","46.7","32","15.9","1","0.4","59","29.3","15","7.4","0","0","126","62.6","14","119",,,,,,,,,,,,,,,,,,,,,,,,"53","45","21","39.6","21","39.6","46.7","11","20.69","13","24.5","0","0","17","32","4","7.5","8","15","32","60.29","8","39","254","246","96","39.6","96","39.6","46.7","105","46.7","45","24.5","1","0.4","76","32","19","7.5","8","15","158","62.6","22","158","192","192","111","57.79","111","57.79","57.8","34","17.69","47","24.39","0","0","69","35.89","42","21.8","0","0","81","42.1","11","83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"192","192","111","57.79","111","57.79","57.8","34","17.69","47","24.39","0","0","69","35.89","42","21.8","0","0","81","42.1","11","93","242","217","95","39.2","95","39.2","43.8","33","13.59","89","36.7","0","0","70","28.89","25","10.3","25","10.3","147","60.7","26","25"
"2011-12","Educational Service District 123","1","Adams","1147","Othello School District","3471","McFarland Middle School","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12","Educational Service District 123","1","Adams","1147","Othello School District","3471","McFarland Middle School","8","121","121","113","93.29","113","93.29","93.4","4","3.29","4","3.29","0","0","61","50.39","52","42.89","0","0","8","6.59","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121","121","113","93.29","113","93.29","93.4","4","3.29","4","3.29","0","0","61","50.39","52","42.89","0","0","8","6.59","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12","Educational Service District 123","1","Adams","1147","Othello School District","3471","McFarland Middle School","All","121","121","113","93.29","113","93.29","93.4","4","3.29","4","3.29","0","0","61","50.39","52","42.89","0","0","8","6.59","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121","121","113","93.29","113","93.29","93.4","4","3.29","4","3.29","0","0","61","50.39","52","42.89","0","0","8","6.59","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12","Educational Service District 123","1","Adams","1147","Othello School District","3730","Scootney Springs Elementary","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12","Educational Service District 123","1","Adams","1147","Othello School District","3730","Scootney Springs Elementary","All",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12","Educational Service District 101","1","Adams","1158","Lind School District","2903","Lind-Ritzville High School","7&Lower","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12","Educational Service District 101","1","Adams","1158","Lind School District","2903","Lind-Ritzville High School","8","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12","Educational Service District 101","1","Adams","1158","Lind School District","2903","Lind-Ritzville High School","9","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12","Educational Service District 101","1","Adams","1158","Lind School District","2903","Lind-Ritzville High School","10","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,"16","16","8","50","8","50","50","1","6.2","7","43.7","0","0","6","37.5","2","12.5","0","0","8","50","0","3"
"2011-12","Educational Service District 101","1","Adams","1158","Lind School District","2903","Lind-Ritzville High School","11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12","Educational Service District 101","1","Adams","1158","Lind School District","2903","Lind-Ritzville High School","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12","Educational Service District 101","1","Adams","1158","Lind School District","2903","Lind-Ritzville High School","All","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,"23","21","15","65.2","15","65.2","71.4","3","13","3","13","0","0","11","47.79","4","17.3","2","8.59","8","34.7","0","11","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,,,,,,,"16","16","8","50","8","50","50","1","6.2","7","43.7","0","0","6","37.5","2","12.5","0","0","8","50","0","3"
"2011-12","Educational Service District 101","1","Adams","1158","Lind School District","3421","Lind Elementary School","7&Lower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12","Educational Service District 101","1","Adams","1158","Lind School District","3421","Lind Elementary School","All",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2011-12","Educational Service District 101","1","Adams","1160","Ritzville School District","2132","Ritzville High School","9","2",,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,
