"_9298","_2019_20","state","_103300","washington_state","multiple","northwest_educational_service","_100009","_31016","arlington_school_district","_100014","_4327","eagle_creek_elementary","_102568","p","latitude","longitude","physicaladdress","mailingaddress","_2","two_way","_243","spanish","_80_20","kindergarten","_3","https_eaglecreek_asd_wednet","_1","districtcountdlschools","districtcountdlprograms","_2020_09_22_09_07_19_770"
"9572","2019-20","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3100","Stevenson Elementary","101361","P","47.617943","-122.150085","14220 NE 8th Street, Bellevue, Washington, 98007-4103","14220 NE 8th Street, Bellevue, Washington, 98007-4103","2","Two-way","243","Spanish","90-10","Kindergarten","5","https://bsd405.org/programs/dual-language/","1","6","6","1/27/2021"
"9573","2019-20","District","100019","Bellevue School District","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3435","Tillicum Middle School","101375","P","47.599125","-122.125699","1280 160th Avenue SE, Bellevue, Washington, 98008","1280 160th Avenue SE, Bellevue, Washington, 98008","2","Two-way","49","Chinese-Mandarin","90-10","6","8","https://bsd405.org/programs/mandarin-dual-language-program/","1","6","6","1/27/2021"
"9574","2019-20","District","100020","Bellingham School District","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9575","2019-20","District","100021","Benge School District","Adams","Educational Service District 101","100001","1122","Benge School District","100021","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9576","2019-20","District","100022","Bethel School District","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","3649","Chester H Thompson Elementary","102296","P","47.112888","-122.426206","303 159TH ST E, TACOMA, Washington, 98445-1199","303 159TH ST E, TACOMA, Washington, 98445-1199","2","Two-way","243","Spanish","90-10","Kindergarten","4","http://bethelsd.schoolwires.net/Domain/318","1","1","1","1/27/2021"
"9577","2019-20","District","100023","Bickleton School District","Klickitat","Educational Service District 105","100002","20203","Bickleton School District","100023","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9578","2019-20","District","100024","Blaine School District","Whatcom","Northwest Educational Service District 189","100009","37503","Blaine School District","100024","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9579","2019-20","District","100025","Boistfort School District","Lewis","Capital Region ESD 113","100004","21234","Boistfort School District","100025","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9580","2019-20","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","3171","Naval Avenue Elementary School","101675","P","47.569594","-122.648498","900 Olympic Avenue, Bremerton, Washington, 98312-3825","900 Olympic Avenue, Bremerton, Washington, 98312-3825","2","Two-way","243","Spanish","50-50","Kindergarten","3","http://www.bremertonschools.org/Page/6415","1","2","2","1/27/2021"
"9581","2019-20","District","100026","Bremerton School District","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","2613","West Hills S.T.E.M. Academy","101665","P","47.557295","-122.666859","520 S National Ave, Bremerton, Washington, 98312-3696","520 S National Ave, Bremerton, Washington, 98312-3696","2","Two-way","243","Spanish","50-50","Kindergarten","5","http://www.bremertonschools.org/Page/6415","1","2","2","1/27/2021"
"9582","2019-20","District","100027","Brewster School District","Okanogan","North Central Educational Service District 171","100008","24111","Brewster School District","100027","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9583","2019-20","District","100028","Bridgeport School District","Douglas","North Central Educational Service District 171","100008","9075","Bridgeport School District","100028","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9584","2019-20","District","100029","Brinnon School District","Jefferson","Olympic Educational Service District 114","100005","16046","Brinnon School District","100029","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9585","2019-20","District","100030","Burlington-Edison School District","Skagit","Northwest Educational Service District 189","100009","29100","Burlington-Edison School District","100030","2946","West View Elementary","102369","P","48.477418","-122.341179","515 W VICTORIA AVE, BURLINGTON, Washington, 98233-1028","515 W VICTORIA AVE, BURLINGTON, Washington, 98233-1028","2","Two-way","243","Spanish","50-50","Kindergarten","8","https://www.be.wednet.edu/westview","1","1","1","1/27/2021"
"9586","2019-20","District","100031","Camas School District","Clark","Educational Service District 112","100003","6117","Camas School District","100031","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9587","2019-20","District","100032","Cape Flattery School District","Clallam","Olympic Educational Service District 114","100005","5401","Cape Flattery School District","100032","2594","Neah Bay Elementary School","100503","P","48.363481","-124.622752","3560 Deer Street, Neah Bay, Washington, 98357-0000","3560 Deer Street PO Box 86, Neah Bay, Washington, 98357-0086","1","One-way","159","Makah","Unknown","Kindergarten","6","https://nbelem.weebly.com/","1","2","2","1/27/2021"
"9588","2019-20","District","100032","Cape Flattery School District","Clallam","Olympic Educational Service District 114","100005","5401","Cape Flattery School District","100032","3145","Neah Bay Junior/ Senior High School","100505","P","48.363481","-124.622752","3560 Deer Street, Neah Bay, Washington, 98357-0086","3560 Deer Street P.O. Box 86, Neah Bay, Washington, 98357-0086","1","One-way","159","Makah","Unknown","7","8","https://www.cfsd401.org/campuses","1","2","2","1/27/2021"
"9589","2019-20","District","100033","Carbonado School District","Pierce","Puget Sound Educational Service District 121","100006","27019","Carbonado School District","100033","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9590","2019-20","District","100034","Cascade School District","Chelan","North Central Educational Service District 171","100008","4228","Cascade School District","100034","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9591","2019-20","District","100035","CASHMERE SCHOOL DISTRICT","Chelan","North Central Educational Service District 171","100008","4222","CASHMERE SCHOOL DISTRICT","100035","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9592","2019-20","District","100036","Castle Rock School District","Cowlitz","Educational Service District 112","100003","8401","Castle Rock School District","100036","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9593","2019-20","District","106245","Catalyst Public Schools","Kitsap","Washington State Charter School Commission","105798","18901","Catalyst Public Schools","106245","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9594","2019-20","District","100037","Centerville School District","Klickitat","Educational Service District 112","100003","20215","Centerville School District","100037","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9595","2019-20","District","100038","Central Kitsap School District","Kitsap","Olympic Educational Service District 114","100005","18401","Central Kitsap School District","100038","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9596","2019-20","District","100039","Central Valley School District","Spokane","Educational Service District 101","100001","32356","Central Valley School District","100039","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9597","2019-20","District","104025","Centralia College","Lewis","NULL","NULL","21926","Centralia College","104025","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9598","2019-20","District","100040","Centralia School District","Lewis","Capital Region ESD 113","100004","21401","Centralia School District","100040","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9599","2019-20","District","100041","Chehalis School District","Lewis","Capital Region ESD 113","100004","21302","Chehalis School District","100041","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9600","2019-20","District","100042","Cheney School District","Spokane","Educational Service District 101","100001","32360","Cheney School District","100042","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9601","2019-20","District","100043","Chewelah School District","Stevens","Educational Service District 101","100001","33036","Chewelah School District","100043","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9602","2019-20","District","106180","Chief Leschi Schools","Pierce","NULL","NULL","27901","Chief Leschi Schools","106180","5549","Chief Leschi Schools","106182","Q","47.21185","-122.35486","5625 52nd St E, Puyallup, Washington, 98371","5625 52nd St E, Puyallup, Washington, 98371","1","One-way","349","Lushootseed","Unknown","Prekindergarten","12","https://www.leschischools.org/","1","1","1","1/27/2021"
"9603","2019-20","District","100044","Chimacum School District","Jefferson","Olympic Educational Service District 114","100005","16049","Chimacum School District","100044","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9604","2019-20","District","100045","Clarkston School District","Asotin","Educational Service District 123","100007","2250","Clarkston School District","100045","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9605","2019-20","District","100046","Cle Elum-Roslyn School District","Kittitas","Educational Service District 105","100002","19404","Cle Elum-Roslyn School District","100046","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9606","2019-20","District","100047","Clover Park School District","Pierce","Puget Sound Educational Service District 121","100006","27400","Clover Park School District","100047","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9607","2019-20","District","104269","Clover Park Technical College","Pierce","NULL","NULL","27932","Clover Park Technical College","104269","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9608","2019-20","District","100048","Colfax School District","Whitman","Educational Service District 101","100001","38300","Colfax School District","100048","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9609","2019-20","District","100049","College Place School District","Walla Walla","Educational Service District 123","100007","36250","College Place School District","100049","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9610","2019-20","District","100050","Colton School District","Whitman","Educational Service District 101","100001","38306","Colton School District","100050","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9611","2019-20","District","100051","Columbia (Stevens) School District","Stevens","Educational Service District 101","100001","33206","Columbia (Stevens) School District","100051","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9612","2019-20","District","100052","Columbia (Walla Walla) School District","Walla Walla","Educational Service District 123","100007","36400","Columbia (Walla Walla) School District","100052","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9613","2019-20","District","100053","Colville School District","Stevens","Educational Service District 101","100001","33115","Colville School District","100053","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9614","2019-20","District","104284","Community Colleges of Spokane","Spokane","NULL","NULL","32931","Community Colleges of Spokane","104284","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9615","2019-20","District","100054","Concrete School District","Skagit","Northwest Educational Service District 189","100009","29011","Concrete School District","100054","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9616","2019-20","District","100055","Conway School District","Skagit","Northwest Educational Service District 189","100009","29317","Conway School District","100055","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9617","2019-20","District","100056","Cosmopolis School District","Grays Harbor","Capital Region ESD 113","100004","14099","Cosmopolis School District","100056","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9618","2019-20","District","100057","Coulee-Hartline School District","Grant","North Central Educational Service District 171","100008","13151","Coulee-Hartline School District","100057","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9619","2019-20","District","100058","Coupeville School District","Island","Northwest Educational Service District 189","100009","15204","Coupeville School District","100058","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9620","2019-20","District","100059","Crescent School District","Clallam","Olympic Educational Service District 114","100005","5313","Crescent School District","100059","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9621","2019-20","District","100060","Creston School District","Lincoln","Educational Service District 101","100001","22073","Creston School District","100060","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9622","2019-20","District","100061","Curlew School District","Ferry","Educational Service District 101","100001","10050","Curlew School District","100061","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9623","2019-20","District","100062","Cusick School District","Pend Oreille","Educational Service District 101","100001","26059","Cusick School District","100062","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9624","2019-20","District","100063","Damman School District","Kittitas","Educational Service District 105","100002","19007","Damman School District","100063","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9625","2019-20","District","100064","Darrington School District","Snohomish","Northwest Educational Service District 189","100009","31330","Darrington School District","100064","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9626","2019-20","District","100065","Davenport School District","Lincoln","Educational Service District 101","100001","22207","Davenport School District","100065","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9627","2019-20","District","100066","Dayton School District","Columbia","Educational Service District 123","100007","7002","Dayton School District","100066","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9628","2019-20","District","100067","Deer Park School District","Spokane","Educational Service District 101","100001","32414","Deer Park School District","100067","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9629","2019-20","District","100068","Dieringer School District","Pierce","Puget Sound Educational Service District 121","100006","27343","Dieringer School District","100068","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9630","2019-20","District","100069","Dixie School District","Walla Walla","Educational Service District 123","100007","36101","Dixie School District","100069","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9631","2019-20","District","100070","East Valley School District (Spokane)","Spokane","Educational Service District 101","100001","32361","East Valley School District (Spokane)","100070","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9632","2019-20","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","4055","East Valley Central Middle School","103211","P","46.572516","-120.40485","2010 BEAUDRY RD, YAKIMA, Washington, 98901-8082","2010 BEAUDRY RD, YAKIMA, Washington, 98901-8082","2","Two-way","243","Spanish","50-50","6","8","https://eastvalleycentral.evsd90.org/","1","2","2","1/27/2021"
"9633","2019-20","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","2530","Moxee Elementary","103209","P","46.550682","-120.381948","528 E. Seattle Avenue, Moxee, Washington, 98936-0000","PO BOX 69, Moxee, Washington, 98936-0000","2","Two-way","243","Spanish","50-50","Kindergarten","8","https://www.evsd90.org/apps/pages/duallanguage","1","2","2","1/27/2021"
"9634","2019-20","District","100072","Eastmont School District","Douglas","North Central Educational Service District 171","100008","9206","Eastmont School District","100072","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9635","2019-20","District","100073","Easton School District","Kittitas","Educational Service District 105","100002","19028","Easton School District","100073","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9636","2019-20","District","100074","Eatonville School District","Pierce","Puget Sound Educational Service District 121","100006","27404","Eatonville School District","100074","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9637","2019-20","District","100075","Edmonds School District","Snohomish","Northwest Educational Service District 189","100009","31015","Edmonds School District","100075","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9638","2019-20","District","106022","Educational Service Agency 112","Clark","Educational Service District 112","100003","6701","Educational Service Agency 112","106022","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9639","2019-20","District","100076","Ellensburg School District","Kittitas","Educational Service District 105","100002","19401","Ellensburg School District","100076","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9640","2019-20","District","100077","Elma School District","Grays Harbor","Capital Region ESD 113","100004","14068","Elma School District","100077","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9641","2019-20","District","100078","Endicott School District","Whitman","Educational Service District 101","100001","38308","Endicott School District","100078","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9642","2019-20","District","100079","Entiat School District","Chelan","North Central Educational Service District 171","100008","4127","Entiat School District","100079","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9643","2019-20","District","100080","Enumclaw School District","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9644","2019-20","District","100081","Ephrata School District","Grant","North Central Educational Service District 171","100008","13165","Ephrata School District","100081","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9645","2019-20","District","100001","ESD 101 acting as a school district","Spokane","NULL","NULL","32801","ESD 101 acting as a school district","100001","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9646","2019-20","District","100002","ESD 105 acting as a school district","Yakima","NULL","NULL","39801","ESD 105 acting as a school district","100002","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9647","2019-20","District","100003","ESD 112 acting as a school district","Clark","NULL","NULL","6801","ESD 112 acting as a school district","100003","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9648","2019-20","District","100004","ESD 113 acting as a school district","Thurston","NULL","NULL","34801","ESD 113 acting as a school district","100004","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9649","2019-20","District","100005","ESD 114 acting as a school district","Kitsap","NULL","NULL","18801","ESD 114 acting as a school district","100005","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9650","2019-20","District","100007","ESD 123 acting as a school district","Franklin","NULL","NULL","11801","ESD 123 acting as a school district","100007","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9651","2019-20","District","100009","ESD 189 acting as a school district","Skagit","NULL","NULL","29801","ESD 189 acting as a school district","100009","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9652","2019-20","District","100082","Evaline School District","Lewis","Capital Region ESD 113","100004","21036","Evaline School District","100082","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9653","2019-20","District","104292","Everett Community College","Snohomish","NULL","NULL","31933","Everett Community College","104292","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9654","2019-20","District","100083","Everett School District","Snohomish","Northwest Educational Service District 189","100009","31002","Everett School District","100083","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9655","2019-20","District","100084","Evergreen School District (Clark)","Clark","Educational Service District 112","100003","6114","Evergreen School District (Clark)","100084","3618","Marrion Elementary School","100598","P","45.65389181","-122.5486362","4400 NE 122nd Ave, Vancouver, Washington, 98664-3003","4400 NE 122nd Ave, Vancouver, Washington, 98664-3003","2","Two-way","243","Spanish","90-10","Kindergarten","5","http://www.evergreenps.org/Elementary-Schools/Marrion","1","3","3","1/27/2021"
"9656","2019-20","District","100084","Evergreen School District (Clark)","Clark","Educational Service District 112","100003","6114","Evergreen School District (Clark)","100084","4445","Pioneer Elementary School","100615","P","45.67638397","-122.5011424","7212 NE 166th Avenue, Vancouver, Washington, 98682-5196","7212 NE 166th Avenue, Vancouver, Washington, 98682-5196","2","Two-way","243","Spanish","90-10","Kindergarten","5","http://www.evergreenps.org/Elementary-Schools/Pioneer","1","3","3","1/27/2021"
"9657","2019-20","District","100084","Evergreen School District (Clark)","Clark","Educational Service District 112","100003","6114","Evergreen School District (Clark)","100084","4051","Wyeast Middle School","100608","P","45.612998","-122.534258","1112 SE 136th Avenue, Vancouver, Washington, 98683-7014","1112 SE 136th Avenue, Vancouver, Washington, 98683-7014","2","Two-way","243","Spanish","90-10","6","8","http://www.evergreenps.org/Schools/Middle-Schools/Wyeast","1","3","3","1/27/2021"
"9658","2019-20","District","100085","Evergreen School District (Stevens)","Stevens","Educational Service District 101","100001","33205","Evergreen School District (Stevens)","100085","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9659","2019-20","District","105811","Excel Public Charter School","King","Washington State Charter School Commission","105798","17906","Excel Public Charter School","105811","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9660","2019-20","District","100086","Federal Way School District","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","3567","Sunnycrest Elementary School","101197","P","47.38085855","-122.2818409","24629 42ND AV S, KENT, Washington, 98032-4197","24629 42ND AV S, KENT, Washington, 98032-4197","2","Two-way","243","Spanish","50-50","Kindergarten","5","http://www.fwps.org/domain/603","1","1","1","1/27/2021"
"9661","2019-20","District","100087","Ferndale School District","Whatcom","Northwest Educational Service District 189","100009","37502","Ferndale School District","100087","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9662","2019-20","District","100088","Fife School District","Pierce","Puget Sound Educational Service District 121","100006","27417","Fife School District","100088","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9663","2019-20","District","100089","Finley School District","Benton","Educational Service District 123","100007","3053","Finley School District","100089","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9664","2019-20","District","105683","First Place Scholars Charter School District","King","Puget Sound Educational Service District 121","100006","17901","First Place Scholars Charter School District","105683","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","1/27/2021"
"9665","2019-20","District","100090","Franklin Pierce School District","Pierce","Puget Sound Educational Service District 121","100006","27402","Franklin Pierce School District","100090","3000","Harvard Elementary","102273","P","47.18078","-122.405624","1709 85th Street E, Tacoma, Washington, 98445-0000","1709 85th Street E, Tacoma, Washington, 98445-0000","2","Two-way","243","Spanish","90-10","Kindergarten","3","http://harvard.fpschools.org/","1","1","1","1/27/2021"
