"_9298","_2019_20","state","_103300","washington_state","multiple","northwest_educational_service","_100009","_31016","arlington_school_district","_100014","_4327","eagle_creek_elementary","_102568","p","latitude","longitude","physicaladdress","mailingaddress","_2","two_way","_243","spanish","_80_20","kindergarten","_3","https_eaglecreek_asd_wednet","_1","districtcountdlschools","districtcountdlprograms","_2020_09_22_09_07_19_770"
"9535","2019-20","State","103300","Washington State","Multiple","Puget Sound Educational Service District 121","100006","17001","Seattle School District No. 1","100229","2199","Concord International School","101064","P","47.523677","-122.324108","723 S CONCORD ST, SEATTLE, Washington, 98108-4641","723 S CONCORD ST, SEATTLE, Washington, 98108-4641","2","Two-way","243","Spanish","50-50","Kindergarten","5","https://concordes.seattleschools.org/","1","5","5","1/27/2021"
"9536","2019-20","State","103300","Washington State","Multiple","Puget Sound Educational Service District 121","100006","17001","Seattle School District No. 1","100229","2839","David T. Denny International Middle School","101107","P","47.53101849","-122.3653763","2601 SW Kenyon St, SEATTLE, Washington, 98126","2601 SW Kenyon St, SEATTLE, Washington, 98126","1","One-way","243","Spanish","50-50","6","8","http://dennyms.seattleschools.org/","1","5","5","1/27/2021"
"9537","2019-20","State","103300","Washington State","Multiple","Puget Sound Educational Service District 121","100006","17001","Seattle School District No. 1","100229","3803","Dearborn Park International School","101145","P","47.552323","-122.296283","2820 S ORCAS ST, SEATTLE, Washington, 98108-3066","2820 S ORCAS ST, SEATTLE, Washington, 98108-3066","1","One-way","243","Spanish","50-50","Kindergarten","5","http://dearbornes.seattleschools.org/about/dual_language_immersion_program","1","5","5","1/27/2021"
"9538","2019-20","State","103300","Washington State","Multiple","Puget Sound Educational Service District 121","100006","17001","Seattle School District No. 1","100229","3095","Mercer International Middle School","101117","P","47.563903","-122.311187","1600 S COLUMBIAN WY, SEATTLE, Washington, 98108-1565","1600 S COLUMBIAN WY, SEATTLE, Washington, 98108-1565","2","Two-way","243","Spanish","50-50","6","8","https://mercerms.seattleschools.org/academics/international_education","1","5","5","1/27/2021"
"9539","2019-20","State","103300","Washington State","Multiple","Educational Service District 105","100002","39119","Selah School District","100231","5383","John Campbell Primary School","105888","P","46.658641","-120.531048","408 North First Street, Selah, Washington, 98942","408 North First Street, Selah, Washington, 98942","2","Two-way","243","Spanish","50-50","Kindergarten","2","https://www.selahschools.org/Page/64","1","2","2","1/27/2021"
"9540","2019-20","State","103300","Washington State","Multiple","Educational Service District 105","100002","39119","Selah School District","100231","5384","Selah Intermediate School","105889","P","46.65693225","-120.5483356","1401 West Fremont, Selah, Washington, 98942","1401 West Fremont, Selah, Washington, 98942","2","Two-way","243","Spanish","50-50","3","5","https://www.selahschools.org/Page/13","1","2","2","1/27/2021"
"9541","2019-20","State","103300","Washington State","Multiple","Capital Region ESD 113","100004","23309","Shelton School District","100235","2745","Evergreen Elementary School","101912","P","47.215149","-123.109744","900 W. Franklin St., Shelton, Washington, 98584-2551","900 W. Franklin St., Shelton, Washington, 98584-2551","2","Two-way","243","Spanish","50-50","Kindergarten","5","https://www.sheltonschools.org/Evergreen/About/SitePages/DualLanguage.aspx","1","1","1","1/27/2021"
"9542","2019-20","State","103300","Washington State","Multiple","Puget Sound Educational Service District 121","100006","17412","Shoreline School District","100236","2990","Briarcrest Elementary","101491","P","47.742285","-122.297769","2715 N.E. 158th Street, Shoreline, Washington, 98155-6443","2715 N.E. 158th Street, Shoreline, Washington, 98155-6443","2","Two-way","243","Spanish","50-50","Kindergarten","5","https://www.shorelineschools.org/domain/1729#calendar9882/20190820/month","1","1","1","1/27/2021"
"9543","2019-20","State","103300","Washington State","Multiple","NULL","NULL","18902","Suquamish Tribal Education Department","105768","5319","Chief Kitsap Academy","105634","Q","47.70590277","-122.5823112","15838 Sandy Hook Rd, Poulsbo, Washington, 98370","15838 Sandy Hook Rd, Poulsbo, Washington, 98370","1","One-way","349","Lushootseed","Unknown","6","12","https://suquamish.nsn.us/home/departments/education1/ckacademy/","1","1","1","1/27/2021"
"9544","2019-20","State","103300","Washington State","Multiple","Puget Sound Educational Service District 121","100006","27010","Tacoma School District","100261","2094","Blix Elementary","102102","P","47.222179","-122.412363","1302 E 38th St, Tacoma, Washington, 98404-0000","1302 E 38th St, Tacoma, Washington, 98404-0000","2","Two-way","243","Spanish","50-50","Kindergarten","5","https://www.tacomaschools.org/blix/Pages/default.aspx","1","2","2","1/27/2021"
"9545","2019-20","State","103300","Washington State","Multiple","Puget Sound Educational Service District 121","100006","27010","Tacoma School District","100261","2168","Sheridan","102107","P","47.208691","-122.420052","5317 E McKinley Ave, Tacoma, Washington, 98404-0000","5317 E McKinley Ave, Tacoma, Washington, 98404","2","Two-way","243","Spanish","90-10","Kindergarten","5","https://www.tacomaschools.org/sheridan/Pages/default.aspx","1","2","2","1/27/2021"
"9546","2019-20","State","103300","Washington State","Multiple","Educational Service District 112","100003","6037","Vancouver School District","100278","3016","Sarah J Anderson Elementary","100535","P","45.695363","-122.648879","2215 NE 104TH ST, VANCOUVER, Washington, 98686-5641","2215 NE 104TH ST, VANCOUVER, Washington, 98686-5641","2","Two-way","243","Spanish","50-50","Kindergarten","5","http://vansd.org/dual-language-program/","1","1","1","1/27/2021"
"9547","2019-20","State","103300","Washington State","Multiple","NULL","NULL","34901","WA HE LUT Indian School Agency","106074","5496","Wa He Lut Indian School","106079","Q","47.06766","-122.70305","11110 Conine Ave SE, Olympia, Washington, 98513","11110 Conine Ave SE, Olympia, Washington, 98513","1","One-way","NULL","Quilshootseed","Unknown","Kindergarten","8","http://www.wahelutindianschool.org/","1","1","1","1/27/2021"
"9548","2019-20","State","103300","Washington State","Multiple","Educational Service District 123","100007","36140","Walla Walla Public Schools","100283","4193","Blue Ridge Elementary","103023","P","46.056458","-118.352565","1150 W CHESTNUT ST, WALLA WALLA, Washington, 99362-3971","1150 W CHESTNUT ST, WALLA WALLA, Washington, 99362-3971","2","Two-way","243","Spanish","80-20","Kindergarten","5","https://blueridgeeagles.org/","1","6","6","1/27/2021"
"9549","2019-20","State","103300","Washington State","Multiple","Educational Service District 123","100007","36140","Walla Walla Public Schools","100283","2528","Edison Elementary School","103016","P","46.068216","-118.309222","1315 E ALDER ST, WALLA WALLA, Washington, 99362-3598","1315 E ALDER ST, WALLA WALLA, Washington, 99362-3598","2","Two-way","243","Spanish","80-20","Kindergarten","5","http://www.edisonshockers.org/index.php?option=com_content&view=article&id=110&Itemid=206","1","6","6","1/27/2021"
"9550","2019-20","State","103300","Washington State","Multiple","Educational Service District 123","100007","36140","Walla Walla Public Schools","100283","3510","Garrison Middle School","103020","P","46.054643","-118.341451","906 CHASE ST, WALLA WALLA, Washington, 99362-3996","906 CHASE ST, WALLA WALLA, Washington, 99362-3996","2","Two-way","243","Spanish","80-20","6","8","http://www.garrisonmiddleschool.org/c-p/dual-language-and-esl","1","6","6","1/27/2021"
"9551","2019-20","State","103300","Washington State","Multiple","Educational Service District 123","100007","36140","Walla Walla Public Schools","100283","2078","Green Park Elementary School","103013","P","46.074326","-118.322574","1105 E ISAACS AVE, WALLA WALLA, Washington, 99362-2199","1105 E ISAACS AVE, WALLA WALLA, Washington, 99362-2199","2","Two-way","243","Spanish","80-20","Kindergarten","5","http://www.greenparkelementary.org/index.php?option=com_content&view=article&id=86&Itemid=189","1","6","6","1/27/2021"
"9552","2019-20","State","103300","Washington State","Multiple","Educational Service District 123","100007","36140","Walla Walla Public Schools","100283","2780","Pioneer Middle School","103017","P","46.064524","-118.310252","450 BRIDGE ST, WALLA WALLA, Washington, 99362-3599","450 BRIDGE ST, WALLA WALLA, Washington, 99362-3599","2","Two-way","243","Spanish","80-20","6","8","http://www.pioneer49ers.org/","1","6","6","1/27/2021"
"9553","2019-20","State","103300","Washington State","Multiple","Educational Service District 123","100007","36140","Walla Walla Public Schools","100283","3728","Sharpstein Elementary School","103021","P","46.064541","-118.325939","410 HOWARD ST, WALLA WALLA, Washington, 99362-3294","410 HOWARD ST, WALLA WALLA, Washington, 99362-3294","2","Two-way","243","Spanish","80-20","Kindergarten","5","http://www.wwps.org/departments/transportation/bus-route-schedules/sharpstein-elementary","1","6","6","1/27/2021"
