"schoolyear","esd","countynumber","county","countydistrictnumber","district","buildingnumber","school","gradetested","biologytotaltestednottested","biologytotaltested","biologymetstandardinclud","biologypercentmetstandar","biologymetstandardwithou","biologypercentmetstandar_1","biologypercentmetstandar_2","biologylevel1","biologypercentlevel1","biologylevel2","biologypercentlevel2","biologylevelbasic","biologypercentlevelbasic","biologylevel3","biologypercentlevel3","biologylevel4","biologypercentlevel4","biologynoscore","biologypercentnoscore","biologynotmet","biologypercentnotmet","biologyexcusedabsence","biologyexempted"
"2014-15","Educational Service District 101","1","Adams","1109","Washtucna School District","3075","Washtucna Elementary/High School","10","3",,,,,,,,,,,,,,,,,,,,,,
"2014-15","Educational Service District 101","1","Adams","1109","Washtucna School District","3075","Washtucna Elementary/High School","All","3",,,,,,,,,,,,,,,,,,,,,,
"2014-15","Educational Service District 123","1","Adams","1147","Othello School District","3015","Othello High School","10","76",,,,,,,,,,,,,,,,,,,,,,
"2014-15","Educational Service District 123","1","Adams","1147","Othello School District","3015","Othello High School","All","76",,,,,,,,,,,,,,,,,,,,,,
"2014-15","Educational Service District 101","1","Adams","1158","Lind School District","2903","Lind-Ritzville High School","10","8",,,,,,,,,,,,,,,,,,,,,,
"2014-15","Educational Service District 101","1","Adams","1158","Lind School District","2903","Lind-Ritzville High School","All","8",,,,,,,,,,,,,,,,,,,,,,
"2014-15","Educational Service District 101","1","Adams","1160","Ritzville School District","2132","Ritzville High School","10","27","22","17","60.7","16","59.2","72.7","2","7.4","4","14.8","0","0","12","44.4","4","14.8","5","18.5","11","40.7","5","5"
"2014-15","Educational Service District 101","1","Adams","1160","Ritzville School District","2132","Ritzville High School","All","27","22","16","59.2","16","59.2","72.7","2","7.4","4","14.8","0","0","12","44.4","4","14.8","5","18.5","11","40.7","5","5"
"2014-15","Educational Service District 123","2","Asotin","2250","Clarkston School District","1617","Educational Opportunity Center","10","17",,,,,,,,,,,,,,,,,,,,,,
"2014-15","Educational Service District 123","2","Asotin","2250","Clarkston School District","1617","Educational Opportunity Center","All","17",,,,,,,,,,,,,,,,,,,,,,
"2014-15","Educational Service District 123","2","Asotin","2250","Clarkston School District","2299","Charles Francis Adams High School","10","197","190","165","80.8","158","80.2","83.1","6","3","26","13.1","13","6.5","83","42.1","62","31.4","7","3.5","39","19.7","1","26"
"2014-15","Educational Service District 123","2","Asotin","2250","Clarkston School District","2299","Charles Francis Adams High School","All","197","190","158","80.2","158","80.2","83.1","6","3","26","13.1","13","6.5","83","42.1","62","31.4","7","3.5","39","19.7","1","26"
"2014-15","Educational Service District 123","2","Asotin","2250","Clarkston School District","3616","Special Services","10","1",,,,,,,,,,,,,,,,,,,,,,
"2014-15","Educational Service District 123","2","Asotin","2250","Clarkston School District","3616","Special Services","All","1",,,,,,,,,,,,,,,,,,,,,,
"2014-15","Educational Service District 123","2","Asotin","2420","Asotin-Anatone School District","2434","Asotin Jr Sr High","10","51",,,,,,,,,,,,,,,,,,,,,,
"2014-15","Educational Service District 123","2","Asotin","2420","Asotin-Anatone School District","2434","Asotin Jr Sr High","All","51",,,,,,,,,,,,,,,,,,,,,,
"2014-15","Educational Service District 123","3","Benton","3017","Kennewick School District","1884","Legacy High School","10","20",,,,,,,,,,,,,,,,,,,,,,
"2014-15","Educational Service District 123","3","Benton","3017","Kennewick School District","1884","Legacy High School","All","20",,,,,,,,,,,,,,,,,,,,,,
"2014-15","Educational Service District 123","3","Benton","3017","Kennewick School District","2826","Kennewick High School","10","269","237","263","65.4","130","48.3","54.8","25","9.2","82","30.4","10","3.7","97","36","23","8.5","32","11.8","139","51.6",,"164"
"2014-15","Educational Service District 123","3","Benton","3017","Kennewick School District","2826","Kennewick High School","All","269","237","130","48.3","130","48.3","54.8","25","9.2","82","30.4","10","3.7","97","36","23","8.5","32","11.8","139","51.6",,"164"
"2014-15","Educational Service District 123","3","Benton","3017","Kennewick School District","3731","Kamiakin High School","10","124","114","372","81.2","38","30.6","33.3","26","20.9","50","40.3","6","4.8","17","13.7","15","12","10","8","86","69.3",,"355"
"2014-15","Educational Service District 123","3","Benton","3017","Kennewick School District","3731","Kamiakin High School","All","124","114","38","30.6","38","30.6","33.3","26","20.9","50","40.3","6","4.8","17","13.7","15","12","10","8","86","69.3",,"355"
"2014-15","Educational Service District 123","3","Benton","3017","Kennewick School District","4484","Southridge High School","10","134","95","362","81.7","53","39.5","55.7","6","4.4","36","26.8","0","0","34","25.3","19","14.1","39","29.1","81","60.4",,"330"
