"schoolyear","esd","countynumber","county","countydistrictnumber","district","totalenrollment","percentasianpacificislander","percentamericanindianora","percentblack","percenthispanic","percentwhite","percentmales","percentfemales","percentmigrant","percenttransitionalbilingual","percentspecialeducation","studentsperclassroomteacher","educationalfte","freeorreducedpricedmeals","avgyearseducationalexperience","percentteacherswithatlea"
"2002-03","Educational Service District 113","14","Grays Harbor","14065","Mccleary","339","1.5","2.9","0.3","5","90.3","51.3","48.7",,"0","15.4","20",,"31.83","14.4","41.2"
"2002-03","Educational Service District 113","14","Grays Harbor","14066","Montesano","1314","1.6","2.3","0.5","3","92.5","53.7","46.3",,"0.38","14.9","16",,"23.36","14.8","48.8"
"2002-03","Educational Service District 113","14","Grays Harbor","14068","Elma","2001","1.3","3.8","1.2","4.9","88.6","53.2","46.8",,"2.74","13.3","18",,"36.5","15.1","66.1"
"2002-03","Educational Service District 113","14","Grays Harbor","14077","Taholah","229","1.3","93.9","0","0","4.8","59","41",,"0","16.8","11",,"74.34","12.7","35"
"2002-03","Educational Service District 113","14","Grays Harbor","14097","Quinault Lake","276","0.4","13.4","0","15.9","70.3","54.3","45.7","1.08","15.69","10.5","12",,"64.23","9.8","43.5"
"2002-03","Educational Service District 113","14","Grays Harbor","14099","Cosmopolis","170","0","3.5","0","5.9","90.6","49.4","50.6",,"0","12.1","17",,"35.26","21.1","70"
"2002-03","Educational Service District 113","14","Grays Harbor","14104","Satsop","53","1.9","11.3","0","3.8","83","45.3","54.7",,"0","12.2","9",,"41.5","13.8","50"
"2002-03","Educational Service District 113","14","Grays Harbor","14117","Wishkah Valley","231","1.7","1.7","0.4","0.4","95.7","48.5","51.5",,"0","7.6","12",,"23.42","14.2","52.6"
"2002-03","Educational Service District 113","14","Grays Harbor","14172","Ocosta","744","2.7","10.1","0.5","3.8","82.9","51.5","48.5","10.08","0.82","13.3","17",,"48.21","12.3","62.2"
"2002-03","Educational Service District 113","14","Grays Harbor","14400","Oakville","300","1","35.7","2.3","2","59","53.3","46.7",,"0.33","11.8","13",,"78","13.2","65.2"
"2002-03","Northwest Educational Service District 189","15","Island","15201","Oak Harbor","6153","13.8","1.3","7.1","5","72.8","51.9","48.1",,"2.74","10.6","19",,"32.02","13.9","56.5"
"2002-03","Northwest Educational Service District 189","15","Island","15204","Coupeville","1124","3.5","0.8","1.5","4.5","89.7","52","48",,"2","12.9","19",,"24.4","14.2","66.1"
"2002-03","Northwest Educational Service District 189","15","Island","15206","South Whidbey","2364","3.6","1.4","1.3","2.3","91.4","50.4","49.6",,"0.3","11.8","18",,"16.42","14.5","51.2"
"2002-03","Olympic Educational Service District 114","16","Jefferson","16020","Queets-Clearwater","37","0","94.6","0","0","5.4","48.6","51.4",,"0","20.3","6",,"100","9.3","16.7"
"2002-03","Olympic Educational Service District 114","16","Jefferson","16046","Brinnon","59","0","0","3.4","6.8","89.8","62.7","37.3",,"0","26.8","8",,"77.46","7.9","42.9"
"2002-03","Olympic Educational Service District 114","16","Jefferson","16048","Quilcene","285","1.8","5.6","0.7","1.8","90.2","51.9","48.1",,"0","10.8","13",,"40.9","16","54.5"
"2002-03","Olympic Educational Service District 114","16","Jefferson","16049","Chimacum","1317","2.6","3.9","1.6","2","89.9","50.8","49.2",,"0","12.3","17",,"30.1","12.7","50.6"
"2002-03","Olympic Educational Service District 114","16","Jefferson","16050","Port Townsend","1741","3.3","2.7","2.1","2.1","89.7","51.1","48.9",,"0.92","13.1","17",,"38.53","13.8","54"
"2002-03","Puget Sound Educational Service District","17","King","17001","Seattle","47853","23.3","2.6","23","11","40.1","51.3","48.7","0.4","12.14","13","17",,"41.94","11.5","53.9"
"2002-03","Puget Sound Educational Service District","17","King","17210","Federal Way","22449","16.2","1.5","12.6","10.2","59.6","51.6","48.4",,"8.43","11.9","18",,"34.84","11.5","47.7"
"2002-03","Puget Sound Educational Service District","17","King","17216","Enumclaw","5112","1.4","1.8","0.6","4.7","91.4","50.9","49.1",,"1.26","11.8","18",,"17.27","13.6","52.1"
"2002-03","Puget Sound Educational Service District","17","King","17400","Mercer Island","4133","17.3","0.2","1.4","1.5","79.5","52.3","47.7",,"1.79","9.3","17",,"2.14","12.4","68.7"
"2002-03","Puget Sound Educational Service District","17","King","17401","Highline","17735","20.7","2.1","13.3","17.9","45.9","51.5","48.5",,"10.68","11.4","18",,"50.54","12.1","44.4"
"2002-03","Puget Sound Educational Service District","17","King","17402","Vashon Island","1606","3.1","0.8","1.6","3","91.5","52.3","47.7",,"0.63","12.6","16",,"8.31","13.2","61"
"2002-03","Puget Sound Educational Service District","17","King","17403","Renton","13100","20.3","1.5","17.7","9.5","51.1","52.2","47.8",,"7.95","12.5","19",,"37.92","12.4","56.3"
"2002-03","Puget Sound Educational Service District","17","King","17404","Skykomish","76","0","1.3","0","2.6","96.1","52.6","47.4",,"0","17.6","7",,"61.03","18.6","54.5"
"2002-03","Puget Sound Educational Service District","17","King","17405","Bellevue","15656","20.7","0.4","2.7","7.8","68.4","51.9","48.1",,"8.83","9.3","17",,"17.61","10.1","51.9"
"2002-03","Puget Sound Educational Service District","17","King","17406","Tukwila","2742","17.4","1.6","21.7","22.2","37.1","51.8","48.2",,"26.18","11.3","19",,"61.51","10.3","51.4"
"2002-03","Puget Sound Educational Service District","17","King","17407","Riverview","2912","2.9","1.1","0.4","5","90.5","50.7","49.3",,"2.09","11.8","18",,"11.82","13.1","44.2"
"2002-03","Puget Sound Educational Service District","17","King","17408","Auburn","13621","7.1","4.3","5","9.3","74.3","51.1","48.9",,"7.61","10.3","19",,"37.82","11.8","55.2"
"2002-03","Puget Sound Educational Service District","17","King","17409","Tahoma","6272","2.7","1.1","1.8","3.3","91.2","51","49",,"0.68","13","17",,"10.26","10.9","60.9"
"2002-03","Puget Sound Educational Service District","17","King","17410","Snoqualmie Valley","4719","2.2","1.5","1.1","2.8","92.3","52","48",,"0.38","10.8","20",,"13.91","12.8","59.8"
"2002-03","Puget Sound Educational Service District","17","King","17411","Issaquah","14759","12","0.6","1.7","2.8","82.9","52.1","47.9",,"1.37","10.5","17",,"7.04","11.3","58.7"
"2002-03","Puget Sound Educational Service District","17","King","17412","Shoreline","10099","18.3","1.3","5.8","5","69.5","52.2","47.8",,"4.97","12.6","17",,"16.17","13","62.5"
"2002-03","Puget Sound Educational Service District","17","King","17414","Lake Washington","24098","12","0.7","2.5","5.7","79.1","51.9","48.1",,"3.97","9.9","18",,"11.93","13.4","46.3"
"2002-03","Puget Sound Educational Service District","17","King","17415","Kent","26694","14.6","1.2","9.9","7.2","67.1","51.8","48.2",,"11.53","12.1","18",,"31.29","11.5","53.1"
"2002-03","Puget Sound Educational Service District","17","King","17417","Northshore","20181","9.4","1.1","2.3","5.4","81.8","52.3","47.7",,"2.37","12.5","18",,"9.86","14","55.4"
"2002-03","Olympic Educational Service District 114","18","Kitsap","18100","Bremerton","5787","11.9","3.8","11.5","5.9","66.9","50.6","49.4",,"0.74","12.7","17",,"49.71","14","47.7"
"2002-03","Puget Sound Educational Service District","18","Kitsap","18303","Bainbridge Island","4142","4.4","1.4","1.5","2.5","90.2","51.2","48.8",,"0.46","11.6","18",,"5.81","12.8","67.2"
"2002-03","Olympic Educational Service District 114","18","Kitsap","18400","North Kitsap","7163","4.1","6.6","1.7","4.1","83.4","52.5","47.5",,"1.51","12.2","17",,"19.44","11.6","61.8"
"2002-03","Olympic Educational Service District 114","18","Kitsap","18401","Central Kitsap","13393","12.4","1.1","5.7","4.2","76.6","51.4","48.6",,"1.58","13.8","18",,"22.42","13.5","56.4"
"2002-03","Olympic Educational Service District 114","18","Kitsap","18402","South Kitsap","11169","6.7","3","3.3","3.6","83.3","50.9","49.1",,"0.45","13","16",,"26.67","13.2","58.7"
"2002-03","Educational Service District 105","19","Kittitas","19007","Damman","40","5","0","0","2.5","92.5","50","50",,"0","0","20",,,"22.5","0"
"2002-03","Educational Service District 105","19","Kittitas","19028","Easton","127","0","0.8","0","7.1","92.1","55.1","44.9",,"0","12.2","10",,"35.15","17.5","76.9"
"2002-03","Educational Service District 105","19","Kittitas","19400","Thorp","181","1.7","3.9","0","8.3","86.2","50.8","49.2",,"2.76","15.3","9",,"46.4","14.5","50"
"2002-03","Educational Service District 105","19","Kittitas","19401","Ellensburg","2843","2","1.1","1.2","10.4","85.4","52.4","47.6","4.25","3.78","12.6","18",,"31.05","11.8","55.2"
"2002-03","Educational Service District 105","19","Kittitas","19403","Kittitas","555","0.2","1.1","2","17.1","79.6","53","47",,"7.4","12.8","15",,"44.85","11.6","50"
"2002-03","Educational Service District 105","19","Kittitas","19404","Cle Elum-Roslyn","964","0.8","4.1","1.2","2.4","91.4","51.6","48.4",,"0","8.9","18",,"27.35","12.1","45.3"
"2002-03","Educational Service District 112","20","Klickitat","20094","Wishram","60","5","25","0","0","70","61.7","38.3",,"0","24","5",,"64.4","12.7","36.4"
"2002-03","Educational Service District 105","20","Klickitat","20203","Bickleton","95","1.1","1.1","0","13.7","84.2","50.5","49.5",,"0","9.7","7",,,"10","53.8"
"2002-03","Educational Service District 112","20","Klickitat","20215","Centerville","79","0","1.3","0","2.5","96.2","53.2","46.8",,"0","11.8","16",,"36.25","11.8","80"
"2002-03","Educational Service District 112","20","Klickitat","20400","Trout Lake","154","1.3","0","0","8.4","90.3","56.5","43.5",,"1.94","14.8","12",,,"15.6","61.5"
"2002-03","Educational Service District 112","20","Klickitat","20401","Glenwood","85","0","22.4","0","1.2","76.5","48.2","51.8",,"0","12.1","7",,"31.81","16.1","38.5"
"2002-03","Educational Service District 112","20","Klickitat","20402","Klickitat","166","1.8","9","0.6","5.4","83.1","47","53",,"0","11.1","10",,"58.28","15.9","56.3"
"2002-03","Educational Service District 112","20","Klickitat","20403","Roosevelt","19","0","0","0","63.2","36.8","63.2","36.8","94.73","57.89","10.5","10",,,"9","100"
"2002-03","Educational Service District 105","20","Klickitat","20404","Goldendale","1239","1.5","5.6","1.5","6.9","84.6","51.2","48.8","4.76","2.58","12.9","18",,"47.94","15.9","70.1"
"2002-03","Educational Service District 112","20","Klickitat","20405","White Salmon","1293","2","2.3","1.1","23.9","70.7","50.5","49.5","5.18","16.67","16.1","19",,"46.83","13","72.5"
"2002-03","Educational Service District 112","20","Klickitat","20406","Lyle","383","1.8","5.2","0.3","5.7","86.9","49.1","50.9",,"1.3","16.8","16",,"50.64","18.4","58.3"
"2002-03","Educational Service District 113","21","Lewis","21014","Napavine","656","1.7","1.5","0.9","4.4","91.5","50.8","49.2",,"0","12.2","16",,"33.69","13.7","61.9"
"2002-03","Educational Service District 113","21","Lewis","21018","Vader","72","1.4","5.6","0","8.3","84.7","61.1","38.9",,"0","19.9","14",,"78.37","22.4","100"
"2002-03","Educational Service District 113","21","Lewis","21036","Evaline","33","0","0","0","0","100","42.4","57.6",,"0","13.3","11",,,"13.3","33.3"
"2002-03","Educational Service District 113","21","Lewis","21206","Mossyrock","629","0.8","2.9","0.5","8.4","87.4","51.7","48.3",,"1.13","12.6","15",,"48.94","12.5","47.6"
"2002-03","Educational Service District 113","21","Lewis","21214","Morton","474","2.3","2.1","0.6","1.9","93","53.8","46.2",,"0","11.9","14",,"46.13","11.4","44.1"
"2002-03","Educational Service District 113","21","Lewis","21226","Adna","532","1.5","1.9","0.2","1.5","94.9","51.3","48.7",,"0","12.7","18",,"25.42","15.4","79.3"
"2002-03","Educational Service District 113","21","Lewis","21232","Winlock","785","1.1","0.4","0.4","9.2","88.9","49.7","50.3","4.2","7.33","11.1","17",,"42.69","12.6","77.8"
"2002-03","Educational Service District 113","21","Lewis","21234","Boistfort","97","0","0","0","6.2","93.8","63.9","36.1",,"0","24.1","14",,"60.41","13.5","71.4"
"2002-03","Educational Service District 113","21","Lewis","21237","Toledo","1015","1.4","1.8","0.4","4.7","91.7","52.5","47.5",,"0.3","14.3","20",,"48.87","12.7","61.5"
"2002-03","Educational Service District 113","21","Lewis","21300","Onalaska","909","1.2","8.9","1.1","6.6","82.2","49.5","50.5",,"1.56","13.2","18",,"52.54","14","60.8"
"2002-03","Educational Service District 113","21","Lewis","21301","Pe Ell","331","2.7","3.3","1.2","5.1","87.6","50.5","49.5",,"0","9.7","14",,"51.35","10.9","82.6"
"2002-03","Educational Service District 113","21","Lewis","21302","Chehalis","3038","1.4","1.3","3.2","8","86","53.7","46.3",,"2.59","10.9","18",,"32.81","15.7","75.2"
"2002-03","Educational Service District 113","21","Lewis","21303","White Pass","680","1","0.7","2.4","3.8","92.1","51.2","48.8",,"0","14.7","15",,"49.7","15.1","36.4"
"2002-03","Educational Service District 113","21","Lewis","21401","Centralia","3376","2.3","0.9","0.7","14.6","81.5","50.5","49.5","5.83","5.55","15","17",,"50.7","13.3","59.9"
"2002-03","Educational Service District 101","22","Lincoln","22008","Sprague","113","0.9","3.5","0","3.5","92","65.5","34.5",,"0","11.3","9",,"43.24","9.1","61.5"
"2002-03","Educational Service District 101","22","Lincoln","22009","Reardan-Edwall","660","0.6","3.9","0.6","0.9","93.9","52.6","47.4",,"0","10.4","16",,"36.51","12.7","53.7"
"2002-03","Educational Service District 101","22","Lincoln","22017","Almira","79","0","0","2.5","0","97.5","58.2","41.8",,"0","9.1","6",,"31.7","12","71.4"
"2002-03","Educational Service District 101","22","Lincoln","22073","Creston","118","0","5.1","1.7","2.5","90.7","58.5","41.5",,"0","8.8","8",,"40.67","11.7","42.9"
"2002-03","Educational Service District 101","22","Lincoln","22105","Odessa","290","0","0","0","1.4","98.6","53.4","46.6",,"0","10.4","13",,"37.58","15.9","50"
"2002-03","Educational Service District 101","22","Lincoln","22200","Wilbur","239","2.5","14.2","0.4","0.8","82","52.3","47.7",,"0","9.6","13",,"45.18","15.7","57.9"
"2002-03","Educational Service District 101","22","Lincoln","22204","Harrington","146","0","8.9","2.1","2.1","87","49.3","50.7",,"0","11.5","10",,"29.37","13.5","80"
"2002-03","Educational Service District 101","22","Lincoln","22207","Davenport","462","1.3","1.1","1.1","2.6","93.9","48.9","51.1",,"0","11","14",,"33.47","14","57.6"
"2002-03","Educational Service District 113","23","Mason","23042","Southside","272","3.3","2.6","0","4","90.1","49.3","50.7",,"0","13","18",,"28.78","18.5","53.3"
"2002-03","Educational Service District 113","23","Mason","23054","Grapeview","166","3","3","0","0","94","57.8","42.2",,"0","10.2","12",,"32.51","18.1","42.9"
"2002-03","Educational Service District 113","23","Mason","23309","Shelton","4133","2.5","9.4","0.8","9.1","78.2","52","48","4.93","3.05","13.5","17",,"48.66","12.7","52.4"
"2002-03","Educational Service District 113","23","Mason","23311","Mary M. Knight","237","2.1","3","0.8","6.3","87.8","51.1","48.9",,"0","15.1","13",,"41.12","13.5","55.6"
"2002-03","Educational Service District 113","23","Mason","23402","Pioneer","780","1","3.2","0.4","4.6","90.8","55.3","44.7",,"0","12.9","16",,"52.87","13","41.7"
"2002-03","Olympic Educational Service District 114","23","Mason","23403","North Mason","2389","3.8","2.7","2.3","3.9","87.3","51.6","48.4",,"1.45","12","16",,"33","13.2","60.7"
"2002-03","Educational Service District 113","23","Mason","23404","Hood Canal","351","0.6","34.8","1.1","2.3","61.3","51","49",,"0","14.2","15",,"70.21","14.9","39.1"
"2002-03","North Central Educational Service District 171","24","Okanogan","24014","Nespelem","200","0.5","99","0","0.5","0","44.5","55.5",,"0","18.3","12",,"81.67","13.7","58.8"
