"schoolyear","esd","countynumber","county","countydistrictnumber","district","totalenrollment","percentasianpacificislander","percentamericanindianora","percentblack","percenthispanic","percentwhite","percentmales","percentfemales","percentmigrant","percenttransitionalbilingual","percentspecialeducation","studentsperclassroomteacher","educationalfte","freeorreducedpricedmeals","avgyearseducationalexperience","percentteacherswithatlea"
"2002-03","Educational Service District 101","1","Adams","1109","Washtucna","69","0","0","0","7.2","92.8","53.6","46.4",,"0","8.7","5",,"58.13","10.1","53.3"
"2002-03","Educational Service District 101","1","Adams","1122","Benge","11","0","0","0","0","100","45.5","54.5",,"0","0","6",,,"22","0"
"2002-03","Educational Service District 123","1","Adams","1147","Othello","3111","0.5","0.1","0.4","73.8","25.3","51.4","48.6","33.81","36.43","11.5","19",,"70.5","11.8","48.8"
"2002-03","Educational Service District 101","1","Adams","1158","Lind","246","0.4","0","2","24.8","72.8","59.8","40.2","30.48","14.81","9.6","12",,"63.56","16.1","30"
"2002-03","Educational Service District 101","1","Adams","1160","Ritzville","396","1","0.3","0.3","2.8","95.7","52.5","47.5",,"0","7.6","15",,"49.61","15.8","61.5"
"2002-03","Educational Service District 123","2","Asotin","2250","Clarkston","2814","0.6","2.3","0.7","2.9","93.4","51.9","48.1",,"0.39","13.9","19",,"42.27","14.5","52.7"
"2002-03","Educational Service District 123","2","Asotin","2420","Asotin-Anatone","578","0.3","2.2","1.7","1.2","94.5","52.6","47.4",,"0.9","17.9","15",,"26.84","16","52.6"
"2002-03","Educational Service District 123","3","Benton","3017","Kennewick","14698","2.1","0.4","2.1","21","74.4","51.5","48.5","7.13","9.02","11.1","19",,"38.3","14.4","61.9"
"2002-03","Educational Service District 123","3","Benton","3050","Paterson","97","0","0","0","53.6","46.4","53.6","46.4","69.07","41.23","8.7","14",,"100","10.3","42.9"
"2002-03","Educational Service District 123","3","Benton","3052","Kiona-Benton City","1664","1.3","0.5","0.7","21","76.4","51.3","48.7","17.12","6.39","13.1","19",,"45.83","14.6","47.7"
"2002-03","Educational Service District 123","3","Benton","3053","Finley","1088","0.9","1.6","0.6","12.5","84.4","51.6","48.4","4.31","4.08","13.2","18",,"43.67","14.3","55"
"2002-03","Educational Service District 123","3","Benton","3116","Prosser","2790","1.1","0.2","0.9","44.7","53.2","50.5","49.5","18.2","19.54","11.3","18",,"54.33","13","66.4"
"2002-03","Educational Service District 123","3","Benton","3400","Richland","9800","4","0.8","2.4","5.2","87.6","51.2","48.8",,"2.56","12.6","13",,"20.89","13.9","59.6"
"2002-03","North Central Educational Service District 171","4","Chelan","4019","Manson","687","0.1","0.1","0","64.5","35.2","52","48","43.95","41.09","14.8","17",,"74.89","12.4","61"
"2002-03","North Central Educational Service District 171","4","Chelan","4069","Stehekin","8","0","0","0","0","100","50","50",,"0","0","8",,,"27","100"
"2002-03","North Central Educational Service District 171","4","Chelan","4127","Entiat","379","0.5","0.5","0.8","24.5","73.6","52","48","13.45","9.84","12.5","14",,"50.65","13.1","57.1"
"2002-03","North Central Educational Service District 171","4","Chelan","4129","Lake Chelan","1338","1.3","0.8","0.1","40.6","57.2","53","47","13.3","15.34","11.5","18",,"57.82","14.2","67.6"
"2002-03","North Central Educational Service District 171","4","Chelan","4222","Cashmere","1509","0.7","0.8","0.6","27","71","52.3","47.7","13.65","7.84","9.6","18",,"39.01","11.9","54.7"
"2002-03","North Central Educational Service District 171","4","Chelan","4228","Cascade","1454","0.4","1.2","0.6","25.9","71.9","49.7","50.3","21.87","12.63","13.2","18",,"48.81","13.7","56.1"
"2002-03","North Central Educational Service District 171","4","Chelan","4246","Wenatchee","7402","1.4","1.3","0.3","32.4","64.6","51.1","48.9","21.19","19.61","10.1","18",,"44.3","12.5","59.4"
"2002-03","Olympic Educational Service District 114","5","Clallam","5121","Port Angeles","4749","2.1","8.1","1.5","2.1","86.2","52.5","47.5",,"0.44","13.5","18",,"42.35","14.9","56"
"2002-03","Olympic Educational Service District 114","5","Clallam","5313","Crescent","207","1","8.2","0","0.5","90.3","49.8","50.2",,"0","10.9","9",,"47.8","13.1","59.1"
"2002-03","Olympic Educational Service District 114","5","Clallam","5323","Sequim","2884","3.1","3.9","0.9","4.9","87.2","51.4","48.6",,"1.74","9","17",,"28.9","16","54.1"
"2002-03","Olympic Educational Service District 114","5","Clallam","5401","Cape Flattery","562","2","59.3","2.8","5.3","30.6","58.7","41.3",,"29.21","14.8","10",,"62.45","14.8","28.6"
"2002-03","Olympic Educational Service District 114","5","Clallam","5402","Quillayute Valley","1327","1.7","17","0.4","13.7","67.2","51.5","48.5","3.31","9.32","14.3","17",,"51.01","13.8","51.3"
"2002-03","Educational Service District 112","6","Clark","6037","Vancouver","22166","4.7","2.1","4.7","9.6","78.9","51.2","48.8","0.56","8.6","12.5","19",,"42.08","12.8","67.3"
"2002-03","Educational Service District 112","6","Clark","6098","Hockinson","1554","1","0.2","0.5","2.1","96.3","53","47",,"1.03","10.2","20",,"13.82","16.6","80.3"
"2002-03","Educational Service District 112","6","Clark","6101","La Center","1334","1.3","1.3","0.6","4.1","92.7","52","48",,"0.67","10.2","19",,"23.78","12.2","67.1"
"2002-03","Educational Service District 112","6","Clark","6103","Green Mountain","124","1.6","0","0.8","0","97.6","58.1","41.9",,"2.41","10.6","21",,"29.83","7.4","50"
"2002-03","Educational Service District 112","6","Clark","6112","Washougal","2666","2.1","1.4","1.1","3.1","92.3","51","49",,"0.9","11.6","17",,"31.52","11.6","56.3"
"2002-03","Educational Service District 112","6","Clark","6114","Evergreen (Clark)","23369","7.3","1","4.2","5.1","82.5","51","49",,"5.55","11.5","18",,"34.43","12.5","66.1"
"2002-03","Educational Service District 112","6","Clark","6117","Camas","4335","4.4","0.9","1.6","3","90.1","52","48",,"1.41","11","18",,"16.86","11.9","66.5"
"2002-03","Educational Service District 112","6","Clark","6119","Battle Ground","12024","2","0.9","1.1","3.4","92.6","51.8","48.2",,"1.96","11.9","21",,"22.15","13.7","65.9"
"2002-03","Educational Service District 112","6","Clark","6122","Ridgefield","1824","3.1","1.7","0.9","3.7","90.6","52.9","47.1",,"0.82","10.6","20",,"19.63","11.8","74.2"
"2002-03","Educational Service District 123","7","Columbia","7002","Dayton","598","2","1.5","0.2","13.5","82.8","51.7","48.3","23.24","2.5","12.6","15",,"47.61","14.8","51.2"
"2002-03","Educational Service District 123","7","Columbia","7035","Starbuck","13","0","0","7.7","7.7","84.6","53.8","46.2",,"0","15.4","7",,,"12.8","100"
"2002-03","Educational Service District 112","8","Cowlitz","8122","Longview","7506","3.1","3.9","1.6","9.3","82","51.4","48.6","0.01","3.51","13.2","19",,"41.54","16.4","65.6"
"2002-03","Educational Service District 112","8","Cowlitz","8130","Toutle Lake","615","0.8","2.3","1.1","2.6","93.2","52.5","47.5",,"0","13","18",,"27.85","15","71.4"
"2002-03","Educational Service District 112","8","Cowlitz","8401","Castle Rock","1402","0.6","1.2","0.4","3.7","94","49.5","50.5",,"0.43","10.7","21",,"28.96","15.4","60.3"
"2002-03","Educational Service District 112","8","Cowlitz","8402","Kalama","997","1.4","0.8","0.1","2.6","95.1","52","48",,"0","14.4","20",,"24.61","12.7","54.9"
"2002-03","Educational Service District 112","8","Cowlitz","8404","Woodland","1962","0.9","1","1","6.7","90.4","53.8","46.2",,"3.08","11.4","19",,"31.38","14.7","59.2"
"2002-03","Educational Service District 112","8","Cowlitz","8458","Kelso","5306","1.5","6.7","1.3","6","84.5","51.6","48.4",,"2.06","12.7","18",,"43.29","14.6","66"
"2002-03","North Central Educational Service District 171","9","Douglas","9013","Orondo","256","0","0.4","0","72.7","27","51.6","48.4","50","50.23","14","17",,"77.47","12.4","80"
"2002-03","North Central Educational Service District 171","9","Douglas","9075","Bridgeport","627","0.2","0.8","1.1","80.7","17.2","52","48","31.41","70.09","13.4","16",,"87.66","12.7","52.5"
"2002-03","North Central Educational Service District 171","9","Douglas","9102","Palisades","49","0","0","0","85.7","14.3","49","51","108.16","67.34","17","12",,"10.41","10.5","25"
"2002-03","North Central Educational Service District 171","9","Douglas","9206","Eastmont","5462","1.2","1.4","0.8","25.6","71","51.7","48.3","15.87","11.26","12.6","17",,"39.84","13.3","65.4"
"2002-03","North Central Educational Service District 171","9","Douglas","9207","Mansfield","118","3.4","8.5","2.5","2.5","83.1","50","50",,"0","19.9","9",,"63.41","13.6","46.2"
"2002-03","North Central Educational Service District 171","9","Douglas","9209","Waterville","341","1.2","2.1","0.3","12","84.5","55.7","44.3","8.5","6.5","13.8","15",,"44.04","12.8","47.8"
"2002-03","Educational Service District 101","10","Ferry","10003","Keller","57","0","89.5","0","0","10.5","40.4","59.6",,"0","18.7","14",,"85.96","12.2","50"
"2002-03","Educational Service District 101","10","Ferry","10050","Curlew","233","3","6","2.6","1.7","86.7","53.2","46.8",,"0","11","14",,"49.78","15.2","47.1"
"2002-03","Educational Service District 101","10","Ferry","10065","Orient","95","0","2.1","3.2","2.1","92.6","57.9","42.1",,"0","13.4","19",,"72.52","15.3","80"
"2002-03","Educational Service District 101","10","Ferry","10070","Inchelium","234","0","71.4","0","0.9","27.8","47","53",,"0","13","10",,"68.24","11.9","66.7"
"2002-03","Educational Service District 101","10","Ferry","10309","Republic","496","1.6","2.6","0.4","2","93.3","51.8","48.2",,"0.4","8.7","17",,"50","12.9","62.1"
"2002-03","Educational Service District 123","11","Franklin","11001","Pasco","9785","1.6","0.4","2.9","67.5","27.6","51.2","48.8","32.71","40.12","11","16",,"63.28","11.7","59.4"
"2002-03","Educational Service District 123","11","Franklin","11051","North Franklin","1985","1.7","0.5","0.4","58.1","39.3","51.2","48.8","20.4","32.09","12.2","17",,"75.62","12.8","51.3"
"2002-03","Educational Service District 123","11","Franklin","11054","Star","10","0","0","0","40","60","20","80",,"0","0","10",,,"11.3","0"
"2002-03","Educational Service District 123","11","Franklin","11056","Kahlotus","82","4.9","0","0","8.5","86.6","52.4","47.6",,"0","11.4","6",,"52.27","9.3","42.9"
"2002-03","Educational Service District 123","12","Garfield","12110","Pomeroy","425","3.5","3.5","0","2.1","90.8","56.7","43.3",,"1.41","17.6","15",,"39.75","17.3","50"
"2002-03","Educational Service District 105","13","Grant","13073","Wahluke","1643","0.5","1","0","84.4","14.2","52.2","47.8","62.32","56.77","12.9","16",,"71.55","7.9","53.3"
"2002-03","North Central Educational Service District 171","13","Grant","13144","Quincy","2331","0.3","0.3","0.1","67.9","31.4","53.7","46.3","34.14","33.94","13.4","17",,"64.43","10.3","48.2"
"2002-03","North Central Educational Service District 171","13","Grant","13146","Warden","984","1","0.3","0.1","70.1","28.5","53.2","46.8","44.71","30.93","14.1","17",,"69.83","13.2","56.9"
"2002-03","North Central Educational Service District 171","13","Grant","13151","Coulee-Hartline","224","2.2","0.9","0","2.7","94.2","50.4","49.6",,"0","13.1","11",,"29.77","11","55"
"2002-03","North Central Educational Service District 171","13","Grant","13156","Soap Lake","538","0.4","2.6","0.9","19.3","76.8","51.1","48.9","20.07","21.34","9.4","16",,"71.9","10.6","39.4"
"2002-03","Educational Service District 105","13","Grant","13160","Royal","1394","0.3","0","0.3","68.4","31.1","51.9","48.1","42.53","39.53","11.4","17",,"78.47","12.4","47.6"
"2002-03","North Central Educational Service District 171","13","Grant","13161","Moses Lake","6812","1.5","1.1","2.4","28.7","66.3","51.5","48.5","9.32","9.94","11.3","19",,"52.16","13.2","60.5"
"2002-03","North Central Educational Service District 171","13","Grant","13165","Ephrata","2317","1.4","0.7","0.6","17.3","80.1","50.9","49.1","5.91","7.33","11.6","19",,"40.06","13.3","52.1"
"2002-03","North Central Educational Service District 171","13","Grant","13167","Wilson Creek","129","0","0","1.6","8.5","89.9","48.8","51.2",,"0","13.6","9",,"44.11","17.2","60"
"2002-03","North Central Educational Service District 171","13","Grant","13301","Grand Coulee Dam","841","0.6","49.2","0.5","2.5","47.2","52.2","47.8",,"0","12.2","18",,"45.82","19","48.9"
"2002-03","Educational Service District 113","14","Grays Harbor","14005","Aberdeen","4178","4.6","7.8","1.1","10.2","76.3","50.8","49.2","6.17","5.82","14.2","18",,"56.11","11.4","48.5"
"2002-03","Educational Service District 113","14","Grays Harbor","14028","Hoquiam","2100","2.5","6.7","1.5","8.4","80.9","52.4","47.6",,"2.85","12.2","18",,"55.95","13.7","60.5"
"2002-03","Educational Service District 113","14","Grays Harbor","14064","North Beach","672","2.1","15.8","2.5","4.8","74.9","51.8","48.2",,"0","13.7","15",,"46.87","12.5","34.8"
