"schoolyear","esd","countynumber","county","countydistrictnumber","district","gradetested","readingtotaltestednottested","readingtotalmsp_hspetested","readingmetstandardinclud","readingpercentmetstandar","readingmetstandardwithou","readingpercentmetstandar_1","readingpercentmetstandar_2","readinglevel1","readingpercentlevel1","readinglevel2","readingpercentlevel2","readinglevelbasic","readingpercentlevelbasic","readinglevel3","readingpercentlevel3","readinglevel4","readingpercentlevel4","readingnoscore","readingpercentnoscore","readingnotmet","readingpercentnotmet","readingexcusedabsence","readingexempted","readingwaasport","readingwaasdape","mathtotaltestednottested","mathtotalmsp_hspetested","mathmetstandardincluding","mathpercentmetstandardin","mathmetstandardwithoutprevpass","mathpercentmetstandardwi","mathpercentmetstandardex","mathlevel1","mathpercentlevel1","mathlevel2","mathpercentlevel2","mathlevelbasic","mathpercentlevelbasic","mathlevel3","mathpercentlevel3","mathlevel4","mathpercentlevel4","mathnoscore","mathpercentnoscore","mathnotmet","mathpercentnotmet","mathexcusedabsence","mathexempted","mathwaasport","mathwaasdape","writingtotaltestednottested","writingtotalmsp_hspetested","writingmetstandardinclud","writingpercentmetstandar","writingmetstandardwithou","writingpercentmetstandar_1","writingpercentmetstandar_2","writinglevel1","writingpercentlevel1","writinglevel2","writingpercentlevel2","writinglevelbasic","writingpercentlevelbasic","writinglevel3","writingpercentlevel3","writinglevel4","writingpercentlevel4","writingnoscore","writingpercentnoscore","writingnotmet","writingpercentnotmet","writingexcusedabsence","writingexempted","writingwaasport","writingwaasdape","sciencetotaltestednottested","sciencetotalmsp_hspetested","sciencemetstandardinclud","sciencepercentmetstandar","sciencemetstandardwithou","sciencepercentmetstandar_1","sciencepercentmetstandar_2","sciencelevel1","sciencepercentlevel1","sciencelevel2","sciencepercentlevel2","sciencelevelbasic","sciencepercentlevelbasic","sciencelevel3","sciencepercentlevel3","sciencelevel4","sciencepercentlevel4","sciencenoscore","sciencepercentnoscore","sciencenotmet","sciencepercentnotmet","scienceexcusedabsence","scienceexempted","sciencewaasport","sciencewaasdape","readinglevelindex","mathlevelindex"
"2009-10","Educational Service District 101","38","Whitman","38322","St. John School District","3","12","12","9","75","9","75","75","0","0","3","25","0","0","2","16.6","7","58.29","0","0","3","25","0","0",,,"12","12","9","75","9","75","75","0","0","3","25","0","0","5","41.6","4","33.29","0","0","3","25","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.33","3.08"
"2009-10","Educational Service District 112","8","Cowlitz","8130","Toutle Lake School District","5","52","50","34","65.29","34","65.29","68","1","1.89","15","28.8","0","0","13","25","21","40.29","2","3.79","18","34.6","0","0",,,"52","50","34","65.29","34","65.29","68","5","9.59","11","21.1","0","0","23","44.2","11","21.1","2","3.79","18","34.6","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"52","50","22","42.29","22","42.29","44","7","13.4","21","40.29","0","0","19","36.5","3","5.7","2","3.79","30","57.6","0","0",,,"2.96","2.69"
"2009-10","Educational Service District 112","8","Cowlitz","8130","Toutle Lake School District","6","51","49","34","66.59","34","66.59","69.4","4","7.79","11","21.5","0","0","19","37.2","15","29.39","2","3.89","17","33.29","0","0",,,"51","49","27","52.89","27","52.89","55.1","6","11.69","16","31.3","0","0","17","33.29","10","19.6","2","3.89","24","47","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.8","2.53"
"2009-10","Educational Service District 112","8","Cowlitz","8130","Toutle Lake School District","7","48","46","34","70.79","34","70.79","73.9","4","8.3","8","16.6","2","4.09","14","29.1","18","37.5","2","4.09","14","29.1","1","0",,,"48","47","20","41.6","20","41.6","42.6","15","31.19","12","25","0","0","16","33.29","4","8.3","1","2","28","58.29","1","0",,,"48","45","22","45.79","22","45.79","48.9","8","16.6","15","31.19","0","0","18","37.5","4","8.3","3","6.2","26","54.1","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.79","2.14"
"2009-10","Educational Service District 112","8","Cowlitz","8130","Toutle Lake School District","8","57","57","37","64.9","37","64.9","64.9","5","8.69","15","26.3","2","3.5","20","35","15","26.3","0","0","20","35","0","0",,,"57","57","21","36.79","21","36.79","36.8","12","21","24","42.1","0","0","21","36.79","0","0","0","0","36","63.1","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"57","57","20","35","20","35","35.1","13","22.8","24","42.1","0","0","18","31.5","2","3.5","0","0","37","64.9","0","0",,,"2.71","2.16"
"2009-10","Educational Service District 112","8","Cowlitz","8130","Toutle Lake School District","10","48","48","39","76.4","36","75","75","6","12.5","6","12.5","0","0","10","20.8","26","54.1","0","0","12","25","3","4",,,"51","51","16","30.7","15","29.39","29.4","17","33.29","19","37.2","0","0","10","19.6","5","9.8","0","0","36","70.5","2","2",,,"50","50","49","92.4","46","92","92","1","2","3","6","0","0","13","26","33","66","0","0","4","8","1","4",,,"50","50","16","32","16","32","32","22","44","12","24","0","0","14","28","2","4","0","0","34","68","4","1",,,"3.16","2.06"
"2009-10","Educational Service District 112","8","Cowlitz","8401","Castle Rock School District","3","102","101","56","54.89","56","54.89","55.4","22","21.5","23","22.5","2","1.89","37","36.2","17","16.6","1","0.9","46","45","0","2",,,"102","101","27","26.39","27","26.39","26.7","43","42.1","31","30.3","0","0","22","21.5","5","4.9","1","0.9","75","73.5","0","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.42","1.87"
"2009-10","Educational Service District 112","8","Cowlitz","8401","Castle Rock School District","4","112","109","57","50.79","57","50.79","52.3","20","17.8","32","28.5","4","3.5","39","34.79","14","12.5","3","2.6","55","49.1","0","1",,,"112","110","34","30.3","34","30.3","30.9","52","46.39","24","21.39","0","0","27","24.1","7","6.2","2","1.7","78","69.59","0","1",,,"112","107","49","43.7","49","43.7","45.8","25","22.3","33","29.39","3","2.6","39","34.79","7","6.2","5","4.4","63","56.2","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.29","1.86"
"2009-10","Educational Service District 112","8","Cowlitz","8401","Castle Rock School District","5","98","97","61","62.2","61","62.2","62.9","10","10.19","26","26.5","5","5.09","32","32.6","24","24.39","1","1","37","37.7","0","0",,,"98","97","54","55.1","54","55.1","55.7","21","21.39","22","22.39","2","2","40","40.79","12","12.19","1","1","44","44.79","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"98","96","23","23.39","23","23.39","24","31","31.6","42","42.79","3","3","15","15.3","5","5.09","2","2","75","76.5","0","0",,,"2.59","2.37"
"2009-10","Educational Service District 112","8","Cowlitz","8401","Castle Rock School District","6","87","87","44","50.5","44","50.5","50.6","14","16","29","33.29","2","2.2","31","35.6","11","12.59","0","0","43","49.39","0","0",,,"87","87","32","36.7","32","36.7","36.8","35","40.2","20","22.89","0","0","28","32.1","4","4.5","0","0","55","63.2","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.4","2"
"2009-10","Educational Service District 112","8","Cowlitz","8401","Castle Rock School District","7","124","124","78","62.89","78","62.89","62.9","12","9.59","34","27.39","2","1.6","41","33","35","28.19","0","0","46","37","1","0",,,"124","124","68","54.79","68","54.79","54.8","22","17.69","34","27.39","0","0","41","33","27","21.69","0","0","56","45.1","1","0",,,"124","124","88","70.9","88","70.9","71","11","8.8","25","20.1","1","0.8","61","49.1","26","20.89","0","0","36","29","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.76","2.58"
"2009-10","Educational Service District 112","8","Cowlitz","8401","Castle Rock School District","8","97","97","60","61.79","60","61.79","61.9","11","11.3","26","26.8","2","2","16","16.39","42","43.2","0","0","37","38.1","2","1",,,"97","97","43","44.29","43","44.29","44.3","28","28.8","26","26.8","1","1","30","30.89","12","12.3","0","0","54","55.6","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"97","97","44","45.29","44","45.29","45.4","22","22.6","31","31.89","0","0","30","30.89","14","14.4","0","0","53","54.6","2","1",,,"2.87","2.24"
"2009-10","Educational Service District 112","8","Cowlitz","8401","Castle Rock School District","10","98","98","87","88.7","87","88.7","88.8","4","4","7","7.09","2","2","40","40.79","45","45.89","0","0","11","11.19","8","6",,,"95","90","22","23.1","22","23.1","24.4","41","43.1","27","28.39","0","0","14","14.69","8","8.4","5","5.2","73","76.79","9","8",,,"100","100","92","92","92","92","92","3","3","5","5","1","1","37","37","54","54","0","0","8","8","6","6",,,"95","89","41","43.1","41","43.1","46.1","34","35.7","14","14.69","1","1","37","38.89","3","3.1","6","6.29","54","56.79","9","8",,,"3.24","1.78"
"2009-10","Educational Service District 112","8","Cowlitz","8402","Kalama School District","3","68","68","47","69.09","47","69.09","69.1","8","11.69","13","19.1","0","0","18","26.39","29","42.6","0","0","21","30.8","0","2",,,"68","67","29","42.6","29","42.6","43.3","19","27.89","19","27.89","0","0","22","32.29","7","10.19","1","1.39","39","57.29","0","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.99","2.21"
"2009-10","Educational Service District 112","8","Cowlitz","8402","Kalama School District","4","87","87","65","74.7","65","74.7","74.7","6","6.79","16","18.3","0","0","33","37.89","32","36.7","0","0","22","25.19","0","0",,,"87","87","36","41.29","36","41.29","41.4","30","34.39","21","24.1","0","0","30","34.39","6","6.79","0","0","51","58.6","0","0",,,"87","85","49","56.29","49","56.29","57.6","10","11.4","26","29.8","0","0","42","48.2","7","8","2","2.2","38","43.6","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.04","2.13"
"2009-10","Educational Service District 112","8","Cowlitz","8402","Kalama School District","5","76","76","58","76.29","58","76.29","76.3","4","5.2","14","18.39","0","0","27","35.5","31","40.7","0","0","18","23.6","0","0",,,"76","76","27","35.5","27","35.5","35.5","23","30.19","26","34.2","0","0","18","23.6","9","11.8","0","0","49","64.4","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"76","76","28","36.79","28","36.79","36.8","20","26.3","28","36.79","0","0","20","26.3","8","10.5","0","0","48","63.1","0","0",,,"3.11","2.17"
"2009-10","Educational Service District 112","8","Cowlitz","8402","Kalama School District","7","71","71","52","73.2","52","73.2","73.2","3","4.2","16","22.5","0","0","26","36.6","26","36.6","0","0","19","26.69","0","0","1",,"70","70","46","65.7","46","65.7","65.7","8","11.4","16","22.8","0","0","39","55.7","7","10","0","0","24","34.2","0","1","1",,"69","69","62","89.79","62","89.79","89.9","1","1.39","6","8.59","0","0","42","60.79","20","28.89","0","0","7","10.09","0","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"3.05","2.64"
"2009-10","Educational Service District 112","8","Cowlitz","8402","Kalama School District","8","88","87","58","65.9","58","65.9","66.7","11","12.5","18","20.39","0","0","20","22.69","38","43.1","1","1.1","30","34","0","0","1",,"88","87","34","38.6","34","38.6","39.1","29","32.89","24","27.19","0","0","23","26.1","11","12.5","1","1.1","54","61.29","0","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"88","86","39","44.29","39","44.29","45.3","19","21.5","28","31.8","0","0","29","32.89","10","11.3","2","2.2","49","55.6","0","0","1",,"2.94","2.16"
"2009-10","Educational Service District 112","8","Cowlitz","8402","Kalama School District","10","87","86","68","78.1","68","78.09","79.1","3","3.39","15","17.19","0","0","26","29.8","42","48.2","1","1.1","19","21.8","0","1",,,"86","86","29","33.7","29","33.7","33.7","34","39.5","23","26.69","0","0","20","23.19","9","10.4","0","0","57","66.2","2","0",,,"87","85","79","90.8","79","90.79","92.9","1","1.1","5","5.7","0","0","42","48.2","37","42.5","2","2.2","8","9.09","0","1",,,"86","86","38","44.1","38","44.1","44.2","32","37.2","16","18.6","0","0","31","36","7","8.09","0","0","48","55.79","2","0",,,"3.2","2.04"
"2009-10","Educational Service District 112","8","Cowlitz","8404","Woodland School District","3","137","137","105","76.59","105","76.59","76.6","13","9.4","19","13.8","0","0","43","31.3","62","45.2","0","0","32","23.3","0","0","1",,"137","137","100","72.9","100","72.9","73","11","8","26","18.89","0","0","58","42.29","42","30.6","0","0","37","27","0","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.12","2.95"
"2009-10","Educational Service District 112","8","Cowlitz","8404","Woodland School District","4","144","144","102","70.79","102","70.79","70.8","6","4.09","36","25","0","0","58","40.2","44","30.5","0","0","42","29.1","0","0",,,"144","144","80","55.5","80","55.5","55.6","29","20.1","35","24.3","0","0","55","38.1","25","17.3","0","0","64","44.39","0","0",,,"144","141","101","70.09","101","70.09","71.6","8","5.5","32","22.19","0","0","74","51.29","27","18.69","3","2","43","29.8","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.97","2.52"
"2009-10","Educational Service District 112","8","Cowlitz","8404","Woodland School District","5","154","153","119","77.2","119","77.2","77.8","10","6.4","24","15.5","0","0","38","24.6","81","52.5","1","0.6","35","22.69","0","0","1",,"154","153","71","46.1","71","46.1","46.4","32","20.69","50","32.39","0","0","48","31.1","23","14.9","1","0.6","83","53.79","0","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"155","153","73","47","73","47","47.7","36","23.19","44","28.3","0","0","51","32.89","22","14.09","2","1.19","82","52.89","0","0",,,"3.21","2.38"
"2009-10","Educational Service District 112","8","Cowlitz","8404","Woodland School District","6","158","158","110","69.59","110","69.59","69.6","6","3.7","42","26.5","0","0","82","51.79","28","17.69","0","0","48","30.3","0","0",,,"158","158","83","52.5","83","52.5","52.5","33","20.8","42","26.5","0","0","48","30.3","35","22.1","0","0","75","47.39","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.83","2.53"
"2009-10","Educational Service District 112","8","Cowlitz","8404","Woodland School District","7","178","178","137","76.9","137","76.9","77","6","3.29","35","19.6","0","0","43","24.1","94","52.79","0","0","41","23","0","0",,,"178","178","123","69.09","123","69.09","69.1","18","10.09","37","20.69","0","0","79","44.29","44","24.69","0","0","55","30.8","0","0",,,"178","178","155","87","155","87","87.1","9","5","14","7.79","0","0","82","46","73","41","0","0","23","12.9","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.26","2.83"
"2009-10","Educational Service District 112","8","Cowlitz","8404","Woodland School District","8","167","166","110","65.79","110","65.79","66.3","13","7.7","43","25.69","0","0","52","31.1","58","34.7","1","0.5","57","34.1","0","1",,,"167","166","80","47.89","80","47.89","48.2","45","26.89","41","24.5","0","0","61","36.5","19","11.3","1","0.5","87","52","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"167","166","103","61.6","103","61.6","62","24","14.3","39","23.3","0","0","71","42.5","32","19.1","1","0.5","64","38.29","0","1",,,"2.91","2.31"
"2009-10","Educational Service District 112","8","Cowlitz","8404","Woodland School District","10","166","160","146","83.4","137","82.5","85.6","4","2.39","19","11.4","3","1.8","55","33.1","79","47.5","6","3.6","29","17.39","3","12",,,"160","156","69","42.5","67","41.79","42.9","45","28.1","44","27.5","0","0","53","33.1","14","8.69","4","2.5","93","58.1","17","4",,,"164","158","149","86.1","140","85.29","88.6","5","3","13","7.9","1","0.6","65","39.6","74","45.1","6","3.6","24","14.59","5","12",,,"155","150","82","52.5","81","52.2","54","41","26.39","28","18","0","0","65","41.89","16","10.3","5","3.2","74","47.7","23","3",,,"3.14","2.17"
"2009-10","Educational Service District 112","8","Cowlitz","8458","Kelso School District","3","368","366","255","69.2","255","69.2","69.7","38","10.3","73","19.8","8","2.1","127","34.5","120","32.6","2","0.5","113","30.69","1","2","1",,"368","366","229","62.2","229","62.2","62.6","44","11.9","93","25.19","4","1","154","41.79","71","19.19","2","0.5","139","37.7","1","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.84","2.64"
"2009-10","Educational Service District 112","8","Cowlitz","8458","Kelso School District","4","386","382","237","61.29","237","61.29","62","41","10.59","104","26.89","13","3.29","147","38","77","19.89","4","1","149","38.6","0","1",,,"385","380","179","46.39","179","46.39","47.1","106","27.5","95","24.6","1","0.2","123","31.89","55","14.19","5","1.19","206","53.5","1","1",,,"384","368","189","49.2","189","49.2","51.4","74","19.19","105","27.3","7","1.8","143","37.2","39","10.09","16","4.09","195","50.7","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.58","2.29"
"2009-10","Educational Service District 112","8","Cowlitz","8458","Kelso School District","5","352","342","231","65.59","231","65.59","67.5","49","13.9","62","17.6","5","1.39","95","26.89","131","37.2","10","2.79","121","34.29","0","2",,,"352","342","184","52.2","184","52.2","53.8","84","23.8","74","21","3","0.8","104","29.5","77","21.8","10","2.79","168","47.7","0","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"352","342","118","33.5","118","33.5","34.5","91","25.8","133","37.7","5","1.39","94","26.69","19","5.29","10","2.79","234","66.4","0","2",,,"2.79","2.42"
"2009-10","Educational Service District 112","8","Cowlitz","8458","Kelso School District","6","346","346","215","62.1","215","62.1","62.1","42","12.09","89","25.69","12","3.39","135","39","68","19.6","0","0","131","37.79","0","0","3",,"346","346","158","45.6","158","45.6","45.7","102","29.39","86","24.8","4","1.1","127","36.7","27","7.79","0","0","188","54.29","0","0","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.59","2.2"
"2009-10","Educational Service District 112","8","Cowlitz","8458","Kelso School District","7","373","368","225","60.29","225","60.29","61.1","43","11.5","100","26.8","7","1.8","95","25.39","123","32.89","5","1.3","148","39.6","2","4","1",,"373","370","162","43.39","162","43.39","43.8","99","26.5","109","29.19","0","0","119","31.89","43","11.5","3","0.8","211","56.5","2","4","1",,"373","364","257","68.9","257","68.9","70.6","37","9.9","70","18.69","8","2.1","143","38.29","106","28.39","9","2.39","116","31","2","4","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"2.73","2.27"
"2009-10","Educational Service District 112","8","Cowlitz","8458","Kelso School District","8","357","352","226","63.29","226","63.29","64.2","49","13.69","77","21.5","7","1.89","74","20.69","145","40.6","5","1.39","131","36.6","2","1",,,"357","352","154","43.1","154","43.1","43.8","102","28.5","96","26.8","3","0.8","120","33.6","31","8.59","5","1.39","203","56.79","2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"357","353","176","49.2","176","49.2","49.9","71","19.8","106","29.6","6","1.6","114","31.89","56","15.59","4","1.1","181","50.7","2","1",,,"2.81","2.17"
"2009-10","Educational Service District 112","8","Cowlitz","8458","Kelso School District","10","353","335","279","78.8","278","78.7","83","27","7.59","30","8.4","7","1.89","105","29.69","166","47","18","5","75","21.19","12","5",,"1","359","338","109","30.3","109","30.3","32.2","141","39.2","88","24.5","2","0.5","66","18.3","41","11.4","21","5.79","250","69.59","6","5",,"1","351","331","292","83.1","292","83.09","88.2","18","5.09","21","5.9","8","2.2","121","34.39","163","46.39","20","5.59","59","16.8","13","6",,"1","359","335","139","38.7","139","38.7","41.5","135","37.6","61","16.89","0","0","118","32.79","21","5.79","24","6.59","220","61.2","7","5",,,"3.01","1.89"
"2009-10","North Central Educational Service District 171","9","Douglas","9013","Orondo School District","3","16","16","9","56.2","9","56.2","56.3","4","25","3","18.69","0","0","6","37.5","3","18.69","0","0","7","43.7","0","0",,,"16","16","7","43.7","7","43.7","43.8","4","25","5","31.19","0","0","6","37.5","1","6.2","0","0","9","56.2","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.5","2.25"
"2009-10","North Central Educational Service District 171","9","Douglas","9013","Orondo School District","4","30","29","11","36.6","11","36.6","37.9","3","10","15","50","0","0","7","23.3","4","13.3","1","3.29","19","63.29","0","0",,,"30","30","10","33.29","10","33.29","33.3","17","56.6","3","10","0","0","6","20","4","13.3","0","0","20","66.59","0","0",,,"30","29","11","36.6","11","36.6","37.9","9","30","9","30","0","0","11","36.6","0","0","1","3.29","19","63.29","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.33","1.9"
"2009-10","North Central Educational Service District 171","9","Douglas","9013","Orondo School District","5","28","28","9","32.1","9","32.1","32.1","5","17.8","14","50","0","0","3","10.69","6","21.39","0","0","19","67.79","0","0",,,"28","28","4","14.19","4","14.19","14.3","16","57.1","8","28.5","0","0","4","14.19","0","0","0","0","24","85.7","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"28","28","2","7.09","2","7.09","7.1","16","57.1","10","35.7","0","0","2","7.09","0","0","0","0","26","92.79","0","0",,,"2.35","1.57"
"2009-10","North Central Educational Service District 171","9","Douglas","9013","Orondo School District","6","18","18","8","44.39","8","44.39","44.4","4","22.19","6","33.29","0","0","5","27.69","3","16.6","0","0","10","55.5","0","0",,,"18","18","4","22.19","4","22.19","22.2","6","33.29","8","44.39","0","0","3","16.6","1","5.5","0","0","14","77.7","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.38","1.94"
"2009-10","North Central Educational Service District 171","9","Douglas","9013","Orondo School District","7","26","25","16","61.5","16","61.5","64","2","7.59","7","26.89","0","0","5","19.19","11","42.29","1","3.79","10","38.39","0","0",,,"26","25","9","34.6","9","34.6","36","8","30.69","8","30.69","0","0","6","23","3","11.5","1","3.79","17","65.29","0","0",,,"26","25","22","84.59","22","84.59","88","0","0","3","11.5","0","0","12","46.1","10","38.39","1","3.79","4","15.3","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.88","2.07"
"2009-10","North Central Educational Service District 171","9","Douglas","9075","Bridgeport School District","3","79","79","26","32.89","26","32.89","32.9","29","36.7","24","30.3","0","0","19","24","7","8.8","0","0","53","67","0","0",,,"79","79","21","26.5","21","26.5","26.6","28","35.39","30","37.89","0","0","20","25.3","1","1.19","0","0","58","73.4","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.05","1.92"
"2009-10","North Central Educational Service District 171","9","Douglas","9075","Bridgeport School District","4","59","59","23","38.89","23","38.89","39","10","16.89","26","44","0","0","20","33.79","3","5","0","0","36","61","0","1",,,"59","59","8","13.5","8","13.5","13.6","35","59.29","16","27.1","0","0","6","10.09","2","3.29","0","0","51","86.4","0","1",,,"59","57","9","15.19","9","15.19","15.8","20","33.79","28","47.39","0","0","9","15.19","0","0","2","3.29","50","84.7","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.26","1.57"
"2009-10","North Central Educational Service District 171","9","Douglas","9075","Bridgeport School District","5","53","52","28","52.79","28","52.79","53.8","14","26.39","10","18.8","0","0","14","26.39","14","26.39","1","1.8","25","47.1","0","3",,,"53","52","17","32","17","32","32.7","20","37.7","15","28.3","0","0","15","28.3","2","3.7","1","1.8","36","67.9","0","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,"53","52","6","11.3","6","11.3","11.5","28","52.79","18","33.89","0","0","6","11.3","0","0","1","1.8","47","88.59","0","3",,,"2.49","1.94"
"2009-10","North Central Educational Service District 171","9","Douglas","9075","Bridgeport School District","6","54","53","15","27.69","15","27.69","28.3","19","35.1","19","35.1","0","0","13","24","2","3.7","1","1.8","39","72.2","0","0",,,"54","54","19","35.1","19","35.1","35.2","23","42.5","12","22.19","0","0","13","24","6","11.09","0","0","35","64.79","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.92","2.03"
"2009-10","North Central Educational Service District 171","9","Douglas","9075","Bridgeport School District","7","55","54","17","30.89","17","30.89","31.5","14","25.39","23","41.79","0","0","10","18.1","7","12.69","1","1.8","38","69","0","0",,,"55","55","20","36.29","20","36.29","36.4","22","40","13","23.6","0","0","15","27.19","5","9","0","0","35","63.6","0","0",,,"55","52","38","69","38","69","73.1","6","10.9","8","14.5","0","0","35","63.6","3","5.4","3","5.4","17","30.89","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.14","2.05"
"2009-10","North Central Educational Service District 171","9","Douglas","9075","Bridgeport School District","8","66","65","21","31.8","21","31.8","32.3","28","42.39","16","24.19","0","0","12","18.1","9","13.59","1","1.5","45","68.09","0","0",,,"66","66","26","39.29","26","39.29","39.4","28","42.39","12","18.1","0","0","19","28.69","7","10.59","0","0","40","60.6","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"66","66","8","12.09","8","12.09","12.1","37","56","21","31.8","0","0","6","9","2","3","0","0","58","87.79","0","0",,,"1.99","2.07"
"2009-10","North Central Educational Service District 171","9","Douglas","9075","Bridgeport School District","10","44","39","29","60.4","25","56.79","64.1","5","11.3","9","20.39","1","2.2","11","25","13","29.5","5","11.3","19","43.1","0","4",,,"47","45","10","21.2","10","21.19","22.2","23","48.89","12","25.5","0","0","5","10.59","5","10.59","2","4.2","37","78.7","0","1",,,"45","40","29","60.4","26","57.7","65","4","8.8","10","22.19","0","0","18","40","8","17.69","5","11.09","19","42.2","0","3",,,"45","38","12","26.6","12","26.6","31.6","24","53.29","2","4.4","0","0","11","24.39","1","2.2","7","15.5","33","73.29","0","3",,,"2.45","1.74"
"2009-10","North Central Educational Service District 171","9","Douglas","9102","Palisades School District","3","3",,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2009-10","North Central Educational Service District 171","9","Douglas","9102","Palisades School District","4","4",,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2009-10","North Central Educational Service District 171","9","Douglas","9206","Eastmont School District","4","408","407","280","68.59","280","68.59","68.8","18","4.4","109","26.69","10","2.39","166","40.6","104","25.39","1","0.2","128","31.3","0","1","4",,"408","407","229","56.1","229","56.1","56.3","88","21.5","90","22","3","0.7","159","38.89","67","16.39","1","0.2","179","43.79","0","1","4",,"407","405","264","64.79","264","64.79","65.2","42","10.3","99","24.3","6","1.39","158","38.79","100","24.5","2","0.4","143","35.1","1","1","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"2.81","2.48"
"2009-10","North Central Educational Service District 171","9","Douglas","9206","Eastmont School District","5","392","389","264","67.29","264","67.29","67.9","40","10.19","85","21.6","4","1","124","31.6","136","34.6","3","0.7","128","32.6","0","1",,,"392","389","181","46.1","181","46.1","46.5","102","26","106","27","0","0","110","28","71","18.1","3","0.7","211","53.79","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"391","389","144","36.79","144","36.79","37","94","24","151","38.6","2","0.5","108","27.6","34","8.59","2","0.5","247","63.1","1","1",,,"2.87","2.36"
"2009-10","North Central Educational Service District 171","9","Douglas","9206","Eastmont School District","6","458","457","297","64.79","297","64.79","65","53","11.5","107","23.3","8","1.7","207","45.1","82","17.89","1","0.2","161","35.1","0","0","4",,"457","455","185","40.39","185","40.39","40.7","150","32.79","120","26.19","1","0.2","148","32.29","36","7.79","2","0.4","272","59.5","0","1","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.65","2.13"
