"rowid","schoolyear","organizationlevel","organizationid","organizationname","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","totalteachercount","totalstudentcount","teachertostudentratio","studenttoteacherratio","teachertostudentpercent","averageclasssize","program","programformalname","programteachercount","programteacherpercent","programfte","certificatetype","certificatetypecount","certificatetypepercent","limitedcertificatetype","limitedcertificatetypecount","limitedcertificatetypepercent","iseevalidated","dataasof"
"737","2017-2018","District","100070","East Valley School District (Spokane)","Spokane","Educational Service District 101","100001","32361","East Valley School District (Spokane)","100070","NULL","NULL","NULL","NULL","277","NULL","NULL","NULL","NULL","NULL","ALE","Alternative Learning Experience","14","0.051","14.074","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"738","2017-2018","District","100070","East Valley School District (Spokane)","Spokane","Educational Service District 101","100001","32361","East Valley School District (Spokane)","100070","NULL","NULL","NULL","NULL","277","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","204","0.736","300.381","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"739","2017-2018","District","100070","East Valley School District (Spokane)","Spokane","Educational Service District 101","100001","32361","East Valley School District (Spokane)","100070","NULL","NULL","NULL","NULL","277","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","34","0.123","61.865","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"740","2017-2018","District","100070","East Valley School District (Spokane)","Spokane","Educational Service District 101","100001","32361","East Valley School District (Spokane)","100070","NULL","NULL","NULL","NULL","277","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","39","0.141","84.192","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"741","2017-2018","District","100070","East Valley School District (Spokane)","Spokane","Educational Service District 101","100001","32361","East Valley School District (Spokane)","100070","NULL","NULL","NULL","NULL","277","NULL","NULL","NULL","NULL","NULL","Other","Other","116","0.419","26.853","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"742","2017-2018","District","100070","East Valley School District (Spokane)","Spokane","Educational Service District 101","100001","32361","East Valley School District (Spokane)","100070","NULL","NULL","NULL","NULL","277","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","269","0.971","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"743","2017-2018","District","100070","East Valley School District (Spokane)","Spokane","Educational Service District 101","100001","32361","East Valley School District (Spokane)","100070","NULL","NULL","NULL","NULL","277","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","62","0.224","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"744","2017-2018","District","100070","East Valley School District (Spokane)","Spokane","Educational Service District 101","100001","32361","East Valley School District (Spokane)","100070","NULL","NULL","NULL","NULL","277","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","35","0.126","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"745","2017-2018","District","100070","East Valley School District (Spokane)","Spokane","Educational Service District 101","100001","32361","East Valley School District (Spokane)","100070","NULL","NULL","NULL","NULL","277","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","8","0.029","1","2022-03-06T13:16:14.820"
"746","2017-2018","District","100070","East Valley School District (Spokane)","Spokane","Educational Service District 101","100001","32361","East Valley School District (Spokane)","100070","NULL","NULL","NULL","NULL","277","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","1","0.004","1","2022-03-06T13:16:14.820"
"747","2017-2018","District","100070","East Valley School District (Spokane)","Spokane","Educational Service District 101","100001","32361","East Valley School District (Spokane)","100070","NULL","NULL","NULL","NULL","277","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Other Limited Certificates","9","0.032","1","2022-03-06T13:16:14.820"
"748","2017-2018","District","100070","East Valley School District (Spokane)","Spokane","Educational Service District 101","100001","32361","East Valley School District (Spokane)","100070","NULL","NULL","NULL","NULL","277","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","51","0.184","1","2022-03-06T13:16:14.820"
"749","2017-2018","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","NULL","NULL","NULL","NULL","208","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional Certificate","1","0.005","1","2022-03-06T13:16:14.820"
"750","2017-2018","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","NULL","NULL","NULL","NULL","208","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","4","0.019","1","2022-03-06T13:16:14.820"
"751","2017-2018","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","NULL","NULL","NULL","NULL","208","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","8","0.038","1","2022-03-06T13:16:14.820"
"752","2017-2018","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","NULL","NULL","NULL","NULL","208","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Other Limited Certificates","3","0.014","1","2022-03-06T13:16:14.820"
"753","2017-2018","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","NULL","NULL","NULL","NULL","208","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","33","0.159","1","2022-03-06T13:16:14.820"
"754","2017-2018","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","NULL","NULL","NULL","NULL","208","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","201","0.966","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"755","2017-2018","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","NULL","NULL","NULL","NULL","208","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","46","0.221","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"756","2017-2018","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","NULL","NULL","NULL","NULL","208","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","4","0.019","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"757","2017-2018","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","NULL","NULL","NULL","NULL","208","3240","0.06420","15.57692","0.06420","17.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"758","2017-2018","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","NULL","NULL","NULL","NULL","208","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","16","0.077","61.074","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"759","2017-2018","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","NULL","NULL","NULL","NULL","208","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","175","0.841","248.794","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"760","2017-2018","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","NULL","NULL","NULL","NULL","208","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","13","0.063","12.502","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"761","2017-2018","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","NULL","NULL","NULL","NULL","208","NULL","NULL","NULL","NULL","NULL","TBIP","Transitional Bilingual Instructional Program","7","0.034","4.918","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"762","2017-2018","District","100071","East Valley School District (Yakima)","Yakima","Educational Service District 105","100002","39090","East Valley School District (Yakima)","100071","NULL","NULL","NULL","NULL","208","NULL","NULL","NULL","NULL","NULL","Other","Other","60","0.288","24.887","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"763","2017-2018","District","100072","Eastmont School District","Douglas","North Central Educational Service District 171","100008","09206","Eastmont School District","100072","NULL","NULL","NULL","NULL","334","6236","0.05356","18.67066","0.05356","19.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"764","2017-2018","District","100072","Eastmont School District","Douglas","North Central Educational Service District 171","100008","09206","Eastmont School District","100072","NULL","NULL","NULL","NULL","334","NULL","NULL","NULL","NULL","NULL","Other","Other","224","0.671","112.760","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"765","2017-2018","District","100072","Eastmont School District","Douglas","North Central Educational Service District 171","100008","09206","Eastmont School District","100072","NULL","NULL","NULL","NULL","334","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","22","0.066","43.760","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"766","2017-2018","District","100072","Eastmont School District","Douglas","North Central Educational Service District 171","100008","09206","Eastmont School District","100072","NULL","NULL","NULL","NULL","334","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","54","0.162","39.594","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"767","2017-2018","District","100072","Eastmont School District","Douglas","North Central Educational Service District 171","100008","09206","Eastmont School District","100072","NULL","NULL","NULL","NULL","334","NULL","NULL","NULL","NULL","NULL","ALE","Alternative Learning Experience","5","0.015","2.620","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"768","2017-2018","District","100072","Eastmont School District","Douglas","North Central Educational Service District 171","100008","09206","Eastmont School District","100072","NULL","NULL","NULL","NULL","334","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","314","0.940","392.149","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"769","2017-2018","District","100072","Eastmont School District","Douglas","North Central Educational Service District 171","100008","09206","Eastmont School District","100072","NULL","NULL","NULL","NULL","334","NULL","NULL","NULL","NULL","NULL","TBIP","Transitional Bilingual Instructional Program","27","0.081","23.022","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"770","2017-2018","District","100072","Eastmont School District","Douglas","North Central Educational Service District 171","100008","09206","Eastmont School District","100072","NULL","NULL","NULL","NULL","334","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","319","0.955","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"771","2017-2018","District","100072","Eastmont School District","Douglas","North Central Educational Service District 171","100008","09206","Eastmont School District","100072","NULL","NULL","NULL","NULL","334","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","92","0.275","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
