"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","gender_x","male","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","foster_care","highly_capable","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_foster_care","non_highly_capable","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","dataasof"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","4144","Maple Grove Primary","100645","P","6th Grade","2","1","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","2","2","2","2","2","1","2","2","2","2","0","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","4144","Maple Grove Primary","100645","P","7th Grade","4","1","0","3","0","1","0","0","0","0","3","1","0","0","0","3","0","1","0","0","4","3","4","4","4","1","4","3","4","4","0","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","4144","Maple Grove Primary","100645","P","8th Grade","3","2","0","1","0","0","0","0","0","0","3","2","0","0","0","1","0","0","0","0","3","1","3","3","3","2","3","3","3","3","0","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","4144","Maple Grove Primary","100645","P","AllGrades","472","232","0","240","2","25","9","81","4","38","313","82","0","9","3","214","0","5","15","1","102","390","471","463","469","258","472","467","457","471","370","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","4144","Maple Grove Primary","100645","P","Kindergarten","85","37","0","48","1","2","3","14","1","6","58","17","0","0","1","32","0","0","3","0","12","68","85","85","84","53","85","85","82","85","73","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","4144","Maple Grove Primary","100645","P","Pre-Kindergarten","18","3","0","15","0","1","1","3","0","1","12","0","0","0","0","6","0","1","3","0","18","18","18","18","18","12","18","17","15","18","0","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","5360","Open Doors Battle Ground","105787","R","11th Grade","2","1","0","1","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","2","2","2","1","2","2","2","2","2","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","5360","Open Doors Battle Ground","105787","R","12th Grade","12","5","1","6","0","1","0","2","0","1","8","0","0","0","0","6","0","0","5","2","4","12","12","12","12","6","12","12","7","10","8","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","5360","Open Doors Battle Ground","105787","R","AllGrades","14","6","1","7","0","1","0","2","0","3","8","0","0","0","0","7","0","0","5","2","4","14","14","14","14","7","14","14","9","12","10","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","3997","Pleasant Valley Middle","100642","P","5th Grade","97","49","0","48","0","3","3","21","0","5","65","15","0","8","0","42","0","0","6","5","7","82","97","89","97","55","97","97","91","92","90","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","3997","Pleasant Valley Middle","100642","P","6th Grade","85","41","0","44","0","4","4","12","3","7","55","5","0","8","2","28","0","2","2","5","15","80","85","77","83","57","85","83","83","80","70","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","3997","Pleasant Valley Middle","100642","P","7th Grade","105","50","0","55","0","8","4","15","3","5","70","8","0","8","3","51","0","1","3","3","23","97","105","97","102","54","105","104","102","102","82","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","3997","Pleasant Valley Middle","100642","P","8th Grade","137","72","0","65","1","9","4","32","5","12","74","5","0","12","1","59","0","3","7","9","11","132","137","125","136","78","137","134","130","128","126","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","3997","Pleasant Valley Middle","100642","P","AllGrades","424","212","0","212","1","24","15","80","11","29","264","33","0","36","6","180","0","6","18","22","56","391","424","388","418","244","424","418","406","402","368","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","3996","Pleasant Valley Primary","100641","P","1st Grade","84","39","0","45","1","3","4","10","0","4","62","14","0","0","0","37","0","0","2","2","11","70","82","84","84","47","84","84","82","82","73","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","3996","Pleasant Valley Primary","100641","P","2nd Grade","111","48","0","63","2","5","2","16","1","13","72","15","0","11","1","33","0","3","7","2","12","96","111","100","110","78","111","108","104","109","99","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","3996","Pleasant Valley Primary","100641","P","3rd Grade","96","54","0","42","0","2","2","18","2","3","69","14","0","4","1","50","0","0","2","2","17","82","95","92","95","46","96","96","94","94","79","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","3996","Pleasant Valley Primary","100641","P","4th Grade","87","37","0","50","2","2","3","12","0","6","62","9","0","11","0","34","0","0","1","3","14","78","87","76","87","53","87","87","86","84","73","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","3996","Pleasant Valley Primary","100641","P","AllGrades","487","227","0","260","5","19","15","75","4","38","331","71","0","26","3","180","0","4","13","9","76","416","484","461","484","307","487","483","474","478","411","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","3996","Pleasant Valley Primary","100641","P","Kindergarten","107","49","0","58","0","6","4","19","1","12","65","19","0","0","1","25","0","1","1","0","20","88","107","107","106","82","107","106","106","107","87","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","3996","Pleasant Valley Primary","100641","P","Pre-Kindergarten","2","0","0","2","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","2","2","2","2","2","1","2","2","2","2","0","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","4104","Prairie High School","100643","P","10th Grade","409","192","0","217","2","17","7","70","7","26","280","31","0","13","4","150","0","5","19","25","59","378","409","396","405","259","409","404","390","384","350","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","4104","Prairie High School","100643","P","11th Grade","359","191","1","167","3","24","3","60","0","22","247","15","0","33","0","127","0","5","21","27","40","344","359","326","359","232","359","354","338","332","319","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","4104","Prairie High School","100643","P","12th Grade","367","208","1","158","5","25","8","59","3","17","250","18","0","31","2","126","0","3","23","26","48","349","365","336","365","241","367","364","344","341","319","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","4104","Prairie High School","100643","P","9th Grade","370","195","0","175","2","28","12","52","3","23","250","23","0","32","4","135","1","2","9","23","48","347","367","338","366","235","369","368","361","347","322","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","4104","Prairie High School","100643","P","AllGrades","1505","786","2","717","12","94","30","241","13","88","1027","87","0","109","10","538","1","15","72","101","195","1418","1500","1396","1495","967","1504","1490","1433","1404","1310","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","4108","Preschool Infant Other","100644","S","AllGrades","21","10","0","11","0","0","0","4","0","0","17","0","0","0","0","5","0","0","1","1","7","21","21","21","21","16","21","21","20","20","14","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","4108","Preschool Infant Other","100644","S","Pre-Kindergarten","21","10","0","11","0","0","0","4","0","0","17","0","0","0","0","5","0","0","1","1","7","21","21","21","21","16","21","21","20","20","14","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","4450","Summit View High School","100648","A","10th Grade","21","9","0","12","0","0","0","3","0","1","17","0","0","1","0","10","0","0","6","1","0","21","21","20","21","11","21","21","15","20","21","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","4450","Summit View High School","100648","A","11th Grade","67","36","0","31","0","0","0","2","0","0","65","5","0","1","0","25","0","0","12","5","7","62","67","66","67","42","67","67","55","62","60","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","4450","Summit View High School","100648","A","12th Grade","131","75","0","56","1","0","1","15","0","1","113","9","0","2","6","62","0","0","30","7","19","122","131","129","125","69","131","131","101","124","112","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","4450","Summit View High School","100648","A","9th Grade","9","5","0","4","0","0","0","1","0","1","7","1","0","0","0","3","0","0","0","0","0","8","9","9","9","6","9","9","9","9","9","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","4450","Summit View High School","100648","A","AllGrades","228","125","0","103","1","0","1","21","0","3","202","15","0","4","6","100","0","0","48","13","26","213","228","224","222","128","228","228","180","215","202","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","5131","Tukes Valley Middle School","104732","P","5th Grade","99","49","0","50","3","1","3","5","1","5","81","6","0","5","2","40","0","1","5","3","23","93","99","94","97","59","99","98","94","96","76","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","5131","Tukes Valley Middle School","104732","P","6th Grade","139","72","0","67","0","0","0","19","2","8","110","4","0","6","2","50","0","2","4","2","29","135","139","133","137","89","139","137","135","137","110","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","5131","Tukes Valley Middle School","104732","P","7th Grade","124","67","0","57","1","1","0","11","2","8","101","4","0","3","1","47","0","0","7","4","30","120","124","121","123","77","124","124","117","120","94","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","5131","Tukes Valley Middle School","104732","P","8th Grade","130","66","0","64","1","2","0","9","1","7","110","2","0","22","2","39","0","2","2","5","19","128","130","108","128","91","130","128","128","125","111","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","5131","Tukes Valley Middle School","104732","P","AllGrades","492","254","0","238","5","4","3","44","6","28","402","16","0","36","7","176","0","5","18","14","101","476","492","456","485","316","492","487","474","478","391","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","5132","Tukes Valley Primary","104733","P","1st Grade","102","41","0","61","0","1","0","12","0","6","83","4","0","0","0","27","0","3","7","1","13","98","102","102","102","75","102","99","95","101","89","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","5132","Tukes Valley Primary","104733","P","2nd Grade","81","42","0","39","0","1","1","8","0","2","69","2","0","7","1","31","0","1","2","0","14","79","80","74","80","50","81","80","79","81","67","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","5132","Tukes Valley Primary","104733","P","3rd Grade","86","45","0","41","1","2","0","5","1","2","75","5","0","1","2","29","0","1","3","0","19","81","86","85","84","57","86","85","83","86","67","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","5132","Tukes Valley Primary","104733","P","4th Grade","95","41","0","54","0","0","0","9","0","5","81","2","0","3","0","30","0","1","4","3","23","93","95","92","95","65","95","94","91","92","72","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","5132","Tukes Valley Primary","104733","P","AllGrades","479","216","0","263","1","6","5","45","1","17","404","19","0","11","3","149","0","8","27","5","97","460","476","468","476","330","479","471","452","474","382","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","5132","Tukes Valley Primary","104733","P","Kindergarten","98","43","0","55","0","1","2","10","0","0","85","6","0","0","0","26","0","2","5","1","14","92","96","98","98","72","98","96","93","97","84","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","5132","Tukes Valley Primary","104733","P","Pre-Kindergarten","17","4","0","13","0","1","2","1","0","2","11","0","0","0","0","6","0","0","6","0","14","17","17","17","17","11","17","17","11","17","3","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","2910","Yacolt Primary","100636","P","1st Grade","157","68","0","89","0","0","0","6","0","3","148","5","0","0","3","56","0","3","6","0","17","152","157","157","154","101","157","154","151","157","140","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","2910","Yacolt Primary","100636","P","2nd Grade","121","66","0","55","0","0","0","2","1","4","114","3","0","2","3","46","0","0","5","0","10","118","121","119","118","75","121","121","116","121","111","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","2910","Yacolt Primary","100636","P","3rd Grade","126","55","0","71","0","2","0","5","0","2","117","3","0","4","0","53","0","1","5","0","14","123","126","122","126","73","126","125","121","126","112","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","2910","Yacolt Primary","100636","P","4th Grade","132","71","0","61","1","0","1","9","0","0","121","2","0","3","2","48","0","0","4","0","16","130","132","129","130","84","132","132","128","132","116","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","2910","Yacolt Primary","100636","P","AllGrades","694","336","0","358","1","3","1","29","1","15","644","18","0","9","8","259","0","4","23","1","71","676","694","685","686","435","694","690","671","693","623","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","2910","Yacolt Primary","100636","P","Kindergarten","156","76","0","80","0","1","0","7","0","6","142","5","0","0","0","55","0","0","3","1","12","151","156","156","156","101","156","156","153","155","144","2022-04-22T00:00:00.000"
"2021-22","School","Clark","Educational Service District 112","100003","06119","Battle Ground School District","100018","2910","Yacolt Primary","100636","P","Pre-Kindergarten","2","0","0","2","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","2","2","2","2","2","1","2","2","2","2","0","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3633","Ardmore Elementary School","101386","P","1st Grade","63","36","0","27","1","36","7","7","0","3","9","32","0","0","0","19","0","0","8","0","3","31","63","63","63","44","63","63","55","63","60","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3633","Ardmore Elementary School","101386","P","2nd Grade","50","20","0","30","0","27","3","7","0","0","13","24","0","4","0","15","0","0","7","0","6","26","50","46","50","35","50","50","43","50","44","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3633","Ardmore Elementary School","101386","P","3rd Grade","58","23","0","35","1","24","2","15","1","3","12","26","0","4","1","21","0","0","4","0","3","32","58","54","57","37","58","58","54","58","55","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3633","Ardmore Elementary School","101386","P","4th Grade","37","20","0","17","0","15","3","12","0","1","6","11","0","6","0","18","0","0","4","0","7","26","37","31","37","19","37","37","33","37","30","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3633","Ardmore Elementary School","101386","P","5th Grade","53","21","0","32","0","16","5","15","0","4","13","18","0","3","4","30","0","0","5","1","10","35","53","50","49","23","53","53","48","52","43","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3633","Ardmore Elementary School","101386","P","AllGrades","376","173","1","202","2","177","27","76","2","16","76","147","0","17","5","138","0","1","50","1","44","229","376","359","371","238","376","375","326","375","332","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3633","Ardmore Elementary School","101386","P","Kindergarten","86","37","1","48","0","48","6","16","1","3","12","36","0","0","0","24","0","1","18","0","13","50","86","86","86","62","86","85","68","86","73","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3633","Ardmore Elementary School","101386","P","Pre-Kindergarten","29","16","0","13","0","11","1","4","0","2","11","0","0","0","0","11","0","0","4","0","2","29","29","29","29","18","29","29","25","29","27","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5240","Bellevue Big Picture School","105341","A","10th Grade","55","20","1","34","0","11","4","4","0","9","27","4","0","2","0","10","0","0","0","17","14","51","55","53","55","45","55","55","55","38","41","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5240","Bellevue Big Picture School","105341","A","11th Grade","17","7","0","10","0","3","1","0","1","1","11","0","0","0","0","1","0","0","0","4","7","17","17","17","17","16","17","17","17","13","10","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5240","Bellevue Big Picture School","105341","A","12th Grade","22","7","0","15","0","2","0","0","0","1","19","0","0","2","0","3","0","0","1","9","6","22","22","20","22","19","22","22","21","13","16","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5240","Bellevue Big Picture School","105341","A","6th Grade","73","36","0","37","0","28","3","3","0","4","35","3","0","6","0","19","0","1","3","11","12","70","73","67","73","54","73","72","70","62","61","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5240","Bellevue Big Picture School","105341","A","7th Grade","73","35","0","38","0","22","4","10","0","6","31","4","0","0","0","12","0","1","0","13","15","69","73","73","73","61","73","72","73","60","58","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5240","Bellevue Big Picture School","105341","A","8th Grade","75","40","0","35","0","27","2","1","1","8","36","6","0","3","0","12","0","0","3","11","10","69","75","72","75","63","75","75","72","64","65","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5240","Bellevue Big Picture School","105341","A","9th Grade","50","22","0","28","0","16","1","4","0","8","21","3","0","4","0","11","0","1","2","7","15","47","50","46","50","39","50","49","48","43","35","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5240","Bellevue Big Picture School","105341","A","AllGrades","365","167","1","197","0","109","15","22","2","37","180","20","0","17","0","68","0","3","9","72","79","345","365","348","365","297","365","362","356","293","286","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2701","Bellevue High School","101357","P","10th Grade","371","175","1","195","0","142","9","27","0","44","149","23","0","50","3","42","0","5","6","52","21","348","371","321","368","329","371","366","365","319","350","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2701","Bellevue High School","101357","P","11th Grade","375","180","0","195","0","131","6","36","2","42","158","30","0","34","6","44","0","4","8","62","21","345","374","341","369","331","375","371","367","313","354","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2701","Bellevue High School","101357","P","12th Grade","431","216","0","215","0","153","4","30","0","44","200","28","0","40","6","52","0","1","4","83","23","403","430","391","425","379","431","430","427","348","408","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2701","Bellevue High School","101357","P","9th Grade","347","174","1","172","1","127","9","32","3","38","137","27","0","23","7","47","0","0","3","39","25","320","347","324","340","300","347","347","344","308","322","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2701","Bellevue High School","101357","P","AllGrades","1524","745","2","777","1","553","28","125","5","168","644","108","0","147","22","185","0","10","21","236","90","1416","1522","1377","1502","1339","1524","1514","1503","1288","1434","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3705","Bennett Elementary School","101388","P","1st Grade","71","37","0","34","0","36","1","5","0","8","21","16","0","2","0","4","0","0","0","2","8","55","71","69","71","67","71","71","71","69","63","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3705","Bennett Elementary School","101388","P","2nd Grade","64","33","0","31","0","27","0","5","0","9","23","17","0","7","0","6","0","1","0","0","2","47","64","57","64","58","64","63","64","64","62","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3705","Bennett Elementary School","101388","P","3rd Grade","59","31","0","28","0","24","0","4","0","3","28","7","0","5","0","5","0","0","0","5","10","52","59","54","59","54","59","59","59","54","49","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3705","Bennett Elementary School","101388","P","4th Grade","58","31","0","27","1","19","1","2","0","9","26","7","0","5","0","3","0","0","2","1","8","51","58","53","58","55","58","58","56","57","50","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3705","Bennett Elementary School","101388","P","5th Grade","67","34","0","33","0","32","2","6","0","8","19","7","0","10","1","9","0","0","2","3","12","60","67","57","66","58","67","67","65","64","55","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3705","Bennett Elementary School","101388","P","AllGrades","372","193","0","179","1","157","7","28","0","47","132","63","0","29","1","32","0","1","5","12","48","309","372","343","371","340","372","371","367","360","324","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3705","Bennett Elementary School","101388","P","Kindergarten","52","27","0","25","0","19","3","6","0","10","14","9","0","0","0","5","0","0","1","1","7","43","52","52","52","47","52","52","51","51","45","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3705","Bennett Elementary School","101388","P","Pre-Kindergarten","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","0","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5325","Career Education Options Reengagement Program","105645","R","11th Grade","2","2","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1","2","1","2","2","1","2","2","2","2","1","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5325","Career Education Options Reengagement Program","105645","R","12th Grade","28","18","0","10","0","6","1","11","0","2","8","3","0","0","0","1","0","0","8","4","3","25","28","28","28","27","28","28","20","24","25","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5325","Career Education Options Reengagement Program","105645","R","AllGrades","30","20","0","10","0","6","1","12","0","2","9","3","0","0","0","2","0","0","8","4","4","27","29","30","30","28","30","30","22","26","26","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5281","Central Educational Services","105522","P","10th Grade","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","0","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5281","Central Educational Services","105522","P","12th Grade","60","21","1","38","1","17","3","9","0","5","25","6","0","0","4","18","0","1","2","0","60","54","60","60","56","42","60","59","58","60","0","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5281","Central Educational Services","105522","P","AllGrades","61","21","1","39","1","17","3","9","0","5","26","6","0","0","4","18","0","1","2","0","61","55","61","61","57","43","61","60","59","61","0","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3742","Cherry Crest Elementary School","101389","P","1st Grade","69","29","0","40","0","48","0","0","0","5","16","21","0","4","0","1","0","1","3","1","0","48","69","65","69","68","69","68","66","68","69","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3742","Cherry Crest Elementary School","101389","P","2nd Grade","83","42","0","41","0","57","1","4","0","4","17","16","0","42","0","4","0","0","1","1","3","67","83","41","83","79","83","83","82","82","80","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3742","Cherry Crest Elementary School","101389","P","3rd Grade","91","42","0","49","1","63","2","3","0","6","16","6","0","53","0","4","0","0","1","1","4","85","91","38","91","87","91","91","90","90","87","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3742","Cherry Crest Elementary School","101389","P","4th Grade","123","62","0","61","0","78","1","2","0","9","33","2","0","82","2","7","0","1","1","5","7","121","123","41","121","116","123","122","122","118","116","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3742","Cherry Crest Elementary School","101389","P","5th Grade","124","62","0","62","0","85","1","3","0","7","28","3","0","87","0","5","0","1","1","4","6","121","124","37","124","119","124","123","123","120","118","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3742","Cherry Crest Elementary School","101389","P","AllGrades","546","271","0","275","1","360","5","15","0","35","130","69","0","268","2","23","0","4","8","12","22","477","546","278","544","523","546","542","538","534","524","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3742","Cherry Crest Elementary School","101389","P","Kindergarten","56","34","0","22","0","29","0","3","0","4","20","21","0","0","0","2","0","1","1","0","2","35","56","56","56","54","56","55","55","56","54","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3338","Chinook Middle School","101371","P","6th Grade","234","117","0","117","2","77","10","28","0","22","95","31","0","38","2","39","0","3","12","13","25","203","234","196","232","195","234","231","222","221","209","2022-04-22T00:00:00.000"
