"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","gender_x","male","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","foster_care","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_foster_care","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","dataasof"
"2013-14","State","Multiple","State Total",,,"State Total",,,"State Total",,,"10th Grade","80940","39203","0","41737","1356","5971","3778","15196","716","4797","49118","3246","520","1543","36492","1585","0","5737","3127","9284","77694","80420","79397","44448","79355","80940","75203","77813","71656","2020-05-22T00:00:00.000"
"2013-14","State","Multiple","State Total",,,"State Total",,,"State Total",,,"11th Grade","80985","39570","0","41415","1343","6125","3692","14691","721","4670","49737","3039","463","1699","34742","1611","0","6478","3007","8947","77946","80522","79286","46243","79374","80985","74507","77978","72038","2020-05-22T00:00:00.000"
"2013-14","State","Multiple","State Total",,,"State Total",,,"State Total",,,"12th Grade","83897","40618","0","43279","1332","6410","4092","14397","691","4501","52469","2556","334","2645","34651","1469","0","8498","2788","9797","81341","83563","81252","49246","82428","83897","75399","81109","74100","2020-05-22T00:00:00.000"
"2013-14","State","Multiple","State Total",,,"State Total",,,"State Total",,,"1st Grade","82924","40210","0","42714","1098","5463","3619","19784","812","6769","45378","15732","61","2169","44723","1945","0","4152","1010","9913","67192","82863","80755","38201","80979","82924","78772","81914","73011","2020-05-22T00:00:00.000"
"2013-14","State","Multiple","State Total",,,"State Total",,,"State Total",,,"2nd Grade","80207","38984","0","41223","1129","5381","3570","18724","770","6311","44316","13544","127","1983","43022","1869","0","3629","1274","10941","66663","80080","78224","37185","78338","80207","76578","78933","69266","2020-05-22T00:00:00.000"
"2013-14","State","Multiple","State Total",,,"State Total",,,"State Total",,,"3rd Grade","79013","38489","0","40524","1105","5735","3431","18030","836","5720","44153","11422","650","1942","41716","1790","0","3417","1549","11830","67591","78363","77071","37297","77223","79013","75596","77464","67183","2020-05-22T00:00:00.000"
"2013-14","State","Multiple","State Total",,,"State Total",,,"State Total",,,"4th Grade","78789","38363","0","40426","1192","5924","3514","17361","801","5436","44558","9724","564","1737","40970","1702","0","3208","1916","11874","69065","78225","77052","37819","77087","78789","75581","76873","66915","2020-05-22T00:00:00.000"
"2013-14","State","Multiple","State Total",,,"State Total",,,"State Total",,,"5th Grade","78344","38382","0","39962","1259","5905","3515","16746","784","5213","44918","7222","555","1735","39672","1643","0","2827","2086","11981","71122","77789","76609","38672","76701","78344","75517","76258","66363","2020-05-22T00:00:00.000"
"2013-14","State","Multiple","State Total",,,"State Total",,,"State Total",,,"6th Grade","77324","37786","0","39538","1226","5766","3487","16178","760","5103","44803","5733","484","1672","39081","1678","0","2964","2369","10787","71591","76840","75652","38243","75646","77324","74360","74955","66537","2020-05-22T00:00:00.000"
"2013-14","State","Multiple","State Total",,,"State Total",,,"State Total",,,"7th Grade","79221","38439","0","40782","1283","5836","3525","16605","783","5092","46093","5055","540","1593","39583","1784","0","3094","2629","10452","74166","78681","77628","39638","77437","79221","76127","76592","68769","2020-05-22T00:00:00.000"
"2013-14","State","Multiple","State Total",,,"State Total",,,"State Total",,,"8th Grade","79827","38844","0","40983","1322","5715","3640","15775","842","5191","47339","4345","479","1625","38334","1687","0","3477","2782","10160","75482","79348","78202","41493","78140","79827","76350","77045","69667","2020-05-22T00:00:00.000"
"2013-14","State","Multiple","State Total",,,"State Total",,,"State Total",,,"9th Grade","82626","39950","0","42676","1396","5750","4091","16317","774","5190","49105","3797","568","1608","39716","1637","0","5248","3092","10141","78829","82058","81018","42910","80989","82626","77378","79534","72485","2020-05-22T00:00:00.000"
"2013-14","State","Multiple","State Total",,,"State Total",,,"State Total",,,"AllGrades","1068234","517468","0","550766","16513","76322","48726","226168","10251","72493","617705","101982","5452","24512","526929","22130","0","60333","28327","148462","966252","1062782","1043722","541305","1046104","1068234","1007901","1039907","919772","2020-05-22T00:00:00.000"
"2013-14","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Half-day Kindergarten","36760","17798","0","18962","333","2736","1687","6551","285","3286","21875","5778","20","633","14875","397","0","1994","293","4054","30982","36740","36127","21885","36363","36760","34766","36467","32706","2020-05-22T00:00:00.000"
"2013-14","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Kindergarten","44526","21810","0","22716","808","2465","1711","13224","499","3469","22350","10666","35","1465","27556","1304","0","2514","357","5032","33860","44491","43061","16970","43222","44526","42012","44169","39494","2020-05-22T00:00:00.000"
"2013-14","State","Multiple","State Total",,,"State Total",,,"State Total",,,"Pre-Kindergarten","22851","9022","0","13829","331","1140","1374","6589","177","1745","11493","123","52","463","11796","29","0","3096","48","13269","22728","22799","22388","11055","22822","22851","19755","22803","9582","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","1st Grade","64","32","0","32","0","3","0","27","0","2","32","14","0","10","55","0","0","1","2","10","50","64","54","9","64","64","63","62","54","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","2nd Grade","59","29","0","30","3","0","1","24","0","2","29","12","0","4","53","1","0","2","0","9","47","59","55","6","58","59","57","59","50","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","3rd Grade","52","19","0","33","2","1","0","24","0","1","24","8","1","3","46","1","0","3","0","8","44","51","49","6","51","52","49","52","44","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","4th Grade","58","31","0","27","2","4","1","19","0","1","31","8","1","1","51","0","0","1","0","13","50","57","57","7","58","58","57","58","45","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","5th Grade","59","23","0","36","2","1","1","30","0","2","23","7","3","5","50","0","0","5","0","10","52","56","54","9","59","59","54","59","49","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","6th Grade","43","28","0","15","2","1","1","11","0","2","26","2","0","1","34","1","0","2","1","8","41","43","42","9","42","43","41","42","35","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","AllGrades","425","208","0","217","16","10","4","174","0","15","206","66","5","28","370","4","0","20","3","75","359","420","397","55","421","425","405","422","350","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Kindergarten","61","31","0","30","4","0","0","28","0","5","24","15","0","3","56","1","0","6","0","13","46","61","58","5","60","61","55","61","48","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2834","A J West Elementary","100863","P","Pre-Kindergarten","29","15","0","14","1","0","0","11","0","0","17","0","0","1","25","0","0","0","0","4","29","29","28","4","29","29","29","29","25","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","1st Grade","24","13","0","11","0","2","0","3","0","5","14","3","0","2","15","0","0","2","0","3","21","24","22","9","24","24","22","24","21","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","2nd Grade","31","12","0","19","0","1","1","6","1","3","19","1","0","2","13","0","0","1","0","4","30","31","29","18","31","31","30","31","27","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","3rd Grade","20","10","0","10","0","0","0","1","0","0","19","1","0","1","13","0","0","1","0","4","19","20","19","7","20","20","19","20","16","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","4th Grade","22","15","0","7","1","1","0","4","0","2","14","2","2","1","11","0","0","1","0","3","20","20","21","11","22","22","21","22","19","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","5th Grade","30","18","0","12","4","1","0","4","0","1","20","0","1","1","13","0","0","1","0","4","30","29","29","17","30","30","29","30","26","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","6th Grade","23","12","0","11","1","1","0","4","0","2","15","0","1","1","11","0","0","0","0","3","23","22","22","12","23","23","23","23","20","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","AllGrades","196","102","0","94","7","7","1","28","1","18","134","8","6","13","97","0","0","7","0","29","188","190","183","99","196","196","189","196","167","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Kindergarten","23","12","0","11","0","0","0","3","0","1","19","1","1","2","8","0","0","0","0","3","22","22","21","15","23","23","23","23","20","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Pre-Kindergarten","23","10","0","13","1","1","0","3","0","4","14","0","1","3","13","0","0","1","0","5","23","22","20","10","23","23","22","23","18","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","10th Grade","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","1","1","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","11th Grade","5","2","0","3","2","1","0","0","1","0","1","0","1","0","3","0","0","5","0","0","5","4","5","2","5","5","0","5","5","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","12th Grade","4","1","0","3","0","0","1","1","0","0","2","0","1","0","1","0","0","4","0","1","4","3","4","3","4","4","0","4","3","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","8th Grade","5","2","0","3","0","0","0","0","0","0","5","0","2","0","3","0","0","5","0","1","5","3","5","2","5","5","0","5","4","2020-05-22T00:00:00.000"
