"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","gender_x","male","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","foster_care","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_foster_care","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","dataasof"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","4267","Grays Harbor Juvenile Detention","100871","J","AllGrades","15","6","0","9","2","1","1","1","1","0","9","0","4","0","7","0","0","15","0","2","15","11","15","8","15","15","0","15","13","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor High School","100869","P","10th Grade","14","4","0","10","0","0","0","4","0","2","8","0","0","4","11","0","0","3","0","2","14","14","10","3","14","14","11","14","12","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor High School","100869","P","11th Grade","27","17","0","10","2","0","0","4","0","4","17","0","0","4","23","1","0","4","3","3","27","27","23","4","26","27","23","24","24","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor High School","100869","P","12th Grade","77","30","0","47","4","0","0","13","0","1","59","0","0","25","64","0","0","22","2","13","77","77","52","13","77","77","55","75","64","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor High School","100869","P","9th Grade","3","3","0","0","0","0","1","2","0","0","0","0","0","0","3","0","0","0","0","1","3","3","3","0","3","3","3","3","2","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3857","Harbor High School","100869","P","AllGrades","121","54","0","67","6","0","1","23","0","7","84","0","0","33","101","1","0","29","5","19","121","121","88","20","120","121","92","116","102","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3154","Hopkins Elementary","100866","P","AllGrades","80","35","0","45","0","0","3","24","0","7","46","0","0","7","62","0","0","8","0","44","80","80","73","18","80","80","72","80","36","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3154","Hopkins Elementary","100866","P","Pre-Kindergarten","80","35","0","45","0","0","3","24","0","7","46","0","0","7","62","0","0","8","0","44","80","80","73","18","80","80","72","80","36","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","10th Grade","211","97","0","114","3","5","3","52","2","10","136","5","1","16","119","6","0","19","2","32","206","210","195","92","205","211","192","209","179","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","11th Grade","217","104","0","113","6","9","4","48","0","4","146","8","1","13","119","9","0","12","10","23","209","216","204","98","208","217","205","207","194","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","12th Grade","225","116","0","109","9","11","2","51","4","7","141","8","1","27","122","6","0","26","5","26","217","224","198","103","219","225","199","220","199","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","8th Grade","6","2","0","4","0","0","0","2","0","0","4","1","0","0","3","0","0","1","0","2","5","6","6","3","6","6","5","6","4","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","9th Grade","259","121","0","138","13","9","6","62","2","4","163","14","3","18","170","11","0","23","4","36","245","256","241","89","248","259","236","255","223","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3476","J M Weatherwax High School","100868","P","AllGrades","918","440","0","478","31","34","15","215","8","25","590","36","6","74","533","32","0","81","21","119","882","912","844","385","886","918","837","897","799","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","1st Grade","64","34","0","30","1","0","1","20","0","6","36","14","0","3","41","5","0","1","0","8","50","64","61","23","59","64","63","64","56","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","2nd Grade","59","27","0","32","3","2","0","22","0","1","31","14","0","5","42","5","0","4","0","7","45","59","54","17","54","59","55","59","52","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","3rd Grade","45","22","0","23","3","0","0","12","0","2","28","4","0","3","28","1","0","3","0","6","41","45","42","17","44","45","42","45","39","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","4th Grade","43","23","0","20","2","1","1","9","0","3","27","4","1","1","31","2","0","3","1","6","39","42","42","12","41","43","40","42","37","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","5th Grade","65","38","0","27","6","3","0","16","0","3","37","9","1","5","37","5","0","1","0","13","56","64","60","28","60","65","64","65","52","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","6th Grade","51","23","0","28","2","1","0","12","0","0","36","1","0","3","33","2","0","5","2","7","50","51","48","18","49","51","46","49","44","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","AllGrades","382","196","0","186","18","8","2","108","0","23","223","58","2","24","245","24","0","18","3","56","324","380","358","137","358","382","364","379","326","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","Half-day Kindergarten","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","0","1","1","1","1","1","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2449","McDermoth Elementary","100861","P","Kindergarten","54","28","0","26","1","1","0","16","0","8","28","12","0","4","32","4","0","1","0","9","42","54","50","22","50","54","53","54","45","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2305","Miller Junior High","100860","P","7th Grade","224","108","0","116","9","7","1","72","0","4","131","14","3","9","150","9","0","19","5","35","210","221","215","74","215","224","205","219","189","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2305","Miller Junior High","100860","P","8th Grade","236","110","0","126","11","7","4","63","1","9","141","20","1","12","165","13","0","10","10","37","216","235","224","71","223","236","226","226","199","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2305","Miller Junior High","100860","P","AllGrades","460","218","0","242","20","14","5","135","1","13","272","34","4","21","315","22","0","29","15","72","426","456","439","145","438","460","431","445","388","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","1st Grade","40","17","0","23","0","1","1","14","0","4","20","7","0","4","37","2","0","2","0","7","33","40","36","3","38","40","38","40","33","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","2nd Grade","47","29","0","18","3","0","0","11","0","4","29","2","1","5","37","1","0","1","0","3","45","46","42","10","46","47","46","47","44","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","3rd Grade","32","20","0","12","1","0","0","14","0","2","15","4","1","0","23","4","0","2","0","5","28","31","32","9","28","32","30","32","27","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","4th Grade","37","20","0","17","1","0","1","10","0","1","24","3","2","1","30","2","0","3","0","5","34","35","36","7","35","37","34","37","32","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","5th Grade","37","18","0","19","2","1","2","10","0","1","21","3","1","1","30","4","0","3","0","9","34","36","36","7","33","37","34","37","28","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","6th Grade","28","17","0","11","0","1","0","3","1","0","23","1","0","3","19","0","0","1","0","5","27","28","25","9","28","28","27","28","23","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","AllGrades","303","166","0","137","9","3","4","99","1","15","172","33","6","21","247","15","0","18","0","45","270","297","282","56","288","303","285","303","258","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","Kindergarten","57","32","0","25","1","0","0","23","0","3","30","13","1","3","51","2","0","3","0","4","44","56","54","6","55","57","54","57","53","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2763","Robert Gray Elementary","100862","P","Pre-Kindergarten","25","13","0","12","1","0","0","14","0","0","10","0","0","4","20","0","0","3","0","7","25","25","21","5","25","25","22","25","18","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","1st Grade","69","42","0","27","2","2","0","26","0","3","36","19","0","11","61","1","0","5","0","9","50","69","58","8","68","69","64","69","60","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","2nd Grade","63","29","0","34","6","3","2","20","0","2","30","15","0","7","57","1","0","1","0","10","48","63","56","6","62","63","62","63","53","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","3rd Grade","68","23","0","45","4","1","0","26","0","5","32","18","1","5","63","3","0","2","1","18","50","67","63","5","65","68","66","67","50","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","4th Grade","73","32","0","41","7","1","2","19","0","4","40","7","2","5","64","2","0","2","0","13","66","71","68","9","71","73","71","73","60","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","5th Grade","51","34","0","17","7","2","1","15","0","2","24","2","1","3","48","1","0","0","0","8","49","50","48","3","50","51","51","51","43","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","6th Grade","65","31","0","34","6","1","3","17","1","1","36","6","1","7","54","2","0","2","0","12","59","64","58","11","63","65","63","65","53","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","AllGrades","524","255","0","269","34","16","10","165","3","31","265","89","5","53","462","11","0","19","1","90","435","519","471","62","513","524","505","523","434","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","Half-day Kindergarten","2","1","0","1","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","2","2","2","0","2","2","2","2","2","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","Kindergarten","85","40","0","45","2","4","1","30","0","8","40","22","0","4","72","1","0","3","0","9","63","85","81","13","84","85","82","85","76","2020-05-22T00:00:00.000"
"2013-14","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","2971","Stevens Elementary School","100864","P","Pre-Kindergarten","48","23","0","25","0","2","1","12","2","6","25","0","0","11","41","0","0","4","0","11","48","48","37","7","48","48","44","48","37","2020-05-22T00:00:00.000"
"2013-14","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","1st Grade","34","13","0","21","0","0","0","2","0","0","32","1","0","1","11","0","0","0","0","5","33","34","33","23","34","34","34","34","29","2020-05-22T00:00:00.000"
"2013-14","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","2nd Grade","37","21","0","16","0","1","0","3","0","0","33","0","0","1","11","0","0","0","0","3","37","37","36","26","37","37","37","37","34","2020-05-22T00:00:00.000"
"2013-14","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","3rd Grade","35","15","0","20","0","1","0","1","0","1","32","1","0","3","14","0","0","0","0","4","34","35","32","21","35","35","35","35","31","2020-05-22T00:00:00.000"
"2013-14","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","4th Grade","34","19","0","15","0","1","0","1","0","0","32","0","1","1","9","0","0","0","0","6","34","33","33","25","34","34","34","34","28","2020-05-22T00:00:00.000"
"2013-14","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","5th Grade","48","23","0","25","0","0","0","3","0","1","44","0","0","3","9","0","0","0","0","4","48","48","45","39","48","48","48","48","44","2020-05-22T00:00:00.000"
"2013-14","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","AllGrades","233","112","0","121","0","3","0","13","0","2","215","3","1","9","72","0","0","0","0","30","230","232","224","161","233","233","233","233","203","2020-05-22T00:00:00.000"
"2013-14","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","Half-day Kindergarten","39","18","0","21","0","0","0","3","0","0","36","1","0","0","15","0","0","0","0","5","38","39","39","24","39","39","39","39","34","2020-05-22T00:00:00.000"
"2013-14","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2227","Adna Elementary School","101834","P","Pre-Kindergarten","6","3","0","3","0","0","0","0","0","0","6","0","0","0","3","0","0","0","0","3","6","6","6","3","6","6","6","6","3","2020-05-22T00:00:00.000"
"2013-14","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2441","Adna Middle/High School","101835","P","10th Grade","55","30","0","25","0","1","1","3","0","4","46","0","2","1","13","0","0","3","3","1","55","53","54","42","55","55","52","52","54","2020-05-22T00:00:00.000"
"2013-14","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2441","Adna Middle/High School","101835","P","11th Grade","48","27","0","21","1","0","1","3","0","0","43","0","0","1","14","0","0","0","3","1","48","48","47","34","48","48","48","45","47","2020-05-22T00:00:00.000"
"2013-14","School","Lewis","Capital Region ESD 113","100004","21226","Adna School District","100011","2441","Adna Middle/High School","101835","P","12th Grade","45","16","0","29","0","0","0","2","0","0","43","0","0","1","12","0","0","3","3","6","45","45","44","33","45","45","42","42","39","2020-05-22T00:00:00.000"
