"openeddate","openedyear","status","practicecode","practicename","businesscategory","naics","naicsname","businessname","businessstreetline1","businessstreetline2","businesscity","businessstate","businesszip","estimatedsavings","practiceid","actualsavings","complaintid","businessid","id","location"
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Contractors","235000-Special trade Contractors (includes plumbers, elec",,"","","","Bellevue","WA","98007    ","0.00","60","0.00","625850","319267","60000625850",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Unclassified Establishments","990000-Unclassified Establishments",," Unknown","","","","  ","         ","0.00","60","0.00","625821","207054","60000625821",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Insurance","524000-Insurance Carriers & Related Activities",,"Regence Blue Shield","1800 9th Ave","","Seattle","WA","98101-1314","0.00","60","0.00","625832","89898","60000625832",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Health Care","622000-Hospitals",,"Providence Health and Services","Department of Legal Affairs","PO Box 389672","Seattle","WA","98138-9672","0.00","60","0.00","625867","134748","60000625867",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Commercial Banking","522110-Commercial Banking",,"Bank of America NA","1000 Samoset Dr","","Newark","DE","19713    ","0.00","60","0.00","625841","95441","60000625841",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Contractors","233000-General Contracting, building, & developing",,"","","","Redmond","WA","98052    ","0.00","60","0.00","625828","319263","60000625828",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Dating Clubs and Social Networking","812199-Dating Clubs and Social Networking",,"Facebook","","","Palo Alto","CA","         ","0.00","60","0.00","625462","215014","60000625462",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Contractors","235000-Special trade Contractors (includes plumbers, elec",,"California All-Steel Carports Inc","PO Box 6137","","Fresno","CA","93703    ","0.00","60","0.00","625835","285899","60000625835",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Auto Repair","811100-Automotive Repair & Maintenance",,,,,,,,"0.00","60","0.00","625866",,"60000625866",
"2022-09-12T00:00:00.000","2022","Open","999","Other/Miscellaneous","Travel","721100-Travel Accomodations",,"Extended Stay America - Everett","8410 Broadway","","Everett","WA","98208    ","0.00","60","0.00","625813","306554","60000625813",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Travel","721100-Travel Accomodations",,"","","","","WA","         ","0.00","60","0.00","625854","319269","60000625854",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Computer Manufacturing","334111-Computer Manufacturing",,"Apple Inc","One Apple Park Wy","","Cupertino","CA","95014    ","0.00","60","0.00","625851","92093","60000625851",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Travel","531390-Timeshare exchange services",,"Reed Hein & Associates LLC dba Timeshare Exit Team","PMB 781","218 Main Street","Kirkland","WA","98033-6108","0.00","60","0.00","625839","263113","60000625839",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Dating Clubs and Social Networking","812199-Dating Clubs and Social Networking",,"Facebook","","","Palo Alto","CA","         ","0.00","60","0.00","625833","215014","60000625833",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Unclassified Establishments","990000-Unclassified Establishments",,"Identity Theft","","","","  ","         ","0.00","60","0.00","625857","92632","60000625857",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Auto Sales","441100-Automotive Dealers",,"","","","Shelton","WA","         ","0.00","60","0.00","625836","319264","60000625836",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Boat Dealers","441222-Boat Dealers",,"","","","Vancouver","WA","98661    ","0.00","60","0.00","625861","319272","60000625861",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Tech Support Scam","999000-Tech Support Scam",,"","","","Sheriden","WY","82801    ","0.00","60","0.00","625827","319262","60000625827",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Government Agencies","920000-Public Administration",,"","","","Coupeville","WA","98239    ","0.00","60","0.00","625838","258625","60000625838",
"2022-09-12T00:00:00.000","2022","Closed","320","Unsatisfactory Repair/Service","Dating Clubs and Social Networking","812199-Dating Clubs and Social Networking",,"Facebook","","","Palo Alto","CA","         ","0.00","42","0.00","625463","215014","42000625463",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Electronic Shopping","454100-Electronic Shopping & Mail Order Houses",,"Amazon.com","PO Box 81226","","Seattle","WA","98108-1226","0.00","60","0.00","625830","120419","60000625830",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Residential Landlord","531311-Residential property managers (includes landlords)",,"Atlas Apartments","1800 Sidney Ave","","Port Orchard","WA","98366    ","0.00","60","0.00","625855","298445","60000625855",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Residential Landlord","531311-Residential property managers (includes landlords)",,"Aspen Heights Pullman","1000 NE Colorado St","","Pullman","WA","99163    ","0.00","60","0.00","625853","318570","60000625853",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Government Agencies","920000-Public Administration",,"Washington State Employment Security Department","PO Box 9046","","Olympia","WA","98507    ","0.00","60","0.00","625815","254645","60000625815",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Admin. & support services (office admin., faciliti","560000-Admin. & support services (office admin., faciliti",,"","","","Olympia","WA","98512    ","0.00","60","0.00","625849","319266","60000625849",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Tech Support Scam","999000-Tech Support Scam",,"Unknown - Technical Support","This is the ALL major","","","  ","         ","0.00","60","0.00","625834","265006","60000625834",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Auto Repair","811100-Automotive Repair & Maintenance",,"KFG Motorsports","232 C St NW","","Auburn","WA","98001    ","0.00","60","0.00","625865","297482","60000625865",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Couriers & Express Delivery Services","492110-Couriers & Express Delivery Services",,"","","","Buckley","WA","98321    ","0.00","60","0.00","625822","319252","60000625822",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Software Publishers","511210-Software Publishers",,"Microsoft Corporation","One Microsoft Wy","","Redmond","WA","98052    ","0.00","60","0.00","625837","7861","60000625837",
"2022-09-12T00:00:00.000","2022","New","999","Other/Miscellaneous","Dating Clubs and Social Networking","812199-Dating Clubs and Social Networking",,"Facebook","","","Palo Alto","CA","         ","0.00","60","0.00","625852","215014","60000625852",
"2022-09-09T00:00:00.000","2022","Open","104","Non-Fulfillment","Automotive Rental & Leasing (includes cars, trucks","532100-Automotive Rental & Leasing (includes cars, trucks",,"","","","Spokane Valley","WA","99212    ","0.00","23","0.00","625441","220907","23000625441",
"2022-09-09T00:00:00.000","2022","Open","301","Failure To Deliver/Perform","Automotive Rental & Leasing (includes cars, trucks","532100-Automotive Rental & Leasing (includes cars, trucks",,"","","","Spokane Valley","WA","99212    ","0.00","33","0.00","625441","220907","33000625441",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Contractors","235000-Special trade Contractors (includes plumbers, elec",,"","","","Longview ","WA","98632    ","0.00","60","0.00","625798","319245","60000625798",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Residential Landlord","531311-Residential property managers (includes landlords)",,"","","","Kirkland","WA","98034    ","0.00","60","0.00","625780","305351","60000625780",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Restaurants and Bars","722000-Restaurants and Bars",,"Starbucks","2401 Utah Ave S ","Mail Stop R-CR1","Seattle","WA","98134    ","0.00","60","0.00","625741","200683","60000625741",
"2022-09-09T00:00:00.000","2022","New","422","Credit/Financing","Commercial Banking","522130-Credit Unions",,"Seattle Credit Union","365 Kirkland Ave ","","Kirkland","WA","98033    ","0.00","49","0.00","625493","297069","49000625493",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Government Agencies","920000-Public Administration",,"","","","Vancouver","WA","98661    ","0.00","60","0.00","625740","319228","60000625740",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Couriers & Express Delivery Services","492110-Couriers & Express Delivery Services",,"","","","Tigard","OR","         ","0.00","60","0.00","625797","319242","60000625797",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Residential Landlord","531311-Residential property managers (includes landlords)",,"Arcadia Townhomes","1300 SW Campus Dr","","Federal Way","WA","98023    ","0.00","60","0.00","625788","251980","60000625788",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Electric Power Generation, Transmission & Distribu","221100-Electric Power Generation, Transmission & Distribu",,"Electrify America","2003 Edmund Halley Dr","","Reston","VA","20191    ","0.00","60","0.00","625812","318402","60000625812",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Contractors","235000-Special trade Contractors (includes plumbers, elec",,"Seattle Appliance Service and Repair","21428 International Blvd Apt B105","","SeaTac","WA","98198-6012","0.00","60","0.00","625792","305272","60000625792",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Collections","561440-Collection Agencies",,"","","","","WA","         ","0.00","60","0.00","625761","319234","60000625761",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Health Care","622000-Hospitals",,"Kittitas Valley Healthcare","603 S Chestnut St","","Ellensburg","WA","98926    ","0.00","60","0.00","625809","248816","60000625809",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Travel","561510-Travel Agents",,"ASAP Tickets","100 Pine St Ste 1925","","San Francisco","CA","94111    ","0.00","60","0.00","625807","286844","60000625807",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Telecommunications","513320-Telecommunications/Wireless",,"T-Mobile","PO Box 37380","","Albuquerque","NM","87176    ","0.00","60","0.00","625785","118545","60000625785",
"2022-09-09T00:00:00.000","2022","New","208","Partial Performance","Health Care","621300-Offices of Other Health Professionals",,"","","","Lynnwood","WA","98036    ","0.00","31","0.00","625483","319122","31000625483",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Health Care","621400-Outpatient Care Centers",,"Pathways and Frontier Behavioral Health","107 S Division St","","Spokane","WA","99202    ","0.00","60","0.00","625777","292287","60000625777",
"2022-09-09T00:00:00.000","2022","New","998","Governement agency complaint","Government Agencies","920000-Public Administration",,"Seattle Housing Authority","190 Queen Anne Ave N","","Seattle","WA","98109-1028","0.00","179","0.00","625599","258155","179000625599",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Retail Sales","452000-General Merchandise Stores",,"Fred Meyer","PO Box 42121","","Portland","OR","97242    ","0.00","60","0.00","625739","21471","60000625739",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Health Care","621300-Offices of Other Health Professionals",,"","","","Port Townsend","WA","98368    ","0.00","60","0.00","625744","319224","60000625744",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Broadband Providers","513200-Cable Networks & Program Distribution",,"DIRECTV","Office of the President","2260 E Imperial Highway","El Segundo","CA","90245    ","0.00","60","0.00","625790","200461","60000625790",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Auto Sales","441100-Automotive Dealers",,"Capital City Honda","2370 Carriage Lp","","Olympia","WA","98502    ","0.00","60","0.00","625801","280771","60000625801",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Mortgage Lending","522390-Real Estate Loan Servicing",,"PennyMac Loan Services","3043 Townsgate Rd Ste 200","","Westlake Village","CA","91361    ","0.00","60","0.00","625802","228845","60000625802",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Electronic Shopping","454100-Electronic Shopping & Mail Order Houses",,"Amazon.com","PO Box 81226","","Seattle","WA","98108-1226","0.00","60","0.00","625794","120419","60000625794",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Consumer Lending & Transfer Agents","522291-Consumer Lending (includes Payday Lenders)",,"Navient","PO Box 4200 ","","Wilkes-Barre","PA","18773    ","0.00","60","0.00","625775","122656","60000625775",
"2022-09-09T00:00:00.000","2022","Open","303","Questionable Quality Product/Service","Contractors","233000-General Contracting, building, & developing",,"","","","Vancouver","WA","98685    ","0.00","35","0.00","625435","319112","35000625435",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Auto Sales","441100-Automotive Dealers",,"","","","Twin Falls","ID","83301    ","0.00","60","0.00","625811","319247","60000625811",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Retail Sales","452100-Department Stores",,"","","","Riverside","CA","92503    ","0.00","60","0.00","625781","319238","60000625781",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Auto Sales","441210-RV Dealers",,"","","","Pasco","WA","99301    ","0.00","60","0.00","625773","295513","60000625773",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Health Care","621910-Ambulance Services",,"Northwest Ambulance","PO Box 3510","","Silverdale","WA","98383    ","0.00","60","0.00","625755","289507","60000625755",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Residential Landlord","531311-Residential property managers (includes landlords)",,"","","","Tacoma","WA","98404-5100","0.00","60","0.00","625804","319246","60000625804",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Consumer Lending & Transfer Agents","522291-Consumer Lending (includes Payday Lenders)",,"","","","","WA","         ","0.00","60","0.00","625783","319239","60000625783",
"2022-09-09T00:00:00.000","2022","Open","301","Failure To Deliver/Perform","Insurance","524000-Insurance Carriers & Related Activities",,"Aetna Inc","Aetna Regulatory Resolution Team","151 Farmington Ave, ASB1","Hartford","CT","06156-7003","0.00","33","0.00","625419","357","33000625419",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Unclassified Establishments","990000-Unclassified Establishments",," Unknown","","","","  ","         ","0.00","60","0.00","625772","207054","60000625772",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Auto Sales","441100-Automotive Dealers",,"","","","Kennewick","WA","97838    ","0.00","60","0.00","625774","252799","60000625774",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Telecommunications","513320-Telecommunications/Wireless",,"AT&T Mobility","308 S Akard St Rm 1110","","Dallas","TX","75202    ","0.00","60","0.00","625749","143825","60000625749",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Duct Cleaning, Heating and Air-Conditioning","238220-Duct Cleaning, Heating and Air-Conditioning",,"","","","Atlanta","GA","30328    ","0.00","60","0.00","625796","319243","60000625796",
"2022-09-09T00:00:00.000","2022","New","303","Questionable Quality Product/Service","Health Care","621300-Offices of Other Health Professionals",,"","","","Lynnwood","WA","98036    ","0.00","35","0.00","625483","319122","35000625483",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Dating Clubs and Social Networking","812199-Dating Clubs and Social Networking",,"Facebook","","","Palo Alto","CA","         ","0.00","60","0.00","625800","215014","60000625800",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Health Care","621200-Offices of Dentists",,"","","","Seattle","WA","98104    ","0.00","60","0.00","625762","319235","60000625762",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Home and Condo owner associations","813990-Home and Condo owner associations",,"","","","Blaine","WA","98230    ","0.00","60","0.00","625784","319240","60000625784",
"2022-09-09T00:00:00.000","2022","Open","016","Identity Theft","Travel","721100-Travel Accomodations",,"AirBnB","888 Brannan St","","San Francisco","CA","94103    ","0.00","102","0.00","625545","259487","102000625545",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Consumer Lending & Transfer Agents","522291-Consumer Lending (includes Payday Lenders)",,"Mercedes-Benz Financial Services USA LLC","14372 Heritage Parkway","","Fort Worth","TX","76177    ","0.00","60","0.00","625750","259587","60000625750",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Retail Sales","445110-Supermarkets",,"Safeway - Vancouver","PO Box 523","","Clackamas","OR","97015    ","0.00","60","0.00","625742","207475","60000625742",
"2022-09-09T00:00:00.000","2022","New","412","Alleged criminal activity","Commercial Banking","522130-Credit Unions",,"Seattle Credit Union","365 Kirkland Ave ","","Kirkland","WA","98033    ","0.00","196","0.00","625493","297069","196000625493",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Dating Clubs and Social Networking","812199-Dating Clubs and Social Networking",,"Facebook","","","Palo Alto","CA","         ","0.00","60","0.00","625808","215014","60000625808",
"2022-09-09T00:00:00.000","2022","Open","443","Foreclosure Escalation","Mortgage Lending","522390-Real Estate Loan Servicing",,"PHH Mortgage fka Ocwen Loan Servicing LLC","PO Box 5432","","Mount Laurel","NJ","08054    ","0.00","192","0.00","624734","218039","192000624734",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Unclassified Establishments","990000-Unclassified Establishments",,"","","","","  ","         ","0.00","60","0.00","625765","319237","60000625765",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Retail Sales","452910-Warehouse Clubs & Superstores",,"Costco","999 Lake Dr","","Issaquah","WA","98027    ","0.00","60","0.00","625735","83733","60000625735",
"2022-09-09T00:00:00.000","2022","Open","412","Alleged criminal activity","Contractors","233000-General Contracting, building, & developing",,"","","","Vancouver","WA","98685    ","0.00","196","0.00","625435","319112","196000625435",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Unclassified Establishments","990000-Unclassified Establishments",," Unknown","","","","  ","         ","0.00","60","0.00","625751","207054","60000625751",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Insurance","524000-Insurance Carriers & Related Activities",,"Allstate Insurance","2775 Sanders Rd","","Northbrook","IL","60062    ","0.00","60","0.00","625776","75633","60000625776",
"2022-09-09T00:00:00.000","2022","Open","060","Unauthorized Debit","Travel","721100-Travel Accomodations",,"AirBnB","888 Brannan St","","San Francisco","CA","94103    ","0.00","109","0.00","625545","259487","109000625545",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Insurance","524000-Insurance Carriers & Related Activities",,"","","","Daytona Beach","FL","32114    ","0.00","60","0.00","625747","319230","60000625747",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Retail Sales","443000-Electronics/appliance stores",,"","","","Irvine","CA","92614    ","0.00","60","0.00","625787","314409","60000625787",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Contractors","235000-Special trade Contractors (includes plumbers, elec",,"","","","Renton","WA","98057    ","0.00","60","0.00","625806","251813","60000625806",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Retail Sales","444000-Building materials (incl. plumbing stores), garden",,"Lowe's Home Improvement","1605 Curtis Bridge Rd","Mail Code RSN6","Wilkesboro","NC","28697    ","0.00","60","0.00","625758","117125","60000625758",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Unclassified Establishments","990000-Unclassified Establishments",," Unknown","","","","  ","         ","0.00","60","0.00","625803","207054","60000625803",
"2022-09-09T00:00:00.000","2022","Open","301","Failure To Deliver/Perform","Collections","561440-Collection Agencies",,"Wakefield & Associates","10800 E Bethany Dr Ste 450","","Aurora","CO","80014-2697","0.00","33","0.00","625452","298005","33000625452",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Colleges, Universities & Professional Schools","611310-Colleges, Universities & Professional Schools",,"Bastyr University","14500 Juanita Dr NE","","Kenmore","WA","98028-4966","0.00","60","0.00","625793","251920","60000625793",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Government Agencies","920000-Public Administration",,"","","","New York","NY","10011    ","0.00","60","0.00","625743","319229","60000625743",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Health and Diet Clubs","713940-Fitness & Recreational Industries",,"Olympic Athletic Club","5301 Leary Ave NW","","Seattle","WA","98107    ","0.00","60","0.00","625786","144015","60000625786",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Electronic Shopping","454100-Electronic Shopping & Mail Order Houses",,"Amazon.com","PO Box 81226","","Seattle","WA","98108-1226","0.00","60","0.00","625746","120419","60000625746",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Electronic Shopping","454100-Electronic Shopping & Mail Order Houses",,"","","","","WA","         ","0.00","60","0.00","625734","219500","60000625734",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Cemeteries & Crematories","812220-Cemeteries & Crematories",,"Simple Cremation","1322 N Monroe","","Spokane","WA","         ","0.00","60","0.00","625760","287418","60000625760",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Retail Sales","444000-Building materials (incl. plumbing stores), garden",,"Home Depot","2455 Paces Ferry Rd B3","Resolution Expeditor Customer Care B3","Atlanta","GA","30339    ","0.00","60","0.00","625733","80124","60000625733",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Motor Vehicle Towing","488400-Motor Vehicle Towing",,"","","","Dupont","WA","98327    ","0.00","60","0.00","625752","319233","60000625752",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Couriers & Express Delivery Services","492110-Couriers & Express Delivery Services",,"FedEx Customer Relations","3875 Airways Module H3","Department 4634","Memphis","TN","38116    ","0.00","60","0.00","625754","116202","60000625754",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Auto Sales","441100-Automotive Dealers",,"Rick's Auto Sales","1056 Tenant Way","","Longview","WA","98632    ","0.00","60","0.00","625810","307636","60000625810",
"2022-09-09T00:00:00.000","2022","Open","301","Failure To Deliver/Perform","Contractors","233000-General Contracting, building, & developing",,"","","","Vancouver","WA","98685    ","0.00","33","0.00","625435","319112","33000625435",
"2022-09-09T00:00:00.000","2022","Open","895","Mortgage Servicing Issue","Mortgage Lending","522390-Real Estate Loan Servicing",,"PHH Mortgage fka Ocwen Loan Servicing LLC","PO Box 5432","","Mount Laurel","NJ","08054    ","0.00","215","0.00","624734","218039","215000624734",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Government Agencies","920000-Public Administration",,"Washington State Department of Labor and Industries","PO Box 44000","","Olympia","WA","98504-4000","0.00","60","0.00","625789","110198","60000625789",
"2022-09-09T00:00:00.000","2022","New","999","Other/Miscellaneous","Electronic Shopping","454100-Electronic Shopping & Mail Order Houses",,"Weee!","1950 6th Ave S","","Seattle","WA","98134    ","0.00","60","0.00","625795","316047","60000625795",
