"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","studentgrouptype","studentgroup","suppression","cohort","beggininggrade9","transferin","year1dropout","year2dropout","year3dropout","year4dropout","year5dropout","year6dropout","year7dropout","transferout","finalcohort","graduate","continuing","dropout","graduationrate","dataasof"
"2018","County","Stevens","","0",,"","0",,"","0","Race","Black/ African American","N<10","Seven Year",,,,,,,,,,,,,,,,"2020-12-14T00:00:00.000"
"2018","County","Wahkiakum","","0",,"","0",,"","0","Race","Black/ African American","N<10","Seven Year",,,,,,,,,,,,,,,,"2020-12-14T00:00:00.000"
"2018","County","Walla Walla","","0",,"","0",,"","0","Race","Black/ African American","N<10","Seven Year",,,,,,,,,,,,,,,,"2020-12-14T00:00:00.000"
"2018","County","Whitman","","0",,"","0",,"","0","Race","Black/ African American","N<10","Seven Year",,,,,,,,,,,,,,,,"2020-12-14T00:00:00.000"
"2018","County","Columbia","","0",,"","0",,"","0","Race","Black/ African American","No Students","Seven Year",,"3",,,,,,,,"3","0","0","0","0",,"2020-12-14T00:00:00.000"
"2018","County","Grays Harbor","","0",,"","0",,"","0","Race","Black/ African American",">90%","Six Year",,,,,,,,,,,,,,,,"2020-12-14T00:00:00.000"
"2018","County","Stevens","","0",,"","0",,"","0","Race","Black/ African American","Cross Group","Six Year",,,,,,,,,,,,,,,"0.6","2020-12-14T00:00:00.000"
"2018","County","Whatcom","","0",,"","0",,"","0","Race","Black/ African American","Cross Group","Six Year",,,,,,,,,,,,,,,"0.5926","2020-12-14T00:00:00.000"
"2018","County","Yakima","","0",,"","0",,"","0","Race","Black/ African American","Cross Group","Six Year",,,,,,,,,,,,,,,"0.7857","2020-12-14T00:00:00.000"
"2018","County","Asotin","","0",,"","0",,"","0","Race","Black/ African American","N<10","Six Year",,,,,,,,,,,,,,,,"2020-12-14T00:00:00.000"
