"rowid","schoolyear","organizationlevel","organizationid","organizationname","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","latitude","longitude","physicaladdress","mailingaddress","programdesignid","programdesign","languageid","languageofinstruction","programmodel","dl_lowestgradelevelcode","dl_highestgradelevelcode","duallanguagewebsite","hasdlprogramming","districtcountdlschools","districtcountdlprograms","dataasof"
"13068","2020-21","School","101498","Brookside Elementary","King","Puget Sound Educational Service District 121","100006","17412","Shoreline School District","100236","3230","Brookside Elementary","101498","P","47.755","-122.290121","17447 37th Avenue N.E., Lake Forest Park, Washington, 98155-5499","17447 37th Avenue N.E., Lake Forest Park, Washington, 98155-5499","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","1","1","2021-01-27T00:00:00.000"
"13071","2020-21","School","101720","Brownsville Elementary","Kitsap","Olympic Educational Service District 114","100005","18401","Central Kitsap School District","100038","2994","Brownsville Elementary","101720","P","47.642031","-122.607147","8795 ILLAHEE RD NE, SILVERDALE, Washington, 98311-0008","8795 Illahee Rd NE, BREMERTON, Washington, 98311","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13072","2020-21","School","102147","Bryant","Pierce","Puget Sound Educational Service District 121","100006","27010","Tacoma School District","100261","3397","Bryant","102147","P","47.254749","-122.460783","717 S Grant Ave, Tacoma, Washington, 98405-0000","717 S Grant Ave, Tacoma, Washington, 98405-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2","2","2021-01-27T00:00:00.000"
"13073","2020-21","School","102718","Bryant Center","Spokane","Educational Service District 101","100001","32081","Spokane School District","100247","3008","Bryant Center","102718","A","47.66532","-117.436395","N 910 Ash St, Spokane, Washington, 99201-1811","N 910 Ash St, Spokane, Washington, 99201-1811","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13074","2020-21","School","101087","Bryant Elementary School","King","Puget Sound Educational Service District 121","100006","17001","Seattle School District No. 1","100229","2372","Bryant Elementary School","101087","P","47.671718","-122.291945","3311 NE 60 ST, SEATTLE, Washington, 98115-7318","3311 NE 60 ST, SEATTLE, Washington, 98115-7318","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","5","5","2021-01-27T00:00:00.000"
"13075","2020-21","School","106409","Bryant Montessori Middle School","Pierce","Puget Sound Educational Service District 121","100006","27010","Tacoma School District","100261","5627","Bryant Montessori Middle School","106409","P","47.254749","-122.460783","717 S. Grant Ave, Tacoma, Washington, 98405","717 S. Grant Ave, Tacoma, Washington, 98405","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2","2","2021-01-27T00:00:00.000"
"13076","2020-21","School","101325","Bryn Mawr Elementary School","King","Puget Sound Educational Service District 121","100006","17403","Renton School District","100216","2439","Bryn Mawr Elementary School","101325","P","47.497963","-122.229481","8212 S 118th St, Seattle, Washington, 98178-3854","8212 S 118th St, Seattle, Washington, 98178-3854","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13077","2020-21","School","101356","Bsd Voc Ed/Career Educ Options (Closed after 2014-2015 school year)","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","1832","Bsd Voc Ed/Career Educ Options (Closed after 2014-2015 school year)","101356","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","6","6","2021-01-27T00:00:00.000"
"13078","2020-21","School","101754","Burley Glenwood Elementary","Kitsap","Olympic Educational Service District 114","100005","18402","South Kitsap School District","100244","4029","Burley Glenwood Elementary","101754","P","47.438539","-122.648314","100 SW LAKEWAY BLVD, PORT ORCHARD, Washington, 98367-0000","100 SW LAKEWAY BLVD, PORT ORCHARD, Washington, 98367-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13079","2020-21","School","102366","Burlington Edison High School","Skagit","Northwest Educational Service District 189","100009","29100","Burlington-Edison School District","100030","2362","Burlington Edison High School","102366","P","48.478232","-122.337411","301 N BURLINGTON BLVD, BURLINGTON, Washington, 98233-1199","301 N BURLINGTON BLVD, BURLINGTON, Washington, 98233-1199","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2","2","2021-01-27T00:00:00.000"
"13080","2020-21","School","103837","Burlington-Edison Alternative School","Skagit","Northwest Educational Service District 189","100009","29100","Burlington-Edison School District","100030","1928","Burlington-Edison Alternative School","103837","A","48.478157","-122.337203","301 N Burlington Blvd, Burlington, Washington, 98233-2298","301 N Burlington Blvd, Burlington, Washington, 98233-2298","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2","2","2021-01-27T00:00:00.000"
"13081","2020-21","School","100613","Burnt Bridge Creek Elementary Sch","Clark","Educational Service District 112","100003","6114","Evergreen School District (Clark)","100084","4299","Burnt Bridge Creek Elementary Sch","100613","P","45.65649794","-122.5225941","14619A NE 49th Street, Vancouver, Washington, 98682-6308","14619A NE 49th Street, Vancouver, Washington, 98682-6308","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","5","5","2021-01-27T00:00:00.000"
"13082","2020-21","School","100599","Burton Elementary School","Clark","Educational Service District 112","100003","6114","Evergreen School District (Clark)","100084","3736","Burton Elementary School","100599","P","45.642153","-122.526815","14015 NE 28th Street, Vancouver, Washington, 98682-8172","14015 NE 28th Street, Vancouver, Washington, 98682-8172","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","5","5","2021-01-27T00:00:00.000"
"13083","2020-21","School","100710","Butler Acres Elementary","Cowlitz","Educational Service District 112","100003","8458","Kelso School District","100115","3082","Butler Acres Elementary","100710","P","46.151352","-122.89388","1609 Burcham St, Kelso, Washington, 98626-0000","1609 Burcham St, Kelso, Washington, 98626-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13084","2020-21","School","101229","Byron Kibler Elementary School","King","Puget Sound Educational Service District 121","100006","17216","Enumclaw School District","100080","2980","Byron Kibler Elementary School","101229","P","47.210826","-121.996684","2057 Kibler Ave, Enumclaw, Washington, 98022-2798","2057 Kibler Ave, Enumclaw, Washington, 98022-2798","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13085","2020-21","School","101626","C O Sorenson","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","2493","C O Sorenson","101626","P","47.771052","-122.224334","19705 88 AV NE, Bothell, Washington, 98011-2121","19705 88 AV NE, Bothell, Washington, 98011-2121","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","1","1","2021-01-27T00:00:00.000"
"13086","2020-21","School","100632","CAM Academy","Clark","Educational Service District 112","100003","6119","Battle Ground School District","100018","1836","CAM Academy","100632","A","45.790304","-122.545411","715 NW ONSDORFF BLVD., BATTLE GROUND, Washington, 98604-0000","PO Box 200, BATTLE GROUND, Washington, 98604-0200","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13087","2020-21","School","106175","Camas Elementary","Yakima","Educational Service District 105","100002","39207","Wapato School District","100284","5544","Camas Elementary","106175","P","46.43857927","-120.4182692","1010 South Camas Ave, Wapato, Washington, 98951","1010 South Camas Ave, Wapato, Washington, 98951","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13088","2020-21","School","103279","Camas Elementary (Closed after 2017-2018 school year)","Yakima","Educational Service District 105","100002","39207","Wapato School District","100284","2960","Camas Elementary (Closed after 2017-2018 school year)","103279","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13089","2020-21","School","100629","Camas High School","Clark","Educational Service District 112","100003","6117","Camas School District","100031","4567","Camas High School","100629","P","45.612164","-122.398577","26900 SE 15TH ST, Camas, Washington, 98607-7296","26900 SE 15TH ST, Camas, Washington, 98607-7296","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13090","2020-21","School","102306","Camas Prairie Elementary","Pierce","Puget Sound Educational Service District 121","100006","27403","Bethel School District","100022","4296","Camas Prairie Elementary","102306","P","47.096377","-122.427391","320  176th Street East, Spanaway, Washington, 98387-8322","320  176th St E, Spanaway, Washington, 98387-8322","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","1","1","2021-01-27T00:00:00.000"
"13091","2020-21","School","106163","Camas School District Open Doors","Clark","Educational Service District 112","100003","6117","Camas School District","100031","5532","Camas School District Open Doors","106163","R","45.59273","-122.40115","1919 NE Ione St, Camas, Washington, 98607","1919 NE Ione St, Camas, Washington, 98607","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13092","2020-21","School","101196","Camelot Elementary School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","3547","Camelot Elementary School","101196","P","47.334289","-122.284249","4041 S 298TH, AUBURN, Washington, 98001-1581","4041 S 298TH, AUBURN, Washington, 98001-1581","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","3","3","2021-01-27T00:00:00.000"
"13093","2020-21","School","100778","Camp Outlook (Closed after 2014-2015 school year)","Franklin","Educational Service District 123","100007","11051","North Franklin School District","100168","1850","Camp Outlook (Closed after 2014-2015 school year)","100778","I","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13094","2020-21","School","101332","Campbell Hill Elementary School","King","Puget Sound Educational Service District 121","100006","17403","Renton School District","100216","3034","Campbell Hill Elementary School","101332","P","47.492511","-122.252747","6418 S 124th St, Seattle, Washington, 98178-3627","6418 S 124th St, Seattle, Washington, 98178-3627","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13095","2020-21","School","101647","Canyon Creek Elementary","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","4017","Canyon Creek Elementary","101647","P","47.804855","-122.18782","21400 35 AV SE, Bothell, Washington, 98021-7832","21400 35 AV SE, Bothell, Washington, 98021-7832","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","1","1","2021-01-27T00:00:00.000"
"13096","2020-21","School","100584","Canyon Creek Middle School","Clark","Educational Service District 112","100003","6112","Washougal School District","100286","4549","Canyon Creek Middle School","100584","P","45.610096","-122.233317","9731 Washougal River Rd, Washougal, Washington, 98671-7832","9731 Washougal River Rd, Washougal, Washington, 98671-7832","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13097","2020-21","School","101640","Canyon Park Middle School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3493","Canyon Park Middle School","101640","P","47.783155","-122.20092","23723 23 AV SE, Bothell, Washington, 98021-9644","23723 23 AV SE, Bothell, Washington, 98021-9644","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","1","1","2021-01-27T00:00:00.000"
"13098","2020-21","School","100375","Canyon View Elementary School","Benton","Educational Service District 123","100007","3017","Kennewick School District","100116","4072","Canyon View Elementary School","100375","P","46.187952","-119.135271","1229 WEST 22ND PLACE, KENNEWICK, Washington, 99337-4224","1229 WEST 22ND PLACE, KENNEWICK, Washington, 99337-4224","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","5","5","2021-01-27T00:00:00.000"
"13099","2020-21","School","100729","Canyon View Group Home","Douglas","North Central Educational Service District 171","100008","9206","Eastmont School District","100072","2986","Canyon View Group Home","100729","I","47.40879","-120.27768","260 N. Georgia, East Wenatchee, Washington, 98802-4999","260 N. Georgia, East Wenatchee, Washington, 98802-4999","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13100","2020-21","School","104953","Cap Sante High School","Skagit","Northwest Educational Service District 189","100009","29103","Anacortes School District","100013","5176","Cap Sante High School","104953","A","48.508473","-122.622021","1600 20th Street, Anacortes, Washington, 98221","1600 20th Street, Anacortes, Washington, 98221","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13101","2020-21","School","100501","Cape Flattery Preschool","Clallam","Olympic Educational Service District 114","100005","5401","Cape Flattery School District","100032","1787","Cape Flattery Preschool","100501","P","48.26604","-124.332761","13193 HWY 112, Sekiu, Washington, 98381-0109","Box 109, Sekiu, Washington, 98381-0109","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2","2","2021-01-27T00:00:00.000"
"13102","2020-21","School","100582","Cape Horn Skye Elementary","Clark","Educational Service District 112","100003","6112","Washougal School District","100286","3270","Cape Horn Skye Elementary","100582","P","45.610096","-122.233317","9731 Washougal River Rd, Washougal, Washington, 98671-7832","9731 Washougal River Rd, Washougal, Washington, 98671-7832","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13103","2020-21","School","102976","Capital High School","Thurston","Capital Region ESD 113","100004","34111","Olympia School District","100182","3960","Capital High School","102976","P","47.05039","-122.935023","2707 CONGER AVE NW, OLYMPIA, Washington, 98502-4590","2707 CONGER AVE NW, OLYMPIA, Washington, 98502-4590","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13104","2020-21","School","101693","Capt Johnston Blakely Elem Sch","Kitsap","Puget Sound Educational Service District 121","100006","18303","Bainbridge Island School District","100017","3552","Capt Johnston Blakely Elem Sch","101693","P","47.606287","-122.535886","4704 Blakely Ave NE, Bainbridge Island, Washington, 98110-2259","4704 Blakely Ave NE, Bainbridge Island, Washington, 98110-2259","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13105","2020-21","School","101691","Capt. Charles Wilkes Elem School","Kitsap","Puget Sound Educational Service District 121","100006","18303","Bainbridge Island School District","100017","3043","Capt. Charles Wilkes Elem School","101691","P","47.678689","-122.521584","12781 Madison Ave NE, Bainbridge Island, Washington, 98110-1385","12781 Madison Ave NE, Bainbridge Island, Washington, 98110-1385","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13106","2020-21","School","104954","Captain Gray Early Learning Center (Closed after 2014-2015 school year)","Franklin","Educational Service District 123","100007","11001","Pasco School District","100195","5177","Captain Gray Early Learning Center (Closed after 2014-2015 school year)","104954","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","6","6","2021-01-27T00:00:00.000"
"13107","2020-21","School","105898","Captain Gray STEM Elementary","Franklin","Educational Service District 123","100007","11001","Pasco School District","100195","5392","Captain Gray STEM Elementary","105898","P","46.240149","-119.103663","1102 N 10th Ave, Pasco, Washington, 99301","1102 N 10th Ave, Pasco, Washington, 99301","2","Two-way","243","Spanish","80-20","Kindergarten","6","https://www.psd1.org/gray","1","6","6","2021-01-27T00:00:00.000"
"13108","2020-21","School","100647","Captain Strong","Clark","Educational Service District 112","100003","6119","Battle Ground School District","100018","4352","Captain Strong","100647","P","45.788621","-122.545034","1002 NW 6TH AVENUE, BATTLE GROUND, Washington, 98604-0000","PO Box 200, BATTLE GROUND, Washington, 98604-0200","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13109","2020-21","School","102170","Carbonado Historical School 19","Pierce","Puget Sound Educational Service District 121","100006","27019","Carbonado School District","100033","2466","Carbonado Historical School 19","102170","P","47.081336","-122.054197","427 4th St, Carbonado, Washington, 98323-0000","427 4th St P.O. Box 131, Carbonado, Washington, 98323-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13110","2020-21","School","105901","Career & Academic Re-engagement Center","Kitsap","Olympic Educational Service District 114","100005","18100","Bremerton School District","100026","5395","Career & Academic Re-engagement Center","105901","P","47.5649341","-122.6619312","134 Marion Ave N, Bremerton, Washington, 98312","134 Marion Ave N, Bremerton, Washington, 98312","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","4","4","2021-01-27T00:00:00.000"
"13111","2020-21","School","104881","Career Academy at Truman High School","King","Puget Sound Educational Service District 121","100006","17210","Federal Way School District","100086","5163","Career Academy at Truman High School","104881","A","47.319334","-122.298736","31455 28th Ave S, Federal Way, Washington, 98003","31455 28th Ave S, Federal Way, Washington, 98003","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","3","3","2021-01-27T00:00:00.000"
"13112","2020-21","School","105645","Career Education Options Reengagement Program","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","5325","Career Education Options Reengagement Program","105645","R","47.61071015","-122.1786998","12111 NE 1ST STREET, BELLEVUE, Washington, 98005","12111 NE 1ST STREET, BELLEVUE, Washington, 98005","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","6","6","2021-01-27T00:00:00.000"
"13113","2020-21","School","104621","Career Link","King","Puget Sound Educational Service District 121","100006","17401","Highline School District","100105","5116","Career Link","104621","A","47.54818677","-122.3546873","6000 16th Ave SW, Seattle, Washington, 98106","C/O New Start 614 SW 120th St, Seattle, Washington, 98146","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","10","12","2021-01-27T00:00:00.000"
"13114","2020-21","School","103062","Carl Cozier Elementary School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2817","Carl Cozier Elementary School","103062","P","48.745969","-122.461873","1330 Lincoln St, Bellingham, Washington, 98229-6238","1330 Lincoln St, Bellingham, Washington, 98229-6238","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13115","2020-21","School","101542","Carl Sandburg Elementary","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","3747","Carl Sandburg Elementary","101542","P","47.715923","-122.230453","12801 - 84th Ave NE, Kirkland, Washington, 98034-2600","12801 - 84th Ave NE, Kirkland, Washington, 98034-2600","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","1","1","2021-01-27T00:00:00.000"
"13116","2020-21","School","100411","Carmichael Middle School","Benton","Educational Service District 123","100007","3400","Richland School District","100218","2721","Carmichael Middle School","100411","P","46.27359","-119.288869","620 Thayer Drive, Richland, Washington, 99352-0000","620 Thayer Drive, Richland, Washington, 99352-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13117","2020-21","School","101405","Carnation Elementary School","King","Puget Sound Educational Service District 121","100006","17407","Riverview School District","100222","2485","Carnation Elementary School","101405","P","47.651575","-121.911174","4950 Tolt Ave, Carnation, Washington, 98014-7608","4950 Tolt Ave, Carnation, Washington, 98014-7608","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13118","2020-21","School","101606","Carriage Crest Elementary School","King","Puget Sound Educational Service District 121","100006","17415","Kent School District","100117","4353","Carriage Crest Elementary School","101606","P","47.438125","-122.156557","18235 140th Ave SE, Renton, Washington, 98058-6816","18235 140th Ave SE, Renton, Washington, 98058-6816","2","Two-way","243","Spanish","50-50","Kindergarten","5","http://www.kent.k12.wa.us/duallanguage","1","6","6","2021-01-27T00:00:00.000"
"13119","2020-21","School","100708","Carrolls Elementary","Cowlitz","Educational Service District 112","100003","8458","Kelso School District","100115","2913","Carrolls Elementary","100708","P","46.070228","-122.866239","3902 Old Pacific Hwy S, Kelso, Washington, 98626-0000","PO Box 3, Carrolls, Washington, 98609-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13120","2020-21","School","102425","Carson Elementary","Skamania","Educational Service District 112","100003","30303","Stevenson-Carson School District","100256","2882","Carson Elementary","102425","P","45.726487","-121.813218","351 Hot Springs Avenue, Carson, Washington, 98610-0000","P.O. Box 850, Stevenson, Washington, 98648-0850","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13121","2020-21","School","102236","Carter Lake Elementary School","Pierce","Puget Sound Educational Service District 121","100006","27400","Clover Park School District","100047","3457","Carter Lake Elementary School","102236","P","47.128027","-122.521548","3420 Lincoln Blvd SW, JBLM McChord Field, Washington, 98439-2299","3420 Lincoln Blvd SW, JBLM McChord Field, Washington, 98439-2299","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13122","2020-21","School","100733","Cascade Elementary","Douglas","North Central Educational Service District 171","100008","9206","Eastmont School District","100072","3659","Cascade Elementary","100733","P","47.443637","-120.293468","2330 N. Baker Ave., East Wenatchee, Washington, 98802-4019","2330 N. Baker Ave., East Wenatchee, Washington, 98802-4019","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13123","2020-21","School","102581","Cascade Elementary","Snohomish","Northwest Educational Service District 189","100009","31025","Marysville School District","100142","3059","Cascade Elementary","102581","P","48.085215","-122.160611","5200 100th St NE, Marysville, Washington, 98270-3498","5200 100th St NE, Marysville, Washington, 98270-3498","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13124","2020-21","School","100380","Cascade Elementary School","Benton","Educational Service District 123","100007","3017","Kennewick School District","100116","4202","Cascade Elementary School","100380","P","46.172123","-119.126266","505 SOUTH HIGHLAND DRIVE, KENNEWICK, Washington, 99337-5112","505 SOUTH HIGHLAND DRIVE, KENNEWICK, Washington, 99337-5112","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","5","5","2021-01-27T00:00:00.000"
"13125","2020-21","School","101336","Cascade Elementary School","King","Puget Sound Educational Service District 121","100006","17403","Renton School District","100216","3337","Cascade Elementary School","101336","P","47.458868","-122.185105","16022 116th Ave SE, Renton, Washington, 98058-5245","16022 116th Ave SE, Renton, Washington, 98058-5245","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13127","2020-21","School","100449","Cascade High School","Chelan","North Central Educational Service District 171","100008","4228","Cascade School District","100034","3564","Cascade High School","100449","P","47.601856","-120.654542","10190 Chumstick Hwy, Leavenworth, Washington, 98826-9113","10190 Chumstick Hwy, Leavenworth, Washington, 98826-9113","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13128","2020-21","School","102450","Cascade High School","Snohomish","Northwest Educational Service District 189","100009","31002","Everett School District","100083","3407","Cascade High School","102450","P","47.924495","-122.222624","801 E. Casino Rd., Everett, Washington, 98203-6599","801 E. Casino Rd., Everett, Washington, 98203-6599","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13129","2020-21","School","105924","Cascade Home-Link","Chelan","North Central Educational Service District 171","100008","4228","Cascade School District","100034","5418","Cascade Home-Link","105924","P","47.59778","-120.66384","330 Evans Street, Leavenworth, Washington, 98826","330 Evans Street, Leavenworth, Washington, 98826","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13130","2020-21","School","103876","Cascade K-8 Community School","King","Puget Sound Educational Service District 121","100006","17412","Shoreline School District","100236","1942","Cascade K-8 Community School","103876","P","47.7745494","-122.2997108","2800 NE 200th , Shoreline, Washington, 98155","2800 NE 200th , Shoreline, Washington, 98155","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","1","1","2021-01-27T00:00:00.000"
"13131","2020-21","School","101414","Cascade Middle School","King","Puget Sound Educational Service District 121","100006","17408","Auburn School District","100016","2394","Cascade Middle School","101414","P","47.329307","-122.214605","1015 24TH ST NE, AUBURN, Washington, 98002-2430","1015 24TH ST NE, AUBURN, Washington, 98002-2430","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13132","2020-21","School","100600","Cascade Middle School","Clark","Educational Service District 112","100003","6114","Evergreen School District (Clark)","100084","3785","Cascade Middle School","100600","P","45.637451","-122.528542","13900 NE 18th Street, Vancouver, Washington, 98684-7215","13900 NE 18th Street, Vancouver, Washington, 98684-7215","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","5","5","2021-01-27T00:00:00.000"
"13133","2020-21","School","101283","Cascade Middle School","King","Puget Sound Educational Service District 121","100006","17401","Highline School District","100105","3163","Cascade Middle School","101283","P","47.502156","-122.346434","11212 10th Ave Sw, Seattle, Washington, 98146-2297","11212 10th Ave Sw, Seattle, Washington, 98146-2297","2","Two-way","243","Spanish","50-50","6","8","https://cascade.highlineschools.org/","1","10","12","2021-01-27T00:00:00.000"
"13134","2020-21","School","101283","Cascade Middle School","King","Puget Sound Educational Service District 121","100006","17401","Highline School District","100105","3163","Cascade Middle School","101283","P","47.502156","-122.346434","11212 10th Ave Sw, Seattle, Washington, 98146-2297","11212 10th Ave Sw, Seattle, Washington, 98146-2297","2","Two-way","280","Vietnamese","50-50","6","8","https://cascade.highlineschools.org/","1","10","12","2021-01-27T00:00:00.000"
"13135","2020-21","School","100675","Cascade Middle School","Cowlitz","Educational Service District 112","100003","8122","Longview School District","100132","3475","Cascade Middle School","100675","P","46.15574","-122.942816","2821 Parkview Drive, Longview, Washington, 98632-5501","2821 Parkview Drive, Longview, Washington, 98632-5501","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13136","2020-21","School","102382","Cascade Middle School","Skagit","Northwest Educational Service District 189","100009","29101","Sedro-Woolley School District","100230","3181","Cascade Middle School","102382","P","48.512441","-122.224813","905 McGarigle Rd, Sedro-Woolley, Washington, 98284-0000","905 McGarigle Rd, Sedro-Woolley, Washington, 98284-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
"13137","2020-21","School","106431","Cascade Parent Partnership Program","King","Puget Sound Educational Service District 121","100006","17001","Seattle School District No. 1","100229","5649","Cascade Parent Partnership Program","106431","A","47.64627523","-122.35892","2919 1st Avenue West, SEATTLE, Washington, 98119","2919 1st Avenue West, SEATTLE, Washington, 98119","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","5","5","2021-01-27T00:00:00.000"
"13138","2020-21","School","101004","Cascade Parent Partnership Program (Closed after 2019-2020 school year)","King","Puget Sound Educational Service District 121","100006","17001","Seattle School District No. 1","100229","1751","Cascade Parent Partnership Program (Closed after 2019-2020 school year)","101004","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","5","5","2021-01-27T00:00:00.000"
"13139","2020-21","School","101480","Cascade Ridge Elementary","King","Puget Sound Educational Service District 121","100006","17411","Issaquah School District","100111","4565","Cascade Ridge Elementary","101480","P","47.591276","-121.973122","2020 TROSSACHS BLVD SE, SAMMAMISH, Washington, 98075-0000","2020 TROSSACHS BLVD SE, SAMMAMISH, Washington, 98075-0000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","2021-01-27T00:00:00.000"
