"defendant_identifier","number_text_notifications","court_date_time","crime_type","age_range","gender","ethnicity","message_type","defendant_appeared","unique_id"
"112329","2","2022-08-18T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","112329_0818229"
"106327","2","2022-08-18T09:30:00.000","Misdemeanor","45 to 54","F","Laotian","Regular","Appeared","106327_0818229"
"81386","2","2022-08-18T09:30:00.000","Misdemeanor","35 to 44","M","Hispanic","Regular","Appeared","81386_0818229"
"114309","2","2022-08-18T09:30:00.000","Misdemeanor","35 to 44","F","White","Regular","Appeared","114309_0818229"
"99030","2","2022-08-18T09:30:00.000","Misdemeanor","18 to 24","M","Hispanic","Regular","Appeared","99030_0818229"
"107609","1","2022-08-18T09:00:00.000","Misdemeanor","18 to 24","M","Black","Regular","Did not Appear","107609_0818229"
"115227","2","2022-08-18T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","115227_0818229"
"109712","2","2022-08-18T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","109712_0818229"
"107240","2","2022-08-18T09:00:00.000","Misdemeanor","55 to 64","M","White","Order To Appear","Appeared","107240_0818229"
"103826","2","2022-08-18T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","103826_0818229"
"108616","1","2022-08-18T09:00:00.000","Felony","25 to 34","U","White","Order To Appear","Appeared","108616_0818229"
"46384","2","2022-08-18T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","46384_0818229"
"99337","2","2022-08-18T09:00:00.000","Felony","25 to 34","M","Hispanic","Regular","Appeared","99337_0818229"
"112195","2","2022-08-18T09:00:00.000","Felony","25 to 34","F","Hispanic","Order To Appear","Did not Appear","112195_0818229"
"101968","2","2022-08-18T09:00:00.000","Misdemeanor","18 to 24","M","Black","Regular","Appeared","101968_0818229"
"110849","1","2022-08-17T14:30:00.000","Misdemeanor","35 to 44","M","Black","Order To Appear","Appeared","110849_08172214"
"107219","1","2022-08-17T14:30:00.000","Misdemeanor","18 to 24","M","Hispanic","Order To Appear","Appeared","107219_08172214"
"89037","1","2022-08-17T14:30:00.000","Misdemeanor","55 to 64","M","Black","Order To Appear","Appeared","89037_08172214"
"44894","1","2022-08-17T14:30:00.000","Misdemeanor","35 to 44","M","Black","Order To Appear","Appeared","44894_08172214"
"110518","1","2022-08-17T13:30:00.000","Felony","18 to 24","M","Hispanic","Order To Appear","Appeared","110518_08172213"
"108616","1","2022-08-17T09:30:00.000","Felony","25 to 34","U","White","Order To Appear","Appeared","108616_0817229"
"105229","1","2022-08-17T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","105229_0817229"
"92131","1","2022-08-17T09:30:00.000","Misdemeanor","25 to 34","M","White","Regular","Appeared","92131_0817229"
"108736","1","2022-08-17T09:30:00.000","Misdemeanor","35 to 44","F","White","Order To Appear","Appeared","108736_0817229"
"106545","1","2022-08-17T09:30:00.000","Misdemeanor","25 to 34","F","Hispanic","Regular","Appeared","106545_0817229"
"115898","1","2022-08-17T09:30:00.000","Misdemeanor","65 or older","M","White","Order To Appear","Appeared","115898_0817229"
"115897","1","2022-08-17T09:30:00.000","Misdemeanor","65 or older","M","White","Order To Appear","Appeared","115897_0817229"
"42292","1","2022-08-17T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","42292_0817229"
"116011","1","2022-08-17T09:00:00.000","Felony","18 to 24","M","Black","Order To Appear","Appeared","116011_0817229"
"84943","1","2022-08-17T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Did not Appear","84943_0817229"
"109068","1","2022-08-17T09:00:00.000","Felony","35 to 44","F","Black","Order To Appear","Appeared","109068_0817229"
"102546","1","2022-08-17T09:00:00.000","Felony","18 to 24","M","Hispanic","Order To Appear","Appeared","102546_0817229"
"11324","1","2022-08-17T09:00:00.000","Felony","55 to 64","M","White","Order To Appear","Appeared","11324_0817229"
"108566","1","2022-08-17T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","108566_0817229"
"12824","1","2022-08-17T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","12824_0817229"
"114029","2","2022-08-16T15:00:00.000","Felony","45 to 54","M","White","Order To Appear","Appeared","114029_08162215"
"29952","2","2022-08-16T15:00:00.000","Misdemeanor","55 to 64","M","White","Order To Appear","Appeared","29952_08162215"
"110366","2","2022-08-16T15:00:00.000","Misdemeanor","55 to 64","M","Black","Order To Appear","Appeared","110366_08162215"
"112944","2","2022-08-16T15:00:00.000","Misdemeanor","45 to 54","M","White","Order To Appear","Appeared","112944_08162215"
"108041","2","2022-08-16T15:00:00.000","Felony","55 to 64","F","White","Order To Appear","Appeared","108041_08162215"
"112494","2","2022-08-16T13:30:00.000","Felony","55 to 64","M","White","Order To Appear","Appeared","112494_08162213"
"110243","2","2022-08-16T13:30:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","110243_08162213"
"99456","2","2022-08-16T13:30:00.000","Misdemeanor","55 to 64","M","White","Order To Appear","Appeared","99456_08162213"
"113057","2","2022-08-16T13:30:00.000","Felony","45 to 54","M","Hispanic","Order To Appear","Appeared","113057_08162213"
"113197","2","2022-08-16T13:30:00.000","Felony","25 to 34","F","Black","Order To Appear","Appeared","113197_08162213"
"86016","2","2022-08-16T13:30:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","86016_08162213"
"46582","2","2022-08-16T09:30:00.000","Misdemeanor","35 to 44","M","Black","Order To Appear","Appeared","46582_0816229"
"109149","2","2022-08-16T09:30:00.000","Misdemeanor","35 to 44","F","White","Regular","Appeared","109149_0816229"
"108865","2","2022-08-16T09:00:00.000","Felony","55 to 64","M","White","Order To Appear","Appeared","108865_0816229"
"106537","2","2022-08-16T09:00:00.000","Felony","18 to 24","M","Black","Order To Appear","Appeared","106537_0816229"
"113540","2","2022-08-16T09:00:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","113540_0816229"
"103838","2","2022-08-16T09:00:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","103838_0816229"
"115520","2","2022-08-16T09:00:00.000","Felony","35 to 44","F","Black","Order To Appear","Appeared","115520_0816229"
"112436","2","2022-08-16T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","112436_0816229"
"116006","2","2022-08-16T09:00:00.000","Misdemeanor","35 to 44","M","Hispanic","Order To Appear","Appeared","116006_0816229"
"116007","2","2022-08-16T09:00:00.000","Misdemeanor","18 to 24","M","Hispanic","Order To Appear","Did not Appear","116007_0816229"
"113417","2","2022-08-16T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","113417_0816229"
"46384","2","2022-08-15T15:30:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","46384_08152215"
"28591","2","2022-08-15T13:30:00.000","Misdemeanor","45 to 54","M","Hispanic","Order To Appear","Appeared","28591_08152213"
"40979","2","2022-08-15T09:30:00.000","Misdemeanor","35 to 44","M","Black","Regular","Appeared","40979_0815229"
"14915","2","2022-08-15T09:00:00.000","Misdemeanor","45 to 54","M","White","Regular","Appeared","14915_0815229"
"42292","2","2022-08-15T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","42292_0815229"
"28900","2","2022-08-15T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","28900_0815229"
"24938","1","2022-08-15T09:00:00.000","Felony","45 to 54","M","Black","Order To Appear","Appeared","24938_0815229"
"51389","2","2022-08-15T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","51389_0815229"
"11324","1","2022-08-15T09:00:00.000","Felony","55 to 64","M","White","Order To Appear","Appeared","11324_0815229"
"27370","2","2022-08-15T09:00:00.000","Felony","55 to 64","M","White","Order To Appear","Appeared","27370_0815229"
"110429","4","2022-08-12T09:30:00.000","Misdemeanor","35 to 44","M","White","Order To Appear","Did not Appear","110429_0812229"
"99034","2","2022-08-12T09:30:00.000","Misdemeanor","45 to 54","M","White","Regular","Appeared","99034_0812229"
"111182","2","2022-08-12T09:30:00.000","Misdemeanor","18 to 24","M",,"Regular","Appeared","111182_0812229"
"113158","2","2022-08-12T09:30:00.000","Misdemeanor","35 to 44","M","Black","Regular","Appeared","113158_0812229"
"112647","2","2022-08-12T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","112647_0812229"
"100416","1","2022-08-12T09:00:00.000","Felony","35 to 44","M","Unknown","Order To Appear","Appeared","100416_0812229"
"15929","1","2022-08-12T09:00:00.000","Misdemeanor","55 to 64","F","White","Order To Appear","Appeared","15929_0812229"
"115826","2","2022-08-12T09:00:00.000","Felony","45 to 54","M",,"Order To Appear","Appeared","115826_0812229"
"112107","1","2022-08-12T09:00:00.000","Misdemeanor","55 to 64","M","White","Order To Appear","Appeared","112107_0812229"
"114817","1","2022-08-12T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","114817_0812229"
"112115","1","2022-08-12T09:00:00.000","Misdemeanor","25 to 34","F","Pacific Islander","Order To Appear","Appeared","112115_0812229"
"90320","2","2022-08-11T14:30:00.000","Misdemeanor","35 to 44","M","White","Regular","Appeared","90320_08112214"
"108648","2","2022-08-11T09:30:00.000","Misdemeanor","35 to 44","M","Black","Order To Appear","Appeared","108648_0811229"
"111992","2","2022-08-11T09:30:00.000","Misdemeanor","45 to 54","M","White","Regular","Appeared","111992_0811229"
"97022","1","2022-08-11T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","97022_0811229"
"51962","2","2022-08-11T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","51962_0811229"
"114896","2","2022-08-11T09:00:00.000","Misdemeanor","45 to 54","M","Hispanic","Order To Appear","Appeared","114896_0811229"
"114947","2","2022-08-11T09:00:00.000","Felony","35 to 44","F",,"Order To Appear","Appeared","114947_0811229"
"103826","2","2022-08-11T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","103826_0811229"
"114513","2","2022-08-11T09:00:00.000","Felony","18 to 24","F","Unknown","Regular","Appeared","114513_0811229"
"15929","2","2022-08-10T14:30:00.000","Misdemeanor","55 to 64","F","White","Order To Appear","Appeared","15929_08102214"
"112115","2","2022-08-10T14:30:00.000","Misdemeanor","25 to 34","F","Pacific Islander","Regular","Appeared","112115_08102214"
"112107","2","2022-08-10T14:30:00.000","Misdemeanor","55 to 64","M","White","Order To Appear","Did not Appear","112107_08102214"
"102410","2","2022-08-10T13:30:00.000","Felony","45 to 54","M","White","Order To Appear","Appeared","102410_08102213"
"110561","2","2022-08-10T13:30:00.000","Misdemeanor","35 to 44","F","White","Order To Appear","Appeared","110561_08102213"
"85006","2","2022-08-10T13:30:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","85006_08102213"
"32931","2","2022-08-10T09:30:00.000","Misdemeanor","35 to 44","M","White","Regular","Appeared","32931_0810229"
"109068","2","2022-08-10T09:00:00.000","Felony","35 to 44","F","Black","Order To Appear","Appeared","109068_0810229"
"113110","2","2022-08-10T09:00:00.000","Felony","18 to 24","M","Hispanic","Order To Appear","Appeared","113110_0810229"
"84943","2","2022-08-10T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","84943_0810229"
"12824","1","2022-08-10T09:00:00.000","Felony","35 to 44","M","Hispanic","Regular","Appeared","12824_0810229"
"115071","2","2022-08-10T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Did not Appear","115071_0810229"
"37115","2","2022-08-10T09:00:00.000","Felony","35 to 44","M","Black","Order To Appear","Appeared","37115_0810229"
"51500","2","2022-08-10T09:00:00.000","Felony","35 to 44","M","White","Regular","Appeared","51500_0810229"
"41973","2","2022-08-10T09:00:00.000","Felony","55 to 64","M","Hispanic","Order To Appear","Appeared","41973_0810229"
"108042","2","2022-08-10T09:00:00.000","Misdemeanor","25 to 34","F","White","Order To Appear","Appeared","108042_0810229"
"114817","2","2022-08-10T09:00:00.000","Misdemeanor","25 to 34","M","Black","Order To Appear","Appeared","114817_0810229"
"111075","2","2022-08-09T14:30:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","111075_08092214"
"109904","2","2022-08-09T14:30:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","109904_08092214"
"88268","2","2022-08-09T13:30:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","88268_08092213"
"12833","2","2022-08-09T13:30:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","12833_08092213"
"108268","2","2022-08-09T13:30:00.000","Felony","35 to 44","M","Black","Order To Appear","Appeared","108268_08092213"
"115516","2","2022-08-09T13:30:00.000","Felony","35 to 44","M","Black","Order To Appear","Appeared","115516_08092213"
"104349","2","2022-08-09T09:00:00.000","Misdemeanor","25 to 34","F","Hispanic","Order To Appear","Appeared","104349_0809229"
"87608","2","2022-08-09T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","87608_0809229"
"112056","2","2022-08-09T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","112056_0809229"
"40055","2","2022-08-09T09:00:00.000","Felony","35 to 44","M","Black","Order To Appear","Appeared","40055_0809229"
"112605","2","2022-08-09T09:00:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","112605_0809229"
"100416","2","2022-08-09T09:00:00.000","Felony","35 to 44","M","Unknown","Order To Appear","Appeared","100416_0809229"
"19192","2","2022-08-09T09:00:00.000","Misdemeanor","55 to 64","M","White","Order To Appear","Appeared","19192_0809229"
"41035","2","2022-08-09T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","41035_0809229"
"107802","2","2022-08-08T14:30:00.000","Misdemeanor","35 to 44","M","Hispanic","Order To Appear","Appeared","107802_08082214"
"113226","2","2022-08-08T09:30:00.000","Misdemeanor","35 to 44","M","White","Regular","Appeared","113226_0808229"
"91974","2","2022-08-08T09:30:00.000","Misdemeanor","65 or older","M","White","Regular","Appeared","91974_0808229"
"113196","2","2022-08-08T09:30:00.000","Misdemeanor","45 to 54","F","White","Order To Appear","Appeared","113196_0808229"
"81686","2","2022-08-08T09:30:00.000","Misdemeanor","35 to 44","M","White","Regular","Appeared","81686_0808229"
"112308","2","2022-08-08T09:30:00.000","Misdemeanor","25 to 34","F","White","Regular","Appeared","112308_0808229"
"111670","2","2022-08-08T09:00:00.000","Felony","55 to 64","F",,"Regular","Appeared","111670_0808229"
"97022","2","2022-08-08T09:00:00.000","Misdemeanor","25 to 34","M","Hispanic","Order To Appear","Appeared","97022_0808229"
"110127","2","2022-08-08T09:00:00.000","Felony","45 to 54","M",,"Order To Appear","Appeared","110127_0808229"
"112056","1","2022-08-08T09:00:00.000","Felony","35 to 44","M","White","Regular","Appeared","112056_0808229"
"41973","2","2022-08-08T09:00:00.000","Felony","55 to 64","M","Hispanic","Order To Appear","Appeared","41973_0808229"
"107313","2","2022-08-08T09:00:00.000","Misdemeanor","25 to 34","M","Hispanic","Order To Appear","Appeared","107313_0808229"
"115759","2","2022-08-08T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","115759_0808229"
"103484","1","2022-08-08T09:00:00.000","Misdemeanor","25 to 34","F","White","Order To Appear","Appeared","103484_0808229"
"115594","2","2022-08-08T09:00:00.000","Felony","25 to 34","F","Black","Order To Appear","Appeared","115594_0808229"
"108042","1","2022-08-08T09:00:00.000","Misdemeanor","25 to 34","F","White","Order To Appear","Appeared","108042_0808229"
"115704","2","2022-08-08T09:00:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","115704_0808229"
"92539","2","2022-08-08T09:00:00.000","Misdemeanor","55 to 64","M","White","Regular","Appeared","92539_0808229"
"15174","2","2022-08-08T09:00:00.000","Felony","55 to 64","F","Black","Order To Appear","Appeared","15174_0808229"
"103484","2","2022-08-05T14:30:00.000","Misdemeanor","25 to 34","F","White","Order To Appear","Appeared","103484_08052214"
"111757","2","2022-08-05T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","111757_0805229"
"108653","2","2022-08-05T09:30:00.000","Misdemeanor","18 to 24","M","Hispanic","Order To Appear","Appeared","108653_0805229"
"68479","2","2022-08-05T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","68479_0805229"
"97394","2","2022-08-05T09:30:00.000","Misdemeanor","45 to 54","M","White","Regular","Appeared","97394_0805229"
"105071","2","2022-08-05T09:30:00.000","Misdemeanor","55 to 64","M","Black","Order To Appear","Appeared","105071_0805229"
"16836","2","2022-08-05T09:30:00.000","Misdemeanor","55 to 64","M","White","Regular","Appeared","16836_0805229"
"88514","2","2022-08-05T09:00:00.000","Felony","25 to 34","F","Hispanic","Order To Appear","Appeared","88514_0805229"
"108042","2","2022-08-05T09:00:00.000","Misdemeanor","25 to 34","F","White","Order To Appear","Appeared","108042_0805229"
"106424","2","2022-08-04T13:00:00.000","Felony","55 to 64","F","White","Regular","Appeared","106424_08042213"
"112121","2","2022-08-04T09:30:00.000","Misdemeanor","55 to 64","M","White","Regular","Appeared","112121_0804229"
"97028","2","2022-08-04T09:30:00.000","Misdemeanor","65 or older","M","Black","Regular","Appeared","97028_0804229"
"112184","2","2022-08-04T09:30:00.000","Misdemeanor","25 to 34","M","White","Order To Appear","Appeared","112184_0804229"
"96693","2","2022-08-04T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","96693_0804229"
"110147","2","2022-08-04T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","110147_0804229"
"108042","2","2022-08-03T14:30:00.000","Misdemeanor","25 to 34","F","White","Order To Appear","Appeared","108042_08032214"
"103484","2","2022-08-03T14:30:00.000","Misdemeanor","25 to 34","F","White","Order To Appear","Appeared","103484_08032214"
"107811","2","2022-08-03T13:30:00.000","Felony","25 to 34","F","Black","Order To Appear","Appeared","107811_08032213"
"111075","2","2022-08-03T12:30:00.000","Felony","35 to 44","M","White","Regular","Appeared","111075_08032212"
"110125","1","2022-08-03T09:30:00.000","Felony","25 to 34","F","Black","Order To Appear","Appeared","110125_0803229"
"114261","2","2022-08-03T09:30:00.000","Misdemeanor","45 to 54","F","White","Order To Appear","Appeared","114261_0803229"
"112734","2","2022-08-03T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","112734_0803229"
"94332","1","2022-08-03T09:00:00.000","Misdemeanor","35 to 44","M","White","Order To Appear","Appeared","94332_0803229"
"114187","2","2022-08-03T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","114187_0803229"
"115871","2","2022-08-03T09:00:00.000","Felony","18 to 24","M","Black","Order To Appear","Appeared","115871_0803229"
"15795","2","2022-08-03T09:00:00.000","Misdemeanor","45 to 54","F","Black","Order To Appear","Appeared","15795_0803229"
"107283","2","2022-08-03T09:00:00.000","Felony","45 to 54","F","Black","Order To Appear","Appeared","107283_0803229"
"115573","1","2022-08-03T09:00:00.000","Felony","18 to 24","M","Black","Order To Appear","Appeared","115573_0803229"
"69176","1","2022-08-03T09:00:00.000","Felony","25 to 34","M","White","Regular","Appeared","69176_0803229"
"111208","2","2022-08-03T09:00:00.000","Felony","18 to 24","M","Hispanic","Order To Appear","Appeared","111208_0803229"
"95985","2","2022-08-03T09:00:00.000","Felony","25 to 34","M","Pacific Islander","Order To Appear","Did not Appear","95985_0803229"
"18905","2","2022-08-03T09:00:00.000","Felony","65 or older","M",,"Order To Appear","Appeared","18905_0803229"
"108041","2","2022-08-02T15:00:00.000","Felony","55 to 64","F","White","Order To Appear","Appeared","108041_08022215"
"79761","2","2022-08-02T15:00:00.000","Misdemeanor","55 to 64","M","White","Order To Appear","Appeared","79761_08022215"
"102587","2","2022-08-02T13:30:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","102587_08022213"
"94726","2","2022-08-02T13:30:00.000","Felony","25 to 34","F","Hispanic","Order To Appear","Appeared","94726_08022213"
"109987","2","2022-08-02T13:30:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","109987_08022213"
"98993","2","2022-08-02T09:30:00.000","Felony","18 to 24","M","Hispanic","Regular","Appeared","98993_0802229"
"73706","2","2022-08-02T09:30:00.000","Misdemeanor","35 to 44","M","Hispanic","Regular","Appeared","73706_0802229"
"113585","2","2022-08-02T09:30:00.000","Misdemeanor","35 to 44","M","Hispanic","Regular","Appeared","113585_0802229"
"46582","2","2022-08-02T09:30:00.000","Misdemeanor","35 to 44","M","Black","Regular","Appeared","46582_0802229"
"97022","2","2022-08-02T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","97022_0802229"
"108865","2","2022-08-02T09:00:00.000","Felony","55 to 64","M","White","Order To Appear","Appeared","108865_0802229"
"114682","2","2022-08-02T09:00:00.000","Felony","45 to 54","U",,"Regular","Appeared","114682_0802229"
"42292","2","2022-08-02T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","42292_0802229"
"115520","2","2022-08-02T09:00:00.000","Felony","35 to 44","F","Black","Order To Appear","Appeared","115520_0802229"
"111327","2","2022-08-01T15:30:00.000","Felony","25 to 34","M","Black","Regular","Appeared","111327_08012215"
"78143","2","2022-08-01T15:30:00.000","Misdemeanor","35 to 44","M","Black","Regular","Appeared","78143_08012215"
"88268","2","2022-08-01T13:30:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","88268_08012213"
"28591","2","2022-08-01T13:30:00.000","Misdemeanor","45 to 54","M","Hispanic","Order To Appear","Appeared","28591_08012213"
"106886","2","2022-08-01T10:30:00.000","Misdemeanor","45 to 54","M","Black","Regular","Appeared","106886_08012210"
"28325","2","2022-08-01T10:30:00.000","Misdemeanor","45 to 54","M","Black","Regular","Appeared","28325_08012210"
"107429","1","2022-08-01T09:30:00.000","Misdemeanor","25 to 34","M","White","Order To Appear","Appeared","107429_0801229"
"113537","1","2022-08-01T09:30:00.000","Misdemeanor","25 to 34","M","Black","Regular","Appeared","113537_0801229"
"26229","2","2022-08-01T09:30:00.000","Misdemeanor","65 or older","F","Black","Regular","Appeared","26229_0801229"
"110125","2","2022-08-01T09:30:00.000","Felony","25 to 34","F","Black","Order To Appear","Appeared","110125_0801229"
"111034","2","2022-08-01T09:00:00.000","Felony","18 to 24","M","Hispanic","Order To Appear","Appeared","111034_0801229"
"73171","2","2022-08-01T09:00:00.000","Misdemeanor","25 to 34","M","White","Regular","Appeared","73171_0801229"
"113006","1","2022-08-01T09:00:00.000","Misdemeanor","35 to 44","M","White","Order To Appear","Appeared","113006_0801229"
"42292","2","2022-08-01T09:00:00.000","Felony","35 to 44","M","White","Regular","Appeared","42292_0801229"
"5988","2","2022-08-01T09:00:00.000","Felony","45 to 54","M","Black","Order To Appear","Appeared","5988_0801229"
"113603","1","2022-08-01T09:00:00.000","Misdemeanor","25 to 34","F","Black","Order To Appear","Appeared","113603_0801229"
"112605","1","2022-08-01T09:00:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","112605_0801229"
"112994","2","2022-08-01T09:00:00.000","Felony","25 to 34","M","Black","Regular","Appeared","112994_0801229"
"110437","2","2022-08-01T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","110437_0801229"
"11230","2","2022-08-01T09:00:00.000","Felony","35 to 44","M","White","Order To Appear","Appeared","11230_0801229"
"112451","1","2022-07-29T09:30:00.000","Misdemeanor","55 to 64","M","White","Regular","Appeared","112451_0729229"
"113603","1","2022-07-29T09:30:00.000","Misdemeanor","25 to 34","F","Black","Regular","Appeared","113603_0729229"
"111800","1","2022-07-29T09:30:00.000","Misdemeanor","35 to 44","F",,"Regular","Appeared","111800_0729229"
"93498","1","2022-07-29T09:30:00.000","Misdemeanor","35 to 44","M","Hispanic","Regular","Appeared","93498_0729229"
"111757","1","2022-07-29T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","111757_0729229"
"80839","1","2022-07-29T09:30:00.000","Misdemeanor","45 to 54","M","White","Regular","Appeared","80839_0729229"
"112461","1","2022-07-29T09:30:00.000","Misdemeanor","25 to 34","F","White","Regular","Appeared","112461_0729229"
"110703","2","2022-07-29T09:30:00.000","Misdemeanor","25 to 34","M",,"Order To Appear","Did not Appear","110703_0729229"
"80991","1","2022-07-29T09:30:00.000","Misdemeanor","35 to 44","M","White","Regular","Appeared","80991_0729229"
"107745","1","2022-07-29T09:30:00.000","Misdemeanor","25 to 34","M",,"Regular","Appeared","107745_0729229"
"103838","1","2022-07-29T09:00:00.000","Felony","25 to 34","M","White","Order To Appear","Appeared","103838_0729229"
"12824","1","2022-07-29T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","12824_0729229"
"78498","1","2022-07-29T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","78498_0729229"
"109608","1","2022-07-29T09:00:00.000","Misdemeanor","35 to 44","M","White","Order To Appear","Appeared","109608_0729229"
"113006","1","2022-07-29T09:00:00.000","Misdemeanor","35 to 44","M","White","Order To Appear","Appeared","113006_0729229"
"75233","1","2022-07-29T09:00:00.000","Misdemeanor","25 to 34","M","White","Regular","Appeared","75233_0729229"
"98064","2","2022-07-28T14:30:00.000","Misdemeanor","45 to 54","M","Hispanic","Regular","Appeared","98064_07282214"
"110616","2","2022-07-28T14:30:00.000","Misdemeanor","25 to 34","M","White","Regular","Appeared","110616_07282214"
"101939","2","2022-07-28T09:30:00.000","Misdemeanor","18 to 24","M","Hispanic","Order To Appear","Appeared","101939_0728229"
"98900","2","2022-07-28T09:30:00.000","Misdemeanor","25 to 34","M","Hispanic","Regular","Appeared","98900_0728229"
"111754","2","2022-07-28T09:30:00.000","Misdemeanor","25 to 34","F","Unknown","Regular","Appeared","111754_0728229"
"106060","2","2022-07-28T09:30:00.000","Misdemeanor","18 to 24","F","Unknown","Regular","Appeared","106060_0728229"
"100999","2","2022-07-28T09:30:00.000","Misdemeanor","18 to 24","F",,"Regular","Appeared","100999_0728229"
"106565","2","2022-07-28T09:00:00.000","Felony","35 to 44","M","Hispanic","Order To Appear","Appeared","106565_0728229"
"107240","2","2022-07-28T09:00:00.000","Misdemeanor","55 to 64","M","White","Order To Appear","Appeared","107240_0728229"
"113108","2","2022-07-28T09:00:00.000","Felony","45 to 54","M","Black","Order To Appear","Appeared","113108_0728229"
"114513","2","2022-07-28T09:00:00.000","Felony","18 to 24","F","Unknown","Order To Appear","Appeared","114513_0728229"
"110240","2","2022-07-28T09:00:00.000","Felony","25 to 34","M","Hispanic","Order To Appear","Appeared","110240_0728229"
"115002","2","2022-07-28T09:00:00.000","Felony","35 to 44","F","White","Order To Appear","Appeared","115002_0728229"
"114897","2","2022-07-28T09:00:00.000","Felony","25 to 34","M","Black","Order To Appear","Appeared","114897_0728229"
"88514","2","2022-07-28T09:00:00.000","Felony","25 to 34","F","Hispanic","Order To Appear","Appeared","88514_0728229"
"107429","2","2022-07-28T09:00:00.000","Misdemeanor","25 to 34","M","White","Order To Appear","Appeared","107429_0728229"
"110984","1","2022-07-27T14:30:00.000","Misdemeanor","25 to 34","M","White","Order To Appear","Appeared","110984_07272214"
"31372","2","2022-07-27T14:30:00.000","Misdemeanor","45 to 54","M","Black","Order To Appear","Appeared","31372_07272214"
"113006","1","2022-07-27T14:30:00.000","Misdemeanor","35 to 44","M","White","Order To Appear","Appeared","113006_07272214"
"95985","1","2022-07-27T13:30:00.000","Felony","25 to 34","M","Pacific Islander","Order To Appear","Appeared","95985_07272213"
"110599","1","2022-07-27T13:30:00.000","Felony","25 to 34","F","Black","Order To Appear","Appeared","110599_07272213"
"97879","2","2022-07-27T09:30:00.000","Misdemeanor","18 to 24","M","Hispanic","Order To Appear","Did not Appear","97879_0727229"
