"test_date","grouping","new_confirmed_cases","cumulative_confirmed_cases","last_updated"
"2022-09-07T00:00:00.000","50-64","7","8253","2022-09-12T09:00:43.000"
"2022-09-07T00:00:00.000","5-11","0","2622","2022-09-12T09:00:43.000"
"2022-09-07T00:00:00.000","65-74","7","3300","2022-09-12T09:00:43.000"
"2022-09-07T00:00:00.000","75-89","3","2424","2022-09-12T09:00:43.000"
"2022-09-07T00:00:00.000","90+","0","537","2022-09-12T09:00:43.000"
"2022-09-07T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-09-06T00:00:00.000","0-4","1","1567","2022-09-12T09:00:43.000"
"2022-09-06T00:00:00.000","12-18","2","3240","2022-09-12T09:00:43.000"
"2022-09-06T00:00:00.000","19-34","3","9523","2022-09-12T09:00:43.000"
"2022-09-06T00:00:00.000","35-49","12","9657","2022-09-12T09:00:43.000"
"2022-09-06T00:00:00.000","50-64","5","8246","2022-09-12T09:00:43.000"
"2022-09-06T00:00:00.000","5-11","0","2622","2022-09-12T09:00:43.000"
"2022-09-06T00:00:00.000","65-74","5","3293","2022-09-12T09:00:43.000"
"2022-09-06T00:00:00.000","75-89","1","2421","2022-09-12T09:00:43.000"
"2022-09-06T00:00:00.000","90+","0","537","2022-09-12T09:00:43.000"
"2022-09-06T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-09-05T00:00:00.000","0-4","2","1566","2022-09-12T09:00:43.000"
"2022-09-05T00:00:00.000","12-18","1","3238","2022-09-12T09:00:43.000"
"2022-09-05T00:00:00.000","19-34","0","9520","2022-09-12T09:00:43.000"
"2022-09-05T00:00:00.000","35-49","5","9645","2022-09-12T09:00:43.000"
"2022-09-05T00:00:00.000","50-64","9","8241","2022-09-12T09:00:43.000"
"2022-09-05T00:00:00.000","5-11","0","2622","2022-09-12T09:00:43.000"
"2022-09-05T00:00:00.000","65-74","3","3288","2022-09-12T09:00:43.000"
"2022-09-05T00:00:00.000","75-89","4","2420","2022-09-12T09:00:43.000"
"2022-09-05T00:00:00.000","90+","1","537","2022-09-12T09:00:43.000"
"2022-09-05T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-09-04T00:00:00.000","0-4","1","1564","2022-09-12T09:00:43.000"
"2022-09-04T00:00:00.000","12-18","0","3237","2022-09-12T09:00:43.000"
"2022-09-04T00:00:00.000","19-34","1","9520","2022-09-12T09:00:43.000"
"2022-09-04T00:00:00.000","35-49","3","9640","2022-09-12T09:00:43.000"
"2022-09-04T00:00:00.000","50-64","1","8232","2022-09-12T09:00:43.000"
"2022-09-04T00:00:00.000","5-11","1","2622","2022-09-12T09:00:43.000"
"2022-09-04T00:00:00.000","65-74","2","3285","2022-09-12T09:00:43.000"
"2022-09-04T00:00:00.000","75-89","4","2416","2022-09-12T09:00:43.000"
"2022-09-04T00:00:00.000","90+","2","536","2022-09-12T09:00:43.000"
"2022-09-04T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-09-03T00:00:00.000","0-4","0","1563","2022-09-12T09:00:43.000"
"2022-09-03T00:00:00.000","12-18","1","3237","2022-09-12T09:00:43.000"
"2022-09-03T00:00:00.000","19-34","3","9519","2022-09-12T09:00:43.000"
"2022-09-03T00:00:00.000","35-49","3","9637","2022-09-12T09:00:43.000"
"2022-09-03T00:00:00.000","50-64","4","8231","2022-09-12T09:00:43.000"
"2022-09-03T00:00:00.000","5-11","0","2621","2022-09-12T09:00:43.000"
"2022-09-03T00:00:00.000","65-74","2","3283","2022-09-12T09:00:43.000"
"2022-09-03T00:00:00.000","75-89","5","2412","2022-09-12T09:00:43.000"
"2022-09-03T00:00:00.000","90+","0","534","2022-09-12T09:00:43.000"
"2022-09-03T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-09-02T00:00:00.000","0-4","2","1563","2022-09-12T09:00:43.000"
"2022-09-02T00:00:00.000","12-18","2","3236","2022-09-12T09:00:43.000"
"2022-09-02T00:00:00.000","19-34","2","9516","2022-09-12T09:00:43.000"
"2022-09-02T00:00:00.000","35-49","5","9634","2022-09-12T09:00:43.000"
"2022-09-02T00:00:00.000","50-64","8","8227","2022-09-12T09:00:43.000"
"2022-09-02T00:00:00.000","5-11","4","2621","2022-09-12T09:00:43.000"
"2022-09-02T00:00:00.000","65-74","7","3281","2022-09-12T09:00:43.000"
"2022-09-02T00:00:00.000","75-89","5","2407","2022-09-12T09:00:43.000"
"2022-09-02T00:00:00.000","90+","1","534","2022-09-12T09:00:43.000"
"2022-09-02T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-09-01T00:00:00.000","0-4","1","1561","2022-09-12T09:00:43.000"
"2022-09-01T00:00:00.000","12-18","1","3234","2022-09-12T09:00:43.000"
"2022-09-01T00:00:00.000","19-34","9","9514","2022-09-12T09:00:43.000"
"2022-09-01T00:00:00.000","35-49","6","9629","2022-09-12T09:00:43.000"
"2022-09-01T00:00:00.000","50-64","5","8219","2022-09-12T09:00:43.000"
"2022-09-01T00:00:00.000","5-11","1","2617","2022-09-12T09:00:43.000"
"2022-09-01T00:00:00.000","65-74","1","3274","2022-09-12T09:00:43.000"
"2022-09-01T00:00:00.000","75-89","3","2402","2022-09-12T09:00:43.000"
"2022-09-01T00:00:00.000","90+","1","533","2022-09-12T09:00:43.000"
"2022-09-01T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-31T00:00:00.000","0-4","2","1560","2022-09-12T09:00:43.000"
"2022-08-31T00:00:00.000","12-18","0","3233","2022-09-12T09:00:43.000"
"2022-08-31T00:00:00.000","19-34","2","9505","2022-09-12T09:00:43.000"
"2022-08-31T00:00:00.000","35-49","7","9623","2022-09-12T09:00:43.000"
"2022-08-31T00:00:00.000","50-64","3","8214","2022-09-12T09:00:43.000"
"2022-08-31T00:00:00.000","5-11","2","2616","2022-09-12T09:00:43.000"
"2022-08-31T00:00:00.000","65-74","3","3273","2022-09-12T09:00:43.000"
"2022-08-31T00:00:00.000","75-89","4","2399","2022-09-12T09:00:43.000"
"2022-08-31T00:00:00.000","90+","1","532","2022-09-12T09:00:43.000"
"2022-08-31T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-30T00:00:00.000","0-4","0","1558","2022-09-12T09:00:43.000"
"2022-08-30T00:00:00.000","12-18","1","3233","2022-09-12T09:00:43.000"
"2022-08-30T00:00:00.000","19-34","8","9503","2022-09-12T09:00:43.000"
"2022-08-30T00:00:00.000","35-49","9","9616","2022-09-12T09:00:43.000"
"2022-08-30T00:00:00.000","50-64","7","8211","2022-09-12T09:00:43.000"
"2022-08-30T00:00:00.000","5-11","0","2614","2022-09-12T09:00:43.000"
"2022-08-30T00:00:00.000","65-74","4","3270","2022-09-12T09:00:43.000"
"2022-08-30T00:00:00.000","75-89","4","2395","2022-09-12T09:00:43.000"
"2022-08-30T00:00:00.000","90+","0","531","2022-09-12T09:00:43.000"
"2022-08-30T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-29T00:00:00.000","0-4","1","1558","2022-09-12T09:00:43.000"
"2022-08-29T00:00:00.000","12-18","3","3232","2022-09-12T09:00:43.000"
"2022-08-29T00:00:00.000","19-34","0","9495","2022-09-12T09:00:43.000"
"2022-08-29T00:00:00.000","35-49","6","9607","2022-09-12T09:00:43.000"
"2022-08-29T00:00:00.000","50-64","1","8204","2022-09-12T09:00:43.000"
"2022-08-29T00:00:00.000","5-11","1","2614","2022-09-12T09:00:43.000"
"2022-08-29T00:00:00.000","65-74","12","3266","2022-09-12T09:00:43.000"
"2022-08-29T00:00:00.000","75-89","2","2391","2022-09-12T09:00:43.000"
"2022-08-29T00:00:00.000","90+","1","531","2022-09-12T09:00:43.000"
"2022-08-29T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-28T00:00:00.000","0-4","0","1557","2022-09-12T09:00:43.000"
"2022-08-28T00:00:00.000","12-18","3","3229","2022-09-12T09:00:43.000"
"2022-08-28T00:00:00.000","19-34","3","9495","2022-09-12T09:00:43.000"
"2022-08-28T00:00:00.000","35-49","3","9601","2022-09-12T09:00:43.000"
"2022-08-28T00:00:00.000","50-64","2","8203","2022-09-12T09:00:43.000"
"2022-08-28T00:00:00.000","5-11","2","2613","2022-09-12T09:00:43.000"
"2022-08-28T00:00:00.000","65-74","4","3254","2022-09-12T09:00:43.000"
"2022-08-28T00:00:00.000","75-89","1","2389","2022-09-12T09:00:43.000"
"2022-08-28T00:00:00.000","90+","0","530","2022-09-12T09:00:43.000"
"2022-08-28T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-27T00:00:00.000","0-4","3","1557","2022-09-12T09:00:43.000"
"2022-08-27T00:00:00.000","12-18","0","3226","2022-09-12T09:00:43.000"
"2022-08-27T00:00:00.000","19-34","3","9492","2022-09-12T09:00:43.000"
"2022-08-27T00:00:00.000","35-49","5","9598","2022-09-12T09:00:43.000"
"2022-08-27T00:00:00.000","50-64","7","8201","2022-09-12T09:00:43.000"
"2022-08-27T00:00:00.000","5-11","1","2611","2022-09-12T09:00:43.000"
"2022-08-27T00:00:00.000","65-74","3","3250","2022-09-12T09:00:43.000"
"2022-08-27T00:00:00.000","75-89","4","2388","2022-09-12T09:00:43.000"
"2022-08-27T00:00:00.000","90+","0","530","2022-09-12T09:00:43.000"
"2022-08-27T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-26T00:00:00.000","0-4","1","1554","2022-09-12T09:00:43.000"
"2022-08-26T00:00:00.000","12-18","3","3226","2022-09-12T09:00:43.000"
"2022-08-26T00:00:00.000","19-34","3","9489","2022-09-12T09:00:43.000"
"2022-08-26T00:00:00.000","35-49","3","9593","2022-09-12T09:00:43.000"
"2022-08-26T00:00:00.000","50-64","5","8194","2022-09-12T09:00:43.000"
"2022-08-26T00:00:00.000","5-11","1","2610","2022-09-12T09:00:43.000"
"2022-08-26T00:00:00.000","65-74","5","3247","2022-09-12T09:00:43.000"
"2022-08-26T00:00:00.000","75-89","1","2384","2022-09-12T09:00:43.000"
"2022-08-26T00:00:00.000","90+","0","530","2022-09-12T09:00:43.000"
"2022-08-26T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-25T00:00:00.000","0-4","2","1553","2022-09-12T09:00:43.000"
"2022-08-25T00:00:00.000","12-18","2","3223","2022-09-12T09:00:43.000"
"2022-08-25T00:00:00.000","19-34","4","9486","2022-09-12T09:00:43.000"
"2022-08-25T00:00:00.000","35-49","3","9590","2022-09-12T09:00:43.000"
"2022-08-25T00:00:00.000","50-64","6","8189","2022-09-12T09:00:43.000"
"2022-08-25T00:00:00.000","5-11","1","2609","2022-09-12T09:00:43.000"
"2022-08-25T00:00:00.000","65-74","8","3242","2022-09-12T09:00:43.000"
"2022-08-25T00:00:00.000","75-89","9","2383","2022-09-12T09:00:43.000"
"2022-08-25T00:00:00.000","90+","1","530","2022-09-12T09:00:43.000"
"2022-08-25T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-24T00:00:00.000","0-4","1","1551","2022-09-12T09:00:43.000"
"2022-08-24T00:00:00.000","12-18","1","3221","2022-09-12T09:00:43.000"
"2022-08-24T00:00:00.000","19-34","3","9482","2022-09-12T09:00:43.000"
"2022-08-24T00:00:00.000","35-49","11","9587","2022-09-12T09:00:43.000"
"2022-08-24T00:00:00.000","50-64","8","8183","2022-09-12T09:00:43.000"
"2022-08-24T00:00:00.000","5-11","0","2608","2022-09-12T09:00:43.000"
"2022-08-24T00:00:00.000","65-74","2","3234","2022-09-12T09:00:43.000"
"2022-08-24T00:00:00.000","75-89","2","2374","2022-09-12T09:00:43.000"
"2022-08-24T00:00:00.000","90+","1","529","2022-09-12T09:00:43.000"
"2022-08-24T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-23T00:00:00.000","0-4","1","1550","2022-09-12T09:00:43.000"
"2022-08-23T00:00:00.000","12-18","2","3220","2022-09-12T09:00:43.000"
"2022-08-23T00:00:00.000","19-34","2","9479","2022-09-12T09:00:43.000"
"2022-08-23T00:00:00.000","35-49","8","9576","2022-09-12T09:00:43.000"
"2022-08-23T00:00:00.000","50-64","13","8175","2022-09-12T09:00:43.000"
"2022-08-23T00:00:00.000","5-11","0","2608","2022-09-12T09:00:43.000"
"2022-08-23T00:00:00.000","65-74","6","3232","2022-09-12T09:00:43.000"
"2022-08-23T00:00:00.000","75-89","11","2372","2022-09-12T09:00:43.000"
"2022-08-23T00:00:00.000","90+","0","528","2022-09-12T09:00:43.000"
"2022-08-23T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-22T00:00:00.000","0-4","1","1549","2022-09-12T09:00:43.000"
"2022-08-22T00:00:00.000","12-18","2","3218","2022-09-12T09:00:43.000"
"2022-08-22T00:00:00.000","19-34","2","9477","2022-09-12T09:00:43.000"
"2022-08-22T00:00:00.000","35-49","14","9568","2022-09-12T09:00:43.000"
"2022-08-22T00:00:00.000","50-64","14","8162","2022-09-12T09:00:43.000"
"2022-08-22T00:00:00.000","5-11","1","2608","2022-09-12T09:00:43.000"
"2022-08-22T00:00:00.000","65-74","9","3226","2022-09-12T09:00:43.000"
"2022-08-22T00:00:00.000","75-89","3","2361","2022-09-12T09:00:43.000"
"2022-08-22T00:00:00.000","90+","1","528","2022-09-12T09:00:43.000"
"2022-08-22T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-21T00:00:00.000","0-4","0","1548","2022-09-12T09:00:43.000"
"2022-08-21T00:00:00.000","12-18","0","3216","2022-09-12T09:00:43.000"
"2022-08-21T00:00:00.000","19-34","3","9475","2022-09-12T09:00:43.000"
"2022-08-21T00:00:00.000","35-49","0","9554","2022-09-12T09:00:43.000"
"2022-08-21T00:00:00.000","50-64","3","8148","2022-09-12T09:00:43.000"
"2022-08-21T00:00:00.000","5-11","1","2607","2022-09-12T09:00:43.000"
"2022-08-21T00:00:00.000","65-74","1","3217","2022-09-12T09:00:43.000"
"2022-08-21T00:00:00.000","75-89","4","2358","2022-09-12T09:00:43.000"
"2022-08-21T00:00:00.000","90+","1","527","2022-09-12T09:00:43.000"
"2022-08-21T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-20T00:00:00.000","0-4","1","1548","2022-09-12T09:00:43.000"
"2022-08-20T00:00:00.000","12-18","3","3216","2022-09-12T09:00:43.000"
"2022-08-20T00:00:00.000","19-34","1","9472","2022-09-12T09:00:43.000"
"2022-08-20T00:00:00.000","35-49","5","9554","2022-09-12T09:00:43.000"
"2022-08-20T00:00:00.000","50-64","10","8145","2022-09-12T09:00:43.000"
"2022-08-20T00:00:00.000","5-11","3","2606","2022-09-12T09:00:43.000"
"2022-08-20T00:00:00.000","65-74","2","3216","2022-09-12T09:00:43.000"
"2022-08-20T00:00:00.000","75-89","4","2354","2022-09-12T09:00:43.000"
"2022-08-20T00:00:00.000","90+","0","526","2022-09-12T09:00:43.000"
"2022-08-20T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-19T00:00:00.000","0-4","0","1547","2022-09-12T09:00:43.000"
"2022-08-19T00:00:00.000","12-18","3","3213","2022-09-12T09:00:43.000"
"2022-08-19T00:00:00.000","19-34","0","9471","2022-09-12T09:00:43.000"
"2022-08-19T00:00:00.000","35-49","6","9549","2022-09-12T09:00:43.000"
"2022-08-19T00:00:00.000","50-64","6","8135","2022-09-12T09:00:43.000"
"2022-08-19T00:00:00.000","5-11","0","2603","2022-09-12T09:00:43.000"
"2022-08-19T00:00:00.000","65-74","3","3214","2022-09-12T09:00:43.000"
"2022-08-19T00:00:00.000","75-89","2","2350","2022-09-12T09:00:43.000"
"2022-08-19T00:00:00.000","90+","0","526","2022-09-12T09:00:43.000"
"2022-08-19T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-18T00:00:00.000","0-4","1","1547","2022-09-12T09:00:43.000"
"2022-08-18T00:00:00.000","12-18","0","3210","2022-09-12T09:00:43.000"
"2022-08-18T00:00:00.000","19-34","7","9471","2022-09-12T09:00:43.000"
"2022-08-18T00:00:00.000","35-49","2","9543","2022-09-12T09:00:43.000"
"2022-08-18T00:00:00.000","50-64","8","8129","2022-09-12T09:00:43.000"
"2022-08-18T00:00:00.000","5-11","1","2603","2022-09-12T09:00:43.000"
"2022-08-18T00:00:00.000","65-74","5","3211","2022-09-12T09:00:43.000"
"2022-08-18T00:00:00.000","75-89","2","2348","2022-09-12T09:00:43.000"
"2022-08-18T00:00:00.000","90+","0","526","2022-09-12T09:00:43.000"
"2022-08-18T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-17T00:00:00.000","0-4","0","1546","2022-09-12T09:00:43.000"
"2022-08-17T00:00:00.000","12-18","2","3210","2022-09-12T09:00:43.000"
"2022-08-17T00:00:00.000","19-34","10","9464","2022-09-12T09:00:43.000"
"2022-08-17T00:00:00.000","35-49","5","9541","2022-09-12T09:00:43.000"
"2022-08-17T00:00:00.000","50-64","11","8121","2022-09-12T09:00:43.000"
"2022-08-17T00:00:00.000","5-11","0","2602","2022-09-12T09:00:43.000"
"2022-08-17T00:00:00.000","65-74","6","3206","2022-09-12T09:00:43.000"
"2022-08-17T00:00:00.000","75-89","3","2346","2022-09-12T09:00:43.000"
"2022-08-17T00:00:00.000","90+","1","526","2022-09-12T09:00:43.000"
"2022-08-17T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-16T00:00:00.000","0-4","3","1546","2022-09-12T09:00:43.000"
"2022-08-16T00:00:00.000","12-18","1","3208","2022-09-12T09:00:43.000"
"2022-08-16T00:00:00.000","19-34","10","9454","2022-09-12T09:00:43.000"
"2022-08-16T00:00:00.000","35-49","10","9536","2022-09-12T09:00:43.000"
"2022-08-16T00:00:00.000","50-64","12","8110","2022-09-12T09:00:43.000"
"2022-08-16T00:00:00.000","5-11","0","2602","2022-09-12T09:00:43.000"
"2022-08-16T00:00:00.000","65-74","3","3200","2022-09-12T09:00:43.000"
"2022-08-16T00:00:00.000","75-89","2","2343","2022-09-12T09:00:43.000"
"2022-08-16T00:00:00.000","90+","0","525","2022-09-12T09:00:43.000"
"2022-08-16T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-15T00:00:00.000","0-4","3","1543","2022-09-12T09:00:43.000"
"2022-08-15T00:00:00.000","12-18","2","3207","2022-09-12T09:00:43.000"
"2022-08-15T00:00:00.000","19-34","4","9444","2022-09-12T09:00:43.000"
"2022-08-15T00:00:00.000","35-49","6","9526","2022-09-12T09:00:43.000"
"2022-08-15T00:00:00.000","50-64","12","8098","2022-09-12T09:00:43.000"
"2022-08-15T00:00:00.000","5-11","3","2602","2022-09-12T09:00:43.000"
"2022-08-15T00:00:00.000","65-74","3","3197","2022-09-12T09:00:43.000"
"2022-08-15T00:00:00.000","75-89","3","2341","2022-09-12T09:00:43.000"
"2022-08-15T00:00:00.000","90+","0","525","2022-09-12T09:00:43.000"
"2022-08-15T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-14T00:00:00.000","0-4","1","1540","2022-09-12T09:00:43.000"
"2022-08-14T00:00:00.000","12-18","1","3205","2022-09-12T09:00:43.000"
"2022-08-14T00:00:00.000","19-34","6","9440","2022-09-12T09:00:43.000"
"2022-08-14T00:00:00.000","35-49","4","9520","2022-09-12T09:00:43.000"
"2022-08-14T00:00:00.000","50-64","4","8086","2022-09-12T09:00:43.000"
"2022-08-14T00:00:00.000","5-11","2","2599","2022-09-12T09:00:43.000"
"2022-08-14T00:00:00.000","65-74","2","3194","2022-09-12T09:00:43.000"
"2022-08-14T00:00:00.000","75-89","3","2338","2022-09-12T09:00:43.000"
"2022-08-14T00:00:00.000","90+","0","525","2022-09-12T09:00:43.000"
"2022-08-14T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-13T00:00:00.000","0-4","1","1539","2022-09-12T09:00:43.000"
"2022-08-13T00:00:00.000","12-18","1","3204","2022-09-12T09:00:43.000"
"2022-08-13T00:00:00.000","19-34","5","9434","2022-09-12T09:00:43.000"
"2022-08-13T00:00:00.000","35-49","4","9516","2022-09-12T09:00:43.000"
"2022-08-13T00:00:00.000","50-64","12","8082","2022-09-12T09:00:43.000"
"2022-08-13T00:00:00.000","5-11","0","2597","2022-09-12T09:00:43.000"
"2022-08-13T00:00:00.000","65-74","6","3192","2022-09-12T09:00:43.000"
"2022-08-13T00:00:00.000","75-89","7","2335","2022-09-12T09:00:43.000"
"2022-08-13T00:00:00.000","90+","0","525","2022-09-12T09:00:43.000"
"2022-08-13T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-12T00:00:00.000","0-4","0","1538","2022-09-12T09:00:43.000"
"2022-08-12T00:00:00.000","12-18","2","3203","2022-09-12T09:00:43.000"
"2022-08-12T00:00:00.000","19-34","8","9429","2022-09-12T09:00:43.000"
"2022-08-12T00:00:00.000","35-49","10","9512","2022-09-12T09:00:43.000"
"2022-08-12T00:00:00.000","50-64","10","8070","2022-09-12T09:00:43.000"
"2022-08-12T00:00:00.000","5-11","1","2597","2022-09-12T09:00:43.000"
"2022-08-12T00:00:00.000","65-74","5","3186","2022-09-12T09:00:43.000"
"2022-08-12T00:00:00.000","75-89","10","2328","2022-09-12T09:00:43.000"
"2022-08-12T00:00:00.000","90+","0","525","2022-09-12T09:00:43.000"
"2022-08-12T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-11T00:00:00.000","0-4","3","1538","2022-09-12T09:00:43.000"
"2022-08-11T00:00:00.000","12-18","2","3201","2022-09-12T09:00:43.000"
"2022-08-11T00:00:00.000","19-34","5","9421","2022-09-12T09:00:43.000"
"2022-08-11T00:00:00.000","35-49","8","9502","2022-09-12T09:00:43.000"
"2022-08-11T00:00:00.000","50-64","8","8060","2022-09-12T09:00:43.000"
"2022-08-11T00:00:00.000","5-11","0","2596","2022-09-12T09:00:43.000"
"2022-08-11T00:00:00.000","65-74","6","3181","2022-09-12T09:00:43.000"
"2022-08-11T00:00:00.000","75-89","10","2318","2022-09-12T09:00:43.000"
"2022-08-11T00:00:00.000","90+","0","525","2022-09-12T09:00:43.000"
"2022-08-11T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-10T00:00:00.000","0-4","2","1535","2022-09-12T09:00:43.000"
"2022-08-10T00:00:00.000","12-18","1","3199","2022-09-12T09:00:43.000"
"2022-08-10T00:00:00.000","19-34","10","9416","2022-09-12T09:00:43.000"
"2022-08-10T00:00:00.000","35-49","6","9494","2022-09-12T09:00:43.000"
"2022-08-10T00:00:00.000","50-64","15","8052","2022-09-12T09:00:43.000"
"2022-08-10T00:00:00.000","5-11","5","2596","2022-09-12T09:00:43.000"
"2022-08-10T00:00:00.000","65-74","16","3175","2022-09-12T09:00:43.000"
"2022-08-10T00:00:00.000","75-89","4","2308","2022-09-12T09:00:43.000"
"2022-08-10T00:00:00.000","90+","0","525","2022-09-12T09:00:43.000"
"2022-08-10T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-09T00:00:00.000","0-4","0","1533","2022-09-12T09:00:43.000"
"2022-08-09T00:00:00.000","12-18","4","3198","2022-09-12T09:00:43.000"
"2022-08-09T00:00:00.000","19-34","9","9406","2022-09-12T09:00:43.000"
"2022-08-09T00:00:00.000","35-49","14","9488","2022-09-12T09:00:43.000"
"2022-08-09T00:00:00.000","50-64","12","8037","2022-09-12T09:00:43.000"
"2022-08-09T00:00:00.000","5-11","0","2591","2022-09-12T09:00:43.000"
"2022-08-09T00:00:00.000","65-74","1","3159","2022-09-12T09:00:43.000"
"2022-08-09T00:00:00.000","75-89","5","2304","2022-09-12T09:00:43.000"
"2022-08-09T00:00:00.000","90+","0","525","2022-09-12T09:00:43.000"
"2022-08-09T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-08T00:00:00.000","0-4","3","1533","2022-09-12T09:00:43.000"
"2022-08-08T00:00:00.000","12-18","3","3194","2022-09-12T09:00:43.000"
"2022-08-08T00:00:00.000","19-34","8","9397","2022-09-12T09:00:43.000"
"2022-08-08T00:00:00.000","35-49","11","9474","2022-09-12T09:00:43.000"
"2022-08-08T00:00:00.000","50-64","12","8025","2022-09-12T09:00:43.000"
"2022-08-08T00:00:00.000","5-11","4","2591","2022-09-12T09:00:43.000"
"2022-08-08T00:00:00.000","65-74","7","3158","2022-09-12T09:00:43.000"
"2022-08-08T00:00:00.000","75-89","9","2299","2022-09-12T09:00:43.000"
"2022-08-08T00:00:00.000","90+","1","525","2022-09-12T09:00:43.000"
"2022-08-08T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-07T00:00:00.000","0-4","2","1530","2022-09-12T09:00:43.000"
"2022-08-07T00:00:00.000","12-18","1","3191","2022-09-12T09:00:43.000"
"2022-08-07T00:00:00.000","19-34","5","9389","2022-09-12T09:00:43.000"
"2022-08-07T00:00:00.000","35-49","7","9463","2022-09-12T09:00:43.000"
"2022-08-07T00:00:00.000","50-64","6","8013","2022-09-12T09:00:43.000"
"2022-08-07T00:00:00.000","5-11","0","2587","2022-09-12T09:00:43.000"
"2022-08-07T00:00:00.000","65-74","4","3151","2022-09-12T09:00:43.000"
"2022-08-07T00:00:00.000","75-89","3","2290","2022-09-12T09:00:43.000"
"2022-08-07T00:00:00.000","90+","0","524","2022-09-12T09:00:43.000"
"2022-08-07T00:00:00.000","Unknown","0","6","2022-09-12T09:00:43.000"
"2022-08-06T00:00:00.000","0-4","1","1528","2022-09-12T09:00:43.000"
