"no","gender","age","county","month_mobilized"
"1","Male","28","Garissa","13-Jun"
"2","Male","24","Garissa","13-Jun"
"3","Male","19","Garissa","13-Jun"
"4","Male","19","Garissa","13-Jun"
"5","Male","18","Garissa","13-Jun"
"6","Male","19","Garissa","13-Jun"
"7","Male","19","Garissa","13-Jun"
"8","Male","19","Garissa","13-Jun"
"9","Male","19","Garissa","13-Jun"
"10","Male","19","Garissa","13-Jun"
"11","Male","20","Garissa","13-Jun"
"12","Male","20","Garissa","13-Jun"
"13","Male","18","Garissa","13-Jun"
"14","Male","21","Garissa","13-Jun"
"15","Male","20","Garissa","13-Jun"
"16","Female","20","Garissa","13-Jun"
"17","Female","20","Garissa","13-Jun"
"18","Female","20","Garissa","13-Jun"
"19","Female","20","Garissa","13-Jun"
"20","Female","19","Garissa","13-Jun"
"21","Male","20","Garissa","13-Jun"
"22","Male","20","Garissa","13-Jun"
"23","Male","29","Garissa","13-Jun"
"24","Male","28","Garissa","13-Jun"
"25","Male","32","Garissa","13-Jun"
"26","Male","20","Garissa","13-Jun"
"27","Male","33","Garissa","13-Jun"
"28","Male","32","Garissa","13-Jun"
"29","Male","33","Garissa","13-Jun"
"30","Male","33","Garissa","13-Jun"
"31","Male","25","Garissa","13-Jun"
"32","Male","30","Garissa","13-Jun"
"33","Male","35","Garissa","13-Jun"
"34","Female","30","Garissa","13-Jun"
"35","Female","28","Garissa","13-Jun"
"36","Female","17","Garissa","13-Jun"
"37","Female","17","Garissa","13-Jun"
"38","Male","32","Garissa","13-Jun"
"39","Male","21","Garissa","13-Jun"
"40","Male","20","Garissa","13-Jun"
"41","Male","26","Garissa","13-Jun"
"42","Male",,"Garissa","13-Jun"
"43","Male","18","Garissa","13-Jun"
"44","Male","25","Garissa","13-Jun"
"45","Female","19","Garissa","13-Jun"
"46","Female","24","Garissa","13-Jun"
"47","Female","16","Garissa","13-Jun"
"48","Female","16","Garissa","13-Jun"
"49","Male","19","Garissa","13-Jun"
"50","Male","19","Garissa","13-Jun"
"51","Male","18","Garissa","13-Jun"
"52","Female","18","Garissa","13-Jun"
"53","Male","28","Garissa","13-Jun"
"54","Male","16","Garissa","13-Jun"
"55","Male","19","Garissa","13-Jun"
"56","Male","19","Garissa","13-Jun"
"57","Male","16","Garissa","13-Jun"
"58","Male","24","Garissa","13-Jun"
"59","Female","17","Garissa","13-Jun"
"60","Male","19","Garissa","13-Jun"
"61","Male","23","Garissa","13-Jun"
"62","Female","20","Garissa","13-Jun"
"63","Female","17","Garissa","13-Jun"
"64","Male","18","Garissa","13-Jun"
"65","Male","19","Garissa","13-Jun"
"66","Female","21","Garissa","13-Jun"
"67","Male","22","Garissa","13-Jun"
"68","Female","22","Garissa","13-Jun"
"69","Male","21","Garissa","13-Jun"
"70","Female","25","Garissa","13-Jun"
"71","Male","19","Garissa","13-Jun"
"72","Male","19","Garissa","13-Jun"
"73","Female","19","Garissa","13-Jun"
"74","Female","20","Garissa","13-Jun"
"75","Male","19","Garissa","13-Jun"
"76","Male","19","Garissa","13-Jun"
"77","Female","23","Garissa","13-Jun"
"78","Male","19","Garissa","13-Jun"
"79","Male","20","Garissa","13-Jun"
"80","Male","21","Garissa","13-Jun"
"81","Male","20","Garissa","13-Jun"
"82","Female","30","Garissa","13-Jun"
"83","Male","23","Garissa","13-Jun"
"84","Female","21","Garissa","13-Jun"
"85","Female","20","Garissa","13-Jun"
"86","Female","22","Garissa","13-Jun"
"87","Female","24","Garissa","13-Jun"
"88","Male","26","Garissa","13-Jun"
"89","Female","21","Garissa","13-Jun"
"90","Female","27","Garissa","13-Jun"
"91","Female","22","Garissa","13-Jun"
"92","Female","24","Garissa","13-Jun"
"93","Female","34","Garissa","13-Jun"
"94","Male","20","Garissa","13-Jun"
"95","Male","18","Garissa","13-Jun"
"96","Female","18","Garissa","13-Jun"
"97","Female","18","Garissa","13-Jun"
"98","Female","30","Garissa","13-Jun"
"99","Male","28","Garissa","13-Jun"
"100","Male","18","Garissa","13-Jun"
"101","Male","30","Garissa","13-Jun"
"102","Male","20","Garissa","13-Jun"
"103","Male","21","Garissa","13-Jun"
"104","Male","18","Garissa","13-Jun"
"105","Male","19","Garissa","13-Jun"
"106","Female","28","Garissa","13-Jun"
"107","Female","21","Garissa","13-Jun"
"108","Male","30","Garissa","13-Jun"
"109","Female","21","Garissa","13-Jun"
"110","Male","25","Garissa","13-Jun"
"111","Male","19","Garissa","13-Jun"
"112","Male","21","Garissa","13-Jun"
"113","Male","22","Garissa","13-Jun"
"114","Male","20","Garissa","13-Jun"
"115","Male","22","Garissa","13-Jun"
"116","Female","23","Garissa","13-Jun"
"117","Male","23","Garissa","13-Jun"
"118","Male","24","Garissa","13-Jun"
"119","Male","21","Garissa","13-Jun"
"120","Female","20","Garissa","13-Jun"
"121","Female","19","Garissa","13-Jun"
"122","Male","22","Garissa","13-Jun"
"123","Male","23","Garissa","13-Jun"
"124","Male","24","Garissa","13-Jun"
"125","Male","19","Garissa","13-Jun"
"126","Male","18","Garissa","13-Jun"
"127","Male","20","Garissa","13-Jun"
"128","Male","20","Garissa","13-Jun"
"129","Male","21","Garissa","13-Jun"
"130","Male","19","Garissa","13-Jun"
"131","Male","20","Garissa","13-Jun"
"132","Male","20","Garissa","13-Jun"
"133","Male","21","Garissa","13-Jun"
"134","Male","20","Garissa","13-Jun"
"135","Female","20","Garissa","13-Jun"
"136","Female","21","Garissa","13-Jun"
"137","Female","19","Garissa","13-Jun"
"138","Male","18","Garissa","13-Jun"
"139","Male","19","Garissa","13-Jun"
"140","Female","23","Garissa","13-Jun"
"141","Male","20","Garissa","13-Jun"
"142","Male","21","Garissa","13-Jun"
"143","Male","22","Garissa","13-Jun"
"144","Female","22","Garissa","13-Jun"
"145","Male","20","Garissa","13-Jun"
"146","Female","25","Garissa","13-Jun"
"147","Male","19","Garissa","13-Jun"
"148","Male","26","Garissa","13-Jun"
"149","Male","27","Garissa","13-Jun"
"150","Male","29","Garissa","13-Jun"
"151","Male","19","Garissa","13-Jun"
"152","Female","20","Garissa","13-Jun"
"153","Male","21","Garissa","13-Jun"
"154","Female","20","Garissa","13-Jun"
"155","Male","24","Garissa","13-Jun"
"156","Male","29","Garissa","13-Jun"
"157","Male","30","Garissa","13-Jun"
"158","Male","28","Garissa","13-Jun"
"159","Male","27","Garissa","13-Jun"
"160","Male","21","Garissa","13-Jun"
"161","Male","25","Garissa","13-Jun"
"162","Male","21","Garissa","13-Jun"
"163","Female","27","Garissa","13-Jun"
"164","Male","22","Garissa","13-Jun"
"165","Female","30","Garissa","13-Jun"
"166","Male","25","Garissa","13-Jun"
"167","Male","27","Garissa","13-Jun"
"168","Female","22","Garissa","13-Jun"
"169","Male","29","Garissa","13-Jun"
"170","Male","24","Garissa","13-Jun"
"171","Female","22","Garissa","13-Jun"
"172","Male","26","Garissa","13-Jun"
"173","Male","28","Garissa","13-Jun"
"174","Male","21","Garissa","13-Jun"
"175","Male","18","Garissa","13-Jun"
"176","Male","34","Garissa","13-Jun"
"177","Male","20","Garissa","13-Jun"
"178","Male","23","Garissa","13-Jun"
"179","Male","32","Garissa","13-Jun"
"180","Male","32","Garissa","13-Jun"
"181","Male","29","Garissa","13-Jun"
"182","Male","23","Garissa","13-Jun"
"183","Male","20","Garissa","13-Jun"
"184","Male","25","Garissa","13-Jun"
"185","Male","22","Garissa","13-Jun"
"186","Male","27","Garissa","13-Jun"
"187","Male","24","Garissa","13-Jun"
"188","Male","28","Garissa","13-Jun"
"189","Male","19","Garissa","13-Jun"
"190","Male","25","Garissa","13-Jun"
"191","Male","30","Garissa","13-Jun"
"192","Male","25","Garissa","13-Jun"
"193","Male","30","Garissa","13-Jun"
"194","Male","27","Garissa","13-Jun"
"195","Male","29","Garissa","13-Jun"
"196","Male","30","Garissa","13-Jun"
"197","Male","32","Garissa","13-Jun"
"198","Male","32","Garissa","13-Jun"
"199","Male","28","Garissa","13-Jun"
"200","Male","30","Garissa","13-Jun"
"201","Male","17","Garissa","13-Jun"
"202","Male","30","Garissa","13-Jun"
"203","Male","26","Garissa","13-Jun"
"204","Male","30","Garissa","13-Jun"
"205","Male","51","Garissa","13-Jun"
"206","Male","35","Garissa","13-Jun"
"207","Male","25","Garissa","13-Jun"
"208","Male","30","Garissa","13-Jun"
"209","Male","32","Garissa","13-Jun"
"210","Female","20","Garissa","13-Jun"
"211","Female","28","Garissa","13-Jun"
"212","Female","20","Garissa","13-Jun"
"213","Female","20","Garissa","13-Jun"
"214","Male","24","Garissa","13-Jun"
"215","Male","25","Garissa","13-Jun"
