"pais","idnum","estratopri","estratosec","upm","prov","municipio","hondistrito","cluster","ur","tamano","idiomaq","fecha","wt","q1","q2y","q2","ls3","a4","soct2","idio2","np1","np2","muni10","sgl1","honmun30","honmuni31","honmun32","honmun33","honmun36","honmun37","honmun38","honmun39","honmun40","honmun41","honmun42","cp4a","cp5","cp6","cp7","cp8","cp13","cp20","honcp22","honcp21a","cpss1","it1","l1","prot3","prot4","prot7","jc10","jc13","jc15a","jc16a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","vic40","vic41","vic43","vic45","ico2","pole2n","aoj11","pese1","pese2","aoj17","aoj12","aoj22","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b18","b20","b20a","b21","b21a","b32","b37","b47a","b14","b15","b19","b46","honb51","venb11","venhonb51","venhonvb10","epp1","epp3","n9","n11","n15","mil1","mil2","b3milx","mil3","mil4","pr3a","pr3b","pr3c","pr3d","pr3e","pr4","honqt1","honqt2","honqt3","honqt4","honqt5","honqt6","honqt7","honqt8","honqt9","honqt10","honqt11","honqt12","m1","m2","honm3","sd2new2","sd3new2","sd6new2","infrax","coer1","ros1","ros4","ing4","eff1","eff2","mil7","env1","dst1","pn4","w14a","e5","e15","e3","e16","d1","d2","d3","d4","d5","d6","per4","per9","dem2","dem11","aut1","honjc17","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","exc7","diso7","diso8","diso10","diso18","diso14","diso16","diso17","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar7","fear10","vic44","fear6f","vb1","vb2","vb3n","vb4new","vb101","vb10","vb11","pol1","vb20","clien1n","clien1na","for1n","for4","for5","for6","for7","for6b","for7b","mil10a","mil10c","mil10e","wf1","cct1b","ed","ed2","q3c","q5b","ocup4a","ocup1a","q10new","q10g","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","leng1","www1","gi0","gi1","gix4","gi4","gi7","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","inf3a","formatq","colorr","ti","sexi","colori","uniq_id","sex"
"4","023b5ad9-98fa-437f-90ec-ec2d8ecca63b-d03081556b84ac2e58759103","409","2","64","422","2201","170101","232","1","3","1","26mar2014","1","1","1995","19","1","5","2","2","2","1","0","3","2","1","2","888888","2","2","999999","999999","999999","999999","999999","2","3","1","4","4","1","999999","4","888888","4","1","4","2","999999","999999","1","1","2","2","2","999999","999999","999999","2","2","2","2","2","5","3","1","3","3","3","2","2","888888","6","1","4","4","1","2","1","4","1","5","7","4","6","1","4","1","4","3","2","1","1","2","3","7","1","1","4","4","3","1","7","1","1","7","6","6","5","5","4","6","2","4","888888","3","4","4","4","888888","4","888888","888888","4","2","3","2","3","3","2","6","1","6","6","4","3","6","6","2","1","2","2","10","1","1","1","1","1","1","1","10","1","7","7","2","1","2","1","1","0","1","999999","0","999999","999999","999999","0","1","1","1","5","4","1","5","5","2","999999","2","2","2","0","0","999999","2","2","999999","2","999999","1","406","2","3","2","2","4","4","4","4","999999","1","3","888888","4","2","2","1","8","6","5","1","1","2","6","4","1","2","2","1","1","8","2","1","2","401","1","1","1","888888","1","128","1","1","1","1","0","0","0","0","0","0","0","1","0","1","1","2","5","37.066","2","4","HON14_0011","1"
"4","025c0e80-5080-4b61-9b34-82ceb0113ec3-92eead07ac92311158764190","406","3","44","409","905","41304","61","2","5","1","26mar2014","1","1","1972","42","3","1","3","2","2","2","999999","3","888888","888888","1","999999","1","1","888888","1","1","888888","1","2","988888","1","2","4","3","999999","4","4","4","1","10","2","999999","999999","1","988888","888888","888888","2","999999","999999","999999","2","1","1","2","2","2","2","1","3","2","4","1","2","6","7","888888","7","6","4","4","6","5","7","988888","7","5","7","6","5","6","6","7","888888","3","2","6","988888","6","5","3","6","7","6","6","7","6","5","7","5","6","6","4","5","6","1","988888","3","888888","2","2","1","2","1","988888","888888","1","2","2","888888","3","2","2","2","2","888888","6","6","5","5","6","3","988888","2","2","988888","888888","888888","5","7","3","1","2","1","1","1","7","1","2","888888","1","0","0","0","999999","999999","999999","0","0","0","1","2","4","888888","5","3","3","3","1","3","888888","888888","1","1","0","2","1","1","401","999999","999999","2","999999","4","888888","2","2","4","4","2","2","2","1","2","2","888888","2","2","2","4","1","5","1","5","999999","2","999999","2","2","4","3","2","7","2","2","3","401","5","1","888888","888888","1","150","1","0","1","0","0","0","0","1","0","0","0","1","0","0","2","2","5","44.35","1","4","HON14_0012","1"
"4","02dafaa3-95d7-4dc2-94c4-d0b966e08846-4968edfa99a19aa5587611070","401","1","3","401","101","80101","150","1","1","1","23apr2014","1","1","1960","54","2","5","2","2","2","2","999999","3","1","1","1","2","3","2","999999","999999","999999","999999","999999","2","4","2","4","4","4","999999","4","4","4","4","10","2","999999","999999","2","2","2","2","2","999999","999999","999999","2","2","2","2","2","6","2","2","2","3","3","3","2","5","5","5","6","5","5","5","5","5","7","6","4","4","6","3","5","6","4","5","2","5","5","7","6","7","5","7","5","5","6","7","7","5","5","7","2","2","5","6","4","6","3","3","2","2","2","1","2","2","2","2","2","2","2","3","3","2","2","2","2","4","5","7","5","7","5","4","2","2","2","2","10","5","1","7","10","10","8","4","9","1","4","7","2","2","2","1","0","0","0","999999","999999","999999","999999","999999","0","2","3","2","2","4","1","5","5","2","999999","1","2","2","1","0","3","1","1","403","999999","999999","1","402","3","3","2","2","4","2","1","2","2","1","2","2","3","1","2","2","6","2","1","2","2","4","3","3","2","2","3","2","2","5","0","4","2","401","5","1","1","2","1","128","0","0","1","0","0","0","0","1","0","0","0","1","1","0","1","2","6","40.1","2","5","HON14_0013","1"
"4","02dafaa3-95d7-4dc2-94c4-d0b966e08846-4968edfa99a19aa5587611073","401","1","3","401","101","80101","150","1","1","1","23apr2014","1","2","1961","53","1","3","3","3","2","2","999999","3","1","1","2","2","2","2","999999","999999","999999","999999","999999","2","4","3","4","4","4","4","4","4","4","3","5","2","999999","999999","2","2","2","2","2","999999","999999","999999","2","2","2","2","2","6","3","3","3","2","2","2","2","5","6","3","5","4","5","5","6","5","5","5","5","2","5","3","2","6","5","5","888888","5","888888","7","7","7","3","3","5","7","4","7","5","5","3","4","1","5","5","5","5","5","3","2","3","2","3","3","3","2","3","888888","3","3","2","3","3","3","999999","2","3","4","6","7","5","5","6","6","3","3","2","1","10","5","5","5","4","10","5","5","10","2","3","7","2","2","2","1","0","0","0","999999","999999","999999","999999","999999","0","3","1","2","2","5","1","3","5","1","2","1","2","1","1","1","3","1","1","402","999999","999999","2","999999","3","3","2","2","4","1","4","3","2","1","2","2","4","1","2","2","12","0","1","1","5","999999","8","999999","1","2","2","3","2","8","2","9","2","401","5","1","1","1","1","127","1","0","1","0","0","0","0","1","0","0","0","1","1","0","1","2","7","38.916","2","5","HON14_0014","2"
"4","030b6e49-050d-4c9b-bffb-515bbe44876e-6bbab82ca9986ad58758137","409","2","61","421","2101","60101","21","1","3","1","28mar2014","1","1","1967","47","1","5","3","3","2","1","0","3","888888","1","999999","999999","2","2","999999","999999","999999","999999","999999","2","4","4","2","4","4","999999","2","2","2","4","10","2","999999","999999","2","2","1","2","2","999999","999999","999999","2","1","1","1","2","5","3","4","3","3","2","1","2","2","4","3","3","4","5","3","6","5","3","6","6","2","4","5","5","4","4","4","3","2","3","6","4","3","3","2","3","3","2","5","5","5","3","5","3","4","3","3","3","3","2","3","888888","3","3","1","2","3","3","4","4","4","3","3","4","3","3","4","3","4","4","3","6","5","5","5","1","1","3","2","1","1","3","10","5","4","5","3","6","1","1","7","3","2","2","1","0","0","0","999999","0","999999","0","0","0","3","2","3","2","1","1","1","1","1","2","1","2","1","1","0","1","1","2","999999","77","999999","2","999999","3","888888","1","1","4","4","4","4","999999","1","1","4","4","2","2","2","6","0","1","2","1","2","10","10","2","2","4","2","3","5","2","4","1","401","5","4","888888","888888","1","888888","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","2","3","45.833","1","3","HON14_0015","1"
"4","030b6e49-050d-4c9b-bffb-515bbe44876e-6bbab82ca9986ad58758140","409","2","61","421","2101","60101","21","1","3","1","28mar2014","1","1","1994","20","1","3","2","2","2","2","999999","3","1","1","999999","999999","2","2","999999","999999","999999","999999","999999","2","4","1","4","4","3","999999","4","4","4","3","1","2","999999","999999","2","1","2","2","1","1","3","2","2","1","2","2","2","5","2","2","3","3","3","4","1","3","5","2","5","4","6","4","5","5","4","4","6","3","5","5","5","4","4","5","6","6","6","3","2","7","4","4","5","5","4","5","5","4","4","6","2","5","4","5","4","4","2","2","3","3","3","1","3","2","3","2","1","3","2","3","3","3","3","3","3","4","4","5","4","3","5","6","2","1","3","1","6","7","4","1","7","8","5","4","10","10","2","6","1","1","2","1","0","0","0","999999","999999","999999","999999","999999","1","3","1","1","1","1","1","1","1","1","2","2","2","2","1","0","2","1","1","403","999999","999999","1","402","3","3","1","2","4","4","4","2","2","3","2","3","3","2","2","2","9","0","5","1","3","999999","3","999999","2","1","4","3","1","4","1","0","2","401","2","4","1","888888","1","888888","1","0","1","0","0","0","0","1","0","0","0","1","0","0","1","2","4","32.416","1","3","HON14_0016","1"
"4","03461a17-dbd4-4521-930f-09df0a306340-d03081556b84ac2e5875980","409","3","63","421","2108","61104","29","2","5","1","24mar2014","1","1","1938","76","2","4","2","2","2","2","999999","3","1","1","999999","2","1","888888","999999","999999","999999","999999","999999","2","4","4","4","4","2","999999","3","4","4","1","6","2","999999","999999","2","1","888888","888888","2","999999","999999","999999","1","2","2","2","2","5","3","2","3","3","4","3","2","1","4","4","6","3","3","6","4","5","3","7","4","4","7","7","5","6","4","888888","888888","888888","3","5","7","7","5","1","4","5","2","4","7","2","5","7","2","5","5","5","3","7","1","3","888888","4","3","3","888888","888888","2","888888","4","3","2","3","888888","4","2","3","6","2","5","5","6","2","3","7","2","2","2","2","10","1","1","1","888888","8","1","5","1","1","7","6","2","1","2","1","0","0","0","999999","999999","999999","999999","999999","0","2","2","5","5","5","5","5","3","2","999999","2","2","2","0","0","999999","1","1","401","999999","999999","1","401","3","2","2","2","4","4","1","1","2","1","2","2","888888","2","2","1","3","0","1","1","5","999999","4","999999","1","2","3","2","1","3","0","0","1","401","5","2","1","888888","1","888888","1","0","1","0","0","0","0","1","1","0","0","1","0","0","1","2","5","42.61600000000001","2","4","HON14_0017","1"
"4","03461a17-dbd4-4521-930f-09df0a306340-d03081556b84ac2e5875983","409","3","63","421","2108","61104","29","2","5","1","24mar2014","1","2","1935","79","1","4","3","3","2","2","999999","2","1","1","999999","888888","2","2","999999","999999","999999","999999","999999","2","2","1","4","3","4","2","888888","2","4","1","4","2","999999","999999","2","2","2","2","2","999999","999999","999999","1","2","2","2","2","6","4","1","3","3","4","4","1","4","5","4","6","5","5","5","7","5","7","7","7","1","7","6","7","5","7","4","888888","5","4","4","7","5","3","5","5","6","5","7","7","6","7","7","1","4","6","6","4","4","1","3","888888","4","3","3","4","888888","4","888888","888888","2","1","2","2","3","3","2","6","2","2","1","5","6","5","6","3","3","2","2","6","1","1","1","6","6","1","1","1","1","7","6","2","2","2","2","0","0","0","999999","999999","999999","0","999999","0","1","5","5","5","5","5","5","5","2","999999","888888","2","2","0","0","999999","1","1","401","999999","999999","1","401","4","2","2","2","4","4","4","1","2","1","1","2","4","1","2","1","4","0","1","1","5","999999","4","999999","2","2","3","2","2","3","0","10","1","401","5","1","888888","2","1","128","1","0","1","0","0","0","0","1","0","0","0","1","0","0","1","2","2","53.466","2","4","HON14_0018","2"
"4","03f7ec11-1524-4755-a367-d5fcacb0d1ed-6bbab82ca9986ad5875875","409","3","63","421","2108","61109","32","2","5","1","24mar2014","1","1","1949","65","1","5","3","2","2","2","999999","3","1","1","999999","999999","1","2","999999","999999","999999","999999","999999","2","3","4","4","4","4","999999","4","4","4","1","10","2","999999","999999","2","1","1","1","1","1","10","1","2","1","1","2","2","4","2","1","3","3","3","1","2","3","7","4","5","7","3","5","5","4","2","4","7","3","7","3","5","6","7","4","4","4","5","7","7","7","3","6","5","6","6","7","7","5","7","7","5","6","7","7","7","4","2","3","3","3","3","2","2","2","3","3","2","2","1","3","3","3","3","2","4","4","5","6","7","1","4","7","2","1","3","2","6","1","1","1","4","3","2","1","1","1","1","5","2","1","2","1","0","0","0","0","0","999999","999999","0","0","1","1","1","1","5","3","1","5","1","1","1","2","1","1","0","1","1","1","401","999999","999999","1","401","3","2","1","1","4","1","1","1","2","1","2","2","4","1","2","1","3","0","5","1","1","4","14","9","2","2","2","2","1","12","3","10","1","401","5","1","1","1","1","128","1","0","1","1","0","0","1","1","1","0","0","1","1","0","1","2","1","47.316","1","3","HON14_0019","1"
"4","03f7ec11-1524-4755-a367-d5fcacb0d1ed-6bbab82ca9986ad5875880","409","3","63","421","2108","61109","32","2","5","1","24mar2014","1","1","1990","24","1","5","3","2","2","2","999999","3","1","1","999999","999999","1","2","999999","999999","999999","999999","999999","2","2","1","4","4","4","999999","4","2","4","2","10","2","999999","999999","2","1","1","1","2","999999","999999","999999","1","1","1","2","2","3","2","2","2","2","2","1","1","5","4","3","5","7","6","3","4","3","5","7","7","5","6","7","5","6","4","6","5","6","5","3","4","6","4","4","3","4","5","6","5","6","6","7","6","7","7","6","4","5","1","2","3","2","3","2","2","3","2","3","3","2","1","2","3","3","3","1","3","4","5","6","4","5","5","7","1","1","3","1","8","5","7","10","8","10","6","4","6","1","2","4","2","2","2","1","1","0","0","999999","0","999999","0","999999","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1","401","999999","999999","2","999999","2","2","2","2","4","10","4","2","2","1","2","2","3","1","2","2","9","2","5","1","1","4","13","6","2","1","2","2","3","6","2","1","1","401","1","1","1","888888","1","888888","1","0","1","1","0","1","1","1","1","0","0","1","1","0","1","2","1","45.266000000000005","1","3","HON14_0020","1"
