"pais","idnum","estratopri","estratosec","upm","prov","municipio","hondistrito","cluster","ur","tamano","idiomaq","fecha","wt","q1","q2y","q2","ls3","a4","soct2","idio2","np1","np2","muni10","sgl1","honmun30","honmuni31","honmun32","honmun33","honmun36","honmun37","honmun38","honmun39","honmun40","honmun41","honmun42","cp4a","cp5","cp6","cp7","cp8","cp13","cp20","honcp22","honcp21a","cpss1","it1","l1","prot3","prot4","prot7","jc10","jc13","jc15a","jc16a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","vic40","vic41","vic43","vic45","ico2","pole2n","aoj11","pese1","pese2","aoj17","aoj12","aoj22","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b18","b20","b20a","b21","b21a","b32","b37","b47a","b14","b15","b19","b46","honb51","venb11","venhonb51","venhonvb10","epp1","epp3","n9","n11","n15","mil1","mil2","b3milx","mil3","mil4","pr3a","pr3b","pr3c","pr3d","pr3e","pr4","honqt1","honqt2","honqt3","honqt4","honqt5","honqt6","honqt7","honqt8","honqt9","honqt10","honqt11","honqt12","m1","m2","honm3","sd2new2","sd3new2","sd6new2","infrax","coer1","ros1","ros4","ing4","eff1","eff2","mil7","env1","dst1","pn4","w14a","e5","e15","e3","e16","d1","d2","d3","d4","d5","d6","per4","per9","dem2","dem11","aut1","honjc17","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","exc7","diso7","diso8","diso10","diso18","diso14","diso16","diso17","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar7","fear10","vic44","fear6f","vb1","vb2","vb3n","vb4new","vb101","vb10","vb11","pol1","vb20","clien1n","clien1na","for1n","for4","for5","for6","for7","for6b","for7b","mil10a","mil10c","mil10e","wf1","cct1b","ed","ed2","q3c","q5b","ocup4a","ocup1a","q10new","q10g","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","leng1","www1","gi0","gi1","gix4","gi4","gi7","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","inf3a","formatq","colorr","ti","sexi","colori","uniq_id","sex"
"4","00546ee9-1497-44e6-88c9-dab0f75a9167-9cf2640ffa26306658771201","405","3","42","408","805","110304","181","2","5","1","31mar2014","1","2","1984","30","2","5","3","2","2","2","999999","2","1","1","2","999999","1","2","999999","999999","999999","999999","999999","1","3","1","2","3","4","3","4","4","4","2","4","2","999999","999999","2","1","2","2","2","999999","999999","999999","2","1","2","2","2","2","2","2","3","3","4","4","1","4","6","5","5","5","3","1","6","3","5","5","6","4","6","6","6","5","5","4","5","5","6","5","6","6","6","6","5","6","4","5","4","5","5","4","4","5","5","4","5","4","2","3","3","2","4","2","4","3","2","2","3","3","2","3","3","2","2","2","2","2","6","6","3","5","7","6","3","1","3","1","5","1","2","1","5","4","1","1","10","1","5","6","3","2","2","1","0","0","0","0","999999","0","0","999999","0","2","3","4","4","4","2","4","5","2","999999","2","2","2","0","0","3","2","2","999999","5","999999","2","999999","3","3","2","2","4","4","4","3","3","1","2","4","4","2","2","2","12","3","2","4","5","999999","15","999999","1","2","2","2","2","4","2","2","2","405","1","1","1","1","1","888888","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","31.5","2","4","HON14_0001","2"
"4","00546ee9-1497-44e6-88c9-dab0f75a9167-9cf2640ffa26306658771202","405","3","42","408","805","110304","181","2","5","1","31mar2014","1","1","1965","49","2","3","2","2","2","2","999999","3","1","1","1","999999","1","2","999999","999999","999999","999999","999999","2","4","3","4","4","4","999999","4","3","2","2","5","2","999999","999999","2","2","2","2","2","999999","999999","999999","2","2","2","2","2","3","2","2","3","3","4","3","2","6","6","2","5","4","4","4","4","4","4","4","4","3","5","4","7","5","4","4","4","4","2","2","2","5","3","4","4","4","4","4","5","2","6","4","4","4","3","6","6","5","3","3","4","4","4","3","4","3","4","4","3","3","2","3","4","3","999999","3","2","4","3","5","3","3","5","3","3","2","3","2","5","4","4","5","5","4","6","5","6","5","5","4","2","2","2","2","0","0","0","999999","0","999999","999999","999999","0","2","5","5","888888","5","4","3","4","888888","999999","888888","2","2","0","1","999999","1","2","999999","2","999999","2","999999","2","1","2","2","4","4","1","3","3","1","3","4","4","2","2","2","16","4","2","2","1","988888","15","888888","1","2","2","2","5","3","0","3","2","405","2","1","1","1","1","129","1","1","1","2","1","1","0","1","1","1","1","1","1","1","2","2","3","33.3","2","3","HON14_0002","1"
"4","00546ee9-1497-44e6-88c9-dab0f75a9167-9cf2640ffa26306658771203","405","3","42","408","805","110304","181","2","5","1","31mar2014","1","2","1959","55","2","3","3","2","2","2","999999","3","1","1","1","1","2","2","999999","999999","999999","999999","999999","2","4","3","4","4","4","4","4","4","4","3","5","2","999999","999999","2","1","1","2","2","999999","999999","999999","2","2","2","2","999999","3","3","2","2","2","4","4","3","6","5","5","4","5","3","4","3","3","4","6","5","5","5","5","6","5","3","5","4","4","4","5","5","4","5","5","4","4","6","6","5","5","5","4","4","4","4","5","5","4","3","4","4","4","4","3","3","4","3","4","4","4","2","3","3","3","999999","2","2","3","5","5","6","5","5","4","2","3","4","2","6","2","1","1","5","5","5","5","5","4","2","4","2","2","2","2","0","0","0","999999","999999","999999","999999","999999","0","2","5","5","3","5","5","5","5","2","999999","888888","2","2","0","0","999999","1","1","403","999999","999999","2","999999","4","888888","2","2","4","4","1","3","3","2","2","3","4","1","2","2","15","4","2","2","1","4","988888","988888","1","2","2","2","2","5","2","3","1","401","2","1","1","1","1","150","1","0","1","2","1","1","0","1","1","1","0","1","1","1","2","2","2","36.366","2","4","HON14_0003","2"
"4","00546ee9-1497-44e6-88c9-dab0f75a9167-9cf2640ffa26306658771204","405","3","42","408","805","110304","181","2","5","1","31mar2014","1","2","1978","36","2","5","3","2","2","2","999999","3","1","1","2","999999","999999","2","999999","999999","999999","999999","999999","1","4","1","2","2","4","4","4","2","4","1","5","2","999999","999999","1","1","2","2","1","1","8","2","1","2","2","2","2","1","3","3","2","2","4","3","1","3","7","2","4","6","4","5","5","5","5","4","4","4","4","3","6","4","4","4","4","4","5","4","5","5","4","3","5","5","5","3","4","4","5","5","2","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","2","2","2","4","2","2","3","2","5","1","7","1","5","4","2","1","3","1","5","1","1","1","10","9","8","6","8","1","1","7","2","2","2","1","0","0","0","999999","999999","999999","999999","0","0","3","5","5","888888","5","5","3","5","1","2","1","2","1","1","1","4","1","1","401","999999","999999","2","999999","3","1","2","2","4","4","1","3","3","4","999999","4","4","4","2","2","17","4","4","3","5","999999","16","999999","1","2","2","1","2","6","3","4","1","401","1","1","1","1","1","128","1","0","1","1","1","1","0","1","1","1","1","888888","999999","0","2","2","3","32.766","2","4","HON14_0004","2"
"4","00a05166-18d8-4667-b832-d1bbf8df24f4-7006111a4c45344b58760327","406","3","48","411","1101","130305","192","2","5","1","02apr2014","1","1","1977","37","2","13","3","3","2","2","999999","4","1","1","999999","999999","2","1","1","1","2","2","2","2","4","1","2","2","4","999999","4","2","4","3","5","2","999999","999999","2","2","2","2","2","999999","999999","999999","2","2","2","2","2","5","3","2","3","2","4","4","3","1","4","1","5","5","2","1","5","1","2","4","7","1","1","3","4","1","1","3","5","2","1","3","1","4","2","4","1","1","3","6","7","4","1","1","888888","3","7","1","1","1","3","4","4","4","3","3","3","3","4","888888","3","4","3","3","3","3","2","2","4","4","7","7","7","1","5","7","3","2","2","2","10","1","7","1","10","10","10","5","1","1","1","7","2","2","2","1","0","0","0","999999","0","999999","999999","0","0","1","5","5","3","5","3","2","2","1","1","888888","2","1","0","0","3","1","1","988888","999999","999999","1","988888","3","3","2","2","4","4","4","888888","999999","3","3","888888","888888","3","2","2","4","0","5","1","1","4","1","1","2","2","3","3","2","4","1","5","3","401","5","1","1","888888","1","128","1","0","1","0","0","0","0","1","0","0","0","0","999999","1","1","2","5","51.566","2","6","HON14_0005","1"
"4","00fd57fe-51e4-47d8-834a-3d33e202a849-697680513876eb3e5877532","402","3","13","403","301","120101","185","1","4","1","18mar2014","1","2","1988","26","2","5","2","2","1","2","999999","3","2","1","2","2","999999","2","999999","999999","999999","999999","999999","2","1","1","1","2","4","4","4","4","4","1","10","2","999999","999999","2","2","1","2","2","999999","999999","999999","2","1","2","2","2","1","2","1","3","2","4","2","1","4","3","1","5","6","3","5","7","2","5","7","1","1","7","7","7","3","2","4","1","1","1","4","5","3","2","5","4","4","4","7","7","4","4","2","3","5","4","4","3","2","1","3","2","2","2","2","2","2","2","3","2","1","1","2","3","1","2","3","2","4","4","4","4","5","3","7","2","1","2","2","3","5","3","1","3","10","1","1","1","1","2","7","3","2","2","2","0","0","0","999999","999999","999999","0","999999","0","1","1","1","1","1","4","4","5","2","999999","1","2","2","1","0","4","1","1","402","999999","999999","2","999999","4","2","2","2","4","4","4","2","2","2","2","2","3","2","2","2","18","8","1","1","3","999999","10","999999","2","2","2","3","2","3","0","2","2","401","4","1","1","1","1","72","1","1","0","1","0","1","0","1","0","1","0","1","0","1","1","2","8","38.4","1","6","HON14_0006","2"
"4","01a10b85-1705-4f1e-8e68-d4d8b7fee6f8-ca838cf4db8bf4be5876881","403","3","27","404","409","50501","86","1","4","1","24mar2014","1","1","1977","37","1","5","2","2","2","2","999999","4","1","1","1","2","2","2","999999","999999","999999","999999","999999","2","4","4","2","4","4","999999","4","4","4","1","888888","1","1","2","2","2","1","2","2","999999","999999","999999","2","2","2","2","2","6","4","1","3","3","4","4","1","7","1","1","1","1","1","1","1","1","1","1","1","1","5","6","1","1","5","1","1","1","1","1","1","3","1","1","1","2","1","1","1","1","6","7","1","7","7","7","1","7","4","4","4","4","4","4","4","4","4","4","4","4","2","5","3","4","3","4","6","4","7","7","1","1","1","7","2","2","3","1","10","10","1","10","1","10","1","1","1","1","1","7","3","1","1","1","1","0","0","999999","0","999999","999999","0","0","1","4","4","2","5","2","4","4","2","999999","1","1","1","0","0","4","1","1","404","999999","999999","2","999999","4","888888","2","2","1","1","1","1","1","1","1","988888","4","2","2","2","9","2","988888","988888","1","4","988888","988888","2","2","3","2","2","5","1","3","2","401","2","1","1","1","1","128","1","1","1","1","0","1","0","1","1","1","1","1","0","0","1","2","8","40.866","2","3","HON14_0007","1"
"4","01a10b85-1705-4f1e-8e68-d4d8b7fee6f8-ca838cf4db8bf4be5876883","403","3","27","404","409","50501","86","1","4","1","24mar2014","1","2","1982","32","1","5","3","2","2","2","999999","3","1","1","2","2","2","2","999999","999999","999999","999999","999999","2","1","1","4","4","4","4","4","4","4","1","5","2","999999","999999","2","2","2","2","1","1","3","4","1","1","1","2","2","5","3","2","3","3","4","4","2","3","5","3","3","3","4","2","5","5","1","1","6","3","5","2","5","1","2","4","5","4","6","3","2","6","5","4","3","2","2","5","5","5","6","6","4","3","3","4","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","2","3","5","4","5","5","4","3","3","6","2","1","3","1","4","3","2","2","2","5","4","4","1","6","2","7","988888","2","1","1","0","0","0","999999","999999","999999","0","999999","0","2","3","4","5","4","4","4","4","2","999999","2","2","2","0","0","3","1","1","401","999999","999999","2","999999","4","1","2","2","2","2","1","1","2","1","1","2","4","2","2","2","12","1","5","1","5","999999","12","999999","2","2","4","2","2","3","1","1","2","401","1","1","1","1","1","888888","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","2","6","35.983000000000004","2","3","HON14_0008","2"
"4","01e6d821-82a1-41da-90dd-64cf3b2093c4-7006111a4c45344b58760273","406","2","46","409","1405","40101","72","2","5","1","30mar2014","1","1","1978","36","1","3","3","3","2","2","999999","3","1","1","3","3","3","2","999999","999999","999999","999999","999999","2","4","4","2","4","4","999999","4","4","4","2","5","2","999999","999999","1","1","2","2","2","999999","999999","999999","1","2","2","2","2","1","3","3","3","2","3","3","2","4","5","4","4","3","3","3","7","4","4","7","7","4","3","3","3","2","3","2","4","2","7","3","3","7","2","2","3","3","4","7","7","5","7","7","7","5","7","1","1","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","4","2","2","3","4","7","7","7","1","5","7","2","2","2","1","10","6","1","10","1","10","1","4","4","1","4","7","2","2","2","2","0","0","0","0","0","999999","0","0","0","2","4","4","4","4","4","4","4","1","1","888888","888888","1","0","0","4","2","1","401","999999","999999","2","999999","4","4","1","1","10","4","10","1","2","1","3","4","4","3","1","2","4","0","4","1","1","4","2","2","2","1","4","3","1","1","0","2","1","401","5","1","888888","888888","1","888888","1","0","1","0","0","0","0","1","1","0","0","1","1","1","1","2","3","36.283","2","6","HON14_0009","1"
"4","023b5ad9-98fa-437f-90ec-ec2d8ecca63b-d03081556b84ac2e58759100","409","2","64","422","2201","170101","232","1","3","1","26mar2014","1","1","1984","30","1","5","3","3","2","2","999999","3","2","1","2","2","2","2","999999","999999","999999","999999","999999","1","4","3","4","4","2","999999","4","4","4","3","4","2","999999","999999","1","1","2","2","2","999999","999999","999999","1","2","2","2","2","2","3","2","2","3","2","2","2","4","4","4","2","4","3","1","3","2","2","7","7","4","5","3","6","4","3","2","888888","888888","5","1","3","7","1","6","3","1","4","5","7","1","6","7","3","7","6","5","3","4","2","3","3","4","4","4","2","4","3","888888","888888","3","3","2","2","3","2","2","6","2","1","1","7","1","4","6","2","2","2","2","10","1","1","1","1","1","1","1","1","1","7","4","2","1","2","1","1","1","1","999999","0","999999","0","999999","1","1","1","1","1","2","1","2","3","1","2","1","2","2","0","0","999999","1","1","402","999999","999999","1","406","1","3","1","1","4","4","1","1","2","1","1","2","4","1","2","2","3","0","5","1","1","4","8","4","1","2","2","3","1","2","0","1","1","401","4","1","1","1","1","18","1","1","1","0","0","1","0","1","1","0","0","1","1","1","1","2","5","41.933","2","4","HON14_0010","1"
