"country","activity","year","month","date","district","school_type","treatment","treat_phase","student_id","grade","level","female","age","language","clpm","clspm","csspm","cwpm","cnonwpm","unt_orf","orf","letter_score","letter_score_pcnt","letter_time_remain","letter_attempted","letter_attempted_pcnt","letter_sound_score","letter_sound_score_pcnt","letter_sound_time_remain","letter_sound_attempted","letter_sound_attempted_pcnt","fam_word_score","fam_word_score_pcnt","fam_word_time_remain","fam_word_attempted","fam_word_attempted_pcnt","oral_read_score","oral_read_score_pcnt","oral_read_time_remain","oral_read_attempted","oral_read_attempted_pcnt","read_comp_score","read_comp_score_pcnt","read_comp_attempted","read_comp_attempted_pcnt","unt_oral_read_score","unt_oral_read_score_pcnt","unt_oral_read_time_remain","unt_oral_read_attempted","unt_oral_read_attempted_pcnt","unt_read_comp_score","unt_read_comp_score_pcnt","unt_read_comp_attempted","unt_read_comp_attempted_pcnt","list_comp_score","list_comp_score_pcnt","list_comp_attempted","list_comp_attempted_pcnt","pa_num_sound_score","pa_num_sound_score_pcnt","pa_num_sound_attempted","pa_num_sound_attempted_pcnt","pa_phon_sound_score","pa_phon_sound_score_pcnt","pa_phon_sound_attempted","pa_phon_sound_attempted_pcnt","pa_diff_init_sound_score","pa_diff_init_sound_score_1","pa_diff_init_sound_attempted","pa_diff_init_sound_attempted_1","pa_init_sound_score","pa_init_sound_score_pcnt","pa_init_sound_attempted","pa_init_sound_attempted_pcnt","syllable_sound_score","syllable_sound_score_pcnt","syllable_sound_time_remain","syllable_sound_attempted","syllable_sound_attempted_1","vocab_word_score","vocab_word_attempted","eq_orf","eq_oral_read_score","eq_oral_read_score_pcnt","eq_oral_read_attempted","eq_oral_read_attempted_pcnt","final_weight","strata1","strata2","strata3","strata4","strata5","fpc1","fpc2","fpc3","fpc4","fpc5","su1","su2","su3","su4","su5","wt1","wt2","wt3","wt4","wt5","cot_score","cot_attempted","cot_attempted_pcnt","invent_word_score","invent_word_score_pcnt","invent_word_time_remain","invent_word_attempted","invent_word_attempted_pcnt","eq_read_comp_score","eq_read_comp_score_pcnt","eq_read_comp_attempted","eq_read_comp_attempted_pcnt","cohort","intervention","encrypted_school_code"
"Liberia","LTTP2","2013","June","NA","Left Bank St. Paul District","NA","Full treatment","Midline 1","7510","2","NA","Male","12","English","109.0909119","NA","NA","43","10","NA","34","100","1","5","100","1","NA","NA","NA","NA","NA","43","0.860000014","0","46","0.934782624","34","0.576271176","0","41","0.829268277","1","0.200000003","2","0.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","0.333333343","3","0.333333343","NA","NA","NA","NA","NA","NA","NA","NA","6","0.600000024","9","0.666666687","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","40.02829742","40.02829742","0.678445697","48.26941681","0.976299942","17.68870735","8","3","NA","NA","NA","792","20","NA","NA","NA","NA","NA","NA","NA","NA","6.191047192","2.857142925","NA","NA","NA","NA","NA","NA","10","0.200000003","0","29","0.344827592","1.359306097","0.271861225","2.718612194","0.679653049","Cohort 1","NA","cea784396811723f7a4c0a1cd85f5930"
"Liberia","LTTP2","2013","June","NA","Left Bank St. Paul District","NA","Full treatment","Midline 1","7866","2","NA","Male","9","English","58","NA","NA","0","0","NA","0","58","0.579999983","0","59","0.983050823","NA","NA","NA","NA","NA","0","0","39","5","0","0","0","37","5","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","0.333333343","3","0.333333343","NA","NA","NA","NA","NA","NA","NA","NA","0","0","4","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","5.886514187","0","17.68870735","8","3","NA","NA","NA","792","20","NA","NA","NA","NA","NA","NA","NA","NA","6.191047192","2.857142925","NA","NA","NA","NA","NA","NA","0","0","38","5","0","0","0","0","0","Cohort 1","NA","cea784396811723f7a4c0a1cd85f5930"
"Liberia","LTTP2","2013","June","NA","Yarwein-Mensonnoh District","NA","Control","Midline 1","4489","2","NA","Female","14","English","56","NA","NA","22","0","NA","28","56","0.560000002","0","66","0.848484874","NA","NA","NA","NA","NA","22","0.439999998","0","38","0.578947365","28","0.474576265","0","37","0.756756783","1","0.200000003","2","0.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","3","0","NA","NA","NA","NA","NA","NA","NA","NA","0","0","5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","32.96448135","32.96448135","0.558719993","43.56020737","0.890931964","16.88123703","9","4","NA","NA","NA","572","6","NA","NA","NA","NA","NA","NA","NA","NA","11.25415802","1.5","NA","NA","NA","NA","NA","NA","0","0","45","5","0","1.359306097","0.271861225","2.718612194","0.679653049","Cohort 2","NA","c7f64044bdea24b81008d4b3a1c09274"
"Liberia","LTTP2","2013","June","NA","Yarwein-Mensonnoh District","NA","Control","Midline 1","7591","2","NA","Female","12","English","63","NA","NA","27","0","NA","31","63","0.629999995","0","73","0.863013685","NA","NA","NA","NA","NA","27","0.540000021","0","32","0.84375","31","0.525423706","0","42","0.738095224","2","0.400000006","3","0.666666687","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0.666666687","3","0.666666687","NA","NA","NA","NA","NA","NA","NA","NA","5","0.5","10","0.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","36.4963913","36.4963913","0.618582845","49.44672012","0.868961632","16.88123703","9","4","NA","NA","NA","572","6","NA","NA","NA","NA","NA","NA","NA","NA","11.25415802","1.5","NA","NA","NA","NA","NA","NA","0","0","44","5","0","2.718612194","0.543722451","4.07791853","0.906204104","Cohort 2","NA","c7f64044bdea24b81008d4b3a1c09274"
"Liberia","LTTP2","2013","May","NA","Margibi County","NA","Full treatment","Midline 1","8716","1","NA","Male","12","English","92","NA","NA","18","0","NA","7","92","0.920000017","0","92","1","NA","NA","NA","NA","NA","18","0.360000014","0","22","0.818181813","7","0.118644066","0","20","0.349999994","1","0.200000003","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA","8","0.800000012","10","0.800000012","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8.241120338","8.241120338","0.139679998","23.54605675","0.412055999","37.70475388","8","1","NA","NA","NA","792","17","NA","NA","NA","NA","NA","NA","NA","NA","17.74341393","2.125","NA","NA","NA","NA","NA","NA","0","0","46","5","0","1.359306097","0.271861225","1.359306097","1.359306097","Cohort 1","NA","b2d3cf014ee694bbf6238772dac818d9"
"Liberia","LTTP2","2013","May","NA","Margibi County","NA","Full treatment","Midline 1","7365","1","NA","Male","13","English","76","NA","NA","17","0","NA","10","76","0.75999999","0","88","0.863636374","NA","NA","NA","NA","NA","17","0.340000004","0","24","0.708333313","10","0.169491529","0","20","0.5","1","0.200000003","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA","3","0.300000012","10","0.300000012","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11.77302837","11.77302837","0.199542865","23.54605675","0.588651419","37.70475388","8","1","NA","NA","NA","792","17","NA","NA","NA","NA","NA","NA","NA","NA","17.74341393","2.125","NA","NA","NA","NA","NA","NA","0","0","48","5","0","1.359306097","0.271861225","1.359306097","1.359306097","Cohort 1","NA","b2d3cf014ee694bbf6238772dac818d9"
"Liberia","LTTP2","2013","June","NA","Left Bank St. Paul District","NA","Full treatment","Midline 1","9315","2","NA","Male","11","English","70","NA","NA","9","0","NA","6","70","0.699999988","0","71","0.985915482","NA","NA","NA","NA","NA","9","0.180000007","0","15","0.600000024","6","0.101694912","0","15","0.400000006","1","0.200000003","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA","4","0.400000006","10","0.400000006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7.063817501","7.063817501","0.119725712","17.65954399","0.470921159","17.68870735","8","3","NA","NA","NA","792","20","NA","NA","NA","NA","NA","NA","NA","NA","6.191047192","2.857142925","NA","NA","NA","NA","NA","NA","0","0","42","5","0","1.359306097","0.271861225","1.359306097","1.359306097","Cohort 1","NA","cea784396811723f7a4c0a1cd85f5930"
"Liberia","LTTP2","2013","June","NA","Left Bank St. Paul District","NA","Full treatment","Midline 1","6715","2","NA","Male","14","English","49","NA","NA","5","0","NA","0","49","0.49000001","0","50","0.980000019","NA","NA","NA","NA","NA","5","0.100000001","0","13","0.384615391","0","0","42","5","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA","4","0.400000006","9","0.444444448","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","5.886514187","0","17.68870735","8","3","NA","NA","NA","792","20","NA","NA","NA","NA","NA","NA","NA","NA","6.191047192","2.857142925","NA","NA","NA","NA","NA","NA","0","0","42","5","0","0","0","0","0","Cohort 1","NA","cea784396811723f7a4c0a1cd85f5930"
"Liberia","LTTP2","2013","June","NA","Tappita # 2 District","NA","Full treatment","Midline 1","9740","2","NA","Male","13","English","46","NA","NA","9","0","NA","0","46","0.460000008","0","57","0.807017565","NA","NA","NA","NA","NA","9","0.180000007","0","20","0.449999988","0","0","51","1","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0.666666687","3","0.666666687","NA","NA","NA","NA","NA","NA","NA","NA","5","0.5","10","0.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","1.177302837","0","21.44686699","8","3","NA","NA","NA","792","4","NA","NA","NA","NA","NA","NA","NA","NA","16.08514977","1.333333373","NA","NA","NA","NA","NA","NA","0","0","43","5","0","0","0","0","0","Cohort 1","NA","2be12f2233468ff7a64c5c611f0a4722"
"Liberia","LTTP2","2013","June","NA","Tappita # 2 District","NA","Full treatment","Midline 1","4243","2","NA","Male","10","English","60","NA","NA","0","0","NA","0","60","0.600000024","0","60","1","NA","NA","NA","NA","NA","0","0","45","5","0","0","0","55","1","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","0.666666687","3","0.666666687","NA","NA","NA","NA","NA","NA","NA","NA","2","0.200000003","9","0.222222224","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","1.177302837","0","21.44686699","8","3","NA","NA","NA","792","4","NA","NA","NA","NA","NA","NA","NA","NA","16.08514977","1.333333373","NA","NA","NA","NA","NA","NA","0","0","46","5","0","0","0","0","0","Cohort 1","NA","2be12f2233468ff7a64c5c611f0a4722"
