"id","householdid","sex","relationship","age","maritalstatus","occupation","monthsinhouse","member","participate","read","write","school","grade","diploma","inschool","notinschool","notinschoolspec","daysmissedschool","reasonmissedschool","tuition","uniform","textbooks","schoolsupplies","schoolcosts","vaccination","wormmed","iron","diarrhea","ors","sugarsaltdrink","d_treatoutside","d_whynotreat","d_wheretreat","d_dayslost","fever","cough","breatheprobs","reas_breathe_probs","f_treatoutside","f_whynotreat","f_wheretreat","f_wheretreatspec","f_medicine","f_dayslost"
"25","7442","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","1","1","2","1",,"2","7","1","1","1","2","1",,"2",,"1","7"
"25","6884","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"1","1","2",,"1",,"2",,"1","1"
"25","6452","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","2",,,,,,,"1","1","2",,"1",,"2",,"1","3"
"25","3567","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","1","2",,,,,,,"2","2",,,,,,,,
"25","4009","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"1","2",,,"1",,"2",,"1","2"
"25","1418","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"2","2",,,,,,,,
"25","754","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","1","2","2","1",,"6","3","2","2",,,,,,,,
"25","1287","2","Niece/Nephew","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","1","1","2","1",,"3","2","1","1","2",,"1",,"3",,"1","3"
"25","5829","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"2","2",,,,,,,,
"25","1206","2","Child/Adopted child","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"2","2",,,,,,,,
"25","204","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","1","1","2","1",,"2","4","1","2",,,"1",,"2",,"1","4"
"3","1792","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","1","2","2","1",,"3","0","1","1","2",,"1",,"3",,"1","0"
"3","3592","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","1","1","2","1",,"2","2","1","1","2",,"1",,"2",,"1","1"
"3","210","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"2","2",,,,,,,,
"3","7886","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"2","2",,,,,,,,
"3","156","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"2","2",,,,,,,,
"3","1955","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","2",,,,,,,"1","2",,,"1",,"2",,"1","7"
"3","655","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","2",,,,,,,"1","1","1","3","1",,"2",,"1","7"
"3","3507","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","1","2",,,,,,,"2","2",,,,,,,,
"3","4330","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","1","2","2","2","1",,"2","2","2",,,,,,,,
"3","7294","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"2","2",,,,,,,,
"3","7535","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","2",,,,,,,"2","1","1","2","1",,"2",,"1","3"
"3","7977","1","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","1","1","2","1",,"3","5","2","2",,,,,,,,
"3","1322","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"2","2",,,,,,,,
"3","4017","2","Child/Adopted child","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","1","2","1","1",,"5","0","1","1","1","2","1",,"5",,"1","0"
"3","5704","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"1","2",,,"1",,"2",,"1","4"
"3","5564","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","1","2","2","1",,"2","1","2","2",,,,,,,,
"3","1976","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"1","2",,,"1",,"4",,"1","1"
"32","524","1","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","1","2","2","2","2",,"2","1","2",,,"2","2",,,"2","2"
"32","2426","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"1","1","1","3","1",,"3",,"1","4"
"32","4151","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"2","2",,,,,,,,
"32","5132","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","2",,,,,,,"2","2",,,,,,,,
"32","4087","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"2","2",,,,,,,,
"32","1070","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","1","1","2","2","1",,"4","1","2",,,"1",,"2",,"1","4"
"32","7449","1","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","1","2",,,,,,,"2","2",,,,,,,,
"32","7133","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","1","1","2","1",,"2","3","1","1","1","1","1",,"2",,"1","2"
"32","8529","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"2","2",,,,,,,,
"32","5092","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","2",,,,,,,"2","2",,,,,,,,
"32","5397","2","Child/Adopted child","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"2","2",,,,,,,,
"32","1477","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","2",,,,,,,"2","2",,,,,,,,
"32","1067","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","1","2","2","1",,"1","0","2","2",,,,,,,,
"32","6550","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","1","2",,,,,,,"2","2",,,,,,,,
"32","7223","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","2",,,,,,,"1","2",,,"1",,"2",,"1","2"
"32","3203","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","1","2","2","1",,"2","2","1","2",,,"1",,"2",,"1","2"
"32","6022","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"2","2",,,,,,,,
"32","3973","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"2","2",,,,,,,,
"32","121","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","1","1","2","1",,"2","0","1","2",,,"1",,"2",,"1","0"
"32","2928","1","Child/Adopted child","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","1","1","2","1",,"2","4","1","1","2",,"1",,"2",,"1","4"
"32","3787","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"2","2",,,,,,,,
"32","871","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","1","1","2","1",,"5","2","1","2",,,"1",,"5",,"1","5"
"32","3507","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"2","2",,,,,,,,
"8","2978","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","1","2","2","1",,"2","7","2","2",,,,,,,,
"8","6140","2","Child/Adopted child","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"2","2",,,,,,,,
"8","4658","1","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"2","2",,,,,,,,
"8","1076","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"2","2",,,,,,,,
"8","3105","1","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"2","2",,,,,,,,
"8","4877","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","2",,,,,,,"1","1","2",,"1",,"5",,"1","2"
"8","2459","1","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"1","1","2",,"1",,"2",,"1","3"
"10","538","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","1","2","2","1",,"3","7","2","2",,,,,,,,
"10","8467","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","2",,,,,,,"2","2",,,,,,,,
"10","4877","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","2",,,,,,,"1","1","2",,"1",,,,"1","2"
"10","2987","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"2","2",,,,,,,,
"10","3105","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"2","2",,,,,,,,
"10","3569","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"1","1","1","3","1",,,,"1","2"
"10","6550","1","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","1","1","2","1",,"4","3","1","2",,,"1",,,,"1","3"
"16","2484","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"2","2","2","2",,,,,,,"1","1","1","2","1",,"2",,"1","2"
"16","6431","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"2","2",,,,,,,,
"16","6190","2","Child/Adopted child","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"2","1","1","2","1",,"5",,"1","0"
"16","6550","1","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","1","1","2","1",,"4","1","1","2",,,"1",,"4",,"1","1"
"16","6801","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"2","2",,,,,,,,
"16","4529","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","2",,,,,,,"2","2",,,,,,,,
"14","4944","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"2","2",,,,,,,,
"14","1482","1","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"2","1","2",,"1",,"2",,"1","3"
"14","2484","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"2","1","2","1","1","2","2","6",,"1","2","2",,,,,,,,
"14","4000","1","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","1","2","2","1",,"4","1","1","1","2",,"1",,"4",,"1","1"
"14","4984","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"1","2",,,"1",,"2",,"1","2"
"14","4760","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","2",,,,,,,"2","2",,,,,,,,
"6","4760","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","2",,,,,,,"2","2",,,,,,,,
"6","1068","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"2","1","1","2","2","1",,,"1","6"
"6","4889","1","Niece/Nephew","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","2",,,,,,,"1","1","2",,"1",,"2",,"1","0"
"6","4967","1","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","1","2","2","1",,"5","2","1","2",,,"1",,"5",,"1","2"
"18","4947","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"2","2",,,,,,,,
"18","4791","1","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","1","2",,,,,,,"1","1","1","2","1",,"2",,"1","2"
"18","1076","1","Niece/Nephew","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"1","1","2",,"1",,"5",,"1","3"
"18","1068","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","2",,,,,,,"2","2",,,,,,,,
"31","146","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","2",,,,,,,"2","2",,,,,,,,
"17","6085","2","Grandchild","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","2",,,,,,,"1","1","2",,"2","1",,,"1","3"
"4","5656","2","Other","1-2.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","1","1","1","2","1",,"2","6","1","1","1","2","1",,"2",,"1","6"
"12","7008","1","Other","2-9.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","1","1","2","2","2","1",,"7","1","1","2",,"2","1",,,"1","7"
"23","5896","2","Other","2-9.","NA","NA","12","1",,"2",,"2","NA",,,,,,,,,,,,"1","1","2","1","2","2","1",,"2","1","1","1","2",,"2","6",,,"1","0"
"23","747","1","Head","2-9.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","1","2","2","1",,"1","3","2","2",,,,,,,,
"23","5734","1","Other","2-9.","NA","NA","12","1",,"2",,"2","NA",,,,,,,,,,,,"1","2","2","1","1","2","1",,"1","3","2","2",,,,,,,,
"23","701","1","Other","2-9.","NA","NA","12","1",,"2",,"1","NA","0","1",,,"0",,"0","350","230","350",,"2","1","2","1","1","2","1",,"4","2","2","2",,,,,,,,
"23","7421","2","Other","2-9.","NA","NA","12","1",,"2",,"1","NA","0","1",,,"0",,"800","650","0","1000",,"1","1","2","2",,,,,,,"2","2",,,,,,,,
"23","6082","2","Other","2-9.","NA","NA","12","1",,"2",,"1","NA","0","1",,,"0",,"0","500","0","0","500","1","1","2","2",,,,,,,"1","2",,,"1",,"1",,"1","1"
"23","8405","2","Other","2-9.","NA","NA","12","1",,"1","2","1","Elementary school","0","1",,,"0",,"150","800","150","0","1100","1","1","2","2",,,,,,,"1","1","1","3","2","1",,,"1","7"
"23","995","1","Other","2-9.","NA","NA","12","1",,"2",,"2","NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"2","2",,,,,,,,
"23","3812","2","Other","2-9.","NA","NA","12","1",,"2",,"1","NA","0","1",,,"0",,"50","550","450","350","1400","1","2","2","2",,,,,,,"1","2",,,"1",,"2",,"1","3"
"23","6983","1","Other","2-9.","NA","NA","12","1",,"2",,"2","NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"2","2",,,,,,,,
"23","2858","2","Other","2-9.","NA","NA","12","1",,"2",,"2","NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"2","2",,,,,,,,
"23","8141","2","Other","2-9.","NA","NA","12","1",,"2",,"2","NA",,,,,,,,,,,,"1","2","2","1","1","2","1",,"1","2","2","2",,,,,,,,
"23","7778","1","Other","2-9.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"1","1","2",,"1",,"1",,"1","3"
"23","6652","1","Other","2-9.","NA","NA","12","1",,"2",,"1","NA","0","1",,,"0",,"1500","450","0","0","1950","1","1","2","1","1","2","1",,"3","3","1","2",,,"1",,"3",,"1","3"
"23","5935","2","Other","2-9.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"1","2",,,"1",,"1",,"1","3"
"23","7090","1","Head","2-9.","NA","NA","12","1",,"2",,"2","NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"2","2",,,,,,,,
"23","49","1","Child/Adopted child","2-9.","NA","NA","12","1",,"2",,,"NA",,,,,,,,,,,,"2","2","2","2",,,,,,,"1","2",,,"1",,"2",,"1","0"
"23","5463","2","Other","2-9.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","1","2","2",,,,,,,"2","2",,,,,,,,
"23","2465","2","Other","2-9.","NA","NA","12","1",,"2",,"1","NA","0","1",,,"2","4","200","1500","350","20","2070","1","1","2","1","2","2","1",,"2","1","1","2",,,"1",,"2",,"1","1"
"23","3366","1","Other","2-9.","NA","NA","12","1",,"2",,"1","NA","0","1",,,"0",,"2200","500","250","700","3650","1","1","1","2",,,,,,,"2","2",,,,,,,,
"26","1349","1","Other","2-9.","NA","NA","12","1",,"2",,"1","Elementary school","0","1",,,"0",,,,,,"4750","1","1","2","2",,,,,,,"1","2",,,"1",,,,"1",
"26","1796","1","Other","2-9.","NA","NA","12","1",,"2",,"1","NA","0","2","6",,,,,,,,,"1","2","1","2",,,,,,,"2","2",,,,,,,,
"26","999","2","Child/Adopted child","2-9.","NA","NA","12","1",,"2",,"1","NA","0","1",,,"0",,"0","1000","0","250","1250","1","1","2","2",,,,,,,"1","2",,,"1",,"4",,"1","4"
"26","7330","2","Other","2-9.","NA","NA","12","1",,,,,"NA",,,,,,,,,,,,"1","2","2","2",,,,,,,"2","2",,,,,,,,
