"questionnaire","village","district","sex","age","education","physc_pca","physc_score","weath_score","sespca","agri_score","agric_pca","hum_capitalpca","hum_score","gov_score","governance_pca","healthpca","health_score","infrast_score","infrastr_pca"
"1674","OGUDO","AMURIA","Male","43","Primary","2nd lowest","-1.033159137","-0.041116744","3rd lowest","1.232369065","4th quantile","None-Primary","-0.253881603","1.943272233","Highest",,,"-1.55817616","Lowest quantile"
"1762","OCORIKOT B","AMURIA","Male","49","Primary","Lowest quantile","-3.370717525","-1.86733222","Lowest quantile","0.481167376","3rd quantile","None-Primary","-0.253881603","1.943272233","Highest","Lowest quantile","-2.035676718","1.557944894","Highest quantile"
"1257","ABWOLOIT","AMURIA","Male","42","Primary","2nd lowest","-0.606377959","-3.448277235","Lowest quantile","0.606992841","4th quantile","None-Primary","-0.253881603","1.943272233","Highest",,,"-0.392986298","3rd lowest"
"1729","ogudo","AMURIA","Female","49","Other","Lowest quantile","-1.989030957","-0.619552016","2nd lowest",,,"Atleast Sec  education","0.851217806","1.943272233","Highest","3rd lowest","-0.442679226","-1.55817616","Lowest quantile"
"1539","OKUNGURO","AMURIA","Male","42","Other","2nd lowest","-1.353318334","-1.98115623","Lowest quantile","1.232369065","4th quantile","Atleast Sec  education","0.851217806","-1.491975188","Lowest","Highest quantile","2.558996201","-1.55817616","Lowest quantile"
"1707","AGULA LABOYOKO","AMURIA","Female","23","No schooling","Highest quantile","2.50096035","-0.575567961","2nd lowest","0.403940201","3rd quantile","None-Primary","-1.358981013","-1.491975188","Lowest","Lowest quantile","-3.054897547","0.405640244","4th lowest"
"1710","akular","AMURIA","Male","40","Other","2nd lowest","-1.597194791","0.129992455","3rd lowest","-2.762213469","1st quantile","Atleast Sec  education","1.956317186","-1.491975188","Lowest","Lowest quantile","-2.570381165","1.557944894","Highest quantile"
"915","TORONGOLE","AMURIA","Female","42","Primary","3rd lowest","-0.441736132",,,"-0.221436039","2nd quantile","None-Primary","-0.253881603","1.943272233","Highest",,,,
"1274","TORONGOLE","AMURIA","Male","43","No schooling","Lowest quantile","-1.781063676","-1.804592729","Lowest quantile","-0.221436039","2nd quantile","None-Primary","-1.358981013","-1.491975188","Lowest","3rd lowest","0.223701864","-1.55817616","Lowest quantile"
"1416","ODODING","AMURIA","Male","43","Primary","Lowest quantile","-2.904406071","0.129992455","3rd lowest","0.606992841","4th quantile","None-Primary","-0.253881603","-0.347146302","Average","2nd lowest","-1.351342559","-0.759549558","2nd lowest"
"1303","okokorio","AMURIA","Male","33","NA","Lowest quantile","-3.887782097","-3.619386435","Lowest quantile","-2.536838293","1st quantile",,,"-1.491975188","Lowest","3rd lowest","-0.159120977","-0.759549558","2nd lowest"
"1761","OCORIKOITA","AMURIA","Female","70","Primary","Lowest quantile","-3.123332977","-0.582179368","2nd lowest","1.309596181","5th quantile","None-Primary","-0.253881603","1.943272233","Highest","Lowest quantile","-2.035676718","1.557944894","Highest quantile"
"1315","orieta","AMURIA","Male","75","Primary","Lowest quantile","-2.500191927","-2.109438658","Lowest quantile","-0.785489023","2nd quantile","None-Primary","-0.253881603","-1.491975188","Lowest","2nd lowest","-0.6402964","-0.392986298","3rd lowest"
"1537","OKUNGURO","AMURIA","Female","32","No schooling","3rd lowest","-0.440811604","-1.16061461","2nd lowest","0.481167376","3rd quantile","None-Primary","-1.358981013","-1.491975188","Lowest","4th lowest","1.479405642","0.759318352","4th lowest"
"1326","torongole","AMURIA","Female","53","Other","3rd lowest","-0.378914773","-2.15226531","Lowest quantile","-1.410865307","1st quantile","Atleast Sec  education","0.851217806","-1.491975188","Lowest","3rd lowest","0.339157462","-1.55817616","Lowest quantile"
"1447","ODIDING","AMURIA","Female","25","Primary","4th lowest","1.156891227","-1.402720928","2nd lowest","0.403940201","3rd quantile","None-Primary","-0.253881603","1.58811295","Highest","2nd lowest","-1.615543604","-0.759549558","2nd lowest"
"1515","AKUNYUKO","AMURIA","Female","80","Primary","2nd lowest","-1.466660857","-3.083778143","Lowest quantile","-1.347408891","1st quantile","None-Primary","-0.253881603","-0.394746125","Average","2nd lowest","-0.6402964","1.557944894","Highest quantile"
"1638","AKUNYUKO","AMURIA","Male","37","Primary","Lowest quantile","-2.451872349","-2.15226531","Lowest quantile","0.606992841","4th quantile","None-Primary","-0.253881603","-0.394746125","Average","4th lowest","1.963922143","-0.392986298","3rd lowest"
"1521","ODUKUL","AMURIA","Male","75","Other","3rd lowest","0.191985086","1.639674664","Highest quantile","-0.221436039","2nd quantile","Atleast Sec  education","0.851217806","-1.491975188","Lowest","Highest quantile","2.558996201","0.220272079","3rd lowest"
"1394","ACUMES","AMURIA","Female","49","Primary","3rd lowest","0.375475287","-0.43040964","3rd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","0.750082731","Average","2nd lowest","-0.75626862","-0.759549558","2nd lowest"
"1487","ODIDING","AMURIA","Female","60","No schooling","Lowest quantile","-1.867444277","-1.98115623","Lowest quantile","-0.118979223","3rd quantile","None-Primary","-1.358981013","1.943272233","Highest","4th lowest","0.799057603","-0.392986298","3rd lowest"
"1529","ACOMAIT","AMURIA","Female","50","Primary","Lowest quantile","-3.076161146","-3.040951252","Lowest quantile","0.606992841","4th quantile","None-Primary","-0.253881603","-1.491975188","Lowest","3rd lowest","0.087366283","0.405640244","4th lowest"
"1451","OCORIKOIT B","AMURIA","Male","45","Primary","Highest quantile","2.02280879","0.672212243","4th Lowest","1.934972525","5th quantile","None-Primary","-0.253881603","1.943272233","Highest","Lowest quantile","-2.570381165","-1.55817616","Lowest quantile"
"1453","OKUNGURO","AMURIA","Female","38","Primary","3rd lowest","-0.181290552","-0.405615956","3rd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","-1.491975188","Lowest","Lowest quantile","-3.054897547","-1.55817616","Lowest quantile"
"1502","AKUNAKARIBU","AMURIA","Female","45","Primary","4th lowest","0.665389061","0.129992455","3rd lowest","1.309596181","5th quantile","None-Primary","-0.253881603","1.943272233","Highest","4th lowest","0.947157979","1.557944894","Highest quantile"
"1437","AMONI","AMURIA","Male","23","Primary","3rd lowest","-0.409898162","-1.331723809","2nd lowest","-0.722032726","2nd quantile","None-Primary","-0.253881603","-0.394746125","Average","4th lowest","0.722852409","-1.55817616","Lowest quantile"
"1393","ATIIDA","AMURIA","Female","35","Primary","3rd lowest","0.322587311","-1.142581463","2nd lowest","-1.005805969","2nd quantile","None-Primary","-0.253881603","1.58811295","Highest","3rd lowest","0.26680994","0.405640244","4th lowest"
"1645","ACHOMAI","AMURIA","Male","25","Primary","3rd lowest","-0.149303824","1.262295246","4th Lowest","0.606992841","4th quantile","None-Primary","-0.253881603","1.943272233","Highest","2nd lowest","-0.6402964","-0.392986298","3rd lowest"
"1512","mabasa","AMURIA","Male","33","Primary","Highest quantile","1.87730968","-0.582179368","2nd lowest","0.606992841","4th quantile","None-Primary","-0.253881603","1.943272233","Highest","2nd lowest","-0.680063367","1.557944894","Highest quantile"
"1758","ODIMAI","AMURIA","Male","49","Primary","2nd lowest","-1.536026716","-0.618394852","2nd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","1.943272233","Highest","Lowest quantile","-2.630750895","-0.405871511","3rd lowest"
"1695","ANGOROM","AMURIA","Male","47","No schooling","3rd lowest","-0.043723013","-2.157670259","Lowest quantile","1.10654366","4th quantile","None-Primary","-1.358981013","-1.491975188","Lowest","Lowest quantile","-3.341797113","-0.759549558","2nd lowest"
"1587","ATIIRA","AMURIA","Female","18","No schooling","Highest quantile","2.385840654","-1.325112462","2nd lowest","1.10654366","4th quantile","None-Primary","-1.358981013","-1.491975188","Lowest","2nd lowest","-1.218753934","-0.759549558","2nd lowest"
"1709","akular","AMURIA","Female","19","Primary","3rd lowest","0.451985329","-1.117787719","2nd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","-1.491975188","Lowest","Lowest quantile","-2.570381165","0.405640244","4th lowest"
"1423","AMOTOM","AMURIA","Female","698","No schooling","Lowest quantile","-2.194440842","-1.402720928","2nd lowest","0.808999538","4th quantile","None-Primary","-1.358981013","-0.298785597","Average",,,"1.557944894","Highest quantile"
"1277","TAKARAMIEM","AMURIA","Female","25","Primary","Lowest quantile","-1.791206598","-0.753288567","2nd lowest","-1.911461949","1st quantile","None-Primary","-0.253881603","-1.491975188","Lowest","2nd lowest","-0.992224216","-1.55817616","Lowest quantile"
"1657","AMUSUS","AMURIA","Male","46","Primary","4th lowest","0.665763021","-1.610045552","Lowest quantile","0.403940201","3rd quantile","None-Primary","-0.253881603","0.394923389","Average",,,"-1.55817616","Lowest quantile"
"1667","OCHAAUNAKOLONG","AMURIA","Female","58","No schooling","2nd lowest","-1.223797679","-1.577984452","Lowest quantile","0.106396146","3rd quantile","None-Primary","-1.358981013","1.943272233","Highest",,,"-0.759549558","2nd lowest"
"1592","TAKAREMIEM","AMURIA","Male","47","NA","4th lowest","1.390346289","-1.938329339","Lowest quantile","0.403940201","3rd quantile",,,"-1.491975188","Lowest","Lowest quantile","-3.054897547","-1.55817616","Lowest quantile"
"1786","ODIDING","AMURIA","Female","50","Primary","2nd lowest","-1.506583571","-1.98115623","Lowest quantile","1.232369065","4th quantile","None-Primary","-0.253881603","-1.491975188","Lowest",,,"-0.759549558","2nd lowest"
"1699","OCAUNAKOLONG","AMURIA","Female","65","No schooling","3rd lowest","-0.022948794","0.013357903","3rd lowest","-0.221436039","2nd quantile","None-Primary","-1.358981013","-1.491975188","Lowest","Lowest quantile","-3.341797113","-1.55817616","Lowest quantile"
"1284","ayoga","AMURIA","Female","45","Primary","Lowest quantile","-3.806166887","1.25189805","4th Lowest","-0.518980086","2nd quantile","None-Primary","-0.253881603","1.943272233","Highest","Lowest quantile","-2.035676718","1.557944894","Highest quantile"
"1706","KIBATI II","AMURIA","Female","43","No schooling","Highest quantile","2.744743586","2.980552673","Highest quantile","-0.221436039","2nd quantile","None-Primary","-1.358981013","-1.491975188","Lowest","Lowest quantile","-3.054897547","-0.578354478","3rd lowest"
"1650","ABILET","AMURIA","Male","40","Primary","Lowest quantile","-2.816072941","-2.15226531","Lowest quantile","1.934972525","5th quantile","None-Primary","-0.253881603","-1.491975188","Lowest",,,"-0.759549558","2nd lowest"
"1703","TORONGOLE","AMURIA","Female","698","No schooling","2nd lowest","-1.489775777","-0.74667716","2nd lowest","-1.410865307","1st quantile","None-Primary","-1.358981013","-1.491975188","Lowest","Lowest quantile","-3.054897547","0.405640244","4th lowest"
"1697","angorom","AMURIA","Male","75","No schooling",,,"-1.322693825","2nd lowest","-2.536838293","1st quantile","None-Primary","-1.358981013","-1.491975188","Lowest","Lowest quantile","-3.341797113","1.372576714","Highest quantile"
"1446","IDIMAI","AMURIA","Female","39","Primary","3rd lowest","-0.378812224","-0.619552016","2nd lowest","0.403940201","3rd quantile","None-Primary","-0.253881603","0.750082731","Average","2nd lowest","-0.583267808","-0.759549558","2nd lowest"
"1684","ORIETA","AMURIA","Female","30","No schooling","3rd lowest","-0.21266751","-3.040951252","Lowest quantile","1.232369065","4th quantile","None-Primary","-1.358981013","1.943272233","Highest","3rd lowest","-0.160677984","-0.392986298","3rd lowest"
"1422","AMOTOM","AMURIA","Male","37","Primary","4th lowest","0.917369187","-1.792013884","Lowest quantile","0.808999538","4th quantile","None-Primary","-0.253881603","1.943272233","Highest",,,"-0.759549558","2nd lowest"
"1399","AKUNA KORIBU","AMURIA","Female","68","No schooling","Lowest quantile","-1.886877179","-0.575567961","2nd lowest","0.403940201","3rd quantile","None-Primary","-1.358981013","-0.394746125","Average","4th lowest","1.963922143","0.405640244","4th lowest"
"1341","AMOTOT","AMURIA","Male","46","Primary","3rd lowest","0.501073062","-0.72676456","2nd lowest",,,"None-Primary","-0.253881603","1.943272233","Highest","Lowest quantile","-2.343851566","1.557944894","Highest quantile"
"1474","ASUKSUK","AMURIA","Male","62","Primary","Lowest quantile","-1.8371104","-0.618394852","2nd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","-1.491975188","Lowest","4th lowest","1.90199542","-1.55817616","Lowest quantile"
"1333","abilet","AMURIA","Male","20","Tertiary","4th lowest","1.367424369","-1.268984437","2nd lowest","-0.221436039","2nd quantile","Atleast Sec  education","3.061416626","1.943272233","Highest","3rd lowest","0.000284617","1.557944894","Highest quantile"
"1730","ogudo","AMURIA","Male","70","Primary","Lowest quantile","-2.612142801","-1.288896918","2nd lowest","1.232369065","4th quantile","None-Primary","-0.253881603","-1.491975188","Lowest","3rd lowest","0.263468862","1.557944894","Highest quantile"
"1565","akemeng","AMURIA","Male","46","No schooling","2nd lowest","-0.917052329","-0.690549135","2nd lowest","1.232369065","4th quantile","None-Primary","-1.358981013","1.943272233","Highest","2nd lowest","-1.351342559","0.405640244","4th lowest"
"1355","ACHOMAIT","AMURIA","Male","998","No schooling","Lowest quantile","-1.750267625","-2.869842052","Lowest quantile","1.934972525","5th quantile","None-Primary","-1.358981013","0.394923389","Average","3rd lowest","0.55036819","-1.55817616","Lowest quantile"
"1516","AKUNYUKO","AMURIA","Male","49","Other","Lowest quantile","-3.750427246","-0.576725125","2nd lowest","-1.347408891","1st quantile","Atleast Sec  education","0.851217806","0.798443437","Average","2nd lowest","-1.859334946","1.557944894","Highest quantile"
"1691","AYOGA","AMURIA","Male","49","No schooling","4th lowest","1.010950089","-0.405615956","3rd lowest","0.403940201","3rd quantile","None-Primary","-1.358981013","-1.491975188","Lowest","Lowest quantile","-2.857280493","0.392755061","4th lowest"
"1544","acumet","AMURIA","Male","21","Other","3rd lowest","-0.205949232","-2.541558266","Lowest quantile","-0.221436039","2nd quantile","Atleast Sec  education","1.956317186","1.943272233","Highest",,,"0.405640244","4th lowest"
"1698","ANGOROM","AMURIA","Male","80","No schooling","Lowest quantile","-2.974061251","-3.619386435","Lowest quantile","-2.536838293","1st quantile","None-Primary","-1.358981013","-1.491975188","Lowest","Lowest quantile","-3.054897547","0.392755061","4th lowest"
"1496","AKUNYUKO","AMURIA","Female","54","No schooling","Lowest quantile","-2.174021959","-3.083778143","Lowest quantile","-1.410865307","1st quantile","None-Primary","-1.358981013","1.943272233","Highest","Highest quantile","2.981585979","1.557944894","Highest quantile"
"1331","amusus","AMURIA","Female","22","Tertiary","Highest quantile","1.87730968","-0.163205519","3rd lowest","-1.708409309","1st quantile","Atleast Sec  education","3.061416626","1.943272233","Highest","Lowest quantile","-2.632307768","1.557944894","Highest quantile"
"1305","akulura","AMURIA","Female","71","Tertiary","Lowest quantile","-2.15641427","1.848249912","Highest quantile","0.606992841","4th quantile","Atleast Sec  education","3.061416626","-1.491975188","Lowest","3rd lowest","-0.159120977","-0.578354478","3rd lowest"
"1711","akular","AMURIA","Female","70","No schooling","Lowest quantile","-3.001680136","-1.117787719","2nd lowest","-1.911461949","1st quantile","None-Primary","-1.358981013","-1.491975188","Lowest","Lowest quantile","-3.054897547","0.405640244","4th lowest"
"1430","OKUNGURO","AMURIA","Male","44","Primary","3rd lowest","0.448000669","-2.097790718","Lowest quantile","-2.698757172","1st quantile","None-Primary","-0.253881603","-1.847134471","Lowest","Highest quantile","2.497069359","-1.55817616","Lowest quantile"
"1673","OGUDO","AMURIA","Female","23","Primary","2nd lowest","-1.309109569","-2.092127323","Lowest quantile","1.232369065","4th quantile","None-Primary","-0.253881603","1.943272233","Highest",,,"-0.759549558","2nd lowest"
"1682","ORIETA","AMURIA","Female","49","Other","2nd lowest","-1.462478161","1.312641501","4th Lowest","1.934972525","5th quantile","Atleast Sec  education","0.851217806","1.943272233","Highest","Highest quantile","2.497069359","-0.578354478","3rd lowest"
"1313","ocaunakolong","AMURIA","Female","31","Primary","Lowest quantile","-1.687951565","0.501103044","3rd lowest","0.481167376","3rd quantile","None-Primary","-0.253881603","-1.491975188","Lowest","Highest quantile","2.07447958","-1.55817616","Lowest quantile"
"1545","akimenga","AMURIA","Male","42","Primary","3rd lowest","0.171798661","-1.325112462","2nd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","-1.491975188","Lowest",,,"1.557944894","Highest quantile"
"1749","ACUMET","AMURIA","Male","24","Other","2nd lowest","-0.546396971","-3.083778143","Lowest quantile","-0.082885638","3rd quantile","Atleast Sec  education","0.851217806","1.943272233","Highest","Highest quantile","2.07447958","0.405640244","4th lowest"
"1286","ayoga","AMURIA","Female","24","Primary","Lowest quantile","-2.879546404","0.672212243","4th Lowest","0.606992841","4th quantile","None-Primary","-0.253881603","0.798443437","Average","3rd lowest","0.263468862","1.557944894","Highest quantile"
"1468","OCORIKOIT A","AMURIA","Male","50","Primary","2nd lowest","-0.59632808","-2.68787384","Lowest quantile","-2.536838293","1st quantile","None-Primary","-0.253881603","1.943272233","Highest","Highest quantile","2.07447958","0.759318352","4th lowest"
"1533","ACOMAT","AMURIA","Male","39","No schooling","4th lowest","0.794363379","-2.68787384","Lowest quantile","-2.698757172","1st quantile","None-Primary","-1.358981013","-1.491975188","Lowest","2nd lowest","-1.178986907","0.405640244","4th lowest"
"1297","angorom 'A'","AMURIA","Male","51","Primary","Lowest quantile","-3.208755493","-0.44183138","3rd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","-1.491975188","Lowest","4th lowest","1.394131541","-0.392986298","3rd lowest"
"1635","MAMBASA","AMURIA","Female","35","Primary","4th lowest","0.620172322","-2.328779459","Lowest quantile","-0.518980086","2nd quantile","None-Primary","-0.253881603","1.943272233","Highest","4th lowest","1.479405642",,
"1293","ANGOROM","AMURIA","Female","38","Primary","Lowest quantile","-1.795871496","-0.405615956","3rd lowest","-3.888186455","1st quantile","None-Primary","-0.253881603",,,"4th lowest","0.85854286","0.759318352","4th lowest"
"1780","OCORIKOIT","AMURIA","Male","24","Other","2nd lowest","-1.19961834","-0.041116744","3rd lowest","0.106396146","3rd quantile","Atleast Sec  education","0.851217806","1.943272233","Highest","2nd lowest","-0.583267808","-0.759549558","2nd lowest"
"1498","OKOONA","AMURIA","Male","51","Other","2nd lowest","-1.012413979","-1.696223021","Lowest quantile","-0.221436039","2nd quantile","Atleast Sec  education","0.851217806","1.943272233","Highest","Highest quantile","2.07447958","-1.55817616","Lowest quantile"
"1265","ANGOROM A","AMURIA","Female","40","No schooling","Lowest quantile","-2.753480196","-1.079842091","2nd lowest","0.606992841","4th quantile","None-Primary","-1.358981013","1.943272233","Highest","4th lowest","0.996674776","1.557944894","Highest quantile"
"1254","ayoga","AMURIA","Male","22","Primary","3rd lowest","-0.306091607","-2.327622175","Lowest quantile","0.606992841","4th quantile","None-Primary","-0.253881603","1.943272233","Highest","4th lowest","0.934748054",,
"1680","ORIETA","AMURIA","Female","35","Primary","2nd lowest","-1.353117108","0.129992455","3rd lowest","1.232369065","4th quantile","None-Primary","-0.253881603","1.943272233","Highest",,,"-1.55817616","Lowest quantile"
"1576","atiida","AMURIA","Female","30","Primary","3rd lowest","0.147232205","-1.721016765","Lowest quantile","1.232369065","4th quantile","None-Primary","-0.253881603","1.943272233","Highest","2nd lowest","-0.927195728","-1.98935461","Lowest quantile"
"1378","OKUNGURO","AMURIA","Female","50","No schooling","Lowest quantile","-2.134888411",,,"0.481167376","3rd quantile","None-Primary","-1.358981013","-1.491975188","Lowest","Lowest quantile","-2.570381165","0.405640244","4th lowest"
"1641","akular","AMURIA","Female","30","Other","2nd lowest","-1.524631023","0.844572008","4th Lowest","1.232369065","4th quantile","Atleast Sec  education","0.851217806","1.943272233","Highest","3rd lowest","-0.217706576","-0.759549558","2nd lowest"
"1768","KAFATA","AMURIA","Female","26","Primary","Lowest quantile","-2.555166721","-1.331723809","2nd lowest","-1.911461949","1st quantile","None-Primary","-0.253881603","-0.702305675","Average","Lowest quantile","-2.570381165","-0.759549558","2nd lowest"
"1613","AMOTOT","AMURIA","Male","27","Tertiary","Highest quantile","3.257858038","2.39046979","Highest quantile","0.606992841","4th quantile","Atleast Sec  education","3.061416626","0.798443437","Average","2nd lowest","-1.279123545","2.537766457","Highest quantile"
"1664","ABWOLOIT","AMURIA","Female","49","Primary","2nd lowest","-1.684456944","0.672212243","4th Lowest","1.232369065","4th quantile","None-Primary","-0.253881603","1.943272233","Highest","Highest quantile","2.981585979","-1.55817616","Lowest quantile"
"1371","ATIIRA","AMURIA","Male","31","Primary","Lowest quantile","-2.323108196","-1.397266746","2nd lowest","-1.911461949","1st quantile","None-Primary","-0.253881603","-1.491975188","Lowest","2nd lowest","-1.218753934","-0.759549558","2nd lowest"
"1630","ODUKUL","AMURIA","Male","50","Primary","2nd lowest","-1.092975616","-3.448277235","Lowest quantile","0.403940201","3rd quantile","None-Primary","-0.253881603","1.943272233","Highest","Highest quantile","2.386512041","-0.759549558","2nd lowest"
"1723","LWANDA","AMURIA","Male","32","Primary","2nd lowest","-0.630952716","-0.861658335","2nd lowest","0.403940201","3rd quantile","None-Primary","-0.253881603","-0.394746125","Average","3rd lowest","0.040051602","1.557944894","Highest quantile"
"1652","ABILET","AMURIA","Female","50","No schooling","2nd lowest","-1.541793823","-2.15226531","Lowest quantile","0.403940201","3rd quantile","None-Primary","-1.358981013","1.943272233","Highest",,,"-1.55817616","Lowest quantile"
"1671","OGUDO","AMURIA","Male","40","Primary","2nd lowest","-1.210477114","-0.405615956","3rd lowest","1.232369065","4th quantile","None-Primary","-0.253881603","1.943272233","Highest",,,"-1.55817616","Lowest quantile"
"1503","AKIMENGA","AMURIA","Female","44","Primary","4th lowest","0.797609091","0.501103044","3rd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","1.943272233","Highest","2nd lowest","-0.6402964","0.405640244","4th lowest"
"1374","ACOMAIT","AMURIA","Male","47","Primary","4th lowest","0.884789526","-0.039959572","3rd lowest","1.309596181","5th quantile","None-Primary","-0.253881603","-1.847134471","Lowest","Lowest quantile","-1.890033126","-0.759549558","2nd lowest"
"1760","ODIMAI","AMURIA","Female","23","Primary","Highest quantile","2.082928658","-0.582179368","2nd lowest",,,"None-Primary","-0.253881603","1.943272233","Highest","3rd lowest","-0.442679226","-1.55817616","Lowest quantile"
"1591","TAKARAMIEM","AMURIA","Female","70","No schooling","Lowest quantile","-4.564655781","-3.619386435","Lowest quantile","-3.26281023","1st quantile","None-Primary","-1.358981013","-1.491975188","Lowest","Lowest quantile","-3.054897547","-1.55817616","Lowest quantile"
"1339","AMOTOT","AMURIA","Female","60","Primary","Highest quantile","3.600658655","3.881711721","Highest quantile","0.606992841","4th quantile","None-Primary","-0.253881603","1.943272233","Highest","2nd lowest","-1.188055754","2.537766457","Highest quantile"
"1636","MAMBASA","AMURIA","Female","30","Primary","Lowest quantile","-1.685712814","-0.448442817","3rd lowest","0.403940201","3rd quantile","None-Primary","-0.253881603","1.943272233","Highest","4th lowest","1.221647382","1.557944894","Highest quantile"
"1552","koona","AMURIA","Male","41","Primary","2nd lowest","-0.545499563","-1.440093637","Lowest quantile","-0.722032726","2nd quantile","None-Primary","-0.253881603","-1.491975188","Lowest","4th lowest","1.394131541","-0.405871511","3rd lowest"
"1343","ACOMAT","AMURIA","Male","59","Other","Highest quantile","2.978376865","3.291628599","Highest quantile","0.606992841","4th quantile","Atleast Sec  education","0.851217806","1.943272233","Highest","Lowest quantile","-1.899101973","1.385461926","Highest quantile"
"1676","OKOKORIO","AMURIA","Male","22","Primary","2nd lowest","-1.54275322","-1.938329339","Lowest quantile","0.042939801","3rd quantile","None-Primary","-0.253881603","1.943272233","Highest",,,"-0.759549558","2nd lowest"
"1448","ACORIKOIT A","AMURIA","Female","31","Primary","3rd lowest","-0.129329443","-0.582179368","2nd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","1.943272233","Highest","Lowest quantile","-2.383618355","-0.759549558","2nd lowest"
"1390","TAKARAMIEM","AMURIA","Female",,"Primary","Lowest quantile","-2.76883626","-1.226157546","2nd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","0.798443437","Average","2nd lowest","-0.583267808","-1.55817616","Lowest quantile"
"1263","AYOGA","AMURIA","Female","54","Primary","Lowest quantile","-1.901309013","-3.040951252","Lowest quantile","-1.870328426","1st quantile","None-Primary","-0.253881603","1.943272233","Highest","4th lowest","1.283574104","0.759318352","4th lowest"
"1310","orieta","AMURIA","Female","24","Primary","2nd lowest","-0.766302526","-1.155160427","2nd lowest","0.481167376","3rd quantile","None-Primary","-0.253881603","1.943272233","Highest","4th lowest","1.787580252","-0.759549558","2nd lowest"
"1672","OGUDO","AMURIA","Female","36","Other",,,"-2.68787384","Lowest quantile","1.232369065","4th quantile","Atleast Sec  education","0.851217806","1.943272233","Highest",,,"-0.759549558","2nd lowest"
"1439","KARAMATA","AMURIA","Male","42","Primary","Highest quantile","2.510607719","-1.16061461","2nd lowest","1.232369065","4th quantile","None-Primary","-0.253881603","-1.847134471","Lowest","Highest quantile","2.07447958","0.405640244","4th lowest"
"1708","KAMAMA CENTRAL","AMURIA","Male","35","No schooling","Highest quantile","1.937570691","-2.334233761","Lowest quantile","0.403940201","3rd quantile","None-Primary","-1.358981013","-1.491975188","Lowest","Lowest quantile","-3.054897547","0.405640244","4th lowest"
"1517","MAMABASA","AMURIA","Male","63","Primary","Lowest quantile","-3.421997786","-3.040951252","Lowest quantile","-3.888186455","1st quantile","None-Primary","-0.253881603","-1.491975188","Lowest","Lowest quantile","-2.343851566","0.405640244","4th lowest"
"1622","AKULAR","AMURIA","Male","68","Primary","2nd lowest","-1.310211897","-1.226157546","2nd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","-1.491975188","Lowest","Lowest quantile","-3.054897547","-1.55817616","Lowest quantile"
"1426","KARAMATA","AMURIA","Female","39","No schooling","Lowest quantile","-1.744006515","-2.092127323","Lowest quantile","-1.410865307","1st quantile","None-Primary","-1.358981013","-0.394746125","Average","4th lowest","0.722852409","-0.392986298","3rd lowest"
"1335","ORIETA","AMURIA","Female","45","Tertiary","Highest quantile","3.342157364","1.470870495","Highest quantile","-1.347408891","1st quantile","Atleast Sec  education","3.061416626","1.943272233","Highest","2nd lowest","-1.218753934","0.759318352","4th lowest"
"1491","OCOKOIT","AMURIA","Male","58","Primary","4th lowest","0.758429945","-1.37995553","2nd lowest","0.403940201","3rd quantile","None-Primary","-0.253881603","1.943272233","Highest","Highest quantile","2.07447958","0.759318352","4th lowest"
"1488","OCORIKOIT A","AMURIA","Female","27","Primary","2nd lowest","-0.653027058","-1.696223021","Lowest quantile","-0.722032726","2nd quantile","None-Primary","-0.253881603","1.58811295","Highest","4th lowest","1.479405642",,
"1482","AMOOTOM","AMURIA","Male","48","No schooling","2nd lowest","-1.675859809","-1.915563941","Lowest quantile","-1.347408891","1st quantile","None-Primary","-1.358981013","0.394923389","Average",,,"1.557944894","Highest quantile"
"1397","AKUNA KARIBU","AMURIA","Male","41","Primary","2nd lowest","-1.645337224","0.093777008","3rd lowest","1.309596181","5th quantile","None-Primary","-0.253881603","1.943272233","Highest","3rd lowest","0.524568141","0.392755061","4th lowest"
"1424","AMOTOM","AMURIA","Female","32","Primary","4th lowest","0.579944193","-0.582179368","2nd lowest","1.10654366","4th quantile","None-Primary","-0.253881603","1.943272233","Highest",,,"-0.392986298","3rd lowest"
"1281","MORU","AMURIA","Female","43","Primary","2nd lowest","-0.905489147","-0.582179368","2nd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","0.846043229","Highest","4th lowest","1.787580252","-0.759549558","2nd lowest"
"1349","AKULER","AMURIA","Female","35","Primary","2nd lowest","-0.989380658","1.099862576","4th Lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","1.943272233","Highest","Lowest quantile","-1.899101973","0.586835384","4th lowest"
"1457","OKUNGURO","AMURIA","Male","58","Primary","3rd lowest","0.214905217","-0.405615956","3rd lowest","-0.221436039","2nd quantile","None-Primary","-0.253881603","0.798443437","Average","Lowest quantile","-3.054897547","-0.392986298","3rd lowest"
