"pais","idnum","estratopri","estratosec","upm","prov","municipio","pardistrito","cluster","ur","tamano","idiomaq","fecha","wt","q1","q2y","q2","ls3","a4","soct2","idio2","np1","np2","sgl1","cp4a","cp5","cp6","cp7","cp8","cp13","cp20","it1","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","pole2n","aoj11","pese1","pese2","aoj17","aoj12","aoj22","b1","b2","b3","b4","b6","b10a","b12","b13","b18","b20","b20a","b21","b21a","b32","b47a","epp1","epp3","n9","n11","n15","b3milx","mil3","mil4","pr3a","pr3b","pr3c","pr4","pr5","m1","sd2new2","sd3new2","sd6new2","infrax","coer1","ros1","ros4","ing4","eff1","eff2","mil7","env1","pn4","w14a","e5","e15","e3","e16","d1","d2","d3","d4","d5","d6","per4","per9","dem2","dem11","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","exc19","parex19a","parh150","exc7","vicbar1","vicbar1f","vicbar3","vicbar3f","vicbar4","vicbar7","fear10","vic44","fear6e","fear6f","vb1","inf1","vb2","vb3n","vb4new","vb101","vb10","vb11","pol1","vb20","clien1n","clien1na","parclien","for1n","for4","for5","for6","for7","for6b","for7b","mil10a","mil10c","mil10e","dvw1","wf1","cct1b","ed","ed2","q3c","q5b","ocup4a","ocup1a","q10new","q10g","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","leng1","leng4","www1","gi0","gi1","gix4","gi4","gi7","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","formatq","colorr","sexi","colori","ti","uniq_id","sex"
"12","027ac786-9b7b-4736-84df-77878df5c7c3-3fd29b488622688140351679","1206","2","12100505","1210","121005","12100505","12100505145","1","3","1","30jan2014","1","1","1993","21","1","13","2","2","1","2","3","2","3","1","4","4","1","999999","3","10","1","1","1","1","1","4","3","4","1","3","3","2","2","3","4","2","1","7","1","1","1","1","7","1","1","1","888888","1","7","1","1","1","1","7","1","1","7","2","1","1","1","4","1","2","3","1","1","4","2","4","1","1","1","1","1","1","3","4","2","1","10","1","1","1","1","1","1","1","10","1","7","3","1","1","1","0","0","0","0","0","999999","0","2","5","2","1","1","2","1","1","2","1","1","0","3","1","1","1","1","1201","999999","999999","1","1201","1","2","2","2","2","4","4","5","1","2","1","4","1","2","2","3","2","2","14","2","3","1","1","2","14","5","2","2","2","2","1","10","2","0","2","1201","1","1","1","1","1","1","888888","1","0","1","0","1","1","1","1","1","1","1","1","0","0","2","4","2","1","36.1","PAR14_0011","1"
"12","02a61da8-a59c-4ad1-81e0-8cd9bd11d0f3-374cbeb98596c7b24032980","1205","3","12080202","1208","120802","12080202","12080202121","1","4","1","22jan2014","1","2","1957","57","1","3","3","2","2","2","5","2","3","1","4","4","4","4","3","6","2","1","1","888888","2","999999","999999","999999","2","1","2","3","1","3","888888","2","4","5","4","888888","3","3","6","2","3","7","1","1","1","1","2","3","888888","1","1","4","3","888888","5","888888","888888","4","6","2","2","2","2","2","888888","1","5","7","6","5","4","6","3","2","1","8","8","2","888888","4","5","5","4","5","7","5","5","2","2","0","0","0","999999","999999","999999","0","999999","0","2","4","2","2","2","999999","888888","999999","2","2","0","0","1","1","1","1","1","1201","999999","999999","1","1201","2","888888","2","2","2","10","1","888888","1","888888","1","2","888888","4","2","3","2","2","12","2","1","1","5","999999","7","999999","2","2","2","1","2","2","0","2","1","1202","2","5","1","1","888888","1","888888","1","1","1","1","1","0","0","1","1","0","0","1","0","1","2","3","1","6","42.433","PAR14_0012","2"
"12","02ff9ba0-77fc-4694-9cb9-247a7d638f3d-6c4878fae3b9c72540324306","1202","1","12111443","1211","121114","12111443","12111443212","1","1","1","05feb2014","1","1","1948","66","2","4","3","3","2","2","5","2","3","1","4","4","4","999999","4","988888","2","2","2","2","2","999999","999999","999999","2","3","3","2","2","1","4","1","1","2","1","1","1","1","3","1","1","7","5","1","2","1","1","1","1","1","1","1","4","888888","2","1","4","4","4","2","5","3","4","4","3","4","1","5","3","1","2","4","1","2","1","7","7","3","2","3","3","3","3","888888","1","4","7","2","2","0","0","0","999999","999999","999999","0","999999","0","2","1","2","1","1","2","888888","999999","888888","2","0","0","2","3","1","1","1","1202","999999","999999","2","999999","4","3","2","2","999999","4","4","4","2","2","1","2","2","4","2","3","2","2","6","888888","4","3","2","4","988888","1","2","1","2","2","2","3","0","5","7","1201","2","5","1","1","1","1","888888","1","0","0","0","0","0","0","1","1","0","0","1","0","0","2","5","2","3","49.783","PAR14_0013","1"
"12","02ff9ba0-77fc-4694-9cb9-247a7d638f3d-6c4878fae3b9c72540324309","1202","1","12111443","1211","121114","12111443","12111443212","1","1","1","05feb2014","1","2","1991","23","2","3","2","2","2","2","3","2","4","4","4","4","4","4","2","4","2","2","2","2","2","999999","999999","999999","2","2","2","2","2","3","3","1","3","3","3","3","3","3","5","1","2","4","3","2","3","3","3","3","2","3","3","3","3","2","3","1","5","5","3","2","3","2","2","2","3","4","5","5","5","2","3","5","2","2","2","5","5","2","2","5","5","5","5","5","5","4","5","2","2","0","0","0","999999","0","999999","0","999999","0","2","5","2","1","888888","999999","888888","999999","2","2","1","0","2","2","1","1","1","1201","999999","999999","2","999999","3","888888","2","2","999999","4","4","2","3","2","1","2","2","4","2","3","2","2","15","3","1","1","1","2","888888","7","2","1","2","2","1","7","3","0","2","1201","2","1","1","1","1","1","888888","1","0","1","0","1","1","0","1","1","1","1","1","0","1","2","4","2","3","34.533","PAR14_0014","2"
"12","038630ad-8720-4ebc-8d93-54943f549e3b-228984546e101d1d40318163","1204","3","12040202","1204","120402","12040202","12040202063","2","5","1202","26jan2014","1","1","1974","40","2","22","2","1","2","2","3","2","2","3","4","4","4","999999","1","1","1","888888","888888","888888","2","999999","999999","999999","2","2","2","3","3","4","4","2","1","7","888888","5","2","1","888888","888888","3","4","888888","1","1","1","888888","1","1","1","1","1","888888","888888","7","888888","888888","888888","988888","888888","888888","4","2","3","6","4","888888","1","1","1","1","4","1","4","1","888888","10","10","10","888888","888888","888888","888888","1","1","1","7","3","2","0","0","0","999999","0","999999","999999","0","0","2","5","2","1","2","999999","2","999999","2","2","0","0","1","1","1","1","1","1203","999999","999999","2","999999","4","1","1","2","999999","888888","888888","888888","2","3","888888","999999","888888","888888","888888","3","1","2","4","1","1","3","1","4","888888","1","1","1","3","3","2","3","1","3","2","1202","3","5","3","888888","888888","2","888888","1","0","1","0","0","0","1","1","0","0","0","1","0","1","2","5","1","4","37.516","PAR14_0015","1"
"12","038630ad-8720-4ebc-8d93-54943f549e3b-228984546e101d1d40318165","1204","3","12040202","1204","120402","12040202","12040202063","2","5","1","26jan2014","1","1","888888","888888","2","13","3","3","2","2","4","2","4","4","4","4","3","999999","2","1","2","2","2","2","2","999999","999999","999999","2","3","2","3","3","4","4","2","1","6","7","7","1","1","1","1","1","7","888888","1","1","7","1","1","1","1","1","888888","888888","888888","888888","888888","7","988888","7","2","5","4","2","2","5","4","1","888888","888888","1","888888","888888","1","3","1","10","1","988888","10","1","1","1","1","1","1","1","7","2","2","0","0","0","999999","0","999999","999999","999999","988888","988888","1","2","2","2","999999","2","999999","988888","2","0","0","1","2","1","1","2","999999","8","999999","2","999999","4","1","988888","988888","999999","988888","988888","888888","888888","999999","888888","999999","888888","888888","888888","3","2","2","3","1","1","2","1","4","988888","988888","2","2","3","988888","1","1","0","0","1","1202","3","988888","988888","888888","888888","888888","888888","1","0","1","888888","1","0","1","1","0","0","0","1","0","0","2","3","1","4","21.783","PAR14_0016","1"
"12","038630ad-8720-4ebc-8d93-54943f549e3b-228984546e101d1d40318167","1204","3","12040202","1204","120402","12040202","12040202063","2","5","1","26jan2014","1","2","1992","22","2","13","3","2","2","2","2","2","4","4","4","1","4","4","1","10","2","1","2","2","2","999999","999999","999999","2","1","2","3","3","4","4","3","1","1","1","4","1","1","4","1","4","4","888888","1","1","6","888888","1","4","1","4","1","888888","1","1","888888","1","1","7","2","4","3","2","2","4","4","1","7","7","7","3","5","1","3","1","10","1","1","1","888888","10","1","10","10","10","1","7","2","1","0","0","0","999999","0","999999","999999","999999","0","2","5","2","1","2","999999","2","999999","2","2","0","0","1","4","888888","1","2","999999","7","999999","2","999999","4","3","1","2","2","4","4","1","4","999999","2","2","4","4","4","3","1","2","14","2","1","2","1","4","888888","888888","2","1","2","3","1","2","0","0","1","1202","3","4","5","988888","988888","2","80","1","0","1","1","0","1","1","1","0","0","1","1","0","0","2","4","1","4","31.465999999999998","PAR14_0017","2"
"12","03a29643-9a59-43a8-b495-2a26e1006065-dbec051edfaab50640325696","1202","1","12110222","1211","121102","12110222","12110222166","1","2","1","04feb2014","1","2","1983","31","4","3","2","2","2","2","3","2","3","1","2","4","4","4","3","3","1","2","2","1","2","999999","999999","999999","2","2","3","3","3","2","3","2","1","3","4","2","888888","1","1","1","1","1","5","2","2","2","2","888888","7","5","5","4","4","7","7","888888","3","3","3","2","3","2","3","3","2","4","6","6","4","6","4","7","3","3","1","2","5","4","4","5","6","4","4","1","1","4","6","3","1","0","0","0","999999","999999","999999","999999","0","0","1","3","2","1","1","1","1","1","2","1","1","0","2","1","2","1","2","999999","8","999999","1","1201","2","2","888888","1","2","4","2","4","1","2","1","2","3","3","3","3","2","2","12","1","5","1","5","999999","10","999999","2","1","2","1","2","5","3","3","2","1201","2","1","1","888888","1","1","888888","1","0","1","0","1","0","0","1","1","0","0","1","0","0","2","5","1","6","28.416","PAR14_0018","2"
"12","03a29643-9a59-43a8-b495-2a26e1006065-dbec051edfaab50640325697","1202","1","12110222","1211","121102","12110222","12110222166","1","2","1","04feb2014","1","1","1985","29","1","11","3","2","2","2","2","2","3","4","4","2","4","999999","2","8","2","1","1","1","2","999999","999999","999999","2","3","3","2","2","1","4","2","3","4","4","1","3","5","6","3","5","7","1","1","1","4","1","1","2","1","1","1","3","888888","5","1","4","2","5","2","2","2","2","3","3","2","4","4","3","5","1","7","2","3","2","8","10","1","3","2","9","8","1","1","1","3","5","3","2","0","0","0","999999","1","999999","999999","999999","1","2","2","2","1","2","999999","1","1","2","2","1","0","1","2","1","1","2","999999","77","999999","1","1201","4","4","2","2","999999","4","4","6","1","2","1","2","2","4","2","3","2","2","12","2","1","1","7","999999","5","999999","2","2","2","2","1","2","0","2","1","1202","2","1","1","1","1","2","888888","1","0","1","0","0","0","0","1","0","0","0","1","0","0","2","4","1","6","32.4","PAR14_0019","1"
"12","04828ee0-0805-4160-bf47-c773fb794da8-96f09533190912714032249","1204","3","12041111","1204","120411","12041111","12041111065","1","4","1","21jan2014","1","2","1959","55","1","1","1","1","2","2","1","2","4","1","2","4","4","4","2","5","2","2","2","2","2","999999","999999","999999","2","2","1","3","3","4","4","2","888888","888888","4","2","888888","1","5","2","6","7","2","3","7","7","2","888888","3","5","5","5","888888","888888","2","888888","4","3","3","2","2","1","2","3","1","4","2","7","5","2","2","5","1","3","2","9","888888","2","2","10","10","9","9","9","2","2","7","2","1","0","0","0","999999","0","999999","999999","0","1","1","1","2","1","2","999999","2","999999","2","2","1","0","2","999999","1","1","1","1201","999999","999999","1","1201","3","2","2","2","999999","888888","1","4","888888","999999","2","2","2","3","1","3","2","2","12","1","1","1","1","4","12","6","2","2","2","1","2","3","0","2","2","1201","2","5","1","1","888888","1","888888","1","1","1","1","1","1","1","1","1","1","0","1","1","0","2","5","2","4","43.36600000000001","PAR14_0020","2"
"12","04828ee0-0805-4160-bf47-c773fb794da8-96f09533190912714032251","1204","3","12041111","1204","120411","12041111","12041111065","1","4","1","21jan2014","1","2","1980","34","1","888888","1","888888","2","2","2","2","4","1","4","4","4","4","2","888888","2","2","2","888888","2","999999","999999","999999","2","2","1","3","3","4","3","1","2","5","2","888888","6","2","5","2","5","7","2","2","5","6","3","888888","2","3","888888","5","888888","1","7","1","6","888888","2","2","2","2","2","3","1","4","888888","7","5","4","2","4","2","2","1","10","9","3","9","10","10","2","2","10","10","2","6","3","1","0","0","0","999999","1","999999","0","999999","0","2","1","2","2","2","999999","2","999999","2","2","0","0","3","999999","1","1","1","1201","999999","999999","1","1201","3","2","2","2","2","888888","888888","888888","888888","999999","888888","999999","888888","888888","888888","3","2","2","12","2","1","1","1","4","888888","7","2","1","1","2","1","3","0","0","1","1202","2","2","1","888888","888888","1","888888","1","0","1","0","1","0","1","1","0","0","0","1","0","0","2","2","2","4","31.666","PAR14_0021","2"
"12","04c5d8f2-46f1-403b-b3f4-82f3b859cfa8-6c4878fae3b9c72540324135","1203","3","12020606","1202","120206","12020606","12020606040","2","5","1202","24jan2014","1","2","1993","21","2","22","1","2","2","2","3","2","3","1","2","888888","4","4","3","5","2","2","2","1","2","999999","999999","999999","2","2","2","3","3","4","1","2","6","7","2","2","4","4","4","3","3","1","1","2","1","3","2","1","5","6","7","1","5","3","7","1","1","1","1","2","3","3","2","4","1","4","1","7","7","1","1","5","3","3","1","1","1","1","1","9","5","1","1","1","1","1","2","1","2","0","0","0","999999","0","999999","0","999999","1","1","1","2","3","2","999999","2","999999","2","2","1","1","3","1","1","1","1","1202","999999","999999","2","999999","3","3","2","2","999999","4","4","4","4","999999","1","4","4","4","4","1","2","2","12","3","5","1","1","4","2","4","2","1","2","1","1","9","7","3","1","1201","1","2","1","888888","888888","1","888888","1","0","1","0","1","0","1","1","0","0","1","1","0","1","2","3","2","3","33.15","PAR14_0022","2"
"12","04fadd42-2be4-4cc9-be9e-57a22c2e1d37-dbec051edfaab50640325715","1202","1","12110221","1211","121102","12110221","12110221168","1","2","1","05feb2014","1","1","1974","40","1","3","2","2","2","2","2","2","2","1","2","2","3","999999","888888","8","2","1","1","2","2","999999","999999","999999","2","3","3","3","2","3","1","2","1","1","1","1","1","7","6","7","7","6","1","1","7","7","1","1","1","7","1","1","6","7","7","1","1","1","1","2","2","2","2","2","2","4","1","6","5","6","4","6","2","2","2","6","2","2","6","3","4","3","2","1","1","1","7","2","1","0","0","0","999999","0","999999","999999","0","0","888888","3","1","1","2","999999","2","999999","2","2","0","0","2","2","1","1","1","1202","999999","999999","2","999999","3","2","2","2","999999","11","4","12","1","2","1","2","2","3","2","3","2","2","12","2","1","1","1","2","1","7","2","2","2","1","2","3","1","1","2","1202","3","5","1","1","2","1","888888","1","0","1","1","1","0","0","0","0","0","0","1","0","0","2","3","1","6","37.366","PAR14_0023","1"
"12","04fadd42-2be4-4cc9-be9e-57a22c2e1d37-dbec051edfaab50640325716","1202","1","12110221","1211","121102","12110221","12110221168","1","2","1","05feb2014","1","2","1989","25","2","4","3","2","1","2","2","2","3","4","3","4","4","4","2","8","2","1","1","2","2","999999","999999","999999","2","2","2","3","3","4","2","3","7","7","1","1","7","7","7","7","7","7","7","7","7","7","7","7","1","1","1","1","7","7","7","7","1","7","1","2","2","2","2","2","2","3","4","7","5","4","5","6","3","888888","1","8","1","2","2","2","7","7","6","8","8","2","6","2","2","0","0","0","999999","0","999999","0","999999","0","2","3","2","2","2","999999","2","999999","2","2","0","0","2","1","1","1","1","1201","999999","999999","2","999999","2","2","2","2","999999","7","2","4","1","2","2","2","2","4","2","3","2","2","16","2","1","2","1","2","8","3","2","2","2","1","1","4","1","0","1","1202","3","4","2","888888","2","2","888888","1","0","1","0","1","0","1","1","1","0","0","1","0","0","2","3","1","6","29.033","PAR14_0024","2"
"12","051f59c5-2e42-4c35-aa4a-45925ebb4685-848597daec98b6fa40311123","1204","3","12051212","1205","120512","12051212","12051212082","1","4","1202","25jan2014","1","1","1970","44","1","18","2","3","2","2","4","2","2","1","4","4","4","999999","1","888888","2","1","1","2","2","999999","999999","999999","2","1","2","3","2","4","4","888888","1","4","1","7","7","3","7","7","1","7","7","1","1","7","7","1","1","1","1","888888","7","888888","4","7","7","7","6","2","3","2","888888","2","3","2","7","7","4","7","1","7","1","2","988888","1","1","1","1","1","1","1","1","1","1","1","7","2","1","0","0","0","999999","0","0","999999","0","0","1","1","2","2","2","999999","2","999999","2","2","1","0","999999","4","1","1","1","1202","999999","999999","2","999999","4","888888","2","2","999999","888888","888888","14","4","999999","4","999999","888888","888888","4","3","2","2","6","1","1","4","1","2","888888","10","2","1","2","3","1","5","1","1","1","1202","2","5","1","1","888888","1","888888","1","0","1","1","1","1","1","1","1","0","0","1","0","0","2","4","1","3","36.683","PAR14_0025","1"
