"pais","year","wt","weight1500","upm","idnum","estratopri","provincia","bramunicipio","brabairro","segmento","sec","ur","tamano","idiomaq","data","q1","a4","dem13a","dem13b","dem13c","dem13d","a1","a2","a3","a4i","soct1","soct2","idio1","idio2","cp2","cp4a","cp4","cp4b","prot1","prot2","cp5","cp5a","cp5b","cp5c","cp5d","cp6","cp7","cp8","cp9","cp10","cp13","cp14","ls3","brait1","l1","sgl1","sgl2","lgl2","lgl3","np2","jc1","jc4","jc10","jc12","jc13","jc15","jc60","vic1","pop1","pop2","pop3","pop4","pop5","pop6","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b15","b18","b20","b21","b31","b32","b43","b37","b62","b63","b64","b65","b66","b16","b17","b19","b140","b42","b50","b46","b47","b48","n1","n3","n9","n10","n11","n12","m1","ing4","pn2","dem23","pn4","pn5","e5","e8","e11","e15","e14","e2","e3","e16","d32","d33","d34","d35","d36","d37","d1","d2","d3","d4","d5","pr1","pr2","pr3","pr4","pr5","pr6","pr7","pr8","pr9","dem2","dem11","aut1","pp1","pp2","pp3","pp4","gen3","gen4","gen5","gen6","gen7","gen8","rmf1","rmf1b","rmf2","rmf2b","rmf3","rmf3b","rmf4","rmf4b","rmf5","rmf5b","rmf6","rmf6b","rmf7","rmf7b","rm8","rm9","rm10","rm11","rm12","rm13","rm14","rm15","rm16","rm17","rm18","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc17","exc18","exc19","exc7","gi1","gi2","gi3","gi4","gi5","gi6","vb1","vb2","bravb3","vb4","vb5","bravb4","bravb4a","vb10","vb6a","vb6b","vb6d","vb6e","vb6f","vb6g","vb6h","vb6i","vb6j","vb6k","vb6l","vb6m","bravb7","vb9","bravb8b","vb8c","vb12a","bravb13","vb12b","bravb12","vb12cr1","vb12cr2","bravb14","vb15","vb16","vb17","vb18","vb19","vb20","vb21","vb22","vb23","vb24","vb25","vb26","vb27","vb28","vb29","vb30","vb31","vb32","vb33","vb34","vb35","vb36","gen1","gen2","vol1","vol2","vol2a","vol2b","vol3","vol3a","vol3b","vol4","vol4a","vol4b","vol5","vol5a","vol5b","vol6","vol6a1","vol6a2","vol6b1","vol6b2","vol7","vol7a","vol7b","vol8","vol8a","vol8b","sep1","sep2","sep3","sep4","sep5","sep6a","sep6b","sep6c","sep6d","sep6e","sep6f","sep6g","sep6h","sep6i","sep6j","sep6k","sep6l","sep6m","sep6n","sep6o","sep7","pol1","pol2","dis2","dis3","dis4","dis5","bf1a","bf1b","bf1c","bf1d","bf2a","bf2b","bf2c","bf2d","q2","vs1b","vs2","vs3","vs4","vs5","vs6","vs7","vs8","vs9","vs10","vs11","vs12","vs13","vs14","vs15","vs16","vs17","vs18","vs19","vs20","vs20b","r1","r3","r4","r4a","r6","r7","r8","r12","r14","r15","r5","mig1","mig2","mig3","ti"
"15","2006","1","1.235585","1","1","1501","1502","1",,,,"1","1","1","26jul2007","1","13.0","26.0","13.0","80.0","26.0","3","1","3.0","4.0","3.0","2.0","3","1.0","2.0","2.0","2.0","2","2.0",,"1.0","2.0","1.0","2.0","2.0","3.0","4.0","4.0","4.0","4.0","4.0","4","3.0","2.0","5.0","4.0",,"1.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","3.0","1.0","1.0","2.0","5.0","7.0","2.0","2.0","5.0","7.0","5.0","1.0","1.0","1.0","7.0","7.0","4","1","4","7","5","5.0","3.0","3.0","1","5.0","2.0","1.0","5.0","2.0","4.0","4.0","2.0","2.0","2.0","3.0","3.0","7.0","7.0","6.0","3.0","1.0","10.0","10.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1","1.0","1.0","10.0","10.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","3.0","3.0","1.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","1.0","0.0","1.0","1.0","1.0","1.0","3.0","1","2.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","1.0","1","1.0","4.0","4.0","1.0","1.0","4.0","1.0","1.0","1.0","0.0","0.0",,"0.0",,"0.0","0.0","0.0","1.0","0.0","1.0","1.0",,,"1.0",,"1.0","1.0","1.0","3.0",,"5.0","1.0","4.0","1.0","8.0","5.0","10.0","8.0","10.0","7.0","10.0","8.0","5.0","5.0","10.0","8.0","13","4.0",,,"77.0","94.0","77.0","186","77.0",,"183.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","4.0","2.0","4.0","4.0","4","4","1","47.0","1.0","1.0","2.0","23.0","1.0","1.0","28.0","1.0","77.0","22.0",,,,"1.0","66.0",,"23.0",,"1.0","71.0","10.0","1.0","85.0","77.0","1.0","43.0","13.0","1","45.0","0.0","0.0","10.0","0.0","10.0","0.0","0.0","0.0","8.0","8.0","0.0","0.0","10.0","0.0","0.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","35.0","3","13","1","2.0","3.0","1.0","1.0","6","1.0","2.0","3.0","3.0","4","4","5","1.0","1.0","8.0","1.0","2.0","2","1","1","0","1","0","0","1","1","1","0","0","3.0","1.0",,"63"
"15","2006","1","1.235585","1","2","1501","1502","1",,,,"1","1","1","26jul2007","1","70.0","3.0","80.0","13.0","3.0","3","1","3.0","4.0","2.0","1.0","3","2.0","2.0","2.0","2.0","2","3.0",,"2.0","99.0","99.0","99.0","99.0","4.0","3.0","4.0","4.0","4.0","4.0","4",,"3.0","5.0","2.0",,"1.0","2.0",,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","1.0","7.0",,"5.0","1.0","1.0",,"4.0","7.0","7.0","4","4","7","7","7",,,,"8",,"4.0","1.0","4.0","4.0","7.0","7.0","4.0","4.0","4.0","4.0","3.0","1.0","4.0","1.0","3.0","2.0","5.0","10.0","10.0","3.0","1.0","10.0","10.0","2.0","1.0","1.0","1.0","1","1.0","1.0","1.0","10.0","10.0","10.0","1.0","2.0","2.0","1.0","2.0","3.0","3.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","0.0","2.0","2.0","2.0","2.0","1.0","1","2.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","1","2.0","3.0","4.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","0.0",,"0.0",,"0.0","0.0","0.0","0.0","0.0","1.0","1.0",,"2.0","1.0",,"1.0","1.0","1.0","1.0",,"4.0","1.0","4.0","2.0","2.0","3.0","4.0","10.0",,,,"10.0",,"4.0",,"10.0","11","4.0",,,,"94.0","77.0","5","77.0",,"184.0","2.0","2.0","3.0","2.0","2.0","1.0","2.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","3.0","3.0","3.0","4.0","4","4","1","47.0","1.0","1.0","1.0","28.0","1.0","1.0","28.0","1.0","5.0","12.0",,,,"1.0","65.0","67.0","16.0","12.0","1.0","71.0","10.0","1.0","86.0","28.0","2.0",,"12.0","2",,,,,,,,,,,,,,,,,"1.0","3.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0","40.0","3","15","1","2.0","3.0","0.0","0.0","1","10.0",,,,"5","6","3","1.0","3.0","12.0","1.0","2.0","3","1","1","1","1","1","0","0","1","1","0","0","3.0","1.0",,"66"
"15","2006","1","1.235585","1","3","1501","1502","1",,,,"1","1","1","01aug2007","1","70.0","13.0","80.0","80.0","13.0","3","3","4.0","4.0","3.0","2.0","5","3.0","2.0","2.0","2.0","2","3.0",,"2.0","99.0","99.0","99.0","99.0","4.0","4.0","4.0","4.0","4.0","4.0","4","2.0","3.0","4.0","3.0",,"1.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","2.0","1","1","1","3","1","1.0","1.0","1.0","1","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","5.0","1.0","1.0","1.0","3.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","10","4.0","4.0","10.0","10.0","4.0","4.0","10.0","2.0","1.0","1.0","2.0","3.0","4.0","1.0","1.0","6.0","1.0","1.0","2.0","4.0","2.0","1.0","0.0","1.0","2.0","2.0","2.0","2.0","1","9.0","1.0",,"1.0","2.0","1.0",,"1.0",,"1.0","2.0",,"2.0","1.0","2.0","1","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","6.0","0.0","0.0",,"0.0",,,"0.0","0.0","1.0","0.0","1.0","1.0",,,"1.0",,"1.0","1.0","1.0","1.0",,"88.0","1.0","88.0","2.0",,,,"4.0",,,,"3.0",,,,"4.0","11","4.0",,,"77.0","5.0","13.0","5","13.0",,"5.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","4.0","1.0","3.0","4.0","4","4","1",,"1.0","2.0",,,"1.0","4.0","77.0","2.0",,,,,,"2.0",,,"1.0","1.0","2.0",,"77.0","2.0",,"77.0","2.0",,"68.0","2",,,,,,,,,,,,,,,,,"1.0","4.0","5.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","32.0","3","15","1","3.0","3.0","1.0","1.0","6","8.0",,,"3.0","3","5","3","1.0","1.0","8.0","3.0","4.0","4","1","1","1","1","0","0","0","1","1","0","0","3.0","1.0",,"59"
"15","2006","1","1.235585","1","4","1501","1502","1",,,,"1","1","1","26aug2007","1","70.0","3.0","80.0","80.0","3.0","3","2","3.0","3.0","3.0","2.0","4","3.0","2.0","2.0","2.0","2","3.0",,"2.0","99.0","99.0","99.0","99.0","3.0","4.0","4.0","4.0","4.0","4.0","4","2.0","3.0","4.0","3.0",,"2.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","3.0","5.0","2.0","2.0","7.0","3.0","5.0","4.0","2.0","3.0","3.0","4.0","6.0","1.0","4.0","2.0","7.0","6.0","4","4","5","6","3","4.0","3.0","3.0","4","4.0","3.0","2.0","4.0","3.0","3.0","1.0","2.0","2.0","3.0","3.0","3.0","7.0","6.0","5.0","3.0","3.0","10.0","10.0","10.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","3","1.0","1.0","1.0","10.0","7.0","1.0","6.0","2.0","2.0","1.0","1.0","3.0","3.0","1.0","1.0","2.0","2.0","2.0","2.0","3.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","1","1.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0","1.0","4.0","3","4.0","4.0","4.0","4.0","1.0","4.0","1.0","2.0","4.0","0.0","0.0",,"0.0",,"0.0",,"0.0","0.0","0.0","2.0","1.0",,"2.0","1.0",,"1.0","1.0","2.0",,"7.0",,"99.0","99.0","1.0","2.0","1.0","5.0","6.0","2.0","3.0","5.0","7.0","3.0","2.0","5.0","6.0","99",,,,"77.0","5.0","77.0","99","77.0",,"99.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","2.0","3.0","2.0","2.0","2.0","1.0","1.0","2.0","1.0","3.0","3.0","3.0","3.0","3","3","1","47.0","1.0","1.0","1.0","28.0","1.0","1.0","28.0","1.0","5.0","77.0",,,,"1.0","65.0","67.0","1.0","1.0","1.0","73.0","77.0","1.0","87.0","77.0","2.0",,"56.0","1","13.0","5.0","5.0","3.0","8.0","8.0","4.0","3.0","4.0","5.0","4.0","6.0","5.0","5.0","4.0","7.0","1.0","3.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","24.0","2","13","2","2.0","3.0","1.0","0.0","6","10.0",,,,"3","7","77",,"1.0","2.0","1.0","2.0","2","1","1","1","1","0","0","0","1","0","0","0","2.0","1.0",,"76"
"15","2006","1","1.235585","3","31","1501","1502","3",,,,"2","5","1","29jul2007","1","70.0",,,,,"1","1","4.0","4.0","3.0","2.0","2","2.0","2.0","2.0","2.0","1","3.0",,"1.0","1.0","1.0","2.0","2.0","3.0","4.0","4.0","4.0","4.0","4.0","4","1.0","1.0","10.0","2.0",,,,"2.0","2.0",,"1.0",,"2.0",,,"2.0",,,,,,,,"4.0",,"7.0","7.0","1.0","2.0","7.0","7.0","7.0",,"7.0","7.0","5.0",,"1.0","7.0","3.0","5","6","7","1","7",,,,"8",,,"3.0","5.0","1.0","1.0","1.0","1.0","4.0","1.0","1.0","2.0","1.0","7.0",,,"2.0","10.0","9.0","8.0","8.0","1.0","1.0","2.0","3.0","10.0","10.0","10.0","10","1.0","1.0","1.0","2.0","4.0","5.0","2.0",,,"2.0","3.0","4.0","3.0",,"3.0",,,"2.0",,"4.0","2.0","1.0","55.0","3.0","3.0","2.0","3.0","6.0","1","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","6.0","4","4.0","7.0","7.0","7.0","7.0","7.0","7.0","4.0","4.0","0.0","0.0",,,,"0.0",,"0.0","0.0","1.0",,,,,"2.0",,,"1.0","2.0",,"10.0",,"99.0","99.0","2.0",,,,"5.0",,,,"6.0",,,,"6.0","99",,,,,"99.0",,"99",,,"99.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,,"88.0",,"3.0",,"3.0","3","3","1",,"2.0",,,,,,,,,,,,,,,,,,,,,,,,"2.0",,"77.0","2",,,,,,,,,,,,,,,,,,"4.0","5.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","17.0","1","7","7",,,,,"2",,,,"1.0","2","4","77",,"1.0","8.0","1.0","2.0","2","1","0","0","0","0","0","0","1","0","0","0","2.0","1.0",,"65"
"15","2006","1","1.235585","1","5","1501","1502","1",,,,"1","1","1","25jul2007","1","70.0","80.0","1.0","80.0","1.0","1","1","2.0","4.0","1.0","1.0","3","1.0","2.0","2.0","2.0","2","3.0",,"2.0","99.0","99.0","99.0","99.0","2.0","4.0","4.0","4.0","4.0","4.0","4","1.0","2.0","1.0","3.0",,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"2.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","3.0","5.0","5.0","6.0","5.0","6.0","5.0","5.0","6.0","6.0","7.0","6.0","5.0","5.0","5.0","7.0","6.0","5","4","7","6","6","6.0","6.0","6.0","1","6.0","6.0","1.0","5.0","4.0","3.0","5.0","6.0","6.0","6.0","5.0","2.0","6.0","5.0","2.0","3.0","2.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","1","10.0","1.0","1.0","8.0","8.0","7.0","8.0","2.0","1.0","1.0","1.0","3.0","4.0","1.0","1.0","2.0","2.0","2.0","2.0","4.0","2.0","1.0","0.0","1.0","1.0","1.0","2.0","2.0","1","2.0","1.0","2.0","1.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1","1.0","1.0","4.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","0.0",,,,"0.0",,"0.0","0.0","0.0","1.0","1.0",,"1.0","1.0",,"1.0","1.0","1.0","1.0",,"3.0","1.0","4.0","1.0","6.0","3.0","3.0","8.0",,"5.0",,"8.0",,"6.0",,"7.0","11","1.0",,,"77.0","92.0","13.0","185","77.0",,"182.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","3.0","3.0","3.0","4.0","4","4","1","35.0","1.0","1.0","1.0","28.0","1.0","1.0","28.0","1.0","5.0","77.0",,,,"4.0",,,,,"1.0","71.0","10.0","1.0",,"10.0",,,"15.0","1","65.0","0.0","0.0","0.0","8.0","0.0","0.0","3.0","6.0","6.0","4.0","3.0","4.0","4.0","3.0","5.0","1.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","60.0","6","14","91",,,,,"1","10.0",,,,"6","13","0","1.0","1.0","8.0","4.0","2.0","2","1","1","1","1","0","0","0","1","1","0","0","1.0","1.0",,"75"
"15","2006","1","1.235585","1","6","1501","1502","1",,,,"1","1","1","24jul2007","1","57.0","80.0","80.0","80.0","80.0","1","2","3.0","4.0","3.0","3.0","3","2.0","2.0","2.0","2.0","1","2.0",,"2.0","99.0","99.0","99.0","99.0","1.0","4.0","4.0","4.0","4.0","4.0","4","1.0","2.0","1.0","3.0",,"2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","6.0","7.0","6.0","4.0","6.0","5.0","4.0","7.0","6.0","6.0","6.0","5.0","7.0","6.0","7.0","6.0","7.0","6.0","6","3","5","5","5","5.0","6.0","6.0","5","5.0","6.0","3.0","2.0","3.0","4.0","5.0","5.0","5.0","4.0","3.0","5.0","4.0","5.0","6.0","3.0","1.0","6.0","6.0","7.0","4.0","6.0","6.0","5.0","7.0","6.0","6.0","3.0","10","1.0","6.0","6.0","7.0","1.0","1.0","1.0","3.0","2.0","2.0","2.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","4.0","2.0","1.0","0.0","3.0","3.0","6.0","2.0","2.0","3","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0",,"1.0","1.0","1.0","1.0","1.0","1.0","2","1.0","3.0","4.0","2.0","3.0","1.0","1.0","3.0","3.0","0.0","0.0",,,,"0.0",,"0.0","0.0","0.0","1.0",,,,"2.0",,"2.0","2.0","2.0",,"14.0",,"99.0","99.0","2.0","6.0","6.0","7.0","8.0","5.0","6.0","5.0","7.0","6.0","7.0","7.0","7.0","99",,,,,"5.0",,"5","41.0",,"99.0","1.0","1.0","1.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","4.0","3.0","3.0","3.0","2.0","1","1","1","12.0","2.0",,,,,,,,,,,,,,,,,,,,,,,,"2.0",,"43.0","1","14.0","4.0","6.0","0.0","6.0","5.0","5.0","6.0","7.0","7.0","6.0","5.0","6.0","10.0","4.0","4.0","1.0","2.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","17.0","1","12","7",,,,,"2",,,,"1.0","3","5","77",,"1.0","1.0","1.0","2.0","2","1","1","1","1","1","0","1","1","1","1","0","3.0","1.0",,"80"
"15","2006","1","1.235585","1","7","1501","1502","1",,,,"1","1","1","26jul2007","2","57.0","1.0","80.0","80.0","1.0","3","1","3.0","3.0","2.0","1.0","2","1.0","2.0","2.0","2.0","1","3.0",,"2.0","99.0","99.0","99.0","99.0","1.0","4.0","4.0","4.0","4.0","4.0","4","1.0",,"6.0","3.0",,"2.0","2.0",,"1.0","1.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","4.0","4.0","5.0","4.0","5.0","4.0","4.0","5.0","4.0","4.0","5.0","5.0","1.0","3.0","4.0","7.0","7.0","5.0","5","5","6","6","5","5.0","5.0","5.0","5","6.0","5.0","5.0","4.0","5.0","5.0","4.0","4.0","5.0","4.0","4.0","3.0","4.0","4.0","4.0","3.0","2.0","8.0","7.0","6.0","5.0","5.0","5.0","6.0","5.0","8.0","5.0","4.0","10","6.0","5.0","6.0","6.0","6.0","5.0","1.0","3.0","6.0","1.0","2.0","3.0","3.0","2.0","2.0","3.0","2.0","2.0","2.0","4.0","1.0","2.0","55.0","1.0","1.0","1.0","1.0","1.0","3","2.0","1.0","2.0","2.0","2.0",,"1.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","2.0","2","3.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","2.0","0.0","0.0",,"0.0",,"0.0","0.0","0.0","0.0","0.0","2.0","1.0","2.0",,"1.0",,"1.0","1.0","1.0","1.0",,"7.0","1.0","1.0","2.0",,"6.0","6.0","8.0",,"5.0","5.0","8.0",,"6.0","6.0","8.0","11","4.0",,,"77.0","5.0","77.0","5","77.0",,"5.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","2.0","3.0","2.0","1.0","3","3","1","47.0","1.0","2.0",,,"1.0","4.0","77.0","2.0",,,,,,"2.0",,,"1.0","1.0","2.0",,"77.0","2.0",,"77.0","2.0",,"56.0","2",,,,,,,,,,,,,,,,,"1.0","3.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","33.0","3","16","1","2.0","3.0","0.0","0.0","2",,,,"4.0","5","5","77",,"1.0","1.0","4.0","5.0","5","1","1","1","1","0","0","0","1","1","0","0","3.0","1.0",,"52"
"15","2006","1","1.235585","1","8","1501","1502","1",,,,"1","1","1","25jul2007","2","70.0",,,,,"1","1","2.0","2.0","5.0","2.0","3","2.0","2.0","2.0","2.0","2","1.0","1.0","2.0","99.0","99.0","99.0","99.0","3.0","4.0","4.0","4.0","4.0","4.0","4","2.0",,,"2.0",,"1.0",,"2.0","2.0","2.0","1.0","2.0","1.0",,,"2.0",,,,"2.0","1.0",,"5.0","6.0","4.0","4.0","5.0","5.0","4.0","6.0","5.0","6.0","5.0","6.0","7.0","4.0","6.0","5.0","6.0","5.0","5","5","5","7","7","7.0","7.0",,"5","6.0","5.0","5.0","5.0","5.0","4.0","5.0","5.0","5.0","5.0","5.0","2.0","6.0","6.0","6.0","3.0","2.0","10.0","10.0","7.0","5.0","1.0","1.0","1.0","1.0","1.0","3.0","10.0","9","1.0","3.0","10.0","7.0","9.0","9.0","10.0","3.0","6.0","1.0","1.0","4.0","4.0","1.0","2.0",,"2.0","2.0","2.0","4.0","2.0","1.0","0.0","1.0","1.0","2.0","1.0","1.0","1","1.0","1.0",,,"1.0",,"1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1","1.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","2.0","0.0","0.0",,,,"0.0",,"1.0","0.0","0.0","2.0","1.0",,"1.0","1.0",,"1.0","1.0","1.0","1.0",,,"1.0","4.0","2.0",,"6.0","10.0","9.0",,,,"6.0",,,,"8.0","11","4.0",,,"13.0","92.0",,"183","13.0",,"180.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","4.0","4.0","4.0","2.0","3.0","3","3","1",,"2.0",,,,,,,,,,,,,,,,,,,,,,,,,,"77.0","1","13.0","50.0","1.0","2.0","8.0","5.0","50.0","50.0","6.0","6.0","50.0","50.0","5.0","50.0","50.0","50.0","1.0","3.0","5.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","18.0","2","15","5","2.0","3.0","0.0","1.0","2",,,,"1.0","5","3","77",,"3.0","8.0","1.0","2.0","2","1","1","1","1","0","0","0","1","1","1","1","3.0","1.0",,"68"
"15","2006","1","1.235585","2","17","1501","1502","2",,,,"1","3","1","30jul2007","2",,,,,,"3","3","3.0","4.0","2.0",,"3","2.0","2.0","2.0","2.0","2","1.0","1.0","2.0","99.0","99.0","99.0","99.0","3.0","3.0","3.0","1.0","4.0","3.0","4","1.0","1.0",,"2.0",,"2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0",,"2.0",,,,,,"1.0","7.0","7.0","6.0","6.0","5.0","6.0","7.0","6.0","4.0","5.0","4.0","3.0","3.0","4.0","5.0","6.0","7.0","7.0","6","5","6","5","5","6.0","7.0","6.0","5","6.0","7.0","5.0","6.0","5.0","6.0","5.0","5.0","6.0","7.0","7.0","2.0","6.0","7.0","3.0",,"2.0","7.0","8.0","9.0","8.0","5.0","6.0","8.0","10.0","8.0","7.0","5.0","4","5.0","7.0","10.0","9.0","10.0","10.0","8.0","2.0","3.0","3.0","2.0","4.0","4.0","3.0","4.0","4.0",,"2.0","1.0","4.0","2.0","2.0","0.0","4.0","3.0","2.0","2.0","2.0","1","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","3.0","3","2.0","2.0","1.0","3.0","2.0","3.0","3.0","2.0","1.0","0.0","0.0",,,,,,"0.0","1.0","0.0","3.0","1.0",,"1.0",,,"1.0","1.0","1.0","1.0",,"3.0","2.0","2.0","2.0",,"8.0","7.0","7.0",,"6.0","6.0","7.0",,"7.0","6.0","7.0","11","4.0",,,,"93.0",,"5",,,"190.0","2.0","3.0","3.0","2.0","2.0","3.0","3.0","2.0","3.0","3.0","2.0","2.0","1.0","1.0","1.0","1.0","3.0","2.0","3.0","3.0","3","3","2","47.0","2.0",,,,,,,,,,,,,,,,,,,,,,,,"1.0","13.0","77.0","1","13.0","50.0","0.0","10.0","10.0","6.0","50.0","50.0","6.0","5.0","50.0","50.0","50.0","50.0","50.0","50.0","1.0","4.0","5.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","18.0","2","13","7",,,,,"2",,,,"1.0","3","6","77",,"1.0","3.0","2.0","2.0","2","1","1","0","1","0","0","0","1","1","0","0","2.0","1.0",,"67"
