"country","a04","f04b","activity","acode","f01_1","f01_2","weaiwght","a06","hhwght_1","pbs_id"
"Kenya","1","5",,,"0",".","200.9787942","2","96.76756757","4"
"Kenya","1","5","A","Sleep, rest","495",".","200.9787942","2","96.76756757","4"
"Kenya","1","5","B","Eat, drink","75",".","200.9787942","2","96.76756757","4"
"Kenya","1","5","C","Personal care","45",".","200.9787942","2","96.76756757","4"
"Kenya","1","5","G","Farm","195",".","200.9787942","2","96.76756757","4"
"Kenya","1","5","L","Cook","165",".","200.9787942","2","96.76756757","4"
"Kenya","1","5","M","Domestic","120",".","200.9787942","2","96.76756757","4"
"Kenya","1","5","N","Family care","210",".","200.9787942","2","96.76756757","4"
"Kenya","1","5","U","Social","90",".","200.9787942","2","96.76756757","4"
"Kenya","1","1","A","Sleep, rest","720",".","1066.538462","1","213.3076923","6"
"Kenya","1","1","B","Eat, drink","180",".","1066.538462","1","213.3076923","6"
"Kenya","1","1","C","Personal care","75","60","1066.538462","1","213.3076923","6"
"Kenya","1","1","G","Farm","180",".","1066.538462","1","213.3076923","6"
"Kenya","1","1","P","Travel","360",".","1066.538462","1","213.3076923","6"
"Kenya","2","7",,,"0",".","562.3566434","1","213.3076923","6"
"Kenya","2","7","A","Sleep, rest","750",".","562.3566434","1","213.3076923","6"
"Kenya","2","7","B","Eat, drink","120",".","562.3566434","1","213.3076923","6"
"Kenya","2","7","C","Personal care","30",".","562.3566434","1","213.3076923","6"
"Kenya","2","7","L","Cook","450",".","562.3566434","1","213.3076923","6"
"Kenya","2","7","M","Domestic","60",".","562.3566434","1","213.3076923","6"
"Kenya","2","7","P","Travel","60",".","562.3566434","1","213.3076923","6"
"Kenya","1","10","A","Sleep, rest","120","510","362.747619","2","213.3809524","7"
"Kenya","1","10","B","Eat, drink","30","150","362.747619","2","213.3809524","7"
"Kenya","1","10","C","Personal care","90",".","362.747619","2","213.3809524","7"
"Kenya","1","10","E","Employed","420",".","362.747619","2","213.3809524","7"
"Kenya","1","10","L","Cook","90",".","362.747619","2","213.3809524","7"
"Kenya","1","10","P","Travel","60",".","362.747619","2","213.3809524","7"
"Kenya","1","10",,,"0",".","532.2216216","1","96.76756757","8"
"Kenya","1","10","A","Sleep, rest","780",".","532.2216216","1","96.76756757","8"
