"unique_id","gender","interview_start_time_hh","interview_start_time_min","interview_date_dd","interview_date_mm","interview_date_yy","constituency","a1","a2_a","a2_b","a2_c","a2_d","a3","b1","b2a","b2b","b3a","b3b","c1","c2","c2_other","c3","c3_other","c4","c5","c6","c6_other","c7a","c7b","c8","c9","interview_end_time_hh","interview_end_time_min"
"12402","1","15","15","30","9","19","Kurram","3","0","1","0","0","2","3","1",,"1",,"1",,,"3",,"1","2","4","Coordinator/agent the online work","1",,"2","1","15","22"
"12403","1","16","40","25","9","19","Kurram","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"2","2","4","Done by Coordinator","1",,"2","1","16","48"
"12404","1","9","40","26","9","19","Kurram","4","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","2","4","Done by Coordinator","1",,"2","1","9","46"
"12405","1","12","10","26","9","19","Kurram","3","0","1","0","0","1","3","1",,"1",,"1",,,"1",,"1","2","3",,"1",,"1","1","12","17"
"12406","1","15","24","26","9","19","Kurram","2","0","0","1","0","2","3","1",,"1",,"1",,,"1",,"1","4",,,"1",,"2","1","15","29"
"12407","1","14","51","26","9","19","Kurram","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","4",,,"1",,"2","1","14","57"
"12408","1","16","28","26","9","19","Kurram","2","0","1","0","0","1","3","2",,"2",,"1",,,"1",,"1","1",,,"1",,"2","2","16","34"
"12409","1","12","24","26","9","19","Kurram","3","0","0","1","0","2","3","1",,"1",,"1",,,"1",,"1","4",,,"1",,"2","1","12","30"
"12410","1","15","52","25","9","19","Kurram","3","1","1","0","0","2","3","2",,"1",,"1",,,"1",,"1","4",,,"1",,"2","1","16","21"
"12411","1","15","40","25","9","19","Parachinar","3","0","1","1","0","1","3","1",,"1",,"1",,,"1",,"1","2","4","FAFEN agen did the online work","1",,"2","1","15","50"
"12413","1","12","58","26","9","19","Kurram","3","0","1","1","0","2","3","1",,"1",,"1",,,"1",,"1","4",,,"2","Presiding officer did not allow","2","1","13","3"
"12414","1","10","28","26","9","19","Kurram","3","0","1","1","0","1","3","1",,"1",,"1",,,"2",,"1","1",,,"1",,"1","1","10","35"
"12415","1","15","25","26","9","19","Kurram","3","0","1","1","0","2","3","1",,"1",,"1",,,"1",,"1","4",,,"1",,"2","1","15","33"
"12417","1","12","11","30","9","19","Kurram","2","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","3",,,"1",,"2","1","12","15"
"12419","1","16","45","25","9","19","Kurram","3","0","1","1","0","2","3","1",,"1",,"1",,,"1",,"1","2","4","FAFEN did the online work","1",,"2","1","16","52"
"12420","1","15","0","26","9","19","Kurram","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"2","4",,,"1",,"2","1","15","5"
"12502","1","13","5","26","9","19","Orakzai","3","0","1","0","0","2","3","2",,"1",,"1",,,"1",,"1","1",,,"1",,"2","1","13","13"
"12503","1","15","35","26","9","19","Orakzai","3","0","1","0","0","2","2",,,"1",,"1",,,"1",,"1","3",,,"1",,"2","1","15","40"
"12504","1","14","10","26","9","19","Kohat","5","0","0","0","1","3","3","1",,"1",,"1",,,"3",,"1","2","4","FAFEN agent did the online work","1",,"2","1","14","16"
"12505","1","16","14","26","9","19","Kohat","2","0","0","0","1","1","3","1",,"1",,"1",,,"2",,"1","4",,,"1",,"2","1","16","21"
"12507","1","13","20","26","9","19","Germa Kohat","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"2","2","4","Done by Coordinator","1",,"2","1","13","25"
"22462","2","16","50","30","9","19","kurram","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","1",,,"1",,"2","2","16","52"
"12508","1","11","50","26","9","19","Kohat","1","0","1","1","0","2","3","1",,"1",,"1",,,"2",,"1","1",,,"2","Male Presiding officer did not allow her to observe","2","1","11","55"
"14101","1","12","5","26","9","19","Bajaur","2","0","1","0","0","2","3","1",,"5","Not given any training. Selfstudied the handbook","1",,,"2",,"1","2","4","FAFEN did the online work","1",,"2","1","12","9"
"14102","1","10","8","26","9","19","Bajaur","2","0","0","0","1","2","3","1",,"1",,"1",,,"2",,"1","4",,,"2","Husband did not allow to enter the male polling booth","2","1","10","17"
"14103","1","13","3","1","10","19","Bajaur","2","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","1",,,"1",,"1","1","13","12"
"14104","1","16","17","26","9","19","Bajaur","2","1","0","0","0","2","3","1",,"1",,"1",,,"1",,"1","1",,,"2","Just let some people to enter but she was not allowed to go inside","2","1","16","22"
"14105","1","12","45","26","9","19","Bajaur","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","4",,,"1",,"2","2","12","49"
"14106","1","16","10","26","9","19","Bajaur","3","0","1","0","0","2","3","2",,"2",,"2","3","Was busy",,,,,,,,,,,"16","15"
"14107","1","15","7","26","9","19","Bajaur","2","0","1","0","0","2","3","1",,"1",,"1",,,"4",,"1","2","4","FAFEN did online work","1",,"2","2","15","11"
"16301","1","12","30","26","9","19","Khyber","3","0","1","1","0","2","3","2",,"1",,"1",,,"1",,"1","2","4","FAFEN agent did the online work","1",,"2","1","12","35"
"16302","1","10","45","26","9","19","Khyber","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","2","3",,"1",,"2","1","10","50"
"16304","1","11","50","26","9","19","Khyber","4","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","4",,,"1",,"2","1","11","58"
"16305","1","15","49","26","9","19","Khyber","4","0","1","0","0","2","3","2",,"2",,"1",,,"2",,"1","2","3",,"2","Presiding Officer did not allow","2","2","15","54"
"16306","1","13","55","26","9","19","Khyber","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","4",,,"1",,"2","1","13","59"
"16307","1","10","50","26","9","19","Khyber","2","0","1","0","0","1","3","1",,"1",,"1",,,"3",,"1","1",,,"1",,"2","1","10","57"
"16308","1","15","41","26","9","19","Khyber","2","0","1","1","0","2","3","2",,"2",,"1",,,"1",,"1","4",,,"1",,"2","2","15","46"
"16310","1","9","45","26","9","19","Khyber","2","0","1","1","0","2","3","1",,"2",,"1",,,"2",,"1","2","4","FAFEN agent did the online work","1",,"2","1","9","57"
"16311","1","15","50","27","9","19","Khyber","3","0","1","0","0","2","3","1",,"1",,"1",,,"3",,"1","4",,,"1",,"2","1","15","58"
"16312","1","16","23","25","9","19","FATA","5","0","0","0","1","2","4",,,"2",,"1",,,"2",,"1","2","4","FAFEN did the online work","1",,"2","1","16","29"
"16313","1","11","50","30","9","19","Khyber","2","1","0","0","0","2","3","1",,"1",,"2","2",,,,,,,,,,,,"11","54"
"16315","1","14","46","30","9","19","Khyber","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","4","Done by Coordinator","1",,"2","1","14","50"
"16316","1","14","25","30","9","19","Khyber","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"2","2","4","Done by Coordinator","1",,"2","1","14","19"
"16317","1","13","20","26","9","19","Khyber","3","0","1","1","0","2","3","2",,"1",,"1",,,"1",,"1","2","5",,"1",,"2","2","13","25"
"16802","1","15","12","25","9","19","Dara Adam Khel","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","1",,,"1",,"2","1","15","20"
"16803","1","10","0","26","9","19","Borra / FR","3","0","1","0","0","1","3","1",,"1",,"1",,,"2",,"1","2","3",,"1",,"1","1","10","5"
"16804","1","10","22","26","9","19","Kohat FR","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","4","Done by Coordinator","1",,"2","1","10","28"
"16805","1","13","5","26","9","19","3","3","0","1","1","0","2","3","2",,"1",,"1",,,"2",,"1","4",,,"1",,"2","1","13","10"
"16806","1","15","44","25","9","19","Dara Adam Khel","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","4","Done by Coordinator","1",,"2","1","15","51"
"16807","1","12","45","26","9","19","Dara Baza / FR","4","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","4",,,"1",,"2","1","12","50"
"21201","2","12","28","1","10","19","Kandao Mohmand","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","1",,,"1",,"2","1","12","32"
"21202","2","12","10","1","10","19","Mohmand","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","4","Coordinator did the online work","1",,"2","2","12","16"
"21203","2","12","37","1","10","19","mohmand","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","2","3",,"1",,"2","2","12","40"
"21204","2","14","55","30","9","19","PK-103 Mohmand","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"2","2","4","submitted to coordinator","1",,"2","1","15","5"
"21205","2","9","43","1","10","19","mohmand","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","3",,"1",,"2","1","9","45"
"21207","2","16","28","1","10","19","Amber Mohmand","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","4",,,"1",,"2","1","16","31"
"21209","2","11","40","27","9","19","Mohmand","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","1",,,"1",,"2","1","11","47"
"21210","2","9","29","27","9","19","Mohmand","4","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"2","1",,,"1",,"2","2","9","35"
"21211","2","10","57","30","9","19","Mohmand","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","4","Coordinator did the online work","1",,"2","1","11","2"
"21212","2","11","24","1","10","19","PK-103","4","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","4","Submitted to coordinator","1",,"2","1","11","35"
"21216","2","14","20","26","9","19","mohmand","2","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","1",,,"1",,"2","2","14","22"
"21219","2","11","4","27","9","19","Mohmand","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","3",,"1",,"2","1","11","8"
"21220","2","12","30","27","9","19","Mohmand","3","0","1","0","0","2","3","2",,"1",,"1",,,"2",,"1","1",,,"1",,"2","1","12","35"
"21221","2","14","49","27","9","19","PK-103","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","1",,,"1",,"2","1","14","58"
"21222","2","13","50","27","9","19","PK-103","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","1",,,"1",,"2","1","13","58"
"21223","2","10","40","30","9","19","Shono Ghondo Mohmand","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","2","4","Done by Coordinator","1",,"2","1","10","44"
"21224","2","12","40","27","9","19","Mohmand","3","0","1","0","0","2","3","2",,"2",,"1",,,"2",,"1","1",,,"1",,"2","2","12","47"
"21225","2","11","4","30","9","19","PK-103 Mohmand","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","1",,,"1",,"2","1","11","12"
"21226","2","10","43","1","10","19","Shono Ghondo Machanai Mohmand","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","4",,,"1",,"2","1","10","47"
"21227","2","11","43","1","10","19","Mohmand","4","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"2","2","3",,"1",,"2","1","11","47"
"21228","2","12","1","30","9","19","Mohmand","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","3",,,"1",,"2","2","12","7"
"21233","2","12","24","30","9","19","PK-104","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","4","submitted to coordinator","1",,"2","1","12","33"
"21234","2","10","29","1","10","19","mohmand PK-104","3","0","1","1","0","2","3","1",,"1",,"1",,,"1",,"1","2","3",,"1",,"2","2","10","31"
"21235","2","14","45","1","10","19","Mohmand","3","0","1","1","0","2","3","2",,"2",,"1",,,"1",,"1","2","4","Coordinator did the online work","1",,"2","2","14","50"
"21238","2","15","3","30","9","19","Mohmand","3","0","1","1","0","2","3","2",,"1",,"1",,,"1",,"1","4",,,"1",,"2","2","15","10"
"21239","2","10","35","26","9","19","PK-104 Mohmand II","4","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","2","3",,"1",,"2","1","10","45"
"21240","2","14","5","27","9","19","PK-104","2","0","0","1","0","2","3","1",,"1",,"1",,,"1",,"2","2","4","submitted to coordinator","1",,"2","1","14","12"
"21241","2","12","0","27","9","19","mohmand","3","0","1","0","0","2","3","1",,"2",,"1",,,"1",,"1","1",,,"1",,"2","2","12","3"
"21242","2","11","20","26","9","19","PK-104 Mohmand II","2","0","1","0","0","2","3","2",,"1",,"1",,,"2",,"2","2","4","Head of the center entered the data","1",,"2","1","11","28"
"21244","2","15","24","27","9","19","Mohmand","3","0","0","1","0","2","3","1",,"1",,"1",,,"1",,"1","2","3",,"1",,"2","1","15","28"
"21245","2","11","48","30","9","19","PK-104","5","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","1",,,"1",,"2","1","11","53"
"21246","2","14","46","30","9","19","Mohmand","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","2","4","Coordinator/agent did the online work","1",,"2","2","14","52"
"21247","2","11","15","30","9","19","PK-104 Mohmad II","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","1",,,"1",,"2","1","11","24"
"21248","2","12","0","26","9","19","PK-104","1","0","0","1","0","2","3","1",,"1",,"1",,,"2",,"1","2","3",,"1",,"2","1","12","14"
"21249","2","16","9","27","9","19","mohmand","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","4","data given to coordinator","1",,"2","2","16","12"
"21250","2","11","16","1","10","19","PK-104 Mohmand II","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","1",,,"1",,"2","1","11","23"
"21251","2","12","27","27","9","19","mohmand","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","2","3",,"1",,"2","2","12","30"
"21252","2","10","35","30","9","19","PK-104 Mohmand II","2","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","1",,,"1",,"2","1","10","42"
"21253","2","11","21","27","9","19","mohmand agency","2","0","1","1","0","2","3","2",,"2",,"1",,,"1",,"1","2","4","data given to coordinator","1",,"2","2","11","25"
"21254","2","14","55","30","9","19","Mohmand","3","0","1","1","0","2","3","1",,"1",,"1",,,"2",,"1","4",,,"1",,"2","1","15","1"
"21255","2","12","0","27","9","19","PK-104","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"2","2","4","Submitted to coordinator","1",,"2","1","12","13"
"21256","2","15","49","30","9","19","Mohmand","4","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","4",,,"1",,"2","1","15","53"
"21257","2","15","14","30","9","19","PK-104","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","2","4","submitted to coordinator","1",,"2","1","15","21"
"22171","2","15","47","27","9","19","PK-101","4","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"2","2","4","submitted o coordinator","1",,"2","1","15","56"
"22241","2","14","8","26","9","19","PK-109 Kurram II","4","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","4","submitted by coordinator","1",,"2","1","14","17"
"22401","2","15","6","1","10","19","Kurram","3","0","1","0","0","2","3","2",,"1",,"1",,,"2",,"1","1",,,"1",,"2","2","15","12"
"22405","2","11","22","30","9","19","Kurram","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","2","3",,"1",,"2","1","11","25"
"22408","2","14","33","30","9","19","Kurram","4","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","3",,"1",,"2","1","14","46"
"22409","2","16","17","30","9","19","Kurram","3","0","1","0","0","2","3","2",,"1",,"1",,,"1",,"1","4",,,"1",,"2","2","16","25"
"22410","2","15","3","26","9","19","PK-108 Kurram I","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","1",,,"1",,"2","1","15","10"
"22412","2","11","52","1","10","19","Kurram","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","2","4","Coordinator did the online work","1",,"2","1","11","59"
"22415","2","11","14","30","9","19","Kurram","4","0","1","0","0","2","3","1",,"2",,"1",,,"2",,"1","2","4","Coodinator did online work","1",,"2","1","11","18"
"22416","2","9","55","1","10","19","Jandarri","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","3",,"1",,"2","1","9","59"
"22420","2","15","45","27","9","19","kurram","3","0","1","0","0","2","3","2",,"2",,"1",,,"1",,"1","2","3",,"1",,"2","2","15","47"
"22422","2","10","23","26","9","19","kurram agency","3","0","1","0","0","2","3","2",,"2",,"1",,,"2",,"1","1",,,"1",,"1","2","10","26"
"22423","2","15","21","26","9","19","PK-108 Kurram I","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","4","submitted to coordinator","1",,"2","1","15","32"
"22426","2","9","26","1","10","19","Kurram","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","3",,"1",,"2","1","9","30"
"22427","2","15","6","1","10","19","kurram agency","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","3",,"1",,"2","1","15","9"
"22430","2","11","48","27","9","19","kurram","2","0","1","0","0","2","3","2",,"2",,"1",,,"2",,"1","1",,,"1",,"2","2","11","52"
"22431","2","15","36","30","9","19","Bilameen Kurram","2","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"2","1",,,"1",,"2","1","15","39"
"22433","2","10","25","30","9","19","PK-108","2","0","0","1","0","2","2",,,"1",,"1",,,"2",,"1","2","4","submitted to coordinator","1",,"2","1","10","33"
"22434","2","11","44","1","10","19","kurram agency","2","0","1","1","0","1","3","2",,"2",,"1",,,"2",,"1","1",,,"1",,"2","2","11","48"
"22435","2","16","55","1","10","19","Shamkhel / Navekalay Kurram","3","0","0","1","0","2","3","1",,"1",,"1",,,"2",,"2","4",,,"1",,"2","1","16","59"
"22436","2","12","36","1","10","19","Kurram","4","0","1","0","0","2","3","1",,"1",,"1",,,"3",,"1","2","3",,"1",,"2","1","12","40"
"22437","2","14","21","30","9","19","Kurram","3","0","1","0","0","2","3","2",,"1",,"1",,,"2",,"1","3",,,"1",,"2","2","14","26"
"22438","2","12","35","1","10","19","PK-100","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","4","Submitted to coordinator","1",,"2","1","12","44"
"22439","2","12","46","1","10","19","Kurram Agency","2","0","1","0","0","2","3","2",,"1",,"1",,,"2",,"1","2","4","Submitted to coordinator","1",,"2","1","12","55"
"22442","2","10","15","30","9","19","Kurram","3","0","1","0","0","2","3","2",,"2",,"1",,,"2",,"1","1",,,"1",,"2","1","10","23"
"22443","2","12","21","1","10","19","Jenekhel Kurram","2","0","0","1","0","2","3","1",,"1",,"1",,,"1",,"1","1",,,"1",,"2","1","12","25"
"22444","2","10","25","27","9","19","Kurram","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","1",,,"1",,"2","1","10","37"
"22446","2","11","42","27","9","19","kurram parachinar","4","0","1","0","0","2","3","2",,"2",,"1",,,"2",,"1","1",,,"1",,"2","2","11","45"
"22447","2","10","9","1","10","19","kurram agency parachinar","2","0","0","1","0","2","3","1",,"1",,"1",,,"2",,"2","1",,,"1",,"2","1","10","12"
"22448","2","11","30","1","10","19","Yardo Kurram","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","4","Done by Coordinator","1",,"2","1","11","34"
"22449","2","12","5","27","9","19","kurram","4","0","1","1","0","2","3","2",,"2",,"1",,,"2",,"2","2","3",,"1",,"2","2","12","10"
"22450","2","12","46","30","9","19","kurram parachinar","3","0","1","1","0","2","3","1",,"1",,"1",,,"2",,"1","2","4","uploaded by coordinator","1",,"2","2","12","48"
"22451","2","13","58","27","9","19","PK-109","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","1",,,"1",,"2","1","14","5"
"22452","2","16","23","30","9","19","Kurram","4","0","1","0","0","2","3","1",,"1",,"1",,,"3",,"1","2","4","Done by Coordinator","1",,"2","1","16","28"
"22453","2","14","55","26","9","19","kurram","3","0","1","1","0","2","3","1",,"2",,"1",,,"2",,"1","1",,,"1",,"2","2","14","58"
"22455","2","11","20","26","9","19","parachinar","3","0","1","0","0","2","3","2",,"2",,"1",,,"2",,"1","1",,,"1",,"2","2","11","25"
"22456","2","10","38","27","9","19","PK-109","3","0","0","1","0","2","3","2",,"2",,"1",,,"2",,"1","2","4","Submitted to coordinator","1",,"2","1","10","4"
"22457","2","11","5","27","9","19","Kurram","3","0","1","1","0","2","3","1",,"1",,"1",,,"2",,"1","2","4","Submitted to coordinator","1",,"2","2","11","12"
"22458","2","10","30","27","9","19","kurram agency","3","0","1","0","0","2","3","1",,"2",,"1",,,"2",,"1","4",,,"1",,"2","2","10","34"
"22459","2","15","35","27","9","19","PK-109","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"2","1",,,"1",,"2","1","15","46"
"22460","2","16","37","27","9","19","kurram","3","0","1","1","0","2","3","2",,"3",,"1",,,"2",,"1","2","3",,"1",,"2","2","16","40"
"22461","2","15","29","30","9","19","kurram agency","3","0","1","0","0","2","3","2",,"2",,"1",,,"2",,"1","2","3",,"1",,"2","2","15","31"
"22463","2","14","32","27","9","19","Kurram","3","0","1","1","0","2","3","1",,"1",,"1",,,"2",,"1","1",,,"1",,"2","1","14","36"
"22465","2","12","29","1","10","19","kurram agency","2","0","1","1","0","2","3","1",,"1",,"1",,,"1",,"1","1",,,"1",,"2","1","12","32"
"22466","2","15","16","27","9","19","Bughday Kurram","4","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","1",,,"1",,"2","1","12","21"
"22467","2","14","40","27","9","19","Kurram","1","0","0","1","0","2","3","1",,"1",,"1",,,"2",,"1","1",,,"1",,"2","1","14","46"
"22469","2","10","39","27","9","19","kurram","2","0","1","0","0","2","3","1",,"2",,"1",,,"2",,"2","1",,,"1",,"2","2","10","41"
"22470","2","9","53","1","10","19","kurram agency","3","0","1","1","0","2","3","2",,"2",,"1",,,"2",,"1","2","3",,"1",,"2","1","9","56"
"22471","2","15","7","27","9","19","PK-109","2","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"2","2","4","submitted to coordinator","1",,"2","1","15","19"
"22472","2","11","30","30","9","19","PK-109","3","0","0","1","0","2","3","1",,"1",,"1",,,"2",,"1","1",,,"1",,"2","1","11","40"
"22473","2","12","22","27","9","19","Kurram","4","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","4","Done by Coordinator","1",,"2","1","12","27"
"22474","2","11","5","1","10","19","kurram","3","0","1","1","0","2","3","1",,"1",,"1",,,"2",,"1","2","4","uploaded by coordinator","1",,"2","1","11","8"
"22501","2","10","50","30","9","19","Orakzai","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","1",,,"1",,"2","2","10","55"
"22503","2","12","54","26","9","19","orakzai","1","0","1","1","0","2","3","2",,"2",,"1",,,"2",,"1","2","3",,"2","seniors didnt allowed him to entrer and observe.","2","2","12","59"
"22504","2","12","7","30","9","19","hangu","3","0","0","0","1","2","3","2",,"1",,"1",,,"1",,"1","1",,,"1",,"2","2","12","10"
"22506","2","11","50","27","9","19","PK-110","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"2","2","4","Submitted to coordinator","1",,"2","1","12","0"
"22507","2","12","9","30","9","19","Orakzai","3","0","1","0","0","2","3","1",,"4","Because trainer was not fully prepared","1",,,"1",,"1","2","4","Coordinator did the online work","1",,"2","2","12","13"
"22508","2","14","30","1","10","19","Orakzai","3","0","1","0","0","2","3","2",,"2",,"1",,,"2",,"1","2","3",,"1",,"2","2","14","38"
"22510","2","10","39","1","10","19","Orakzai","3","0","1","1","0","2","3","1",,"1",,"1",,,"2",,"1","1",,,"1",,"2","1","10","45"
"22512","2","12","17","27","9","19","Orakzai","3","0","1","0","0","2","3","2",,"2",,"1",,,"2",,"2","4",,,"1",,"2","2","12","20"
"22517","2","12","15","30","9","19","Orakzai","3","0","1","0","0","2","4",,,"5","No training conducted by FAFEN","1",,,"1",,"1","2","5",,"1",,"2","4","12","22"
"22520","2","16","29","30","9","19","Babar Mela","3","0","0","1","0","2","3","1",,"1",,"1",,,"1",,"1","2","4","submitted to coordinator","1",,"2","1","16","36"
"22525","2","15","19","27","9","19","PK-110","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","2","4","submitted to coordinator","1",,"2","1","15","28"
"22527","2","11","41","30","9","19","Kohat","3","0","1","0","0","2","3","1",,"1",,"1",,,"1",,"1","4",,,"1",,"1","1","11","48"
"22529","2","11","6","26","9","19","orakzai","3","0","0","1","0","2","3","2",,"2",,"1",,,"2",,"1","2","3",,"1",,"2","2","11","10"
"22531","2","15","32","26","9","19","PK-110 Orakzai","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","3",,"1",,"2","1","15","40"
"22536","2","16","10","26","9","19","Orakzai","5","0","1","0","0","1","3","2",,"2",,"1",,,"3",,"1","1",,,"1",,"2","2","16","14"
"22537","2","16","16","30","9","19","orakzai","3","0","1","0","0","2","3","1",,"1",,"1",,,"2",,"1","2","3",,"1",,"2","2","16","19"
