"village","country","guinea","senegal","householdsincommunity","timetoclosestmarket","hasmotorizedtransport","costtoclosestmarket","roadquality","transportearnings","ispeul","isdjallonke","isbedik","isbassari","istanda","isdiakhanke","ismalinke","ismandingo","ismende","pplinhh","agworkersinhh","kidsinschool","workoutsideag","ismason","iswelldigger","ischauffeur","issmallbusiness","issellstrees","iswoodworker","isblacksmith","ismechanic","istailor","isgriot","isgardener","ismarabout","ispensioner","isinvolvedingold","monthlyearnings","age","grewcorn","grewfonio","grewrice","grewsorghum","grewpeanuts","grewpotatoes","grewcabbage","grewcotton","grewsweetpotato","grewbeans","grewcassava","grewtarot","grewokra","grewbissap","grewtiguagelen","grewjakatu","numbercropsgrown","areacorn","areafonio","arearice","areasorghum","areapeanuts","areapotatoes","areacabbage","areacotton","areabeans","areacassava","areaokra","areabissap","areatiguagelen","boughtfertilizer","wasofferedfertilizer","usedurea","usednpk","ureaamt","npkamt","ureaprice","npkprice","fertilizedpotatoes","fertilizedcabbage","fertilizedcorn","fertilizedrice","fertilizedcotton","fertilizedpeanuts","fertilizedbissap","fertilizedjakatu","fertilizedmillet","fertilizedfonio","fertilizedcassava","mulch","manure","leavebranches","gathercompost","usedherbicide","herbicidepricebottle","herbicidepricesack","herbicidesacks","herbicidebottle","herbicidecorn","herbicidepeanuts","herbiciderice","herbicidecotton","herbicidebeans","herbicidefonio","herbicidemillet","herbicidebissap","herbicidejakatu","boughtinsecticide","insecticidepricepacket","insecticidepricebottle","insecticidebottles","insecticidepackets","insecticidecabbage","insecticidepotatoes","insecticidetrees","insecticidecotton","insecticidepeanuts","usedplow","plowedcorn","plowedpeanuts","plowedfonio","plowedpotatoes","plowedrice","plowedmillet","plowedcotton","cattleowned","cattlerented","paidtorentcattle","trainedcattle","daystrainedcattle","plowowned","plowcost","plowyearsowned","paytoborrowplow","farmonhill","cornonslope","riceonslope","fonioonslope","potatoesonslope","beansonslope","peanutsonslope","milletonslope","cottononslope","erosionispositive","erosionseverity","hiredlabor","dayslaborworked","amtlaborpaid","wagerateearly","wageratelate","helpedothers","dayshelpedothers","foniovarsknown","foniovarsgrown","foniosacs","foniosoilkansa","foniosoilsand","foniosoilndantaari","foniosoilkoccu","foniosoildounkiire","foniodaysseeding","foniodaysweeding","foniodaysharvesting","foniototaldays","foniokile","foniokileppl","foniokilespent","foniounpoundedsacssold","foniounpoundedprice","foniounpoundedsoldmonth","foniounpoundedearned","foniopoundedsoldmeasures","foniopoundedtimetopound","foniopoundedmeasureprice","foniopoundedmonthsold","foniopoundedearned","foniodaystoeatsack","cornvarsknown","cornvarsgrown","cornsacks","cornsoilkansa","cornsoilsand","cornsoildounkiire","cornsoilkoccu","corndaysseeding","corndaysweeding","corndaysharvesting","cornkile","cornkileppl","cornkilecost","cornsackssold","cornwhensold","cornprice","cornamtearned","milletvarsknown","milletvarsgrown","milletsacks","milletsoildounkiire","milletsoilsand","milletsoilkoccu","milletdaysseeding","milletdaysweeding","milletdaysharvesting","milletkile","milletkileppl","milletkilespent","milletsackssold","milletwhensold","milletprice","milletamtearned","peanutsvarsknown","peanutsvarsgrown","peanutssacs","peanutssoilkansa","peanutssoilndantaari","peanutssoilsand","peanutssoildounkiire","peanutssoilkoccu","peanutsdaysseeding","peanutsdaysweeding","peanutsdaysharvested","peanutskile","peanutskileppl","peanutskilespent","peanutssacssold","peanutswhensold","peanutssoldsacprice","peanutsearned","ricevarsknown","ricevarsgrown","ricesacks","ricesoilkansa","ricesoildounkiire","ricedaysseeding","ricedaysweeding","ricedaysharvesting","ricekile","ricekileppl","ricekilespent","ricesold","ricesoldmonth","ricesoldsacks","riceprice","riceamtearned","cottonamtharvested","cottonpaidseeds","cottonsoilkoccu","cottonsoildounkiire","cottonsoilsand","cottondaysseeding","cottondaysweeding","cottondaysharvesting","cottonkile","cottonkileppl","cottonkilespent","cottonamtearned","cottonlostmoney","putesacks","puteprice","putesoldamt","tarotsacks","tarotsoilkansa","tarotdaysharvesting","tarotsold","tarotwhensold","tarotsackssold","tarotprice","tarotamtearned","cabbagesacks","cabbagesoildounkiire","cabbagedaysplanting","cabbagedaysweeding","cabbagedaysharvesting","cabbagesold","cabbagesoldmonth","cabbagesoldamt","cabbageprice","cabbageamtearned","potatovarsknown","potatovarsgrown","potatopaidseeds","potatoamtharvested","potatosoil","potatodaysplanting","potatodaysweeding","potatodaysharvesting","potatosold","potatowheresold","potatowhensold","potatosoldkg","potatosoldprice","cassavavarsgrown","cassavasoilkansa","cassavasoilndanta","cassavapeople","cassavadaysplanting","cassavasold","cassavasoldamt","cassavaprice","cassavaamtearned","cassavaleavessold","cassavaleavesearned","cowsown","cowsnumber","milkamtearned","cattleinnoculated","cattleinnoculationcost","livestocksold","livestockamtmade","productivetreeshas","productivetreesspecies","mangoesowns","mangoesamtearned","mangoesprice","bananasowns","bananasamtearned","orangesowns","orangetrees","orangesamtearned","orangesprice","avocadosowns","avocadosamtearned","avocadopricesac","monthsofrain","tempforcrops","hotterlongterm","coolerlongterm","drierlongterm","wetterlongterm","changeshuman","needtoplanttrees","changesfromtreeamt","plantothercrops","othernatresourcemgmttechniques","religiouspraygod","precipmoredamaging","moralproblems","meanstationtemp","meanstationprecip","meanartestemp","meanartesprecip","foniopoundedsackssold","foniopoundedsackprice","corntotaldays","millettotaldays","peanutstotaldays","ricetotaldays","cabbagetotaldays","potatosoildounkiire","potatosoilkebele","potatosoilkansa","potatosoilndantaari","rateofinterest","lifetimeofplow","ssmi_win","ssmi_spr","ssmi_sum","ssmi_fall","artesjan","artesfeb","artesmar","artesapr","artesmay","artesjun","artesjul","artesaug","artessep","artesoct","artesnov","artesdec","distance"
"Togue","Guinea","1","0","32","150","0",,"1","1000","1","0","0","0","0","0","0","0","0","16","8","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","15000","63","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","3","0.16","0","0","0.5","0.57","0","0","0","0","0","0","0","0","0","1","1","0","75","0","500","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","3","0","0","0","600","1200","1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2166","0","0","0","0","0","0","0","0","3","3","5","0","0","0","0","3","10","4","6","15","10000","0","0","10000","0","5","1","20","0","0","1","5","30","30","3","29","2666","0","0","10000","0","0","0","40","1","0","0","0","0","20","20","30","2","29","12500","25","11","7200","120000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0","0","0","0","0","0","0","0","0","0","0","0","6","1","1","0","1","0","1","0","1","0","0","0","0","0","18.83","1509.99","27.85","960.54","0","0","17","65","70","0","0","0","0","0","0","0.04","30","20.3961","27.2773","24.1783","22.2339","0.10787","0.436826","3.64557","8.84396","53.8918","131.291","217.795","258.132","210.124","85.1046","7.9923","0.614913","169393.6"
"Togue","Guinea","1","0","32","150","0",,"1","1000","1","0","0","0","0","0","0","0","0","10","5","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","75","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0.12","0.2","0","0.5","0","0","0","0","0","0","0","0","0","0","1","1","0","75","0","500","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","3","0","0","0",,,"1","8","3","1","7","1","0","0","0","0","1","1","1","3","3","25","15000","0","2166","0","0","0","0","0","0","0","10","2","1","5","0","0","0","0","1","5","7","1","5","7000","0","0","10000","0","3","1","5","0","0","1","1","1","15","2","25","8500","0","0","10000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"1","0","0","0","0","0","0","0","0","0","0","0","6","1","1","0","1","0","1","0","1","0","0","0","0","0","18.83","1509.99","27.85","960.54","0","0","13","17","0","0","0","0","0","0","0","0.04","30","20.3961","27.2773","24.1783","22.2339","0.10787","0.436826","3.64557","8.84396","53.8918","131.291","217.795","258.132","210.124","85.1046","7.9923","0.614913","169393.6"
"Togue","Guinea","1","0","32","150","0",,"1","1000","1","0","0","0","0","0","0","0","0","8","4","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","14000","51","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","3","0.08","0","0","0.5","20","0","0","0","0","0","0","0","0","0","1","1","0","3","0","500","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2166","0","0","0","0","0","0","0","0","2","1","2","0","0","0","0","1","2","1","0","0","0","0","0","10000","0","2","1","15","0","0","1","8","15","8","2","18","3250","0","0","10000","0","2","1","30","1","0","0","0","0","10","14","20","1","8","8000","10","11","4800","48000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"1","0","0","0","0","0","0","0","0","0","0","0","6","1","1","0","1","0","1","0","1","0","0","0","0","0","18.83","1509.99","27.85","960.54","0","0","4","31","44","0","0","0","0","0","0","0.04","30","20.3961","27.2773","24.1783","22.2339","0.10787","0.436826","3.64557","8.84396","53.8918","131.291","217.795","258.132","210.124","85.1046","7.9923","0.614913","169393.6"
"Samanban","Guinea","1","0","97","120","1","1000","2","1500","1","0","0","0","0","0","0","0","0","11","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0.12","0","0.67","0","0.06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","3","0","0","0","1000","1000","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","0","0","0","0","0","0","0","0","3","3",,"0","0","0","0","3","5","6","0","0","0","0","0","10000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","0","3","2","25","1","0","0","0","0","5","7","9","0","0","0","6","12","6000","36000","2","2","6","1","0","6","7","12","1","8","7000","0","0","0","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"0","1","6000","0","0",,,"0","0","0","0","0","1",,"19000","4000","0","0","0","6",,"1","0","1","0","1","1","1","0","0","0","0","0","18.83","1509.99","27.85","960.54","0","0","14","0","21","25","0","0","0","0","0","0.04","30","20.1367","26.6908","23.2756","21.6149","0.10787","0.436826","3.64557","8.84396","53.8918","131.291","217.795","258.132","210.124","85.1046","7.9923","0.614913","294191.4"
"Samanban","Guinea","1","0","97","120","1","1000","2","1500","1","0","0","0","0","0","0","0","0","12","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0.16","0.75","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","750","750","1","4","2","2","7","1","0","0","0","0",,"10","15","25","2","11","10000","0","10000","0","0","0","0","0","0","0","12","0","2","6","1","0","0","0","3","7","6","0","0","0","0","0","10000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","0","3",,"12","1","0","0","0","0","5","11","12","0","0","0","3","1","6000","18000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"0","1","3500","1","120000",,,"0","0","0","0","0","0","0","0","0","0","0","0","6","4","1","0","1","0","1","1","1","0","0","0","0","0","18.83","1509.99","27.85","960.54","0","0","16","0","28","0","0","0","0","0","0","0.04","30","20.1367","26.6908","23.2756","21.6149","0.10787","0.436826","3.64557","8.84396","53.8918","131.291","217.795","258.132","210.124","85.1046","7.9923","0.614913","294191.4"
"Samanban","Guinea","1","0","97","120","1","1000","2","1500","1","0","0","0","0","0","0","0","0","9","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0.2","0","0.33","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","3","0","0","0","750","1000","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","0","0","0","0","0","0","0","0","2","2","7","1","0","0","0","3","7","5","0","0","0","0","0","10000","0","0",,"7","0","0","1","3","7","6","2","12","4500","0","0","10000","0","0","0","27","1","0","0","0","0","7","12","15","1","15","10000","10","12","6000","60000","2","2","12","1","0","10","15","12","0","0","0","0","0","0","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"0","1","4500","1","125000",,,"0","0","0","0","0","1",,"15000","2500","0","0","0","6","4","1","0","1","0","1","1","1","0","0","0","0","0","18.83","1509.99","27.85","960.54","0","0","15","16","34","37","0","0","0","0","0","0.04","30","20.1367","26.6908","23.2756","21.6149","0.10787","0.436826","3.64557","8.84396","53.8918","131.291","217.795","258.132","210.124","85.1046","7.9923","0.614913","294191.4"
"Ley Fello","Guinea","1","0","85","120","1","1000","4","1500","1","0","0","0","0","0","0","0","0","14","8","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","8000","50","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0.2","1.25","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","3","0","0","0","1000","1250","1","7","3","1","24","1","0","0","0","0","15","12","15","42","2","12","12000","4","10000","12","32000","0","0","0","0","0","13","2","0","13","1","0","0","0","3","10","7","0","0","0","0","0","10000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","0","2",,"25","1","0","0","0","0","10","15","13","1","15","11000","10","5","8000","80000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"1","0","0","0","0","1",,"0","0","0","0","0","6","4","1","0","1","0","1","1","1","0","0","0","0","0","18.83","1509.99","27.85","960.54","0","0","20","0","38","0","0","0","0","0","0","0.04","30","20.0503","26.5417","22.9615","21.3765","0.10787","0.436826","3.64557","8.84396","53.8918","131.291","217.795","258.132","210.124","85.1046","7.9923","0.614913","310192.1"
"Ley Fello","Guinea","1","0","85","120","1","1000","4","1500","1","0","0","0","0","0","0","0","0","11","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0.2","0.75","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","3","0","0","0","1000","1250","1","4","3","1","19","1","0","0","0","0","15","15","20","50","2","19","20000","0","10000","0","0","0","0","0","0","0","12","2","0","8","1","0","0","0","3","5","10","0","0","0","0","0","10000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","0","3","2","28","1","0","0","0","0","8","15","12","0","0","0","10","3","8000","80000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"0","1","4500","0","0",,,"0","0","0","0","0","0","0","0","0","0","0","0","6","4","1","0","1","0","1","1","1","0","0","0","0","0","18.83","1509.99","27.85","960.54","0","0","18","0","35","0","0","0","0","0","0","0.04","30","20.0503","26.5417","22.9615","21.3765","0.10787","0.436826","3.64557","8.84396","53.8918","131.291","217.795","258.132","210.124","85.1046","7.9923","0.614913","310192.1"
"Ley Fello","Guinea","1","0","85","120","1","1000","4","1500","1","0","0","0","0","0","0","0","0","9","5","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","57","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0.2","0.75","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1000","1000","1","7","3","1","20","1","0","0","0","0","13","15","15","43","2","15","15500","0","10000","0","0","0","0","0","0","0","14","3","0","7","1","0","0","0","3","6","7","0","0","0","0","0","10000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","0","3",,"21","1","0","0","0","0","12","15","13","1","12",,"10","3","8000","80000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"0","1","6000","1","90000",,,"0","0","0","0","0","0","0","0","0","0","0","0","6","3","1","0","1","0","1","1","1","0","0","0","0","0","18.83","1509.99","27.85","960.54","0","0","16","0","40","0","0","0","0","0","0","0.04","30","20.0503","26.5417","22.9615","21.3765","0.10787","0.436826","3.64557","8.84396","53.8918","131.291","217.795","258.132","210.124","85.1046","7.9923","0.614913","310192.1"
"Boullere","Guinea","1","0","87","0","1","0",,"0","0","0","0","0","0","0","1","0","1","12","6","3","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","15000",,"1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0.28","0","0.33","0","0.71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","750","1000","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2166","0","0","0","0","0","0","0","0","3","0","9","1","0","0","0","4","7","7","1","8","5000","0","0","10000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","0","3","2","17","1","0","0","0","0","7","12","13","1","13","10000","10","4","8000","80000","3","2","13","1","0","7","12","15","2","8","6000","0","0","0","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"0","1","2500","1","95000",,,"0","0","0","0","0","0","0","0","0","0","0","0","6","3","1","0","1","0","1","1","1","0","0","0","0","0","18.83","1509.99","27.85","960.54","0","0","18","0","32","34","0","0","0","0","0","0.04","30","20.1809","26.8283","23.2301","21.666","0.10787","0.436826","3.64557","8.84396","53.8918","131.291","217.795","258.132","210.124","85.1046","7.9923","0.614913","326763.1"
"Boullere","Guinea","1","0","87","0","1","0",,"0","1","0","0","0","0","0","0","0","0","9","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0.2","0","0.4","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","3","0","0","0","750","750","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2166","0","0","0","0","0","0","0","0","2","0","18","1","0","0","0","4","10","7","2","15","12000","0","0","10000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","0","3","2","21","1","0","0","0","0","10","15","13","2","12","11000","6","3","8000","48000","2","2","13","1","0","9","15","20","2","15","13000","0","0","0","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"0","1","4000","1","97500",,,"0","0","0","0","0","0","0","0","0","0","0","0","6","3","1","0","1","0","1","1","1","0","0","0","0","0","18.83","1509.99","27.85","960.54","0","0","21","0","38","44","0","0","0","0","0","0.04","30","20.1809","26.8283","23.2301","21.666","0.10787","0.436826","3.64557","8.84396","53.8918","131.291","217.795","258.132","210.124","85.1046","7.9923","0.614913","326763.1"
"Boullere","Guinea","1","0","87","0","1","0",,"0","1","0","0","0","0","0","0","0","0","12","6","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","20000","59","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0.2","0","0.33","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","3","0","0","0","750","1000","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2166","0","0","0","0","0","0","0","0","2","0","7","1","0","0","0","4","6","8","2","8","6500","0","0","10000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","0","3",,"15","1","0","0","0","0","10","14","9","2","15","12000","6","4","8000","48000","2","2","14","1","0","8","15","20","2","13","15000","1","1","2","1000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,"0","1",,"0","0",,,"0","0","0","0","0","0","0","0","0","0","0","0","6","3","1","0","1","0","1","1","1","0","0","0","0","0","18.83","1509.99","27.85","960.54","0","0","18","0","33","43","0","0","0","0","0","0.04","30","20.1809","26.8283","23.2301","21.666","0.10787","0.436826","3.64557","8.84396","53.8918","131.291","217.795","258.132","210.124","85.1046","7.9923","0.614913","326763.1"
"Dioudiou","Guinea","1","0","61","120","1","1000","2","1000","1","0","0","0","0","0","0","0","0","13","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0.2","0","0.4","0","0.71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","2","0","0","0","1000","1000","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2166","0","0","0","0","0","0","0","0","2","0","12","1","0","0","0","5","12","7","0","0","0","0","0","10000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","0","2",,"19","1","0","0","0","0","7","15","20","1","11","10000","10","3","8000","80000","3","2","12","1","0","10","10","20","2","13","11000","0","0","24","5000","120000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,"0","0","0","0","0","0","0","0","0","0","0","0","6","3","1","0","1","0","1","1","1","0","0","0","0","0","18.83","1509.99","27.85","960.54","0","0","24","0","42","40","0","0","0","0","0","0.04","30","20.4883","27.3453","23.9785","22.0704","0.10787","0.436826","3.64557","8.84396","53.8918","131.291","217.795","258.132","210.124","85.1046","7.9923","0.614913","261753.2"
