"a05","a12","country","a04","f04b","zia_cluster_cd","zia_district_cd","zia_region_cd","zia_int_outcome","urbrur","a06_old","activity","acode","f01_1","f01_2","wt_weai_1","wt_weai_2","weaiwght","a06","pbs_id"
"1","1","Malawi","1","10.0","31","1","1","1","2","1.0",,,"0",,"294.0",,"294.0","1.0","1"
"1","1","Malawi","1","10.0","31","1","1","1","2","1.0","A","Sleep, rest","660",,"294.0",,"294.0","1.0","1"
"1","1","Malawi","1","10.0","31","1","1","1","2","1.0","B","Eat, drink","90",,"294.0",,"294.0","1.0","1"
"1","1","Malawi","1","10.0","31","1","1","1","2","1.0","C","Personal care","105",,"294.0",,"294.0","1.0","1"
"1","1","Malawi","1","10.0","31","1","1","1","2","1.0","G","Farm","405",,"294.0",,"294.0","1.0","1"
"1","1","Malawi","1","10.0","31","1","1","1","2","1.0","Q","TV, radio","480",,"294.0",,"294.0","1.0","1"
"2","1","Malawi","2","10.0","31","1","1","1","2","1.0","A","Sleep, rest","675",,,,,"1.0","1"
"2","1","Malawi","2","10.0","31","1","1","1","2","1.0","B","Eat, drink","75",,,,,"1.0","1"
"2","1","Malawi","2","10.0","31","1","1","1","2","1.0","C","Personal care","30",,,,,"1.0","1"
"2","1","Malawi","2","10.0","31","1","1","1","2","1.0","G","Farm","255",,,,,"1.0","1"
"2","1","Malawi","2","10.0","31","1","1","1","2","1.0","L","Cook","210",,,,,"1.0","1"
"2","1","Malawi","2","10.0","31","1","1","1","2","1.0","M","Domestic","225",,,,,"1.0","1"
"2","1","Malawi","2","10.0","31","1","1","1","2","1.0","P","Travel","30",,,,,"1.0","1"
"1","1","Malawi","1","10.0","31","1","1","1","2","1.0",,,"0",,,,,"1.0","2"
"1","1","Malawi","1","10.0","31","1","1","1","2","1.0","A","Sleep, rest","660",,,,,"1.0","2"
"1","1","Malawi","1","10.0","31","1","1","1","2","1.0","B","Eat, drink","150",,,,,"1.0","2"
"1","1","Malawi","1","10.0","31","1","1","1","2","1.0","C","Personal care","45",,,,,"1.0","2"
"1","1","Malawi","1","10.0","31","1","1","1","2","1.0","G","Farm","195",,,,,"1.0","2"
"2","1","Malawi","2","10.0","31","1","1","1","2","1.0","A","Sleep, rest","660",,,,,"1.0","2"
"2","1","Malawi","2","10.0","31","1","1","1","2","1.0","B","Eat, drink","105",,,,,"1.0","2"
"2","1","Malawi","2","10.0","31","1","1","1","2","1.0","C","Personal care","30",,,,,"1.0","2"
"2","1","Malawi","2","10.0","31","1","1","1","2","1.0","G","Farm","195",,,,,"1.0","2"
"2","1","Malawi","2","10.0","31","1","1","1","2","1.0","L","Cook","225",,,,,"1.0","2"
"2","1","Malawi","2","10.0","31","1","1","1","2","1.0","M","Domestic","120",,,,,"1.0","2"
"2","1","Malawi","2","10.0","31","1","1","1","2","1.0","N","Family care","120",,,,,"1.0","2"
"2","1","Malawi","1","10.0","31","1","1","1","2","2.0",,,"0",,,,,"2.0","3"
"2","1","Malawi","1","10.0","31","1","1","1","2","2.0","A","Sleep, rest","645",,,,,"2.0","3"
"2","1","Malawi","1","10.0","31","1","1","1","2","2.0","B","Eat, drink","105",,,,,"2.0","3"
"2","1","Malawi","1","10.0","31","1","1","1","2","2.0","C","Personal care","15",,,,,"2.0","3"
"2","1","Malawi","1","10.0","31","1","1","1","2","2.0","G","Farm","210",,,,,"2.0","3"
"2","1","Malawi","1","10.0","31","1","1","1","2","2.0","L","Cook","135",,,,,"2.0","3"
"2","1","Malawi","1","10.0","31","1","1","1","2","2.0","P","Travel","30",,,,,"2.0","3"
"1","1","Malawi","1","10.0","31","1","1","1","2","1.0",,,"0",,,,,"1.0","4"
"1","1","Malawi","1","10.0","31","1","1","1","2","1.0","A","Sleep, rest","675",,,,,"1.0","4"
"1","1","Malawi","1","10.0","31","1","1","1","2","1.0","B","Eat, drink","255",,,,,"1.0","4"
"1","1","Malawi","1","10.0","31","1","1","1","2","1.0","C","Personal care","75",,,,,"1.0","4"
"1","1","Malawi","1","10.0","31","1","1","1","2","1.0","G","Farm","480",,,,,"1.0","4"
