"pais","idnum","estratopri","estratosec","upm","prov","municipio","cluster","ur","tamano","idiomaq","fecha","wt","q1","q2y","q2","corridor","ls3","a4","soct2","idio2","np1","np2","sgl1","cp4a","cp5m","cp5","cp6","cp7","cp8","cp13","cp20","it1","l1","prot3","y4","bolprot3","haiprot1","jc10","jc13","jc15a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","pole2n","aoj11","pese1","pese2","aoj17","aoj12","aoj22","b1","b2","b3","b4","b6","b10a","b13","b18","b20","b20a","b21","b21a","haib21b","b32","haib32","b47a","epp1","epp3","n9","n11","n15","mil3","pr3a","pr3b","pr3c","pr4","pr5","m1","haim1","haim2","haiblame1","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","env1","pn4","w14a","e5","e15","e3","e16","d1","d2","d3","d4","d5","d6","dem2","dem11","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc18","exc7","vicbar1","vicbar1f","vicbar3","vicbar3f","vicbar4","vicbar4f","vicbar7","vicbar7f","fear10","vic44","vb1","vb2","vb3n","vb4new","vb101","vb10","vb11","pol1","vb20","clien1n","clien1na","for1n","for4","for5","for6","for7","for6b","for7b","mil10a","mil10c","mil10e","wf1","ed","ed2","q3c","q5b","ocup4a","ocup1a","q10new","q10g","q10a","q10b","q10c1","haiq10c","q16","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","leng1","www1","gi0","gi1","gix4","gi4","gi7","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","formatq","colorr","ti","sexi","colori","uniq_id","sex"
"22","1","2201","1","1110","2206","111","11190014508","1","1","14","20feb2014","1","2","1988","26","2","4","888888","2","3","2","2","3","2","2","2","1","4","4","4","4","3","9","2","999999","999999","999999","2","2","1","2","999999","999999","999999","2","2","1","2","2","4","3","2","3","2","4","4","2","1","1","6","4","7","1","2","3","2","1","2","3","2","3","1","2","988888","2","3","4","2","2","1","3","888888","2","3","4","3","2","5","7","5","7","1","1","4","1","4","3","2","4","5","1","988888","988888","988888","988888","888888","2","0","0","999999","999999","999999","0","999999","0","4","1","3","2","999999","888888","999999","1","3","0","0","1","2","999999","999999","999999","2","999999","2","1","888888","2","4","4","888888","1","2","1","2","4","4","2","2","17","1","2","1","4","999999","8","999999","1","2","4","5","999999","2","988888","2","1","5","1","0","4","2201","4","4","1","888888","1","888888","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","7","45","1","8","HAI14_0001","2"
"22","2","2201","1","1110","2206","111","11190014508","1","1","14","20feb2014","1","1","1968","46","2","4","3","2","3","2","2","4","2","2","4","4","3","4","4","999999","4","2","2","999999","999999","999999","1","1","2","2","999999","999999","999999","2","2","2","3","3","4","1","2","4","3","4","3","2","7","4","6","7","7","1","1","1","2","1","1","3","1","4","3","2","7","3","2","1","2","1","1","2","888888","4","3","2","2","888888","5","3","7","4","4","1","2","2","6","7","1","2","3","4","4","3","1","1","2","2","0","0","999999","999999","999999","999999","999999","0","3","2","999999","2","999999","2","999999","2","999999","0","0","1","2","999999","77","999999","2","999999","4","1","2","2","4","4","11","1","2","1","4","3","4","2","2","7","888888","2","1","5","999999","988888","999999","2","999999","999999","1","5","2","988888","3","3","4","2","2","4","2201","5","1","1","1","1","888888","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","6","42","1","8","HAI14_0002","1"
"22","3","2201","1","1110","2206","111","11190014508","1","1","14","20feb2014","1","2","1963","51","2","1","2","3","3","2","2","2","2","2","4","4","2","4","4","4","4","10","2","999999","999999","999999","1","1","1","2","999999","999999","999999","2","2","1","3","2","4","1","2","2","3","1","5","6","4","5","4","1","6","7","4","5","2","1","5","2","4","2","4","1","1","6","1","2","4","1","1","2","4","1","2","2","1","3","2","3","4","2","6","1","2","1","1","4","3","6","8","7","3","5","2","7","2","988888","1","0","0","999999","0","0","1","0","2","1","888888","2","999999","1","2","1","888888","1","1","2","2","999999","8","999999","1","2204","4","888888","2","2","5","2","6","2","4","4","999999","2","1","3","2","8","0","5","1","5","999999","988888","999999","2","999999","999999","5","999999","2","888888","3","2","6","1","4","4","2201","5","1","1","2","1","888888","0","0","1","0","0","0","0","0","0","0","0","0","999999","0","1","7","60","2","8","HAI14_0003","2"
"22","4","2201","1","1110","2206","111","11190014508","1","1","14","20feb2014","1","1","1989","25","2","1","3","3","1","2","2","1","2","2","1","1","2","4","4","999999","1","10","2","999999","999999","999999","1","1","1","2","999999","999999","999999","2","3","1","1","2","3","1","1","7","7","1","1","7","7","3","7","7","1","6","5","1","2","4","6","4","6","2","3","4","2","3","5","6","2","2","2","4","4","1","2","4","4","1","988888","3","4","988888","988888","1","2","1","10","4","8","5","5","10","6","2","1","1","2","2","0","0","999999","999999","999999","999999","1","0","2","1","988888","2","999999","2","999999","2","999999","1","1","1","1","2201","999999","999999","1","2211","1","2","1","2","3","2","2","1","4","1","1","2","1","2","2","13","7","12","1","4","999999","2","999999","1","1","2","1","1","1","988888","1","988888","2","0","1","4","2201","1","1","1","2","1","888888","0","0","1","988888","0","0","0","0","0","0","1","0","999999","0","1","9","51","2","8","HAI14_0004","1"
"22","5","2201","1","1110","2206","111","11190014508","1","1","14","20feb2014","1","2","1971","43","2","2","3","3","3","2","2","4","2","2","4","4","3","4","4","4","3","1","2","999999","999999","999999","1","1","2","2","999999","999999","999999","2","3","3","3","3","3","2","2","5","6","7","4","3","2","1","4","3","4","1","4","3","1","2","1","3","1","6","5","3","7","3","7","4","4","2","3","3","5","4","3","2","2","2","4","1","2","4","1","2","4","1","7","3","8","4","8","9","4","6","1","1","2","1","0","0","999999","0","999999","1","0","0","2","1","2","2","999999","1","1","1","2","1","1","1","2","999999","999999","999999","2","999999","4","888888","988888","988888","5","7","10","4","999999","2","2","888888","888888","1","2","4","888888","7","2","1","4","1","1","2","999999","999999","5","999999","1","3","3","3","3","0","1","4","2201","5","4","888888","888888","1","39","1","0","1","0","0","0","0","1","0","0","0","1","1","0","1","9","40","2","8","HAI14_0005","2"
"22","6","2201","1","1110","2206","111","11190014508","1","1","14","20feb2014","1","1","1972","42","2","3","70","3","3","1","1","5","1","1","2","2","2","2","2","999999","2","10","2","999999","999999","999999","2","2","2","1","2","1","3","1","2","3","3","3","4","1","1","3","7","3","3","4","1","1","6","3","4","1","5","1","1","5","1","4","1","1","2","1","7","4","5","6","1","988888","3","4","988888","4","2","3","3","1","6","7","7","4","7","1","2","1","10","1","1","988888","2","10","10","10","1","1","2","2","0","0","0","999999","999999","999999","999999","0","2","1","2","888888","999999","888888","999999","1","2","0","0","1","1","988888","999999","999999","2","999999","1","2","1","2","4","4","4","1","2","1","2","2","4","1","2","12","888888","1","1","3","999999","12","999999","1","1","1","1","1","1","3","3","4","6","0","1","4","2206","2","1","1","1","1","95","1","1","1","0","0","1","0","1","1","0","0","1","0","0","1","11","40","2","8","HAI14_0006","1"
"22","7","2201","1","1110","2206","111","11190044511","1","1","14","20feb2014","1","2","1960","54","2","2","3","3","3","2","2","4","2","2","1","2","2","4","4","4","3","1","2","999999","999999","999999","2","2","1","2","999999","999999","999999","2","2","2","3","3","2","3","1","3","7","4","5","3","2","3","5","7","7","2","5","4","3","2","1","3","1","6","6","3","988888","4","7","7","4","2","3","988888","3","3","4","2","3","3","4","3","4","3","6","2","3","1","9","3","1","3","6","9","4","7","1","1","2","2","0","0","999999","999999","999999","0","1","0","2","1","3","2","999999","2","999999","1","3","1","1","1","1","2202","999999","999999","2","999999","4","1","2","2","2","5","4","4","999999","2","2","4","4","3","2","4","0","1","2","5","999999","2","999999","1","3","5","5","999999","1","3","3","3","5","0","2","4","2201","5","4","2","2","1","72","0","0","1","0","0","1","0","1","0","0","0","1","0","0","1","7","44","2","8","HAI14_0007","2"
"22","8","2201","1","1110","2206","111","11190044511","1","1","14","20feb2014","1","1","1981","33","2","1","15","888888","1","2","2","3","2","2","4","4","4","4","4","999999","3","1","2","999999","999999","999999","2","2","2","2","999999","999999","999999","2","2","2","3","3","3","3","2","2","1","1","1","7","2","3","7","5","7","2","7","5","3","4","1","4","1","7","7","6","1","7","3","4","2","2","2","2","3","5","3","2","3","3","7","7","3","2","4","2","1","2","9","3","4","5","10","9","1","1","1","1","2","2","0","988888","999999","999999","999999","999999","999999","0","2","2","999999","2","999999","2","999999","1","3","1","0","1","2","999999","8","999999","2","999999","4","1","2","2","6","6","1","1","1","2","2","3","4","3","2","18","3","2","1","4","999999","2","999999","1","3","2","1","4","2","3","3","1","7","2","0","4","2201","4","2","1","1","1","99","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","8","52","2","8","HAI14_0008","1"
"22","9","2201","1","1110","2206","111","11190044511","1","1","14","20feb2014","1","1","1991","23","2","2","3","2","3","2","2","2","2","888888","4","1","4","4","4","999999","4","3","2","999999","999999","999999","2","2","1","2","999999","999999","999999","2","988888","2","3","3","4","2","2","3","1","2","4","2","2","6","7","6","7","1","3","1","1","1","1","2","2","1","6","1","6","1","2","3","2","1","3","888888","2","4","3","2","3","888888","6","4","6","4","1","1","3","1","8","7","1","1","3","2","10","7","1","1","2","2","0","0","999999","999999","999999","999999","1","0","888888","1","3","2","999999","2","999999","2","999999","0","0","1","1","2202","999999","999999","2","999999","3","888888","2","2","6","6","4","1","2","1","4","4","4","2","2","11","1","2","1","5","999999","888888","999999","2","999999","999999","5","999999","2","988888","3","1","7","2","3","4","2201","4","1","1","1","1","89","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","6","42","1","8","HAI14_0009","1"
"22","10","2201","1","1110","2206","111","11190044511","1","1","14","20feb2014","1","1","1961","53","2","3","55","3","3","2","2","3","2","2","2","1","2","2","3","999999","2","9","2","999999","999999","999999","2","2","2","1","7","1","3","1","2","2","3","3","4","1","2","4","3","2","4","5","6","7","7","7","7","6","7","6","7","7","7","6","1","1","2","3","7","1","4","6","988888","2","2","2","888888","4","2","2","2","5","7","7","7","6","7","1","4","1","7","2","6","7","7","10","6","5","1","1","2","2","0","0","999999","999999","999999","0","1","0","2","1","1","2","999999","2","999999","1","2","0","0","1","1","2202","999999","999999","1","2208","2","988888","1","2","4","888888","4","2","2","1","2","888888","888888","2","2","13","888888","1","1","3","999999","0","999999","2","999999","999999","5","999999","1","4","3","3","7","5","4","4","2201","5","1","1","2","1","99","0","0","1","0","0","0","0","0","0","0","0","0","999999","0","1","11","45","2","8","HAI14_0010","1"
"22","11","2201","1","1110","2206","111","11190044511","1","1","14","20feb2014","1","2","1977","37","2","2","70","3","3","2","2","888888","2","2","4","1","4","4","4","4","3","1","2","999999","999999","999999","2","2","2","2","999999","999999","999999","2","888888","4","3","3","3","3","2","1","3","2","4","3","2","6","1","1","7","2","6","5","2","1","4","2","1","1","4","6","1","7","4","1","6","2","3","3","4","888888","3","3","3","3","7","7","7","1","1","1","4","1","1","2","3","10","1","7","1","1","1","1","2","2","0","0","999999","999999","999999","1","999999","1","2","2","999999","888888","999999","2","999999","2","999999","0","0","2","2","999999","8","999999","2","999999","4","1","2","2","4","4","4","1","2","1","1","1","3","2","2","11","0","2","1","5","999999","0","999999","2","999999","999999","5","999999","1","3","2","2","4","2","2","4","2206","5","4","2","2","1","888888","1","0","1","1","0","0","0","0","0","0","0","1","0","0","1","6","47","2","8","HAI14_0011","2"
"22","12","2201","1","1110","2206","111","11190044511","1","1","14","20feb2014","1","2","1985","29","2","4","59","2","3","2","2","4","2","2","2","1","4","4","4","4","3","7","2","999999","999999","999999","1","1","1","1","2","3","1","1","4","4","1","1","2","3","2","2","7","1","4","3","2","7","1","2","6","7","3","4","1","2","4","7","5","6","5","7","7","1","2","3","7","1","1","2","4","1","1","988888","888888","1","7","6","2","1","3","1","4","1","5","1","6","10","9","8","4","1","2","3","2","2","1","888888","999999","999999","999999","999999","1","0","3","1","1","2","999999","2","999999","2","999999","1","1","1","1","2202","999999","999999","2","999999","3","2","2","2","4","4","4","1","5","1","1","2","1","2","1","13","0","5","1","3","999999","5","999999","2","999999","999999","5","999999","1","4","3","2","5","0","0","4","2201","5","4","1","2","1","888888","1","0","1","0","0","0","0","0","0","0","0","0","999999","0","1","6","49","2","8","HAI14_0012","2"
"22","13","2201","1","1110","2206","111","11190079519","1","1","14","20feb2014","1","1","1970","44","2","3","3","3","3","2","2","3","2","2","3","3","2","4","4","999999","4","2","2","999999","999999","999999","2","2","2","2","999999","999999","999999","2","3","2","3","3","888888","3","1","1","7","7","6","7","1","1","4","7","6","3","7","6","4","6","7","7","5","1","2","3","7","1","3","6","7","2","2","2","5","2","3","2","2","5","7","6","7","3","7","1","4","2","9","1","1","8","10","10","1","1","1","1","2","2","0","0","0","0","999999","999999","0","1","2","1","2","2","999999","1","2","2","999999","0","0","1","1","2202","999999","999999","2","999999","3","2","1","2","4","1","1","1","1","1","2","1","4","2","2","13","1","1","2","1","4","8","8","1","2","2","1","2","1","3","3","3","7","2","4","4","2201","4","1","1","2","1","99","1","0","1","0","0","0","1","0","1","988888","0","1","0","0","1","10","57","2","8","HAI14_0013","1"
"22","14","2201","1","1110","2206","111","11190079519","1","1","14","20feb2014","1","2","1982","32","2","1","18","2","2","2","2","4","2","2","4","1","4","2","4","4","3","1","2","999999","999999","999999","2","2","2","2","999999","999999","999999","2","3","2","3","3","3","3","2","4","3","4","5","6","5","3","6","5","7","4","6","5","3","2","4","4","4","5","7","4","2","3","7","4","5","2","3","2","3","4","3","2","2","3","6","4","4","1","3","2","3","1","5","4","1","3","10","7","3","8","1","1","2","2","0","0","999999","999999","999999","0","999999","0","2","1","2","2","999999","1","3","1","2","0","0","1","1","2202","999999","999999","2","999999","4","888888","2","2","5","6","4","4","999999","2","2","888888","888888","3","2","11","2","2","1","4","999999","3","999999","1","2","2","4","4","1","3","2","1","6","0","0","4","2201","2","2","1","1","1","99","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","5","41","2","8","HAI14_0014","2"
"22","15","2201","1","1110","2206","111","11190079519","1","1","14","20feb2014","1","2","1990","24","2","2","2","2","3","2","2","4","2","2","3","1","4","4","4","2","2","3","2","999999","999999","999999","2","2","2","2","999999","999999","999999","2","2","3","3","3","3","888888","1","2","3","3","1","2","1","6","3","7","2","1","2","2","1","3","2","2","1","1","5","1","2","3","2","2","3","2","888888","888888","2","1","2","2","2","5","6","5","7","2","1","1","4","2","8","7","1","1","9","10","7","6","7","8","2","2","0","1","999999","999999","999999","999999","999999","888888","3","2","999999","2","999999","2","999999","888888","999999","0","0","1","1","2208","999999","999999","2","999999","3","888888","888888","2","4","4","1","2","2","1","2","3","4","2","2","13","3","7","2","4","999999","888888","999999","1","2","988888","1","4","1","3","3","1","9","2","0","4","2201","2","1","1","1","1","93","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","8","44","1","8","HAI14_0015","2"
"22","16","2201","1","1110","2206","111","11190079519","1","1","14","20feb2014","1","1","1966","48","2","2","4","2","2","1","2","3","2","2","2","1","2","888888","4","999999","3","4","2","999999","999999","999999","2","2","2","2","999999","999999","999999","2","2","2","3","3","2","2","2","2","1","2","1","1","1","6","6","3","7","2","2","1","1","2","1","2","1","1","6","1","2","1","2","1","2","1","888888","888888","2","3","2","2","2","4","6","5","7","3","1","1","2","1","8","6","1","1","6","10","10","8","1","1","2","2","0","0","999999","1","999999","999999","1","0","888888","1","2","2","999999","2","999999","1","3","0","0","1","1","2201","999999","999999","2","999999","3","1","888888","2","4","4","11","2","2","1","888888","4","3","2","2","14","3","1","1","1","4","16","16","2","999999","999999","1","4","2","1","1","2","6","0","2","4","2201","2","1","1","1","1","95","1","0","1","1","0","0","0","0","1","1","1","1","1","0","1","6","51","1","8","HAI14_0016","1"
"22","17","2201","1","1110","2206","111","11190079519","1","1","14","20feb2014","1","1","1992","22","2","4","22","3","2","2","888888","4","2","2","4","1","4","2","2","999999","3","2","2","999999","999999","999999","2","1","1","2","999999","999999","999999","2","1","3","2","3","1","1","988888","6","1","3","2","4","7","3","2","6","3","5","1","5","1","1","2","3","4","1","1","2","7","6","1","3","4","988888","1","2","5","4","2","3","3","6","2","3","3","4","6","988888","3","988888","1","4","5","10","8","10","5","1","3","1","988888","2","1","1","999999","0","999999","1","0","1","3","2","999999","2","999999","1","2","2","999999","1","1","888888","2","999999","8","999999","2","999999","4","1","988888","888888","4","10","2","2","2","1","1","4","3","1","2","7","0","7","1","7","999999","1","999999","2","999999","999999","888888","999999","2","988888","3","3","3","1","1","4","2201","5","2","888888","2","1","888888","0","0","0","0","0","0","0","0","0","0","0","0","999999","1","1","9","41","2","8","HAI14_0017","1"
"22","18","2201","1","1110","2206","111","11190079519","1","1","14","20feb2014","1","2","1968","46","2","1","14","3","1","888888","1","1","2","2","3","4","2","1","3","1","4","4","2","999999","999999","999999","1","1","2","2","999999","999999","999999","2","3","3","3","2","3","3","2","1","7","6","4","5","2","1","6","7","988888","3","4","5","7","988888","3","1","4","1","4","5","1","7","6","2","988888","2","2","4","5","1","3","3","3","5","7","7","7","1","1","1","4","1","1","1","1","1","2","10","10","1","1","1","2","2","0","0","0","0","0","0","0","0","2","1","2","2","999999","1","2","2","999999","0","0","1","1","97","999999","4","1","2211","1","988888","2","2","4","4","11","3","988888","1","4","2","1","4","2","988888","0","7","1","3","999999","888888","999999","2","999999","999999","5","999999","2","888888","3","3","5","988888","0","4","2201","5","5","1","1","2","3","0","0","0","0","0","0","0","0","0","0","0","0","999999","0","1","2","50","2","8","HAI14_0018","2"
"22","19","2201","1","1110","2206","111","11190101529","1","1","14","20feb2014","1","1","1960","54","2","4","4","3","2","2","2","3","2","2","4","2","3","3","4","999999","2","1","2","999999","999999","999999","2","2","2","2","999999","999999","999999","1","3","4","3","3","888888","3","1","4","1","3","2","4","6","2","4","7","7","1","4","3","2","1","7","1","1","1","4","1","7","4","2","6","7","2","4","4","4","1","2","3","3","5","7","7","1","7","3","2","4","1","10","1","1","8","4","10","2","4","1","1","1","2","0","0","0","999999","999999","0","999999","0","2","1","2","2","999999","2","999999","1","3","0","0","2","1","0","999999","1","2","999999","4","1","2","2","4","4","4","1","2","1","1","1","888888","1","2","4","888888","1","1","3","999999","0","999999","2","999999","999999","5","999999","1","3","3","6","3","0","1","4","2201","5","1","1","2","1","99","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","8","48","2","8","HAI14_0019","1"
"22","20","2201","1","1110","2206","111","11190101529","1","1","14","20feb2014","1","2","1942","72","2","1","1","888888","2","2","2","888888","2","2","4","1","3","2","4","3","3","1","2","999999","999999","999999","1","2","1","2","999999","999999","999999","2","3","2","3","3","3","3","2","3","4","5","3","4","3","2","5","7","7","2","6","4","2","1","1","4","3","6","7","4","4","3","7","4","6","2","2","3","4","3","3","1","2","2","6","5","5","3","5","2","2","1","7","5","4","8","9","5","4","3","1","1","2","2","0","0","999999","999999","999999","0","0","0","2","1","2","2","999999","1","2","1","3","1","1","1","1","2203","999999","999999","2","999999","4","1","2","2","7","5","4","4","999999","3","2","888888","888888","2","2","9","1","2","1","5","999999","1","999999","2","999999","999999","5","999999","1","4","3","2","8","0","3","4","2201","5","3","888888","888888","2","15","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","7","39","2","8","HAI14_0020","2"
"22","21","2201","1","1110","2206","111","11190101529","1","1","14","20feb2014","1","1","1980","34","2","988888","3","3","3","1","2","4","1","2","3","4","4","3","3","999999","3","3","1","5","2","3","2","2","2","1","988888","4","4","1","3","2","2","2","3","4","1","5","3","4","5","7","2","1","5","6","7","3","4","3","2","1","1","4","3","4","3","4","2","4","5","3","7","2","4","3","4","3","3","2","1","3","5","4","4","5","6","2","2","1","9","7","4","3","6","7","5","7","1","1","2","1","1","0","999999","999999","1","0","999999","0","3","2","999999","2","999999","2","999999","1","2","0","0","1","988888","999999","999999","999999","2","999999","988888","988888","2","2","1","5","4","3","2","3","2","2","2","1","2","13","3","11","4","3","999999","1","999999","2","999999","999999","5","999999","1","4","888888","1","10","0","0","4","2201","4","4","1","1","1","97","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","10","45","2","8","HAI14_0021","1"
"22","22","2201","1","1110","2206","111","11190101529","1","1","14","20feb2014","1","2","1993","21","2","2","2","2","3","2","2","888888","2","2","4","1","4","4","4","2","3","1","2","999999","999999","999999","888888","888888","988888","2","999999","999999","999999","2","2","3","2","2","888888","888888","2","3","2","1","2","1","1","6","5","7","7","1","5","3","2","1","1","3","1","1","6","2","5","2","2","1","1","1","3","888888","2","888888","2","2","2","888888","7","6","7","1","1","1","988888","1","10","6","1","1","7","10","10","8","1","1","2","2","0","0","999999","999999","999999","999999","999999","0","888888","2","999999","2","999999","2","999999","2","999999","0","0","1","1","988888","999999","999999","2","999999","3","888888","888888","2","4","4","10","2","2","1","2","888888","888888","1","2","12","2","2","1","7","999999","888888","999999","2","999999","999999","5","999999","1","988888","888888","1","4","0","0","4","2201","4","1","1","1","1","88","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","10","45","1","8","HAI14_0022","2"
"22","23","2201","1","1110","2206","111","11190101529","1","1","14","20feb2014","1","1","1989","25","2","1","21","3","2","888888","2","4","2","2","2","4","2","1","1","999999","4","1","2","999999","999999","999999","2","1","1","1","1","1","1","2","4","3","2","1","2","1","988888","2","1","5","3","2","5","4","5","1","3","2","6","7","1","2","7","2","1","1","2","4","3","6","7","2","988888","988888","1","2","4","1","1","3","3","3","3","1","1","2","988888","1","3","1","1","2","8","7","2","7","2","1","3","4","988888","1","988888","988888","999999","999999","999999","999999","0","0","2","2","999999","2","999999","2","999999","2","999999","988888","0","1","1","2201","999999","999999","1","77","1","3","2","2","4","4","1","2","4","4","999999","4","4","1","2","10","2","12","1","4","999999","3","999999","2","999999","999999","5","999999","988888","988888","3","888888","3","0","0","4","2201","5","3","1","2","1","10","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","2","48","2","8","HAI14_0023","1"
"22","24","2201","1","1110","2206","111","11190101529","1","1","14","20feb2014","1","2","1974","40","2","2","2","3","3","1","1","4","1","2","2","1","2","2","3","3","2","9","2","999999","999999","999999","2","2","2","2","999999","999999","999999","1","3","3","3","3","2","4","1","1","7","2","4","5","6","7","3","5","6","4","7","7","4","5","3","1","1","1","6","2","4","1","4","7","4","2","2","2","3","4","2","2","2","4","5","7","7","3","7","3","4","1","1","2","4","8","4","9","7","8","1","1","2","2","0","0","999999","999999","999999","0","0","0","2","1","2","888888","999999","1","2","2","999999","0","0","1","1","988888","999999","999999","1","2204","2","2","1","2","4","4","1","1","2","1","2","1","3","1","2","14","0","2","1","3","999999","6","999999","1","3","3","1","4","1","4","3","6","8","1","4","4","2206","4","1","1","1","1","90","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","10","50","2","8","HAI14_0024","2"
"22","25","2201","1","1111","2206","111","11190127516","1","1","14","20feb2014","1","2","1988","26","2","1","3","1","1","2","2","4","2","2","4","3","4","3","4","4","2","1","2","999999","999999","999999","2","2","2","2","999999","999999","999999","2","2","2","3","3","3","3","2","7","4","3","5","2","1","1","7","7","7","3","6","4","2","1","4","3","1","4","6","4","5","6","7","3","4","2","2","3","4","4","3","1","2","3","4","3","7","4","5","2","3","1","7","4","3","10","9","3","2","4","1","1","2","2","0","0","999999","999999","999999","0","999999","0","2","2","999999","2","999999","2","999999","1","3","0","0","1","1","2203","999999","999999","2","999999","4","1","2","2","5","6","4","2","2","3","2","3","4","2","2","14","3","1","2","4","999999","888888","999999","2","999999","999999","5","999999","1","3","888888","1","6","0","0","4","2201","2","2","1","1","1","99","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","6","43","1","8","HAI14_0025","2"
"22","26","2201","1","1111","2206","111","11190127516","1","1","14","20feb2014","1","1","1961","53","2","4","3","2","3","2","2","2","2","2","2","2","3","4","4","999999","3","3","2","999999","999999","999999","2","2","2","2","999999","999999","999999","2","3","3","2","3","888888","2","2","3","1","2","4","1","1","6","6","7","6","1","1","1","1","2","1","2","2","1","6","2","2","1","1","2","2","2","2","2","3","5","2","2","2","4","7","6","6","1","1","1","2","1","6","1","1","1","6","10","10","10","1","1","2","2","0","0","999999","999999","999999","999999","999999","0","888888","1","2","2","999999","2","999999","2","999999","0","0","2","2","999999","77","999999","2","999999","4","1","888888","2","4","4","1","2","2","1","1","2","4","1","2","10","1","1","1","1","2","16","16","2","999999","999999","5","999999","2","3","2","2","7","0","2","4","2201","4","1","1","1","1","97","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","9","50","1","8","HAI14_0026","1"
"22","123","2201","1","1115","2206","111","11190588585","1","1","14","18feb2014","1","1","1968","46","2","4","3","3","3","2","2","3","1","2","4","4","2","4","4","999999","2","6","2","999999","999999","999999","2","2","2","1","1","3","3","1","3","2","3","2","3","3","2","5","6","2","3","4","5","2","3","7","4","2","5","5","4","2","4","3","4","6","6","4","4","3","6","7","5","2","3","3","3","3","1","1","3","888888","6","6","5","3","4","1","4","1","5","3","2","3","5","6","5","4","1","1","2","2","0","0","999999","0","999999","999999","1","1","1","1","2","2","999999","1","2","1","2","0","0","1","1","2202","999999","999999","2","999999","3","2","2","2","6","6","11","3","3","1","1","3","888888","1","2","5","0","1","1","1","2","6","6","2","999999","999999","4","4","1","4","2","1","5","1","1","4","2201","5","1","1","2","1","86","0","0","1","0","0","0","1","1","0","0","0","0","999999","0","1","9","46","2","8","HAI14_0123","1"
"22","27","2201","1","1111","2206","111","11190127516","1","1","14","20feb2014","1","1","1990","24","2","2","19","3","2","2","888888","5","988888","2","3","2","4","1","2","999999","988888","1","2","999999","999999","999999","1","988888","1","2","999999","999999","999999","2","3","3","1","1","2","2","2","7","6","2","1","1","3","4","2","1","1","1","7","6","1","1","1","2","1","1","2","4","5","3","6","1","3","2","2","3","5","1","1","3","4","4","1","4","1","2","988888","1","888888","1","2","6","8","1","10","9","2","5","1","1","2","1","1","1","999999","999999","999999","999999","0","0","2","2","999999","2","999999","1","2","2","999999","988888","0","1","988888","999999","999999","999999","2","999999","4","888888","2","2","5","6","4","1","2","3","4","1","3","2","2","7","1","11","2","6","999999","3","0","1","2","988888","5","999999","2","988888","2","888888","4","1","1","4","2201","888888","2","1","2","1","888888","0","0","0","0","0","0","0","0","0","0","0","0","999999","0","1","7","40","2","8","HAI14_0027","1"
"22","28","2201","1","1111","2206","111","11190127516","1","1","14","20feb2014","1","2","1964","50","2","2","12","3","3","2","2","1","2","888888","2","4","2","4","3","1","3","3","1","3","2","1","1","2","1","2","999999","999999","999999","2","3","3","2","3","2","3","1","7","2","1","1","4","7","3","4","5","6","7","5","7","3","4","3","3","1","1","2","4","3","7","4","5","2","1","1","2","3","4","2","3","3","4","2","5","1","6","4","1","3","888888","6","9","10","8","4","1","1","4","1","1","988888","2","1","1","0","0","0","0","0","0","2","1","1","2","999999","1","2","2","999999","0","0","1","1","2201","999999","999999","2","999999","3","988888","2","2","3","6","1","1","4","1","5","2","1","1","1","1","888888","12","1","7","999999","7","999999","1","2","888888","5","999999","2","888888","988888","5","6","0","0","4","2201","5","4","1","2","1","29","0","0","0","0","0","0","0","0","0","0","0","0","999999","0","1","6","40","2","8","HAI14_0028","2"
