"lev","cluster","idnum","idnum2","pais","estratopri","upm","prov","municipio","mexdistrito","mexsecelet","mexsec","ur","tamano","idiomaq","hinic","intid","fecha","q1","ls3","a4","soct1","soct2","soct3","resp6","idio1","idio2","idio3","cp2","cp4a","cp4","np1","np2","muni10","sgl1","cp5","cp6","cp7","cp8","cp9","cp13","cp20","ls6","ls6a","it1","l1","prot3","prot4","y4","jc1","jc10","jc13","jc15a","jc16a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","aoj8","aoj11","aoj11a","aoj12","aoj17","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b18","b20","b20a","b21","b21a","b31","b32","b43","b16","b37","b47","b48","resp0","resp1","resp2","resp3","resp4","resp5","n1","n3","n9","n11","n12","n15","wt1","wt2","m1","m2","m10","m11","pop101","pop102","pop103","pop107","pop113","eff1","eff2","ing4","dem23","ros1","ros2","ros3","ros4","ros5","ros6","rac3a","rac3b","rac3c","pn4","pn5","e5","e8","e11","e15","e14","e3","e16","d1","d2","d3","d4","d5","d6","dem2","dem11","aut1","pp1","pp2","exc2","exc6","exc11a","exc11","exc13a","exc13","exc14a","exc14","exc15a","exc15","exc16a","exc16","exc18","exc7","per1","per2","per3","per4","per5","per6","per7","per8","per9","per10","crisis1","crisis2","vb1","vb2","vb3","vb60","vb10","vb11","pol1","vb20","vb61","mex1","clien1","clien2","rac1c","econ1a","econ1b","econ1c","econ1d","econ2","rac4","dis11","dis17","dis13","dis12","rac1a","rac1b","rac1d","rac1e","mex2","mex2a","mex3","mex3b","mex3c","mex3d","mex3e","mex4","mex4b","mex5","mex6","mex7","cct1","ed","edlevel","edyear","q2","y1","y2","y3","haicr1","q3c","q3ca","q5a","q5b","q10","q10a","q10b","q10a3","q10c","q16","q14","q10d","q10e","q10f","q11","q12","q12a","etid","mexetid2","mexetida","leng1","leng4","ind1","ind2","ind3","ind4","www1","gi0","gi1","gi3","gi4","gi6","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r16","r18","r20","r21","r22","r23","r24","r25","ocup4a","ocup1a","ocup1","ocup1b1","ocup1b2","ocup1anc","pen1","pen3","pen4","sal1","sal2","sal4","colorr","sexi","colori","ti","ti3","annotations","hte","year"
"2","10","109","109","1","104","10","107","10","10","142","0","2","5","1","1530.0","44","3101.0","2","1.0","1.0","4.0","2.0","1.0","2.0","3.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0","4.0","4.0","2.0","4.0","9.0","8.0","2.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2.0","1.0","2.0","1.0","3.0","1.0",,"5.0","7.0","6.0","7.0","3.0","5.0","1.0","3.0","4.0","1.0","3.0","2.0","3.0","3.0","5.0","4.0","7.0","4.0","1.0","2.0","4.0","7.0","4.0","7.0","6.0","6.0","4.0","3.0","3.0","3.0","2.0","2.0","1.0","4.0","4.0","2.0","4.0","4.0","4.0","5.0","5.0","1.0","1.0","7.0","2.0","4.0","4.0","1.0","3.0","4.0","4.0","5.0","4.0","4.0","3.0","7.0","1.0","3.0","3.0","6.0","10.0","7.0","1.0","1.0","1.0","1.0","5.0","5.0","1.0","3.0","2.0","10.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0",,"1.0",,"1.0",,"1.0",,"1.0",,,"0.0","1.0","6.0","1","5.0","6.0","7.0","1.0","4.0","1.0","7.0","1.0","1.0","3.0","1.0","2.0",,"3.0","2.0",,"2.0","3.0","1.0",,"3.0",,"4.0","4.0","1.0","2.0","3.0","4.0","5.0","4.0","4.0","4.0","4.0","1.0","1.0","1.0","1.0","2.0",,"6.0","1.0","1.0","1.0","1.0","7.0","1.0","4.0","4.0","4.0","2.0","17.0",,,"23.0","3.0","11.0","2.0","3.0","1.0",,"4.0","1.0","3.0","2.0",,,"4.0",,"2.0","3.0","3.0","9.0","1.0","0.0",,"2.0",,"2.0","101.0","1.0","2.0","4.0",,"4.0","1.0","2.0",,"1.0","2.0","4.0","1","1","0","1","0","1","1","0","1","0","1","0","1","1","0","0","0","0","0","4.0",,,"3.0","1.0","7.0","2.0",,,"2.0",,,"5","2","4","58.0","1628",,"1628.0","2010"
"2","10","110","110","1","104","10","107","10","10","142","0","2","5","1","1636.0","44","3101.0","2","1.0","1.0","4.0","2.0","1.0","2.0","3.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","4.0","2.0","4.0","4.0","4.0","2.0","7.0","7.0","3.0","8.0","2.0",,,"1.0","1.0","1.0","2.0","2.0","2",,,,"2.0","2.0","2.0","1.0","3.0","3.0","4.0","4.0","3.0","4.0","4.0","5.0","5.0","5.0","4.0","4.0","5.0","6.0","3.0","4.0","4.0","4.0","4.0","6.0","6.0","6.0","4.0","4.0","4.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","3.0","4.0","4.0","4.0","2.0","2.0","3.0","3.0","3.0","3.0","6.0","5.0","5.0","5.0","4.0","4.0","4.0","4.0","4.0","4.0","5.0","5.0","6.0","6.0","6.0","7.0","7.0","1.0","2.0","2.0","5.0","8.0","8.0","4.0","3.0","3.0","3.0","3.0","4.0","3.0","3.0","10.0","10.0","1.0","2.0","2.0","4.0","2.0","0.0","0.0",,,,,,,,,,"1.0","1.0","2.0","6.0","2","6.0","7.0","7.0","7.0","7.0","6.0","7.0","7.0","1.0","1.0","1.0","2.0",,"2.0","2.0",,"3.0","1.0","3.0","103.0","3.0",,"3.0","1.0","2.0","4.0","3.0","1.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","1.0","2.0",,"7.0","5.0","5.0","6.0","5.0","2.0","4.0","4.0","4.0","2.0","2.0","9.0",,,"31.0",,,,,"1.0",,"3.0","2.0","3.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"2.0","1.0","1.0","1.0",,"1.0","101.0","1.0","2.0","2.0","2.0","2.0","4.0","1.0","1.0",,"2.0","2.0","1","1","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","5.0",,,"3.0","2.0","10.0","2.0",,,"2.0",,,"3","2","4","53.0","1729",,"1729.0","2010"
"2","10","111","111","1","104","10","107","10","10","142","0","2","5","1","1128.0","44","202.0","2","2.0","7.0","3.0","3.0","2.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","1.0","4.0","4.0","4.0","4.0",,"9.0","8.0","1.0","1.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2.0","1.0","1.0","2.0","4.0","1.0","7.0","1.0","1.0","5.0",,"1.0","7.0","1.0","2.0","5.0","4.0","4.0","1.0","3.0","4.0",,"7.0","5.0","5.0","6.0","4.0","1.0","4.0",,"3.0","7.0","4.0","4.0","4.0","3.0","4.0","5.0","3.0","6.0","4.0","4.0","3.0","3.0","3.0","2.0","5.0","4.0","6.0","7.0","4.0","3.0","3.0","5.0","4.0","5.0","4.0","1.0","4.0","5.0","7.0","5.0","4.0","4.0","3.0","3.0","1.0","7.0","8.0","6.0","4.0","3.0","3.0","6.0","7.0","5.0","2.0","1.0","3.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0",,,,"1.0",,,,,,,"0.0","1.0","4.0","5","7.0","1.0","7.0","5.0","7.0","1.0","7.0","3.0","1.0","1.0","1.0","1.0",,"1.0","1.0","102.0","3.0","1.0","1.0","102.0","3.0",,"4.0","1.0","2.0","3.0","4.0","4.0","5.0","4.0","4.0","4.0","4.0","3.0","2.0","3.0","4.0","2.0",,"7.0","6.0",,"4.0","2.0","3.0","1.0","4.0","6.0","1.0","1.0","3.0",,,"55.0",,,,,"1.0",,"2.0","1.0","5.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"1.0","0.0",,"1.0",,"2.0","101.0","1.0","3.0","3.0",,"3.0","5.0","2.0",,,"1.0",,"1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1.0",,,"3.0","2.0","12.0","2.0",,,"2.0",,,"5","2","4","49.0","1217",,"1217.0","2010"
"2","10","112","112","1","104","10","107","10","10","142","0","2","5","1","939.0","44","102.0","2","2.0","1.0","4.0","3.0","3.0","2.0","4.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","1.0","2.0","4.0","4.0","4.0","4.0","3.0","1.0","2.0","3.0","2.0",,,"1.0","1.0","1.0","2.0","2.0","2",,,,"2.0","1.0","2.0","2.0","1.0","4.0","2.0","7.0","5.0","7.0","6.0","5.0","7.0","6.0","7.0","7.0","3.0","7.0","7.0","5.0","7.0","7.0","6.0","7.0","6.0","7.0","7.0","4.0","7.0","6.0","7.0","6.0","5.0","3.0","6.0","7.0","5.0","7.0","6.0","7.0","1.0","2.0","2.0","2.0","1.0","2.0","5.0","7.0","1.0","7.0","7.0","7.0","6.0","4.0","1.0","5.0","7.0","7.0","7.0","6.0","7.0","7.0","1.0","1.0","2.0","1.0","10.0","4.0","5.0","1.0","1.0","1.0","1.0","2.0","10.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0",,,,,,,,,,"1.0","0.0","2.0","5.0","2","7.0","1.0","1.0","1.0","5.0","1.0","7.0","1.0","1.0","7.0","1.0","1.0",,"1.0","2.0",,"2.0","2.0","1.0",,"3.0",,"5.0","3.0","1.0","2.0","4.0","3.0","5.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0",,"7.0","7.0","7.0","1.0","1.0","1.0","1.0","7.0","7.0","2.0","2.0","6.0",,,"35.0",,,,,"5.0",,"1.0","1.0","1.0","2.0",,,"4.0",,"2.0","4.0","3.0","1.0","1.0","1.0","1.0","2.0",,"2.0","101.0","1.0","1.0","3.0",,"3.0","5.0","2.0",,,,"4.0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5.0",,,"4.0","2.0","7.0","2.0",,,"2.0",,,"4","2","4","48.0","1027",,"1027.0","2010"
"2","10","113","113","1","104","10","107","10","10","142","0","2","5","1","1040.0","44","102.0","2","2.0","1.0","3.0","3.0","2.0","2.0","3.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0",,"3.0","4.0","1.0","2.0","2.0","4.0","4.0","4.0","5.0","5.0",,"5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2.0","1.0","3.0","2.0","3.0","2.0","5.0","5.0","5.0","5.0","7.0","5.0","7.0","7.0","5.0","7.0","5.0","5.0","5.0","5.0","7.0","5.0","5.0","7.0","7.0","7.0","7.0","5.0","7.0","7.0","7.0","5.0","5.0","7.0","5.0","7.0","7.0","7.0","7.0","7.0","1.0","1.0","2.0","2.0","1.0","2.0","7.0","6.0","5.0","4.0","5.0","5.0","5.0","5.0","1.0","1.0","2.0","3.0","5.0","5.0","5.0","4.0","5.0","5.0","2.0","3.0","3.0","6.0","6.0","5.0","1.0","1.0","1.0","4.0","5.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0","4.0","2.0","0.0","0.0",,"0.0",,,,,,,,"1.0","0.0","1.0","7.0","1","7.0","5.0","5.0","7.0","7.0","2.0","1.0","2.0","1.0","3.0","1.0","1.0","101.0","1.0","1.0","101.0","2.0","2.0","1.0","101.0","3.0",,"5.0","4.0","1.0","3.0","2.0","4.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0",,"7.0","7.0","5.0","5.0","5.0","3.0","3.0","5.0","7.0","3.0","2.0","9.0",,,"39.0",,,,,"12.0",,"2.0","1.0","2.0","2.0",,,"4.0",,"2.0","4.0","2.0",,"5.0","4.0","3.0","1.0",,"1.0","101.0","1.0","2.0","3.0",,"3.0","4.0","2.0","1.0","1.0","1.0","4.0","1","0","0","1","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","1.0","4.0","13.0","3.0","2.0","10.0","2.0",,,"2.0",,,"3","2","4","52.0","1132",,"1132.0","2010"
"2","10","114","114","1","104","10","107","10","10","142","0","2","5","1","1156.0","44","102.0","1","1.0","1.0","4.0","3.0","2.0","3.0","3.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"5.0","4.0","2.0","3.0","4.0","4.0","4.0",,"6.0","8.0","3.0","5.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","2",,,,"2.0","1.0","2.0","1.0","4.0","2.0","4.0","5.0","5.0","3.0","4.0","3.0","2.0","6.0","6.0","7.0","2.0","6.0","4.0","5.0","7.0","6.0","3.0","6.0","5.0","7.0","5.0","6.0","7.0","7.0","7.0","6.0","6.0","6.0","7.0","7.0","7.0","7.0","7.0","7.0","3.0","3.0","2.0","3.0","2.0","2.0","5.0","4.0","3.0","2.0","4.0","6.0","2.0","5.0","2.0",,,,"7.0","7.0","1.0","5.0","6.0","2.0","2.0","2.0","6.0","5.0","6.0","2.0","2.0","2.0","5.0","2.0","6.0","2.0","2.0","3.0","1.0","2.0","2.0","2.0","3.0","2.0","0.0","0.0",,"0.0",,"1.0",,,,,,"1.0","0.0","1.0","5.0","3","5.0","7.0","7.0","1.0","7.0","3.0","7.0","1.0","2.0","1.0","1.0","2.0",,"1.0","2.0",,"3.0","3.0","2.0",,"1.0","2.0","4.0","1.0","2.0","3.0","4.0","1.0","2.0","4.0","4.0","2.0","4.0","1.0","1.0","1.0","3.0","2.0",,"6.0","3.0",,"3.0","2.0","6.0","1.0","4.0","6.0","1.0","2.0","6.0",,,"53.0",,,,,"1.0",,"2.0","1.0","5.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"3.0","4.0","4.0","1.0",,"2.0","101.0","1.0","3.0","3.0",,"2.0","5.0","1.0","1.0",,"1.0","3.0","1","0","0","1","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1.0",,,"3.0","2.0","7.0","2.0",,,"2.0",,,"2","2","4","52.0","1248",,"1248.0","2010"
"2","10","115","115","1","104","10","107","10","10","142","0","2","5","1","1345.0","44","102.0","2","1.0","1.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","1.0","3.0","4.0","4.0","4.0","4.0","7.0","8.0","4.0","1.0","2.0",,,,"2.0","1.0",,,"2",,,,"2.0","1.0","1.0","3.0","3.0","4.0","4.0","7.0",,"5.0","4.0","5.0","6.0","5.0","4.0","4.0","6.0","5.0","7.0","4.0","5.0","5.0","6.0","7.0","5.0","6.0","5.0","6.0","6.0","5.0","6.0","5.0",,"5.0","6.0","5.0","6.0","5.0","5.0","6.0","2.0","1.0","3.0","3.0","3.0",,"4.0","2.0","4.0","5.0","4.0","3.0","2.0","3.0","2.0","1.0","5.0","6.0","5.0","4.0","5.0","3.0","5.0","4.0","3.0","3.0","5.0","6.0","4.0","2.0","1.0","2.0","1.0","7.0",,"1.0","1.0","1.0","1.0",,"2.0",,"4.0","2.0","0.0","0.0",,,,,,,,,,"1.0","0.0","2.0","7.0","1","6.0","2.0","1.0","5.0","6.0","2.0","6.0",,"2.0","8.0","1.0","1.0","102.0",,"2.0",,"4.0","4.0",,,"3.0",,"5.0","1.0","3.0","4.0","2.0","4.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0",,"5.0","6.0","6.0","5.0","4.0","5.0","1.0",,"6.0","2.0","2.0","1.0",,,"55.0",,,,,"5.0",,"1.0","1.0","5.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"2.0","11.0","5.0",,,,"101.0","1.0","3.0",,,,"5.0","1.0",,,"1.0",,"1","1","0","0","0","1","1","0","1","1","0","0","0","1","0","0","0","0","0","5.0",,,"4.0","2.0","10.0","2.0",,,"2.0",,,"3","2","4","56.0","1440",,"1440.0","2010"
"2","10","116","116","1","104","10","107","10","10","142","0","2","5","1","1448.0","44","102.0","1","1.0","5.0","5.0","3.0","2.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","1.0","4.0","3.0","3.0","4.0",,"6.0","10.0","2.0","4.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","1","3.0","8.0","1.0","2.0","2.0","3.0","1.0","4.0","2.0","2.0","7.0","4.0","3.0","6.0","4.0","1.0","2.0","1.0","1.0","1.0","1.0","7.0","1.0","1.0","1.0","1.0","7.0","1.0","1.0","1.0","5.0","7.0","7.0","7.0","7.0","7.0","7.0","3.0","2.0","1.0","1.0","1.0","6.0","4.0","3.0","4.0","4.0","4.0","4.0","6.0","7.0","7.0","4.0","7.0","7.0","6.0","5.0","2.0","1.0","4.0","7.0","7.0","6.0","7.0","7.0","7.0","1.0","3.0","4.0","1.0","10.0","6.0","1.0","1.0","1.0","1.0","10.0","10.0","7.0","5.0","1.0","1.0","2.0","2.0","2.0","4.0","1.0","1.0","1.0",,,,,,,,,,"1.0","0.0","1.0","6.0","1","7.0","7.0","7.0","1.0","7.0","7.0","7.0","1.0","1.0","7.0","1.0","1.0","101.0","1.0","2.0",,"3.0","4.0","4.0","101.0","3.0",,"3.0","1.0","3.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","4.0","2.0","2.0","2.0","2.0","2.0",,"6.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","7.0","4.0","2.0","17.0",,,"45.0",,,,,"2.0",,"1.0","1.0","3.0","2.0",,,"4.0",,"2.0","3.0","3.0","1.0","2.0","0.0",,"2.0",,"2.0","101.0","1.0","1.0","1.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1.0","2.0","2.0","3.0","2.0","4.0","1.0","2.0","3.0","1.0","1.0","1.0","4","2","4","48.0","1536",,"1536.0","2010"
"2","10","117","117","1","104","10","107","10","10","142","0","2","5","1","1552.0","44","102.0","1","1.0","70.0","3.0","3.0",,"2.0","3.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","4.0","4.0","4.0","2.0","4.0",,"6.0","7.0","4.0","1.0","2.0",,,"2.0","1.0","2.0","2.0","1.0","1","1.0","3.0","4.0","2.0","1.0","1.0","3.0","1.0","3.0","5.0","5.0","5.0","7.0","6.0","3.0","6.0","4.0","5.0","5.0","6.0","1.0","4.0","1.0","1.0","4.0","5.0","7.0","6.0","7.0","3.0","5.0","5.0","4.0","5.0","4.0","3.0",,"5.0","6.0","4.0","5.0","6.0","4.0","1.0","1.0","2.0","2.0","2.0","2.0","4.0","5.0","3.0","4.0","5.0","2.0","5.0","5.0","3.0","5.0","3.0","3.0","6.0","4.0","5.0","5.0","5.0","4.0","2.0","2.0","9.0","9.0","9.0","5.0","6.0","8.0","3.0","8.0","6.0","6.0","7.0","9.0","9.0","2.0","2.0","2.0","3.0","2.0","1.0","0.0",,"1.0",,"1.0",,,,"1.0",,,"0.0","3.0","5.0","3","5.0","5.0","6.0","4.0","6.0","3.0","4.0","5.0","1.0","1.0","1.0","2.0",,"3.0","2.0",,"3.0","1.0","3.0","102.0","2.0","2.0","3.0","1.0","3.0","2.0","4.0","1.0","2.0","4.0","4.0","4.0","4.0","3.0","1.0","3.0","1.0","1.0","1.0","6.0","5.0","5.0","3.0","3.0","3.0","4.0","6.0","3.0","1.0","2.0","17.0",,,"24.0","4.0","1.0","1.0","1.0","4.0",,"5.0","3.0","6.0","2.0",,,"4.0",,"1.0","3.0","2.0",,"1.0","0.0",,"2.0",,"2.0","101.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","1","1","0","1","0","1","0","0","1","1","0","1","0","1","1","0","0","0","0","1.0","2.0","1.0","3.0","2.0","7.0","2.0",,,"1.0","3.0","1.0","4","2","4","52.0","1640",,"1640.0","2010"
"2","10","118","118","1","104","10","107","10","10","142","0","2","5","1","923.0","44","202.0","1","1.0","1.0","4.0","3.0","3.0","2.0","4.0","2.0",,"2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","1.0","4.0","4.0","4.0","4.0",,"7.0","7.0","2.0","5.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","2",,,,"2.0","1.0","1.0","1.0","4.0","4.0","3.0","4.0","3.0","2.0","7.0","3.0","3.0","3.0",,"1.0","1.0","7.0","1.0","1.0","1.0","1.0","3.0","7.0","3.0","3.0","1.0","3.0","7.0","7.0","7.0","7.0","7.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","3.0","3.0","4.0","2.0","4.0","4.0","4.0","2.0","5.0","2.0","1.0","2.0","5.0","3.0","3.0",,"6.0","7.0","7.0","7.0","7.0","7.0","1.0","3.0","3.0","10.0","10.0","8.0","4.0","4.0","1.0","1.0","7.0","7.0","1.0","1.0","7.0","2.0","2.0","2.0","2.0","4.0","2.0","1.0","0.0",,"0.0",,"1.0",,,,,,"1.0","0.0","1.0","7.0","5","1.0","5.0","7.0","7.0","7.0","4.0","6.0","3.0","2.0","3.0","1.0","1.0","103.0","3.0","2.0",,"4.0","1.0","1.0",,"2.0","2.0","3.0","2.0","1.0","4.0","3.0","1.0","4.0","3.0","4.0","4.0","4.0","4.0","2.0","4.0","4.0","2.0",,"5.0","4.0","4.0","4.0","3.0","4.0","6.0","4.0","7.0","2.0","1.0","7.0",,,"36.0",,,,,"1.0",,"3.0","1.0","4.0","2.0",,,"4.0",,"2.0","3.0","2.0",,"3.0","3.0","3.0","2.0",,"2.0","101.0","1.0","1.0","2.0","2.0","2.0","5.0","1.0","1.0",,"1.0","3.0","1","1","0","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","4.0",,,"3.0","2.0","3.0","2.0",,,"2.0",,,"3","2","4","54.0","1018",,"1018.0","2010"
