"areaenum","elsdept","elsmunicipio","elscanton","elszona","elssegmento","obsid","pais","estratopri","upm","elssec","cluster","ur","tamano","elsidioma","sexo","hora1","entrev","q1","a4","dem13a","dem13b","dem13c","dem13d","a1","a2","a3","a4i","soct1","soct2","idio1","idio2","cp2","cp4a","cp4","prot1","prot2","cp5","cp5a","cp5b","cp5c","cp5d","cp6","cp7","cp8","cp9","cp10","cp13","ls3","it1","l1","np1","np1b","np2","sgl1","sgl2","lgl2","lgl3","jc1","jc4","jc10","jc12","jc13","jc15","jc16","pop1","pop2","pop3","pop4","pop5","vic1","vic2","aoj1","aoj1b","aoj8","aoj11","aoj11a","aoj12","aoj16a","aoj17","aoj18","st1","st2","st3","st4","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b15","b18","b20","b21","b31","b32","b43","b16","b17","b19","b37","b47","n1","n3","n9","n10","n11","n12","elsb52","elsb54","elsb56","elsb57","elsb58","elsb59","elsay7","elsay8","m1","ing4","pn2","dem23","pn4","pn5","elspn3a","elspn3b","elspn3c","e5","e8","e11","e15","e14","e2","e3","e16","d32","d33","d34","d36","d37","d1","d2","d3","d4","d5","dem2","dem11","aut1","pp1","pp2","dc1","dc10","dc13","exc2","exc6","exc11a","exc11","exc13a","exc13","exc14a","exc14","exc15a","exc15","exc16a","exc16","exc17","exc18","exc19","exc7","gi1","gi2","gi3","gi4","gi5","vb1","vb2","elsvb3","vb4","vb8","vb6","elsvb7","elsvb21","vb10","vb11","elsvb12","elsvb13","elsvb14","elsvb15","elsvb17","elsvb19","elsvb20","pol1","pol2","aa1","aa2","aa3","aa4","dis2","dis3","dis4","dis5","ednivel","ed","edanno","q2","q3","q10","q10a1","q10a","q10a2","q10b","q10c","q14","q10d","q11","q12","elsetid","elsetida","elsleng1","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","ocup1","ocup4","ocup1a","ocup1b1","ocup1c","desoc2","mig1","mig2","mig3","hora2","duracion"
"1","1","1","0","1","6","5","3","1","1","0","0","1","2","1","2","2006-06-27T15:05:45.000","21","2","3.0","80.0","0.0","9.0","80.0","1","1","3","4.0","5.0","3.0","4.0","3.0","2","1.0","2.0","3.0",,"1","2.0","1.0","1.0","1.0","2.0","4.0","4.0","4.0","4.0","4.0","1.0","2.0",,"2.0","3.0","1.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","1","2.0","1.0",,"2.0","2.0","1.0","4.0","2.0","3.0","1.0","4.0","4.0","4.0","2.0","2.0","5.0","1.0","1.0","4.0","1.0","3.0","2.0","4.0","3.0","3.0","4.0","3.0","2.0","3.0","4.0","6","5.0","4.0","3.0","2.0","1.0","2.0","2.0","1.0","3.0","3.0","3.0","6.0","2.0","2",,,,"1.0","0.0","3.0","3.0","4.0","6.0","4.0","3.0","4.0","3.0","3.0","8.0","6.0","5.0","6.0","4.0","2.0","7.0","9.0","2.0","1.0","3.0","1.0","1.0","2.0","7.0","6.0","8.0","2.0","2.0","2.0","1.0","4.0","2","1.0","1.0","2.0","0","0","2",,"2.0",,"2.0",,"1","0.0","2.0",,"0.0","0.0","0.0","1.0","1.0",,"1.0","1.0",,"1","2.0",,"3.0",,"1.0","2.0","5.0","2.0",,,,"1.0","3.0","3.0","1.0","1.0","3.0","4.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","12","6","29","5.0","3.0","2",,"99999",,"2.0","2.0","4.0","2.0","1.0","2.0","2.0","1.0","1","1","1","1","0","0","0","0","0","0","0","13.0",,,,,,"1","1",,"2006-06-27T15:48:10.000","2545"
"1","1","1","0","1","6","1","3","1","1","0","0","1","2","1","1","2006-06-27T14:58:17.000","3","1","21.0","80.0","0.0","9.0","80.0","3","2","1","2.0","2.0","2.0","2.0","2.0","2","1.0","2.0","3.0",,"2",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","1.0","1.0",,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"2.0","2.0","2.0","2.0","2",,,,"2.0","2.0","1.0","3.0",,"3.0","2.0","2.0",,,"1.0","4.0","6.0","5.0","6.0","7.0","5.0","5.0","5.0","5.0","6.0","6.0","6.0","7.0","5.0","6.0","6.0","7","6.0","6.0","6.0","5.0","7.0","5.0","5.0","5.0","5.0","6.0","5.0","5.0","2.0","2",,,,"7.0","5.0","2.0","7.0","7.0","1.0","2.0","2.0","3.0","3.0","1.0","10.0","10.0","10.0","5.0","5.0","1.0","2.0","1.0","1.0","1.0","7.0","7.0","3.0","8.0","9.0","8.0","8.0","1.0","2.0","2.0","2.0","4.0","2","1.0","2.0","1.0","0","0","1","0.0","2.0",,"2.0",,"2",,"2.0",,"0.0","0.0","0.0","1.0","1.0",,"1.0","1.0",,"1","1.0",,,"1.0","1.0",,"3.0","2.0",,,,"2.0","1.0","3.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","7.0","2.0","2.0","2.0","2.0","2.0","12","6","24","1.0","2.0","2",,"99999",,"4.0","2.0","2.0","1.0","0.0",,"2.0","1.0","1","0","0","0","0","0","0","0","1","0","0","12.0",,,,,,"3","1",,"2006-06-27T15:42:41.000","2664"
"1","1","1","0","1","6","4","3","1","1","0","0","1","2","1","2","2006-06-27T14:59:10.000","14","2","14.0","1.0","3.0","0.0","3.0","2","1","2","4.0","5.0","3.0","3.0","3.0","2","2.0","2.0","3.0",,"2",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","3.0","3.0","3.0","2.0","3.0","2.0","3.0","3.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","2",,,,"2.0","3.0","1.0","2.0","2.0","2.0","2.0","1.0",,,"2.0","3.0","5.0","2.0","3.0","4.0","3.0","2.0","3.0","3.0","4.0","2.0","2.0","3.0","3.0","3.0","4.0","7","2.0","2.0","3.0","4.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","2",,,,"3.0","0.0","3.0","6.0","7.0","3.0","3.0","4.0","3.0","4.0","3.0","8.0","9.0","4.0","5.0","2.0","3.0","3.0","2.0","7.0","5.0","5.0","3.0","3.0","4.0","4.0","4.0","6.0","1.0","1.0","1.0","2.0","3.0","2","1.0","2.0","3.0","0","0","2",,"2.0",,"2.0",,"1","0.0","2.0",,"0.0","1.0","1.0","2.0","1.0",,"1.0","2.0",,"1","1.0","1.0",,"3.0","1.0","1.0","5.0","2.0",,,,"2.0","3.0","2.0","1.0","1.0","3.0","4.0","2.0","1.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","9","3","21","5.0","2.0","2",,"99999",,"4.0","2.0","3.0","3.0","1.0","2.0","2.0","1.0","1","0","0","0","0","0","1","0","0","0","0",,"2.0",,,,"24.0","3","1",,"2006-06-27T15:50:16.000","3066"
"1","1","1","0","1","6","2","3","1","1","0","0","1","2","1","1","2006-06-27T14:59:07.000","15","1","5.0","80.0","80.0",,"80.0","3","1","3","3.0","5.0","3.0","4.0","3.0","1","1.0","2.0","3.0",,"1","2.0","1.0","1.0","2.0","1.0","4.0","4.0","2.0","4.0","4.0","2.0","2.0","5.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","2",,,,"1.0","2.0","1.0","1.0","2.0","4.0","1.0","2.0","2.0","2.0","2.0","5.0","7.0","4.0","6.0","7.0","7.0","7.0","7.0","6.0","6.0","7.0","6.0","7.0","1.0","6.0","7.0","7","5.0","7.0","4.0","6.0","4.0","4.0","5.0","6.0","6.0","7.0","5.0","5.0","2.0","1","1.0","2.0","4.0","7.0","5.0","2.0","7.0","7.0","3.0","2.0","1.0","3.0","3.0","1.0","10.0","10.0","9.0","1.0","1.0","10.0","1.0","1.0","1.0","1.0","5.0","1.0","1.0","5.0","1.0","1.0","2.0","6.0","2.0","1.0","2.0","4.0","2","1.0","2.0","1.0","0","0","2",,"1.0","0.0","2.0",,"2",,"2.0",,"0.0","0.0","1.0","2.0","1.0",,"1.0","1.0",,"1","2.0",,"10.0",,"2.0",,"12.0","2.0",,,,"1.0","1.0","2.0","2.0","3.0","3.0","4.0","1.0","7.0","7.0","1.0","2.0","2.0","2.0","2.0","1.0","4","4","18","1.0","2.0","2",,"99999",,"4.0","2.0","3.0","1.0","0.0","2.0","2.0","1.0","1","0","0","1","0","0","0","0","1","0","0","12.0",,,,,,"3","1",,"2006-06-27T15:38:42.000","2375"
"1","1","1","0","1","6","6","3","1","1","0","0","1","2","1","2","2006-06-27T15:05:25.000","1","2","1.0",,,,,"4","1","4","4.0","5.0","3.0","4.0","2.0","2","2.0","2.0","3.0",,"2",,,,,"1.0","2.0","4.0","4.0","4.0","4.0","2.0","4.0","10.0","2.0","3.0","2.0","3.0",,"2.0","2.0","2.0",,"1.0","2.0","2.0",,,"2.0",,"2.0","2.0","2.0","2",,,,"1.0","4.0","1.0","2.0","2.0","4.0","2.0",,,,,"1.0","7.0",,"7.0","7.0",,,,"4.0","3.0","1.0","1.0","1.0","1.0","1.0","7.0","7","3.0",,,"7.0","4.0","1.0",,,"7.0",,"1.0","1.0","2.0","2",,,,"5.0","5.0","3.0","7.0","7.0","1.0",,"2.0","4.0","4.0","3.0","1.0","10.0","10.0","1.0","1.0","1.0",,"1.0","10.0","1.0","10.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","4.0","2","1.0","1.0","3.0","0","0","2",,"2.0",,"2.0",,"1","0.0","1.0","0.0","0.0","0.0","0.0","2.0",,,"1.0","2.0",,"1","1.0","1.0",,"1.0","1.0","1.0","5.0","1.0","1.0","2.0","3.0","2.0","2.0","3.0","2.0","2.0","4.0","5.0","1.0","1.0","7.0","7.0","2.0",,"2.0","2.0","1.0","2","2","36","5.0","2.0","2",,"99999",,"4.0","2.0","4.0","2.0","2.0","2.0","2.0","1.0","1","0","0","1","0","0","0","0","0","0","0","13.0",,,,,,"3","1",,"2006-06-27T15:53:26.000","2881"
"1","1","1","0","1","6","3","3","1","1","0","0","1","2","1","1","2006-06-27T15:09:06.000","12","1","1.0","3.0","1.0","0.0","3.0","3","4","3","4.0","3.0","2.0","3.0","1.0","2","2.0","2.0","2.0","3.0","1","2.0","1.0","1.0","2.0","4.0","4.0","4.0","4.0","4.0","4.0","1.0","2.0","8.0","2.0","2.0","2.0","1.0","1.0","4.0",,"2.0","2.0","1.0","1.0","1.0",,,,,"2.0","2.0","2.0","2",,,,"1.0","2.0","2.0",,"2.0","4.0","1.0",,"3.0",,"1.0","2.0","5.0","6.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","6.0","7.0","5.0","7.0","7.0","7","7.0","7.0","7.0","6.0","7.0","5.0","6.0","7.0","7.0","7.0","6.0","4.0",,"2",,,,"7.0","0.0","2.0","6.0","7.0","6.0","2.0","2.0","1.0","1.0","1.0","9.0","9.0","10.0","1.0","1.0","1.0","1.0","5.0","6.0","2.0","9.0","3.0","1.0","10.0","1.0","6.0",,"1.0","2.0","2.0","2.0","4.0","2",,"2.0","1.0","0","0","1","0.0","2.0",,"2.0",,"2",,"2.0",,"0.0","0.0","0.0","3.0",,,"1.0","1.0",,"1","1.0",,,"2.0","1.0","1.0","4.0","2.0",,,,"1.0","1.0","2.0","2.0",,"3.0","4.0","5.0","7.0","7.0","7.0","2.0","2.0","2.0","2.0","1.0","2","2","66","1.0","2.0","2",,"99999",,"1.0","2.0","3.0","5.0","6.0","7.0","7.0","1.0","0","0","0","1","0","0","0","0","0","0","0","5.0","1.0","4.0","1.0","2.0",,"1","1",,"2006-06-27T16:21:56.000","4370"
"36","2","10","11","0","0","292","3","3","10","0","0","2","5","1","2","2006-06-29T15:45:05.000","19","2",,"0.0",,,"0.0","3","3","4","4.0","3.0","3.0","3.0","2.0","2","2.0","2.0","3.0",,"1","1.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","4.0","4.0","2.0","1.0",,"2.0",,"2.0","3.0","2.0","1.0",,"1.0","1.0","1.0","1.0","1.0","2.0",,"1.0","1.0","2.0","1.0","2.0","2",,,,"1.0","1.0","2.0","3.0","2.0","4.0","1.0",,,,,,,,"3.0",,,,"7.0",,,,"5.0","5.0","1.0",,,"7",,,,"1.0","1.0","5.0",,"2.0","3.0","6.0","1.0","1.0",,"2",,,,"0.0","0.0","4.0",,"7.0","7.0","1.0",,"3.0",,,,"10.0","10.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","2.0","1.0","3.0","3.0","3.0","1.0",,"4.0","2","1.0","3.0","3.0","0","0","2",,"2.0",,"2.0",,"1","0.0","2.0",,"0.0","0.0","0.0","1.0","1.0",,,"1.0",,"1","1.0","1.0",,,"2.0",,"3.0","2.0",,,,,"1.0","2.0","1.0",,"4.0","5.0","1.0","7.0","1.0","7.0","1.0",,,"2.0","0.0","0","9","70","5.0","5.0","2",,"99999",,"4.0","2.0","2.0","1.0","7.0",,,"1.0","1","1","0","0","0","0","0","0","1","0","0","13.0",,,,,,"1","1",,"2006-06-29T16:16:34.000","1889"
"3","1","1","0","1","39","15","3","1","1","0","0","1","2","1","1","2006-06-27T16:51:40.000","1","1","5.0","1.0","0.0","9.0","1.0","1","1","4","4.0","3.0","2.0","3.0","2.0","2","2.0","2.0","3.0",,"1","2.0","1.0","1.0","2.0","1.0","4.0","3.0","4.0","4.0","4.0","1.0","3.0",,"2.0","2.0","2.0","2.0","2.0","1.0","1.0",,"2.0","2.0","2.0","1.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"1.0","2.0","1.0","3.0","2.0","4.0",,,,,,"5.0",,"5.0","5.0","5.0","5.0","5.0","5.0","1.0","1.0","1.0","7.0","7.0","1.0","4.0","7.0","7",,"6.0",,"6.0","4.0","6.0","5.0","6.0","5.0","7.0","7.0",,"2.0","2",,,,"0.0","5.0","2.0",,"7.0",,"3.0","2.0","3.0","4.0","3.0","1.0","10.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0",,"10.0","10.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","4.0","2","1.0","1.0","1.0","0","0","2",,"2.0",,"2.0",,"2",,"2.0",,"0.0","0.0","0.0","1.0","1.0",,"1.0","1.0","1.0","1","1.0","2.0",,"1.0","1.0","2.0",,"2.0",,,,"2.0","2.0","3.0","2.0","2.0","4.0","5.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","6","6","80","1.0",,"2",,"99999",,"1.0","2.0",,"2.0","4.0","2.0","2.0","1.0","1","1","1","0","0","1","0","0","1","1","0","14.0",,,,,,"3","1",,"2006-06-27T17:27:15.000","2135"
"3","1","1","0","1","39","16","3","1","1","0","0","1","2","1","2","2006-06-27T16:51:46.000","12","2","3.0","3.0","27.0","0.0","27.0","3","3","2","4.0","3.0","3.0","2.0","2.0","2","2.0","2.0","3.0",,"2",,,,,"1.0","4.0","4.0","4.0","4.0","4.0","3.0","1.0",,"2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","1","1.0","2.0","3.0","2.0","1.0","3.0","4.0","2.0","4.0","2.0","3.0","3.0",,"3.0","4.0","5.0","4.0","4.0","5.0","5.0","3.0","4.0","4.0","4.0","4.0","3.0","2.0","3.0","3.0","4.0","5","5.0","4.0","4.0","2.0","2.0","2.0","3.0","2.0","3.0","3.0","2.0","5.0","2.0","1","2.0","1.0","4.0","7.0","5.0","2.0","5.0","5.0","4.0","2.0","3.0","3.0","2.0","2.0","2.0","9.0","8.0","4.0","1.0","1.0","1.0","1.0","10.0","5.0","5.0","5.0","6.0","9.0","5.0","3.0","3.0","2.0","1.0","1.0","2.0","3.0","2","1.0","2.0","2.0","0","0","1","0.0","2.0",,"2.0",,"1","0.0","2.0",,"0.0","0.0","1.0","1.0","1.0",,"1.0","2.0",,"1","2.0",,"10.0",,"1.0","3.0","3.0","2.0",,,,"1.0","3.0","3.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","1.0","3.0","13","1","18","5.0",,"1",,"99999",,"4.0","1.0","2.0","1.0","0.0","1.0",,"1.0","1","1","1","1","1","0","0","0","1","1","1","12.0",,,,,,"3","1",,"2006-06-27T17:29:41.000","2275"
"3","1","1","0","1","39","17","3","1","1","0","0","1","2","1","2","2006-06-27T17:02:24.000","15","2","1.0",,,,,"1","1","3","4.0","4.0","3.0","4.0","3.0","2","2.0","2.0","3.0",,"2",,,,,"3.0","3.0","4.0","4.0","4.0","4.0","2.0","2.0","5.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2",,,,"2.0","4.0","1.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","5.0","7.0","5.0","6.0","6.0","5.0","5.0","6.0","5.0","7.0","6.0","7.0","7.0","5.0","5.0","7.0","7","6.0","7.0","7.0","6.0","6.0","6.0","6.0","7.0","7.0","6.0","4.0","5.0","2.0","2",,,,"7.0","5.0","1.0","6.0","7.0","5.0","1.0","2.0","3.0","3.0","1.0","1.0","4.0","4.0","1.0","1.0","1.0","4.0","1.0","10.0","7.0","1.0","1.0","1.0","1.0","10.0","5.0","5.0","2.0","2.0","1.0","2.0","4.0","2","1.0","1.0","2.0","0","1","2",,"2.0",,"2.0",,"1","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0",,"1.0","1.0",,"1","1.0","1.0",,"3.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","2.0","3.0","2.0","1.0","3.0","3.0","2.0","1.0","1.0","1.0","5.0","1.0","2.0","2.0","2.0","1.0","4","4","24","1.0","3.0","1","3.0","99999","3.0","4.0","1.0","4.0","1.0","2.0","2.0","2.0","1.0","1","0","1","1","0","0","0","0","1","1","0","13.0",,,,,,"3","1",,"2006-06-27T17:37:48.000","2124"
