"intv_date","a09","a21","pbs_id","d01","d02","d03","d04","d05","d06","d09","d07","d10","d08","d11","modd_missing","f01","f03","f05","f02","f04","f06","modf_missing","a05","urbrur","a02","a06","country","c02","c03","c04","zic_literacy","zic_school_cur","zic_school_ever","zic_edu_lvl","hhwght","id_code"
"2013-01-12T00:00:00.000","2","1","1","1","6","2","3","4","9","9","1","1","8","5","0","2","2","2",,,,"0","18","1","101","1","tajikistan","2","1","40","4","2","1","4","138","1"
"2013-01-12T00:00:00.000","2","1","1","1","6","2","3","4","9","9","1","1","8","5","0","2","2","2",,,,"0","18","1","101","1","tajikistan","2","3","18","4","2","1","1","138","2"
"2013-01-12T00:00:00.000","2","1","1","1","6","2","3","4","9","9","1","1","8","5","0","2","2","2",,,,"0","18","1","101","1","tajikistan","1","3","15","4","1",,"2","138","3"
"2013-01-12T00:00:00.000","2","1","1","1","6","2","3","4","9","9","1","1","8","5","0","2","2","2",,,,"0","18","1","101","1","tajikistan","1","3","12","4","1",,"2","138","4"
"2013-01-12T00:00:00.000","2","1","1","1","6","2","3","4","9","9","1","1","8","5","0","2","2","2",,,,"0","18","1","101","1","tajikistan","2","3","10","4","1",,"1","138","5"
"2013-01-12T00:00:00.000","1","1","2","1","4","2","2","4","9","9","1","1","5","5","0","2","2","2",,,,"0","18","1","101","1","tajikistan","1","1","34","4","2","1","4","138","1"
"2013-01-12T00:00:00.000","1","1","2","1","4","2","2","4","9","9","1","1","5","5","0","2","2","2",,,,"0","18","1","101","1","tajikistan","2","2","34","4","2","1","4","138","2"
"2013-01-12T00:00:00.000","1","1","2","1","4","2","2","4","9","9","1","1","5","5","0","2","2","2",,,,"0","18","1","101","1","tajikistan","1","3","11","4","1",,"2","138","3"
"2013-01-12T00:00:00.000","1","1","2","1","4","2","2","4","9","9","1","1","5","5","0","2","2","2",,,,"0","18","1","101","1","tajikistan","2","3","9","4","1",,"1","138","4"
"2013-01-12T00:00:00.000","1","1","2","1","4","2","2","4","9","9","1","1","5","5","0","2","2","2",,,,"0","18","1","101","1","tajikistan","2","3","7","4","1",,"1","138","5"
"2013-01-12T00:00:00.000","1","1","2","1","4","2","2","4","9","9","1","1","5","5","0","2","2","2",,,,"0","18","1","101","1","tajikistan","1","3","6","1","2","2",,"138","6"
"2013-01-12T00:00:00.000","1","1","3","1","2","1","3","4","9","9","1","1","5","5","0","2","2","2",,,,"0","18","1","101","1","tajikistan","1","1","46","4","2","1","7","138","1"
"2013-01-12T00:00:00.000","1","1","3","1","2","1","3","4","9","9","1","1","5","5","0","2","2","2",,,,"0","18","1","101","1","tajikistan","2","2","41","4","2","1","3","138","2"
"2013-01-12T00:00:00.000","1","1","3","1","2","1","3","4","9","9","1","1","5","5","0","2","2","2",,,,"0","18","1","101","1","tajikistan","2","3","20","4","2","1","4","138","3"
"2013-01-12T00:00:00.000","1","1","3","1","2","1","3","4","9","9","1","1","5","5","0","2","2","2",,,,"0","18","1","101","1","tajikistan","2","3","15","4","1",,"3","138","4"
"2013-01-12T00:00:00.000","1","1","3","1","2","1","3","4","9","9","1","1","5","5","0","2","2","2",,,,"0","18","1","101","1","tajikistan","1","3","10","4","1",,"1","138","5"
