"name","number","horizon","top","bottom","average","clay","silt","sand","ph_h2o","ph_kcl","soc","tn","c_n","brayp","totalp","crop","landuse","position","ri","include","includetop","cec_ac","cecclay","exca_cmolc_kg","exmg_cmolc_kg","exk_cmolc_kg","exna_cmolc_kg","teb","bs","bs_scaled","teb_icraf","soc_umn","tn_umn","wrb_group","usorder","pit","elevation","cultivated","author","p_differenceparent","p_ratioparent","p_ratiobraytotal","teb_all","map_mm","pet_mm","matx10_c","mi","afsis_bdrule","jelinski_bd","aspect","aspectcat"
"LUSH-4_4","60","2","22","42","32","67.78296716","13.33867298","18.87835986","5.000611267","NA","3.924283665","0.349871297","11.21636356","3","551.61","1","Low","Upper","20","0","0","11.14","16.43480725","2.128620006","0.021490633","0.331847406","0.006684668","2.488642713","22.33970119","0.223397012","6.713568633","1.944407821","0.153463393","Acrisol","Ultisol","1","1735","0","Jelinski","89.77","1.194374675","0.005438625","2.488642713","1036","1305","159","79","NA","0.892952016","65","N"
"LUSH-4_4","60","3","42","59","50.5","63.73142481","9.44518344","26.82339175","5.103639","NA","1.629372212","0.154967998","10.51424961","1","193.22","1","Low","Upper","16.66666667","0","0","6.11","9.587107174","0.536291262","0.001013762","0.137283528","0.01226876","0.686857312","11.24152721","0.112415272","4.117117733","0.705473781","0.062624112","Acrisol","Ultisol","1","1735","0","Jelinski","-268.62","0.418369998","0.005175448","0.686857312","1036","1305","159","79","NA","1.11387712","65","N"
"LUSH-4_4","60","4","59","80","69.5",,,,,"NA",,,,"2","286.045","1","Low","Upper","15","0","0","17.17","NA","0.174176621","0.014422304","0.124687116","0.000280045","0.313566086","1.82624395","0.01826244","NA","0.502935112","0.029830007","Acrisol","Ultisol","1","1735","0","Jelinski","-175.795","0.619359518","0.006991907","0.313566086","1036","1305","159","79","NA",,"65","N"
"LUSH-4_4","60","5","80","90","85","58.24084139","29.18352886","12.57562975","5.792912733","NA","1.155013411","0.079271343","14.57037773","1","399.1","1","Low","Upper","15","0","0","8.38","14.38852839","0.091496215","0.000560089","0.104669519","0.01095815","0.207683974","2.47832904","0.02478329","8.566259733","0.405357301","0.028253527","Acrisol","Ultisol","1","1735","0","Jelinski","-62.74","0.864152087","0.002505638","0.207683974","1036","1305","159","79","NA","1.200358901","65","N"
"LUSH-4_4","60","6","90","110","100","55.0547416","31.21486124","13.73039716","5.274943467","NA","0.811752399","0.079267668","10.24064943","1","458.41","1","Low","Upper","20","0","0","6.5","11.80643086","0.067104319","0.000560089","0.071153765","0.009073449","0.147891623","2.275255736","0.022752557","6.909446033","0.31335035","0.033348221","Acrisol","Ultisol","1","1735","0","Jelinski","-3.43","0.992573186","0.002181453","0.147891623","1036","1305","159","79","NA","1.288999448","65","N"
"LUSH-4_4","60","7","110","130","120","52.04756687","21.10319002","26.84924311","5.603037333","NA","0.449703706","0.058286326","7.715423786","1","432.73","1","Low","Upper","20","0","0","14.1","27.09060355","0.063626163","0.000560089","0.055913731","0.002517602","0.122617586","0.869628268","0.008696283","6.0321074","0.285629213","0.029429","Acrisol","Ultisol","1","1735","0","Jelinski","-29.11","0.936969513","0.00231091","0.122617586","1036","1305","159","79","NA","1.437442469","65","N"
"LUSH-4_4","60","8","130","150","140","51.38218966","26.00772331","22.61008703","5.658735833","NA","0.359358442","0.049922157","7.198375699","1","399.485","1","Low","Upper","20","0","0","6.75","13.1368477","0.078457332","0.051615045","0.055633686","0.002287965","0.187994028","2.785096718","0.027850967","6.4668689","0.127819061","0.014470476","Acrisol","Ultisol","1","1735","0","Jelinski","-62.355","0.864985709","0.002503223","0.187994028","1036","1305","159","79","NA","1.493810139","65","N"
"LUSH-4_4","60","9","150","190","170","50.6423306","22.13596122","27.22170818","5.601018767","NA","0.739939811","0.059485162","12.43906523","1","461.84","1","Low","Upper","8.333333333","0","0","5.03","9.932402282","0.061150568","0.028614971","0.043250108","0.005645702","0.138661349","2.756686849","0.027566868","7.761082867","0.101330832","0.029375687","Acrisol","Ultisol","1","1735","0","Jelinski","0","1","0.002165252","0.138661349","1036","1305","159","79","NA","1.312280198","65","N"
"LUSH-7_1","61","1","0","17","8.5","35.99235268","31.36810759","32.63953973","4.784487233","NA","9.307493218","0.673863464","13.81213512","2","718.8","3","Forest","Crest","37.5","0","0","41.28","114.69103","0.056260987","0.083834191","0.055415252","0.038817","0.234327429","0.567653656","0.005676537","14.9898576","9.525141716","0.847826719","Acrisol","Ultisol","1","1616","0","Jelinski","186.23","1.349681732","0.002782415","0.234327429","1171","1365","170","86","NA","0.675885752","138","S"
"LUSH-7_1","61","2","17","35","26","22.18058918","41.59633145","36.22307937","4.826730767","NA","9.748412325","0.798738209","12.20476523","1","673.75","3","Forest","Crest","37.5","0","0","42.27","190.5720342","0.018298123","0.019944786","0.028962226","0.02097255","0.088177685","0.208605831","0.002086058","20.99462203","8.710100174","0.821114123","Acrisol","Ultisol","1","1616","0","Jelinski","141.18","1.265091913","0.00148423","0.088177685","1171","1365","170","86","NA","0.664252572","138","S"
"LUSH-7_1","61","3","35","49","42","64.69393958","12.58660217","22.71945825","4.793339267","NA","5.414984043","0.476966995","11.35295335","2","628.48","3","Forest","Crest","22.5","0","0","29.46","45.53749577","0.051124966","0.001993918","0.019670342","0.01577492","0.088564146","0.300625073","0.003006251","10.14277463","5.081014156","0.442629844","Acrisol","Ultisol","1","1616","0","Jelinski","95.91","1.180089002","0.003182281","0.088564146","1171","1365","170","86","NA","0.812024029","138","S"
"LUSH-7_1","61","4","49","76","62.5","86.76592618","5.34508585","7.88898797","5.1531258","NA","1.620370353","0.159718348","10.14517351","18","532.57","3","Forest","Crest","12.5","0","0","15.27","17.59907451","0.000168027","0.000560089","0.013223712","0.009804366","0.023756195","0.155574293","0.001555743","4.5412407","1.473395944","0.097251222","Acrisol","Ultisol","1","1616","0","Jelinski","0","1","0.033798374","0.023756195","1171","1365","170","86","NA","1.115269559","138","S"
"LUSH-7_2","62","1","0","25","12.5","19.88449753","43.79490054","36.32060193","4.650150933","NA","13.41398589","0.997577646","13.44655821","15","805.45","3","Forest","Mid","NA","0","0","34.35","172.7476389","0.710249449","0.052228342","0.132965239","0.154646302","1.050089332","3.057028622","0.030570286","10.66984923","10.2775774","0.811878264","Alisol","Ultisol","1","1586","0","Jelinski","153.39","1.235239088","0.01862313","1.050089332","1171","1365","170","86","NA","0.584026489","70","N"
"LUSH-7_2","62","2","25","34","29.5","66.82746133","11.25010919","21.92242948","4.8244283","NA","5.18302032","0.397161937","13.05014362","4","688.61","3","Forest","Mid","NA","0","0","40.41","60.46915324","0.646931335","0.070539067","0.264768292","0.110011372","1.092250066","2.705064529","0.027050645","8.5841302","6.5453372","0.491967887","Alisol","Ultisol","1","1586","0","Jelinski","36.55","1.056053124","0.005808803","1.092250066","1171","1365","170","86","NA","0.82302819","70","N"
"LUSH-7_2","62","3","34","53","43.5","43.65582318","29.69843433","26.64574249","4.781568","NA","9.371047509","0.637006542","14.7110695","2","661.99","3","Forest","Mid","NA","0","0","28.09","64.3442225","0.297693151","0.041628649","0.254543859","0.103812582","0.697678241","2.483724602","0.024837246","8.7839606","3.888237715","0.29824847","Alisol","Ultisol","1","1586","0","Jelinski","9.93","1.01522866","0.003021194","0.697678241","1171","1365","170","86","NA","0.674175362","70","N"
"LUSH-7_2","62","4","53","84","68.5","64.6699962","17.44958042","17.88042338","4.779671667","NA","4.894392954","0.35431851","13.81354012","5","652.06","3","Forest","Mid","NA","0","0","25.72","39.77114815","0.350772829","0.173070445","0.167063485","0.083526142","0.774432901","3.011014389","0.030110144","7.448255833","6.857253551","0.528926849","Alisol","Ultisol","1","1586","0","Jelinski","0","1","0.007668006","0.774432901","1171","1365","170","86","NA","0.837429395","70","N"
"LUSH-7_5","63","1","0","16","8","84.48272193","4.36931298","11.14796509","6.022579633","NA","2.084818056","0.187216634","11.13585909","3","650.06","0","High","Mid","18.75","1","1","15.81","18.71388568","4.161128661","0.079311468","1.136757575","0.091748255","5.46894596","34.59168855","0.345916886","12.7091176","1.787604332","0.184043452","Acrisol","Ultisol","1","1460","1","Jelinski","61.07","1.103685971","0.004614959","5.46894596","1171","1365","170","86","NA","1.05192513","183","S"
"LUSH-7_5","63","2","16","35","25.5","86.54673058","0","13.81942616","6.074239933","NA","0.685638711","0.078084704","8.780704486","2","654.12","0","High","Mid","7.8125","1","0","20.79","24.02170465","9.128898167","0.489686218","1.636637422","0.049321478","11.30454328","54.37490757","0.543749076","9.8997018","1.312608123","0.182824999","Acrisol","Ultisol","1","1460","1","Jelinski","65.13","1.110579127","0.003057543","11.30454328","1171","1365","170","86","NA","1.331436835","183","S"
"LUSH-7_5","63","3","35","56","45.5","89.62983268","5.575767767","4.794399553","5.975674533","NA","0.558607002","0.074212091","7.527169685","4","491.41","0","High","Mid","7.5","1","0","15.16","16.91401127","5.14352558","0.143881382","1.21304176","0.037108727","6.53755745","43.12372988","0.431237299","9.4190815","0.454547137","0.07236021","Acrisol","Ultisol","1","1460","1","Jelinski","-97.58","0.834326559","0.008139842","6.53755745","1171","1365","170","86","NA","1.382937567","183","S"
"LUSH-7_5","63","4","56","82","69","89.05964788","0","13.86015762","6.1564761","NA","0.548679878","0.067723537","8.101760511","2","588.99","0","High","Mid","6.25","1","0","14.89","16.7191319","3.800935127","0.326560162","1.016114305","0.063024067","5.20663366","34.96731807","0.349673181","9.5238007","0.510908544","0.090057142","Acrisol","Ultisol","1","1460","1","Jelinski","0","1","0.003395643","5.20663366","1171","1365","170","86","NA","1.387444349","183","S"
"LUSH-7_7","64","1","0","12","6","72.55516593","16.47198389","10.97285018","5.010692433","NA","4.13048052","0.339218696","12.17645303","6","634.56","0","High","Upper","37.5","1","1","22.83","31.46571262","3.815273417","0.109895154","0.604840612","0.075290026","4.605299209","20.17213845","0.201721385","7.8296735","3.213839769","0.265423685","Acrisol","Ultisol","1","1594","1","Jelinski","76.32","1.136715391","0.009455371","4.605299209","1097","1325","163","83","NA","0.880080915","81","N"
"LUSH-7_7","64","2","12","25","18.5","66.68141935","19.92892826","13.38965239","5.801556367","NA","2.799792318","0.236195875","11.85368846","1","558.06","0","High","Upper","13.125","1","0","19.02","28.52368799","5.296373995","0.065009584","0.894462873","0.079216253","6.335062705","33.3073749","0.333073749","8.320967567","1.966620564","0.192919672","Acrisol","Ultisol","1","1594","1","Jelinski","-0.18","0.999677558","0.001791922","6.335062705","1097","1325","163","83","NA","0.977814099","81","N"
"LUSH-7_7","64","3","25","41","33","63.98004142","17.75561426","18.26434432","5.806947233","NA","2.014474681","0.175678812","11.46680501","1","467.75","0","High","Upper","6.25","1","0","12.22","19.0997063","3.177051473","0.043124088","0.760993554","0.074547908","4.055717023","33.18917368","0.331891737","7.318770933","1.162255645","0.135512263","Acrisol","Ultisol","1","1594","1","Jelinski","-90.49","0.837901261","0.002137894","4.055717023","1097","1325","163","83","NA","1.060551905","81","N"
"LUSH-7_7","64","4","41","66","53.5","87.12563866","0.6306519","12.24370944","5.580512133","NA","1.953338164","0.1765978","11.0609428","2","504.705","0","High","Upper","6.25","1","0","11.9","13.65843646","2.581396329","0.033585765","0.931988867","0.076527824","3.623498785","30.44956962","0.304495696","6.350533333","0.94584316","0.103766449","Acrisol","Ultisol","1","1594","1","Jelinski","-53.535","0.904100387","0.003962711","3.623498785","1097","1325","163","83","NA","1.06829787","81","N"
"LUSH-7_7","64","5","66","97","81.5","67.6031605","17.90153767","14.49530183","5.6173188","NA","1.731787968","0.155799107","11.11551922","2","558.24","0","High","Upper","6.25","1","0","10.44","15.44306497","1.602808018","0.033641774","0.818570751","0.075866918","2.530887461","24.24221706","0.242422171","5.283422567","0.834720314","0.089644216","Acrisol","Ultisol","1","1594","1","Jelinski","0","1","0.003582688","2.530887461","1097","1325","163","83","NA","1.098555538","81","N"
"LUSH-7_9","65","1","0","24","12","63.95839052","19.82085267","16.22075681","5.166625","NA","4.270756968","0.393344292","10.8575542","4.5","649.92","1","Low","Upper","37.5","0","0","24.19","37.82146455","6.334611833","0.102902437","0.806136765","0.097186724","7.340837759","30.34658023","0.303465802","9.4643024","3.452642441","0.337338656","Acrisol","Ultisol","1","1635","0","Jelinski","-159.31","0.803133843","0.006923929","7.340837759","1097","1325","163","83","NA","0.871686828","88","N"
"LUSH-7_9","65","2","24","42","33","65.83533887","20.85708782","13.30757331","5.717674867","NA","2.767986888","0.243618034","11.36199502","1","555.8","1","Low","Upper","22.5","0","0","16.8","25.51820996","5.855175252","0.092579988","0.477044999","0.100586467","6.525386706","38.84158753","0.388415875","8.354285467","2.178577423","0.229077831","Acrisol","Ultisol","1","1635","0","Jelinski","-253.43","0.686825748","0.001799208","6.525386706","1097","1325","163","83","NA","0.980685644","88","N"
"LUSH-7_9","65","3","42","59","50.5","89.4946049","3.93416862","6.57122648","5.6944934","NA","1.454565251","0.156001302","9.324058404","1","754.96","1","Low","Upper","10","0","0","14.34","16.02331226","3.299094967","0.034767553","0.490151092","0.117053097","3.94106671","27.48303145","0.274830315","6.1300287","1.003278017","0.09931349","Acrisol","Ultisol","1","1635","0","Jelinski","-54.27","0.932936248","0.001324573","3.94106671","1097","1325","163","83","NA","1.142401128","88","N"
"LUSH-7_9","65","4","59","78","68.5","91.96186171","5.941883956","2.096254334","5.610694033","NA","1.511953618","0.143319794","10.54951013","1","809.23","1","Low","Upper","8.333333333","0","0","15.78","17.15928724","2.884572755","0.031384613","0.479150935","0.116215763","3.511324067","22.2517368","0.222517368","7.192300567","1.0319134","0.115093775","Acrisol","Ultisol","1","1635","0","Jelinski","0","1","0.001235743","3.511324067","1097","1325","163","83","NA","1.13267539","88","N"
"LUSH-7_14","66","1","0","17","8.5","62.73691779","22.45327008","14.80981213","4.854872167","NA","4.954818168","0.41687604","11.88559114","8","943.77","1","Low","Upper","14.58333333","0","0","26.2","41.76169459","4.306415868","0.114921957","0.570563137","0.097772017","5.089672978","19.42623274","0.194262327","8.294163633","3.951647043","0.332970977","Alisol","Ultisol","1","1737","0","Jelinski","454.7","1.929723761","0.008476642","5.089672978","987","1283","154","77","NA","0.834345399","46","N"
"LUSH-7_14","66","2","17","41","29","75.16144767","7.58483807","17.25371426","4.7963515","NA","4.107606793","0.320738003","12.80673557","7","861.18","1","Low","Upper","17.5","0","0","26.71","35.53683548","1.805952466","0.064771546","0.283231641","0.104204645","2.258160298","8.454362778","0.084543628","6.002506133","2.458198547","0.222386807","Alisol","Ultisol","1","1737","0","Jelinski","372.11","1.76085223","0.008128382","2.258160298","987","1283","154","77","NA","0.881476651","46","N"
"LUSH-7_14","66","3","41","61","51","83.20478693","7.941637793","8.853575277","4.7792796","NA","2.762743224","0.190107529","14.53252924","26","733.86","1","Low","Upper","11.66666667","0","0","22.52","27.06575046","0.836829668","0.0369379","0.084735935","0.066762664","1.025266167","4.552691682","0.045526917","4.837606233","1.903428316","0.130738452","Alisol","Ultisol","1","1737","0","Jelinski","244.79","1.500521398","0.035429101","1.025266167","987","1283","154","77","NA","0.981162233","46","N"
"LUSH-7_14","66","4","61","82","71.5","85.2439911","8.215486979","6.540521921","4.7523628","NA","2.039855657","0.162805252","12.5294217","26","489.07","1","Low","Upper","14.58333333","0","0","15.6","18.30041015","0.67350758","0.022064724","0.073399724","0.050634888","0.819606917","5.253890491","0.052538905","4.4317594","0.878899455","0.069193445","Alisol","Ultisol","1","1737","0","Jelinski","0","1","0.053162124","0.819606917","987","1283","154","77","NA","1.05740498","46","N"
"LUSH-11_1","67","1","0","20","10","64.53114009","16.53485519","18.93400472","6.757252","NA","2.40786906","0.235900736","10.20712822","5","377.42","0","High","Valley","50","0","0","31.8","49.27853429","16.38149663","0.192527953","4.088485057","0.153621338","20.81613098","65.45953138","0.654595314","23.31587393","1.83884418","0.198063567","Gleysol","Inceptisol","1","1262","1","Jelinski","313.1695","5.874195532","0.013247841","20.81613098","1055","1434","186","74","NA","1.015716948","139","S"
"LUSH-11_1","67","2","20","55","37.5","75.23745743","12.91977193","11.84277064","7.133722533","NA","1.009681111","0.098571776","10.2431056","1","146.74","0","High","Valley","40","0","0","27.06","35.96612768","15.71162963","0.156584211","4.84477386","0.362461896","21.0754496","77.88414486","0.778841449","22.28916533","0.687133253","0.094747111","Gleysol","Inceptisol","1","1262","1","Jelinski","82.4895","2.283873277","0.006814774","21.0754496","1055","1434","186","74","NA","1.234158452","139","S"
"LUSH-11_1","67","3","55","82","68.5","79.3846886","8.60932446","12.00598694","7.013041567","NA","0.656302163","0.075254341","8.721120331","1","109.02","0","High","Valley","26.66666667","0","0","24.33","30.64822755","12.64009901","0.09941588","4.399726772","0.500103882","17.63934555","72.50039272","0.725003927","19.68538893","0.470790088","0.054606572","Gleysol","Inceptisol","1","1262","1","Jelinski","44.7695","1.696796134","0.009172629","17.63934555","1055","1434","186","74","NA","1.342427815","139","S"
"LUSH-11_1","67","4","82","108","95","74.78508567","3.33391816","21.88099617","7.0346583","NA","0.456801982","0.065742086","6.948395007","1","64.2505","0","High","Valley","25","0","0","22.5","30.08621278","11.30260538","0.076124559","4.261328666","0.521639322","16.16169792","71.82976854","0.718297685","20.48108763","0.334466964","0.053234201","Gleysol","Inceptisol","1","1262","1","Jelinski","0","1","0.015564081","16.16169792","1055","1434","186","74","NA","1.433506218","139","S"
"LUSH-11_4","68","1","0","19","9.5","67.00923417","19.90886058","13.08190525","7.016672667","NA","1.980078424","0.160118939","12.36629743","17","428.25","0","High","Valley","60","0","0","32.97","49.20217401","17.39469847","0.136255764","6.32733067","0.266863026","24.12514793","73.17302982","0.731730298","24.9536457","2.59736681","0.263168037","Gleysol","Inceptisol","1","1250","1","Jelinski","359.69","6.246353559","0.039696439","24.12514793","1055","1434","186","74","NA","1.064880484","192","S"
"LUSH-11_4","68","2","19","47","33","75.30640996","13.21163175","11.48195829","7.2423827","NA","0.491897547","0.075483893","6.516589538","1","66.479","0","High","Valley","100","0","0","34.02","45.17543728","17.82148664","0.069392284","7.821649359","0.631080803","26.34360909","77.43565282","0.774356528","26.99578187","0.538741946","0.076914221","Gleysol","Inceptisol","1","1250","1","Jelinski","-2.081","0.969647025","0.015042344","26.34360909","1055","1434","186","74","NA","1.414901915","192","S"
"LUSH-11_4","68","3","47","75","61","71.38880451","11.70946239","16.9017331","7.215796767","NA","0.412317483","0.063927087","6.449808719","1","48.304","0","High","Valley","100","0","0","36.84","51.60473026","18.09032958","0.151173747","7.478314518","0.712489807","26.43230766","71.74893501","0.71748935","23.81814327","0.674913645","0.102552079","Gleysol","Inceptisol","1","1250","1","Jelinski","-20.256","0.704550758","0.020702219","26.43230766","1055","1434","186","74","NA","1.459257598","192","S"
"LUSH-11_4","68","4","75","110","92.5","77.01649817","8.75064052","14.23286131","7.107783933","NA","0.390943733","0.059546248","6.565379788","1","68.56","0","High","Valley","30","0","0","32.075","41.64692081","16.45066768","0.071390403","6.075290412","0.898369497","23.49571799","73.32485064","0.733248506","22.2070748","0.293805569","0.052597318","Gleysol","Inceptisol","1","1250","1","Jelinski","0","1","0.014585764","23.49571799","1055","1434","186","74","NA","1.472636425","192","S"
"LUSH-13_5","69","1","0","11","5.5","66.50082385","16.37608666","17.12308949","6.508334333","NA","1.486761595","0.135341058","10.98529609","1","215.525","0","High","Lower","17.5","0","0","16.26","24.45082491","7.157383255","0.078098875","2.134836999","0.12978113","9.500100259","58.42620086","0.584262009","12.34024387","1.793054223","0.155011982","Cambisol","Inceptisol","1","1209","1","Jelinski","0.625","1.002908329","0.004639833","9.500100259","1138","1415","184","80","NA","1.136898473","273","N"
"LUSH-13_5","69","2","11","59","35","67.13852737","3.25320701","29.60826562","6.2743838","NA","0.672692093","0.083787106","8.028587272","1","361.32","0","High","Lower","17.5","0","0","20.55","30.60835679","10.37677749","0.278188035","2.961697075","0.108209284","13.72487189","66.78769774","0.667876977","11.19666777","0.550039709","0.086688019","Cambisol","Inceptisol","1","1209","1","Jelinski","146.42","1.681340158","0.00276763","13.72487189","1138","1415","184","80","NA","1.336228159","273","N"
"LUSH-13_5","69","3","59","110","84.5","61.33193841","17.09537235","21.57268924","6.738517233","NA","0.3617525","0.045314672","7.983120778","1","214.9","0","High","Lower","14.58333333","0","0","17.75","28.9408756","8.413663922","0.109080223","3.704935793","0.163599332","12.39127927","69.81002406","0.698100241","13.0078304","0.224132836","0.045772489","Cambisol","Inceptisol","1","1209","1","Jelinski","0","1","0.004653327","12.39127927","1138","1415","184","80","NA","1.492141256","273","N"
"LUSH-16_2","70","1","0","11","5.5","59.11792945","15.93564068","24.94642987","5.246728767","NA","4.591202817","0.397089999","11.56212151","6","657.56","1","Low","Crest","22.5","0","0","24.45","41.3580114","6.070809696","0.219389843","1.357488833","0.146830253","7.794518625","31.87942178","0.318794218","9.492063767","4.642730713","0.348136544","Acrisol","Ultisol","1","1647","0","Jelinski","368.4","2.274035136","0.009124643","7.794518625","1148","1334","167","86","NA","0.853502139","61","N"
"LUSH-16_2","70","2","11","25","18","79.7610935","7.67605397","12.56285253","4.6530498","NA","3.55979131","0.234741204","15.16474845","2","623.24","1","Low","Crest","20","0","0","12.085","15.15149739","0.086015739","0.053228102","0.237550744","0.112226526","0.489021112","4.059011021","0.04059011","2.8497627","1.421306849","0.140181571","Acrisol","Ultisol","1","1647","0","Jelinski","334.08","2.155346521","0.003209037","0.489021112","1148","1334","167","86","NA","0.917453119","61","N"
"LUSH-16_2","70","3","25","56","40.5","67.27589923","16.61951088","16.10458989","4.7942813","NA","2.710685736","0.230216718","11.77449561","3","604.56","1","Low","Crest","9.375","0","0","15.43","22.93540507","0.18105452","0.089793543","0.315257556","0.106131352","0.692236972","4.486305714","0.044863057","5.8426397","1.928663254","0.186452419","Acrisol","Ultisol","1","1647","0","Jelinski","315.4","2.090745608","0.004962287","0.692236972","1148","1334","167","86","NA","0.985943339","61","N"
"LUSH-16_2","70","4","56","62","59","69.67254567","6.68907961","23.63837472","6.268044467","NA","0.338099937","0.045887773","7.367974408","1","289.16","1","Low","Crest","9.375","0","0","14.76","21.18481513","4.349262712","0.088723772","2.940749729","0.13579369","7.514529903","50.9114492","0.509114492","9.8946924","0.191503853","0.037959002","Acrisol","Ultisol","1","1647","0","Jelinski","0","1","0.003458293","7.514529903","1148","1334","167","86","NA","1.509136553","61","N"
"LUSH-16_4","71","1","0","27","13.5","60.83148545","16.51951044","22.64900411","4.735419367","NA","6.680812472","0.493096825","13.5486828","5","978.27","1","Low","Mid","43.75","0","0","33.67","55.34962651","3.375547179","0.181925459","0.616826526","0.092624795","4.26692396","12.67277683","0.126727768","5.858027067","5.670786858","0.471286744","Alisol","Ultisol","1","1551","0","Jelinski","400.77","1.693974026","0.005111063","4.26692396","1131","1332","166","85","NA","0.759225117","190","S"
"LUSH-16_4","71","2","27","48","37.5","83.11503786","7.305989813","9.578972327","4.652371433","NA","3.106317124","0.182094473","17.05882157","11","610.65","1","Low","Mid","17.5","0","0","20.68","24.88117738","0.078670166","0.020272438","0.078485337","0.047263149","0.22469109","1.086513975","0.01086514","4.7869879","2.211001635","0.236139819","Alisol","Ultisol","1","1551","0","Jelinski","33.15","1.057402597","0.018013592","0.22469109","1131","1332","166","85","NA","0.951701738","190","S"
"LUSH-1_1B","75","3","20","30","25","74.98614595","18.01020548","7.003648571","6.3412014","NA","2.365398734","0.248128307","9.53296608","NA","NA","0","High","Lower","NA","1","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","10.35413697","NA","NA","NA","NA","0","1208","1","Jelinski","NA","NA","NA","10.35413697","1058","1438","187","74","NA","1.02018968","234","S"
"LUSH-16_4","71","3","48","76","62","81.91681179","8.845948792","9.237239418","5.153281533","NA","1.682037194","0.183785381","9.152181663","29","747.94","1","Low","Mid","15","0","0","26.07","31.82496905","0.200808875","0.080165605","0.087838831","0.007169145","0.375982456","1.442203514","0.014422035","4.789000633","3.077954054","0.134669706","Alisol","Ultisol","1","1551","0","Jelinski","170.44","1.295134199","0.038773164","0.375982456","1131","1332","166","85","NA","1.105881774","190","S"
"LUSH-16_4","71","4","76","112","94","79.17965335","5.44833669","15.37200996","5.412937233","NA","0.850516294","0.117606989","7.231851621","1","577.5","1","Low","Mid","15","0","0","10.74","13.5640907","0.046700259","0.041118968","0.198786952","0.108971006","0.395577186","3.683214021","0.03683214","4.2568039","0.92606467","0.107564598","Alisol","Ultisol","1","1551","0","Jelinski","0","1","0.001731602","0.395577186","1131","1332","166","85","NA","1.277274889","190","S"
"LUSH-16_5","72","1","0","3","1.5","20.92601449","43.7458433","35.32814221","4.850277","NA","16.31290136","1.161256386","14.04763113","16","923.68","2","Forest","Crest","15.625","0","0","90.49","432.4282583","9.699069241","0.405588785","2.503823938","0.207233102","12.81571507","14.16257605","0.141625761","17.7220332","25.41411781","0.167320848","Acrisol","Ultisol","1","1747","0","Jelinski","412.62","1.807380738","0.017322016","12.81571507","1103","1319","163","84","NA","0.534849706","252","S"
"LUSH-16_5","72","2","3","16","9.5","41.59354945","29.30635221","29.10009834","4.728167033","NA","9.411303374","0.607887332","15.48198635","7","924.17","2","Forest","Crest","15.625","0","0","38.27","92.00945941","0.066656247","0.038864608","0.06141381","0.049217862","0.216152526","0.564809319","0.005648093","5.666937367","10.36329269","1.807617188","Acrisol","Ultisol","1","1747","0","Jelinski","413.11","1.80833953","0.007574364","0.216152526","1103","1319","163","84","NA","0.673097975","252","S"
"LUSH-16_5","72","3","16","29","22.5","56.55794407","18.35371866","25.08833727","4.652346","NA","9.366521126","0.626280422","14.95579424","7","901.69","2","Forest","Crest","37.5","0","0","39.64","70.08741327","0.049635128","0.095604471","0.14242515","0.135810493","0.423475242","1.068302831","0.010683028","5.975770067","8.750231743","0.69276756","Acrisol","Ultisol","1","1747","0","Jelinski","390.63","1.764352522","0.0077632","0.423475242","1103","1319","163","84","NA","0.674296793","252","S"
"LUSH-16_5","72","4","29","45","37","85.9576388","4.686007892","9.356353308","4.745502267","NA","1.95945719","0.167287129","11.71313778","3","511.06","2","Forest","Crest","75","0","0","14.3","16.63610146","0.098010055","0.03124179","0.116733846","0.049212261","0.295197952","2.064321344","0.020643213","3.250133267","2.192785978","0.591129065","Acrisol","Ultisol","1","1747","0","Jelinski","0","1","0.005870152","0.295197952","1103","1319","163","84","NA","1.067511753","252","S"
"LUSH-16_7","73","1","0","20","10","74.34047648","12.44834097","13.21118255","4.786099133","NA","4.62002976","0.347919145","13.27903286","6","803.25","1","Low","Valley","60","0","0","27.16","36.53460576","0.012579609","0.034983188","0.048912613","0.149580293","0.246055703","0.905948832","0.009059488","8.501672667","4.133881569","0.274353296","Fluvisol","Entisol","1","1289","0","Jelinski","618.54","4.348708787","0.007469655","0.246055703","1131","1332","166","85","NA","0.851928976","139","S"
"LUSH-16_7","73","2","20","42","31","26.36295483","23.60552418","50.03152099","5.446303567","NA","2.609559389","0.155765629","16.75311432","6","300.02","1","Low","Valley","45","0","0","12.24","46.42878645","2.598255022","0.18337329","0.702912277","0.097113912","3.581654501","29.26188318","0.292618832","5.102560733","2.117883921","0.213955849","Fluvisol","Entisol","1","1289","0","Jelinski","115.31","1.624275892","0.019998667","3.581654501","1131","1332","166","85","NA","0.995499349","139","S"
"LUSH-16_7","73","3","42","74","58","51.96581957","10.86132673","37.1728537","4.6302672","NA","4.003372692","0.281264298","14.23349042","4","307.78","1","Low","Valley","20","0","0","13.69","26.34423957","0.21993033","0.080540865","0.104999972","0.070935331","0.476406497","3.479959802","0.034799598","4.4302053","2.485796452","0.215152085","Fluvisol","Entisol","1","1289","0","Jelinski","123.07","1.666287694","0.012996296","0.476406497","1131","1332","166","85","NA","0.887936941","139","S"
