"year","idnum","pais","estratopri","upm","prov","municipio","parsegmento","cluster","ur","tamano","idiomaq","fecha","q1","a4","a1","a2","a3","a4i","soct1","soct2","idio1","idio2","cp2","cp4a","cp4","np1","np2","sgl1","lgl2a","lgl2b","muni5","muni6","muni11","muni15","cp5","cp6","cp7","cp8","cp9","cp10","cp13","cp20","ls3","it1","it1a","it1b","l1","immig1","immig2","prot2","jc15","jc16","vic1","aoj1","aoj1b","vic20","vic21","vic27","aoj8","aoj11","aoj11a","aoj12","aoj12a","aoj16a","aoj17","aoj18","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b18","b20","b21","b21a","b31","b32","b43","b17","b19","b37","b40","b47","b48","n1","n3","n9","n11","n12","epp1","epp2","epp3","ec1","ec2","ec3","ec4","m1","m2","pop101","pop102","pop103","pop106","pop107","pop109","pop110","pop112","pop113","eff1","eff2","ing4","pn2","dem23","ros1","ros2","ros3","ros4","pn4","pn5","e5","e8","e11","e15","e14","e2","e3","e16","d32","d33","d34","d36","d37","d1","d2","d3","d4","d5","dem2","dem11","aut1","aut2","pp1","pp2","dc10","dc13","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc17","exc18","exc7","gi1","gi2","gi3","gi4","gi5","vb1","vb2","vb3","vb50","vb10","vb11","vb12","pol1","pol2","vb20","vb21","ls6","sd1","sd2","sd3","sd4","sd5","sd6","sd7","sd8","sd9","sd10","sd11","sd12","ls4","parp11","parp12","parp13","parp14","parp15","parp16","parp17","parp18","ed","q2","q3","q5a","q10","q10a","q10a1","q10b","q10c","q16","q14","q10d","q11","q12","q12a","etid","www1","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","ocup4a","ocup1","ocup1a","ocup12a","ocup12","ocup1c","ocup27","ocup28","ocup29","ocup30","ocup31","ocup31a","mig2","mig3","ti"
"2008","1","12","1201","201","1200","12001","1","1","1","1","1","1502","1","13.0","1.0","1","1.0","4.0","5.0","3.0","2","3.0","2.0","2.0","2.0","2.0","2.0","4.0","4","4","0.0","0.0","3.0","2.0","2.0","4.0","4.0","4.0","4.0","4.0","4.0",,"2.0","2.0","3","2.0","5.0","2.0","2.0","3.0","1.0","1.0","1.0","1.0",,"0","0","0","2.0","1.0","2.0","3.0","3.0","2.0","3.0","1.0","2.0","3.0","3.0","3.0","2.0","1.0","1.0","2.0","2.0","3.0","3.0","7.0","1.0","1.0","2.0","3.0","7.0","3.0","3.0","6.0","3.0","3.0","3.0","1.0","3.0","1.0","1.0","1.0","2.0","1.0","1.0","3.0","3.0","2.0","1.0","4.0","4.0","1.0","1.0","1.0","5.0","2.0","4.0","1.0","5.0","2.0","2.0","7.0","7.0","7.0","1.0","1.0","3.0","3.0","3.0","3.0","3.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","10.0","8.0","8.0","8.0","3.0","2.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","1","1.0","0.0",,,"0.0",,"0","0.0","1.0","1","1","1","1","1","1","1.0","1209.0","3.0","1.0","1201.0","3.0","1.0","2.0","4.0","1.0","8.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0",,,,,"1.0","2.0","3.0","1.0","21","61","1.0","2.0","8.0","2.0",,,"4.0",,"2.0","2.0","2.0","5","1.0","1.0","5.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","0.0","1.0","1.0","1.0","6",,,,,,,,,,,,"1",,"46"
"2008","2","12","1201","201","1200","12001","1","1","1","1","1","1502","2","22.0","3.0","1","3.0","4.0","5.0","3.0","3","3.0","2.0","2.0","2.0","2.0","2.0","5.0","3","3","0.0","0.0","4.0","0.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0","1.0","3","2.0",,"2.0",,"3.0","2.0","2.0","2.0",,,"0","0","0","2.0","3.0","2.0","4.0","4.0","1.0","1.0","2.0","1.0","2.0","3.0","3.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","7.0","1.0","2.0","2.0","3.0","5.0","3.0","3.0","3.0","7.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","4.0","3.0","2.0","3.0","2.0","2.0","2.0","5.0","4.0","3.0","2.0","3.0","4.0","3.0","3.0","4.0","3.0","3.0","3.0","4.0","4.0","5.0","3.0","5.0","5.0","5.0","6.0","4.0","4.0","10.0","10.0","9.0","9.0","1.0","1.0","1.0","3.0","2.0","1.0","1.0","1.0","2.0","9.0","9.0","8.0","3.0","1.0","3.0","1.0","2.0","1.0","4.0","2.0","1.0","1.0","0","0.0",,,,"0.0",,"0","0.0","2.0","1","8","1","1","8","1","1.0","1201.0","1.0","1.0","1201.0","2.0","4.0","4.0","3.0","1.0","4.0","2.0","1.0","2.0","2.0","2.0","1.0",,"2.0","2.0","1.0","1.0","1.0","1.0",,,,,"1.0","1.0",,"1.0","17","65","1.0","2.0","7.0","2.0",,,"4.0",,"2.0","2.0","2.0","1","0.0","1.0","5.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","6",,,,,,,,,,,,"1",,"43"
"2008","3","12","1201","201","1200","12001","1","1","1","1","1","1502","2","3.0","2.0","1","3.0","4.0","5.0","3.0","4","3.0","2.0","2.0","2.0","2.0","2.0","4.0","3","3","0.0","1.0","4.0","1.0","3.0","1.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","2","2.0","6.0","1.0","1.0","3.0","2.0","2.0","2.0",,,"0","0","0","1.0","3.0","2.0","3.0","4.0","1.0","3.0","1.0","3.0","2.0","2.0","3.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","7.0","1.0","1.0","2.0","4.0","7.0","3.0","2.0","5.0","3.0","3.0","4.0","1.0","2.0","1.0","1.0","2.0","1.0","7.0","3.0","3.0","5.0","3.0","3.0","3.0","4.0","1.0","2.0","2.0","3.0","5.0","7.0","3.0","5.0","2.0","2.0","3.0","6.0","7.0","7.0","3.0","3.0","3.0","7.0","3.0","2.0","10.0","9.0","9.0","1.0","1.0","1.0","1.0","3.0","2.0","1.0","1.0","1.0","1.0","7.0","7.0","8.0","8.0","1.0","3.0","1.0","2.0","1.0","3.0","2.0","1.0","1.0","0","0.0",,,,"0.0",,"0","0.0","1.0","1","8","8","1","1","1","1.0","1201.0","2.0","2.0",,,"4.0","4.0","2.0","1.0","7.0","2.0","1.0","2.0","2.0","2.0","1.0",,"2.0","2.0","1.0","2.0","1.0","1.0","3.0","3.0","1.0",,"1.0","1.0",,"1.0","9","60","1.0","1.0","9.0","2.0",,,"4.0",,"2.0","2.0","2.0","7","3.0",,"5.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","5",,,,,,,,,,,,"1",,"42"
"2008","4","12","1201","201","1200","12001","1","1","1","1","1","1502","2","5.0","4.0","1","2.0","4.0","4.0","2.0","3","2.0","2.0","2.0","2.0","2.0","2.0","3.0","4","4","0.0","1.0","4.0","1.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","3","2.0","6.0","1.0","1.0","3.0","2.0","2.0","2.0",,,"0","0","0","1.0","3.0","2.0","4.0","4.0","2.0","4.0","2.0","1.0","1.0","3.0","3.0","2.0","3.0","3.0","3.0","3.0","3.0","3.0","7.0","4.0","1.0","2.0","3.0","6.0","3.0","3.0","2.0","2.0","3.0","1.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","2.0","3.0","5.0","3.0","3.0","5.0","4.0","3.0","3.0","4.0","3.0","3.0","5.0","3.0","4.0","3.0","3.0","3.0","3.0","3.0","2.0","4.0","4.0","3.0","4.0","3.0","3.0","9.0","10.0","9.0","2.0","1.0","1.0","2.0","3.0","2.0","1.0","1.0","1.0","1.0","10.0","5.0","6.0","3.0","3.0","2.0","2.0","2.0","2.0","3.0","2.0","2.0","1.0","0","0.0",,,,"0.0","0.0","0","0.0","1.0","1","8","8","1","8","1","1.0",,"3.0","2.0",,,"3.0","4.0",,"1.0","7.0","2.0","1.0","2.0","2.0","2.0",,,"1.0","2.0","1.0",,,"1.0",,"4.0","1.0",,"1.0","2.0","3.0","1.0","12","27","1.0","2.0","7.0","2.0",,,"4.0",,"2.0","2.0","3.0","1","1.0",,"5.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","5",,,,,,,,,,,,"1",,"40"
"2008","5","12","1201","201","1200","12001","1","1","1","1","1","1502","2","22.0","3.0","1","2.0","4.0","4.0","3.0","2","2.0","2.0","2.0","2.0","2.0","2.0","4.0","3","2","0.0","0.0","4.0","0.0","2.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","3","2.0","4.0","4.0","2.0","3.0",,,"2.0",,,"0","0","0","2.0","3.0","4.0","4.0","4.0","2.0","3.0","2.0","2.0","2.0","2.0","4.0","5.0","1.0","2.0","3.0","5.0","1.0","2.0","6.0","1.0","1.0","1.0","2.0","4.0","6.0","5.0","6.0","3.0","2.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","5.0","4.0","2.0","2.0","5.0","1.0","4.0","5.0","6.0","4.0","3.0","2.0","4.0","6.0","7.0","2.0",,"3.0","7.0","6.0","3.0","2.0","10.0","10.0","9.0","7.0","1.0","4.0","5.0","8.0","3.0","2.0","2.0","2.0","2.0","1.0","3.0","3.0","3.0","9.0","3.0","2.0","1.0","1.0","3.0","2.0","1.0","1.0","0","0.0",,,,,,"0","0.0","1.0","8","8","8","8","1","1","1.0","77.0","3.0","1.0",,,"3.0","3.0","3.0","1.0","6.0","2.0","1.0",,"2.0","2.0",,"1.0","2.0","2.0","2.0",,,"1.0","4.0","4.0","1.0",,"1.0",,,"2.0","12","24","1.0","3.0","6.0","2.0",,,"4.0",,"2.0","2.0","2.0","0",,"2.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","5",,,,,,,,,,,,"1",,"43"
"2008","6","12","1201","203","1200","12001","8","8","1","1","1","1502","2","70.0","4.0","1","4.0","4.0","5.0","3.0","3","2.0","2.0","2.0","2.0","2.0","2.0","5.0","1","1","0.0","0.0","2.0","0.0","4.0","4.0","2.0","4.0","4.0","4.0","4.0","4.0","3.0","2.0","3","2.0",,"5.0","1.0","3.0",,,"2.0",,,"0","0","0","2.0","4.0","1.0","4.0","4.0","2.0","1.0","3.0","6.0","5.0","7.0","7.0","4.0","5.0","5.0","5.0","7.0","7.0","3.0","7.0","1.0","1.0","4.0","2.0","5.0","1.0","3.0","5.0","5.0","1.0","5.0","4.0","5.0","2.0","1.0","3.0","2.0","7.0","3.0","3.0","4.0","4.0","2.0","5.0","5.0","3.0","3.0","3.0","1.0","4.0","3.0","3.0","2.0","2.0","1.0","3.0","1.0","2.0","3.0","1.0","3.0","3.0","4.0","3.0","3.0","3.0","8.0","5.0","3.0","2.0","2.0","5.0","1.0","4.0","3.0","3.0","8.0","7.0","5.0","4.0","5.0","5.0","2.0","3.0","1.0","1.0","2.0","4.0","2.0","1.0","1.0","0","0.0",,,,,"0.0","0","0.0","4.0","8","8","2","1","1","1","1.0","1201.0",,"2.0",,,"4.0","4.0","3.0","4.0","0.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0",,"4.0","2.0","2.0","1.0","2.0","1.0","1.0","9","28","1.0","3.0","9.0","2.0",,,"4.0",,"2.0","2.0","3.0","2","2.0","1.0","5.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","5",,,,,,,,,,,,"1",,"39"
"2008","7","12","1201","203","1200","12001","8","8","1","1","1","1502","2","3.0","3.0","3","4.0","4.0","2.0","3.0","2","2.0","2.0","2.0","2.0","1.0","2.0",,"3","3","0.0","0.0","4.0","0.0","4.0","2.0","3.0","4.0","4.0","4.0","3.0","4.0","2.0","1.0","4","2.0",,"5.0",,"3.0",,,"2.0",,,"0","0","0","1.0","3.0","4.0","1.0","1.0","2.0","4.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","1.0","1.0","1.0","4.0","4.0",,,"4.0",,,,"1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0",,,,,"5.0","5.0","1.0","2.0","3.0","1.0","4.0","7.0","7.0","1.0","1.0",,,,,,"7.0","1.0","7.0","7.0","3.0","3.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","0","0.0",,,,,,"0","0.0","3.0","8","8","8","1","8","1","2.0",,"1.0","2.0",,,"4.0","4.0","3.0","4.0","8.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0",,"5.0","1.0",,"2.0","2.0","1.0","1.0","4","57","1.0","2.0","4.0","2.0",,,"4.0",,"2.0","3.0","6.0","18","10.0",,"5.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","5",,,,,,,,,,,,"2","1.0","45"
"2008","8","12","1201","203","1200","12001","8","8","1","1","1","1502","1","1.0","4.0","4","4.0","4.0","5.0","3.0","5","3.0","2.0","2.0","2.0","2.0","2.0","2.0","1","1","0.0","0.0","4.0","1.0","2.0","4.0","4.0","4.0","4.0","4.0","4.0",,"4.0","2.0","2","2.0",,"5.0","1.0","3.0","2.0","2.0","2.0",,,"0","0","0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","1.0","7.0","1.0","1.0","1.0","7.0","1.0","7.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","2.0","7.0","1.0","1.0","7.0","3.0","1.0","7.0","7.0","1.0","1.0","2.0","1.0","2.0","7.0","7.0","7.0","7.0","7.0","7.0","4.0","5.0","7.0","7.0","7.0","7.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","1.0","7.0","7.0","1.0","7.0","7.0","7.0","3.0","4.0","10.0","10.0","1.0","10.0","1.0","1.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","1.0","3.0","2.0","2.0","1.0","3.0","2.0","3.0","3.0","0","0.0",,,,"1.0",,"0","0.0","4.0","1","8","1","1","1","2",,,"3.0","2.0",,,"2.0","4.0","3.0","2.0","0.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0",,"5.0","1.0",,"1.0","1.0",,"1.0","9","28","1.0","2.0","1.0","2.0",,,"3.0","4.0","1.0","4.0","3.0","0",,"2.0","5.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","3",,,,,,,,,,,,"1",,"42"
"2008","9","12","1201","203","1200","12001","8","8","1","1","1","1502","2","20.0","1.0","1","2.0","2.0","5.0","3.0","3","3.0","2.0","2.0","2.0","2.0","2.0","5.0","3","3","0.0","0.0","4.0","0.0","1.0","4.0","3.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","3","2.0","5.0","2.0","1.0","3.0","1.0","2.0","2.0",,,"0","0","0","1.0","2.0","1.0","4.0","3.0","2.0","2.0","2.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","4.0","1.0","1.0","3.0","5.0","2.0","1.0","2.0","1.0","7.0","5.0","3.0","5.0","2.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","2.0","2.0","1.0","4.0","2.0","5.0","4.0","3.0","3.0","4.0","5.0","4.0","6.0","4.0","4.0","2.0","2.0","4.0","5.0","7.0","4.0","3.0","5.0","5.0","6.0","3.0","3.0","6.0","8.0","9.0","4.0","1.0","1.0","1.0","3.0","2.0","2.0","1.0","1.0","1.0","6.0","5.0","6.0","5.0","6.0","3.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","0","0.0",,"0.0",,,"0.0","0","0.0","2.0","1","1","2","1","1","1","1.0","1205.0","3.0","2.0",,,"4.0","4.0","4.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0",,,,,"1.0","1.0",,"2.0","17","43","1.0","3.0","9.0","2.0",,,"4.0",,"2.0","2.0","2.0","3","3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1","1.0","2.0","48.0","1.0","1.0","1.0",,,,,,"2","3.0","50"
"2008","10","12","1201","203","1200","12001","8","8","1","1","1","1502","2","1.0","4.0","1","4.0","4.0","3.0","3.0","3","3.0","2.0","2.0","2.0","2.0","2.0","2.0","1","1","0.0","1.0","3.0","0.0","3.0","2.0","2.0","4.0","4.0","4.0","4.0","4.0","1.0","1.0","4","2.0",,"1.0",,"3.0",,,"2.0",,,"0","0","0","1.0","1.0","1.0","4.0","4.0","2.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","7.0","1.0","1.0","1.0","7.0","7.0",,,"7.0",,"1.0","7.0","1.0","1.0","1.0","1.0","1.0",,"7.0","1.0",,"4.0",,,"5.0","5.0","1.0",,"1.0","7.0","1.0","7.0",,"7.0",,"1.0","1.0","1.0","7.0","1.0",,"7.0","7.0","7.0","4.0","4.0","10.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","1.0","1.0","10.0","5.0","1.0","1.0","3.0","1.0","1.0","2.0","4.0","2.0","3.0","1.0","0","0.0","0.0","0.0",,"0.0","0.0","0","0.0",,"2","8","8","8","8","1","1.0","1201.0","4.0","2.0",,,"4.0","4.0","3.0","4.0","5.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0",,"5.0","1.0",,"1.0","2.0","1.0","1.0","6","32","1.0","2.0","5.0","2.0",,,"3.0","4.0","2.0","2.0","3.0","1","1.0","1.0","5.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","1","13.0","2.0","18.0","3.0","2.0","1.0",,,,,,"1",,"40"
