"a09","a21","pbs_id","d01","d02","d03","d04","d05","d06","d07","d08","modd_missing","f01","f03","f05","f02","f04","f06","modf_missing","a02","a05","a06","country","c02","c03","c04","zic_literacy","zic_school_cur","zic_school_ever","zic_edu_lvl","hhwght","urbrur","id_code"
"3","1","3","8.0","8.0","4.0","1.0","13.0","21.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","1","25.0","4.0","2.0","1.0","13.0","1106","2","1"
"1","1","4","8.0","8.0","9.0","2.0","13.0","21.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","1","40.0","4.0","2.0","1.0","12.0","1106","2","1"
"1","1","4","8.0","8.0","9.0","2.0","13.0","21.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","2","34.0","4.0","2.0","1.0","12.0","1106","2","2"
"1","1","4","8.0","8.0","9.0","2.0","13.0","21.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","3","7.0","4.0","1.0",,"2.0","1106","2","3"
"1","1","4","8.0","8.0","9.0","2.0","13.0","21.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","3","4.0","3.0","1.0",,"1.0","1106","2","4"
"1","1","5","8.0","7.0","2.0","4.0","12.0","21.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","1","51.0","4.0","2.0","1.0","2.0","1106","2","1"
"1","1","5","8.0","7.0","2.0","4.0","12.0","21.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","2","41.0","1.0","2.0","2.0",,"1106","2","2"
"1","1","5","8.0","7.0","2.0","4.0","12.0","21.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","3","16.0","4.0","2.0","1.0","11.0","1106","2","3"
"1","1","5","8.0","7.0","2.0","4.0","12.0","21.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","3","14.0","1.0","2.0","2.0",,"1106","2","4"
"1","1","5","8.0","7.0","2.0","4.0","12.0","21.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","3","13.0","4.0","1.0",,"11.0","1106","2","5"
"1","1","5","8.0","7.0","2.0","4.0","12.0","21.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","3","12.0","4.0","1.0",,"2.0","1106","2","6"
"1","1","5","8.0","7.0","2.0","4.0","12.0","21.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","3","10.0","4.0","1.0",,"2.0","1106","2","7"
"1","1","5","8.0","7.0","2.0","4.0","12.0","21.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","3","7.0","4.0","1.0",,"2.0","1106","2","8"
"1","1","5","8.0","7.0","2.0","4.0","12.0","21.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","3","3.0","1.0","2.0","2.0",,"1106","2","9"
"3","1","6","8.0","6.0","2.0","2.0","12.0","21.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","1","80.0","1.0","2.0","2.0",,"1106","2","1"
"2","1","7","8.0","6.0","2.0","3.0","12.0","14.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","1","58.0","4.0","2.0","1.0","11.0","1106","2","1"
"2","1","7","8.0","6.0","2.0","3.0","12.0","14.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","3","17.0","4.0","1.0",,"12.0","1106","2","2"
"2","1","7","8.0","6.0","2.0","3.0","12.0","14.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","5","8.0","2.0","1.0",,"2.0","1106","2","3"
"2","1","7","8.0","6.0","2.0","3.0","12.0","14.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","5","6.0","4.0","1.0",,"2.0","1106","2","4"
"1","1","8","8.0","6.0","2.0","2.0","12.0","20.0","2.0","5.0","0","1.0","1.0","1.0","2.0","2.0","2.0","0","15","33","1","Uganda","1","1","70.0","4.0","2.0","1.0","12.0","1106","2","1"
"1","1","8","8.0","6.0","2.0","2.0","12.0","20.0","2.0","5.0","0","1.0","1.0","1.0","2.0","2.0","2.0","0","15","33","1","Uganda","2","2","66.0","4.0","2.0","1.0","11.0","1106","2","2"
"1","1","8","8.0","6.0","2.0","2.0","12.0","20.0","2.0","5.0","0","1.0","1.0","1.0","2.0","2.0","2.0","0","15","33","1","Uganda","1","5","13.0","4.0","1.0",,"11.0","1106","2","3"
"1","1","8","8.0","6.0","2.0","2.0","12.0","20.0","2.0","5.0","0","1.0","1.0","1.0","2.0","2.0","2.0","0","15","33","1","Uganda","1","5","11.0","4.0","1.0",,"2.0","1106","2","4"
"1","1","8","8.0","6.0","2.0","2.0","12.0","20.0","2.0","5.0","0","1.0","1.0","1.0","2.0","2.0","2.0","0","15","33","1","Uganda","2","5","8.0","4.0","1.0",,"2.0","1106","2","5"
"1","1","8","8.0","6.0","2.0","2.0","12.0","20.0","2.0","5.0","0","1.0","1.0","1.0","2.0","2.0","2.0","0","15","33","1","Uganda","1","5","7.0","4.0","1.0",,"2.0","1106","2","6"
"1","1","9","8.0","7.0","2.0","3.0","14.0","18.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","1","54.0","4.0","1.0",,"11.0","1106","2","1"
"1","1","9","8.0","7.0","2.0","3.0","14.0","18.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","5","19.0","4.0","1.0",,"12.0","1106","2","2"
"1","1","9","8.0","7.0","2.0","3.0","14.0","18.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","4","18.0","4.0","1.0",,"12.0","1106","2","3"
"1","1","9","8.0","7.0","2.0","3.0","14.0","18.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","5","0.0",,,,,"1106","2","4"
"1","1","10","8.0","7.0","4.0","4.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","1","37.0","4.0","2.0","1.0","11.0","1106","2","1"
"1","1","10","8.0","7.0","4.0","4.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","2","30.0","4.0","2.0","1.0","12.0","1106","2","2"
"1","1","10","8.0","7.0","4.0","4.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","3","12.0","4.0","1.0",,"11.0","1106","2","3"
"1","1","10","8.0","7.0","4.0","4.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","3","9.0","4.0","1.0",,"2.0","1106","2","4"
"1","1","10","8.0","7.0","4.0","4.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","3","7.0","4.0","1.0",,"2.0","1106","2","5"
"1","1","10","8.0","7.0","4.0","4.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","3","4.0","1.0","2.0","2.0",,"1106","2","6"
"1","1","10","8.0","7.0","4.0","4.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","3","2.0",,,,,"1106","2","7"
"2","1","11","8.0","6.0","2.0","3.0","12.0","20.0","2.0","5.0","0","1.0","2.0","2.0","1.0",,,"0","15","33","1","Uganda","2","1","53.0","1.0","2.0","2.0",,"1106","2","1"
"2","1","11","8.0","6.0","2.0","3.0","12.0","20.0","2.0","5.0","0","1.0","2.0","2.0","1.0",,,"0","15","33","1","Uganda","2","3","16.0","4.0","1.0",,"12.0","1106","2","2"
"2","1","11","8.0","6.0","2.0","3.0","12.0","20.0","2.0","5.0","0","1.0","2.0","2.0","1.0",,,"0","15","33","1","Uganda","1","3","8.0","4.0","1.0",,"2.0","1106","2","3"
"1","1","12","8.0","6.0","2.0","3.0","12.0","22.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","1","59.0","2.0","2.0","2.0",,"1106","2","1"
"1","1","12","8.0","6.0","2.0","3.0","12.0","22.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","3","18.0","4.0","1.0",,"13.0","1106","2","2"
"1","1","12","8.0","6.0","2.0","3.0","12.0","22.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","3","22.0","4.0","2.0","1.0","13.0","1106","2","3"
"1","1","12","8.0","6.0","2.0","3.0","12.0","22.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","5","12.0","4.0","1.0",,"11.0","1106","2","4"
"1","1","12","8.0","6.0","2.0","3.0","12.0","22.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","11","25.0","4.0","2.0","1.0","12.0","1106","2","5"
"1","1","12","8.0","6.0","2.0","3.0","12.0","22.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","5","3.0","1.0","2.0","2.0",,"1106","2","6"
"1","1","12","8.0","6.0","2.0","3.0","12.0","22.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","5","0.0",,,,,"1106","2","7"
"2","1","13","8.0","7.0","2.0","2.0","14.0","16.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","1","52.0","4.0","1.0",,"11.0","1106","2","1"
"1","1","14","5.0","6.0","10.0","2.0","12.0","7.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","1","73.0","1.0","2.0","2.0",,"1106","2","1"
"1","1","14","5.0","6.0","10.0","2.0","12.0","7.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","3","56.0","1.0","2.0","2.0",,"1106","2","2"
"1","1","14","5.0","6.0","10.0","2.0","12.0","7.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","3","53.0","1.0","2.0","2.0",,"1106","2","3"
"2","1","15","8.0","8.0","2.0","4.0","14.0","16.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","1","38.0","4.0","2.0","1.0","11.0","1106","2","1"
"2","1","15","8.0","8.0","2.0","4.0","14.0","16.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","3","17.0","1.0","2.0","1.0","11.0","1106","2","2"
"2","1","15","8.0","8.0","2.0","4.0","14.0","16.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","3","13.0","4.0","1.0",,"11.0","1106","2","3"
"2","1","15","8.0","8.0","2.0","4.0","14.0","16.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","3","9.0","2.0","1.0",,"2.0","1106","2","4"
"3","1","16","8.0","6.0","2.0","1.0","12.0","12.0","2.0","4.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","1","30.0","4.0","2.0","1.0","11.0","1106","2","1"
"2","1","17","8.0","7.0","2.0","1.0","12.0","16.0","2.0","4.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","1","27.0","2.0","2.0","1.0","11.0","1106","2","1"
"2","1","17","8.0","7.0","2.0","1.0","12.0","16.0","2.0","4.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","3","6.0","1.0","1.0",,"1.0","1106","2","2"
"2","1","17","8.0","7.0","2.0","1.0","12.0","16.0","2.0","4.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","3","2.0",,,,,"1106","2","3"
"1","1","18","8.0","7.0","2.0","2.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","1","45.0","1.0","1.0",,"12.0","1106","2","1"
"1","1","18","8.0","7.0","2.0","2.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","2","27.0","3.0","2.0","1.0","11.0","1106","2","2"
"1","1","18","8.0","7.0","2.0","2.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","8","20.0","3.0","2.0","1.0","11.0","1106","2","3"
"1","1","18","8.0","7.0","2.0","2.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","3","3.0","1.0","2.0","2.0",,"1106","2","4"
"1","1","18","8.0","7.0","2.0","2.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","3","1.0",,,,,"1106","2","5"
"2","1","19","8.0","6.0","2.0","1.0","14.0","16.0","2.0","5.0","0","1.0","1.0","1.0","2.0","2.0","1.0","0","15","33","1","Uganda","2","1","35.0","3.0","2.0","1.0","2.0","1106","2","1"
"2","1","19","8.0","6.0","2.0","1.0","14.0","16.0","2.0","5.0","0","1.0","1.0","1.0","2.0","2.0","1.0","0","15","33","1","Uganda","1","3","15.0","4.0","2.0","1.0","11.0","1106","2","2"
"2","1","19","8.0","6.0","2.0","1.0","14.0","16.0","2.0","5.0","0","1.0","1.0","1.0","2.0","2.0","1.0","0","15","33","1","Uganda","2","3","9.0","2.0","1.0",,"2.0","1106","2","3"
"2","1","19","8.0","6.0","2.0","1.0","14.0","16.0","2.0","5.0","0","1.0","1.0","1.0","2.0","2.0","1.0","0","15","33","1","Uganda","2","3","5.0","1.0","2.0","2.0",,"1106","2","4"
"2","1","19","8.0","6.0","2.0","1.0","14.0","16.0","2.0","5.0","0","1.0","1.0","1.0","2.0","2.0","1.0","0","15","33","1","Uganda","1","3","0.0",,,,,"1106","2","5"
"2","1","20","8.0","6.0","2.0","1.0","13.0","12.0","2.0","5.0","0","1.0","1.0","2.0","2.0","2.0",,"0","15","33","1","Uganda","2","1","51.0","1.0","2.0","2.0",,"1106","2","1"
"2","1","20","8.0","6.0","2.0","1.0","13.0","12.0","2.0","5.0","0","1.0","1.0","2.0","2.0","2.0",,"0","15","33","1","Uganda","2","3","23.0","4.0","2.0","1.0","11.0","1106","2","2"
"2","1","20","8.0","6.0","2.0","1.0","13.0","12.0","2.0","5.0","0","1.0","1.0","2.0","2.0","2.0",,"0","15","33","1","Uganda","2","5","18.0","4.0","1.0",,"11.0","1106","2","3"
"2","1","20","8.0","6.0","2.0","1.0","13.0","12.0","2.0","5.0","0","1.0","1.0","2.0","2.0","2.0",,"0","15","33","1","Uganda","2","5","16.0","4.0","1.0",,"11.0","1106","2","4"
"2","1","20","8.0","6.0","2.0","1.0","13.0","12.0","2.0","5.0","0","1.0","1.0","2.0","2.0","2.0",,"0","15","33","1","Uganda","1","5","11.0","4.0","1.0",,"11.0","1106","2","5"
"2","1","20","8.0","6.0","2.0","1.0","13.0","12.0","2.0","5.0","0","1.0","1.0","2.0","2.0","2.0",,"0","15","33","1","Uganda","1","5","8.0","4.0","1.0",,"2.0","1106","2","6"
"2","1","20","8.0","6.0","2.0","1.0","13.0","12.0","2.0","5.0","0","1.0","1.0","2.0","2.0","2.0",,"0","15","33","1","Uganda","1","5","1.0",,,,,"1106","2","7"
"2","1","21","8.0","6.0","2.0","1.0","12.0","14.0","2.0","5.0","0","1.0","2.0","2.0","2.0",,,"0","15","33","1","Uganda","2","1","20.0","4.0","2.0","1.0","11.0","1106","2","1"
"2","1","21","8.0","6.0","2.0","1.0","12.0","14.0","2.0","5.0","0","1.0","2.0","2.0","2.0",,,"0","15","33","1","Uganda","2","3","3.0","1.0","2.0","2.0",,"1106","2","2"
"2","1","21","8.0","6.0","2.0","1.0","12.0","14.0","2.0","5.0","0","1.0","2.0","2.0","2.0",,,"0","15","33","1","Uganda","1","3","0.0",,,,,"1106","2","3"
"1","1","22","8.0","6.0","2.0","1.0","12.0","14.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","1","24.0","4.0","2.0","1.0","12.0","1106","2","1"
"1","1","22","8.0","6.0","2.0","1.0","12.0","14.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","2","2","22.0","4.0","2.0","1.0","12.0","1106","2","2"
"1","1","22","8.0","6.0","2.0","1.0","12.0","14.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","3","3.0","3.0","1.0",,"1.0","1106","2","3"
"1","1","22","8.0","6.0","2.0","1.0","12.0","14.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","15","33","1","Uganda","1","3","1.0",,,,,"1106","2","4"
"2","1","23","8.0","6.0","2.0","2.0","12.0","12.0","2.0","5.0","0","1.0","1.0","2.0","2.0","2.0",,"0","15","33","1","Uganda","2","1","38.0","1.0","2.0","1.0","11.0","1106","2","1"
"2","1","23","8.0","6.0","2.0","2.0","12.0","12.0","2.0","5.0","0","1.0","1.0","2.0","2.0","2.0",,"0","15","33","1","Uganda","2","5","14.0","4.0","1.0",,"11.0","1106","2","2"
"2","1","23","8.0","6.0","2.0","2.0","12.0","12.0","2.0","5.0","0","1.0","1.0","2.0","2.0","2.0",,"0","15","33","1","Uganda","1","3","10.0","4.0","1.0",,"2.0","1106","2","3"
"2","1","23","8.0","6.0","2.0","2.0","12.0","12.0","2.0","5.0","0","1.0","1.0","2.0","2.0","2.0",,"0","15","33","1","Uganda","2","3","4.0","1.0","2.0","2.0",,"1106","2","4"
"1","1","24","8.0","6.0","2.0","5.0","12.0","16.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","1","1","60.0","1.0","2.0","2.0",,"1367","2","1"
"1","1","24","8.0","6.0","2.0","5.0","12.0","16.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","2","2","50.0","1.0","2.0","2.0",,"1367","2","2"
"1","1","24","8.0","6.0","2.0","5.0","12.0","16.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","2","3","17.0","4.0","2.0","1.0","2.0","1367","2","3"
"1","1","24","8.0","6.0","2.0","5.0","12.0","16.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","1","3","15.0","4.0","1.0",,"2.0","1367","2","4"
"1","1","24","8.0","6.0","2.0","5.0","12.0","16.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","1","3","13.0","4.0","1.0",,"2.0","1367","2","5"
"1","1","24","8.0","6.0","2.0","5.0","12.0","16.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","1","3","8.0","1.0","1.0",,"1.0","1367","2","6"
"1","1","24","8.0","6.0","2.0","5.0","12.0","16.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","1","3","5.0","1.0","2.0","2.0",,"1367","2","7"
"1","1","25","8.0","6.0","5.0","4.0","13.0","20.0","2.0","5.0","0","1.0","2.0","2.0","2.0",,,"0","16","33","1","Uganda","1","1","50.0","4.0","2.0","1.0","11.0","1367","2","1"
"1","1","25","8.0","6.0","5.0","4.0","13.0","20.0","2.0","5.0","0","1.0","2.0","2.0","2.0",,,"0","16","33","1","Uganda","2","2","40.0","1.0","2.0","2.0",,"1367","2","2"
"1","1","25","8.0","6.0","5.0","4.0","13.0","20.0","2.0","5.0","0","1.0","2.0","2.0","2.0",,,"0","16","33","1","Uganda","1","3","16.0","4.0","2.0","1.0","11.0","1367","2","3"
"1","1","25","8.0","6.0","5.0","4.0","13.0","20.0","2.0","5.0","0","1.0","2.0","2.0","2.0",,,"0","16","33","1","Uganda","1","3","12.0","4.0","1.0",,"1.0","1367","2","4"
"1","1","25","8.0","6.0","5.0","4.0","13.0","20.0","2.0","5.0","0","1.0","2.0","2.0","2.0",,,"0","16","33","1","Uganda","2","3","7.0","1.0","1.0",,"1.0","1367","2","5"
"1","1","25","8.0","6.0","5.0","4.0","13.0","20.0","2.0","5.0","0","1.0","2.0","2.0","2.0",,,"0","16","33","1","Uganda","1","3","4.0","1.0","2.0","2.0",,"1367","2","6"
"1","1","25","8.0","6.0","5.0","4.0","13.0","20.0","2.0","5.0","0","1.0","2.0","2.0","2.0",,,"0","16","33","1","Uganda","2","3","0.0",,,,,"1367","2","7"
"1","1","26","8.0","8.0","9.0","4.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","1","1","30.0","4.0","2.0","1.0","11.0","1367","2","1"
"1","1","26","8.0","8.0","9.0","4.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","2","2","26.0","1.0","2.0","2.0",,"1367","2","2"
"1","1","26","8.0","8.0","9.0","4.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","1","7","16.0","4.0","1.0",,"11.0","1367","2","3"
"1","1","26","8.0","8.0","9.0","4.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","2","7","12.0","1.0","1.0",,"2.0","1367","2","4"
"1","1","26","8.0","8.0","9.0","4.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","1","3","7.0","4.0","1.0",,"2.0","1367","2","5"
"1","1","26","8.0","8.0","9.0","4.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","2","3","5.0","4.0","1.0",,"2.0","1367","2","6"
"1","1","26","8.0","8.0","9.0","4.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","2","3","4.0","1.0","2.0","2.0",,"1367","2","7"
"1","1","26","8.0","8.0","9.0","4.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","1","3","1.0",,,,,"1367","2","8"
"1","1","27","5.0","6.0","2.0","2.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","1","1","21.0","1.0","2.0","2.0",,"1367","2","1"
"1","1","27","5.0","6.0","2.0","2.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","2","2","21.0","2.0","2.0","1.0","11.0","1367","2","2"
"1","1","27","5.0","6.0","2.0","2.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","1","10","18.0","1.0","2.0","1.0","2.0","1367","2","3"
"1","1","27","5.0","6.0","2.0","2.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","2","3","6.0","4.0","1.0",,"2.0","1367","2","4"
"1","1","27","5.0","6.0","2.0","2.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","2","3","1.0",,,,,"1367","2","5"
"1","1","28","8.0","6.0","2.0","2.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","1","1","38.0","4.0","2.0","1.0","11.0","1367","2","1"
"1","1","28","8.0","6.0","2.0","2.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","2","2","30.0","4.0","1.0",,"2.0","1367","2","2"
"1","1","28","8.0","6.0","2.0","2.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","2","3","7.0","3.0","1.0",,"2.0","1367","2","3"
"1","1","28","8.0","6.0","2.0","2.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","1","3","4.0","1.0","2.0","2.0",,"1367","2","4"
"1","1","28","8.0","6.0","2.0","2.0","12.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","1","3","1.0",,,,,"1367","2","5"
"1","1","30","8.0","6.0","2.0","4.0","13.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","1","1","72.0","1.0","2.0","2.0",,"1367","2","1"
"1","1","30","8.0","6.0","2.0","4.0","13.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","2","2","58.0","1.0","2.0","2.0",,"1367","2","2"
"1","1","30","8.0","6.0","2.0","4.0","13.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","2","6","95.0","1.0","2.0","2.0",,"1367","2","3"
"1","1","30","8.0","6.0","2.0","4.0","13.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","2","3","14.0","3.0","1.0",,"2.0","1367","2","4"
"1","1","30","8.0","6.0","2.0","4.0","13.0","20.0","2.0","5.0","0","2.0","2.0","2.0",,,,"0","16","33","1","Uganda","2","3","7.0","4.0","1.0",,"2.0","1367","2","5"
"1","1","31","8.0","6.0","2.0","4.0","14.0","20.0","2.0","5.0","0","1.0","2.0","2.0","2.0",,,"0","16","33","1","Uganda","1","1","38.0","4.0","2.0","1.0","12.0","1367","2","1"
"1","1","31","8.0","6.0","2.0","4.0","14.0","20.0","2.0","5.0","0","1.0","2.0","2.0","2.0",,,"0","16","33","1","Uganda","2","2","31.0","4.0","2.0","1.0","11.0","1367","2","2"
"1","1","31","8.0","6.0","2.0","4.0","14.0","20.0","2.0","5.0","0","1.0","2.0","2.0","2.0",,,"0","16","33","1","Uganda","1","3","12.0","4.0","1.0",,"11.0","1367","2","3"
