"year","pais","idnum","estratopri","upm","prov","municipio","distrito","mexsecelet","sec","cluster","ur","tamano","idiomaq","fecha","q1","a4","a1","a2","a3","a4i","soct1","soct2","idio1","idio2","cp2","cp4a","cp4","np1","np1b","np2","sgl1","lgl2","lgl2a","lgl2b","muni6","muni8","muni9","muni10","muni11","cp5","cp6","cp7","cp8","cp9","cp10","cp13","cp20","ls3","it1","it1a","it1b","l1","immig1","immig2","prot1","prot2","jc1","jc4","jc10","jc12","jc13","jc15","jc16","vic1","aoj1","aoj1b","vic20","vic21","vic27","aoj8","aoj11","aoj11a","aoj12","aoj12a","aoj16a","aoj17","aoj18","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b16","b18","b20","b21","b21a","b31","b32","b43","b33","b37","b42","b50","b47","b48","n1","n3","n9","n10","n11","n12","epp1","epp2","epp3","ec1","ec2","ec3","ec4","m1","m2","pop101","pop102","pop103","pop106","pop107","pop109","pop110","pop112","pop113","eff1","eff2","ing4","pn2","dem23","ros1","ros2","ros3","ros4","pn4","pn5","e5","e8","e11","e15","e14","e2","e3","e16","d32","d33","d34","d36","d37","d1","d2","d3","d4","d5","dem2","dem11","aut1","aut2","pp1","pp2","dc10","dc13","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc17","exc18","exc7","gi1","gi2","gi3","gi4","gi5","vb1","vb2","vb3","vb50","vb10","vb11","vb12","pol1","pol2","dis2","dis4","dis5","vb20","vb21","ls6","sd1","sd2","sd3","sd4","sd5","sd6","sd7","sd8","sd9","sd10","sd11","sd12","ls4","mex1","mex2","mexia1","mexia2","mexia3","mexia4","mexia5","mexia6","mexia7","mexia8","mexia9","mexfia","mexian1","mexian2","mexian3","mexian4","mexian5","mexian6","mexian7","ed","q2","q3","q5a","q10","q10a","q10a1","q10b","q10c","q16","q14","q10d","q11","q12","q12a","etid","mexetida","mexleng1a","mexleng4","www1","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","ocup4a","ocup1","ocup1a","ocup12a","ocup12","ocup1c","ocup27","ocup28","ocup29","ocup30","ocup31","ocup31a","mig1","mig2","mig3","ti"
"2008","1","1","102","1","101","1002","2","80","0","1","1","3","1","302","2","3.0","2","2","2","4.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","0.0","0.0",,,,"4.0","1.0","2.0","4.0","4.0","4.0","4.0","4.0","2.0","3.0","2.0","2.0","4.0","2.0","1.0","3.0",,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,"0","0","0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","5.0","5.0","5.0","6.0","6.0","5.0","4.0","4.0","4.0","5.0","4.0","3.0","4.0","5.0","5.0","5.0","5.0","5.0","4.0","4.0","6.0","4.0","4.0","4.0","5.0","5.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","3.0","4.0","3.0","2.0","2.0","4.0","4.0","4.0","4.0","5.0","6.0","3.0","3.0",,,,"7.0","7.0","7.0","3.0","7.0","7.0","7.0","2.0","2.0","5.0","5.0","5.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","8.0","6.0","3.0","3.0","7.0","2.0","2.0","2.0","1.0","4.0","2.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","1.0",,"1.0","1.0",,"1.0","2.0",,"3.0","2.0",,,"4.0","4.0","2.0","2.0","2.0",,"1.0","3.0","2.0","1.0","1.0","1.0","1.0","1.0",,"1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2","2.0","2","2","2.0","2.0","2.0","2","2","2","2.0","2.0","2.0","2.0","2.0","2.0","2.0","6","44.0","1.0","2.0","8.0","2.0",,,"4.0",,"3.0","2.0","2.0","4.0","3.0","2.0","2.0","9.0","1.0","5.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0","0","1","1","1","1.0","13.0","3.0","50.0","1.0","2.0","1.0",,,,,,"3","1",,"37"
"2008","1","2","102","1","101","1002","2","80","0","1","1","3","1","302","1","13.0","2","3","3","4.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","2.0","1.0","1.0","1.0","1.0","0.0",,,,"4.0","1.0","4.0","4.0","4.0","4.0","4.0",,"2.0","2.0","3.0","2.0","6.0","1.0","2.0","3.0",,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,"0","0","0","1.0","2.0","2.0","3.0","3.0","2.0","2.0","2.0","3.0","3.0","4.0","3.0","3.0","4.0","4.0","3.0","4.0","5.0","6.0","4.0","3.0","3.0","4.0","3.0","2.0","4.0","3.0","3.0","3.0","4.0","3.0","3.0","5.0","3.0","4.0","3.0","3.0","3.0","4.0","4.0","4.0","3.0","3.0","3.0","3.0","3.0","4.0","2.0","2.0","2.0","3.0","5.0","6.0","2.0","2.0","4.0","2.0","2.0","7.0","7.0","7.0","3.0","6.0","5.0","6.0","2.0","2.0","3.0","3.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","8.0","6.0","4.0","4.0","7.0","2.0","2.0","2.0","1.0","4.0","2.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0",,,,,,"1.0","2.0",,"2.0","2.0",,,"4.0","5.0","2.0","1.0","1.0","2.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2","2.0","2","2","2.0","2.0","2.0","2","2","0",,,,,,,,"6","38.0","1.0","2.0","7.0","2.0",,,"4.0",,"2.0","2.0","2.0",,,"2.0","2.0","9.0","1.0","5.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0","1","1","0","1.0","4.0","4.0","58.0","2.0","2.0","1.0",,,,,,"3","1",,"35"
"2008","1","3","102","1","101","1002","2","80","0","1","1","3","1","302","1","13.0","2","2","3","4.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","1.0","2.0","1.0","1.0","0.0",,,"2.0","4.0","1.0","4.0","4.0","4.0","4.0","4.0",,"1.0","2.0","2.0","2.0","6.0","1.0","2.0","3.0",,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,"0","0","0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","6.0","3.0","3.0","7.0","7.0",,"1.0","2.0","1.0","1.0","3.0","4.0","1.0","1.0","3.0","4.0","1.0","1.0","1.0","2.0","3.0","4.0","1.0","1.0","3.0","3.0","4.0","5.0","5.0","4.0","3.0","3.0","2.0","2.0","7.0","5.0","3.0","2.0","2.0","2.0","6.0","4.0","6.0","4.0","7.0","4.0","4.0","3.0",,"4.0",,,,"6.0","6.0","3.0","4.0","2.0","2.0","5.0","6.0","7.0","2.0","2.0","2.0","2.0","2.0","4.0","6.0","6.0","5.0","5.0","4.0","8.0","3.0","3.0","8.0","2.0","2.0","2.0","1.0","3.0","2.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","2.0","2.0","1.0",,"1.0","1.0","101.0","3.0","1.0","101.0","4.0","3.0","3.0","2.0","2.0","2.0","2.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2","2.0","2","2","2.0","2.0","2.0","2","2","3","2.0","2.0","2.0","2.0","2.0","2.0","2.0","4","44.0","1.0","2.0","6.0","2.0",,,"4.0",,"2.0","2.0","2.0","3.0","3.0","2.0","2.0","9.0","1.0","5.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","0","1","1","0","1.0","14.0","2.0","60.0","2.0","1.0","1.0",,,,,,"1","1",,"35"
"2008","1","4","102","1","101","1002","2","80","0","1","1","3","1","302","2","3.0","2","1","3","4.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","3.0","2.0","3.0","2.0","1.0","1.0","2.0","1.0","2.0","1.0",,"4.0","2.0","2.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","2.0","2.0","4.0","2.0","2.0","3.0",,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,"0","0","0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","6.0","6.0","4.0","4.0","3.0","3.0","3.0","3.0","4.0","3.0","3.0","4.0","4.0","3.0","3.0","6.0","4.0","3.0","3.0","3.0","3.0","3.0","7.0","4.0","3.0","2.0","3.0","3.0","6.0","4.0","7.0","7.0","3.0","3.0","2.0","2.0","1.0","5.0","5.0","3.0","2.0","6.0","6.0","6.0","2.0","3.0","2.0","7.0","7.0","7.0","3.0","4.0","3.0","2.0","2.0","2.0","6.0","6.0","5.0","1.0","1.0","1.0","1.0","1.0","5.0","5.0","3.0","3.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","4.0","2.0","1.0","1.0","0.0","0.0","0.0",,,"0.0","0.0","0.0","0.0","1.0","1.0","2.0","2.0","1.0",,"1.0","1.0","101.0","4.0","1.0","101.0","4.0","3.0","4.0","2.0","2.0","2.0","2.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2","2.0","2","2","2.0","2.0","2.0","2","2","1","2.0","2.0","2.0","2.0","2.0","2.0","2.0","9","29.0","1.0","3.0","5.0","2.0",,,"4.0",,"2.0","2.0","2.0","1.0","1.0","2.0","2.0","9.0","1.0","5.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0","1","1","0","1.0","7.0","4.0","45.0","2.0","2.0","1.0",,,,,,"3","1",,"35"
"2008","1","5","102","1","101","1002","2","80","0","1","1","3","1","302","1","3.0","2","2","3","4.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","0.0",,,"3.0","4.0","1.0","4.0","4.0","4.0","4.0","4.0",,"1.0","2.0","2.0","2.0","6.0","2.0","2.0","3.0",,"2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0",,,"0","0","0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","6.0","6.0","5.0","5.0","5.0","4.0","3.0","3.0","4.0","4.0","4.0","4.0","5.0","4.0","5.0","4.0","4.0","7.0","5.0","6.0","6.0","5.0","5.0","2.0","4.0","4.0","3.0","3.0","5.0","4.0","5.0","6.0","5.0","5.0","7.0","1.0","2.0","3.0","3.0","2.0","6.0","6.0","5.0","5.0","7.0","2.0","7.0","1.0","5.0","6.0","7.0","7.0","4.0","2.0","4.0","5.0","5.0","2.0","3.0","8.0","8.0","8.0","1.0","1.0","1.0","1.0","1.0","9.0","8.0","2.0","1.0","1.0","10.0","3.0","3.0","3.0","7.0","1.0","2.0","2.0","1.0","4.0","2.0","1.0","1.0","0.0","0.0",,,,"0.0",,"0.0","0.0","2.0",,,,,,"1.0","1.0","101.0","3.0","1.0","101.0","4.0","3.0","4.0","2.0","2.0","2.0","2.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0",,"1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2","2.0","1","1","2.0","2.0","2.0","2","2","0",,,,,,,,"0","68.0","1.0","2.0","3.0","2.0",,,"1.0","2.0","2.0","3.0","2.0","5.0","0.0","2.0","2.0","9.0","1.0","5.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0","1","1","0","6.0",,,,,,,,,,,,"2","1",,"31"
"2008","1","6","102","1","101","1002","2","80","0","1","1","3","1","302","2","14.0","3","2","4","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0",,,"2.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","1.0","2.0","2.0","2.0",,"2.0","2.0","3.0",,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,"0","0","0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","4.0","5.0","4.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","4.0","4.0","7.0","4.0","6.0","5.0","5.0","5.0","4.0","6.0","5.0","4.0","4.0","4.0","4.0","2.0","2.0","4.0","5.0","2.0","2.0","2.0","2.0","2.0","2.0","5.0","5.0","4.0","2.0","7.0","2.0",,"5.0","5.0","7.0","7.0","7.0","7.0","7.0","7.0","6.0","7.0","2.0","3.0","6.0","4.0","7.0","1.0","1.0","1.0","1.0","1.0","8.0","8.0","1.0","1.0","1.0","8.0","3.0","3.0","2.0","1.0","2.0","2.0","2.0","1.0","4.0","2.0","1.0","1.0","0.0","0.0",,,,,,"0.0","1.0","2.0","1.0",,"1.0","1.0",,"1.0","2.0",,"3.0","2.0",,,"3.0","5.0","2.0","2.0","2.0",,"1.0","9.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0",,"2","2.0","2","2","2.0","2.0","2.0","2","2","1","2.0","2.0","2.0","2.0","2.0","2.0","2.0","11","18.0","1.0","2.0","6.0","2.0",,,"4.0",,"2.0","2.0","1.0","0.0",,"2.0","2.0","9.0","1.0","4.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0","1","1","0","4.0",,,,,,,,,,,,"3","1",,"30"
"2008","1","7","102","1","101","1002","2","80","0","1","1","3","1","302","2","11.0","1","1","3","4.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","4.0","2.0","3.0","1.0","4.0","5.0","0.0","0.0",,,"4.0","4.0","4.0","1.0","4.0","4.0","4.0","4.0","4.0","1.0","4.0","4.0","2.0",,"4.0","2.0","3.0",,"2.0","2.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","6.0","0","0","0","1.0","2.0","1.0","1.0","3.0","2.0","1.0","2.0","1.0","1.0",,"2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","5.0","7.0","1.0","1.0","1.0","4.0","4.0","1.0","4.0","4.0","3.0","4.0","1.0","7.0","5.0","4.0","3.0","7.0","2.0","2.0","6.0","2.0","7.0","7.0","1.0","1.0","3.0","2.0","1.0","1.0","1.0","7.0","1.0","6.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","7.0","7.0","7.0","7.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","4.0","2.0","1.0","1.0","0.0","0.0",,"1.0",,,"0.0","0.0","0.0",,,,,,,"1.0","1.0","102.0","4.0","1.0","102.0","3.0","3.0","5.0","2.0","2.0","2.0","3.0","4.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2","2.0","2","2","2.0","2.0","2.0","2","2","1","2.0","2.0","2.0","2.0","2.0","2.0","2.0","7","38.0","1.0","1.0","0.0","1.0","3.0","1.0","1.0","3.0","2.0","1.0","1.0","1.0","1.0",,,"1.0","1.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0","1","1","0","1.0","8.0","5.0",,"2.0","2.0","1.0",,,,,,"3","2","3.0","32"
"2008","1","8","102","1","101","1002","2","80","0","1","1","3","1","302","1","27.0","2","1","3","4.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","3.0","2.0","3.0",,,,,"0.0",,,,,"4.0","4.0","4.0","4.0","4.0","4.0",,"1.0","3.0","2.0","2.0",,"4.0","2.0","3.0",,"1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0",,,"0","0","0","1.0","1.0","1.0","4.0","4.0","2.0","2.0",,"2.0","4.0","4.0","6.0","6.0","5.0","7.0","7.0","7.0","4.0","4.0","6.0","7.0","3.0","4.0","4.0","5.0","7.0","6.0","6.0","4.0","4.0","4.0","4.0","5.0","5.0","3.0","3.0","5.0","6.0","1.0","7.0","2.0","5.0","7.0","3.0","1.0","2.0","3.0","1.0","1.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0",,"1.0",,"7.0","7.0","7.0","7.0",,,"5.0","9.0","5.0","1.0","1.0","1.0","1.0","1.0","5.0","6.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","9.0","2.0","2.0","2.0","2.0","4.0","2.0","1.0","1.0","0.0","0.0",,"0.0",,,,"0.0","0.0","2.0",,,"1.0","1.0",,"1.0","1.0","102.0",,"1.0","102.0","2.0","3.0","4.0","2.0","2.0","2.0","3.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2","2.0","2","2","2.0","2.0","2.0","2","2","0",,,,,,,,"6","49.0","1.0","3.0","5.0","2.0",,,"4.0",,"2.0","1.0","2.0","3.0","1.0",,,"1.0","1.0","5.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","0","1","1","0","1.0","4.0","4.0","48.0","2.0","2.0","2.0","2.0",,,,,"1","1",,"35"
"2008","1","9","102","1","101","1002","2","80","0","1","1","3","1","302","1","11.0","4","3","3","4.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","4.0","2.0","2.0",,,,"2.0","0.0",,,"4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0",,"1.0","1.0","1.0","2.0",,"1.0","2.0","3.0",,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,"0","0","0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","4.0","4.0","6.0","5.0","3.0","5.0","7.0","5.0","2.0","5.0","5.0","7.0","5.0","5.0","5.0","5.0","7.0","5.0","5.0","1.0","5.0","5.0","5.0","2.0","2.0","5.0","5.0","5.0","5.0","2.0","7.0","1.0","5.0","7.0","5.0","5.0","2.0","4.0","7.0","1.0","1.0","1.0","1.0","1.0","5.0","1.0","1.0","1.0","1.0","1.0","7.0","1.0","5.0","7.0","7.0","7.0","2.0","2.0","1.0","7.0","7.0","1.0","1.0","1.0","1.0","7.0","5.0","2.0","1.0","1.0","1.0","9.0","9.0","8.0","9.0","9.0","2.0","1.0","2.0","2.0","4.0","2.0","1.0","1.0","0.0","0.0",,,,,,"0.0","0.0","1.0","2.0",,,"1.0",,"1.0","2.0",,"4.0","2.0",,,"4.0","5.0","2.0","2.0","2.0",,"4.0","7.0",,"1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2","2.0","2","2","2.0","2.0","2.0","2","2","2","2.0","2.0","2.0","2.0","2.0","2.0","2.0","12","19.0","1.0","2.0","6.0","2.0",,,"4.0",,"2.0","2.0","1.0","0.0",,,,"1.0","1.0","5.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0","1","1","0","2.0","4.0","4.0","50.0","2.0","2.0","2.0","3.0",,,,,"1","1",,"35"
"2008","1","10","102","1","101","1002","2","80","0","1","1","3","1","302","1","5.0","3","1","4","4.0","4.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","4.0","2.0","3.0","2.0","3.0","3.0","0.0","0.0",,,"4.0","4.0","4.0","2.0","4.0","4.0","4.0","4.0",,"2.0","2.0","1.0","1.0",,"1.0",,"3.0",,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,"0","0","0","1.0","2.0","1.0","4.0","4.0","1.0","1.0","2.0","1.0","1.0","3.0","5.0","4.0","3.0","1.0","3.0","1.0","1.0","1.0","4.0","4.0","1.0","5.0","3.0","4.0","7.0","1.0","3.0","1.0","3.0","3.0","1.0","6.0","5.0","6.0","4.0","6.0","5.0","1.0","7.0","1.0","7.0","7.0","5.0","1.0","3.0","4.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","3.0","1.0","3.0","7.0","7.0","6.0","1.0","1.0","1.0","3.0","2.0","2.0","9.0","8.0","7.0","1.0","1.0","1.0","1.0","1.0","8.0","8.0","2.0","2.0","2.0","10.0","8.0","5.0","9.0","10.0","2.0","1.0","2.0","1.0","4.0","2.0","1.0","1.0","1.0","0.0","0.0","0.0",,"0.0","0.0","0.0","0.0","2.0","1.0",,"1.0","1.0","2.0","1.0","2.0",,"4.0","2.0",,,"3.0","3.0","2.0","2.0","2.0","2.0","1.0","8.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1","2.0","2","2","2.0","2.0","2.0","2","2","2","2.0","2.0","2.0","2.0","2.0","2.0","2.0","6","47.0","1.0","3.0","6.0","2.0",,,"4.0",,"3.0","2.0","2.0","4.0","4.0",,,"7.0","1.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0","1","1","0","1.0","4.0","4.0","60.0","2.0","2.0","1.0",,,,,,"3","1",,"35"
