"pais","year","idnum","estratopri","estratosec","upm","prov","municipio","cluster","ur","tamano","idiomaq","fecha","q1","q2","sample","corridor","idp","haiseksyon","haisec","haisegmento","t0","f1","f2","ls3","a4","soct1","soct2","idio1","idio2","cp2","cp4a","cp4","np1","np2","sgl1","muni2a","muni3","muni5a","muni6","muni7","haimuni8a","haimuni8b","haimuni8c","rcp1","rcp2","rcp3a","rcp4","haiacs1","haiacs2","haiacs3","haiacs4","haiacs5","haiacs6","haiperf1","haiperf2","haiperf3","haiperf4a","haiperf4b","haiperf5","haicomm1","haicomm2","haicomm3","cp5","cp6","cp6l","cp7","cp7l","cp8","cp8l","cp9","cp13","cp20","cp21","it1","mil5","l1","prot3","prot4","prot7","prot6","prot8","jc1","jc10","jc13","jc15a","jc16a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","arm2","vic40","vic41","vic43","vic44","vic45","vic101","vic102","vic103","vol207","vol206","vol202","vol203","vol204","vol205","aoj8","aoj11","aoj12","aoj17","aoj18","aoj20","aoj21","aoj22","b1","b2","b3","b4","b6","b10a","b11","b13","b18","b20","b20a","b21","b21a","b31","b32","haib32a","b43","b37","b47a","n1","n3","n9","n11","n15","epp1","epp3","mil3","m1","m2","haim3","sd2new2","sd3new2","sd6new2","pop101","pop107","pop113","eff1","eff2","ing4","dem23","ros1","ros2","ros3","ros4","ros6","cct3","gen1","gen6","w14a","pn4","pn5","e5","e8","e11","e15","e14","e3","e16","d1","d2","d3","d4","d5","d6","d7","d8","dem2","dem11","aut1","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc18","exc7","dis2","dis3","dis5","vb1","inf1","vb2","vb3","vb10","vb11","pol1","vb20","pp1","pp2","vb50","vb51","vb52","vb53","rac1ca","ab1","ab2","ab5","snw1a","snw1b","for1","for2","for3","for4","for5","for6","for7","for8","for9a","for9b","for9c","for9d","mil10a","mil10b","mil10c","mil10d","mil10e","mil11a","mil11b","mil11c","mil11d","mil11e","cct1new","haipolis","restavek1","restavek3","haimig1","aidp2","aidp4","ed","ed2","mov1","q2d","q2m","q2y","q3c","q5a","q5b","ps1","ps2","ps3","ps4","ocup4a","ocup1a","q10new","q10g","q10a","q14","q10d","q10e","fs2","fs8","q11","gen10","q12c","q12","q12b","etid","leng1","www1","gi0","gi1","gi4","gi7","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r16","r18","r21","colorr","t1","intid","sexi","colori","horafin","wt","odd","muni10","weight1500"
"22","2012","1","2201","1","1115","2206","111","11190000000.0","1","1","1","2201","1","28","1","2","0","0","0","0","800","1","1","2","999999","3","2","3","2","2","2","2","2","2","4","3","3","1","2","1","12","3","5","1","3","3","4","3","3","4","3","4","4","3","2","2","3","2","2","12","4","7","4","1","1","2","1","4","999999","4","3","999999","2","3","2","5","2","999999","999999","2","2","2","2","2","2","2","1","1","3","4","2","1","0","0","0","0","0","4","4","1","2","1","3","1","1","3","1","2","3","4","1","2","2","2","5","6","4","3","5","4","3","4","6","7","7","5","6","4","4","6","7","6","5","4","5","5","6","6","6","1","6","2","4","3","2","2","4","3","2","3","1","4","5","6","3","4","6","1","6","1","2","3","2","2","3","5","6","5","4","2","4","5","6","5","8","6","1","1","5","1","2","2","2","0","0","0","1","0","0","1","1","3","2","2","2","1","1","1","2203","1","2203","3","3","3","1","3","1","1","3","1","2","1","2","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","2","2","2","2","4","2","98","12","2","2",,"3.0","1983","1","2","1","1","3","988888","999999","1","4","4","3","1","1","2","1","0","0","1","999999","4","0","999999","4","2201","3","1","1","1","30","1","1","0","1","1","0","0","1","1","0","0","0","0","0","8.0","40","11","1","6","840","0.98654457","1","999999","0.7763992"
"22","2012","1","2201","1","1","2206","111","11101026.0","1","1","1","2201","1","21","1","2","1","0","0","0","1000","1","1","2","999999","3","2","4","3","2","2","2","2","2","4","5","4","7","0","0","12","5","7","3","3","3","1","4","3","4","3","5","5","2","3","3","2","2","1","12","5","8","2","1","1","2","1","2","1","4","4","999999","4","1","3","4","2","999999","999999","2","2","2","1","2","2","2","2","999999","999999","999999","2","2","0","0","0","0","999999","988888","988888","988888","3","2","2","2","2","3","1","2","4","4","1","2","5","3","4","3","4","5","5","4","5","3","5","5","2","1","6","4","3","2","6","4","3","4","3","3","5","4","5","3","6","3","5","3","2","3","3","5","2","6","6","3","6","5","5","6","7","6","7","3","5","6","2","2","2","5","6","5","4","2","2","5","4","6","5","6","988888","1","6","2","2","1","2","0","0","0","999999","0","1","1","1","2","2","2","1","1","1","1","0","2","999999","4","1","4","2","988888","1","3","3","2","2","1","2","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","2","2","1","1","16","1","26","8","0","4","22.0","7.0","1990","1","2","2","2","2","1","16","5","999999","4","999999","1","2","3","2","0","1","1","999999","9","0","999999","4","2201","4","3","1","1","91","0","0","0","1","0","0","0","0","0","0","0","0","0","0",,"37","23","1","9","1037","0.98654457","1","999999","0.7763992"
"22","2012","2","2201","1","1","2206","111","11101026.0","1","1","1","2201","2","65","1","2","1","0","0","0","1005","1","1","1","3","3","2","3","2","2","2","2","2","2","4","6","4","7","0","0","12","7","5","1","3","3","1","4","3","4","3","5","5","2","3","3","2","4","1","12","5","7","4","1","1","2","1","4","999999","4","4","2","4","3","2","4","2","999999","999999","2","2","2","1","1","2","2","2","999999","999999","999999","2","2","0","0","0","0","999999","1","1","3","3","3","3","2","2","3","1","2","4","4","1","2","5","3","4","5","4","5","4","3","2","2","6","5","5","4","6","3","3","2","7","5","4","5","4","2","3","4","999999","999999","7","988888","4","3","2","3","3","4","2","5","6","4","6","7","6","5","7","5","7","999999","999999","999999","999999","999999","999999","5","6","5","2","3","2","5","6","5","4","4","1","999999","999999","999999","2","988888","2","1","1","0","999999","0","1","1","1","2","2","1","1","1","1","1","2202","2","999999","4","2","4","2","2","999999","999999","999999","999999","999999","999999","999999","2","999999","1","2","2","1","1","1","2","1","1","2","2","2","1","4","4","4","1","1","888888","888888","888888","1","2","2","1","1","6","2","26","11","999999","999999","23.0","6.0","1946","1","2","2","2","2","1","18","7","999999","3","999999","1","888888","2","2","0","0","4","999999","6","2","1","1","2201","2","1","1","1","988888","1","0","0","1","0","0","0","1","0","1","0","0","0","1",,"33","23","1","9","1038","0.98654457","0","999999","0.7763992"
"22","2012","2","2201","1","1115","2206","111","11190000000.0","1","1","1","2201","2","56","1","2","0","0","0","0","855","1","1","2","1","4","2","4","3","2","2","2","2","2","988888","8","2","1","2","988888","8","5","3","3","3","4","1","4","3","4","4","4","4","3","3","3","2","988888","1","3","7","12","3","2","1","2","1","2","1","2","4","2","4","4","3","988888","2","999999","999999","2","2","2","1","2","2","2","2","999999","999999","999999","2","2","0","0","0","0","999999","3","2","2","1","1","2","2","1","2","1","3","3","3","1","2","4","1","5","4","4","2","1","6","3","4","6","7","6","3","7","5","4","4","7","5","4","6","4","3","5","5","999999","999999","5","2","3","3","2","2","3","5","2","4","6","2","7","5","5","4","6","6","4","999999","999999","999999","999999","999999","999999","7","8","5","6","3","2","2","6","8","5","4","1","999999","999999","999999","988888","2","2","0","0","999999","999999","999999","999999","999999","0","3","2","2","2","1","1","1","2202","2","999999","4","2","4","2","3","999999","999999","999999","999999","999999","999999","999999","2","999999","4","2","3","4","4","2","3","3","888888","988888","988888","988888","2","4","4","4","2","888888","888888","888888","888888","2","2","2","1","988888","26","1","5","10","999999","999999",,,"1956","1","2","1","3","4","1","10","5","999999","888888","999999","1","2","3","3","0","0","1","999999","6","2","0","4","2201","4","1","1","1","888888","1","0","0","1","0","0","0","0","0","0","0","0","0","0","10.0","47","13","1","6","942","0.98654457","0","999999","0.7763992"
"22","2012","3","2201","1","1","2206","111","11101026.0","1","1","1","2201","2","32","1","2","1","0","0","0","1001","1","1","2","999999","2","1","3","1","2","2","2","2","2","3","8","3","1","1","1","12","5","8","1","1","1","1","4","2","1","2","2","3","3","2","3","3","2","2","12","4","8","3","1","1","3","1","3","1","2","4","2","4","3","2","6","2","999999","999999","2","2","2","2","2","2","2","2","999999","999999","999999","2","2","1","0","0","0","0","1","1","1","3","2","3","2","2","2","1","2","2","4","1","2","1","1","4","1","3","2","1","4","3","1","6","5","6","1","6","1","2","1","6","5","1","5","4","1","2","1","3","1","6","1","3","2","2","2","2","3","2","1","3","1","4","1","1","4","3","2","1","1","2","1","1","3","2","3","4","1","5","6","1","1","3","2","1","3","1","1","5","4","2","2","2","0","0","999999","0","999999","1","1","0","3","2","2","1","1","1","1","2202","1","2204","3","1","4","2","3","2","3","3","2","2","1","2","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","2","2","1","1","32","1","13","9","2","3","6.0","6.0","1979","1","2","1","4","1","988888","999999","1","2","2","2","1","2","3","2","0","0","3","999999","8","2","1","4","2201","5","2","1","1","888888","1","1","0","1","0","0","0","0","0","0","0","0","0","1","6.0","32","20","1","8","1033","0.98654457","1","999999","0.7763992"
"22","2012","3","2201","1","1115","2206","111","11190000000.0","1","1","1","2201","1","57","1","2","0","0","0","0","800","1","1","988888","999999","4","3","3","2","2","2","2","2","2","4","7","4","7","0","0","3","13","5","1","3","3","1","5","3","3","4","4","4","3","3","4","3","2","1","3","12","8","4","3","888888","2","888888","2","988888","2","4","999999","988888","3","3","988888","1","1","2","2","2","2","2","2","1","2","2","999999","999999","999999","2","2","0","0","0","0","999999","2","1","1","2","2","1","1","2","2","2","3","3","1","1","2","4","2","3","2","3","1","2","3","3","4","5","7","4","2","7","3","3","2","5","3","4","3","3","2","5","5","5","3","5","1","4","3","2","2","3","4","2","5","5","3","7","6","5","7","4","6","4","3","6","4","2","3","3","10","8","5","4","2","1","2","7","10","5","5","1","1","7","3","2","2","2","0","0","999999","0","999999","999999","0","0","2","2","2","2","1","1","1","2201","2","999999","3","2","3","2","1","3","1","3","888888","2","3","3","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","2","2","1","1","4","1","5","9","2","5","10.0","3.0","1954","7","4","2","3","3","1","10","7","999999","988888","999999","1","2","4","3","0","0","6","999999","9","5","2","4","2201","5","2","1","1","888888","1","0","0","1","0","0","0","0","0","0","0","0","0","0","9.0","45","13","1","6","845","0.98654457","1","999999","0.7763992"
"22","2012","4","2201","1","1115","2206","111","11190000000.0","1","1","1","2201","2","41","1","2","0","0","0","0","800","1","1","2","1","4","3","4","3","1","2","2","2","2","988888","7","3","5","0","0","3","12","7","1","3","3","3","2","2","3","3","3","4","2","2","2","3","3","2","12","7","4","2","3","1","3","1","2","1","2","3","2","2","3","3","6","2","999999","999999","2","2","2","2","2","2","2","2","999999","999999","999999","2","1","1","1","0","0","0","2","1","1","1","2","3","2","3","3","2","3","2","4","1","2","2","3","5","5","6","5","5","4","5","5","6","5","5","4","6","5","3","3","6","6","5","4","6","6","6","6","999999","999999","5","2","3","2","2","2","2","2","1","5","6","5","7","7","5","5","7","6","7","999999","999999","999999","999999","999999","999999","7","7","6","3","4","2","1","5","6","4","4","988888","999999","999999","999999","3","2","1","0","0","0","1","0","1","1","1","2","2","2","2","1","1","1","2202","1","2204","3","2","4","2","2","999999","999999","999999","999999","999999","999999","999999","2","999999","4","2","2","2","2","3","2","2","2","1","2","1","2","3","4","4","2","1","2","888888","2","988888","2","1","1","2","5","2","5","13","999999","999999","10.0","9.0","1970","1","2","1","1","3","1","4","1","1","5","5","1","1","3","2","0","0","3","999999","3","1","0","4","2201","2","2","1","1","61","1","0","0","1","0","0","0","0","0","0","0","0","0","0","9.0","40","15","1","11","840","0.98654457","0","999999","0.7763992"
"22","2012","4","2201","1","1","2206","111","11101026.0","1","1","1","2201","1","35","1","2","1","0","0","0","1004","1","1","2","9","3","3","3","2","1","1","1","888888","2","5","7","4","7","1","0","6","3","7","3","2","4","1","3","3","3","2","2","3","3","3","3","3","2","2","8","3","77","3","3","988888","3","988888","3","988888","4","4","999999","4","3","3","988888","2","999999","999999","888888","2","1","1","1","1","1","2","999999","999999","999999","2","888888","0","0","0","0","999999","3","3","2","2","2","3","3","2","1","1","2","2","2","2","1","888888","888888","1","1","2","1","1","4","5","2","3","1","7","6","2","3","1","3","3","3","3","4","2","2","1","1","999999","999999","2","3","3","3","2","2","2","4","6","7","2","3","1","5","2","2","3","1","2","999999","999999","999999","999999","999999","999999","4","2","3","1","5","2","3","1","1","2","4","7","999999","999999","999999","2","2","2","0","0","999999","999999","1","1","1","1","888888","1","1","1","988888","1","2","999999","988888","999999","4","3","4","2","2","999999","999999","999999","999999","999999","999999","999999","988888","999999","12","999999","999999","2","4","3","5","2","1","1","1","2","4","4","3","2","1","888888","888888","3","2","1","2","888888","2","888888","20","2","13","888888","999999","999999",,,"1977","1","988888","1","1","3","1","988888","3","999999","0","999999","2","2","4","3","1","1","1","999999","8","0","999999","4","2201","4","2","1","1","888888","1","1","1","1","0","0","1","1","1","0","0","0","0","0","9.0","34","19","2","7","1038","0.98654457","0","999999","0.7763992"
"22","2012","14","2201","1","1115","2206","111","11190000000.0","1","1","1","2201","1","55","1","2","0","0","0","0","1145","1","1","2","3","3","2","4","2","2","1","2","1","1","4","6","3","5","0","0","9","3","5","1","3","3","4","5","3","4","4","4","4","3","2","2","2","2","2","9","7","3","3","2","1","2","1","2","988888","4","3","999999","4","4","2","4","2","999999","999999","2","2","2","2","2","1","2","1","1","3","2","2","1","0","0","0","0","0","2","2","2","2","1","1","1","2","2","2","3","3","3","3","2","4","2","4","3","1","2","2","3","2","4","5","6","4","3","6","3","2","3","988888","6","5","4","2","3","5","4","999999","999999","5","988888","3","3","3","2","3","4","1","3","4","2","6","5","5","4","2","2","4","999999","999999","999999","999999","999999","999999","10","9","6","3","1","2","4","6","8","5","5","1","999999","999999","999999","3","2","1","0","0","0","1","999999","0","999999","0","2","1","1","2","1","1","1","2202","2","999999","3","888888","2","2","2","999999","999999","999999","999999","999999","999999","999999","2","999999","4","2","2","4","1","2","3","2","2","2","2","1","2","4","4","3","1","2","888888","888888","3","2","2","2","2","2","20","1","2","10","999999","999999","18.0","3.0","1956","1","2","1","1","3","1","8","1","4","988888","988888","1","1","3","3","0","0","5","999999","7","4","2","4","2201","5","1","1","1","97","1","1","0","1","0","0","0","1","0","0","0","0","0","0","7.0","43","13","1","6","1228","0.98654457","0","0","0.7763992"
"22","2012","5","2201","1","1","2206","111","11101026.0","1","1","1","2201","2","27","1","2","1","0","0","0","1003","1","1","3","999999","888888","3","888888","3","2","2","2","2","2","5","4","888888","5","0","1","7","988888","9","3","3","3","3","4","3","5","5","5","5","5","1","4","3","3","1","12","3","8","4","4","999999","4","999999","4","999999","4","4","4","4","2","4","988888","2","999999","999999","2","888888","2","2","2","1","2","1","2","5","4","888888","2","1","1","0","0","0","1","1","888888","2","3","2","2","3","3","2","2","3","888888","1","2","6","2","4","3","2","3","2","2","1","1","4","4","3","2","4","1","1","5","4","3","2","1","1","1","4","2","1","1","988888","3","4","3","3","3","3","2","4","5","4","6","7","5","5","6","6","6","5","5","4","5","888888","2","2","4","7","4","3","1","2","988888","6","4","3","5","1","2","3","1","2","2","2","0","0","0","1","1","1","1","1","1","2","2","2","1","1","1","2201","888888","999999","3","888888","4","1","4","2","2","4","2","2","1","2","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","999999","888888","1","1","888888","6","1","2","11","3","4","5.0","4.0","1984","1","4","3","3","3","988888","999999","1","2","8","7","888888","1","4","888888","1","1","1","999999","7","1","0","4","2201","988888","2","1","1","988888","1","0","0","1","0","0","0","0","0","0","0","0","0","0","6.0","36","19","2","7","1039","0.98654457","1","999999","0.7763992"
