"year","month","maize_yl","maize_wt","millet","sorghum","rice_imp","rice_local"
"2000","JAN","30.25","29.85","28.98","29.06","72.94","45.38"
"2000","FEB","30.55","29.90","29.20","29.31","93.96","55.73"
"2000","MAR","31.56","29.95","29.42","29.56","83.24","30.11"
"2000","APR","31.88","30.00","29.64","29.81","97.11","55.97"
"2000","MAY","32.20","30.05","29.55","29.61","97.18","55.85"
"2000","JUN","32.52","30.27","29.50","29.25","85.06","55.99"
"2000","JUL","32.84","30.49","29.00","29.20","93.96","56.13"
"2000","AUG","33.16","30.71","29.50","29.75","91.08","56.98"
"2000","SEP","33.80","30.93","30.00","30.30","91.12","57.83"
"2000","OCT","35.11","31.08","30.50","30.85","90.82","58.68"
"2000","NOV","35.24","31.23","31.00","31.40","84.71","59.53"
"2000","DEC","35.21","31.38","31.50","31.95","85.06","60.38"
"2001","JAN","39.29","31.53","32.00","32.50","93.24","61.23"
"2001","FEB","39.04","31.68","32.50","33.05","95.08","62.08"
"2001","MAR","37.54","31.83","33.00","33.60","97.11","62.93"
"2001","APR","38.76","31.98","33.50","34.15","96.58","63.78"
"2001","MAY","35.80","31.93","33.00","32.53","97.13","64.66"
"2001","JUN","35.98","31.88","32.50","32.37","96.54","65.54"
"2001","JUL","35.78","31.83","32.15","32.25","90.66","66.42"
"2001","AUG","39.79","32.03","32.66","32.47","99.30","67.30"
"2001","SEP","40.99","32.23","33.17","32.69","90.88","68.18"
"2001","OCT","42.19","32.43","33.68","32.91","90.76","69.06"
"2001","NOV","43.39","32.63","34.19","33.13","93.96","69.94"
"2001","DEC","44.59","32.83","34.70","33.35","91.12","70.82"
"2002","JAN","45.79","33.03","35.21","33.57","90.74","71.70"
"2002","FEB","46.99","33.23","35.72","33.79","85.06","72.58"
"2002","MAR","45.49","33.43","36.23","34.01","84.55","73.46"
"2002","APR","43.99","33.63","36.74","34.23","94.04","74.34"
"2002","MAY","42.49","33.38","36.00","33.83","97.00","63.64"
"2002","JUN","40.99","33.13","35.95","33.50","97.18","60.61"
"2002","JUL","39.49","32.88","34.49","33.40","98.45","60.21"
"2002","AUG","37.99","33.38","34.98","33.76","97.18","63.71"
"2002","SEP","43.19","33.88","35.47","34.12","96.27","67.21"
"2002","OCT","41.69","34.38","35.95","34.48","100.46","70.71"
"2002","NOV","40.19","34.88","36.49","34.84","109.30","74.21"
"2002","DEC","45.39","35.38","36.97","35.20","100.00","77.71"
"2003","JAN","43.89","35.88","37.49","35.56","100.00","81.21"
"2003","FEB","42.39","36.38","37.95","35.92","103.24","84.71"
"2003","MAR","47.59","36.88","38.46","36.28","103.42","88.21"
"2003","APR","46.85","37.38","38.97","36.64","103.34","91.71"
