"test","date","rep","isolate","race","accession","id","plant_1","plant_2","plant_3","plant_4","plant_5","plant_6","average_score","county","township","tissue"
"1.0","7-Jul","1.0","1E","1.0","NMCA10399","1.0","3.0","7.0","3.0","3.0","3.0","3.0","3.7","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","CM334","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","NMRIL-A","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","NMRIL-B","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","NMRIL-E","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","NMRIL-F","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","NMRIL-G","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","NMRIL-H","8.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","NMRIL-I","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","NMRIL-M","10.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","NMRIL-N","11.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","NMRIL-O","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","NMRIL-P","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","NMRIL-R","14.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","NMRIL-S","15.0","3.0","3.0","1.0","5.0","1.0","3.0","2.7","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","NMRIL-X","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","NMRIL-Z","17.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","NMRIL-AA","18.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","NMRIL-AD","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","NMRIL-AE","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","EC","21.0","5.0","7.0","5.0","5.0","3.0","7.0","5.3","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","PBC137","22.0","1.0","1.0","1.0","0.0","0.0","0.0","0.5","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","PI201234","23.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","PBC602","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","EC","25.0","9.0","9.0","9.0","9.0","7.0","9.0","8.7","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","EC","25.0","9.0","9.0","7.0","7.0","9.0","7.0","8.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","PBC137","26.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","PBC137","26.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","PI201234","27.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","PI201234","27.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","PBC602","28.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","1.0","1E","1.0","PBC602","28.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","2.0","1E","1.0","NMCA10399","1.0","7.0","7.0","9.0","9.0","9.0","9.0","8.3","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","2.0","1E","1.0","CM334","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","2.0","1E","1.0","NMRIL-A","3.0","3.0","1.0","1.0","3.0","3.0","1.0","2.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","2.0","1E","1.0","NMRIL-B","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","2.0","1E","1.0","NMRIL-E","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","2.0","1E","1.0","NMRIL-F","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","2.0","1E","1.0","NMRIL-G","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","2.0","1E","1.0","NMRIL-H","8.0","0.0","0.0","0.0","1.0","1.0","1.0","0.5","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","2.0","1E","1.0","NMRIL-I","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","2.0","1E","1.0","NMRIL-M","10.0","3.0","1.0","1.0","1.0","5.0","1.0","2.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","2.0","1E","1.0","NMRIL-N","11.0","3.0","1.0","1.0","1.0","1.0","1.0","1.3","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","2.0","1E","1.0","NMRIL-O","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","2.0","1E","1.0","NMRIL-P","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","2.0","1E","1.0","NMRIL-R","14.0","1.0","1.0","3.0","1.0","1.0","1.0","1.3","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","2.0","1E","1.0","NMRIL-S","15.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","2.0","1E","1.0","NMRIL-X","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Taipei","Yangmingshan","Stem"
"1.0","7-Jul","2.0","1E","1.0","NMRIL-Z","17.0","1.0","1.0","1.0","3.0","1.0","1.0","1.3","Taipei","Yangmingshan","Stem"
