"year","pais","wt","weight1500","estratopri","upm","cluster","sec","idnum","paridnum","pardia","parencuestador","pardept","pardist","parbarrio","tamano","ur","parm8","parm9","parm10","parm11","parm12","parm13","parm14","parm15","parm16","parm17","parm18","q1","q2","ed","pard01","pard02","cp6","cp7","cp8","cp9","cp10","cp13","cp5","cp5a","cp5b","cp5c","cp5d","pard05","cp2","parcp2a","cp4a","cp4","a4","soct1","soct2","idio1","idio2","pard12","pard13","ocup1","ocup1a","ocup1b1","desoc1","desoc2","ocup1c","mig1","mig2","mig3","it1","pare24a","pare24b","pare24c","pare24d","pare24e","pare24f","pare24g","pare24h","pare24i","pare24j","pare24k","pare24l","pare24m","pare24n","a1","a2","a3","a4i","np1","np1b","sgl1","sgl2","lgl2","lgl3","muni5","pol1","pol2","m1","pare36","pare37","pare38","pare39","par39a","vb1","parvb1a","vb2","parvb3","vb8","vb4","pare47","pare48","pare49","pare50","pare51","pare52","pare53","pare54","pare55","pare56","pare57","par58","pare59","pn4","pn5","e5","e8","e11","e15","e14","e2","e3","e16","d32","d33","d34","d36","d37","d1","d2","d3","d4","d5","dem2","aut1","pp1","pp2","dem13a","dem13b","dem13c","dem13d","vic1","vic2","aoj1","aoj1b","aoj8","aoj11","aoj11a","aoj12","aoj17","aoj18","parf95","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b15","b18","b20","b21","b31","b32","b43","b37","b47","n1","n3","n9","n10","n11","n12","pn2","dem23","jc1","jc4","jc10","jc12","jc13","parg129","parg130","parg131","parg132","parg133","parg134","jc16","pop1","pop2","pop3","pop4","pop5","exc2","exc6","exc11","exc14","exc15","exc16","exc17","exc18","exc19","parh150","parh151","aa1","aa2","aa3","aa4","parh156","parh157","dis2","dis3","dis4","dis5","q3","q10","q10a","q10a2","q10b","q14","q10d","q11","q12","parleng1","r1","r3","r4","r4a","r6","r5","r7","r8","r12","r14","r15","parh182","parm19","ti","patdigita","parhora","parlugar","pargead"
"2006","12","1","1.287554","1201","1103","1103009","1103009","1","1","9.11","15","11","3","9","1","1","0","0","0","0","0","1","9","0","10","0","12.31","1","65","9.0","8.0","3.0","1.0","4.0","4.0","4.0","4.0","4.0","2","1","2.0","2.0","2.0","5.0","2","2","2","2","3.0","5.0","3.0","3.0","2.0",,"1.0","14.0",,,"9",,"1.0","2.0","1",,,"1.0","1.0","1.0","1.0",,"2.0","1.0","2.0","2.0",,,,,"1.0","1","1","2","4","2.0",,"4.0",,"4.0","2.0","2.0","4.0","5.0","4.0","2.0","88","24.0","24.0","11.0","1","1","1.0","10.0",,,"1.0","10.0","5.0","1.0","1.0","1.0","3.0","2.0","9.0","10.0","9.0","10.0","9.0","3.0","2.0","7.0","7.0","5.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","3.0","1.0","1.0","8.0","8.0","8.0","8.0","3.0","3.0","2.0","4.0","2.0","3.0",,,"3.0","2","99",,,,"2",,"3.0",,,"7.0","3.0","5.0",,"5.0",,"3.0","3.0","5.0","1.0","3.0","3.0","2.0","6.0","1.0","1.0","2.0","7.0","5.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","6.0","5.0","2.0","2.0","2.0","2.0","2.0",,"1.0","1.0","6.0","6.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0",,,"0.0",,"0.0","0.0","0.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","6.0","2.0","2.0","2.0","2.0","1.0","9.0","0.0","0","9.0","2.0","2.0","2","2","3","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","2","13.1","39","NANCY","13:34:4","1103009","4"
"2006","12","1","1.287554","1201","1103","1103009","1103009","2","2","9.11","14","11","3","9","1","1","0","0","0","0","1","2","1","0","4","0","13.2","2","30","20.0",,"3.0","4.0","4.0","4.0","4.0","4.0","4.0","1","1","1.0","2.0","2.0","1.0","2","2","2","2","22.0","4.0","3.0","3.0","2.0",,"3.0","13.0",,,"9",,"2.0","1.0","1",,"3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0",,,"2","1","2","4","2.0","3.0","3.0","2.0",,"2.0","2.0","2.0","2.0","3.0",,"6","6.0","1.0","1.0","1","1","1.0","10.0","1.0",,"1.0","10.0","5.0","3.0","6.0","6.0","1.0","1.0",,,,,,"4.0","3.0","7.0","10.0","9.0","6.0","4.0","3.0","2.0","3.0","2.0","2.0","1.0","1.0","2.0","8.0","8.0","9.0","9.0","7.0","3.0","2.0","3.0","1.0","3.0",,,"3.0","2","99",,,"2.0","3","1.0","4.0","2.0","2.0","1.0","3.0","3.0","2.0","3.0","3.0","2.0","3.0","5.0","4.0","4.0","4.0","3.0","6.0","2.0","3.0","7.0","7.0","7.0","5.0","2.0","3.0","4.0","3.0","2.0","1.0","6.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","6.0","6.0","6.0","6.0","6.0","2.0","2.0","2.0","2.0","2.0","2.0","0.0","0.0",,,,"0.0","0.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","7.0","11.0","6.0","2.0","2.0","2.0","2.0","1.0","5.0","0.0","0","9.0","1.0","3.0","5","3","3","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","15","14.0","40","NANCY","12:50:1","1103009","2"
"2006","12","1","1.287554","1201","1103","1103009","1103009","3","3","9.11","15","11","3","9","1","1","0","0","2","2","1","4","0","0","5","0","13.25","2","23","9.0",,"5.0","4.0","4.0","4.0","4.0","4.0","4.0","2","2","2.0","2.0","2.0","1.0","2","2","2","2","22.0","3.0","2.0","2.0","2.0","1.0","1.0",,,,"1","24.0","2.0","3.0","1",,"3.0","2.0","2.0","2.0","1.0","1.0","2.0","1.0","3.0","2.0","2.0","2.0","2.0",,"1.0","1","1","1","4","2.0","3.0","3.0","2.0","3.0","2.0",,"1.0","1.0","3.0","2.0","23","23.0","24.0","3.0","1","1","1.0","2.0","1.0",,"1.0","7.0","5.0","4.0","2.0","1.0","1.0","2.0","5.0","10.0","6.0","10.0","3.0","3.0","2.0","10.0","10.0","7.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","10.0","1.0","2.0","4.0","2.0","1.0",,,"1.0","1","2","1.0",,"2.0","3","2.0","3.0","3.0","1.0","1.0","5.0","5.0","5.0","3.0","3.0","5.0","6.0","5.0","4.0","4.0",,"4.0","7.0","2.0","5.0","4.0","7.0","6.0","5.0","3.0","3.0","3.0","3.0","3.0","3.0","7.0","6.0","2.0","2.0","2.0","2.0","2.0","1.0","6.0","6.0","6.0","6.0","6.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0",,,"0.0","0.0","0.0","0.0","0.0","2.0","5.0","3.0","7.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","1.0","8.0","0.0","0","9.0","1.0",,"2","1","1","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1","14.06","41","NANCY","13:13:5","1103009","1"
"2006","12","1","1.287554","1201","1103","1103009","1103009","4","4","9.11","14","11","3","9","1","1","0","0","0","0","0","1","0","0","1","0","14.03","2","38","12.0",,"3.0","4.0","4.0","4.0","4.0","4.0","4.0","2","2","2.0","2.0","2.0","6.0","2","2","2","2","21.0","5.0","3.0","3.0","2.0",,,"8.0","2.0","2.0","2",,"2.0","3.0","1",,"3.0","2.0","3.0","1.0","1.0","1.0","1.0",,,"2.0","2.0","2.0",,,,"1","2","3","4","2.0","3.0","4.0","2.0",,"2.0","2.0","4.0","5.0","3.0","2.0","88","24.0","20.0","11.0","1","1","1.0","10.0","6.0",,"1.0",,,,,,"4.0",,,,,,,"4.0","2.0","9.0","8.0","8.0","6.0","3.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","9.0","9.0","9.0","9.0","9.0","2.0","2.0","4.0","2.0",,,,,"2","99",,,"1.0","1","1.0","3.0","3.0","2.0","1.0","3.0","4.0","2.0","2.0","2.0","1.0","1.0","5.0","5.0","3.0","3.0","2.0","7.0","2.0","2.0","5.0","7.0","6.0","5.0","2.0","2.0","2.0","1.0","1.0","1.0","7.0","6.0","2.0","2.0","2.0","2.0","2.0","1.0",,,"6.0","6.0",,,"2.0","2.0","2.0","2.0","2.0","0.0","0.0",,,,"0.0","0.0","0.0","0.0","2.0","2.0",,"1.0","1.0","6.0","11.0","5.0","2.0","2.0","2.0","2.0","3.0","1.0","0.0","0","9.0","2.0","3.0","1","5","3","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","15","14.45","38","NANCY","13:20:2","1103009","2"
"2006","12","1","1.287554","1201","1103","1103009","1103009","5","5","9.11","15","11","3","9","1","1","0","0","1","1","1","5","1","0","7","0","14.1","1","35","12.0",,"3.0","4.0","4.0","4.0","4.0","4.0","4.0","2","2","2.0","2.0","2.0","16.0","2","2","2","2","3.0","4.0","3.0","3.0","2.0","1.0","1.0","2.0","4.0","2.0","2",,"2.0","3.0","1",,"4.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1","1","1","4","2.0","3.0",,,"3.0","2.0","2.0","4.0","5.0","3.0","2.0","24","6.0","24.0","3.0","1","1","1.0","2.0","3.0",,"1.0","6.0","6.0","1.0",,"3.0","5.0",,"10.0","10.0","10.0","10.0","10.0","4.0","3.0","8.0","10.0","7.0","3.0","1.0","1.0","1.0","3.0","1.0","1.0","3.0","1.0","1.0","10.0","10.0","10.0","10.0","5.0","2.0","2.0","4.0","2.0","3.0",,,"3.0","2","99",,,"2.0","3","1.0","4.0",,,"6.0","1.0","3.0","2.0","1.0","1.0","1.0","3.0","3.0","1.0","3.0","1.0","3.0","3.0","1.0","3.0","3.0","7.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","6.0","5.0","2.0","2.0","2.0","2.0","2.0","1.0","6.0","1.0","6.0","6.0","1.0",,"2.0","2.0","2.0","2.0","1.0","0.0","0.0",,,"0.0","0.0","0.0","0.0","0.0","2.0","3.0","1.0","1.0","1.0","1.0","7.0","8.0","2.0","2.0","2.0","2.0","1.0","8.0","3.0","1","2.0","1.0","3.0","3","0","1","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","8","14.5","40","NANCY","13:30:1","1103009","2"
"2006","12","1","1.287554","1201","15","15060","15060","6","1","7.11","15","0","15","60","1","1","0","0","0","0","0","0","0","0","0","0","17.18","2","64","12.0","8.0","5.0","1.0","4.0","4.0","4.0","4.0","4.0","1","1","1.0","2.0","1.0","5.0","2","2","2","2","2.0","5.0","3.0","2.0","2.0","1.0","1.0","13.0",,,"9",,"2.0","3.0","1",,"2.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,,"1","1","1","4","1.0","2.0","3.0","2.0","4.0","2.0","2.0","4.0","4.0","3.0","2.0","24","3.0","9.0","3.0","1","1","1.0","2.0","2.0",,"1.0","8.0","3.0","1.0","1.0","1.0","5.0","1.0","7.0","2.0","2.0","1.0","5.0","3.0","4.0","9.0","9.0","9.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","8.0","1.0","2.0","4.0","2.0","3.0",,,"3.0","1","1","1.0",,"2.0","1","1.0","2.0","3.0","1.0","1.0","3.0","6.0","5.0","5.0","5.0","2.0","2.0","3.0","1.0","3.0","3.0","5.0","7.0","1.0","1.0","3.0","7.0","6.0","5.0","3.0","6.0","4.0","5.0","5.0","1.0","7.0","7.0","2.0","2.0","2.0","2.0","2.0","2.0","6.0","6.0","6.0","6.0","6.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","5.0","6.0","7.0","2.0","1.0","6.0","6.0","2.0","2.0","2.0","2.0","1.0","10.0","6.0","3","3.0","1.0","1.0","2","3","1","1.0","1.0","1.0","1.0","1.0","2.0","1.0","0.0","1.0","1.0","1.0","1","18.03","45","NANCY","13:21:1","15060","4"
"2006","12","1","1.287554","1201","15","15060","15060","7","2","7.11","14","0","15","60","1","1","0","0","1","1","0","1","0","0","1","0","17.2","2","46","6.0",,"3.0","4.0","4.0","4.0","4.0","4.0","4.0","1","2","1.0","2.0","2.0","16.0","2","2","2","2","4.0","3.0","3.0","2.0","2.0","3.0","1.0","13.0",,,"9",,"2.0","3.0","1",,"1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","1.0","1","1","3","4","2.0","4.0","3.0","3.0","2.0","2.0","2.0","4.0","5.0","5.0","2.0","88",,"6.0","3.0","1","1","1.0",,"1.0",,"1.0","10.0","7.0","4.0","1.0","1.0","1.0","1.0",,"10.0","10.0","10.0","10.0","3.0","4.0","10.0","10.0","10.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","6.0","7.0","7.0","5.0","8.0",,"2.0","4.0","2.0",,,,,"2","99",,,"2.0","1","2.0","4.0","3.0","1.0","10.0","1.0","2.0","1.0","2.0","4.0","3.0","2.0","6.0","3.0","2.0","7.0","6.0","6.0","2.0","3.0","4.0","7.0","7.0","3.0","1.0","1.0","1.0","4.0","1.0","1.0","7.0","6.0","2.0","2.0","1.0","2.0","1.0","2.0","6.0","6.0","1.0","1.0","6.0",,"2.0","2.0","2.0","2.0","1.0","0.0","1.0","0.0",,,,"0.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","5.0","8.0","12.0","1.0","1.0","2.0","2.0","1.0","1.0","0.0","0","9.0","1.0","3.0","5","5","3","1.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","11","18.04","44","NANCY","10:15:0","15060","3"
"2006","12","1","1.287554","1201","15","15060","15060","8","3","7.11","15","0","15","60","1","1","0","0","0","0","0","2","0","0","2","0","18.1","2","40","9.0","9.0","7.0","1.0","3.0","3.0","3.0","3.0","3.0","1","1","1.0","2.0","2.0","2.0","2","2","2","2","3.0","5.0","3.0","3.0","2.0","2.0","1.0","11.0","2.0","14.0","2",,"1.0","1.0","1",,"2.0","2.0",,"2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0",,"4","1","2","4","2.0","2.0","3.0","2.0",,"2.0","2.0","4.0","4.0","2.0","1.0","88","7.0","17.0","4.0","1","1","1.0","1.0","5.0",,"1.0","9.0","8.0","8.0","5.0","7.0","5.0","2.0","8.0","9.0",,"10.0","7.0","3.0","1.0","10.0","10.0","10.0","4.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","9.0","9.0","9.0","9.0","10.0","3.0","2.0","4.0","2.0","3.0",,,"3.0","2","99",,,"2.0","3","1.0","4.0","1.0",,"1.0","1.0","3.0","3.0","3.0","4.0","3.0","3.0","1.0","1.0","5.0","2.0","5.0","7.0","1.0","2.0","4.0","7.0","5.0","3.0","1.0","5.0","2.0","2.0","1.0","1.0","7.0","5.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","6.0","6.0","1.0","1.0","2.0","2.0","2.0","1.0","2.0","1.0","0.0",,,"0.0","0.0","0.0","0.0","0.0","2.0","2.0","1.0","5.0","6.0","3.0","7.0","6.0","2.0","2.0","2.0","2.0","1.0","9.0","0.0","0","9.0","2.0","2.0","2","3","1","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","5","18.5","40","NANCY","10:21:0","15060","3"
"2006","12","1","1.287554","1201","15","15060","15060","9","5","7.11","15","0","15","60","1","1","0","0","0","0","1","2","1","0","4","0","19.05","2","21","12.0","10.0","4.0","1.0","4.0","4.0","4.0","4.0","4.0","2","1","2.0","2.0","2.0","10.0","2","2","2","2","27.0","4.0","2.0","2.0","1.0","2.0",,"9.0","2.0","6.0","1","48.0","2.0","3.0","1",,"2.0","2.0",,"2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"1.0","3","1","1","3","2.0","2.0","2.0",,"4.0","2.0","2.0","4.0","5.0","4.0","2.0","3","3.0","4.0","3.0","1","1","2.0",,,"14.0","1.0",,,"2.0",,"1.0","1.0",,,"9.0",,"10.0","9.0","3.0","2.0","10.0","10.0","8.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","8.0","10.0","10.0","10.0","10.0","2.0","2.0","4.0","2.0","3.0",,,"3.0","1","2","2.0","2.0","2.0","1","2.0","4.0","4.0","1.0","1.0","3.0","4.0","3.0","4.0","4.0","2.0","2.0","1.0","1.0","2.0","2.0","5.0","1.0","1.0","2.0","4.0","7.0","5.0","5.0","4.0","5.0","2.0","5.0","3.0","3.0","7.0","7.0","2.0","2.0","1.0","2.0","2.0",,"6.0","6.0","6.0","6.0","6.0","1.0","2.0","1.0","2.0","1.0","1.0","0.0","0.0",,,"0.0","0.0","0.0","0.0","0.0","2.0","2.0","1.0","3.0","1.0","1.0","8.0","8.0","2.0","2.0","2.0","2.0","1.0","9.0","0.0","0","9.0","2.0","2.0","1","1","1","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0","9","19.46","41","NANCY","10:26:0","15060","1"
"2006","12","1","1.287554","1201","15","15060","15060","10","4","7.11","14","0","15","60","1","1","0","0","1","1","2","2","0","0","4","0","18.15","2","23","8.0",,"5.0","4.0","4.0","4.0","4.0","4.0","4.0","2","1","2.0","2.0","2.0","5.0","2","2","2","2","3.0","5.0","3.0","3.0","3.0","2.0",,"13.0",,,"9",,"2.0","3.0","1",,"2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"1.0","1","4","3","4","2.0","4.0","3.0","3.0",,"2.0","2.0","4.0","5.0","5.0","2.0","24","14.0","1.0","7.0","1","2",,,,"6.0","1.0","10.0","3.0","5.0","1.0","1.0","1.0","2.0","9.0","8.0","10.0","9.0","9.0","3.0","3.0","8.0","10.0","7.0","2.0","2.0","2.0","2.0","1.0","3.0","2.0","1.0","1.0","1.0","6.0","7.0","8.0","8.0","3.0","3.0","2.0","4.0","2.0",,,,,"1","2","1.0",,"2.0","1","2.0","4.0","3.0","2.0","1.0","4.0",,"4.0","3.0","6.0","3.0","2.0","6.0","4.0","4.0",,"3.0","6.0","3.0","3.0","6.0","7.0","5.0","4.0","2.0","2.0","2.0","3.0","1.0","1.0","7.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0",,"6.0","6.0","6.0","6.0","2.0",,,"2.0",,"2.0","0.0","0.0",,,,"0.0","0.0",,"0.0","2.0","3.0","1.0","1.0","3.0","5.0","6.0","6.0","2.0","2.0","2.0","2.0","1.0","1.0","0.0","0","9.0","1.0","2.0","1","3","3","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12","18.56","41","NANCY","10:30:3","15060","1"
