"pbs_id","country","survey","cluster","stratum","urbrur","weai_wt","acode","activity","primemin","secmin","prmmintt","secmintt","g601_4_00","g601_4_15","g601_4_30","g601_4_45","g601_5_00","g601_5_15","g601_5_30","g601_5_45","g601_6_00","g601_6_15","g601_6_30","g601_6_45","g601_7_00","g601_7_15","g601_7_30","g601_7_45","g601_8_00","g601_8_15","g601_8_30","g601_8_45","g601_9_00","g601_9_15","g601_9_30","g601_9_45","g601_10_00","g601_10_15","g601_10_30","g601_10_45","g601_11_00","g601_11_15","g601_11_30","g601_11_45","g601_12_00","g601_12_15","g601_12_30","g601_12_45","g601_13_00","g601_13_15","g601_13_30","g601_13_45","g601_14_00","g601_14_15","g601_14_30","g601_14_45","g601_15_00","g601_15_15","g601_15_30","g601_15_45","g601_16_00","g601_16_15","g601_16_30","g601_16_45","g601_17_00","g601_17_15","g601_17_30","g601_17_45","g601_18_00","g601_18_15","g601_18_30","g601_18_45","g601_19_00","g601_19_15","g601_19_30","g601_19_45","g601_20_00","g601_20_15","g601_20_30","g601_20_45","g601_21_00","g601_21_15","g601_21_30","g601_21_45","g601_22_00","g601_22_15","g601_22_30","g601_22_45","g601_23_00","g601_23_15","g601_23_30","g601_23_45","g601_0_00","g601_0_15","g601_0_30","g601_0_45","g601_1_00","g601_1_15","g601_1_30","g601_1_45","g601_2_00","g601_2_15","g601_2_30","g601_2_45","g601_3_00","g601_3_15","g601_3_30","g601_3_45","today","idcode","g601"
"1","Rwanda","Interim ZOI Survey 2015","4","22","rural","3617.4498343603996","A","a - sleeping and resting","645","0","1440","195","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","primary activity","primary activity","primary activity","primary activity","primary activity","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","2014-12-30T00:00:00.000","2","111111111111111111111111000000000000000000000000000001111100000000000000000000000011111111111111"
"1","Rwanda","Interim ZOI Survey 2015","4","22","rural","3617.4498343603996","B","b - eating and drinking","60","0","1440","195","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","primary activity","primary activity","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","primary activity","primary activity","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","2014-12-30T00:00:00.000","2","110000000000000000000000000001100000000000000"
"1","Rwanda","Interim ZOI Survey 2015","4","22","rural","3617.4498343603996","C","c - personal care","150","0","1440","195","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","primary activity","primary activity","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","primary activity","primary activity","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","primary activity","primary activity","not performed","not performed","not performed","not performed","not performed","not performed","primary activity","primary activity","not performed","not performed","not performed","not performed","not performed","not performed","primary activity","primary activity","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","2014-12-30T00:00:00.000","2","110000000000000000000000110000000000110000001100000011000000000000000000"
"1","Rwanda","Interim ZOI Survey 2015","4","22","rural","3617.4498343603996","D","d - school (including homework)","0","0","1440","195","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","2014-12-30T00:00:00.000","2","0"
"1","Rwanda","Interim ZOI Survey 2015","4","22","rural","3617.4498343603996","E","e - work as employed","0","0","1440","195","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","2014-12-30T00:00:00.000","2","0"
"1","Rwanda","Interim ZOI Survey 2015","4","22","rural","3617.4498343603996","F","f - own business work","0","0","1440","195","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","2014-12-30T00:00:00.000","2","0"
"1","Rwanda","Interim ZOI Survey 2015","4","22","rural","3617.4498343603996","G","g - farming/livestock/fishing","0","0","1440","195","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","2014-12-30T00:00:00.000","2","0"
"1","Rwanda","Interim ZOI Survey 2015","4","22","rural","3617.4498343603996","H","h - shopping/getting service (including health services)","30","0","1440","195","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","primary activity","primary activity","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","2014-12-30T00:00:00.000","2","110000000000000000000000000000000000000000000000000000000000000000"
"1","Rwanda","Interim ZOI Survey 2015","4","22","rural","3617.4498343603996","I","i - weaving, sewing, textile care","0","0","1440","195","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","2014-12-30T00:00:00.000","2","0"
"1","Rwanda","Interim ZOI Survey 2015","4","22","rural","3617.4498343603996","J","j - cooking","240","15","1440","195","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","secondary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","primary activity","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","primary activity","primary activity","primary activity","primary activity","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","not performed","2014-12-30T00:00:00.000","2","2111111111111000000000000000000000000111100000000000000000000"
