"year","month","maize_yl","maize_wt","millet","sorghum","rice_imp","rice_local"
"2002","JUL","34.60","34.56","38.71","40.35","93.03","69.22"
"2002","AUG","34.79","35.28","39.38","43.28","94.96","70.71"
"2002","SEP","30.11","32.60","37.04","45.17","96.88","72.19"
"2002","OCT","30.30","32.64","37.35","47.06","98.81","66.42"
"2002","NOV","30.50","32.68","37.66","48.95","100.74","66.84"
"2002","DEC","30.69","32.72","37.97","43.16","102.67","67.26"
"2003","JAN","30.88","32.99","38.28","43.92","86.85","67.69"
"2003","FEB","31.08","33.26","38.60","35.84","87.28","67.25"
"2003","MAR","31.28","33.53","38.91","36.74","87.71","67.51"
"2003","APR","31.47","33.80","39.22","37.64","88.14","67.76"
"2003","MAY","31.67","34.07","39.53","38.55","90.03","68.01"
"2003","JUN","31.87","34.34","39.84","41.26","91.92","65.10"
"2003","JUL","32.08","34.60","40.15","42.16","93.82","62.19"
"2003","AUG","32.26","34.87","40.46","43.06","95.71","59.27"
"2003","SEP","30.11","30.89","36.62","43.37","97.61","58.70"
"2003","OCT","30.28","31.24","37.14","45.19","99.50","51.72"
"2003","NOV","30.45","31.59","37.66","43.97","101.39","58.70"
"2003","DEC","30.11","31.94","38.18","44.87","103.29","55.21"
"2004","JAN","30.28","32.29","38.71","38.04","92.10","56.21"
"2004","FEB","30.45","32.64","39.23","38.27","92.55","56.64"
"2004","MAR","30.63","32.99","39.75","38.51","93.01","57.07"
"2004","APR","30.80","33.35","40.27","38.74","93.46","57.50"
"2004","MAY","30.89","33.70","40.79","38.97","93.92","58.22"
"2004","JUN","31.09","34.05","41.32","39.20","94.38","58.80"
"2004","JUL","31.32","34.40","41.84","41.19","96.36","61.23"
"2004","AUG","31.50","35.13","39.10","42.46","99.23","61.81"
"2004","SEP","30.81","32.12","39.36","43.74","102.04","58.22"
"2004","OCT","30.11","30.24","39.62","45.01","96.24","55.21"
"2004","NOV","31.01","31.12","39.88","46.29","96.71","56.21"
"2004","DEC","31.90","31.99","40.14","40.58","97.19","55.21"
"2005","JAN","32.79","32.87","40.40","35.50","97.66","55.63"
"2005","FEB","33.69","33.75","40.66","35.79","98.14","56.05"
"2005","MAR","34.58","34.63","40.92","36.07","98.62","56.47"
"2005","APR","36.73","35.50","41.19","37.14","99.11","58.22"
"2005","MAY","38.39","36.38","41.45","38.21","99.59","59.97"
"2005","JUN","37.26","37.26","41.71","39.29","100.08","61.72"
"2005","JUL","38.15","38.14","41.97","40.36","100.57","63.47"
"2005","AUG","39.05","39.01","42.23","41.44","101.06","65.22"
"2005","SEP","39.94","39.89","36.72","42.51","101.56","66.97"
"2005","OCT","40.83","33.22","37.15","43.58","102.06","61.23"
"2005","NOV","34.98","33.31","37.58","44.66","102.56","64.77"
"2005","DEC","34.13","33.40","38.01","45.73","103.06","64.97"
"2006","JAN","35.33","33.49","38.45","38.88","99.63","65.17"
"2006","FEB","35.53","33.58","38.88","36.09","101.38","65.66"
"2006","MAR","35.74","33.67","39.31","37.00","104.58","66.16"
"2006","APR","35.94","35.13","39.74","37.91","105.09","64.77"
"2006","MAY","36.14","36.60","41.16","39.15","105.61","64.97"
"2006","JUN","36.34","38.06","42.57","41.39","106.13","65.17"
"2006","JUL","36.44","39.53","43.99","43.63","106.65","68.26"
"2006","AUG","36.34","41.00","45.40","45.86","107.17","69.62"
"2006","SEP","36.24","42.46","46.82","48.10","107.70","71.51"
"2006","OCT","36.14","33.78","32.77","50.34","108.22","56.97"
"2006","NOV","36.04","34.23","33.41","52.58","108.75","69.01"
"2006","DEC","35.13","34.68","34.05","45.22","109.29","66.92"
"2007","JAN","35.99","35.13","34.70","46.13","102.74","62.74"
"2007","FEB","36.04","35.58","35.34","39.20","103.64","60.84"
"2007","MAR","36.09","36.04","35.99","39.71","110.90","61.84"
"2007","APR","37.14","36.49","36.63","41.16","113.43","62.24"
"2007","MAY","38.19","36.94","38.14","42.60","115.96","62.63"
"2007","JUN","39.25","38.07","39.66","44.05","118.49","63.02"
"2007","JUL","40.30","39.20","41.17","45.49","121.02","63.41"
"2007","AUG","41.36","40.33","42.69","46.94","123.55","63.80"
"2007","SEP","42.41","41.46","44.21","45.19","126.07","64.24"
"2007","OCT","43.46","42.59","45.72","43.29","114.76","65.50"
"2007","NOV","36.39","33.89","35.48","43.81","115.02","63.96"
"2007","DEC","36.59","34.13","35.84","44.32","116.44","64.31"
"2008","JAN","36.79","34.37","36.19","34.74","115.55","66.25"
"2008","FEB","37.00","35.13","36.54","35.51","116.44","68.19"
"2008","MAR","37.20","35.90","36.89","36.29","117.33","70.13"
"2008","APR","37.41","36.66","37.24","37.64","118.22","72.07"
"2008","MAY","37.62","37.42","37.59","39.00","119.11","74.01"
"2008","JUN","37.83","38.18","37.94","40.35","120.00","75.94"
"2008","JUL","38.04","38.95","38.29","41.71","120.89","77.88"
"2008","AUG","38.25","39.71","38.65","43.06","121.78","79.82"
"2008","SEP","36.29","33.90","33.33","44.42","122.67","81.76"
"2008","OCT","36.09","32.12","34.13","41.70","117.92","78.94"
"2008","NOV","35.89","33.10","34.93","42.47","118.19","79.38"
"2008","DEC","35.69","34.07","35.74","43.24","118.45","79.82"
"2009","JAN","37.89","35.04","36.54","34.63","119.54","64.15"
"2009","FEB","39.70","33.96","37.34","35.27","120.64","64.70"
"2009","MAR","39.95","34.79","38.14","35.92","121.73","67.21"
"2009","APR","40.20","35.62","38.95","36.56","122.82","69.72"
"2009","MAY","40.45","36.46","39.75","38.14","123.91","72.23"
"2009","JUN","40.70","37.29","40.55","39.73","125.01","74.74"
"2009","JUL","40.96","38.12","41.36","41.32","126.10","77.25"
"2009","AUG","41.21","38.96","42.16","42.90","127.19","81.51"
"2009","SEP","39.30","38.07","35.53","44.49","128.29","68.57"
"2009","OCT","38.09","38.14","37.14","45.17","129.38","68.92"
"2009","NOV","36.89","35.96","38.75","45.85","121.35","69.27"
"2009","DEC","35.69","34.98","40.36","41.70","121.61","69.62"
"2010","JAN","37.89","36.49","41.97","36.94","121.88","69.97"
"2010","FEB","40.10","37.99","43.58","37.29","122.14","70.23"
"2010","MAR","41.06","39.50","45.20","37.64","122.40","71.57"
"2010","APR","42.01","40.40","46.81","37.99","122.67","72.92"
"2010","MAY","42.96","41.31","48.42","38.34","124.47","74.26"
"2010","JUN","42.28","41.51","50.03","39.15","126.28","75.61"
"2010","JUL","42.41","41.66","51.64","39.96","128.08","76.95"
"2010","AUG","42.71","41.81","53.25","41.58","129.89","78.30"
"2010","SEP","41.86","41.36","54.86","43.20","131.69","79.64"
"2010","OCT","41.01","40.45","56.47","44.83","124.25","80.99"
"2010","NOV","40.15","40.78","44.63","46.45","124.51","73.74"
"2010","DEC","39.30","41.10","45.36","48.07","124.77","74.24"
"2011","JAN","42.16","42.16","46.09","41.18","125.04","75.32"
"2011","FEB","45.02","43.22","46.83","42.00","125.30","76.39"
"2011","MAR","46.17","44.27","47.56","42.82","125.56","77.46"
"2011","APR","47.33","45.33","48.29","43.65","125.83","78.54"
"2011","MAY","48.48","46.39","49.03","44.47","126.09","79.61"
"2011","JUN","49.64","48.74","49.76","45.29","126.35","80.69"
"2011","JUL","50.79","51.10","50.49","46.11","126.62","81.76"
"2011","AUG","51.95","53.46","51.22","46.94","126.88","82.83"
"2011","SEP","48.48","55.82","51.96","47.76","127.15","83.91"
"2011","OCT","49.19","58.18","47.15","48.58","110.19","77.60"
"2011","NOV","49.89","52.73","49.13","49.41","113.00","77.85"
"2011","DEC","50.59","53.78","51.10","50.23","115.81","78.11"
"2012","JAN","52.20","54.21","53.08","47.48","118.62","78.36"
"2012","FEB","53.80","54.63","55.06","45.17","121.43","78.61"
"2012","MAR","55.41","55.05","57.04","46.68","124.24","79.46"
"2012","APR","58.22","60.23","59.01","43.67","127.05","80.31"
"2012","MAY","61.03","65.41","60.99","45.17","129.49","81.17"
"2012","JUN","63.84","70.58","62.97","46.68","131.93","83.32"
"2012","JUL","66.65","75.76","64.95","48.18","134.37","85.46"
"2012","AUG","69.46","80.94","66.92","49.69","136.81","87.61"
"2012","SEP","72.27","86.11","77.61","51.19","139.25","89.76"
"2012","OCT","75.08","79.33","74.20","52.70","141.69","91.91"
"2012","NOV","61.21","79.81","74.88","54.21","131.67","94.06"
"2012","DEC","63.24","81.31","75.57","55.71","132.22","96.20"
"2013","JAN","65.27","82.80","76.25","57.22","132.77","97.37"
"2013","FEB","67.29","84.30","76.93","56.11","136.01","98.53"
"2013","MAR","71.27","85.79","77.61","58.22","139.26","99.70"
"2013","APR","75.24","87.29","78.30","60.17","142.50","100.86"
"2013","MAY","79.22","88.78","78.98","63.24","145.74","102.03"
"2013","JUN","83.19","90.28","81.51","64.25","148.98","103.19"
"2013","JUL","87.17","91.77","84.04","65.27","152.23","104.36"
"2013","AUG","91.15","93.27","86.57","66.28","155.47","105.52"
"2013","SEP","81.49","101.95","89.10","67.29","158.71","106.68"
"2013","OCT","80.30","88.64","91.63","68.31","161.95","98.78"
"2013","NOV","81.96","90.14","80.53","74.28","137.99","99.34"
"2013","DEC","83.62","91.65","84.17","82.33","138.64","99.89"
"2014","JAN","85.27","93.15","95.80","71.35","190.72","148.22"
"2014","FEB","86.93","94.66","100.70","73.28","194.07","173.37"
"2014","MAR","88.59","96.16","102.69","75.20","195.18","131.89"
"2014","APR","90.24","96.24","99.68","77.13","195.18","131.89"
"2014","MAY","91.90","97.13","96.69","79.06","209.12","133.84"
"2014","JUN","93.55","98.01","97.37","80.99","195.18","130.57"
"2014","JUL","95.21","98.89","98.05","82.91","199.17","131.25"
"2014","AUG","96.87","99.78","98.73","84.84","203.15","131.93"
"2014","SEP","87.55","94.95","99.42","86.77","227.81","141.01"
"2014","OCT","88.97","95.80","73.82","88.70","196.46","145.55"
"2014","NOV","90.40","96.66","76.40","90.62","211.92","176.00"
"2014","DEC","91.82","97.51","79.07","92.55","204.11","172.70"
"2015","JAN","93.24","98.37","81.84","83.52","279.64","174.99"
"2015","FEB","94.66","99.22","84.71","84.53","283.07","177.28"
"2015","MAR","96.09","100.08","87.67","86.90","286.51","179.57"
"2015","APR","97.51","100.93","90.74","90.76","289.94","181.86"
"2015","MAY","98.93","101.79","93.92","94.79","293.38","184.15"
"2015","JUN","100.35","102.64","97.20","99.00","296.81","186.44"
"2015","JUL","101.77","106.23","100.60","103.39","300.25","188.73"
"2015","AUG","103.20","109.95","104.13","107.98","303.68","191.02"
"2015","SEP","104.62","99.46","100.40","112.78","306.40","193.31"
"2015","OCT","91.43","100.39","104.77","117.78","325.68","195.60"
"2015","NOV","96.57","101.33","109.32","123.01","303.15","197.88"
"2015","DEC","101.38","102.27","114.08","108.76","310.60","200.17"
"2016","JAN","116.29","110.42","118.84","109.74","313.40","202.46"
"2016","FEB","118.52","118.57","123.59","110.73","316.22","204.75"
"2016","MAR","120.79","126.72","128.35","111.72","319.07","207.04"
"2016","APR","123.10","134.86","133.10","112.73","321.94","209.33"
"2016","MAY","125.46","135.71","141.15","113.74","324.84","248.59"
"2016","JUN","127.87","136.56","147.29","114.77","327.76","266.33"
"2016","JUL","130.32","137.41","153.69","115.80","344.27","275.30"
"2016","AUG","132.81","138.26","160.38","116.84","347.36","287.52"
"2016","SEP","132.62","122.07","138.78","117.90","362.42","294.55"
"2016","OCT","121.15","127.48","139.53","118.96","369.17","301.75"
"2016","NOV","134.23","130.63","140.28","143.33","347.35","309.13"
"2016","DEC","137.47","132.50","141.03","143.62","361.37","314.88"
