"year","month","maize_yl","maize_wt","millet","sorghum","rice_imp","rice_local"
"2000","JAN","30.11","30.67","30.22","32.13","70.59","48.24"
"2000","FEB","30.29","30.85","30.41","32.33","79.09","48.66"
"2000","MAR","31.12","31.03","31.12","32.52","75.29","50.19"
"2000","APR","31.94","32.12","31.83","32.72","75.74","53.10"
"2000","MAY","32.77","33.21","32.54","32.92","75.29","50.68"
"2000","JUN","33.59","34.30","33.24","33.12","75.52","50.52"
"2000","JUL","34.41","35.39","33.95","33.33","79.30","55.21"
"2000","AUG","35.24","36.48","34.66","33.53","81.31","53.09"
"2000","SEP","32.45","37.57","35.37","33.73","82.52","55.21"
"2000","OCT","30.63","32.32","36.08","33.94","89.00","56.01"
"2000","NOV","30.82","32.50","33.23","34.14","80.09","56.35"
"2000","DEC","31.01","32.69","33.78","34.35","79.39","56.68"
"2001","JAN","31.20","32.87","34.33","32.71","79.86","52.20"
"2001","FEB","31.38","33.06","34.88","32.91","80.34","53.75"
"2001","MAR","31.57","33.24","35.43","33.11","79.09","54.07"
"2001","APR","31.76","33.42","35.99","33.31","79.56","50.60"
"2001","MAY","32.12","34.33","37.14","34.13","76.85","51.19"
"2001","JUN","32.48","35.24","38.29","34.95","74.14","51.79"
"2001","JUL","32.84","36.14","39.45","35.76","71.43","52.38"
"2001","AUG","33.20","37.05","40.60","36.58","68.72","52.97"
"2001","SEP","33.56","37.96","41.76","37.40","66.01","53.56"
"2001","OCT","32.90","32.17","39.30","38.22","81.71","55.21"
"2001","NOV","33.09","32.21","33.33","39.03","82.11","55.84"
"2001","DEC","33.28","32.25","34.00","39.85","82.51","56.17"
"2002","JAN","33.46","32.29","34.67","35.11","82.91","56.51"
"2002","FEB","33.65","32.33","35.34","35.63","83.40","56.84"
"2002","MAR","33.84","32.37","36.02","36.39","85.32","57.17"
"2002","APR","34.03","32.41","36.69","37.14","87.25","64.77"
"2002","MAY","34.22","33.13","37.36","37.89","89.18","66.25"
"2002","JUN","34.41","33.85","38.03","38.65","91.10","67.74"
