"year","month","maize_yl","maize_wt","millet","sorghum","rice_imp","rice_local"
"2000","JAN","30.37","30.91","30.56","32.49","71.43","49.27"
"2000","FEB","30.55","31.09","30.74","32.69","80.03","49.70"
"2000","MAR","31.39","31.28","31.46","32.89","76.18","51.26"
"2000","APR","32.22","32.38","32.18","33.09","76.64","54.23"
"2000","MAY","33.05","33.47","32.89","33.29","76.18","51.76"
"2000","JUN","33.88","34.57","33.61","33.49","76.42","51.59"
"2000","JUL","34.71","35.67","34.33","33.70","80.25","56.38"
"2000","AUG","35.54","36.77","35.04","33.90","82.28","54.22"
"2000","SEP","32.73","37.86","35.76","34.11","83.51","56.38"
"2000","OCT","30.89","32.58","36.48","34.32","90.06","57.20"
"2000","NOV","31.08","32.76","33.59","34.52","81.05","57.54"
"2000","DEC","31.27","32.95","34.15","34.73","80.34","57.88"
"2001","JAN","31.46","33.13","34.71","33.08","80.82","53.31"
"2001","FEB","31.65","33.32","35.26","33.28","81.30","54.89"
"2001","MAR","31.85","33.50","35.82","33.48","80.03","55.22"
"2001","APR","32.04","33.69","36.38","33.68","80.51","51.68"
"2001","MAY","32.40","34.60","37.55","34.51","77.77","52.28"
"2001","JUN","32.76","35.52","38.71","35.34","75.03","52.88"
"2001","JUL","33.12","36.43","39.88","36.16","72.28","53.49"
"2001","AUG","33.48","37.34","41.05","36.99","69.54","54.09"
"2001","SEP","33.84","38.26","42.22","37.82","66.80","54.70"
"2001","OCT","33.18","32.43","39.73","38.64","82.68","56.38"
"2001","NOV","33.37","32.47","33.69","39.47","83.09","57.03"
"2001","DEC","33.56","32.51","34.37","40.30","83.49","57.37"
"2002","JAN","33.75","32.54","35.05","35.50","83.90","57.71"
"2002","FEB","33.94","32.58","35.73","36.03","84.39","58.05"
"2002","MAR","34.13","32.62","36.41","36.79","86.34","58.39"
"2002","APR","34.33","32.66","37.09","37.56","88.29","66.14"
"2002","MAY","34.52","33.39","37.77","38.32","90.24","67.66"
"2002","JUN","34.71","34.11","38.45","39.08","92.19","69.17"
"2002","JUL","34.90","34.84","39.13","40.80","94.14","70.69"
"2002","AUG","35.09","35.56","39.81","43.77","96.09","72.21"
"2002","SEP","30.37","32.86","37.45","45.68","98.04","73.73"
"2002","OCT","30.57","32.90","37.76","47.58","99.99","67.83"
"2002","NOV","30.76","32.94","38.07","49.49","101.94","68.26"
"2002","DEC","30.95","32.98","38.39","43.65","103.89","68.69"
"2003","JAN","31.15","33.25","38.70","44.41","87.89","69.13"
"2003","FEB","31.35","33.52","39.02","36.24","88.32","68.68"
"2003","MAR","31.55","33.79","39.33","37.15","88.76","68.94"
"2003","APR","31.74","34.07","39.65","38.06","89.19","69.19"
"2003","MAY","31.95","34.34","39.96","38.98","91.11","69.45"
"2003","JUN","32.15","34.61","40.28","41.72","93.02","66.48"
"2003","JUL","32.35","34.88","40.59","42.63","94.94","63.50"
"2003","AUG","32.53","35.15","40.91","43.54","96.86","60.53"
"2003","SEP","30.37","31.13","37.02","43.86","98.77","59.95"
"2003","OCT","30.54","31.49","37.55","45.70","100.69","52.81"
"2003","NOV","30.72","31.84","38.07","44.46","102.60","59.95"
"2003","DEC","30.37","32.19","38.60","45.37","104.52","56.38"
"2004","JAN","30.54","32.55","39.13","38.47","93.20","57.41"
"2004","FEB","30.72","32.90","39.66","38.70","93.66","57.84"
"2004","MAR","30.89","33.26","40.19","38.94","94.12","58.28"
"2004","APR","31.06","33.61","40.71","39.17","94.58","58.72"
"2004","MAY","31.15","33.97","41.24","39.40","95.04","59.46"
"2004","JUN","31.36","34.32","41.77","39.64","95.51","60.05"
"2004","JUL","31.59","34.67","42.30","41.65","97.52","62.53"
"2004","AUG","31.77","35.41","39.53","42.94","100.41","63.13"
"2004","SEP","31.07","32.38","39.79","44.22","103.26","59.46"
"2004","OCT","30.37","30.48","40.05","45.51","97.39","56.38"
"2004","NOV","31.27","31.36","40.32","46.80","97.87","57.41"
"2004","DEC","32.18","32.25","40.58","41.04","98.35","56.38"
"2005","JAN","33.08","33.13","40.85","35.90","98.83","56.81"
"2005","FEB","33.98","34.02","41.11","36.19","99.32","57.24"
"2005","MAR","34.88","34.90","41.37","36.47","99.80","57.67"
"2005","APR","37.05","35.79","41.64","37.56","100.29","59.46"
"2005","MAY","38.72","36.67","41.90","38.64","100.78","61.24"
"2005","JUN","37.58","37.55","42.16","39.73","101.28","63.03"
"2005","JUL","38.48","38.44","42.43","40.81","101.77","64.81"
"2005","AUG","39.38","39.32","42.69","41.90","102.27","66.60"
"2005","SEP","40.28","40.21","37.12","42.99","102.77","68.39"
"2005","OCT","41.19","33.48","37.56","44.07","103.28","62.53"
"2005","NOV","35.28","33.57","37.99","45.16","103.78","66.14"
"2005","DEC","34.42","33.66","38.43","46.24","104.29","66.34"
"2006","JAN","35.64","33.75","38.87","39.31","100.82","66.55"
"2006","FEB","35.84","33.84","39.30","36.49","102.60","67.05"
"2006","MAR","36.04","33.93","39.74","37.41","105.83","67.56"
"2006","APR","36.25","35.41","40.18","38.34","106.35","66.14"
"2006","MAY","36.45","36.89","41.61","39.59","106.87","66.34"
"2006","JUN","36.65","38.37","43.04","41.85","107.40","66.55"
"2006","JUL","36.75","39.84","44.47","44.11","107.92","69.71"
"2006","AUG","36.65","41.32","45.90","46.38","108.45","71.10"
"2006","SEP","36.55","42.80","47.33","48.64","108.98","73.02"
"2006","OCT","36.45","34.05","33.12","50.90","109.52","58.17"
"2006","NOV","36.35","34.50","33.78","53.17","110.05","70.48"
"2006","DEC","35.44","34.96","34.43","45.73","110.59","68.34"
"2007","JAN","40.75","36.00","33.46","33.93","107.89","61.10"
"2007","FEB","34.79","36.72","34.28","33.41","108.91","62.50"
"2007","MAR","35.31","35.45","35.09","33.60","109.93","63.91"
"2007","APR","35.31","36.29","35.91","36.00","110.95","65.31"
"2007","MAY","37.01","37.14","36.73","32.40","111.96","66.71"
"2007","JUN","34.79","37.99","37.54","32.60","112.98","68.11"
"2007","JUL","35.07","38.83","38.36","32.43","114.00","69.51"
"2007","AUG","36.72","39.68","39.18","32.36","115.02","70.91"
"2007","SEP","34.79","40.53","39.99","33.40","116.04","72.31"
"2007","OCT","35.31","34.76","32.46","33.27","101.91","73.71"
"2007","NOV","35.67","36.29","34.28","33.55","111.90","75.12"
"2007","DEC","37.01","37.83","36.09","34.18","114.24","76.52"
"2008","JAN","32.59","39.36","37.91","36.00","114.93","62.86"
"2008","FEB","34.83","38.77","39.72","35.46","115.61","64.52"
"2008","MAR","34.83","37.30","39.32","35.50","116.30","66.18"
"2008","APR","36.29","35.83","38.91","27.14","116.98","67.85"
"2008","MAY","37.75","34.36","38.51","27.14","117.67","65.04"
"2008","JUN","39.22","37.34","39.32","27.81","118.36","65.20"
"2008","JUL","40.68","36.00","40.12","37.34","119.04","65.35"
"2008","AUG","42.14","35.62","40.93","38.77","119.73","65.50"
"2008","SEP","34.28","34.57","34.24","42.01","120.41","71.29"
"2008","OCT","35.36","34.76","35.28","36.00","110.89","73.32"
"2008","NOV","37.05","34.42","36.33","36.76","117.95","73.52"
"2008","DEC","34.83","34.35","37.38","36.29","118.97","73.29"
"2009","JAN","37.30","29.33","38.43","40.10","119.99","71.70"
"2009","FEB","38.88","29.36","39.48","39.05","121.00","76.60"
"2009","MAR","38.92","38.32","40.53","37.84","122.02","77.27"
"2009","APR","39.32","38.65","41.58","39.99","123.04","75.39"
"2009","MAY","39.71","30.28","42.62","39.18","124.06","78.21"
"2009","JUN","40.10","30.98","43.67","41.47","125.07","70.78"
"2009","JUL","40.50","30.60","44.72","40.57","126.09","66.56"
"2009","AUG","40.89","32.92","36.52","40.13","127.11","66.00"
"2009","SEP","39.19","26.07","37.30","29.90","128.12","65.66"
"2009","OCT","39.23","36.07","38.08","27.84","129.14","65.79"
"2009","NOV","39.27","36.14","38.85","27.37","114.89","77.79"
"2009","DEC","39.32","35.85","39.63","27.77","115.94","65.66"
"2010","JAN","39.37","36.17","40.41","28.83","116.98","71.69"
"2010","FEB","40.33","28.29","41.18","30.27","118.03","73.47"
"2010","MAR","41.28","28.39","41.96","30.64","119.08","78.15"
"2010","APR","42.24","39.39","45.84","34.80","120.13","81.78"
"2010","MAY","43.20","38.39","46.62","37.38","121.18","65.66"
"2010","JUN","44.16","39.24","47.39","41.12","122.23","68.67"
"2010","JUL","45.11","38.49","48.17","33.31","123.27","75.74"
"2010","AUG","46.07","38.84","48.94","33.42","124.32","71.70"
"2010","SEP","39.69","38.67","49.72","33.52","125.37","68.69"
"2010","OCT","34.28","39.15","48.39","33.74","116.84","75.97"
"2010","NOV","36.07","36.36","49.39","33.31","117.95","78.80"
"2010","DEC","35.78","40.41","50.39","33.87","119.06","79.27"
"2011","JAN","37.30","44.45","51.38","53.02","120.17","79.74"
"2011","FEB","38.82","48.49","52.38","60.32","121.28","75.81"
"2011","MAR","40.35","45.67","53.38","62.59","122.39","76.62"
"2011","APR","41.87","46.68","54.38","66.35","123.50","77.42"
"2011","MAY","43.39","46.84","54.44","66.24","124.61","78.23"
"2011","JUN","44.91","58.34","54.50","65.71","125.71","79.04"
"2011","JUL","46.43","59.50","54.56","45.36","126.82","79.84"
"2011","AUG","47.96","59.53","54.62","43.80","129.21","80.65"
"2011","SEP","44.05","57.47","54.68","62.59","130.05","81.46"
"2011","OCT","44.36","58.55","44.68","63.08","130.89","82.26"
"2011","NOV","44.67","59.64","45.97","46.35","127.03","83.07"
"2011","DEC","44.98","56.81","50.43","39.12","127.61","83.88"
"2012","JAN","50.36","57.31","54.42","46.65","128.19","71.84"
"2012","FEB","49.56","57.52","54.57","46.35","128.78","70.97"
"2012","MAR","50.36","57.30","54.72","40.51","129.36","71.07"
"2012","APR","50.41","57.06","54.87","39.29","129.95","86.75"
"2012","MAY","52.32","56.98","60.79","40.12","130.53","86.70"
"2012","JUN","55.58","65.50","63.51","39.24","131.12","79.45"
"2012","JUL","62.94","71.58","64.64","52.14","131.70","80.65"
"2012","AUG","65.53","77.58","66.19","48.54","132.29","81.85"
"2012","SEP","62.40","72.59","67.75","50.26","132.87","83.05"
"2012","OCT","63.51","74.60","64.82","50.29","133.46","84.25"
"2012","NOV","64.62","76.62","65.53","51.45","134.04","85.45"
"2012","DEC","65.73","78.63","66.23","50.44","134.63","86.65"
"2013","JAN","66.84","80.65","66.94","46.24","135.21","86.71"
"2013","FEB","67.95","82.67","67.65","46.93","135.80","84.47"
"2013","MAR","69.06","84.68","68.35","52.14","136.38","86.11"
"2013","APR","71.24","86.70","69.06","49.79","136.97","87.76"
"2013","MAY","73.15","88.72","80.17","69.22","137.55","89.40"
"2013","JUN","75.06","90.73","81.72","69.15","138.13","91.04"
"2013","JUL","80.65","92.75","83.27","76.68","138.72","92.69"
"2013","AUG","86.25","94.76","84.82","76.68","141.14","94.33"
"2013","SEP","80.65","78.24","69.61","69.61","143.56","95.97"
"2013","OCT","81.75","80.65","72.59","76.49","145.98","108.64"
"2013","NOV","82.85","83.06","75.56","50.29","148.40","116.11"
"2013","DEC","83.95","85.47","78.53","51.45","181.92","130.76"
"2014","JAN","85.05","87.88","81.51","69.22","183.48","134.69"
"2014","FEB","86.15","90.29","84.48","69.15","185.04","146.20"
"2014","MAR","87.24","92.70","87.46","76.68","186.61","126.95"
"2014","APR","88.34","95.11","90.43","76.68","188.17","131.27"
"2014","MAY","89.44","97.52","93.40","69.61","189.73","133.72"
"2014","JUN","90.54","99.93","96.38","76.49","192.88","134.08"
"2014","JUL","91.64","102.34","99.35","78.49","196.59","134.44"
"2014","AUG","92.74","104.75","102.33","76.57","200.30","134.81"
"2014","SEP","84.28","94.89","76.22","54.15","204.01","135.17"
"2014","OCT","85.69","96.78","77.63","54.43","207.72","141.14"
"2014","NOV","87.10","98.68","79.04","56.84","211.92","142.38"
"2014","DEC","90.73","100.57","80.45","58.83","214.69","143.62"
"2015","JAN","94.36","102.47","81.86","46.96","280.58","144.86"
"2015","FEB","97.99","104.36","83.27","51.92","282.28","146.10"
"2015","MAR","83.05","106.26","84.68","87.28","283.97","154.76"
"2015","APR","87.00","108.15","86.09","87.64","285.67","161.30"
"2015","MAY","91.72","110.05","87.51","54.56","287.36","167.84"
"2015","JUN","96.44","111.94","88.92","54.25","289.05","174.39"
"2015","JUL","101.16","113.84","102.02","54.14","290.75","180.93"
"2015","AUG","105.87","115.73","104.85","54.04","292.44","187.47"
"2015","SEP","110.59","90.03","93.15","56.78","294.13","194.02"
"2015","OCT","95.09","93.66","96.78","61.09","295.83","200.56"
"2015","NOV","96.78","97.29","100.41","59.07","302.64","207.10"
"2015","DEC","98.47","100.91","104.04","59.01","305.47","213.64"
"2016","JAN","100.17","104.54","107.67","54.23","308.29","211.06"
"2016","FEB","101.86","108.17","111.30","62.70","311.11","211.71"
"2016","MAR","103.56","111.80","114.93","67.02","313.93","212.35"
"2016","APR","105.25","115.43","120.98","74.23","316.76","213.00"
"2016","MAY","106.94","119.06","127.03","86.16","319.58","213.64"
"2016","JUN","108.64","122.69","139.12","101.87","322.40","214.29"
"2016","JUL","110.33","126.32","151.22","101.19","325.22","214.93"
"2016","AUG","124.23","129.95","163.32","142.50","328.05","249.28"
"2016","SEP","118.27","135.82","151.22","120.13","348.09","267.46"
"2016","OCT","121.28","132.27","149.20","129.00","358.10","302.44"
"2016","NOV","137.21","133.07","150.41","143.96","351.60","306.42"
"2016","DEC","144.64","133.88","151.62","123.94","378.82","312.67"
