"pais","nidnum","nprov","ncant","nparoq","nsec","nmanz","nestrat","ur","tamano","idiomaq","q1","na4","a1","a2","a3","soct1","soct3","cp5","cp5a","cp5b","cp5c","cp5d","cp6","cp7","cp8","cp9","cp12","cp13","prot1","cp2","cp4","cp4a","ls3","it1","it2","it3","np1","np1b","np1c","np2","sgl1","jc13a","jc1","jc4","jc10","jc12","jc13","vic1","vic2","aoj1","aoj1a","aoj1b","st1","st2","st3","st4","aoj8","aoj11","aoj11a","aoj12","aoj16","aoj16a","aoj16b","aoj17","wc1","wc2","wc3","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b15","b16","b18","b19","b20","b21","b31","b32","b37","b43","b44","b45","b47","b48","n1","n3","n9","ing4","pn2","e5","e8","e11","e15","e14","e2","e3","e16","d37","d38","d1","d2","d3","d4","d5","lib1","lib2","lib3","lib4","acr1","pn4","pn5","pn6","dem13","dem2","aut1","pp1","pp2","abs5","m1","nm2","dc1","dc10","dc13","exc1","exc2","exc4","exc5","exc6","exc11","exc13","exc14","exc15","exc16","exc17","exc19","exc7","pc1","pc2","pc3","pc4","pc5","pc8","pc9","pc12","pc13","pc14","pc15","pc19","pc21","gi1","gi3","gi4","gi5","l1","der1","der2","der3","der4","vb1","vb2","nvb3","nvb4","nvb5","nvb6","nvb7","eref1","eref2","eref3","nerf4","ed","q2","q3","q4","q10","q10a","q10b","q11","q12","q14","netid","nleng1","r1","r3","r4","r4a","r5","r6","r7","r12","r14","r15","ocup1","ocup1a","desoc1","ti"
"5","1","40","4050","139","80302","9","1","2","5","1","1","4.0","2","3.0","4.0","2.0","1.0","2.0",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","3.0","2.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0",,,,,,,"2.0","99.0","9",,,"9.0","9.0","9.0","9.0","1.0","2.0","1.0","2.0","4.0","2.0",,"4.0","2.0","2.0","2.0","5.0","6.0","5.0","6.0","7.0","5.0","5.0","6.0","6.0","6.0","5.0","5.0","6.0","5.0","6.0","5.0","5.0","5.0","6.0","7.0","6.0","6.0","6.0","6.0","5.0","6.0","5.0","6.0","7.0","9.0","10.0","10.0","2.0","1.0","1.0","1.0","1.0","5.0","8.0","4.0","8.0","3.0","9.0","1.0","1.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","1.0","2.0","2.0","4.0","2.0","1.0","2.0","2.0","2.0","3.0","3.0","0.0","0.0","0.0","0.0","0.0",,,,"0.0",,"0.0","0.0","2.0","6.0","6.0","7.0","7.0","9.0","10.0","10.0","9.0","10.0","8.0","9.0","9.0","9.0","1.0","1","1","2","9.0","1.0","1.0","3.0","2.0","1.0","1","1.0",,"2.0",,,"9.0","8.0","7.0","9.0","10.0","18","1.0","3","1.0","2.0","9","1.0","0","1.0","2.0","1","1","0","0","0","0","0","0","1","0","0","12.0","9.0","1","32"
"5","2","40","4050","139","80302","9","1","2","5","1","1","4.0","3","2.0","4.0","4.0",,"2.0",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","3.0","1.0","2.0","1.0","2.0","3.0","1.0","2.0","2.0",,"4.0","2.0","3.0","2.0",,,,,,"2.0","99.0","9",,,"9.0","9.0","9.0","9.0","1.0","1.0","1.0","2.0","4.0","2.0",,"4.0","2.0","2.0","2.0","1.0","4.0","1.0","7.0","3.0","5.0","2.0","7.0","1.0","2.0","2.0","3.0","6.0","6.0","7.0","4.0","2.0","1.0","7.0","7.0","5.0","7.0","6.0","6.0","1.0","2.0","7.0","5.0","6.0","5.0","7.0","6.0","1.0","1.0","2.0","1.0","7.0","1.0","6.0","1.0","5.0","6.0","7.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","3.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","3.0","2.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0",,,,,,"0.0","0.0","1.0","1.0","2.0","5.0","5.0","4.0","9.0","9.0","8.0","9.0","10.0","7.0","10.0","8.0","1.0","1","2","2","1.0","1.0","1.0","1.0","1.0","1.0","1","2.0",,"1.0","2.0","2.0","9.0","8.0","5.0","8.0","4.0","75","1.0","3","1.0","2.0","9","2.0","9","2.0","3.0","1","1","0","0","0","0","0","0","0","0","0",,,"1","29"
"5","3","40","4050","139","80302","9","1","2","5","1","1",,"2","3.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","4.0","4.0","3.0","4.0","4.0","3.0","2.0","2.0","2.0","1.0",,"1.0","2.0",,"4.0","2.0","2.0","2.0","2.0",,,,,,"2.0","99.0","9",,,"9.0","9.0","9.0","2.0","1.0","1.0","1.0","1.0","3.0","2.0",,"4.0","1.0","2.0","2.0","6.0","2.0","7.0","6.0","3.0","2.0","4.0","7.0","6.0","1.0","5.0","3.0","7.0","4.0","2.0","2.0","7.0","1.0","2.0","7.0","6.0","7.0","2.0","6.0","1.0","5.0","2.0","6.0","5.0","9.0","3.0","10.0","8.0","4.0","2.0","9.0","8.0","7.0","4.0","3.0","7.0","9.0","2.0","10.0","1.0","1.0","3.0","1.0","2.0","2.0","3.0","3.0","1.0","2.0","2.0","4.0","2.0","1.0","3.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0",,,,,,"0.0","0.0","1.0","2.0","4.0","1.0","6.0","10.0","9.0","8.0","10.0","9.0","2.0","7.0","9.0","3.0","2.0","2","1","2","9.0","2.0","1.0","1.0","2.0","1.0","1","2.0",,"1.0","2.0","2.0","7.0","9.0","7.0","6.0","5.0","19","4.0","4","1.0","2.0","9","1.0","0","1.0","1.0","1","0","0","0","0","0","0","0","0","0","0","5.0","2.0","2","38"
"5","4","40","4050","139","80302","9","1","2","5","1","2",,"3","4.0","4.0","4.0","1.0","2.0",,,,,"2.0","2.0","4.0","4.0","4.0","4.0","3.0","2.0","2.0","2.0","2.0","4.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0",,,,,,"1.0","3.0","1","2.0",,"1.0","1.0","9.0","9.0","1.0","4.0","1.0","1.0","3.0","2.0",,"4.0","2.0","2.0","2.0","5.0","5.0","7.0","4.0","4.0","7.0","3.0","1.0","2.0","3.0","6.0",,"7.0","6.0","5.0",,,"4.0","6.0","5.0","5.0","6.0","6.0",,"3.0","6.0","4.0","2.0","3.0","10.0","8.0","7.0","5.0","6.0","2.0","5.0","5.0","10.0",,"4.0","4.0","3.0","6.0","4.0","1.0","1.0","1.0","2.0",,,"2.0","3.0","15.0",,"2.0","4.0","2.0","1.0","2.0",,,,,"0.0","0.0","0.0","0.0","0.0",,,,,"0.0","0.0",,,"10.0","8.0","7.0","6.0","5.0","5.0","6.0","7.0","10.0","8.0","7.0","6.0","5.0",,"2","2","2","6.0","1.0","1.0",,,"1.0","1","1.0",,"1.0","1.0","1.0","6.0","5.0",,,"0.0","44","1.0","1","1.0","2.0","9",,"8","2.0","1.0","1","0","0","0","0","0","0","0","1","0","0","13.0","9.0","1","34"
"5","5","40","4050","139","80302","9","1","2","5","1","2","4.0","1","4.0","4.0","5.0","1.0","2.0",,,,,"4.0","2.0","2.0","4.0","4.0","4.0","2.0","2.0","2.0","2.0","4.0","3.0","1.0","1.0",,"3.0","2.0","2.0","5.0","1.0","1.0",,"1.0",,"1.0","2.0","99.0","9",,,"9.0","9.0","9.0","9.0","1.0","3.0","1.0","3.0","3.0","2.0",,"4.0","2.0","1.0","1.0","1.0","4.0","4.0","3.0","4.0","2.0","5.0","6.0","2.0","2.0","3.0","3.0","4.0","4.0","1.0","3.0","3.0","3.0","5.0","5.0","5.0","5.0","6.0","7.0","1.0","3.0","2.0","7.0","5.0","7.0","8.0","3.0","2.0","1.0","3.0","2.0","7.0","1.0","10.0","8.0","5.0","4.0","5.0","6.0","2.0","1.0","1.0","1.0","3.0",,,,,,,"4.0","2.0",,"3.0",,"1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0",,,,"0.0","0.0","0.0","0.0","3.0","2.0","3.0","1.0","4.0","6.0","8.0","2.0","5.0",,"2.0","10.0","6.0","3.0","2.0","2","2","2",,"2.0","1.0",,,"1.0","1","1.0",,"2.0",,"1.0",,,,,"0.0","55","2.0","1","1.0","2.0","9","2.0","1","2.0","4.0","1","0","0","0","0","0","0","0","0","0","0","13.0","9.0","1","65"
"5","6","40","4050","139","80302","9","1","2","5","1","1","4.0","1","1.0","4.0","4.0",,"2.0",,,,,"2.0","2.0","4.0","4.0","4.0","3.0","2.0","2.0","2.0","1.0","2.0","4.0","1.0","1.0","2.0","4.0","4.0","2.0","2.0","2.0",,,,,,"2.0","99.0","9",,,"9.0","9.0","9.0","9.0","1.0","4.0","1.0","1.0","4.0","2.0",,"4.0","2.0","1.0","1.0","6.0","5.0","7.0","5.0","4.0","3.0","1.0","2.0","6.0","7.0","6.0","6.0","5.0","7.0","7.0","2.0","6.0","1.0","7.0","6.0","5.0","7.0","5.0","7.0","7.0","6.0","7.0","7.0","6.0","9.0","10.0","9.0","8.0","1.0","2.0","3.0","9.0","9.0","10.0","9.0","10.0","9.0","8.0","1.0","1.0","1.0","3.0","1.0","3.0","2.0","3.0","3.0",,"2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0",,"0.0",,"0.0","0.0","0.0","0.0",,"5.0","10.0","9.0","8.0","10.0","9.0","10.0","9.0","8.0","4.0","9.0","10.0","10.0","1.0","2","2","2","10.0","2.0","2.0","2.0","1.0","1.0","1","2.0",,"1.0","2.0",,"10.0","9.0","8.0","6.0","3.0","36","1.0","3","1.0","2.0","9","3.0","5","1.0","2.0","1","1","0","0","0","0","0","0","0","0","0","10.0","3.0","2","50"
"5","7","40","4050","139","80302","9","1","2","5","1","2",,"3","4.0","4.0","3.0",,"2.0",,,,,"2.0","2.0","4.0","4.0","4.0","4.0","3.0","2.0","2.0","2.0",,"4.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0",,,,,,,"2.0","99.0","9",,,"9.0","9.0","9.0","9.0","1.0","2.0",,"3.0","4.0","2.0",,,"2.0","2.0","2.0",,,"6.0",,,,,,,,,,,,"1.0",,,"7.0","2.0","7.0",,"6.0","5.0",,"2.0",,"5.0","3.0","3.0",,"6.0",,,,,,,,,"2.0","4.0","5.0",,,"2.0",,"1.0","1.0",,,"1.0","2.0",,,,"2.0","2.0","1.0","2.0",,"3.0","2.0",,"0.0","0.0","1.0","1.0","1.0",,,,,,"0.0",,,"8.0","8.0","8.0","9.0","6.0","5.0","4.0","3.0",,"2.0",,"7.0","3.0","2.0","2","2","2","6.0","1.0","1.0","3.0",,"1.0","1","1.0",,"1.0","1.0","1.0",,,,,"0.0","21","3.0","1","1.0","2.0","9",,"1","1.0",,"1","1","0","0","0","0","0","0","1","0","0","13.0","9.0","1","29"
"5","8","40","4050","139","80302","9","1","2","5","1","2","4.0","2","3.0","4.0","3.0",,"2.0",,,,,"2.0","2.0","4.0","4.0","3.0","4.0","3.0","2.0","2.0","2.0","2.0","3.0","1.0","1.0","2.0","4.0","4.0","2.0",,"2.0",,,,,,"2.0","99.0","9",,,"9.0","9.0","9.0","2.0","1.0","2.0","1.0","1.0","4.0","2.0",,"4.0","2.0","2.0","2.0","7.0","5.0","5.0","4.0","4.0","4.0",,,,"4.0","4.0","4.0","7.0",,"7.0",,,"5.0","6.0","7.0","6.0","4.0","5.0",,"5.0",,"6.0","6.0","6.0",,"8.0",,"8.0",,,"2.0","2.0","2.0",,,,"2.0","2.0","2.0","1.0","3.0","3.0",,"2.0","2.0","2.0","2.0",,,"2.0","4.0","2.0","1.0","3.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0",,,"0.0","0.0","0.0","1.0",,"6.0","6.0","6.0","6.0","6.0","6.0","8.0","6.0","2.0","6.0",,"6.0",,"2.0","2","2","2",,"2.0","1.0",,,"1.0","1","1.0",,"2.0",,,"3.0",,"9.0","2.0","0.0","29","1.0","2","1.0","2.0","9","3.0","1","2.0","2.0","1","0","0","0","0","0","0","0","1","0","0","13.0","9.0","2","60"
"5","50","40","4010","128","81402","9","1","2","5","1","2","4.0","4","4.0","4.0","4.0",,"1.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","4.0","4.0","4.0","3.0","1.0","2.0","2.0","2.0","2.0","1.0",,"1.0","3.0","4.0","2.0",,"1.0","1.0","1.0","1.0","1.0","1.0","2.0","99.0","9",,,"4.0","4.0",,"9.0","2.0","3.0",,"2.0","4.0","2.0",,"4.0","1.0","1.0","2.0",,,,,,,,,,,,,"5.0",,"7.0",,,"6.0","7.0","5.0",,,"6.0",,,,,,,"10.0","9.0","7.0","4.0","3.0","3.0",,"3.0",,,,,,,,,,,,"3.0",,,,,,"2.0","4.0","2.0","2.0",,,,,"2.0","0.0","0.0","0.0","0.0","0.0",,,,,"0.0","0.0",,,,,,,,,,,,,,,"5.0","2.0","2","2","2",,"1.0","1.0","3.0",,"1.0","1",,,"2.0",,,,,,,"0.0","55","1.0","1","1.0","2.0","9","6.0","5","2.0","4.0","1","0","0","0","0","0","0","0","0","0","0","13.0","9.0","1","65"
"5","9","40","4050","139","80302","9","1","2","5","1","1",,"3","2.0","3.0","2.0","2.0","2.0",,,,,"2.0","4.0","4.0","4.0","4.0","4.0","1.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0","3.0","3.0","2.0","2.0","2.0",,,,,,"2.0","99.0","9",,,"9.0","9.0","9.0","9.0","2.0","2.0","3.0","1.0","4.0","2.0",,"4.0","1.0","1.0","2.0","7.0",,"4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","7.0","3.0","4.0","4.0","4.0","7.0","4.0","4.0","6.0","4.0","4.0","4.0","2.0","2.0","7.0","9.0","9.0","9.0","9.0","2.0","2.0","9.0","2.0","2.0","9.0",,"2.0","2.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","4.0","3.0","2.0",,"2.0","2.0","4.0","2.0","2.0","3.0","2.0","1.0","3.0","3.0","0.0","0.0","0.0","0.0","0.0",,,"0.0","0.0","0.0","0.0","0.0","3.0","5.0","2.0","5.0","5.0","3.0","9.0","9.0","5.0","5.0","3.0","8.0","8.0","3.0","2.0","1","2","2","9.0","1.0","1.0","1.0","1.0","1.0","1","1.0",,"1.0","1.0","1.0","9.0",,"2.0","9.0","5.0","22","1.0","1","2.0","2.0","9","1.0","0","1.0","2.0","1","1","0","0","0","0","0","0","1","0","0","4.0","5.0","1","60"
