"enc","pais","idnum","estratopri","upm","perdept","perprov","perdistrito","persegmento","persec","cluster","percluster","ur","tamano","peridioma","fecha","q1","a4","pera4a","pera4b","pera4c","dem13a","dem13b","dem13c","dem13d","a1","a2","a3","a4i","soct1","soct2","idio1","idio2","cp2","cp4a","cp4","prot1","prot2","cp5","cp5a","cp5b","cp5c","cp5d","cp6","cp7","cp8","cp9","cp10","cp13","ls3","it1","l1","np1","np1b","np2","sgl1","sgl2","lgl2","lgl3","muni5","muni6","muni10","muni11","muni15","jc1","jc4","jc10","jc12","jc13","jc15","jc16","pop1","pop2","pop3","pop4","pop5","vic1","vic2","aoj1","aoj1b","aoj8","aoj11","aoj11a","aoj12","aoj16a","aoj17","st1","st2","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b15","b18","b20","b21","b31","perb31a","b32","b43","b17","b37","b40","b47","n1","n3","n9","n10","n11","n12","m1","ing4","pn2","dem23","pn4","pn5","e5","e8","e11","e15","e14","e2","e3","e16","d32","d33","d34","d36","d37","d1","d2","d3","d4","d5","dem2","aut1","pp1","pp2","dc1","dc10","dc13","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc17","exc18","exc19","exc7","gi1","gi2","gi3","gi4","gi5","pergi6","pergi7","vb1","vb2","pervb3","vb4","vb8","pervb8c","pervb8d","pervb8e","pervb8f","pervb8g","vb6","pervb7","pervb8h","pervb2b","pervb3b","vb10","pervb11","pervb12","pervb13","pervb17","pervb19","pol1","pol2","aa1","aa2","aa3","aa4","dis2","dis3","dis4","dis5","ed","q2","q3","q10","q10a","q10b","q10c","q14","q10d","q11","q12","peretid","peretida","perleng1","perleng1a","perleng4","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","ocup1","ocup4","ocup1a","ocup1b1","ocup1c","desoc2","mig1","mig2","mig3","ti","ubipro","ubidis"
"79","11","79","1103","301","15","1","40","2300","50.0","30102300","2300","1","1","1","2406","1","3.0","14.0","4.0","2.0",,"0","0.0",,"3","1.0","3.0","4","3.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","9.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","3.0","3.0","4.0","4.0","2.0","2.0","3.0","2.0","3.0","2.0","3.0","3.0","2.0","2.0","0.0","1.0",,"3.0","1.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","2","1.0","1.0","1.0","2.0",,,,"1.0","3.0","1.0","3.0","2.0","4.0","4.0",,"4.0","1.0","1.0","1.0","5.0","1.0","7.0","2.0","1.0","1.0","2.0","1.0","7.0","1.0","1.0","1.0","2.0","6.0","2.0","1.0","1.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","3.0","5.0","5.0","5.0",,"3.0","6.0","6.0","3.0","1.0","1.0","1.0","1.0","4.0","3.0","4.0","6.0","6.0","7.0","7.0","7.0","6.0","5.0","1.0","3.0","2.0","4.0","2.0","1.0","1.0","1.0","0","0.0",,,,,"0.0","0.0","0.0","0.0","1.0","1","8","8","1","9","1","1","1","1.0","1.0",,"3.0","2.0","2.0","2.0",,,"1.0","1.0","3.0","1.0","1.0","1.0","1.0","2.0","3.0","3.0","2.0","2.0","3.0","2.0","2.0","3.0","4.0","2.0","2.0","2.0","2.0","4.0","65","1.0","4.0","99.0",,"4","2.0","3.0","2.0","2.0","2.0","2.0","2.0","7.0","2.0","1","1","1","0","0","0","1","0","1","1","1","13.0",,,,,,"3.0","1",,"40","1501","150140"
"80","11","80","1103","301","15","1","40","2300","50.0","30102300","2300","1","1","1","2406","1","15.0",,"6.0","1.0","3.0","0","0.0",,"3","1.0","1.0","3","4.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0","9.0","2.0",,,,,"4.0","3.0","3.0","4.0","4.0","4.0","1.0","3.0","6.0","2.0","3.0","2.0","3.0","4.0","2.0","2.0","0.0",,,"4.0","0.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","8",,,,"2.0",,,,"2.0","3.0","1.0","3.0","2.0","2.0","3.0","3.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","6.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","6.0","6.0","6.0","3.0","2.0","6.0","6.0","5.0","1.0","1.0","1.0","1.0","3.0","6.0","6.0","5.0","5.0","4.0","7.0","8.0","5.0","4.0","5.0",,"2.0","4.0","2.0","1.0","1.0","1.0","0","0.0",,"0.0",,,,"0.0","0.0","0.0","3.0","1","2","1","1","1","1","1","1","1.0","3.0",,"1.0","2.0","2.0","2.0",,,"1.0","6.0","3.0","1.0","2.0","1.0","6.0","2.0","3.0","2.0","2.0","2.0","4.0","2.0","2.0","3.0","3.0","2.0","2.0","2.0","2.0","11.0","29","2.0","6.0","99.0",,"4","1.0","2.0","1.0","0.0","2.0","2.0","1.0","2.0","2.0","1","1","1","1","0","0","1","0","1","1","0","4.0","1.0","4.0","1.0","2.0",,"3.0","1",,"40","1501","150140"
"81","11","81","1103","301","15","1","42","4600","54.0","30104600","4600","1","1","1","2506","2","5.0","5.0","2.0","2.0","1.0","0","0.0",,"3","2.0","4.0","4","4.0","3.0","3.0","2.0","2.0","2.0","2.0","1.0","3.0","2.0",,,,,"2.0","2.0","4.0","4.0","4.0","4.0","2.0","3.0","4.0","2.0","3.0","2.0","3.0","3.0","2.0","2.0","0.0","0.0",,"4.0","1.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","2","2.0","2.0","1.0","1.0","1.0","1.0",,"1.0","4.0","1.0","3.0","1.0","1.0","3.0","3.0","6.0","4.0","5.0","5.0","5.0","1.0","5.0","1.0","3.0","7.0","3.0","1.0","1.0","1.0","1.0","3.0","3.0","7.0","7.0","6.0","6.0","7.0","1.0","4.0","3.0","7.0","5.0","4.0","5.0","6.0","7.0","1.0","2.0","1.0","9.0","10.0","8.0","1.0","2.0","2.0","1.0","10.0","6.0","4.0","1.0","10.0","6.0","9.0","8.0","7.0","6.0","1.0","2.0","2.0","3.0","2.0","1.0","2.0","2.0","0","0.0",,,,"0.0",,"0.0","0.0","0.0","3.0","1","8","8","1","8","1","8","3","2.0",,"6.0",,"2.0","2.0","2.0",,,"2.0",,"3.0","2.0",,"2.0",,,,,,"3.0","4.0","1.0","7.0","7.0","1.0","2.0","1.0","1.0","1.0","3.0","59","5.0","1.0","99.0",,"4","1.0","4.0","6.0","4.0","2.0","2.0","1.0","7.0","1.0","1","0","0","0","0","0","0","0","1","1","0","13.0",,,,,,"3.0","1",,"42","1501","150142"
"82","11","82","1103","301","15","1","42","4600","55.0","30104600","4600","1","1","1","2506","2","4.0","18.0","6.0","7.0","80.0","0","0.0",,"4","1.0","3.0","4","4.0","2.0","4.0","2.0","2.0","2.0","2.0","3.0","9.0","2.0",,,,,"4.0","2.0","4.0","4.0","4.0","4.0","3.0","3.0","6.0","2.0","4.0","2.0","3.0","2.0","2.0","2.0","0.0","0.0",,"4.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","2","2.0","1.0","1.0","2.0",,,,"2.0","4.0","1.0","4.0","2.0","3.0","2.0","9.0","5.0","7.0","5.0","5.0","6.0","4.0","7.0","6.0","5.0","6.0","5.0","6.0","7.0","3.0","3.0","3.0","1.0","7.0","5.0","6.0","5.0","5.0","5.0","5.0","4.0","5.0","3.0","2.0","3.0","4.0","6.0","5.0","2.0","2.0","6.0","7.0","3.0","2.0","1.0","1.0","1.0","1.0","4.0","4.0","5.0","1.0","1.0","5.0","6.0","5.0","6.0","1.0","2.0","2.0","4.0","2.0","1.0","2.0","1.0","0","0.0",,,,"0.0","0.0","0.0","0.0","0.0","2.0","1","2","1","1","8","1","8","1","1.0","2.0",,"1.0","1.0","2.0","2.0",,"2.0","1.0","2.0","3.0","1.0","2.0","2.0",,,,,,"4.0","4.0","1.0","4.0","4.0","1.0","2.0",,"2.0","2.0","12.0","33","1.0","4.0","99.0",,"4","1.0","3.0","3.0","3.0","2.0","1.0","1.0","7.0","1.0","1","1","1","0","0","1","0","0","1","1","0","13.0",,,,,,"3.0","1",,"43","1501","150142"
"83","11","83","1103","301","15","1","42","4600","59.0","30104600","4600","1","1","1","2506","1","11.0","14.0","6.0","2.0",,"0","0.0",,"1","1.0","1.0","4","4.0","3.0","4.0","3.0","2.0","2.0","2.0","3.0","9.0","2.0",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","5.0","2.0","4.0","2.0","5.0","4.0","2.0","2.0","0.0","0.0",,"4.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","1.0","2","2.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","6.0","4.0","6.0","7.0","7.0","7.0","7.0","6.0","7.0","1.0","7.0","2.0","1.0","7.0","6.0","7.0","4.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","1.0","4.0","2.0","1.0","4.0","3.0","1.0","10.0","2.0","10.0","10.0","1.0","1.0","1.0","2.0","5.0","1.0","1.0","1.0","2.0","4.0","2.0","1.0","1.0","3.0","2.0","4.0","2.0","1.0","3.0","1.0","0","0.0",,"0.0",,,,"1.0","1.0","1.0","4.0","8","8","8","1","8","1","2","1","1.0","5.0",,"1.0","2.0","2.0","2.0",,,"1.0","0.0","1.0","1.0","2.0","2.0",,,,,,"2.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","11.0","35","1.0","4.0","99.0",,"4","1.0","3.0","1.0","0.0","2.0","2.0","1.0","7.0","1.0","1","1","1","0","0","0","0","0","1","1","0","9.0","1.0","4.0","1.0","2.0",,"3.0","1",,"42","1501","150142"
"84","11","84","1103","301","15","1","42","4600","60.0","30104600","4600","1","1","1","2506","2","1.0","3.0","7.0","2.0","1.0","3","0.0","3.0","4","1.0","3.0","4","4.0","2.0","4.0","2.0","2.0","2.0","2.0","1.0","3.0","2.0",,,,,"4.0","2.0","4.0","4.0","4.0","4.0","2.0","4.0","7.0","2.0","3.0","2.0","3.0","3.0","2.0","2.0","0.0","1.0",,"4.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","1.0","1","2.0","1.0","1.0","2.0",,,,"1.0","2.0","1.0","2.0","2.0","3.0","9.0","9.0","2.0","4.0","5.0","6.0","7.0","4.0","7.0","3.0","5.0","7.0","5.0","7.0","7.0","4.0","6.0","3.0","3.0","7.0","7.0","7.0","7.0","7.0","6.0","7.0","6.0","4.0","2.0","2.0","3.0","4.0","4.0","4.0","2.0","2.0","2.0","8.0","9.0","6.0","2.0","3.0","8.0","10.0","7.0","6.0","4.0","5.0","8.0","8.0","8.0","10.0","8.0","2.0","2.0","2.0","4.0","2.0","1.0","2.0","1.0","0","0.0",,,,"0.0","0.0","0.0","0.0","0.0","1.0","8","8","8","1","8","2","8","1","1.0","2.0",,"3.0","2.0","2.0","1.0",,"2.0","1.0","2.0","3.0","1.0","2.0","2.0",,,,,,"4.0","4.0","6.0","6.0","5.0","5.0","2.0",,"2.0","2.0","6.0","56","1.0","3.0","99.0",,"4","2.0","3.0","2.0","6.0","2.0","2.0","1.0","7.0","1.0","1","1","0","0","0","0","0","0","1","1","0","13.0",,,,,,"3.0","1",,"41","1501","150142"
"85","11","85","1103","301","15","1","42","4600","47.0","30104600","4600","1","1","1","2506","1","4.0","14.0","6.0","1.0","3.0","0","0.0",,"1","1.0","2.0","3","4.0","2.0","4.0","2.0","2.0","2.0","2.0","3.0","9.0","2.0",,,,,"4.0","2.0","4.0","4.0","4.0","4.0","2.0","4.0","5.0","2.0","4.0","2.0","3.0","3.0","2.0","2.0","0.0","0.0",,"4.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","2","1.0","2.0","2.0","1.0","2.0","2.0","3.0","2.0","4.0","1.0","4.0","2.0","1.0","9.0","9.0","5.0","4.0","4.0","4.0","7.0","1.0","1.0","1.0","1.0","1.0","4.0","1.0","7.0","1.0","4.0","7.0","5.0","5.0","5.0","6.0","5.0","6.0","4.0","4.0","5.0","4.0","4.0","4.0","4.0","4.0","5.0","2.0","3.0","2.0","9.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","5.0","3.0","1.0","1.0","1.0","5.0","10.0","5.0","5.0","1.0","2.0","2.0","4.0","2.0","1.0","2.0","1.0","0","0.0",,"0.0",,,"0.0","0.0","0.0","0.0","2.0","2","8","1","1","8","1","8","1","1.0","6.0",,"3.0","2.0","2.0","2.0",,,"1.0","5.0","3.0","1.0","2.0","2.0",,,,,,"4.0","4.0","5.0","5.0","1.0","7.0","2.0","2.0","2.0","2.0","11.0","23","1.0","5.0","99.0",,"4","1.0","2.0","3.0","2.0","2.0","2.0","1.0","7.0","2.0","1","1","1","0","0","0","0","0","1","1","0","10.0","1.0","4.0","1.0","2.0",,"3.0","1",,"42","1501","150142"
"124","11","124","1103","301","15","1","1","2302","4.0","30102302","2302","1","1","1","2506","2","5.0","5.0","2.0","2.0",,"0","0.0",,"2","3.0","4.0","4","4.0","2.0","4.0","3.0","2.0","2.0","2.0","3.0","9.0","2.0",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","2.0","4.0","6.0","2.0","3.0","2.0","4.0","4.0","2.0","2.0","0.0","0.0",,"4.0","0.0","1.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","2","2.0","2.0","1.0","2.0",,,,"1.0","4.0","1.0","1.0","2.0","3.0","2.0","9.0","5.0","4.0","5.0","5.0","4.0","3.0","4.0","5.0","3.0","3.0","4.0","5.0","6.0","4.0","4.0","3.0","4.0","7.0","5.0","6.0","3.0","4.0","4.0","4.0","3.0","6.0","5.0","2.0","4.0","2.0","4.0","3.0","2.0","3.0","4.0","6.0","3.0","5.0","2.0","3.0","2.0","6.0","2.0","3.0","4.0","2.0","5.0","3.0","4.0","2.0","5.0","1.0","3.0","1.0","2.0","2.0","1.0","2.0","1.0","0","0.0",,,,,"0.0","0.0","0.0","0.0","2.0","8","8","1","1","8","1","2","1","1.0","0.0",,,"2.0","2.0","2.0",,,"1.0",,"3.0","1.0","3.0","2.0",,,,,,"4.0","3.0","2.0","3.0","6.0","6.0","2.0","2.0","2.0","2.0","11.0","25","1.0",,"99.0",,"4","2.0","3.0","1.0","1.0",,"1.0","1.0","1.0","2.0","1","1","1","0","0","1","0","0","1","1","0","13.0",,,,,,"1.0","1",,"35","1501","150101"
"86","11","86","1103","301","15","1","35","4400","50.0","30104400","4400","1","1","1","2306","1","59.0","14.0","6.0","4.0","17.0","13","3.0","17.0","3","2.0","3.0","4","3.0","1.0","3.0","2.0","2.0","2.0","2.0","3.0","9.0","2.0",,,,,"4.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0","5.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","0.0","1.0",,"3.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1","2.0","2.0","1.0","2.0",,,,"2.0","2.0","2.0","4.0","2.0","2.0","9.0","9.0","3.0","5.0","4.0","5.0","4.0","3.0","5.0","5.0","2.0","4.0","3.0","3.0","4.0","3.0","5.0","5.0","5.0","7.0","5.0","6.0","5.0","5.0","5.0","4.0","4.0","5.0","4.0","5.0","2.0","4.0","5.0","2.0","3.0","3.0","7.0","9.0","6.0","5.0","2.0","4.0","7.0","9.0","6.0","6.0","2.0","3.0","2.0","9.0","8.0","6.0","6.0","1.0","2.0","2.0","3.0","2.0","1.0","2.0","2.0","1","0.0",,,,,,"0.0","0.0","0.0","2.0","1","8","1","1","1","1","8","1","2.0",,"7.0",,"1.0","1.0","2.0",,"2.0","2.0",,"3.0","2.0",,"1.0","9.0","2.0","2.0","2.0","1.0","2.0","4.0","5.0","5.0","6.0","2.0","2.0","2.0","2.0","2.0","11.0","18","4.0","6.0","99.0",,"4","1.0","2.0","1.0","0.0","2.0","2.0","1.0","2.0","1.0","1","1","0","0","0","0","0","0","1","1","0","11.0","2.0",,,,"24.0","1.0","2","1.0","40","1501","150135"
"87","11","87","1103","301","15","1","35","4400","49.0","30104400","4400","1","1","1","2306","1","1.0","3.0","6.0","3.0","7.0","80","0.0","80.0","1","1.0","1.0","4","3.0","3.0","4.0","3.0","2.0","2.0","2.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","1.0","4.0","3.0","4.0","2.0","2.0","7.0","2.0","3.0","2.0","4.0","3.0","2.0","2.0","0.0","1.0",,"3.0","1.0",,"1.0","1.0","1.0","1.0","1.0","1.0","2.0","1","2.0","2.0","2.0","2.0",,,,"1.0","3.0","2.0","4.0","2.0","1.0","2.0","9.0","2.0","3.0","3.0","1.0","1.0","1.0","2.0","3.0","1.0","3.0","3.0","6.0","6.0","2.0","1.0","1.0","3.0","7.0","2.0","4.0","5.0","4.0","5.0","6.0","1.0","5.0","2.0","2.0","4.0","4.0","6.0","6.0","3.0","2.0","8.0","7.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","5.0","6.0","5.0","5.0","1.0","2.0","2.0","4.0","2.0","1.0","1.0","1.0","0","0.0","0.0",,,"0.0",,"0.0","0.0","0.0","1.0","1","8","1","1","1","1","1","1","1.0","0.0",,"1.0","2.0","2.0","2.0",,,"1.0","0.0","3.0","1.0","3.0","2.0",,,,,,"2.0","2.0","6.0","7.0","4.0","4.0","2.0","2.0","2.0","2.0","13.0","72","1.0","6.0","99.0",,"4","2.0","3.0","6.0","3.0","2.0","2.0","1.0","7.0","1.0","1","1","0","1","0","0","0","0","1","1","0","14.0",,,,,,"2.0","1",,"38","1501","150135"
"88","11","88","1103","301","15","1","35","4400","48.0","30104400","4400","1","1","1","2306","2","3.0","14.0","6.0","2.0","11.0","80","0.0","11.0","3","1.0","1.0","4","4.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0","9.0","2.0",,,,,"3.0","1.0","4.0","4.0","4.0","4.0","2.0","2.0","6.0","2.0","3.0","2.0","3.0","3.0","2.0","2.0","0.0","1.0",,"2.0","1.0","2.0","2.0","2.0","2.0",,"2.0","1.0","2.0","2","2.0","2.0","2.0","2.0",,,,"2.0","2.0","2.0","3.0","2.0","1.0","9.0","9.0","4.0","6.0","4.0","4.0","5.0","5.0","4.0","4.0","6.0","6.0","5.0","5.0","7.0","5.0","3.0","3.0","4.0","7.0","6.0","6.0","5.0","5.0","5.0","4.0","6.0","6.0","5.0","6.0","3.0","5.0","5.0","3.0","2.0","2.0","6.0","7.0","6.0","2.0","1.0","1.0","1.0","3.0","3.0","2.0","3.0","2.0","3.0","4.0","7.0","8.0","8.0","4.0","1.0","2.0","4.0","2.0","1.0","1.0","1.0","0","0.0",,,,"0.0","0.0","0.0","0.0","0.0","3.0","2","8","1","1","1","1","1","1","1.0","3.0",,"3.0","2.0","2.0","2.0",,,"1.0","3.0","1.0","1.0","2.0","2.0",,,,,,"3.0","5.0","2.0","4.0","5.0","4.0","2.0","2.0","2.0","2.0","11.0","30","1.0","5.0","99.0",,"4","2.0","2.0","2.0","2.0","2.0","1.0","1.0","7.0","1.0","1","1","1","0","0","0","0","0","1","1","0","11.0","2.0",,,,"14.0","3.0","1",,"38","1501","150135"
"89","11","89","1103","301","15","1","35","4400","48.0","30104400","4400","1","1","1","2306","2","5.0","5.0","6.0","1.0",,"0","0.0",,"4","1.0","2.0","4","3.0","2.0","4.0","3.0","2.0","2.0","2.0","2.0","3.0","2.0",,,,,"1.0","2.0","4.0","4.0","4.0","4.0","3.0","2.0","10.0",,"4.0","2.0","3.0","4.0","2.0","2.0","0.0","1.0",,"2.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","1","2.0","1.0","2.0","1.0","1.0","2.0","4.0","2.0","2.0","1.0","3.0","2.0","2.0","2.0","9.0","3.0","6.0","3.0","5.0","5.0","5.0","5.0","5.0","3.0","3.0","4.0","5.0","7.0","1.0","3.0","2.0","1.0","7.0","6.0","5.0","6.0","3.0","4.0","4.0","5.0","5.0","5.0","3.0","4.0","7.0","7.0","4.0","3.0","3.0","7.0","8.0","6.0","3.0","3.0","5.0","1.0","3.0","5.0","6.0","5.0","3.0","3.0","5.0","8.0","2.0","2.0","5.0","3.0","2.0","3.0","2.0","1.0","1.0","1.0","0","0.0","0.0","0.0",,,"0.0","0.0","1.0","0.0","1.0","8","8","8","1","8","1","1","1","1.0","3.0",,"3.0","1.0","2.0","2.0",,"2.0","1.0","9.0","3.0","1.0","2.0","2.0",,,,,,"4.0","4.0","1.0","4.0","3.0","2.0","2.0","2.0","2.0","2.0","11.0","25","1.0","10.0","99.0",,"3","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1","1","1","1","0","1","1","0","1","1","1","10.0","1.0","2.0","5.0","1.0",,"3.0","2","3.0","37","1501","150135"
"90","11","90","1103","301","15","1","35","4400","50.0","30104400","4400","1","1","1","2306","1","1.0","71.0",,"99.0","20.0","0","0.0",,"2","1.0","1.0","4",,"1.0","4.0","2.0","2.0","2.0","2.0","3.0","9.0","2.0",,,,,"1.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","2.0","4.0","4.0","2.0","2.0","0.0","0.0",,"3.0","1.0","2.0","2.0","1.0","2.0","1.0","1.0","1.0","2.0","1","2.0","1.0","2.0","2.0",,,,"2.0","3.0","1.0","4.0","2.0","2.0","3.0","3.0","6.0","4.0","4.0","2.0","2.0","2.0","3.0","3.0","4.0","1.0","3.0","3.0","7.0","1.0","1.0","1.0","1.0","7.0","4.0","4.0","5.0","5.0","1.0","3.0","1.0","3.0","2.0","1.0","4.0","7.0","7.0","1.0","3.0","2.0","5.0","5.0","7.0","2.0","2.0","1.0","2.0","5.0","2.0","2.0","2.0","2.0","2.0","9.0","8.0","7.0","7.0","7.0","2.0","2.0","1.0","2.0","1.0","1.0","1.0","1","0.0",,"0.0","0.0",,,"0.0","0.0","0.0","1.0","1","2","2","1","8","1","2","1","1.0","1.0",,"1.0","2.0","2.0","2.0",,,"1.0","4.0","3.0","1.0","1.0","2.0",,,,,,"3.0","4.0","2.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","11.0","63","1.0","6.0","99.0",,"4","2.0","3.0","2.0","2.0","2.0","1.0","1.0","7.0","1.0","1","1","1","0","0","0","0","1","1","1","0","4.0","1.0","4.0","1.0","2.0",,"1.0","1",,"37","1501","150135"
"91","11","91","1103","301","15","1","21","700","6.0","30100700","700","1","1","1","2606","2","3.0","70.0","2.0","2.0","3.0","24","0.0",,"3","1.0","3.0","4","4.0","3.0","4.0","2.0","1.0","1.0","1.0","1.0","3.0","1.0","2.0","2.0","1.0","2.0","4.0","4.0","1.0","4.0","4.0","4.0","2.0","2.0",,"2.0","2.0","2.0","5.0","3.0","4.0","2.0","0.0","2.0",,"4.0","2.0","2.0","2.0","2.0","2.0","2.0",,,"1.0","1","2.0","1.0","2.0","2.0",,,,"1.0","2.0","2.0","2.0","2.0","3.0","9.0","9.0","2.0","2.0","1.0","1.0","1.0","1.0","4.0","4.0","4.0","1.0","3.0","5.0","7.0","2.0","2.0","2.0","4.0","7.0","4.0","7.0","4.0","4.0","2.0","2.0","1.0","5.0","2.0","2.0","4.0","5.0","1.0","2.0","3.0","2.0","7.0","7.0","7.0","2.0","2.0","2.0","2.0","2.0","3.0","4.0","3.0","5.0","3.0","9.0","8.0","3.0","5.0","2.0","2.0","2.0","4.0","2.0","1.0","1.0","1.0","0","0.0","0.0",,,"0.0",,"0.0","0.0","0.0","2.0","2","8","1","1","8","1","1","1","1.0","2.0",,"3.0","2.0",,"1.0",,"2.0","1.0","4.0","3.0","1.0","2.0","2.0",,,,,,"4.0","3.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","6.0","50","1.0","6.0","99.0",,"4","1.0","2.0","2.0","4.0","2.0","1.0","1.0","7.0","1.0","1","1","1","0","0","1","0","0","1","1","0","13.0",,,,,,"2.0","1",,"36","1501","150121"
"92","11","92","1103","301","15","1","21","700","6.0","30100700","700","1","1","1","2606","1","13.0","70.0","6.0","7.0","20.0","3","0.0","20.0","4","1.0","1.0","4","3.0","2.0","3.0","3.0","2.0","2.0","2.0","3.0","9.0","1.0","2.0","2.0","2.0","2.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","6.0","2.0","2.0","2.0","4.0","3.0","3.0","2.0","0.0","1.0",,"2.0","1.0","2.0","2.0","1.0","2.0","1.0","1.0","1.0","2.0","2","1.0","1.0","2.0","2.0",,,,"1.0","2.0","2.0","3.0","2.0","4.0","3.0","9.0","3.0","3.0","3.0","2.0","2.0","2.0","3.0","4.0","2.0","5.0","4.0","2.0","1.0","2.0","1.0","1.0","1.0","7.0","3.0","4.0","3.0","3.0","4.0","4.0","3.0","4.0","2.0","4.0","2.0","7.0","2.0","1.0","2.0","2.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","7.0","4.0","4.0","6.0","5.0","6.0","7.0","10.0","10.0","10.0","5.0","2.0","2.0","3.0","2.0","1.0","2.0","1.0","0","0.0",,,"0.0",,,"0.0","0.0","0.0","1.0","1","8","1","1","2","1","1","1","1.0","5.0",,"1.0","2.0","1.0","2.0",,"1.0","1.0","5.0","1.0","1.0","1.0","2.0",,,,,,"3.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","12.0","30","4.0","7.0","5.0","1.0","1","1.0","3.0","1.0","0.0","2.0","2.0","1.0","7.0","1.0","1","1","1","1","3","1","1","0","1","1","0","9.0","2.0",,,,"3.0","3.0","1",,"36","1501","150121"
"93","11","93","1103","301","15","1","21","700","6.0","30100700","700","1","1","1","2606","1","13.0","70.0","4.0","5.0",,"0","0.0",,"4","2.0","2.0","4","4.0","3.0","3.0","3.0","2.0","2.0","2.0","3.0","9.0","2.0",,,,,"4.0","1.0","4.0","4.0","4.0","4.0","2.0","2.0","9.0","2.0","2.0","2.0","3.0",,,"2.0","0.0","1.0",,"4.0","0.0","2.0","2.0","1.0",,"1.0","1.0","2.0","2.0","2","1.0","1.0","2.0","2.0",,,,"2.0","4.0","3.0","3.0","2.0","3.0","2.0","2.0","1.0","1.0","2.0","2.0","3.0","3.0","4.0","5.0","2.0","2.0","5.0","4.0","5.0","3.0","3.0","3.0","4.0","7.0","5.0","3.0","3.0","5.0","2.0","4.0","1.0","5.0","2.0","2.0","3.0","4.0","6.0","2.0","2.0","2.0","10.0","10.0","10.0","2.0","2.0","2.0","5.0","3.0","2.0","2.0","2.0","2.0","4.0","2.0","5.0","5.0","6.0","8.0",,"2.0","4.0","2.0","1.0","1.0","1.0","0","0.0","1.0","0.0",,,"1.0","0.0","0.0","0.0","2.0","2","8","2","1","8","2","8","1","1.0","1.0",,"3.0","2.0","1.0","2.0",,"1.0","1.0","2.0","3.0","1.0","1.0","2.0",,,,,,"3.0","4.0","2.0","2.0","3.0","5.0","1.0","1.0","1.0","1.0","11.0","23","4.0","6.0","99.0",,"4","1.0","2.0","2.0","1.0","2.0","2.0","1.0","7.0","1.0","1","0","0","1","0","0","1","0","1","1","0","10.0","1.0","2.0","5.0","1.0",,"2.0","2","3.0","35","1501","150121"
